na_item,nace_r2,unit,geotime,date,value
B1G,B-E,MIO_EUR_NSA,AL,2015-07-01,331.0
B1G,B-E,MIO_EUR_NSA,AL,2015-10-01,315.2
B1G,B-E,MIO_EUR_NSA,AL,2016-01-01,316.8
B1G,B-E,MIO_EUR_NSA,AL,2016-04-01,325.8
B1G,B-E,MIO_EUR_NSA,AL,2016-07-01,312.2
B1G,B-E,MIO_EUR_NSA,AL,2016-10-01,354.9
B1G,B-E,MIO_EUR_NSA,AL,2017-01-01,322.7
B1G,B-E,MIO_EUR_NSA,AL,2017-04-01,348.4
B1G,B-E,MIO_EUR_NSA,AL,2017-07-01,310.1
B1G,B-E,MIO_EUR_NSA,AL,2017-10-01,352.5
B1G,B-E,MIO_EUR_NSA,AL,2018-01-01,405.0
B1G,B-E,MIO_EUR_NSA,AL,2018-04-01,448.7
B1G,B-E,MIO_EUR_NSA,AT,2015-07-01,17126.8
B1G,B-E,MIO_EUR_NSA,AT,2015-10-01,18033.6
B1G,B-E,MIO_EUR_NSA,AT,2016-01-01,16821.1
B1G,B-E,MIO_EUR_NSA,AT,2016-04-01,17258.0
B1G,B-E,MIO_EUR_NSA,AT,2016-07-01,17248.7
B1G,B-E,MIO_EUR_NSA,AT,2016-10-01,18541.9
B1G,B-E,MIO_EUR_NSA,AT,2017-01-01,17936.1
B1G,B-E,MIO_EUR_NSA,AT,2017-04-01,17972.6
B1G,B-E,MIO_EUR_NSA,AT,2017-07-01,17852.1
B1G,B-E,MIO_EUR_NSA,AT,2017-10-01,18710.0
B1G,B-E,MIO_EUR_NSA,AT,2018-01-01,18762.3
B1G,B-E,MIO_EUR_NSA,AT,2018-04-01,18894.6
B1G,B-E,MIO_EUR_NSA,BE,2015-07-01,15298.0
B1G,B-E,MIO_EUR_NSA,BE,2015-10-01,15954.0
B1G,B-E,MIO_EUR_NSA,BE,2016-01-01,15622.0
B1G,B-E,MIO_EUR_NSA,BE,2016-04-01,15849.0
B1G,B-E,MIO_EUR_NSA,BE,2016-07-01,15618.0
B1G,B-E,MIO_EUR_NSA,BE,2016-10-01,16461.0
B1G,B-E,MIO_EUR_NSA,BE,2017-01-01,16245.0
B1G,B-E,MIO_EUR_NSA,BE,2017-04-01,16360.0
B1G,B-E,MIO_EUR_NSA,BE,2017-07-01,16054.0
B1G,B-E,MIO_EUR_NSA,BE,2017-10-01,16863.0
B1G,B-E,MIO_EUR_NSA,BE,2018-01-01,16420.0
B1G,B-E,MIO_EUR_NSA,BE,2018-04-01,16638.0
B1G,B-E,MIO_EUR_NSA,BG,2015-07-01,2374.7
B1G,B-E,MIO_EUR_NSA,BG,2015-10-01,2268.4
B1G,B-E,MIO_EUR_NSA,BG,2016-01-01,2292.5
B1G,B-E,MIO_EUR_NSA,BG,2016-04-01,2620.2
B1G,B-E,MIO_EUR_NSA,BG,2016-07-01,2729.0
B1G,B-E,MIO_EUR_NSA,BG,2016-10-01,2488.9
B1G,B-E,MIO_EUR_NSA,BG,2017-01-01,2394.8
B1G,B-E,MIO_EUR_NSA,BG,2017-04-01,2754.7
B1G,B-E,MIO_EUR_NSA,BG,2017-07-01,2888.0
B1G,B-E,MIO_EUR_NSA,BG,2017-10-01,2862.2
B1G,B-E,MIO_EUR_NSA,BG,2018-01-01,2461.0
B1G,B-E,MIO_EUR_NSA,BG,2018-04-01,2906.4
B1G,B-E,MIO_EUR_NSA,CH,2015-07-01,29673.9
B1G,B-E,MIO_EUR_NSA,CH,2015-10-01,30743.5
B1G,B-E,MIO_EUR_NSA,CH,2016-01-01,29261.6
B1G,B-E,MIO_EUR_NSA,CH,2016-04-01,30071.6
B1G,B-E,MIO_EUR_NSA,CH,2016-07-01,29383.7
B1G,B-E,MIO_EUR_NSA,CH,2016-10-01,29614.1
B1G,B-E,MIO_EUR_NSA,CH,2017-01-01,30261.6
B1G,B-E,MIO_EUR_NSA,CH,2017-04-01,29899.8
B1G,B-E,MIO_EUR_NSA,CH,2017-07-01,28256.1
B1G,B-E,MIO_EUR_NSA,CH,2017-10-01,28751.6
B1G,B-E,MIO_EUR_NSA,CH,2018-01-01,28842.8
B1G,B-E,MIO_EUR_NSA,CH,2018-04-01,29784.6
B1G,B-E,MIO_EUR_NSA,CY,2015-07-01,312.6
B1G,B-E,MIO_EUR_NSA,CY,2015-10-01,296.9
B1G,B-E,MIO_EUR_NSA,CY,2016-01-01,290.6
B1G,B-E,MIO_EUR_NSA,CY,2016-04-01,311.0
B1G,B-E,MIO_EUR_NSA,CY,2016-07-01,334.6
B1G,B-E,MIO_EUR_NSA,CY,2016-10-01,327.1
B1G,B-E,MIO_EUR_NSA,CY,2017-01-01,331.0
B1G,B-E,MIO_EUR_NSA,CY,2017-04-01,353.6
B1G,B-E,MIO_EUR_NSA,CY,2017-07-01,375.9
B1G,B-E,MIO_EUR_NSA,CY,2017-10-01,354.8
B1G,B-E,MIO_EUR_NSA,CY,2018-01-01,340.8
B1G,B-E,MIO_EUR_NSA,CY,2018-04-01,375.0
B1G,B-E,MIO_EUR_NSA,CZ,2015-07-01,11767.2
B1G,B-E,MIO_EUR_NSA,CZ,2015-10-01,12133.2
B1G,B-E,MIO_EUR_NSA,CZ,2016-01-01,12724.1
B1G,B-E,MIO_EUR_NSA,CZ,2016-04-01,13292.2
B1G,B-E,MIO_EUR_NSA,CZ,2016-07-01,11979.9
