unit,icd10,age,sex,geotime,date,value
RT,X85-Y09_Y871,TOTAL,F,RS,2008-01-01,
RT,X85-Y09_Y871,TOTAL,F,RS,2009-01-01,
RT,X85-Y09_Y871,TOTAL,F,RS,2010-01-01,
RT,X85-Y09_Y871,TOTAL,F,RS,2011-01-01,0.96 
RT,X85-Y09_Y871,TOTAL,F,RS,2012-01-01,0.94 
RT,X85-Y09_Y871,TOTAL,F,RS,2013-01-01,1.5 
RT,X85-Y09_Y871,TOTAL,F,RS,2014-01-01,0.84 
RT,X85-Y09_Y871,TOTAL,F,RS,2015-01-01,1.04 
RT,X85-Y09_Y871,TOTAL,F,SE,2000-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,F,SE,2001-01-01,0.6 
RT,X85-Y09_Y871,TOTAL,F,SE,2002-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,F,SE,2003-01-01,0.6 
RT,X85-Y09_Y871,TOTAL,F,SE,2004-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,F,SE,2005-01-01,0.7 
RT,X85-Y09_Y871,TOTAL,F,SE,2006-01-01,0.7 
RT,X85-Y09_Y871,TOTAL,F,SE,2007-01-01,0.7 
RT,X85-Y09_Y871,TOTAL,F,SE,2008-01-01,0.5 
RT,X85-Y09_Y871,TOTAL,F,SE,2009-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,F,SE,2010-01-01,0.5 
RT,X85-Y09_Y871,TOTAL,F,SE,2011-01-01,0.46 
RT,X85-Y09_Y871,TOTAL,F,SE,2012-01-01,0.49 
RT,X85-Y09_Y871,TOTAL,F,SE,2013-01-01,0.48 
RT,X85-Y09_Y871,TOTAL,F,SE,2014-01-01,0.54 
RT,X85-Y09_Y871,TOTAL,F,SE,2015-01-01,0.55 
RT,X85-Y09_Y871,TOTAL,F,SI,2000-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,F,SI,2001-01-01,0.4 
RT,X85-Y09_Y871,TOTAL,F,SI,2002-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,F,SI,2003-01-01,1.5 
RT,X85-Y09_Y871,TOTAL,F,SI,2004-01-01,1.2 
RT,X85-Y09_Y871,TOTAL,F,SI,2005-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,F,SI,2006-01-01,0.4 
RT,X85-Y09_Y871,TOTAL,F,SI,2007-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,F,SI,2008-01-01,0.5 
RT,X85-Y09_Y871,TOTAL,F,SI,2009-01-01,0.6 
RT,X85-Y09_Y871,TOTAL,F,SI,2010-01-01,0.5 
RT,X85-Y09_Y871,TOTAL,F,SI,2011-01-01,1.02 
RT,X85-Y09_Y871,TOTAL,F,SI,2012-01-01,0.54 
RT,X85-Y09_Y871,TOTAL,F,SI,2013-01-01,0.74 
RT,X85-Y09_Y871,TOTAL,F,SI,2014-01-01,0.96 
RT,X85-Y09_Y871,TOTAL,F,SI,2015-01-01,0.86 
RT,X85-Y09_Y871,TOTAL,F,SK,2000-01-01,1.1 
RT,X85-Y09_Y871,TOTAL,F,SK,2001-01-01,1.4 
RT,X85-Y09_Y871,TOTAL,F,SK,2002-01-01,1.5 
RT,X85-Y09_Y871,TOTAL,F,SK,2003-01-01,1.3 
RT,X85-Y09_Y871,TOTAL,F,SK,2004-01-01,1.3 
RT,X85-Y09_Y871,TOTAL,F,SK,2005-01-01,1.1 
RT,X85-Y09_Y871,TOTAL,F,SK,2006-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,F,SK,2007-01-01,1.0 
RT,X85-Y09_Y871,TOTAL,F,SK,2008-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,F,SK,2009-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,F,SK,2010-01-01,1.1 
RT,X85-Y09_Y871,TOTAL,F,SK,2011-01-01,1.25 
RT,X85-Y09_Y871,TOTAL,F,SK,2012-01-01,0.84 
RT,X85-Y09_Y871,TOTAL,F,SK,2013-01-01,1.15 
RT,X85-Y09_Y871,TOTAL,F,SK,2014-01-01,0.67 
RT,X85-Y09_Y871,TOTAL,F,SK,2015-01-01,0.61 
RT,X85-Y09_Y871,TOTAL,F,TR,2000-01-01,
RT,X85-Y09_Y871,TOTAL,F,TR,2001-01-01,
RT,X85-Y09_Y871,TOTAL,F,TR,2002-01-01,
RT,X85-Y09_Y871,TOTAL,F,TR,2003-01-01,
RT,X85-Y09_Y871,TOTAL,F,TR,2004-01-01,
RT,X85-Y09_Y871,TOTAL,F,TR,2005-01-01,
RT,X85-Y09_Y871,TOTAL,F,TR,2006-01-01,
RT,X85-Y09_Y871,TOTAL,F,TR,2007-01-01,
RT,X85-Y09_Y871,TOTAL,F,TR,2008-01-01,
RT,X85-Y09_Y871,TOTAL,F,TR,2009-01-01,
RT,X85-Y09_Y871,TOTAL,F,TR,2010-01-01,
RT,X85-Y09_Y871,TOTAL,F,TR,2011-01-01,0.47 d
RT,X85-Y09_Y871,TOTAL,F,TR,2012-01-01,0.4 d
RT,X85-Y09_Y871,TOTAL,F,TR,2013-01-01,0.63 d
RT,X85-Y09_Y871,TOTAL,F,TR,2014-01-01,0.55 d
RT,X85-Y09_Y871,TOTAL,F,TR,2015-01-01,0.51 d
RT,X85-Y09_Y871,TOTAL,F,UK,2000-01-01,0.6 
RT,X85-Y09_Y871,TOTAL,F,UK,2001-01-01,0.2 
RT,X85-Y09_Y871,TOTAL,F,UK,2002-01-01,0.2 
RT,X85-Y09_Y871,TOTAL,F,UK,2003-01-01,0.2 
RT,X85-Y09_Y871,TOTAL,F,UK,2004-01-01,0.2 
RT,X85-Y09_Y871,TOTAL,F,UK,2005-01-01,0.2 
RT,X85-Y09_Y871,TOTAL,F,UK,2006-01-01,0.2 
RT,X85-Y09_Y871,TOTAL,F,UK,2007-01-01,0.2 
RT,X85-Y09_Y871,TOTAL,F,UK,2008-01-01,0.2 
RT,X85-Y09_Y871,TOTAL,F,UK,2009-01-01,0.2 
RT,X85-Y09_Y871,TOTAL,F,UK,2010-01-01,0.2 
RT,X85-Y09_Y871,TOTAL,F,UK,2011-01-01,0.14 d
RT,X85-Y09_Y871,TOTAL,F,UK,2012-01-01,0.09 d
RT,X85-Y09_Y871,TOTAL,F,UK,2013-01-01,0.1 
RT,X85-Y09_Y871,TOTAL,F,UK,2014-01-01,0.11 
RT,X85-Y09_Y871,TOTAL,F,UK,2015-01-01,0.1 
RT,X85-Y09_Y871,TOTAL,M,AL,2000-01-01,
RT,X85-Y09_Y871,TOTAL,M,AL,2001-01-01,
RT,X85-Y09_Y871,TOTAL,M,AL,2002-01-01,
RT,X85-Y09_Y871,TOTAL,M,AL,2003-01-01,
RT,X85-Y09_Y871,TOTAL,M,AL,2004-01-01,7.4 
RT,X85-Y09_Y871,TOTAL,M,AL,2005-01-01,
RT,X85-Y09_Y871,TOTAL,M,AL,2006-01-01,
RT,X85-Y09_Y871,TOTAL,M,AL,2007-01-01,
RT,X85-Y09_Y871,TOTAL,M,AL,2008-01-01,
RT,X85-Y09_Y871,TOTAL,M,AL,2009-01-01,
RT,X85-Y09_Y871,TOTAL,M,AL,2010-01-01,
RT,X85-Y09_Y871,TOTAL,M,AL,2011-01-01,
RT,X85-Y09_Y871,TOTAL,M,AL,2012-01-01,
RT,X85-Y09_Y871,TOTAL,M,AL,2013-01-01,
RT,X85-Y09_Y871,TOTAL,M,AL,2014-01-01,
RT,X85-Y09_Y871,TOTAL,M,AL,2015-01-01,
RT,X85-Y09_Y871,TOTAL,M,AT,2000-01-01,0.7 
RT,X85-Y09_Y871,TOTAL,M,AT,2001-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,M,AT,2002-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,M,AT,2003-01-01,0.7 
RT,X85-Y09_Y871,TOTAL,M,AT,2004-01-01,0.7 
RT,X85-Y09_Y871,TOTAL,M,AT,2005-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,M,AT,2006-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,M,AT,2007-01-01,0.6 
RT,X85-Y09_Y871,TOTAL,M,AT,2008-01-01,0.6 
RT,X85-Y09_Y871,TOTAL,M,AT,2009-01-01,0.6 
RT,X85-Y09_Y871,TOTAL,M,AT,2010-01-01,0.4 
RT,X85-Y09_Y871,TOTAL,M,AT,2011-01-01,0.64 
RT,X85-Y09_Y871,TOTAL,M,AT,2012-01-01,0.38 
RT,X85-Y09_Y871,TOTAL,M,AT,2013-01-01,0.42 
RT,X85-Y09_Y871,TOTAL,M,AT,2014-01-01,0.46 
RT,X85-Y09_Y871,TOTAL,M,AT,2015-01-01,0.45 
RT,X85-Y09_Y871,TOTAL,M,BE,2000-01-01,
RT,X85-Y09_Y871,TOTAL,M,BE,2001-01-01,
RT,X85-Y09_Y871,TOTAL,M,BE,2002-01-01,
RT,X85-Y09_Y871,TOTAL,M,BE,2003-01-01,1.6 
RT,X85-Y09_Y871,TOTAL,M,BE,2004-01-01,1.8 
RT,X85-Y09_Y871,TOTAL,M,BE,2005-01-01,1.8 
RT,X85-Y09_Y871,TOTAL,M,BE,2006-01-01,1.8 
RT,X85-Y09_Y871,TOTAL,M,BE,2007-01-01,1.7 
RT,X85-Y09_Y871,TOTAL,M,BE,2008-01-01,1.6 
RT,X85-Y09_Y871,TOTAL,M,BE,2009-01-01,1.5 
RT,X85-Y09_Y871,TOTAL,M,BE,2010-01-01,1.4 
RT,X85-Y09_Y871,TOTAL,M,BE,2011-01-01,1.57 
RT,X85-Y09_Y871,TOTAL,M,BE,2012-01-01,1.48 
RT,X85-Y09_Y871,TOTAL,M,BE,2013-01-01,1.04 
RT,X85-Y09_Y871,TOTAL,M,BE,2014-01-01,1.27 
RT,X85-Y09_Y871,TOTAL,M,BE,2015-01-01,1.17 
RT,X85-Y09_Y871,TOTAL,M,BG,2000-01-01,5.1 
RT,X85-Y09_Y871,TOTAL,M,BG,2001-01-01,5.0 
RT,X85-Y09_Y871,TOTAL,M,BG,2002-01-01,4.8 
RT,X85-Y09_Y871,TOTAL,M,BG,2003-01-01,4.7 
RT,X85-Y09_Y871,TOTAL,M,BG,2004-01-01,4.6 
RT,X85-Y09_Y871,TOTAL,M,BG,2005-01-01,3.8 
RT,X85-Y09_Y871,TOTAL,M,BG,2006-01-01,2.6 
RT,X85-Y09_Y871,TOTAL,M,BG,2007-01-01,3.0 
RT,X85-Y09_Y871,TOTAL,M,BG,2008-01-01,2.2 
RT,X85-Y09_Y871,TOTAL,M,BG,2009-01-01,3.0 
RT,X85-Y09_Y871,TOTAL,M,BG,2010-01-01,2.3 
RT,X85-Y09_Y871,TOTAL,M,BG,2011-01-01,1.9 
RT,X85-Y09_Y871,TOTAL,M,BG,2012-01-01,2.35 
RT,X85-Y09_Y871,TOTAL,M,BG,2013-01-01,1.69 
RT,X85-Y09_Y871,TOTAL,M,BG,2014-01-01,1.91 
RT,X85-Y09_Y871,TOTAL,M,BG,2015-01-01,2.21 
RT,X85-Y09_Y871,TOTAL,M,CH,2000-01-01,0.7 
RT,X85-Y09_Y871,TOTAL,M,CH,2001-01-01,1.3 
RT,X85-Y09_Y871,TOTAL,M,CH,2002-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,M,CH,2003-01-01,0.6 
RT,X85-Y09_Y871,TOTAL,M,CH,2004-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,M,CH,2005-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,M,CH,2006-01-01,0.4 
RT,X85-Y09_Y871,TOTAL,M,CH,2007-01-01,0.6 
RT,X85-Y09_Y871,TOTAL,M,CH,2008-01-01,0.6 
RT,X85-Y09_Y871,TOTAL,M,CH,2009-01-01,0.7 
RT,X85-Y09_Y871,TOTAL,M,CH,2010-01-01,0.5 
RT,X85-Y09_Y871,TOTAL,M,CH,2011-01-01,0.52 
RT,X85-Y09_Y871,TOTAL,M,CH,2012-01-01,0.54 
RT,X85-Y09_Y871,TOTAL,M,CH,2013-01-01,0.41 
RT,X85-Y09_Y871,TOTAL,M,CH,2014-01-01,0.31 
RT,X85-Y09_Y871,TOTAL,M,CH,2015-01-01,0.63 
RT,X85-Y09_Y871,TOTAL,M,CY,2000-01-01,
RT,X85-Y09_Y871,TOTAL,M,CY,2001-01-01,
RT,X85-Y09_Y871,TOTAL,M,CY,2002-01-01,
RT,X85-Y09_Y871,TOTAL,M,CY,2003-01-01,
RT,X85-Y09_Y871,TOTAL,M,CY,2004-01-01,1.7 
RT,X85-Y09_Y871,TOTAL,M,CY,2005-01-01,3.7 
RT,X85-Y09_Y871,TOTAL,M,CY,2006-01-01,3.0 
RT,X85-Y09_Y871,TOTAL,M,CY,2007-01-01,2.5 
RT,X85-Y09_Y871,TOTAL,M,CY,2008-01-01,2.0 
RT,X85-Y09_Y871,TOTAL,M,CY,2009-01-01,3.1 
RT,X85-Y09_Y871,TOTAL,M,CY,2010-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,M,CY,2011-01-01,3.53 
RT,X85-Y09_Y871,TOTAL,M,CY,2012-01-01,3.17 
RT,X85-Y09_Y871,TOTAL,M,CY,2013-01-01,2.17 
RT,X85-Y09_Y871,TOTAL,M,CY,2014-01-01,1.34 
RT,X85-Y09_Y871,TOTAL,M,CY,2015-01-01,2.21 
RT,X85-Y09_Y871,TOTAL,M,CZ,2000-01-01,2.1 
RT,X85-Y09_Y871,TOTAL,M,CZ,2001-01-01,1.6 
RT,X85-Y09_Y871,TOTAL,M,CZ,2002-01-01,1.6 
RT,X85-Y09_Y871,TOTAL,M,CZ,2003-01-01,1.8 
RT,X85-Y09_Y871,TOTAL,M,CZ,2004-01-01,1.8 
RT,X85-Y09_Y871,TOTAL,M,CZ,2005-01-01,1.1 
RT,X85-Y09_Y871,TOTAL,M,CZ,2006-01-01,1.2 
RT,X85-Y09_Y871,TOTAL,M,CZ,2007-01-01,1.1 
RT,X85-Y09_Y871,TOTAL,M,CZ,2008-01-01,1.0 
RT,X85-Y09_Y871,TOTAL,M,CZ,2009-01-01,1.0 
RT,X85-Y09_Y871,TOTAL,M,CZ,2010-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,M,CZ,2011-01-01,1.18 
RT,X85-Y09_Y871,TOTAL,M,CZ,2012-01-01,1.17 
RT,X85-Y09_Y871,TOTAL,M,CZ,2013-01-01,0.89 
RT,X85-Y09_Y871,TOTAL,M,CZ,2014-01-01,0.91 
RT,X85-Y09_Y871,TOTAL,M,CZ,2015-01-01,1.08 
RT,X85-Y09_Y871,TOTAL,M,DE,2000-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,M,DE,2001-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,M,DE,2002-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,M,DE,2003-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,M,DE,2004-01-01,0.7 
RT,X85-Y09_Y871,TOTAL,M,DE,2005-01-01,0.6 
RT,X85-Y09_Y871,TOTAL,M,DE,2006-01-01,0.6 
RT,X85-Y09_Y871,TOTAL,M,DE,2007-01-01,0.6 
RT,X85-Y09_Y871,TOTAL,M,DE,2008-01-01,0.6 
RT,X85-Y09_Y871,TOTAL,M,DE,2009-01-01,0.5 
RT,X85-Y09_Y871,TOTAL,M,DE,2010-01-01,0.6 
RT,X85-Y09_Y871,TOTAL,M,DE,2011-01-01,0.59 d
RT,X85-Y09_Y871,TOTAL,M,DE,2012-01-01,0.54 d
RT,X85-Y09_Y871,TOTAL,M,DE,2013-01-01,0.47 
RT,X85-Y09_Y871,TOTAL,M,DE,2014-01-01,0.45 
RT,X85-Y09_Y871,TOTAL,M,DE,2015-01-01,0.54 
RT,X85-Y09_Y871,TOTAL,M,DK,2000-01-01,1.3 
RT,X85-Y09_Y871,TOTAL,M,DK,2001-01-01,1.1 
RT,X85-Y09_Y871,TOTAL,M,DK,2002-01-01,1.4 
RT,X85-Y09_Y871,TOTAL,M,DK,2003-01-01,1.2 
RT,X85-Y09_Y871,TOTAL,M,DK,2004-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,M,DK,2005-01-01,1.4 
RT,X85-Y09_Y871,TOTAL,M,DK,2006-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,M,DK,2007-01-01,1.0 
RT,X85-Y09_Y871,TOTAL,M,DK,2008-01-01,1.1 
RT,X85-Y09_Y871,TOTAL,M,DK,2009-01-01,1.0 
RT,X85-Y09_Y871,TOTAL,M,DK,2010-01-01,
RT,X85-Y09_Y871,TOTAL,M,DK,2011-01-01,1.16 
RT,X85-Y09_Y871,TOTAL,M,DK,2012-01-01,0.42 
RT,X85-Y09_Y871,TOTAL,M,DK,2013-01-01,0.48 
RT,X85-Y09_Y871,TOTAL,M,DK,2014-01-01,0.81 
RT,X85-Y09_Y871,TOTAL,M,DK,2015-01-01,0.72 
RT,X85-Y09_Y871,TOTAL,M,EE,2000-01-01,29.6 
RT,X85-Y09_Y871,TOTAL,M,EE,2001-01-01,27.4 
RT,X85-Y09_Y871,TOTAL,M,EE,2002-01-01,20.0 
RT,X85-Y09_Y871,TOTAL,M,EE,2003-01-01,16.8 
RT,X85-Y09_Y871,TOTAL,M,EE,2004-01-01,15.6 
RT,X85-Y09_Y871,TOTAL,M,EE,2005-01-01,16.3 
RT,X85-Y09_Y871,TOTAL,M,EE,2006-01-01,12.4 
RT,X85-Y09_Y871,TOTAL,M,EE,2007-01-01,11.9 
RT,X85-Y09_Y871,TOTAL,M,EE,2008-01-01,11.5 
RT,X85-Y09_Y871,TOTAL,M,EE,2009-01-01,9.6 
RT,X85-Y09_Y871,TOTAL,M,EE,2010-01-01,8.0 
RT,X85-Y09_Y871,TOTAL,M,EE,2011-01-01,7.84 
RT,X85-Y09_Y871,TOTAL,M,EE,2012-01-01,7.85 
RT,X85-Y09_Y871,TOTAL,M,EE,2013-01-01,5.59 
RT,X85-Y09_Y871,TOTAL,M,EE,2014-01-01,5.19 
RT,X85-Y09_Y871,TOTAL,M,EE,2015-01-01,6.14 
RT,X85-Y09_Y871,TOTAL,M,EL,2000-01-01,1.5 
RT,X85-Y09_Y871,TOTAL,M,EL,2001-01-01,1.6 
RT,X85-Y09_Y871,TOTAL,M,EL,2002-01-01,1.1 
RT,X85-Y09_Y871,TOTAL,M,EL,2003-01-01,1.6 
RT,X85-Y09_Y871,TOTAL,M,EL,2004-01-01,1.3 
RT,X85-Y09_Y871,TOTAL,M,EL,2005-01-01,1.4 
RT,X85-Y09_Y871,TOTAL,M,EL,2006-01-01,1.4 
RT,X85-Y09_Y871,TOTAL,M,EL,2007-01-01,1.7 
RT,X85-Y09_Y871,TOTAL,M,EL,2008-01-01,1.9 
RT,X85-Y09_Y871,TOTAL,M,EL,2009-01-01,2.1 
RT,X85-Y09_Y871,TOTAL,M,EL,2010-01-01,2.3 
RT,X85-Y09_Y871,TOTAL,M,EL,2011-01-01,2.63 
RT,X85-Y09_Y871,TOTAL,M,EL,2012-01-01,2.26 
RT,X85-Y09_Y871,TOTAL,M,EL,2013-01-01,1.92 
RT,X85-Y09_Y871,TOTAL,M,EL,2014-01-01,1.67 
RT,X85-Y09_Y871,TOTAL,M,EL,2015-01-01,1.21 
RT,X85-Y09_Y871,TOTAL,M,ES,2000-01-01,1.4 
RT,X85-Y09_Y871,TOTAL,M,ES,2001-01-01,1.5 
RT,X85-Y09_Y871,TOTAL,M,ES,2002-01-01,1.5 
RT,X85-Y09_Y871,TOTAL,M,ES,2003-01-01,1.4 
RT,X85-Y09_Y871,TOTAL,M,ES,2004-01-01,1.7 
RT,X85-Y09_Y871,TOTAL,M,ES,2005-01-01,1.3 
RT,X85-Y09_Y871,TOTAL,M,ES,2006-01-01,1.1 
RT,X85-Y09_Y871,TOTAL,M,ES,2007-01-01,1.0 
RT,X85-Y09_Y871,TOTAL,M,ES,2008-01-01,1.1 
RT,X85-Y09_Y871,TOTAL,M,ES,2009-01-01,1.0 
RT,X85-Y09_Y871,TOTAL,M,ES,2010-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,M,ES,2011-01-01,0.96 
RT,X85-Y09_Y871,TOTAL,M,ES,2012-01-01,0.84 
RT,X85-Y09_Y871,TOTAL,M,ES,2013-01-01,0.88 
RT,X85-Y09_Y871,TOTAL,M,ES,2014-01-01,0.83 
RT,X85-Y09_Y871,TOTAL,M,ES,2015-01-01,0.7 
RT,X85-Y09_Y871,TOTAL,M,EU28,2000-01-01,
RT,X85-Y09_Y871,TOTAL,M,EU28,2001-01-01,
RT,X85-Y09_Y871,TOTAL,M,EU28,2002-01-01,1.8 p
RT,X85-Y09_Y871,TOTAL,M,EU28,2003-01-01,1.8 
RT,X85-Y09_Y871,TOTAL,M,EU28,2004-01-01,1.7 p
RT,X85-Y09_Y871,TOTAL,M,EU28,2005-01-01,1.6 p
RT,X85-Y09_Y871,TOTAL,M,EU28,2006-01-01,1.4 
RT,X85-Y09_Y871,TOTAL,M,EU28,2007-01-01,1.4 
RT,X85-Y09_Y871,TOTAL,M,EU28,2008-01-01,1.4 
RT,X85-Y09_Y871,TOTAL,M,EU28,2009-01-01,1.3 
RT,X85-Y09_Y871,TOTAL,M,EU28,2010-01-01,1.2 p
RT,X85-Y09_Y871,TOTAL,M,EU28,2011-01-01,1.14 d
RT,X85-Y09_Y871,TOTAL,M,EU28,2012-01-01,1.09 d
RT,X85-Y09_Y871,TOTAL,M,EU28,2013-01-01,1 d
RT,X85-Y09_Y871,TOTAL,M,EU28,2014-01-01,0.92 
RT,X85-Y09_Y871,TOTAL,M,EU28,2015-01-01,0.89 
RT,X85-Y09_Y871,TOTAL,M,FI,2000-01-01,3.7 
RT,X85-Y09_Y871,TOTAL,M,FI,2001-01-01,4.0 
RT,X85-Y09_Y871,TOTAL,M,FI,2002-01-01,3.3 
RT,X85-Y09_Y871,TOTAL,M,FI,2003-01-01,2.7 
RT,X85-Y09_Y871,TOTAL,M,FI,2004-01-01,3.7 
RT,X85-Y09_Y871,TOTAL,M,FI,2005-01-01,2.9 
RT,X85-Y09_Y871,TOTAL,M,FI,2006-01-01,2.9 
RT,X85-Y09_Y871,TOTAL,M,FI,2007-01-01,2.7 
RT,X85-Y09_Y871,TOTAL,M,FI,2008-01-01,2.9 
RT,X85-Y09_Y871,TOTAL,M,FI,2009-01-01,3.1 
RT,X85-Y09_Y871,TOTAL,M,FI,2010-01-01,3.0 
RT,X85-Y09_Y871,TOTAL,M,FI,2011-01-01,2.32 
RT,X85-Y09_Y871,TOTAL,M,FI,2012-01-01,1.35 
RT,X85-Y09_Y871,TOTAL,M,FI,2013-01-01,2.23 
RT,X85-Y09_Y871,TOTAL,M,FI,2014-01-01,1.89 
RT,X85-Y09_Y871,TOTAL,M,FI,2015-01-01,2.04 
RT,X85-Y09_Y871,TOTAL,M,FR,2000-01-01,
RT,X85-Y09_Y871,TOTAL,M,FR,2001-01-01,1.1 
RT,X85-Y09_Y871,TOTAL,M,FR,2002-01-01,1.1 
RT,X85-Y09_Y871,TOTAL,M,FR,2003-01-01,1.0 
RT,X85-Y09_Y871,TOTAL,M,FR,2004-01-01,1.1 
RT,X85-Y09_Y871,TOTAL,M,FR,2005-01-01,1.1 
RT,X85-Y09_Y871,TOTAL,M,FR,2006-01-01,1.1 
RT,X85-Y09_Y871,TOTAL,M,FR,2007-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,M,FR,2008-01-01,1.1 
RT,X85-Y09_Y871,TOTAL,M,FR,2009-01-01,1.1 
RT,X85-Y09_Y871,TOTAL,M,FR,2010-01-01,1.0 
RT,X85-Y09_Y871,TOTAL,M,FR,2011-01-01,0.96 
RT,X85-Y09_Y871,TOTAL,M,FR,2012-01-01,0.91 
RT,X85-Y09_Y871,TOTAL,M,FR,2013-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,M,FR,2014-01-01,0.66 
RT,X85-Y09_Y871,TOTAL,M,FR,2015-01-01,0.67 
RT,X85-Y09_Y871,TOTAL,M,HR,2000-01-01,
RT,X85-Y09_Y871,TOTAL,M,HR,2001-01-01,
RT,X85-Y09_Y871,TOTAL,M,HR,2002-01-01,1.8 
RT,X85-Y09_Y871,TOTAL,M,HR,2003-01-01,2.3 
RT,X85-Y09_Y871,TOTAL,M,HR,2004-01-01,2.1 
RT,X85-Y09_Y871,TOTAL,M,HR,2005-01-01,1.6 
RT,X85-Y09_Y871,TOTAL,M,HR,2006-01-01,2.4 
RT,X85-Y09_Y871,TOTAL,M,HR,2007-01-01,2.0 
RT,X85-Y09_Y871,TOTAL,M,HR,2008-01-01,2.5 
RT,X85-Y09_Y871,TOTAL,M,HR,2009-01-01,1.5 
RT,X85-Y09_Y871,TOTAL,M,HR,2010-01-01,1.4 
RT,X85-Y09_Y871,TOTAL,M,HR,2011-01-01,1.47 
RT,X85-Y09_Y871,TOTAL,M,HR,2012-01-01,1.89 d
RT,X85-Y09_Y871,TOTAL,M,HR,2013-01-01,1.19 
RT,X85-Y09_Y871,TOTAL,M,HR,2014-01-01,0.87 
RT,X85-Y09_Y871,TOTAL,M,HR,2015-01-01,1 
RT,X85-Y09_Y871,TOTAL,M,HU,2000-01-01,3.3 
RT,X85-Y09_Y871,TOTAL,M,HU,2001-01-01,3.7 
RT,X85-Y09_Y871,TOTAL,M,HU,2002-01-01,3.0 
RT,X85-Y09_Y871,TOTAL,M,HU,2003-01-01,2.7 
RT,X85-Y09_Y871,TOTAL,M,HU,2004-01-01,2.9 
RT,X85-Y09_Y871,TOTAL,M,HU,2005-01-01,2.4 
RT,X85-Y09_Y871,TOTAL,M,HU,2006-01-01,2.3 
RT,X85-Y09_Y871,TOTAL,M,HU,2007-01-01,2.2 
RT,X85-Y09_Y871,TOTAL,M,HU,2008-01-01,2.6 
RT,X85-Y09_Y871,TOTAL,M,HU,2009-01-01,1.9 
RT,X85-Y09_Y871,TOTAL,M,HU,2010-01-01,2.1 
RT,X85-Y09_Y871,TOTAL,M,HU,2011-01-01,2.17 d
RT,X85-Y09_Y871,TOTAL,M,HU,2012-01-01,1.74 d
RT,X85-Y09_Y871,TOTAL,M,HU,2013-01-01,1.6 
RT,X85-Y09_Y871,TOTAL,M,HU,2014-01-01,1.12 
RT,X85-Y09_Y871,TOTAL,M,HU,2015-01-01,1.52 
RT,X85-Y09_Y871,TOTAL,M,IE,2000-01-01,1.3 
RT,X85-Y09_Y871,TOTAL,M,IE,2001-01-01,1.7 
RT,X85-Y09_Y871,TOTAL,M,IE,2002-01-01,1.5 
RT,X85-Y09_Y871,TOTAL,M,IE,2003-01-01,1.2 
RT,X85-Y09_Y871,TOTAL,M,IE,2004-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,M,IE,2005-01-01,1.3 
RT,X85-Y09_Y871,TOTAL,M,IE,2006-01-01,1.3 
RT,X85-Y09_Y871,TOTAL,M,IE,2007-01-01,1.6 
RT,X85-Y09_Y871,TOTAL,M,IE,2008-01-01,1.3 
RT,X85-Y09_Y871,TOTAL,M,IE,2009-01-01,1.5 
RT,X85-Y09_Y871,TOTAL,M,IE,2010-01-01,1.3 
RT,X85-Y09_Y871,TOTAL,M,IE,2011-01-01,1.21 
RT,X85-Y09_Y871,TOTAL,M,IE,2012-01-01,1.33 
RT,X85-Y09_Y871,TOTAL,M,IE,2013-01-01,0.94 
RT,X85-Y09_Y871,TOTAL,M,IE,2014-01-01,1.22 
RT,X85-Y09_Y871,TOTAL,M,IE,2015-01-01,0.76 
RT,X85-Y09_Y871,TOTAL,M,IS,2000-01-01,3.1 
RT,X85-Y09_Y871,TOTAL,M,IS,2001-01-01,1.1 
RT,X85-Y09_Y871,TOTAL,M,IS,2002-01-01,3.4 
RT,X85-Y09_Y871,TOTAL,M,IS,2003-01-01,
RT,X85-Y09_Y871,TOTAL,M,IS,2004-01-01,0.8 
