unit,icd10,age,sex,geotime,date,value
RT,X85-Y09_Y871,TOTAL,M,IS,2005-01-01,1.8 
RT,X85-Y09_Y871,TOTAL,M,IS,2006-01-01,0.6 
RT,X85-Y09_Y871,TOTAL,M,IS,2007-01-01,1.2 
RT,X85-Y09_Y871,TOTAL,M,IS,2008-01-01,
RT,X85-Y09_Y871,TOTAL,M,IS,2009-01-01,0.6 
RT,X85-Y09_Y871,TOTAL,M,IS,2010-01-01,
RT,X85-Y09_Y871,TOTAL,M,IS,2011-01-01,1.09 
RT,X85-Y09_Y871,TOTAL,M,IS,2012-01-01,
RT,X85-Y09_Y871,TOTAL,M,IS,2013-01-01,1.55 
RT,X85-Y09_Y871,TOTAL,M,IS,2014-01-01,
RT,X85-Y09_Y871,TOTAL,M,IS,2015-01-01,2.51 
RT,X85-Y09_Y871,TOTAL,M,IT,2000-01-01,1.5 
RT,X85-Y09_Y871,TOTAL,M,IT,2001-01-01,1.4 
RT,X85-Y09_Y871,TOTAL,M,IT,2002-01-01,1.4 
RT,X85-Y09_Y871,TOTAL,M,IT,2003-01-01,1.6 
RT,X85-Y09_Y871,TOTAL,M,IT,2004-01-01,
RT,X85-Y09_Y871,TOTAL,M,IT,2005-01-01,
RT,X85-Y09_Y871,TOTAL,M,IT,2006-01-01,1.3 
RT,X85-Y09_Y871,TOTAL,M,IT,2007-01-01,1.4 
RT,X85-Y09_Y871,TOTAL,M,IT,2008-01-01,1.3 
RT,X85-Y09_Y871,TOTAL,M,IT,2009-01-01,1.2 
RT,X85-Y09_Y871,TOTAL,M,IT,2010-01-01,1.1 
RT,X85-Y09_Y871,TOTAL,M,IT,2011-01-01,0.98 
RT,X85-Y09_Y871,TOTAL,M,IT,2012-01-01,1 
RT,X85-Y09_Y871,TOTAL,M,IT,2013-01-01,0.78 
RT,X85-Y09_Y871,TOTAL,M,IT,2014-01-01,0.78 
RT,X85-Y09_Y871,TOTAL,M,IT,2015-01-01,0.84 
RT,X85-Y09_Y871,TOTAL,M,LI,2000-01-01,
RT,X85-Y09_Y871,TOTAL,M,LI,2001-01-01,
RT,X85-Y09_Y871,TOTAL,M,LI,2002-01-01,
RT,X85-Y09_Y871,TOTAL,M,LI,2003-01-01,
RT,X85-Y09_Y871,TOTAL,M,LI,2004-01-01,
RT,X85-Y09_Y871,TOTAL,M,LI,2005-01-01,
RT,X85-Y09_Y871,TOTAL,M,LI,2006-01-01,
RT,X85-Y09_Y871,TOTAL,M,LI,2007-01-01,
RT,X85-Y09_Y871,TOTAL,M,LI,2008-01-01,
RT,X85-Y09_Y871,TOTAL,M,LI,2009-01-01,
RT,X85-Y09_Y871,TOTAL,M,LI,2010-01-01,
RT,X85-Y09_Y871,TOTAL,M,LI,2011-01-01,
RT,X85-Y09_Y871,TOTAL,M,LI,2012-01-01,
RT,X85-Y09_Y871,TOTAL,M,LI,2013-01-01,
RT,X85-Y09_Y871,TOTAL,M,LI,2014-01-01,4.43 
RT,X85-Y09_Y871,TOTAL,M,LI,2015-01-01,
RT,X85-Y09_Y871,TOTAL,M,LT,2000-01-01,16.5 
RT,X85-Y09_Y871,TOTAL,M,LT,2001-01-01,17.4 
RT,X85-Y09_Y871,TOTAL,M,LT,2002-01-01,12.3 
RT,X85-Y09_Y871,TOTAL,M,LT,2003-01-01,15.3 
RT,X85-Y09_Y871,TOTAL,M,LT,2004-01-01,12.8 
RT,X85-Y09_Y871,TOTAL,M,LT,2005-01-01,15.1 
RT,X85-Y09_Y871,TOTAL,M,LT,2006-01-01,12.5 
RT,X85-Y09_Y871,TOTAL,M,LT,2007-01-01,12.1 
RT,X85-Y09_Y871,TOTAL,M,LT,2008-01-01,12.2 
RT,X85-Y09_Y871,TOTAL,M,LT,2009-01-01,10.2 
RT,X85-Y09_Y871,TOTAL,M,LT,2010-01-01,8.5 
RT,X85-Y09_Y871,TOTAL,M,LT,2011-01-01,7.81 
RT,X85-Y09_Y871,TOTAL,M,LT,2012-01-01,6.89 
RT,X85-Y09_Y871,TOTAL,M,LT,2013-01-01,7.77 
RT,X85-Y09_Y871,TOTAL,M,LT,2014-01-01,5.97 
RT,X85-Y09_Y871,TOTAL,M,LT,2015-01-01,5.86 
RT,X85-Y09_Y871,TOTAL,M,LU,2000-01-01,1.2 
RT,X85-Y09_Y871,TOTAL,M,LU,2001-01-01,2.0 
RT,X85-Y09_Y871,TOTAL,M,LU,2002-01-01,1.7 
RT,X85-Y09_Y871,TOTAL,M,LU,2003-01-01,0.4 
RT,X85-Y09_Y871,TOTAL,M,LU,2004-01-01,0.4 
RT,X85-Y09_Y871,TOTAL,M,LU,2005-01-01,2.3 
RT,X85-Y09_Y871,TOTAL,M,LU,2006-01-01,2.0 
RT,X85-Y09_Y871,TOTAL,M,LU,2007-01-01,2.1 
RT,X85-Y09_Y871,TOTAL,M,LU,2008-01-01,1.6 
RT,X85-Y09_Y871,TOTAL,M,LU,2009-01-01,1.8 
RT,X85-Y09_Y871,TOTAL,M,LU,2010-01-01,3.0 
RT,X85-Y09_Y871,TOTAL,M,LU,2011-01-01,0.75 
RT,X85-Y09_Y871,TOTAL,M,LU,2012-01-01,0.67 
RT,X85-Y09_Y871,TOTAL,M,LU,2013-01-01,
RT,X85-Y09_Y871,TOTAL,M,LU,2014-01-01,1.24 
RT,X85-Y09_Y871,TOTAL,M,LU,2015-01-01,1.24 
RT,X85-Y09_Y871,TOTAL,M,LV,2000-01-01,21.4 
RT,X85-Y09_Y871,TOTAL,M,LV,2001-01-01,19.1 
RT,X85-Y09_Y871,TOTAL,M,LV,2002-01-01,18.0 
RT,X85-Y09_Y871,TOTAL,M,LV,2003-01-01,16.0 
RT,X85-Y09_Y871,TOTAL,M,LV,2004-01-01,13.9 
RT,X85-Y09_Y871,TOTAL,M,LV,2005-01-01,16.8 
RT,X85-Y09_Y871,TOTAL,M,LV,2006-01-01,15.5 
RT,X85-Y09_Y871,TOTAL,M,LV,2007-01-01,14.4 
RT,X85-Y09_Y871,TOTAL,M,LV,2008-01-01,12.1 
RT,X85-Y09_Y871,TOTAL,M,LV,2009-01-01,11.3 
RT,X85-Y09_Y871,TOTAL,M,LV,2010-01-01,10.6 
RT,X85-Y09_Y871,TOTAL,M,LV,2011-01-01,9.86 
RT,X85-Y09_Y871,TOTAL,M,LV,2012-01-01,10.21 
RT,X85-Y09_Y871,TOTAL,M,LV,2013-01-01,9.23 
RT,X85-Y09_Y871,TOTAL,M,LV,2014-01-01,10.72 
RT,X85-Y09_Y871,TOTAL,M,LV,2015-01-01,7.69 
RT,X85-Y09_Y871,TOTAL,M,MK,2000-01-01,5.6 
RT,X85-Y09_Y871,TOTAL,M,MK,2001-01-01,12.1 
RT,X85-Y09_Y871,TOTAL,M,MK,2002-01-01,6.4 
RT,X85-Y09_Y871,TOTAL,M,MK,2003-01-01,4.5 
RT,X85-Y09_Y871,TOTAL,M,MK,2004-01-01,4.7 
RT,X85-Y09_Y871,TOTAL,M,MK,2005-01-01,5.2 
RT,X85-Y09_Y871,TOTAL,M,MK,2006-01-01,3.9 
RT,X85-Y09_Y871,TOTAL,M,MK,2007-01-01,3.9 
RT,X85-Y09_Y871,TOTAL,M,MK,2008-01-01,3.1 
RT,X85-Y09_Y871,TOTAL,M,MK,2009-01-01,2.0 
RT,X85-Y09_Y871,TOTAL,M,MK,2010-01-01,3.7 
RT,X85-Y09_Y871,TOTAL,M,MK,2011-01-01,
RT,X85-Y09_Y871,TOTAL,M,MK,2012-01-01,
RT,X85-Y09_Y871,TOTAL,M,MK,2013-01-01,
RT,X85-Y09_Y871,TOTAL,M,MK,2014-01-01,
RT,X85-Y09_Y871,TOTAL,M,MK,2015-01-01,
RT,X85-Y09_Y871,TOTAL,M,MT,2000-01-01,1.4 
RT,X85-Y09_Y871,TOTAL,M,MT,2001-01-01,1.9 
RT,X85-Y09_Y871,TOTAL,M,MT,2002-01-01,1.6 
RT,X85-Y09_Y871,TOTAL,M,MT,2003-01-01,
RT,X85-Y09_Y871,TOTAL,M,MT,2004-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,M,MT,2005-01-01,0.4 
RT,X85-Y09_Y871,TOTAL,M,MT,2006-01-01,
RT,X85-Y09_Y871,TOTAL,M,MT,2007-01-01,1.5 
RT,X85-Y09_Y871,TOTAL,M,MT,2008-01-01,1.8 
RT,X85-Y09_Y871,TOTAL,M,MT,2009-01-01,0.4 
RT,X85-Y09_Y871,TOTAL,M,MT,2010-01-01,1.4 
RT,X85-Y09_Y871,TOTAL,M,MT,2011-01-01,
RT,X85-Y09_Y871,TOTAL,M,MT,2012-01-01,1.58 
RT,X85-Y09_Y871,TOTAL,M,MT,2013-01-01,2.75 
RT,X85-Y09_Y871,TOTAL,M,MT,2014-01-01,1.65 
RT,X85-Y09_Y871,TOTAL,M,MT,2015-01-01,0.97 
RT,X85-Y09_Y871,TOTAL,M,NL,2000-01-01,1.4 
RT,X85-Y09_Y871,TOTAL,M,NL,2001-01-01,1.6 
RT,X85-Y09_Y871,TOTAL,M,NL,2002-01-01,1.6 
RT,X85-Y09_Y871,TOTAL,M,NL,2003-01-01,1.6 
RT,X85-Y09_Y871,TOTAL,M,NL,2004-01-01,1.7 
RT,X85-Y09_Y871,TOTAL,M,NL,2005-01-01,1.5 
RT,X85-Y09_Y871,TOTAL,M,NL,2006-01-01,1.0 
RT,X85-Y09_Y871,TOTAL,M,NL,2007-01-01,1.2 
RT,X85-Y09_Y871,TOTAL,M,NL,2008-01-01,1.3 
RT,X85-Y09_Y871,TOTAL,M,NL,2009-01-01,1.3 
RT,X85-Y09_Y871,TOTAL,M,NL,2010-01-01,1.1 
RT,X85-Y09_Y871,TOTAL,M,NL,2011-01-01,1.08 
RT,X85-Y09_Y871,TOTAL,M,NL,2012-01-01,1.13 
RT,X85-Y09_Y871,TOTAL,M,NL,2013-01-01,0.89 
RT,X85-Y09_Y871,TOTAL,M,NL,2014-01-01,1.21 
RT,X85-Y09_Y871,TOTAL,M,NL,2015-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,M,NO,2000-01-01,1.4 
RT,X85-Y09_Y871,TOTAL,M,NO,2001-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,M,NO,2002-01-01,1.2 
RT,X85-Y09_Y871,TOTAL,M,NO,2003-01-01,1.0 
RT,X85-Y09_Y871,TOTAL,M,NO,2004-01-01,1.1 
RT,X85-Y09_Y871,TOTAL,M,NO,2005-01-01,0.7 
RT,X85-Y09_Y871,TOTAL,M,NO,2006-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,M,NO,2007-01-01,0.7 
RT,X85-Y09_Y871,TOTAL,M,NO,2008-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,M,NO,2009-01-01,0.7 
RT,X85-Y09_Y871,TOTAL,M,NO,2010-01-01,0.7 
RT,X85-Y09_Y871,TOTAL,M,NO,2011-01-01,2.26 
RT,X85-Y09_Y871,TOTAL,M,NO,2012-01-01,0.84 
RT,X85-Y09_Y871,TOTAL,M,NO,2013-01-01,1.12 
RT,X85-Y09_Y871,TOTAL,M,NO,2014-01-01,0.85 
RT,X85-Y09_Y871,TOTAL,M,NO,2015-01-01,0.38 
RT,X85-Y09_Y871,TOTAL,M,PL,2000-01-01,3.5 
RT,X85-Y09_Y871,TOTAL,M,PL,2001-01-01,2.8 
RT,X85-Y09_Y871,TOTAL,M,PL,2002-01-01,2.8 
RT,X85-Y09_Y871,TOTAL,M,PL,2003-01-01,2.3 
RT,X85-Y09_Y871,TOTAL,M,PL,2004-01-01,2.5 
RT,X85-Y09_Y871,TOTAL,M,PL,2005-01-01,2.3 
RT,X85-Y09_Y871,TOTAL,M,PL,2006-01-01,2.3 
RT,X85-Y09_Y871,TOTAL,M,PL,2007-01-01,2.3 
RT,X85-Y09_Y871,TOTAL,M,PL,2008-01-01,2.0 
RT,X85-Y09_Y871,TOTAL,M,PL,2009-01-01,1.6 
RT,X85-Y09_Y871,TOTAL,M,PL,2010-01-01,1.3 
RT,X85-Y09_Y871,TOTAL,M,PL,2011-01-01,1.58 
RT,X85-Y09_Y871,TOTAL,M,PL,2012-01-01,1.52 
RT,X85-Y09_Y871,TOTAL,M,PL,2013-01-01,1.65 
RT,X85-Y09_Y871,TOTAL,M,PL,2014-01-01,1.34 
RT,X85-Y09_Y871,TOTAL,M,PL,2015-01-01,1.14 
RT,X85-Y09_Y871,TOTAL,M,PT,2000-01-01,1.3 
RT,X85-Y09_Y871,TOTAL,M,PT,2001-01-01,1.9 
RT,X85-Y09_Y871,TOTAL,M,PT,2002-01-01,2.4 
RT,X85-Y09_Y871,TOTAL,M,PT,2003-01-01,2.7 
RT,X85-Y09_Y871,TOTAL,M,PT,2004-01-01,2.6 
RT,X85-Y09_Y871,TOTAL,M,PT,2005-01-01,2.3 
RT,X85-Y09_Y871,TOTAL,M,PT,2006-01-01,2.5 
RT,X85-Y09_Y871,TOTAL,M,PT,2007-01-01,1.5 
RT,X85-Y09_Y871,TOTAL,M,PT,2008-01-01,2.0 
RT,X85-Y09_Y871,TOTAL,M,PT,2009-01-01,1.4 
RT,X85-Y09_Y871,TOTAL,M,PT,2010-01-01,1.7 
RT,X85-Y09_Y871,TOTAL,M,PT,2011-01-01,1.28 
RT,X85-Y09_Y871,TOTAL,M,PT,2012-01-01,1.58 
RT,X85-Y09_Y871,TOTAL,M,PT,2013-01-01,1.23 
RT,X85-Y09_Y871,TOTAL,M,PT,2014-01-01,1.06 
RT,X85-Y09_Y871,TOTAL,M,PT,2015-01-01,1.47 
RT,X85-Y09_Y871,TOTAL,M,RO,2000-01-01,5.9 
RT,X85-Y09_Y871,TOTAL,M,RO,2001-01-01,5.9 
RT,X85-Y09_Y871,TOTAL,M,RO,2002-01-01,5.7 
RT,X85-Y09_Y871,TOTAL,M,RO,2003-01-01,6.0 
RT,X85-Y09_Y871,TOTAL,M,RO,2004-01-01,5.3 
RT,X85-Y09_Y871,TOTAL,M,RO,2005-01-01,3.9 
RT,X85-Y09_Y871,TOTAL,M,RO,2006-01-01,3.5 
RT,X85-Y09_Y871,TOTAL,M,RO,2007-01-01,3.1 
RT,X85-Y09_Y871,TOTAL,M,RO,2008-01-01,3.6 
RT,X85-Y09_Y871,TOTAL,M,RO,2009-01-01,3.5 
RT,X85-Y09_Y871,TOTAL,M,RO,2010-01-01,3.6 
RT,X85-Y09_Y871,TOTAL,M,RO,2011-01-01,3.02 
RT,X85-Y09_Y871,TOTAL,M,RO,2012-01-01,3.22 
RT,X85-Y09_Y871,TOTAL,M,RO,2013-01-01,2.58 
RT,X85-Y09_Y871,TOTAL,M,RO,2014-01-01,2.58 
RT,X85-Y09_Y871,TOTAL,M,RO,2015-01-01,2.2 
RT,X85-Y09_Y871,TOTAL,M,RS,2000-01-01,
RT,X85-Y09_Y871,TOTAL,M,RS,2001-01-01,
RT,X85-Y09_Y871,TOTAL,M,RS,2002-01-01,
RT,X85-Y09_Y871,TOTAL,M,RS,2003-01-01,
RT,X85-Y09_Y871,TOTAL,M,RS,2004-01-01,
RT,X85-Y09_Y871,TOTAL,M,RS,2005-01-01,
RT,X85-Y09_Y871,TOTAL,M,RS,2006-01-01,
RT,X85-Y09_Y871,TOTAL,M,RS,2007-01-01,
RT,X85-Y09_Y871,TOTAL,M,RS,2008-01-01,
RT,X85-Y09_Y871,TOTAL,M,RS,2009-01-01,
RT,X85-Y09_Y871,TOTAL,M,RS,2010-01-01,
RT,X85-Y09_Y871,TOTAL,M,RS,2011-01-01,2.56 
RT,X85-Y09_Y871,TOTAL,M,RS,2012-01-01,2.26 
RT,X85-Y09_Y871,TOTAL,M,RS,2013-01-01,2.74 
RT,X85-Y09_Y871,TOTAL,M,RS,2014-01-01,2.7 
RT,X85-Y09_Y871,TOTAL,M,RS,2015-01-01,1.8 
RT,X85-Y09_Y871,TOTAL,M,SE,2000-01-01,1.3 
RT,X85-Y09_Y871,TOTAL,M,SE,2001-01-01,1.3 
RT,X85-Y09_Y871,TOTAL,M,SE,2002-01-01,1.5 
RT,X85-Y09_Y871,TOTAL,M,SE,2003-01-01,1.3 
RT,X85-Y09_Y871,TOTAL,M,SE,2004-01-01,1.4 
RT,X85-Y09_Y871,TOTAL,M,SE,2005-01-01,1.2 
RT,X85-Y09_Y871,TOTAL,M,SE,2006-01-01,1.1 
RT,X85-Y09_Y871,TOTAL,M,SE,2007-01-01,1.7 
RT,X85-Y09_Y871,TOTAL,M,SE,2008-01-01,1.0 
RT,X85-Y09_Y871,TOTAL,M,SE,2009-01-01,1.1 
RT,X85-Y09_Y871,TOTAL,M,SE,2010-01-01,1.3 
RT,X85-Y09_Y871,TOTAL,M,SE,2011-01-01,1.07 
RT,X85-Y09_Y871,TOTAL,M,SE,2012-01-01,0.83 
RT,X85-Y09_Y871,TOTAL,M,SE,2013-01-01,1.14 
RT,X85-Y09_Y871,TOTAL,M,SE,2014-01-01,1.08 
RT,X85-Y09_Y871,TOTAL,M,SE,2015-01-01,1.42 
RT,X85-Y09_Y871,TOTAL,M,SI,2000-01-01,1.4 
RT,X85-Y09_Y871,TOTAL,M,SI,2001-01-01,1.2 
RT,X85-Y09_Y871,TOTAL,M,SI,2002-01-01,1.8 
RT,X85-Y09_Y871,TOTAL,M,SI,2003-01-01,1.1 
RT,X85-Y09_Y871,TOTAL,M,SI,2004-01-01,2.3 
RT,X85-Y09_Y871,TOTAL,M,SI,2005-01-01,1.3 
RT,X85-Y09_Y871,TOTAL,M,SI,2006-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,M,SI,2007-01-01,1.2 
RT,X85-Y09_Y871,TOTAL,M,SI,2008-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,M,SI,2009-01-01,0.5 
RT,X85-Y09_Y871,TOTAL,M,SI,2010-01-01,0.6 
RT,X85-Y09_Y871,TOTAL,M,SI,2011-01-01,0.77 
RT,X85-Y09_Y871,TOTAL,M,SI,2012-01-01,0.94 
RT,X85-Y09_Y871,TOTAL,M,SI,2013-01-01,1.13 
RT,X85-Y09_Y871,TOTAL,M,SI,2014-01-01,1 
RT,X85-Y09_Y871,TOTAL,M,SI,2015-01-01,0.68 
RT,X85-Y09_Y871,TOTAL,M,SK,2000-01-01,3.6 
RT,X85-Y09_Y871,TOTAL,M,SK,2001-01-01,3.3 
RT,X85-Y09_Y871,TOTAL,M,SK,2002-01-01,3.6 
RT,X85-Y09_Y871,TOTAL,M,SK,2003-01-01,2.6 
RT,X85-Y09_Y871,TOTAL,M,SK,2004-01-01,2.6 
RT,X85-Y09_Y871,TOTAL,M,SK,2005-01-01,2.5 
RT,X85-Y09_Y871,TOTAL,M,SK,2006-01-01,2.3 
RT,X85-Y09_Y871,TOTAL,M,SK,2007-01-01,1.7 
RT,X85-Y09_Y871,TOTAL,M,SK,2008-01-01,1.8 
RT,X85-Y09_Y871,TOTAL,M,SK,2009-01-01,1.5 
RT,X85-Y09_Y871,TOTAL,M,SK,2010-01-01,1.5 
RT,X85-Y09_Y871,TOTAL,M,SK,2011-01-01,1.61 
RT,X85-Y09_Y871,TOTAL,M,SK,2012-01-01,1.39 
RT,X85-Y09_Y871,TOTAL,M,SK,2013-01-01,1.53 
RT,X85-Y09_Y871,TOTAL,M,SK,2014-01-01,1.16 
RT,X85-Y09_Y871,TOTAL,M,SK,2015-01-01,1.03 
RT,X85-Y09_Y871,TOTAL,M,TR,2000-01-01,
RT,X85-Y09_Y871,TOTAL,M,TR,2001-01-01,
RT,X85-Y09_Y871,TOTAL,M,TR,2002-01-01,
RT,X85-Y09_Y871,TOTAL,M,TR,2003-01-01,
RT,X85-Y09_Y871,TOTAL,M,TR,2004-01-01,
RT,X85-Y09_Y871,TOTAL,M,TR,2005-01-01,
RT,X85-Y09_Y871,TOTAL,M,TR,2006-01-01,
RT,X85-Y09_Y871,TOTAL,M,TR,2007-01-01,
RT,X85-Y09_Y871,TOTAL,M,TR,2008-01-01,
RT,X85-Y09_Y871,TOTAL,M,TR,2009-01-01,
RT,X85-Y09_Y871,TOTAL,M,TR,2010-01-01,
RT,X85-Y09_Y871,TOTAL,M,TR,2011-01-01,1.97 d
RT,X85-Y09_Y871,TOTAL,M,TR,2012-01-01,1.96 d
RT,X85-Y09_Y871,TOTAL,M,TR,2013-01-01,2.81 d
RT,X85-Y09_Y871,TOTAL,M,TR,2014-01-01,2.45 d
RT,X85-Y09_Y871,TOTAL,M,TR,2015-01-01,2.09 d
RT,X85-Y09_Y871,TOTAL,M,UK,2000-01-01,1.1 
RT,X85-Y09_Y871,TOTAL,M,UK,2001-01-01,0.5 
RT,X85-Y09_Y871,TOTAL,M,UK,2002-01-01,0.7 
RT,X85-Y09_Y871,TOTAL,M,UK,2003-01-01,0.7 
RT,X85-Y09_Y871,TOTAL,M,UK,2004-01-01,0.7 
RT,X85-Y09_Y871,TOTAL,M,UK,2005-01-01,0.6 
RT,X85-Y09_Y871,TOTAL,M,UK,2006-01-01,0.7 
RT,X85-Y09_Y871,TOTAL,M,UK,2007-01-01,0.5 
RT,X85-Y09_Y871,TOTAL,M,UK,2008-01-01,0.5 
RT,X85-Y09_Y871,TOTAL,M,UK,2009-01-01,0.4 
RT,X85-Y09_Y871,TOTAL,M,UK,2010-01-01,0.4 
RT,X85-Y09_Y871,TOTAL,M,UK,2011-01-01,0.25 d
RT,X85-Y09_Y871,TOTAL,M,UK,2012-01-01,0.25 d
RT,X85-Y09_Y871,TOTAL,M,UK,2013-01-01,0.22 
RT,X85-Y09_Y871,TOTAL,M,UK,2014-01-01,0.16 
RT,X85-Y09_Y871,TOTAL,M,UK,2015-01-01,0.15 
RT,X85-Y09_Y871,TOTAL,T,AL,2000-01-01,
RT,X85-Y09_Y871,TOTAL,T,AL,2001-01-01,
RT,X85-Y09_Y871,TOTAL,T,AL,2002-01-01,
RT,X85-Y09_Y871,TOTAL,T,AL,2003-01-01,
RT,X85-Y09_Y871,TOTAL,T,AL,2004-01-01,4.3 
RT,X85-Y09_Y871,TOTAL,T,AL,2005-01-01,
RT,X85-Y09_Y871,TOTAL,T,AL,2006-01-01,
RT,X85-Y09_Y871,TOTAL,T,AL,2007-01-01,
RT,X85-Y09_Y871,TOTAL,T,AL,2008-01-01,
RT,X85-Y09_Y871,TOTAL,T,AL,2009-01-01,
RT,X85-Y09_Y871,TOTAL,T,AL,2010-01-01,
RT,X85-Y09_Y871,TOTAL,T,AL,2011-01-01,
RT,X85-Y09_Y871,TOTAL,T,AL,2012-01-01,
RT,X85-Y09_Y871,TOTAL,T,AL,2013-01-01,
RT,X85-Y09_Y871,TOTAL,T,AL,2014-01-01,
RT,X85-Y09_Y871,TOTAL,T,AL,2015-01-01,
RT,X85-Y09_Y871,TOTAL,T,AT,2000-01-01,1.0 
RT,X85-Y09_Y871,TOTAL,T,AT,2001-01-01,1.0 
RT,X85-Y09_Y871,TOTAL,T,AT,2002-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,T,AT,2003-01-01,0.6 
RT,X85-Y09_Y871,TOTAL,T,AT,2004-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,T,AT,2005-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,T,AT,2006-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,T,AT,2007-01-01,0.6 
RT,X85-Y09_Y871,TOTAL,T,AT,2008-01-01,0.6 
RT,X85-Y09_Y871,TOTAL,T,AT,2009-01-01,0.7 
RT,X85-Y09_Y871,TOTAL,T,AT,2010-01-01,0.6 
RT,X85-Y09_Y871,TOTAL,T,AT,2011-01-01,0.55 
RT,X85-Y09_Y871,TOTAL,T,AT,2012-01-01,0.44 
RT,X85-Y09_Y871,TOTAL,T,AT,2013-01-01,0.44 
RT,X85-Y09_Y871,TOTAL,T,AT,2014-01-01,0.43 
RT,X85-Y09_Y871,TOTAL,T,AT,2015-01-01,0.57 
RT,X85-Y09_Y871,TOTAL,T,BE,2000-01-01,
RT,X85-Y09_Y871,TOTAL,T,BE,2001-01-01,
RT,X85-Y09_Y871,TOTAL,T,BE,2002-01-01,
RT,X85-Y09_Y871,TOTAL,T,BE,2003-01-01,1.4 
RT,X85-Y09_Y871,TOTAL,T,BE,2004-01-01,1.7 
RT,X85-Y09_Y871,TOTAL,T,BE,2005-01-01,1.5 
RT,X85-Y09_Y871,TOTAL,T,BE,2006-01-01,1.4 
RT,X85-Y09_Y871,TOTAL,T,BE,2007-01-01,1.5 
RT,X85-Y09_Y871,TOTAL,T,BE,2008-01-01,1.2 
RT,X85-Y09_Y871,TOTAL,T,BE,2009-01-01,1.2 
RT,X85-Y09_Y871,TOTAL,T,BE,2010-01-01,1.1 
RT,X85-Y09_Y871,TOTAL,T,BE,2011-01-01,1.35 
RT,X85-Y09_Y871,TOTAL,T,BE,2012-01-01,1.16 
RT,X85-Y09_Y871,TOTAL,T,BE,2013-01-01,0.99 
RT,X85-Y09_Y871,TOTAL,T,BE,2014-01-01,1.03 
RT,X85-Y09_Y871,TOTAL,T,BE,2015-01-01,1.06 
RT,X85-Y09_Y871,TOTAL,T,BG,2000-01-01,3.6 
RT,X85-Y09_Y871,TOTAL,T,BG,2001-01-01,3.1 
RT,X85-Y09_Y871,TOTAL,T,BG,2002-01-01,3.0 
RT,X85-Y09_Y871,TOTAL,T,BG,2003-01-01,2.9 
RT,X85-Y09_Y871,TOTAL,T,BG,2004-01-01,2.9 
RT,X85-Y09_Y871,TOTAL,T,BG,2005-01-01,2.4 
RT,X85-Y09_Y871,TOTAL,T,BG,2006-01-01,1.9 
RT,X85-Y09_Y871,TOTAL,T,BG,2007-01-01,1.9 
RT,X85-Y09_Y871,TOTAL,T,BG,2008-01-01,1.7 
RT,X85-Y09_Y871,TOTAL,T,BG,2009-01-01,2.0 
RT,X85-Y09_Y871,TOTAL,T,BG,2010-01-01,1.6 
RT,X85-Y09_Y871,TOTAL,T,BG,2011-01-01,1.28 
RT,X85-Y09_Y871,TOTAL,T,BG,2012-01-01,1.52 
RT,X85-Y09_Y871,TOTAL,T,BG,2013-01-01,1.22 
RT,X85-Y09_Y871,TOTAL,T,BG,2014-01-01,1.33 
RT,X85-Y09_Y871,TOTAL,T,BG,2015-01-01,1.38 
RT,X85-Y09_Y871,TOTAL,T,CH,2000-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,T,CH,2001-01-01,1.1 
RT,X85-Y09_Y871,TOTAL,T,CH,2002-01-01,1.0 
RT,X85-Y09_Y871,TOTAL,T,CH,2003-01-01,0.7 
RT,X85-Y09_Y871,TOTAL,T,CH,2004-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,T,CH,2005-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,T,CH,2006-01-01,0.6 
RT,X85-Y09_Y871,TOTAL,T,CH,2007-01-01,0.6 
RT,X85-Y09_Y871,TOTAL,T,CH,2008-01-01,0.6 
RT,X85-Y09_Y871,TOTAL,T,CH,2009-01-01,0.7 
RT,X85-Y09_Y871,TOTAL,T,CH,2010-01-01,0.5 
RT,X85-Y09_Y871,TOTAL,T,CH,2011-01-01,0.53 
RT,X85-Y09_Y871,TOTAL,T,CH,2012-01-01,0.49 
RT,X85-Y09_Y871,TOTAL,T,CH,2013-01-01,0.52 
RT,X85-Y09_Y871,TOTAL,T,CH,2014-01-01,0.4 
RT,X85-Y09_Y871,TOTAL,T,CH,2015-01-01,0.57 
RT,X85-Y09_Y871,TOTAL,T,CY,2000-01-01,
RT,X85-Y09_Y871,TOTAL,T,CY,2001-01-01,
RT,X85-Y09_Y871,TOTAL,T,CY,2002-01-01,
RT,X85-Y09_Y871,TOTAL,T,CY,2003-01-01,
RT,X85-Y09_Y871,TOTAL,T,CY,2004-01-01,1.4 
RT,X85-Y09_Y871,TOTAL,T,CY,2005-01-01,1.9 
