exch_rt,unit,geotime,date,value
NEER_EA19,I10,AT,1995-01-01,102.6
NEER_EA19,I10,AT,1996-01-01,100.7
NEER_EA19,I10,AT,1997-01-01,99.6
NEER_EA19,I10,AT,1998-01-01,100.0
NEER_EA19,I10,AT,1999-01-01,100.3
NEER_EA19,I10,AT,2000-01-01,100.3
NEER_EA19,I10,AT,2001-01-01,100.4
NEER_EA19,I10,AT,2002-01-01,100.4
NEER_EA19,I10,AT,2003-01-01,100.5
NEER_EA19,I10,AT,2004-01-01,100.5
NEER_EA19,I10,AT,2005-01-01,100.4
NEER_EA19,I10,AT,2006-01-01,100.4
NEER_EA19,I10,AT,2007-01-01,100.2
NEER_EA19,I10,AT,2008-01-01,100.1
NEER_EA19,I10,AT,2009-01-01,100.0
NEER_EA19,I10,AT,2010-01-01,100.0
NEER_EA19,I10,AT,2011-01-01,100.0
NEER_EA19,I10,AT,2012-01-01,100.0
NEER_EA19,I10,AT,2013-01-01,100.0
NEER_EA19,I10,AT,2014-01-01,100.0
NEER_EA19,I10,AT,2015-01-01,100.0
NEER_EA19,I10,AT,2016-01-01,100.0
NEER_EA19,I10,AT,2017-01-01,100.0
NEER_EA19,I10,BE,1995-01-01,103.3
NEER_EA19,I10,BE,1996-01-01,101.1
NEER_EA19,I10,BE,1997-01-01,99.8
NEER_EA19,I10,BE,1998-01-01,100.0
NEER_EA19,I10,BE,1999-01-01,100.2
NEER_EA19,I10,BE,2000-01-01,100.2
NEER_EA19,I10,BE,2001-01-01,100.2
NEER_EA19,I10,BE,2002-01-01,100.2
NEER_EA19,I10,BE,2003-01-01,100.2
NEER_EA19,I10,BE,2004-01-01,100.2
NEER_EA19,I10,BE,2005-01-01,100.2
NEER_EA19,I10,BE,2006-01-01,100.2
NEER_EA19,I10,BE,2007-01-01,100.1
NEER_EA19,I10,BE,2008-01-01,100.0
NEER_EA19,I10,BE,2009-01-01,100.0
NEER_EA19,I10,BE,2010-01-01,100.0
NEER_EA19,I10,BE,2011-01-01,100.0
NEER_EA19,I10,BE,2012-01-01,100.0
NEER_EA19,I10,BE,2013-01-01,100.0
