na_item,unit,geo\time,date,value
P6,CLV_PCH_PRE,FR,2015-01-01,1.7 
P6,CLV_PCH_PRE,FR,2016-01-01,-0.7 p
P6,CLV_PCH_PRE,FR,2017-01-01,-0.8 p
P6,CLV_PCH_PRE,HR,1995-01-01,: 
P6,CLV_PCH_PRE,HR,1996-01-01,10.5 
P6,CLV_PCH_PRE,HR,1997-01-01,-3.5 
P6,CLV_PCH_PRE,HR,1998-01-01,-4.5 
P6,CLV_PCH_PRE,HR,1999-01-01,-3.2 
P6,CLV_PCH_PRE,HR,2000-01-01,6.3 
P6,CLV_PCH_PRE,HR,2001-01-01,9.6
P6,CLV_PCH_PRE,HR,2002-01-01,0.8
P6,CLV_PCH_PRE,HR,2003-01-01,5.1
P6,CLV_PCH_PRE,HR,2004-01-01,-5.2
P6,CLV_PCH_PRE,HR,2005-01-01,-3.2
P6,CLV_PCH_PRE,HR,2006-01-01,-4.0
P6,CLV_PCH_PRE,HR,2007-01-01,-4.5
P6,CLV_PCH_PRE,HR,2008-01-01,-2.2
P6,CLV_PCH_PRE,HR,2009-01-01,-4.1
P6,CLV_PCH_PRE,HR,2010-01-01,-6.5
P6,CLV_PCH_PRE,HR,2011-01-01,-4.9 
P6,CLV_PCH_PRE,HR,2012-01-01,-3.2 
P6,CLV_PCH_PRE,HR,2013-01-01,-0.7 
P6,CLV_PCH_PRE,HR,2014-01-01,2.3 
P6,CLV_PCH_PRE,HR,2015-01-01,6.5 
P6,CLV_PCH_PRE,HR,2016-01-01,3.4 
P6,CLV_PCH_PRE,HR,2017-01-01,1.1 
P6,CLV_PCH_PRE,HU,1995-01-01,: 
P6,CLV_PCH_PRE,HU,1996-01-01,3.0 
P6,CLV_PCH_PRE,HU,1997-01-01,12.6 
P6,CLV_PCH_PRE,HU,1998-01-01,11.2 
P6,CLV_PCH_PRE,HU,1999-01-01,7.2 
P6,CLV_PCH_PRE,HU,2000-01-01,12.7 
P6,CLV_PCH_PRE,HU,2001-01-01,8.3
P6,CLV_PCH_PRE,HU,2002-01-01,1.8
P6,CLV_PCH_PRE,HU,2003-01-01,0.6
P6,CLV_PCH_PRE,HU,2004-01-01,6.7
P6,CLV_PCH_PRE,HU,2005-01-01,5.1
P6,CLV_PCH_PRE,HU,2006-01-01,9.9
P6,CLV_PCH_PRE,HU,2007-01-01,8.2
P6,CLV_PCH_PRE,HU,2008-01-01,3.9
P6,CLV_PCH_PRE,HU,2009-01-01,-1.4
P6,CLV_PCH_PRE,HU,2010-01-01,-1.4
P6,CLV_PCH_PRE,HU,2011-01-01,-0.6 
P6,CLV_PCH_PRE,HU,2012-01-01,-4.9 
P6,CLV_PCH_PRE,HU,2013-01-01,0.4 
P6,CLV_PCH_PRE,HU,2014-01-01,5.4 
P6,CLV_PCH_PRE,HU,2015-01-01,4.3 
P6,CLV_PCH_PRE,HU,2016-01-01,2.9 
P6,CLV_PCH_PRE,HU,2017-01-01,-0.6 
P6,CLV_PCH_PRE,IE,1995-01-01,: 
P6,CLV_PCH_PRE,IE,1996-01-01,6.2 
P6,CLV_PCH_PRE,IE,1997-01-01,7.3 
P6,CLV_PCH_PRE,IE,1998-01-01,18.5 
P6,CLV_PCH_PRE,IE,1999-01-01,11.2 
P6,CLV_PCH_PRE,IE,2000-01-01,9.0 
P6,CLV_PCH_PRE,IE,2001-01-01,13.5
P6,CLV_PCH_PRE,IE,2002-01-01,2.6
P6,CLV_PCH_PRE,IE,2003-01-01,-7.4
P6,CLV_PCH_PRE,IE,2004-01-01,-4.7
P6,CLV_PCH_PRE,IE,2005-01-01,-2.3
P6,CLV_PCH_PRE,IE,2006-01-01,-3.5
P6,CLV_PCH_PRE,IE,2007-01-01,1.0
P6,CLV_PCH_PRE,IE,2008-01-01,-6.8
P6,CLV_PCH_PRE,IE,2009-01-01,14.6
P6,CLV_PCH_PRE,IE,2010-01-01,-6.7
P6,CLV_PCH_PRE,IE,2011-01-01,-3.9 
P6,CLV_PCH_PRE,IE,2012-01-01,-4.0 
P6,CLV_PCH_PRE,IE,2013-01-01,-0.9 
P6,CLV_PCH_PRE,IE,2014-01-01,10.9 
P6,CLV_PCH_PRE,IE,2015-01-01,36.4 
P6,CLV_PCH_PRE,IE,2016-01-01,2.2 
P6,CLV_PCH_PRE,IE,2017-01-01,2.5 
P6,CLV_PCH_PRE,IT,1995-01-01,: 
P6,CLV_PCH_PRE,IT,1996-01-01,-4.5 
P6,CLV_PCH_PRE,IT,1997-01-01,-5.2 
P6,CLV_PCH_PRE,IT,1998-01-01,-1.6 
P6,CLV_PCH_PRE,IT,1999-01-01,-5.6 
P6,CLV_PCH_PRE,IT,2000-01-01,-0.3 
P6,CLV_PCH_PRE,IT,2001-01-01,2.2
P6,CLV_PCH_PRE,IT,2002-01-01,-6.7
P6,CLV_PCH_PRE,IT,2003-01-01,-7.0
P6,CLV_PCH_PRE,IT,2004-01-01,-5.0
P6,CLV_PCH_PRE,IT,2005-01-01,-4.4
P6,CLV_PCH_PRE,IT,2006-01-01,-1.4
P6,CLV_PCH_PRE,IT,2007-01-01,-1.7
P6,CLV_PCH_PRE,IT,2008-01-01,-6.1
P6,CLV_PCH_PRE,IT,2009-01-01,-8.1
P6,CLV_PCH_PRE,IT,2010-01-01,-0.9
P6,CLV_PCH_PRE,IT,2011-01-01,-1.9 
P6,CLV_PCH_PRE,IT,2012-01-01,-0.8 
P6,CLV_PCH_PRE,IT,2013-01-01,-3.1 
P6,CLV_PCH_PRE,IT,2014-01-01,-1.0 
P6,CLV_PCH_PRE,IT,2015-01-01,1.5 
P6,CLV_PCH_PRE,IT,2016-01-01,-0.1 
P6,CLV_PCH_PRE,IT,2017-01-01,0.4 
P6,CLV_PCH_PRE,LT,1995-01-01,: 
P6,CLV_PCH_PRE,LT,1996-01-01,19.7 
P6,CLV_PCH_PRE,LT,1997-01-01,13.7 
P6,CLV_PCH_PRE,LT,1998-01-01,-0.5 
P6,CLV_PCH_PRE,LT,1999-01-01,-23.4 
P6,CLV_PCH_PRE,LT,2000-01-01,1.9 
P6,CLV_PCH_PRE,LT,2001-01-01,23.6
P6,CLV_PCH_PRE,LT,2002-01-01,16.3
P6,CLV_PCH_PRE,LT,2003-01-01,3.4
P6,CLV_PCH_PRE,LT,2004-01-01,-7.0
P6,CLV_PCH_PRE,LT,2005-01-01,12.7
P6,CLV_PCH_PRE,LT,2006-01-01,3.0
P6,CLV_PCH_PRE,LT,2007-01-01,-4.7
P6,CLV_PCH_PRE,LT,2008-01-01,10.5
P6,CLV_PCH_PRE,LT,2009-01-01,-2.8
P6,CLV_PCH_PRE,LT,2010-01-01,6.2
P6,CLV_PCH_PRE,LT,2011-01-01,8.3 
P6,CLV_PCH_PRE,LT,2012-01-01,9.3 
P6,CLV_PCH_PRE,LT,2013-01-01,6.1 
P6,CLV_PCH_PRE,LT,2014-01-01,-0.4 
P6,CLV_PCH_PRE,LT,2015-01-01,-2.1 
P6,CLV_PCH_PRE,LT,2016-01-01,1.8 
P6,CLV_PCH_PRE,LT,2017-01-01,8.3 
P6,CLV_PCH_PRE,LU,1995-01-01,: 
P6,CLV_PCH_PRE,LU,1996-01-01,-2.5 
P6,CLV_PCH_PRE,LU,1997-01-01,0.8 
P6,CLV_PCH_PRE,LU,1998-01-01,8.3 
P6,CLV_PCH_PRE,LU,1999-01-01,7.7 
P6,CLV_PCH_PRE,LU,2000-01-01,3.2 
P6,CLV_PCH_PRE,LU,2001-01-01,5.3
P6,CLV_PCH_PRE,LU,2002-01-01,-1.3
P6,CLV_PCH_PRE,LU,2003-01-01,-2.9
P6,CLV_PCH_PRE,LU,2004-01-01,-0.5
P6,CLV_PCH_PRE,LU,2005-01-01,-2.3
P6,CLV_PCH_PRE,LU,2006-01-01,3.5
P6,CLV_PCH_PRE,LU,2007-01-01,0.2
P6,CLV_PCH_PRE,LU,2008-01-01,2.5
P6,CLV_PCH_PRE,LU,2009-01-01,-1.6
P6,CLV_PCH_PRE,LU,2010-01-01,-2.3
P6,CLV_PCH_PRE,LU,2011-01-01,-3.1 
P6,CLV_PCH_PRE,LU,2012-01-01,-0.3 
P6,CLV_PCH_PRE,LU,2013-01-01,1.5 
P6,CLV_PCH_PRE,LU,2014-01-01,12.7 
P6,CLV_PCH_PRE,LU,2015-01-01,2.4 
P6,CLV_PCH_PRE,LU,2016-01-01,1.6 
P6,CLV_PCH_PRE,LU,2017-01-01,-7.2 
P6,CLV_PCH_PRE,LV,1995-01-01,: 
P6,CLV_PCH_PRE,LV,1996-01-01,12.4 
P6,CLV_PCH_PRE,LV,1997-01-01,2.5 
P6,CLV_PCH_PRE,LV,1998-01-01,0.4 
P6,CLV_PCH_PRE,LV,1999-01-01,-10.9 
P6,CLV_PCH_PRE,LV,2000-01-01,2.2 
P6,CLV_PCH_PRE,LV,2001-01-01,8.5
P6,CLV_PCH_PRE,LV,2002-01-01,1.1
P6,CLV_PCH_PRE,LV,2003-01-01,-1.7
P6,CLV_PCH_PRE,LV,2004-01-01,2.5
P6,CLV_PCH_PRE,LV,2005-01-01,15.7
P6,CLV_PCH_PRE,LV,2006-01-01,-2.1
P6,CLV_PCH_PRE,LV,2007-01-01,5.9
P6,CLV_PCH_PRE,LV,2008-01-01,-0.6
P6,CLV_PCH_PRE,LV,2009-01-01,-2.9
P6,CLV_PCH_PRE,LV,2010-01-01,0.7
P6,CLV_PCH_PRE,LV,2011-01-01,4.9 
P6,CLV_PCH_PRE,LV,2012-01-01,6.7 
P6,CLV_PCH_PRE,LV,2013-01-01,-2.7 
P6,CLV_PCH_PRE,LV,2014-01-01,2.3 
P6,CLV_PCH_PRE,LV,2015-01-01,0.2 
P6,CLV_PCH_PRE,LV,2016-01-01,2.2 
P6,CLV_PCH_PRE,LV,2017-01-01,0.9 
P6,CLV_PCH_PRE,MT,1995-01-01,: 
P6,CLV_PCH_PRE,MT,1996-01-01,: 
P6,CLV_PCH_PRE,MT,1997-01-01,: 
P6,CLV_PCH_PRE,MT,1998-01-01,: 
P6,CLV_PCH_PRE,MT,1999-01-01,: 
P6,CLV_PCH_PRE,MT,2000-01-01,: 
P6,CLV_PCH_PRE,MT,2001-01-01,-4.5
P6,CLV_PCH_PRE,MT,2002-01-01,2.4
P6,CLV_PCH_PRE,MT,2003-01-01,-6.0
P6,CLV_PCH_PRE,MT,2004-01-01,-13.3
P6,CLV_PCH_PRE,MT,2005-01-01,-3.5
P6,CLV_PCH_PRE,MT,2006-01-01,7.9
P6,CLV_PCH_PRE,MT,2007-01-01,3.0
P6,CLV_PCH_PRE,MT,2008-01-01,16.4
P6,CLV_PCH_PRE,MT,2009-01-01,9.6
P6,CLV_PCH_PRE,MT,2010-01-01,-5.8
P6,CLV_PCH_PRE,MT,2011-01-01,-5.6 
P6,CLV_PCH_PRE,MT,2012-01-01,3.9 
P6,CLV_PCH_PRE,MT,2013-01-01,-2.9 
P6,CLV_PCH_PRE,MT,2014-01-01,-0.4 
P6,CLV_PCH_PRE,MT,2015-01-01,0.8 
P6,CLV_PCH_PRE,MT,2016-01-01,2.0 
P6,CLV_PCH_PRE,MT,2017-01-01,-1.5 
P6,CLV_PCH_PRE,NL,1995-01-01,: 
P6,CLV_PCH_PRE,NL,1996-01-01,-2.1 
P6,CLV_PCH_PRE,NL,1997-01-01,-0.5 
P6,CLV_PCH_PRE,NL,1998-01-01,2.4 
