currency,bop_item,sector10,sectpart,s_adj,stk_flow,partner,geo\time,date,value
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,BG,2016-07-01,183.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,BG,2016-10-01,75.8 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,BG,2017-01-01,113.3 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,BG,2017-04-01,81.5 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,BG,2017-07-01,143.6 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,BG,2017-10-01,191.3 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,BG,2018-01-01,1.8 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,BG,2018-04-01,192.8 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,CH,2015-07-01,: c
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,CH,2015-10-01,: c
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,CH,2016-01-01,: c
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,CH,2016-04-01,: c
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,CH,2016-07-01,: c
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,CH,2016-10-01,: c
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,CH,2017-01-01,: c
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,CH,2017-04-01,: c
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,CH,2017-07-01,: c
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,CH,2017-10-01,: c
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,CH,2018-01-01,: c
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,CH,2018-04-01,: c
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,CY,2015-07-01,9.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,CY,2015-10-01,14.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,CY,2016-01-01,25.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,CY,2016-04-01,9.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,CY,2016-07-01,2.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,CY,2016-10-01,0.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,CY,2017-01-01,4.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,CY,2017-04-01,14.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,CY,2017-07-01,29.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,CY,2017-10-01,56.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,CY,2018-01-01,8.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,CY,2018-04-01,40.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,CZ,2015-07-01,293.2 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,CZ,2015-10-01,390.7 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,CZ,2016-01-01,684.2 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,CZ,2016-04-01,802.4 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,CZ,2016-07-01,447.4 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,CZ,2016-10-01,45.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,CZ,2017-01-01,37.3 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,CZ,2017-04-01,291.9 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,CZ,2017-07-01,314.2 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,CZ,2017-10-01,1150.4 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,CZ,2018-01-01,52.6 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,CZ,2018-04-01,-50.4 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,DE,2015-07-01,777.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,DE,2015-10-01,-2004.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,DE,2016-01-01,-205.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,DE,2016-04-01,1009.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,DE,2016-07-01,307.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,DE,2016-10-01,2356.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,DE,2017-01-01,617.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,DE,2017-04-01,-727.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,DE,2017-07-01,904.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,DE,2017-10-01,-1047.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,DE,2018-01-01,214.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,DE,2018-04-01,85.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,DK,2015-07-01,-253.4 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,DK,2015-10-01,-265.3 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,DK,2016-01-01,11.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,DK,2016-04-01,6.5 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,DK,2016-07-01,3.4 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,DK,2016-10-01,1.6 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,DK,2017-01-01,46.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,DK,2017-04-01,40.7 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,DK,2017-07-01,25.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,DK,2017-10-01,24.2 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,DK,2018-01-01,34.9 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,DK,2018-04-01,44.6 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EA19,2015-07-01,5364.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EA19,2015-10-01,8716.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EA19,2016-01-01,-555.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EA19,2016-04-01,-229.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EA19,2016-07-01,1237.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EA19,2016-10-01,2680.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EA19,2017-01-01,-18167.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EA19,2017-04-01,-5527.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EA19,2017-07-01,-4166.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EA19,2017-10-01,1654.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EA19,2018-01-01,2563.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EA19,2018-04-01,1387.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EE,2015-07-01,98.7 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EE,2015-10-01,132.7 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EE,2016-01-01,32.5 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EE,2016-04-01,64.1 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EE,2016-07-01,48.4 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EE,2016-10-01,80.5 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EE,2017-01-01,29.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EE,2017-04-01,12.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EE,2017-07-01,56.4 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EE,2017-10-01,132.8 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EE,2018-01-01,35.4 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EE,2018-04-01,37.6 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EL,2015-07-01,-54.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EL,2015-10-01,1436.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EL,2016-01-01,689.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EL,2016-04-01,-43.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EL,2016-07-01,-33.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EL,2016-10-01,423.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EL,2017-01-01,235.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EL,2017-04-01,109.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EL,2017-07-01,9.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EL,2017-10-01,561.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EL,2018-01-01,188.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EL,2018-04-01,-4.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,ES,2015-07-01,1521.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,ES,2015-10-01,3360.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,ES,2016-01-01,626.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,ES,2016-04-01,618.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,ES,2016-07-01,362.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,ES,2016-10-01,936.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,ES,2017-01-01,409.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,ES,2017-04-01,565.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,ES,2017-07-01,551.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,ES,2017-10-01,1160.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,ES,2018-01-01,750.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,ES,2018-04-01,795.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EU28,2015-07-01,-2634.1 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EU28,2015-10-01,-6038.2 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EU28,2016-01-01,-4893.3 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EU28,2016-04-01,-4028.6 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EU28,2016-07-01,-2788.2 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EU28,2016-10-01,-5566.2 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EU28,2017-01-01,-21886.3 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EU28,2017-04-01,-9613.1 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EU28,2017-07-01,-7853.6 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EU28,2017-10-01,-5891.7 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EU28,2018-01-01,-1518.3 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,EU28,2018-04-01,-2860.2 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,FI,2015-07-01,20.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,FI,2015-10-01,17.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,FI,2016-01-01,21.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,FI,2016-04-01,23.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,FI,2016-07-01,29.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,FI,2016-10-01,37.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,FI,2017-01-01,37.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,FI,2017-04-01,43.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,FI,2017-07-01,48.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,FI,2017-10-01,52.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,FI,2018-01-01,46.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,FI,2018-04-01,44.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,FR,2015-07-01,151.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,FR,2015-10-01,-715.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,FR,2016-01-01,213.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,FR,2016-04-01,612.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,FR,2016-07-01,326.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,FR,2016-10-01,280.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,FR,2017-01-01,276.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,FR,2017-04-01,42.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,FR,2017-07-01,76.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,FR,2017-10-01,739.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,FR,2018-01-01,867.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,FR,2018-04-01,281.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,HR,2015-07-01,66.6 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,HR,2015-10-01,148.9 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,HR,2016-01-01,125.9 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,HR,2016-04-01,133.7 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,HR,2016-07-01,127.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,HR,2016-10-01,280.6 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,HR,2017-01-01,72.6 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,HR,2017-04-01,116.6 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,HR,2017-07-01,62.5 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,HR,2017-10-01,56.8 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,HR,2018-01-01,117.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,HR,2018-04-01,183.4 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,HU,2015-07-01,735.5 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,HU,2015-10-01,2267.5 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,HU,2016-01-01,109.2 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,HU,2016-04-01,64.1 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,HU,2016-07-01,-121.1 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,HU,2016-10-01,-88.5 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,HU,2017-01-01,299.9 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,HU,2017-04-01,532.4 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,HU,2017-07-01,121.6 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,HU,2017-10-01,249.6 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,HU,2018-01-01,1124.2 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,HU,2018-04-01,415.8 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,IE,2015-07-01,100.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,IE,2015-10-01,-470.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,IE,2016-01-01,-2670.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,IE,2016-04-01,-586.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,IE,2016-07-01,161.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,IE,2016-10-01,-1236.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,IE,2017-01-01,-14100.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,IE,2017-04-01,-6238.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,IE,2017-07-01,-5971.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,IE,2017-10-01,-1860.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,IE,2018-01-01,: c
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,IE,2018-04-01,: c
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,IS,2015-07-01,-2.7 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,IS,2015-10-01,-2.9 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,IS,2016-01-01,-2.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,IS,2016-04-01,-3.1 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,IS,2016-07-01,-1.7 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,IS,2016-10-01,-4.2 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,IS,2017-01-01,-2.9 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,IS,2017-04-01,-2.6 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,IS,2017-07-01,-2.2 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,IS,2017-10-01,-4.1 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,IS,2018-01-01,-3.6 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,IS,2018-04-01,-3.4 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,IT,2015-07-01,74.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,IT,2015-10-01,4508.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,IT,2016-01-01,-328.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,IT,2016-04-01,-769.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,IT,2016-07-01,-862.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,IT,2016-10-01,-1164.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,IT,2017-01-01,-345.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,IT,2017-04-01,-700.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,IT,2017-07-01,-365.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,IT,2017-10-01,367.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,IT,2018-01-01,-602.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,IT,2018-04-01,-823.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,LT,2015-07-01,355.2 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,LT,2015-10-01,389.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,LT,2016-01-01,44.1 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,LT,2016-04-01,134.4 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,LT,2016-07-01,168.5 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,LT,2016-10-01,221.8 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,LT,2017-01-01,75.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,LT,2017-04-01,98.8 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,LT,2017-07-01,100.8 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,LT,2017-10-01,227.2 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,LT,2018-01-01,64.1 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,LT,2018-04-01,121.8 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,LU,2015-07-01,-107.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,LU,2015-10-01,3.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,LU,2016-01-01,-104.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,LU,2016-04-01,-60.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,LU,2016-07-01,2.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,LU,2016-10-01,-69.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,LU,2017-01-01,-139.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,LU,2017-04-01,-41.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,LU,2017-07-01,-50.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,LU,2017-10-01,9.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,LU,2018-01-01,-30.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,LU,2018-04-01,-45.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,LV,2015-07-01,141.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,LV,2015-10-01,96.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,LV,2016-01-01,100.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,LV,2016-04-01,62.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,LV,2016-07-01,5.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,LV,2016-10-01,82.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,LV,2017-01-01,1.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,LV,2017-04-01,117.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,LV,2017-07-01,38.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,LV,2017-10-01,59.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,LV,2018-01-01,24.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,LV,2018-04-01,111.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,ME,2015-07-01,0.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,ME,2015-10-01,0.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,ME,2016-01-01,1.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,ME,2016-04-01,0.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,ME,2016-07-01,0.0 
