n_item,unit,age,sex,geotime,date,value
GE3,PC,TOTAL,T,CY,2011-01-01,29.8
GE3,PC,TOTAL,T,CY,2012-01-01,31.5
GE3,PC,TOTAL,T,CY,2013-01-01,36.0
GE3,PC,TOTAL,T,CY,2014-01-01,36.5
GE3,PC,TOTAL,T,CY,2015-01-01,34.7
GE3,PC,TOTAL,T,CY,2016-01-01,29.9
GE3,PC,TOTAL,T,CY,2017-01-01,28.6
GE3,PC,TOTAL,T,CZ,2006-01-01,19.7
GE3,PC,TOTAL,T,CZ,2007-01-01,16.4
GE3,PC,TOTAL,T,CZ,2008-01-01,16.2
GE3,PC,TOTAL,T,CZ,2009-01-01,15.6
GE3,PC,TOTAL,T,CZ,2010-01-01,15.1
GE3,PC,TOTAL,T,CZ,2011-01-01,16.1
GE3,PC,TOTAL,T,CZ,2012-01-01,16.8
GE3,PC,TOTAL,T,CZ,2013-01-01,15.9
GE3,PC,TOTAL,T,CZ,2014-01-01,16.5
GE3,PC,TOTAL,T,CZ,2015-01-01,13.4
GE3,PC,TOTAL,T,CZ,2016-01-01,11.8
GE3,PC,TOTAL,T,CZ,2017-01-01,9.8
GE3,PC,TOTAL,T,DE,2006-01-01,13.5
GE3,PC,TOTAL,T,DE,2007-01-01,12.1
GE3,PC,TOTAL,T,DE,2008-01-01,13.0
GE3,PC,TOTAL,T,DE,2009-01-01,12.5
GE3,PC,TOTAL,T,DE,2010-01-01,11.1
GE3,PC,TOTAL,T,DE,2011-01-01,12.4
GE3,PC,TOTAL,T,DE,2012-01-01,11.3
GE3,PC,TOTAL,T,DE,2013-01-01,11.6
GE3,PC,TOTAL,T,DE,2014-01-01,11.3
GE3,PC,TOTAL,T,DE,2015-01-01,10.7
GE3,PC,TOTAL,T,DE,2016-01-01,9.7
GE3,PC,TOTAL,T,DE,2017-01-01,9.1
GE3,PC,TOTAL,T,DK,2006-01-01,7.8
GE3,PC,TOTAL,T,DK,2007-01-01,7.0
GE3,PC,TOTAL,T,DK,2008-01-01,5.4
GE3,PC,TOTAL,T,DK,2009-01-01,6.0
GE3,PC,TOTAL,T,DK,2010-01-01,6.0
GE3,PC,TOTAL,T,DK,2011-01-01,6.2
GE3,PC,TOTAL,T,DK,2012-01-01,6.9
GE3,PC,TOTAL,T,DK,2013-01-01,8.8
GE3,PC,TOTAL,T,DK,2014-01-01,7.7
GE3,PC,TOTAL,T,DK,2015-01-01,8.0
GE3,PC,TOTAL,T,DK,2016-01-01,6.5
GE3,PC,TOTAL,T,DK,2017-01-01,6.8
GE3,PC,TOTAL,T,EA18,2006-01-01,14.0
GE3,PC,TOTAL,T,EA18,2007-01-01,13.3
GE3,PC,TOTAL,T,EA18,2008-01-01,13.9
GE3,PC,TOTAL,T,EA18,2009-01-01,14.1
GE3,PC,TOTAL,T,EA18,2010-01-01,14.2
GE3,PC,TOTAL,T,EA18,2011-01-01,15.3
GE3,PC,TOTAL,T,EA18,2012-01-01,16.3
GE3,PC,TOTAL,T,EA18,2013-01-01,16.4
GE3,PC,TOTAL,T,EA18,2014-01-01,16.3
GE3,PC,TOTAL,T,EA18,2015-01-01,15.4
GE3,PC,TOTAL,T,EA18,2016-01-01,14.2
GE3,PC,TOTAL,T,EA18,2017-01-01,13.0
GE3,PC,TOTAL,T,EA19,2006-01-01,14.3
GE3,PC,TOTAL,T,EA19,2007-01-01,13.5
GE3,PC,TOTAL,T,EA19,2008-01-01,14.0
GE3,PC,TOTAL,T,EA19,2009-01-01,14.3
GE3,PC,TOTAL,T,EA19,2010-01-01,14.4
GE3,PC,TOTAL,T,EA19,2011-01-01,15.5
GE3,PC,TOTAL,T,EA19,2012-01-01,16.5
GE3,PC,TOTAL,T,EA19,2013-01-01,16.5
GE3,PC,TOTAL,T,EA19,2014-01-01,16.4
GE3,PC,TOTAL,T,EA19,2015-01-01,15.5
GE3,PC,TOTAL,T,EA19,2016-01-01,14.3
GE3,PC,TOTAL,T,EA19,2017-01-01,13.1
GE3,PC,TOTAL,T,EE,2006-01-01,17.7
GE3,PC,TOTAL,T,EE,2007-01-01,15.4
GE3,PC,TOTAL,T,EE,2008-01-01,12.4
GE3,PC,TOTAL,T,EE,2009-01-01,17.1
GE3,PC,TOTAL,T,EE,2010-01-01,22.3
GE3,PC,TOTAL,T,EE,2011-01-01,21.5
GE3,PC,TOTAL,T,EE,2012-01-01,21.3
GE3,PC,TOTAL,T,EE,2013-01-01,19.4
GE3,PC,TOTAL,T,EE,2014-01-01,15.7
GE3,PC,TOTAL,T,EE,2015-01-01,12.8
GE3,PC,TOTAL,T,EE,2016-01-01,11.7
GE3,PC,TOTAL,T,EE,2017-01-01,11.6
GE3,PC,TOTAL,T,EL,2006-01-01,23.5
GE3,PC,TOTAL,T,EL,2007-01-01,22.0
GE3,PC,TOTAL,T,EL,2008-01-01,21.8
GE3,PC,TOTAL,T,EL,2009-01-01,23.0
GE3,PC,TOTAL,T,EL,2010-01-01,24.1
GE3,PC,TOTAL,T,EL,2011-01-01,28.4
GE3,PC,TOTAL,T,EL,2012-01-01,33.7
GE3,PC,TOTAL,T,EL,2013-01-01,37.3
GE3,PC,TOTAL,T,EL,2014-01-01,39.5
GE3,PC,TOTAL,T,EL,2015-01-01,40.7
GE3,PC,TOTAL,T,EL,2016-01-01,39.0
GE3,PC,TOTAL,T,EL,2017-01-01,36.0
GE3,PC,TOTAL,T,ES,2006-01-01,13.0
GE3,PC,TOTAL,T,ES,2007-01-01,11.1
GE3,PC,TOTAL,T,ES,2008-01-01,10.8
GE3,PC,TOTAL,T,ES,2009-01-01,13.7
GE3,PC,TOTAL,T,ES,2010-01-01,15.1
GE3,PC,TOTAL,T,ES,2011-01-01,13.2
GE3,PC,TOTAL,T,ES,2012-01-01,16.3
GE3,PC,TOTAL,T,ES,2013-01-01,16.9
GE3,PC,TOTAL,T,ES,2014-01-01,17.8
GE3,PC,TOTAL,T,ES,2015-01-01,16.5
GE3,PC,TOTAL,T,ES,2016-01-01,15.2
GE3,PC,TOTAL,T,ES,2017-01-01,12.8
GE3,PC,TOTAL,T,EU27,2006-01-01,19.2
GE3,PC,TOTAL,T,EU27,2007-01-01,18.1
GE3,PC,TOTAL,T,EU27,2008-01-01,17.5
GE3,PC,TOTAL,T,EU27,2009-01-01,17.3
GE3,PC,TOTAL,T,EU27,2010-01-01,17.7
GE3,PC,TOTAL,T,EU27,2011-01-01,18.3
GE3,PC,TOTAL,T,EU27,2012-01-01,19.6
GE3,PC,TOTAL,T,EU27,2013-01-01,19.4
GE3,PC,TOTAL,T,EU27,2014-01-01,18.4
GE3,PC,TOTAL,T,EU27,2015-01-01,16.9
GE3,PC,TOTAL,T,EU27,2016-01-01,15.6
GE3,PC,TOTAL,T,EU27,2017-01-01,14.7
GE3,PC,TOTAL,T,EU28,2006-01-01,
GE3,PC,TOTAL,T,EU28,2007-01-01,
GE3,PC,TOTAL,T,EU28,2008-01-01,
GE3,PC,TOTAL,T,EU28,2009-01-01,
GE3,PC,TOTAL,T,EU28,2010-01-01,17.8
GE3,PC,TOTAL,T,EU28,2011-01-01,18.5
GE3,PC,TOTAL,T,EU28,2012-01-01,19.8
GE3,PC,TOTAL,T,EU28,2013-01-01,19.5
GE3,PC,TOTAL,T,EU28,2014-01-01,18.5
GE3,PC,TOTAL,T,EU28,2015-01-01,17.0
GE3,PC,TOTAL,T,EU28,2016-01-01,15.7
GE3,PC,TOTAL,T,EU28,2017-01-01,14.7
GE3,PC,TOTAL,T,FI,2006-01-01,9.9
GE3,PC,TOTAL,T,FI,2007-01-01,9.4
GE3,PC,TOTAL,T,FI,2008-01-01,9.1
GE3,PC,TOTAL,T,FI,2009-01-01,8.2
GE3,PC,TOTAL,T,FI,2010-01-01,8.4
GE3,PC,TOTAL,T,FI,2011-01-01,8.4
GE3,PC,TOTAL,T,FI,2012-01-01,8.9
GE3,PC,TOTAL,T,FI,2013-01-01,8.5
GE3,PC,TOTAL,T,FI,2014-01-01,7.9
GE3,PC,TOTAL,T,FI,2015-01-01,7.7
GE3,PC,TOTAL,T,FI,2016-01-01,8.3
GE3,PC,TOTAL,T,FI,2017-01-01,8.2
GE3,PC,TOTAL,T,FR,2006-01-01,12.7
GE3,PC,TOTAL,T,FR,2007-01-01,12.2
GE3,PC,TOTAL,T,FR,2008-01-01,13.1
GE3,PC,TOTAL,T,FR,2009-01-01,13.5
GE3,PC,TOTAL,T,FR,2010-01-01,12.6
GE3,PC,TOTAL,T,FR,2011-01-01,12.4
GE3,PC,TOTAL,T,FR,2012-01-01,12.8
GE3,PC,TOTAL,T,FR,2013-01-01,12.0
GE3,PC,TOTAL,T,FR,2014-01-01,11.9
GE3,PC,TOTAL,T,FR,2015-01-01,11.1
GE3,PC,TOTAL,T,FR,2016-01-01,11.0
GE3,PC,TOTAL,T,FR,2017-01-01,11.1
GE3,PC,TOTAL,T,HR,2006-01-01,
GE3,PC,TOTAL,T,HR,2007-01-01,
GE3,PC,TOTAL,T,HR,2008-01-01,
GE3,PC,TOTAL,T,HR,2009-01-01,
GE3,PC,TOTAL,T,HR,2010-01-01,32.2
GE3,PC,TOTAL,T,HR,2011-01-01,34.7
GE3,PC,TOTAL,T,HR,2012-01-01,35.6
GE3,PC,TOTAL,T,HR,2013-01-01,34.6
GE3,PC,TOTAL,T,HR,2014-01-01,33.8
GE3,PC,TOTAL,T,HR,2015-01-01,32.8
GE3,PC,TOTAL,T,HR,2016-01-01,30.1
GE3,PC,TOTAL,T,HR,2017-01-01,
GE3,PC,TOTAL,T,HU,2006-01-01,37.4
GE3,PC,TOTAL,T,HU,2007-01-01,38.6
GE3,PC,TOTAL,T,HU,2008-01-01,37.1
GE3,PC,TOTAL,T,HU,2009-01-01,40.3
GE3,PC,TOTAL,T,HU,2010-01-01,39.9
GE3,PC,TOTAL,T,HU,2011-01-01,42.7
GE3,PC,TOTAL,T,HU,2012-01-01,44.8
GE3,PC,TOTAL,T,HU,2013-01-01,45.4
GE3,PC,TOTAL,T,HU,2014-01-01,40.0
GE3,PC,TOTAL,T,HU,2015-01-01,34.8
GE3,PC,TOTAL,T,HU,2016-01-01,29.6
GE3,PC,TOTAL,T,HU,2017-01-01,28.9
GE3,PC,TOTAL,T,IE,2006-01-01,11.4
GE3,PC,TOTAL,T,IE,2007-01-01,10.3
GE3,PC,TOTAL,T,IE,2008-01-01,13.6
GE3,PC,TOTAL,T,IE,2009-01-01,17.1
GE3,PC,TOTAL,T,IE,2010-01-01,16.1
GE3,PC,TOTAL,T,IE,2011-01-01,22.7
GE3,PC,TOTAL,T,IE,2012-01-01,25.0
GE3,PC,TOTAL,T,IE,2013-01-01,24.4
GE3,PC,TOTAL,T,IE,2014-01-01,22.6
GE3,PC,TOTAL,T,IE,2015-01-01,19.4
GE3,PC,TOTAL,T,IE,2016-01-01,15.5
GE3,PC,TOTAL,T,IE,2017-01-01,
GE3,PC,TOTAL,T,IS,2006-01-01,7.0
GE3,PC,TOTAL,T,IS,2007-01-01,7.4
GE3,PC,TOTAL,T,IS,2008-01-01,2.5
GE3,PC,TOTAL,T,IS,2009-01-01,3.4
GE3,PC,TOTAL,T,IS,2010-01-01,6.5
GE3,PC,TOTAL,T,IS,2011-01-01,6.9
GE3,PC,TOTAL,T,IS,2012-01-01,6.8
GE3,PC,TOTAL,T,IS,2013-01-01,6.6
GE3,PC,TOTAL,T,IS,2014-01-01,5.5
GE3,PC,TOTAL,T,IS,2015-01-01,5.0
GE3,PC,TOTAL,T,IS,2016-01-01,6.1
GE3,PC,TOTAL,T,IS,2017-01-01,
GE3,PC,TOTAL,T,IT,2006-01-01,13.9
GE3,PC,TOTAL,T,IT,2007-01-01,15.1
GE3,PC,TOTAL,T,IT,2008-01-01,16.3
GE3,PC,TOTAL,T,IT,2009-01-01,16.0
GE3,PC,TOTAL,T,IT,2010-01-01,16.8
GE3,PC,TOTAL,T,IT,2011-01-01,22.2
GE3,PC,TOTAL,T,IT,2012-01-01,25.2
GE3,PC,TOTAL,T,IT,2013-01-01,23.8
GE3,PC,TOTAL,T,IT,2014-01-01,23.0
GE3,PC,TOTAL,T,IT,2015-01-01,22.6
GE3,PC,TOTAL,T,IT,2016-01-01,20.6
GE3,PC,TOTAL,T,IT,2017-01-01,17.9
GE3,PC,TOTAL,T,LT,2006-01-01,41.4
GE3,PC,TOTAL,T,LT,2007-01-01,29.6
GE3,PC,TOTAL,T,LT,2008-01-01,23.0
GE3,PC,TOTAL,T,LT,2009-01-01,27.4
GE3,PC,TOTAL,T,LT,2010-01-01,36.3
GE3,PC,TOTAL,T,LT,2011-01-01,35.1
GE3,PC,TOTAL,T,LT,2012-01-01,34.4
GE3,PC,TOTAL,T,LT,2013-01-01,31.7
GE3,PC,TOTAL,T,LT,2014-01-01,28.3
GE3,PC,TOTAL,T,LT,2015-01-01,27.3
GE3,PC,TOTAL,T,LT,2016-01-01,26.1
GE3,PC,TOTAL,T,LT,2017-01-01,24.4
GE3,PC,TOTAL,T,LU,2006-01-01,2.7
GE3,PC,TOTAL,T,LU,2007-01-01,3.0
GE3,PC,TOTAL,T,LU,2008-01-01,3.5
GE3,PC,TOTAL,T,LU,2009-01-01,4.0
GE3,PC,TOTAL,T,LU,2010-01-01,4.1
GE3,PC,TOTAL,T,LU,2011-01-01,4.7
GE3,PC,TOTAL,T,LU,2012-01-01,4.5
GE3,PC,TOTAL,T,LU,2013-01-01,5.6
GE3,PC,TOTAL,T,LU,2014-01-01,5.0
GE3,PC,TOTAL,T,LU,2015-01-01,4.8
GE3,PC,TOTAL,T,LU,2016-01-01,5.9
GE3,PC,TOTAL,T,LU,2017-01-01,4.4
GE3,PC,TOTAL,T,LV,2006-01-01,50.8
GE3,PC,TOTAL,T,LV,2007-01-01,42.9
GE3,PC,TOTAL,T,LV,2008-01-01,35.7
GE3,PC,TOTAL,T,LV,2009-01-01,40.2
GE3,PC,TOTAL,T,LV,2010-01-01,46.6
GE3,PC,TOTAL,T,LV,2011-01-01,49.0
GE3,PC,TOTAL,T,LV,2012-01-01,44.6
GE3,PC,TOTAL,T,LV,2013-01-01,40.4
GE3,PC,TOTAL,T,LV,2014-01-01,34.6
GE3,PC,TOTAL,T,LV,2015-01-01,29.7
GE3,PC,TOTAL,T,LV,2016-01-01,26.4
GE3,PC,TOTAL,T,LV,2017-01-01,23.0
GE3,PC,TOTAL,T,MK,2006-01-01,
GE3,PC,TOTAL,T,MK,2007-01-01,
GE3,PC,TOTAL,T,MK,2008-01-01,
GE3,PC,TOTAL,T,MK,2009-01-01,
GE3,PC,TOTAL,T,MK,2010-01-01,
GE3,PC,TOTAL,T,MK,2011-01-01,
GE3,PC,TOTAL,T,MK,2012-01-01,57.8
GE3,PC,TOTAL,T,MK,2013-01-01,56.3
GE3,PC,TOTAL,T,MK,2014-01-01,52.7
GE3,PC,TOTAL,T,MK,2015-01-01,51.4
GE3,PC,TOTAL,T,MK,2016-01-01,49.9
GE3,PC,TOTAL,T,MK,2017-01-01,
GE3,PC,TOTAL,T,MT,2006-01-01,13.0
GE3,PC,TOTAL,T,MT,2007-01-01,13.5
GE3,PC,TOTAL,T,MT,2008-01-01,13.7
GE3,PC,TOTAL,T,MT,2009-01-01,15.5
GE3,PC,TOTAL,T,MT,2010-01-01,15.6
GE3,PC,TOTAL,T,MT,2011-01-01,17.1
GE3,PC,TOTAL,T,MT,2012-01-01,19.8
GE3,PC,TOTAL,T,MT,2013-01-01,19.4
GE3,PC,TOTAL,T,MT,2014-01-01,20.2
GE3,PC,TOTAL,T,MT,2015-01-01,15.2
GE3,PC,TOTAL,T,MT,2016-01-01,10.3
GE3,PC,TOTAL,T,MT,2017-01-01,8.0
GE3,PC,TOTAL,T,NL,2006-01-01,6.5
GE3,PC,TOTAL,T,NL,2007-01-01,5.6
GE3,PC,TOTAL,T,NL,2008-01-01,5.2
GE3,PC,TOTAL,T,NL,2009-01-01,5.2
GE3,PC,TOTAL,T,NL,2010-01-01,7.2
GE3,PC,TOTAL,T,NL,2011-01-01,6.6
GE3,PC,TOTAL,T,NL,2012-01-01,6.5
GE3,PC,TOTAL,T,NL,2013-01-01,8.1
GE3,PC,TOTAL,T,NL,2014-01-01,9.0
GE3,PC,TOTAL,T,NL,2015-01-01,8.1
GE3,PC,TOTAL,T,NL,2016-01-01,6.9
GE3,PC,TOTAL,T,NL,2017-01-01,6.9
GE3,PC,TOTAL,T,NO,2006-01-01,6.2
GE3,PC,TOTAL,T,NO,2007-01-01,5.1
GE3,PC,TOTAL,T,NO,2008-01-01,4.6
GE3,PC,TOTAL,T,NO,2009-01-01,5.2
GE3,PC,TOTAL,T,NO,2010-01-01,5.3
GE3,PC,TOTAL,T,NO,2011-01-01,5.3
GE3,PC,TOTAL,T,NO,2012-01-01,4.5
GE3,PC,TOTAL,T,NO,2013-01-01,4.8
GE3,PC,TOTAL,T,NO,2014-01-01,3.3
GE3,PC,TOTAL,T,NO,2015-01-01,4.1
GE3,PC,TOTAL,T,NO,2016-01-01,4.1
GE3,PC,TOTAL,T,NO,2017-01-01,4.0
GE3,PC,TOTAL,T,PL,2006-01-01,44.0
GE3,PC,TOTAL,T,PL,2007-01-01,38.2
GE3,PC,TOTAL,T,PL,2008-01-01,32.3
GE3,PC,TOTAL,T,PL,2009-01-01,29.5
GE3,PC,TOTAL,T,PL,2010-01-01,28.4
GE3,PC,TOTAL,T,PL,2011-01-01,26.4
GE3,PC,TOTAL,T,PL,2012-01-01,27.8
GE3,PC,TOTAL,T,PL,2013-01-01,25.5
GE3,PC,TOTAL,T,PL,2014-01-01,22.2
GE3,PC,TOTAL,T,PL,2015-01-01,16.8
GE3,PC,TOTAL,T,PL,2016-01-01,15.0
GE3,PC,TOTAL,T,PL,2017-01-01,13.2
GE3,PC,TOTAL,T,PT,2006-01-01,19.9
GE3,PC,TOTAL,T,PT,2007-01-01,22.4
GE3,PC,TOTAL,T,PT,2008-01-01,23.0
GE3,PC,TOTAL,T,PT,2009-01-01,21.5
GE3,PC,TOTAL,T,PT,2010-01-01,22.5
GE3,PC,TOTAL,T,PT,2011-01-01,20.9
GE3,PC,TOTAL,T,PT,2012-01-01,21.8
GE3,PC,TOTAL,T,PT,2013-01-01,25.5
GE3,PC,TOTAL,T,PT,2014-01-01,25.7
GE3,PC,TOTAL,T,PT,2015-01-01,21.6
GE3,PC,TOTAL,T,PT,2016-01-01,19.5
GE3,PC,TOTAL,T,PT,2017-01-01,18.0
GE3,PC,TOTAL,T,RO,2006-01-01,
GE3,PC,TOTAL,T,RO,2007-01-01,54.5
GE3,PC,TOTAL,T,RO,2008-01-01,50.0
GE3,PC,TOTAL,T,RO,2009-01-01,49.2
GE3,PC,TOTAL,T,RO,2010-01-01,48.7
GE3,PC,TOTAL,T,RO,2011-01-01,47.9
GE3,PC,TOTAL,T,RO,2012-01-01,49.1
GE3,PC,TOTAL,T,RO,2013-01-01,46.9
GE3,PC,TOTAL,T,RO,2014-01-01,43.8
GE3,PC,TOTAL,T,RO,2015-01-01,39.5
GE3,PC,TOTAL,T,RO,2016-01-01,40.4
GE3,PC,TOTAL,T,RO,2017-01-01,37.2
GE3,PC,TOTAL,T,RS,2006-01-01,
GE3,PC,TOTAL,T,RS,2007-01-01,
GE3,PC,TOTAL,T,RS,2008-01-01,
GE3,PC,TOTAL,T,RS,2009-01-01,
GE3,PC,TOTAL,T,RS,2010-01-01,
GE3,PC,TOTAL,T,RS,2011-01-01,
GE3,PC,TOTAL,T,RS,2012-01-01,
GE3,PC,TOTAL,T,RS,2013-01-01,44.3
GE3,PC,TOTAL,T,RS,2014-01-01,44.1
GE3,PC,TOTAL,T,RS,2015-01-01,40.9
GE3,PC,TOTAL,T,RS,2016-01-01,37.4
GE3,PC,TOTAL,T,RS,2017-01-01,
GE3,PC,TOTAL,T,SE,2006-01-01,6.2
GE3,PC,TOTAL,T,SE,2007-01-01,5.8
GE3,PC,TOTAL,T,SE,2008-01-01,5.4
GE3,PC,TOTAL,T,SE,2009-01-01,6.1
GE3,PC,TOTAL,T,SE,2010-01-01,5.4
GE3,PC,TOTAL,T,SE,2011-01-01,5.5
GE3,PC,TOTAL,T,SE,2012-01-01,5.7
GE3,PC,TOTAL,T,SE,2013-01-01,5.4
GE3,PC,TOTAL,T,SE,2014-01-01,4.4
GE3,PC,TOTAL,T,SE,2015-01-01,4.0
GE3,PC,TOTAL,T,SE,2016-01-01,3.7
GE3,PC,TOTAL,T,SE,2017-01-01,4.2
GE3,PC,TOTAL,T,SI,2006-01-01,14.4
GE3,PC,TOTAL,T,SI,2007-01-01,14.3
GE3,PC,TOTAL,T,SI,2008-01-01,16.9
GE3,PC,TOTAL,T,SI,2009-01-01,16.2
GE3,PC,TOTAL,T,SI,2010-01-01,15.8
GE3,PC,TOTAL,T,SI,2011-01-01,17.2
GE3,PC,TOTAL,T,SI,2012-01-01,16.9
GE3,PC,TOTAL,T,SI,2013-01-01,17.0
GE3,PC,TOTAL,T,SI,2014-01-01,17.2
GE3,PC,TOTAL,T,SI,2015-01-01,14.7
GE3,PC,TOTAL,T,SI,2016-01-01,13.5
GE3,PC,TOTAL,T,SI,2017-01-01,12.1
GE3,PC,TOTAL,T,SK,2006-01-01,35.7
GE3,PC,TOTAL,T,SK,2007-01-01,30.2
GE3,PC,TOTAL,T,SK,2008-01-01,27.8
GE3,PC,TOTAL,T,SK,2009-01-01,24.5
GE3,PC,TOTAL,T,SK,2010-01-01,24.9
GE3,PC,TOTAL,T,SK,2011-01-01,22.0
GE3,PC,TOTAL,T,SK,2012-01-01,22.7
GE3,PC,TOTAL,T,SK,2013-01-01,23.4
GE3,PC,TOTAL,T,SK,2014-01-01,22.2
GE3,PC,TOTAL,T,SK,2015-01-01,20.3
GE3,PC,TOTAL,T,SK,2016-01-01,19.1
GE3,PC,TOTAL,T,SK,2017-01-01,16.4
GE3,PC,TOTAL,T,TR,2006-01-01,74.3
GE3,PC,TOTAL,T,TR,2007-01-01,73.4
GE3,PC,TOTAL,T,TR,2008-01-01,73.1
GE3,PC,TOTAL,T,TR,2009-01-01,71.2
GE3,PC,TOTAL,T,TR,2010-01-01,73.4
GE3,PC,TOTAL,T,TR,2011-01-01,72.3
GE3,PC,TOTAL,T,TR,2012-01-01,69.5
GE3,PC,TOTAL,T,TR,2013-01-01,59.2
GE3,PC,TOTAL,T,TR,2014-01-01,44.9
GE3,PC,TOTAL,T,TR,2015-01-01,45.8
GE3,PC,TOTAL,T,TR,2016-01-01,
GE3,PC,TOTAL,T,TR,2017-01-01,
GE3,PC,TOTAL,T,UK,2006-01-01,11.0
GE3,PC,TOTAL,T,UK,2007-01-01,10.4
GE3,PC,TOTAL,T,UK,2008-01-01,11.3
GE3,PC,TOTAL,T,UK,2009-01-01,10.3
GE3,PC,TOTAL,T,UK,2010-01-01,13.4
GE3,PC,TOTAL,T,UK,2011-01-01,13.3
GE3,PC,TOTAL,T,UK,2012-01-01,16.6
GE3,PC,TOTAL,T,UK,2013-01-01,17.4
GE3,PC,TOTAL,T,UK,2014-01-01,15.6
GE3,PC,TOTAL,T,UK,2015-01-01,14.1
GE3,PC,TOTAL,T,UK,2016-01-01,12.5
GE3,PC,TOTAL,T,UK,2017-01-01,
