reason,sex,age,unit,geotime,date,value
FAMRESP,F,Y20-64,PC_INAC,DE,2007-01-01,32.8
FAMRESP,F,Y20-64,PC_INAC,DE,2008-01-01,29.5
FAMRESP,F,Y20-64,PC_INAC,DE,2009-01-01,30.0
FAMRESP,F,Y20-64,PC_INAC,DE,2010-01-01,29.2
FAMRESP,F,Y20-64,PC_INAC,DE,2011-01-01,29.5
FAMRESP,F,Y20-64,PC_INAC,DE,2012-01-01,32.2
FAMRESP,F,Y20-64,PC_INAC,DE,2013-01-01,30.4
FAMRESP,F,Y20-64,PC_INAC,DE,2014-01-01,29.4
FAMRESP,F,Y20-64,PC_INAC,DE,2015-01-01,28.8
FAMRESP,F,Y20-64,PC_INAC,DE,2016-01-01,29.0
FAMRESP,F,Y20-64,PC_INAC,DE,2017-01-01,28.8
FAMRESP,F,Y20-64,PC_INAC,DK,2000-01-01,15.5
FAMRESP,F,Y20-64,PC_INAC,DK,2001-01-01,14.8
FAMRESP,F,Y20-64,PC_INAC,DK,2002-01-01,13.6
FAMRESP,F,Y20-64,PC_INAC,DK,2003-01-01,14.7
FAMRESP,F,Y20-64,PC_INAC,DK,2004-01-01,11.1
FAMRESP,F,Y20-64,PC_INAC,DK,2005-01-01,11.1
FAMRESP,F,Y20-64,PC_INAC,DK,2006-01-01,10.5
FAMRESP,F,Y20-64,PC_INAC,DK,2007-01-01,6.9
FAMRESP,F,Y20-64,PC_INAC,DK,2008-01-01,6.9
FAMRESP,F,Y20-64,PC_INAC,DK,2009-01-01,6.9
FAMRESP,F,Y20-64,PC_INAC,DK,2010-01-01,7.4
FAMRESP,F,Y20-64,PC_INAC,DK,2011-01-01,7.2
FAMRESP,F,Y20-64,PC_INAC,DK,2012-01-01,6.6
FAMRESP,F,Y20-64,PC_INAC,DK,2013-01-01,6.7
FAMRESP,F,Y20-64,PC_INAC,DK,2014-01-01,7.2
FAMRESP,F,Y20-64,PC_INAC,DK,2015-01-01,7.2
FAMRESP,F,Y20-64,PC_INAC,DK,2016-01-01,6.9
FAMRESP,F,Y20-64,PC_INAC,DK,2017-01-01,6.9
FAMRESP,F,Y20-64,PC_INAC,EA18,2000-01-01,33.8
FAMRESP,F,Y20-64,PC_INAC,EA18,2001-01-01,32.5
FAMRESP,F,Y20-64,PC_INAC,EA18,2002-01-01,31.5
FAMRESP,F,Y20-64,PC_INAC,EA18,2003-01-01,31.3
FAMRESP,F,Y20-64,PC_INAC,EA18,2004-01-01,25.8
FAMRESP,F,Y20-64,PC_INAC,EA18,2005-01-01,29.1
FAMRESP,F,Y20-64,PC_INAC,EA18,2006-01-01,29.8
FAMRESP,F,Y20-64,PC_INAC,EA18,2007-01-01,29.8
FAMRESP,F,Y20-64,PC_INAC,EA18,2008-01-01,28.3
FAMRESP,F,Y20-64,PC_INAC,EA18,2009-01-01,28.0
FAMRESP,F,Y20-64,PC_INAC,EA18,2010-01-01,26.2
FAMRESP,F,Y20-64,PC_INAC,EA18,2011-01-01,25.7
FAMRESP,F,Y20-64,PC_INAC,EA18,2012-01-01,26.2
FAMRESP,F,Y20-64,PC_INAC,EA18,2013-01-01,28.4
FAMRESP,F,Y20-64,PC_INAC,EA18,2014-01-01,28.0
FAMRESP,F,Y20-64,PC_INAC,EA18,2015-01-01,28.4
FAMRESP,F,Y20-64,PC_INAC,EA18,2016-01-01,28.6
FAMRESP,F,Y20-64,PC_INAC,EA18,2017-01-01,28.9
FAMRESP,F,Y20-64,PC_INAC,EA19,2000-01-01,33.7
FAMRESP,F,Y20-64,PC_INAC,EA19,2001-01-01,32.4
FAMRESP,F,Y20-64,PC_INAC,EA19,2002-01-01,31.4
FAMRESP,F,Y20-64,PC_INAC,EA19,2003-01-01,31.2
FAMRESP,F,Y20-64,PC_INAC,EA19,2004-01-01,25.7
FAMRESP,F,Y20-64,PC_INAC,EA19,2005-01-01,29.1
FAMRESP,F,Y20-64,PC_INAC,EA19,2006-01-01,29.7
FAMRESP,F,Y20-64,PC_INAC,EA19,2007-01-01,29.7
FAMRESP,F,Y20-64,PC_INAC,EA19,2008-01-01,28.2
FAMRESP,F,Y20-64,PC_INAC,EA19,2009-01-01,27.9
FAMRESP,F,Y20-64,PC_INAC,EA19,2010-01-01,26.2
FAMRESP,F,Y20-64,PC_INAC,EA19,2011-01-01,25.7
FAMRESP,F,Y20-64,PC_INAC,EA19,2012-01-01,26.1
FAMRESP,F,Y20-64,PC_INAC,EA19,2013-01-01,28.4
FAMRESP,F,Y20-64,PC_INAC,EA19,2014-01-01,27.9
FAMRESP,F,Y20-64,PC_INAC,EA19,2015-01-01,28.3
FAMRESP,F,Y20-64,PC_INAC,EA19,2016-01-01,28.6
FAMRESP,F,Y20-64,PC_INAC,EA19,2017-01-01,28.9
FAMRESP,F,Y20-64,PC_INAC,EE,2000-01-01,28.8
FAMRESP,F,Y20-64,PC_INAC,EE,2001-01-01,30.1
FAMRESP,F,Y20-64,PC_INAC,EE,2002-01-01,31.5
FAMRESP,F,Y20-64,PC_INAC,EE,2003-01-01,31.4
FAMRESP,F,Y20-64,PC_INAC,EE,2004-01-01,34.3
FAMRESP,F,Y20-64,PC_INAC,EE,2005-01-01,34.8
FAMRESP,F,Y20-64,PC_INAC,EE,2006-01-01,33.3
FAMRESP,F,Y20-64,PC_INAC,EE,2007-01-01,35.3
FAMRESP,F,Y20-64,PC_INAC,EE,2008-01-01,38.4
FAMRESP,F,Y20-64,PC_INAC,EE,2009-01-01,38.9
FAMRESP,F,Y20-64,PC_INAC,EE,2010-01-01,35.1
FAMRESP,F,Y20-64,PC_INAC,EE,2011-01-01,33.2
FAMRESP,F,Y20-64,PC_INAC,EE,2012-01-01,37.7
FAMRESP,F,Y20-64,PC_INAC,EE,2013-01-01,39.3
FAMRESP,F,Y20-64,PC_INAC,EE,2014-01-01,38.2
FAMRESP,F,Y20-64,PC_INAC,EE,2015-01-01,38.2
FAMRESP,F,Y20-64,PC_INAC,EE,2016-01-01,42.9
FAMRESP,F,Y20-64,PC_INAC,EE,2017-01-01,40.2
FAMRESP,F,Y20-64,PC_INAC,EL,2000-01-01,46.6
FAMRESP,F,Y20-64,PC_INAC,EL,2001-01-01,46.3
FAMRESP,F,Y20-64,PC_INAC,EL,2002-01-01,42.3
FAMRESP,F,Y20-64,PC_INAC,EL,2003-01-01,40.6
FAMRESP,F,Y20-64,PC_INAC,EL,2004-01-01,39.9
FAMRESP,F,Y20-64,PC_INAC,EL,2005-01-01,40.3
FAMRESP,F,Y20-64,PC_INAC,EL,2006-01-01,42.5
FAMRESP,F,Y20-64,PC_INAC,EL,2007-01-01,40.9
FAMRESP,F,Y20-64,PC_INAC,EL,2008-01-01,40.1
FAMRESP,F,Y20-64,PC_INAC,EL,2009-01-01,39.2
FAMRESP,F,Y20-64,PC_INAC,EL,2010-01-01,36.4
FAMRESP,F,Y20-64,PC_INAC,EL,2011-01-01,33.4
FAMRESP,F,Y20-64,PC_INAC,EL,2012-01-01,31.2
FAMRESP,F,Y20-64,PC_INAC,EL,2013-01-01,30.1
FAMRESP,F,Y20-64,PC_INAC,EL,2014-01-01,27.7
FAMRESP,F,Y20-64,PC_INAC,EL,2015-01-01,26.0
FAMRESP,F,Y20-64,PC_INAC,EL,2016-01-01,25.5
FAMRESP,F,Y20-64,PC_INAC,EL,2017-01-01,25.3
FAMRESP,F,Y20-64,PC_INAC,ES,2000-01-01,40.3
FAMRESP,F,Y20-64,PC_INAC,ES,2001-01-01,33.4
FAMRESP,F,Y20-64,PC_INAC,ES,2002-01-01,34.3
FAMRESP,F,Y20-64,PC_INAC,ES,2003-01-01,33.1
FAMRESP,F,Y20-64,PC_INAC,ES,2004-01-01,31.6
FAMRESP,F,Y20-64,PC_INAC,ES,2005-01-01,52.6
FAMRESP,F,Y20-64,PC_INAC,ES,2006-01-01,52.5
FAMRESP,F,Y20-64,PC_INAC,ES,2007-01-01,53.8
FAMRESP,F,Y20-64,PC_INAC,ES,2008-01-01,51.4
FAMRESP,F,Y20-64,PC_INAC,ES,2009-01-01,49.2
FAMRESP,F,Y20-64,PC_INAC,ES,2010-01-01,47.2
FAMRESP,F,Y20-64,PC_INAC,ES,2011-01-01,47.3
FAMRESP,F,Y20-64,PC_INAC,ES,2012-01-01,43.7
FAMRESP,F,Y20-64,PC_INAC,ES,2013-01-01,41.5
FAMRESP,F,Y20-64,PC_INAC,ES,2014-01-01,41.0
FAMRESP,F,Y20-64,PC_INAC,ES,2015-01-01,44.2
FAMRESP,F,Y20-64,PC_INAC,ES,2016-01-01,43.7
FAMRESP,F,Y20-64,PC_INAC,ES,2017-01-01,43.3
FAMRESP,F,Y20-64,PC_INAC,EU27,2000-01-01,32.7
FAMRESP,F,Y20-64,PC_INAC,EU27,2001-01-01,31.5
FAMRESP,F,Y20-64,PC_INAC,EU27,2002-01-01,30.7
FAMRESP,F,Y20-64,PC_INAC,EU27,2003-01-01,30.8
FAMRESP,F,Y20-64,PC_INAC,EU27,2004-01-01,27.0
FAMRESP,F,Y20-64,PC_INAC,EU27,2005-01-01,24.9
FAMRESP,F,Y20-64,PC_INAC,EU27,2006-01-01,25.6
FAMRESP,F,Y20-64,PC_INAC,EU27,2007-01-01,25.6
FAMRESP,F,Y20-64,PC_INAC,EU27,2008-01-01,29.0
FAMRESP,F,Y20-64,PC_INAC,EU27,2009-01-01,28.8
FAMRESP,F,Y20-64,PC_INAC,EU27,2010-01-01,27.6
FAMRESP,F,Y20-64,PC_INAC,EU27,2011-01-01,27.5
FAMRESP,F,Y20-64,PC_INAC,EU27,2012-01-01,28.0
FAMRESP,F,Y20-64,PC_INAC,EU27,2013-01-01,29.6
FAMRESP,F,Y20-64,PC_INAC,EU27,2014-01-01,29.4
FAMRESP,F,Y20-64,PC_INAC,EU27,2015-01-01,30.1
FAMRESP,F,Y20-64,PC_INAC,EU27,2016-01-01,30.6
FAMRESP,F,Y20-64,PC_INAC,EU27,2017-01-01,31.0
FAMRESP,F,Y20-64,PC_INAC,EU28,2000-01-01,
FAMRESP,F,Y20-64,PC_INAC,EU28,2001-01-01,
FAMRESP,F,Y20-64,PC_INAC,EU28,2002-01-01,30.4
FAMRESP,F,Y20-64,PC_INAC,EU28,2003-01-01,30.7
FAMRESP,F,Y20-64,PC_INAC,EU28,2004-01-01,27.0
FAMRESP,F,Y20-64,PC_INAC,EU28,2005-01-01,24.9
FAMRESP,F,Y20-64,PC_INAC,EU28,2006-01-01,25.6
FAMRESP,F,Y20-64,PC_INAC,EU28,2007-01-01,25.7
FAMRESP,F,Y20-64,PC_INAC,EU28,2008-01-01,29.0
FAMRESP,F,Y20-64,PC_INAC,EU28,2009-01-01,28.8
FAMRESP,F,Y20-64,PC_INAC,EU28,2010-01-01,27.6
FAMRESP,F,Y20-64,PC_INAC,EU28,2011-01-01,27.5
FAMRESP,F,Y20-64,PC_INAC,EU28,2012-01-01,28.0
FAMRESP,F,Y20-64,PC_INAC,EU28,2013-01-01,29.5
FAMRESP,F,Y20-64,PC_INAC,EU28,2014-01-01,29.4
FAMRESP,F,Y20-64,PC_INAC,EU28,2015-01-01,30.1
FAMRESP,F,Y20-64,PC_INAC,EU28,2016-01-01,30.6
FAMRESP,F,Y20-64,PC_INAC,EU28,2017-01-01,31.0
FAMRESP,F,Y20-64,PC_INAC,FI,2000-01-01,23.9
FAMRESP,F,Y20-64,PC_INAC,FI,2001-01-01,23.4
FAMRESP,F,Y20-64,PC_INAC,FI,2002-01-01,20.4
FAMRESP,F,Y20-64,PC_INAC,FI,2003-01-01,21.6
FAMRESP,F,Y20-64,PC_INAC,FI,2004-01-01,23.5
FAMRESP,F,Y20-64,PC_INAC,FI,2005-01-01,22.5
FAMRESP,F,Y20-64,PC_INAC,FI,2006-01-01,24.0
FAMRESP,F,Y20-64,PC_INAC,FI,2007-01-01,22.3
FAMRESP,F,Y20-64,PC_INAC,FI,2008-01-01,21.2
FAMRESP,F,Y20-64,PC_INAC,FI,2009-01-01,20.6
FAMRESP,F,Y20-64,PC_INAC,FI,2010-01-01,22.4
FAMRESP,F,Y20-64,PC_INAC,FI,2011-01-01,21.5
FAMRESP,F,Y20-64,PC_INAC,FI,2012-01-01,21.7
FAMRESP,F,Y20-64,PC_INAC,FI,2013-01-01,21.6
FAMRESP,F,Y20-64,PC_INAC,FI,2014-01-01,21.1
FAMRESP,F,Y20-64,PC_INAC,FI,2015-01-01,22.8
FAMRESP,F,Y20-64,PC_INAC,FI,2016-01-01,20.4
FAMRESP,F,Y20-64,PC_INAC,FI,2017-01-01,20.7
FAMRESP,F,Y20-64,PC_INAC,FR,2000-01-01,2.1
FAMRESP,F,Y20-64,PC_INAC,FR,2001-01-01,2.0
FAMRESP,F,Y20-64,PC_INAC,FR,2002-01-01,1.6
FAMRESP,F,Y20-64,PC_INAC,FR,2003-01-01,2.0
FAMRESP,F,Y20-64,PC_INAC,FR,2004-01-01,2.3
FAMRESP,F,Y20-64,PC_INAC,FR,2005-01-01,1.6
FAMRESP,F,Y20-64,PC_INAC,FR,2006-01-01,2.8
FAMRESP,F,Y20-64,PC_INAC,FR,2007-01-01,2.3
FAMRESP,F,Y20-64,PC_INAC,FR,2008-01-01,2.3
FAMRESP,F,Y20-64,PC_INAC,FR,2009-01-01,2.6
FAMRESP,F,Y20-64,PC_INAC,FR,2010-01-01,2.2
FAMRESP,F,Y20-64,PC_INAC,FR,2011-01-01,2.2
FAMRESP,F,Y20-64,PC_INAC,FR,2012-01-01,2.2
FAMRESP,F,Y20-64,PC_INAC,FR,2013-01-01,17.6
FAMRESP,F,Y20-64,PC_INAC,FR,2014-01-01,17.2
FAMRESP,F,Y20-64,PC_INAC,FR,2015-01-01,18.9
FAMRESP,F,Y20-64,PC_INAC,FR,2016-01-01,18.3
FAMRESP,F,Y20-64,PC_INAC,FR,2017-01-01,18.3
FAMRESP,F,Y20-64,PC_INAC,HR,2000-01-01,
FAMRESP,F,Y20-64,PC_INAC,HR,2001-01-01,
FAMRESP,F,Y20-64,PC_INAC,HR,2002-01-01,5.3
FAMRESP,F,Y20-64,PC_INAC,HR,2003-01-01,25.7
FAMRESP,F,Y20-64,PC_INAC,HR,2004-01-01,25.1
FAMRESP,F,Y20-64,PC_INAC,HR,2005-01-01,23.6
FAMRESP,F,Y20-64,PC_INAC,HR,2006-01-01,26.2
FAMRESP,F,Y20-64,PC_INAC,HR,2007-01-01,28.4
FAMRESP,F,Y20-64,PC_INAC,HR,2008-01-01,28.3
FAMRESP,F,Y20-64,PC_INAC,HR,2009-01-01,29.4
FAMRESP,F,Y20-64,PC_INAC,HR,2010-01-01,30.2
FAMRESP,F,Y20-64,PC_INAC,HR,2011-01-01,30.2
FAMRESP,F,Y20-64,PC_INAC,HR,2012-01-01,29.5
FAMRESP,F,Y20-64,PC_INAC,HR,2013-01-01,29.0
FAMRESP,F,Y20-64,PC_INAC,HR,2014-01-01,26.9
FAMRESP,F,Y20-64,PC_INAC,HR,2015-01-01,28.0
FAMRESP,F,Y20-64,PC_INAC,HR,2016-01-01,32.6
FAMRESP,F,Y20-64,PC_INAC,HR,2017-01-01,28.7
FAMRESP,F,Y20-64,PC_INAC,HU,2000-01-01,20.2
FAMRESP,F,Y20-64,PC_INAC,HU,2001-01-01,20.1
FAMRESP,F,Y20-64,PC_INAC,HU,2002-01-01,20.1
FAMRESP,F,Y20-64,PC_INAC,HU,2003-01-01,21.7
FAMRESP,F,Y20-64,PC_INAC,HU,2004-01-01,21.8
FAMRESP,F,Y20-64,PC_INAC,HU,2005-01-01,24.1
FAMRESP,F,Y20-64,PC_INAC,HU,2006-01-01,23.3
FAMRESP,F,Y20-64,PC_INAC,HU,2007-01-01,24.0
FAMRESP,F,Y20-64,PC_INAC,HU,2008-01-01,24.1
FAMRESP,F,Y20-64,PC_INAC,HU,2009-01-01,24.0
FAMRESP,F,Y20-64,PC_INAC,HU,2010-01-01,24.1
FAMRESP,F,Y20-64,PC_INAC,HU,2011-01-01,25.2
FAMRESP,F,Y20-64,PC_INAC,HU,2012-01-01,25.0
FAMRESP,F,Y20-64,PC_INAC,HU,2013-01-01,25.4
FAMRESP,F,Y20-64,PC_INAC,HU,2014-01-01,25.5
FAMRESP,F,Y20-64,PC_INAC,HU,2015-01-01,28.1
FAMRESP,F,Y20-64,PC_INAC,HU,2016-01-01,30.1
FAMRESP,F,Y20-64,PC_INAC,HU,2017-01-01,30.5
FAMRESP,F,Y20-64,PC_INAC,IE,2000-01-01,6.9
FAMRESP,F,Y20-64,PC_INAC,IE,2001-01-01,6.8
FAMRESP,F,Y20-64,PC_INAC,IE,2002-01-01,5.9
FAMRESP,F,Y20-64,PC_INAC,IE,2003-01-01,6.3
FAMRESP,F,Y20-64,PC_INAC,IE,2004-01-01,4.2
FAMRESP,F,Y20-64,PC_INAC,IE,2005-01-01,3.4
FAMRESP,F,Y20-64,PC_INAC,IE,2006-01-01,4.6
FAMRESP,F,Y20-64,PC_INAC,IE,2007-01-01,4.4
FAMRESP,F,Y20-64,PC_INAC,IE,2008-01-01,3.6
FAMRESP,F,Y20-64,PC_INAC,IE,2009-01-01,3.4
FAMRESP,F,Y20-64,PC_INAC,IE,2010-01-01,4.0
FAMRESP,F,Y20-64,PC_INAC,IE,2011-01-01,4.0
FAMRESP,F,Y20-64,PC_INAC,IE,2012-01-01,40.7
FAMRESP,F,Y20-64,PC_INAC,IE,2013-01-01,52.7
FAMRESP,F,Y20-64,PC_INAC,IE,2014-01-01,53.9
FAMRESP,F,Y20-64,PC_INAC,IE,2015-01-01,56.0
FAMRESP,F,Y20-64,PC_INAC,IE,2016-01-01,57.1
FAMRESP,F,Y20-64,PC_INAC,IE,2017-01-01,54.2
FAMRESP,F,Y20-64,PC_INAC,IS,2000-01-01,20.6
FAMRESP,F,Y20-64,PC_INAC,IS,2001-01-01,26.3
FAMRESP,F,Y20-64,PC_INAC,IS,2002-01-01,23.1
FAMRESP,F,Y20-64,PC_INAC,IS,2003-01-01,21.8
FAMRESP,F,Y20-64,PC_INAC,IS,2004-01-01,22.0
FAMRESP,F,Y20-64,PC_INAC,IS,2005-01-01,19.0
FAMRESP,F,Y20-64,PC_INAC,IS,2006-01-01,16.4
FAMRESP,F,Y20-64,PC_INAC,IS,2007-01-01,15.4
FAMRESP,F,Y20-64,PC_INAC,IS,2008-01-01,15.6
FAMRESP,F,Y20-64,PC_INAC,IS,2009-01-01,12.9
FAMRESP,F,Y20-64,PC_INAC,IS,2010-01-01,12.2
FAMRESP,F,Y20-64,PC_INAC,IS,2011-01-01,9.9
FAMRESP,F,Y20-64,PC_INAC,IS,2012-01-01,10.6
FAMRESP,F,Y20-64,PC_INAC,IS,2013-01-01,7.7
FAMRESP,F,Y20-64,PC_INAC,IS,2014-01-01,11.4
FAMRESP,F,Y20-64,PC_INAC,IS,2015-01-01,9.9
FAMRESP,F,Y20-64,PC_INAC,IS,2016-01-01,8.4
FAMRESP,F,Y20-64,PC_INAC,IS,2017-01-01,6.2
FAMRESP,F,Y20-64,PC_INAC,IT,2000-01-01,50.9
FAMRESP,F,Y20-64,PC_INAC,IT,2001-01-01,50.3
FAMRESP,F,Y20-64,PC_INAC,IT,2002-01-01,49.7
FAMRESP,F,Y20-64,PC_INAC,IT,2003-01-01,49.6
FAMRESP,F,Y20-64,PC_INAC,IT,2004-01-01,28.4
FAMRESP,F,Y20-64,PC_INAC,IT,2005-01-01,25.8
FAMRESP,F,Y20-64,PC_INAC,IT,2006-01-01,29.8
FAMRESP,F,Y20-64,PC_INAC,IT,2007-01-01,28.9
FAMRESP,F,Y20-64,PC_INAC,IT,2008-01-01,28.7
FAMRESP,F,Y20-64,PC_INAC,IT,2009-01-01,29.6
FAMRESP,F,Y20-64,PC_INAC,IT,2010-01-01,26.9
FAMRESP,F,Y20-64,PC_INAC,IT,2011-01-01,27.2
FAMRESP,F,Y20-64,PC_INAC,IT,2012-01-01,27.6
FAMRESP,F,Y20-64,PC_INAC,IT,2013-01-01,28.3
FAMRESP,F,Y20-64,PC_INAC,IT,2014-01-01,28.7
FAMRESP,F,Y20-64,PC_INAC,IT,2015-01-01,28.2
FAMRESP,F,Y20-64,PC_INAC,IT,2016-01-01,29.2
FAMRESP,F,Y20-64,PC_INAC,IT,2017-01-01,31.2
FAMRESP,F,Y20-64,PC_INAC,LT,2000-01-01,17.8
FAMRESP,F,Y20-64,PC_INAC,LT,2001-01-01,17.1
FAMRESP,F,Y20-64,PC_INAC,LT,2002-01-01,17.0
FAMRESP,F,Y20-64,PC_INAC,LT,2003-01-01,15.1
FAMRESP,F,Y20-64,PC_INAC,LT,2004-01-01,20.3
FAMRESP,F,Y20-64,PC_INAC,LT,2005-01-01,20.5
FAMRESP,F,Y20-64,PC_INAC,LT,2006-01-01,22.5
FAMRESP,F,Y20-64,PC_INAC,LT,2007-01-01,21.7
FAMRESP,F,Y20-64,PC_INAC,LT,2008-01-01,23.2
FAMRESP,F,Y20-64,PC_INAC,LT,2009-01-01,21.5
FAMRESP,F,Y20-64,PC_INAC,LT,2010-01-01,17.9
FAMRESP,F,Y20-64,PC_INAC,LT,2011-01-01,16.9
FAMRESP,F,Y20-64,PC_INAC,LT,2012-01-01,18.2
FAMRESP,F,Y20-64,PC_INAC,LT,2013-01-01,20.3
FAMRESP,F,Y20-64,PC_INAC,LT,2014-01-01,20.8
FAMRESP,F,Y20-64,PC_INAC,LT,2015-01-01,20.8
FAMRESP,F,Y20-64,PC_INAC,LT,2016-01-01,20.7
FAMRESP,F,Y20-64,PC_INAC,LT,2017-01-01,24.4
FAMRESP,F,Y20-64,PC_INAC,LU,2000-01-01,70.7
FAMRESP,F,Y20-64,PC_INAC,LU,2001-01-01,72.0
FAMRESP,F,Y20-64,PC_INAC,LU,2002-01-01,74.7
FAMRESP,F,Y20-64,PC_INAC,LU,2003-01-01,71.9
FAMRESP,F,Y20-64,PC_INAC,LU,2004-01-01,71.5
FAMRESP,F,Y20-64,PC_INAC,LU,2005-01-01,70.1
FAMRESP,F,Y20-64,PC_INAC,LU,2006-01-01,67.9
FAMRESP,F,Y20-64,PC_INAC,LU,2007-01-01,67.5
FAMRESP,F,Y20-64,PC_INAC,LU,2008-01-01,64.3
FAMRESP,F,Y20-64,PC_INAC,LU,2009-01-01,43.9
FAMRESP,F,Y20-64,PC_INAC,LU,2010-01-01,42.4
FAMRESP,F,Y20-64,PC_INAC,LU,2011-01-01,44.1
FAMRESP,F,Y20-64,PC_INAC,LU,2012-01-01,44.0
FAMRESP,F,Y20-64,PC_INAC,LU,2013-01-01,37.6
FAMRESP,F,Y20-64,PC_INAC,LU,2014-01-01,37.8
FAMRESP,F,Y20-64,PC_INAC,LU,2015-01-01,28.6
FAMRESP,F,Y20-64,PC_INAC,LU,2016-01-01,24.7
FAMRESP,F,Y20-64,PC_INAC,LU,2017-01-01,25.7
FAMRESP,F,Y20-64,PC_INAC,LV,2000-01-01,
FAMRESP,F,Y20-64,PC_INAC,LV,2001-01-01,12.9
FAMRESP,F,Y20-64,PC_INAC,LV,2002-01-01,24.2
FAMRESP,F,Y20-64,PC_INAC,LV,2003-01-01,27.6
FAMRESP,F,Y20-64,PC_INAC,LV,2004-01-01,32.3
FAMRESP,F,Y20-64,PC_INAC,LV,2005-01-01,29.7
FAMRESP,F,Y20-64,PC_INAC,LV,2006-01-01,31.1
FAMRESP,F,Y20-64,PC_INAC,LV,2007-01-01,31.7
FAMRESP,F,Y20-64,PC_INAC,LV,2008-01-01,33.0
FAMRESP,F,Y20-64,PC_INAC,LV,2009-01-01,27.9
FAMRESP,F,Y20-64,PC_INAC,LV,2010-01-01,23.7
FAMRESP,F,Y20-64,PC_INAC,LV,2011-01-01,24.8
FAMRESP,F,Y20-64,PC_INAC,LV,2012-01-01,26.6
FAMRESP,F,Y20-64,PC_INAC,LV,2013-01-01,26.7
FAMRESP,F,Y20-64,PC_INAC,LV,2014-01-01,29.2
FAMRESP,F,Y20-64,PC_INAC,LV,2015-01-01,32.0
FAMRESP,F,Y20-64,PC_INAC,LV,2016-01-01,31.2
FAMRESP,F,Y20-64,PC_INAC,LV,2017-01-01,34.0
FAMRESP,F,Y20-64,PC_INAC,ME,2000-01-01,
FAMRESP,F,Y20-64,PC_INAC,ME,2001-01-01,
FAMRESP,F,Y20-64,PC_INAC,ME,2002-01-01,
FAMRESP,F,Y20-64,PC_INAC,ME,2003-01-01,
FAMRESP,F,Y20-64,PC_INAC,ME,2004-01-01,
FAMRESP,F,Y20-64,PC_INAC,ME,2005-01-01,
FAMRESP,F,Y20-64,PC_INAC,ME,2006-01-01,
FAMRESP,F,Y20-64,PC_INAC,ME,2007-01-01,
FAMRESP,F,Y20-64,PC_INAC,ME,2008-01-01,
FAMRESP,F,Y20-64,PC_INAC,ME,2009-01-01,
FAMRESP,F,Y20-64,PC_INAC,ME,2010-01-01,
FAMRESP,F,Y20-64,PC_INAC,ME,2011-01-01,32.0
FAMRESP,F,Y20-64,PC_INAC,ME,2012-01-01,37.6
FAMRESP,F,Y20-64,PC_INAC,ME,2013-01-01,41.6
FAMRESP,F,Y20-64,PC_INAC,ME,2014-01-01,40.1
FAMRESP,F,Y20-64,PC_INAC,ME,2015-01-01,41.5
FAMRESP,F,Y20-64,PC_INAC,ME,2016-01-01,32.8
FAMRESP,F,Y20-64,PC_INAC,ME,2017-01-01,33.4
FAMRESP,F,Y20-64,PC_INAC,MK,2000-01-01,
FAMRESP,F,Y20-64,PC_INAC,MK,2001-01-01,
FAMRESP,F,Y20-64,PC_INAC,MK,2002-01-01,
FAMRESP,F,Y20-64,PC_INAC,MK,2003-01-01,
FAMRESP,F,Y20-64,PC_INAC,MK,2004-01-01,
FAMRESP,F,Y20-64,PC_INAC,MK,2005-01-01,
FAMRESP,F,Y20-64,PC_INAC,MK,2006-01-01,45.3
FAMRESP,F,Y20-64,PC_INAC,MK,2007-01-01,53.7
FAMRESP,F,Y20-64,PC_INAC,MK,2008-01-01,57.7
FAMRESP,F,Y20-64,PC_INAC,MK,2009-01-01,57.7
FAMRESP,F,Y20-64,PC_INAC,MK,2010-01-01,57.2
FAMRESP,F,Y20-64,PC_INAC,MK,2011-01-01,57.4
FAMRESP,F,Y20-64,PC_INAC,MK,2012-01-01,55.5
FAMRESP,F,Y20-64,PC_INAC,MK,2013-01-01,59.4
FAMRESP,F,Y20-64,PC_INAC,MK,2014-01-01,60.9
FAMRESP,F,Y20-64,PC_INAC,MK,2015-01-01,63.3
FAMRESP,F,Y20-64,PC_INAC,MK,2016-01-01,62.0
FAMRESP,F,Y20-64,PC_INAC,MK,2017-01-01,62.1
FAMRESP,F,Y20-64,PC_INAC,MT,2000-01-01,65.7
FAMRESP,F,Y20-64,PC_INAC,MT,2001-01-01,84.1
FAMRESP,F,Y20-64,PC_INAC,MT,2002-01-01,84.7
FAMRESP,F,Y20-64,PC_INAC,MT,2003-01-01,82.8
FAMRESP,F,Y20-64,PC_INAC,MT,2004-01-01,80.5
FAMRESP,F,Y20-64,PC_INAC,MT,2005-01-01,72.1
FAMRESP,F,Y20-64,PC_INAC,MT,2006-01-01,67.3
FAMRESP,F,Y20-64,PC_INAC,MT,2007-01-01,62.8
FAMRESP,F,Y20-64,PC_INAC,MT,2008-01-01,63.3
FAMRESP,F,Y20-64,PC_INAC,MT,2009-01-01,65.8
FAMRESP,F,Y20-64,PC_INAC,MT,2010-01-01,58.6
FAMRESP,F,Y20-64,PC_INAC,MT,2011-01-01,56.0
FAMRESP,F,Y20-64,PC_INAC,MT,2012-01-01,56.4
FAMRESP,F,Y20-64,PC_INAC,MT,2013-01-01,55.8
FAMRESP,F,Y20-64,PC_INAC,MT,2014-01-01,50.3
FAMRESP,F,Y20-64,PC_INAC,MT,2015-01-01,44.0
FAMRESP,F,Y20-64,PC_INAC,MT,2016-01-01,40.7
