currency,bop_item,sector10,sectpart,stk_flow,partner,geotime,date,value
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,1995-10-01,
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,1996-01-01,
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,1996-04-01,
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,1996-07-01,
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,1996-10-01,
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,1997-01-01,
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,1997-04-01,
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,1997-07-01,
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,1997-10-01,
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,1998-01-01,
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,1998-04-01,
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,1998-07-01,
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,1998-10-01,
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,1999-01-01,92691.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,1999-04-01,96700.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,1999-07-01,103117.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,1999-10-01,99279.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2000-01-01,106229.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2000-04-01,111471.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2000-07-01,119136.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2000-10-01,116790.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2001-01-01,125572.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2001-04-01,126544.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2001-07-01,128677.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2001-10-01,133636.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2002-01-01,132493.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2002-04-01,127636.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2002-07-01,130571.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2002-10-01,129552.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2003-01-01,137697.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2003-04-01,143751.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2003-07-01,142231.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2003-10-01,139716.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2004-01-01,154086.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2004-04-01,156088.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2004-07-01,163344.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2004-10-01,157374.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2005-01-01,175802.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2005-04-01,189454.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2005-07-01,193109.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2005-10-01,193655.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2006-01-01,204804.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2006-04-01,205606.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2006-07-01,214485.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2006-10-01,235888.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2007-01-01,245173.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2007-04-01,265491.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2007-07-01,266046.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2007-10-01,269602.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2008-01-01,294453.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2008-04-01,314477.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2008-07-01,315313.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2008-10-01,306837.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2009-01-01,307190.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2009-04-01,305228.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2009-07-01,305388.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2009-10-01,287225.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2010-01-01,302295.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2010-04-01,312839.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2010-07-01,292266.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2010-10-01,275265.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2011-01-01,295783.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2011-04-01,296304.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2011-07-01,299037.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2011-10-01,300966.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2012-01-01,303384.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2012-04-01,308542.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2012-07-01,306739.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2012-10-01,298963.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2013-01-01,303875.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2013-04-01,308457.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2013-07-01,303706.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2013-10-01,291789.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2014-01-01,287755.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2014-04-01,295738.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2014-07-01,288224.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2014-10-01,277664.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2015-01-01,284151.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2015-04-01,274696.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2015-07-01,272265.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2015-10-01,263068.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2016-01-01,273061.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2016-04-01,264765.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2016-07-01,256708.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2016-10-01,246732.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2017-01-01,261064.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2017-04-01,262700.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2017-07-01,259748.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2017-10-01,249548.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2018-01-01,263467.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT,2018-04-01,263274.0
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,BE,1995-10-01,
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,BE,1996-01-01,
