unit,geotime,date,value
EUR_KG_CLV10,AL,2000-01-01,
EUR_KG_CLV10,AL,2001-01-01,
EUR_KG_CLV10,AL,2002-01-01,
EUR_KG_CLV10,AL,2003-01-01,
EUR_KG_CLV10,AL,2004-01-01,
EUR_KG_CLV10,AL,2005-01-01,
EUR_KG_CLV10,AL,2006-01-01,
EUR_KG_CLV10,AL,2007-01-01,
EUR_KG_CLV10,AL,2008-01-01,
EUR_KG_CLV10,AL,2009-01-01,
EUR_KG_CLV10,AL,2010-01-01,
EUR_KG_CLV10,AL,2011-01-01,0
EUR_KG_CLV10,AL,2012-01-01,0
EUR_KG_CLV10,AL,2013-01-01,
EUR_KG_CLV10,AL,2014-01-01,
EUR_KG_CLV10,AL,2015-01-01,
EUR_KG_CLV10,AL,2016-01-01,
EUR_KG_CLV10,AL,2017-01-01,
EUR_KG_CLV10,AT,2000-01-01,1
EUR_KG_CLV10,AT,2001-01-01,1
EUR_KG_CLV10,AT,2002-01-01,1
EUR_KG_CLV10,AT,2003-01-01,1
EUR_KG_CLV10,AT,2004-01-01,1
EUR_KG_CLV10,AT,2005-01-01,1
EUR_KG_CLV10,AT,2006-01-01,1
EUR_KG_CLV10,AT,2007-01-01,1
EUR_KG_CLV10,AT,2008-01-01,1
EUR_KG_CLV10,AT,2009-01-01,1
EUR_KG_CLV10,AT,2010-01-01,1
EUR_KG_CLV10,AT,2011-01-01,1
EUR_KG_CLV10,AT,2012-01-01,1
EUR_KG_CLV10,AT,2013-01-01,1
EUR_KG_CLV10,AT,2014-01-01,1
EUR_KG_CLV10,AT,2015-01-01,1
EUR_KG_CLV10,AT,2016-01-01,1
EUR_KG_CLV10,AT,2017-01-01,1
EUR_KG_CLV10,BA,2000-01-01,
EUR_KG_CLV10,BA,2001-01-01,
EUR_KG_CLV10,BA,2002-01-01,
EUR_KG_CLV10,BA,2003-01-01,
EUR_KG_CLV10,BA,2004-01-01,
EUR_KG_CLV10,BA,2005-01-01,
EUR_KG_CLV10,BA,2006-01-01,
EUR_KG_CLV10,BA,2007-01-01,
EUR_KG_CLV10,BA,2008-01-01,
EUR_KG_CLV10,BA,2009-01-01,
EUR_KG_CLV10,BA,2010-01-01,
EUR_KG_CLV10,BA,2011-01-01,
EUR_KG_CLV10,BA,2012-01-01,
EUR_KG_CLV10,BA,2013-01-01,
EUR_KG_CLV10,BA,2014-01-01,
EUR_KG_CLV10,BA,2015-01-01,0
EUR_KG_CLV10,BA,2016-01-01,
EUR_KG_CLV10,BA,2017-01-01,
EUR_KG_CLV10,BE,2000-01-01,2
EUR_KG_CLV10,BE,2001-01-01,2
EUR_KG_CLV10,BE,2002-01-01,2
EUR_KG_CLV10,BE,2003-01-01,2
EUR_KG_CLV10,BE,2004-01-01,2
EUR_KG_CLV10,BE,2005-01-01,2
EUR_KG_CLV10,BE,2006-01-01,1
EUR_KG_CLV10,BE,2007-01-01,2
EUR_KG_CLV10,BE,2008-01-01,2
EUR_KG_CLV10,BE,2009-01-01,2
EUR_KG_CLV10,BE,2010-01-01,2
EUR_KG_CLV10,BE,2011-01-01,2
EUR_KG_CLV10,BE,2012-01-01,2
EUR_KG_CLV10,BE,2013-01-01,2
EUR_KG_CLV10,BE,2014-01-01,2
EUR_KG_CLV10,BE,2015-01-01,2
EUR_KG_CLV10,BE,2016-01-01,2
EUR_KG_CLV10,BE,2017-01-01,2
EUR_KG_CLV10,BG,2000-01-01,0
EUR_KG_CLV10,BG,2001-01-01,0
EUR_KG_CLV10,BG,2002-01-01,0
EUR_KG_CLV10,BG,2003-01-01,0
EUR_KG_CLV10,BG,2004-01-01,0
EUR_KG_CLV10,BG,2005-01-01,0
EUR_KG_CLV10,BG,2006-01-01,0
EUR_KG_CLV10,BG,2007-01-01,0
EUR_KG_CLV10,BG,2008-01-01,0
EUR_KG_CLV10,BG,2009-01-01,0
EUR_KG_CLV10,BG,2010-01-01,0
EUR_KG_CLV10,BG,2011-01-01,0
EUR_KG_CLV10,BG,2012-01-01,0
