stk_flow,sitc06,partner,unit,geotime,date,value
BAL_RT,TOTAL,EXT_EA19,TVAL_SA,EA19,2017-09-01,23637.0
BAL_RT,TOTAL,EXT_EA19,TVAL_SA,EA19,2017-10-01,17525.4
BAL_RT,TOTAL,EXT_EA19,TVAL_SA,EA19,2017-11-01,20182.3
BAL_RT,TOTAL,EXT_EA19,TVAL_SA,EA19,2017-12-01,22765.2
BAL_RT,TOTAL,EXT_EA19,TVAL_SA,EA19,2018-01-01,19378.8
BAL_RT,TOTAL,EXT_EA19,TVAL_SA,EA19,2018-02-01,17985.4
BAL_RT,TOTAL,EXT_EA19,TVAL_SA,EA19,2018-03-01,19138.1
BAL_RT,TOTAL,EXT_EA19,TVAL_SA,EA19,2018-04-01,17834.7
BAL_RT,TOTAL,EXT_EA19,TVAL_SA,EA19,2018-05-01,16665.5
BAL_RT,TOTAL,EXT_EA19,TVAL_SA,EA19,2018-06-01,16648.5
BAL_RT,TOTAL,EXT_EA19,TVAL_SA,EA19,2018-07-01,12586.5
BAL_RT,TOTAL,EXT_EA19,TVAL_SA,EA19,2018-08-01,16573.2
BAL_RT,TOTAL,EXT_EU28,TVAL_SA,EU28,2017-09-01,2651.7
BAL_RT,TOTAL,EXT_EU28,TVAL_SA,EU28,2017-10-01,-751.0
BAL_RT,TOTAL,EXT_EU28,TVAL_SA,EU28,2017-11-01,2756.7
BAL_RT,TOTAL,EXT_EU28,TVAL_SA,EU28,2017-12-01,4730.7
BAL_RT,TOTAL,EXT_EU28,TVAL_SA,EU28,2018-01-01,-1906.7
BAL_RT,TOTAL,EXT_EU28,TVAL_SA,EU28,2018-02-01,488.1
BAL_RT,TOTAL,EXT_EU28,TVAL_SA,EU28,2018-03-01,4332.4
BAL_RT,TOTAL,EXT_EU28,TVAL_SA,EU28,2018-04-01,-892.0
BAL_RT,TOTAL,EXT_EU28,TVAL_SA,EU28,2018-05-01,-862.2
BAL_RT,TOTAL,EXT_EU28,TVAL_SA,EU28,2018-06-01,672.5
BAL_RT,TOTAL,EXT_EU28,TVAL_SA,EU28,2018-07-01,-4938.0
BAL_RT,TOTAL,EXT_EU28,TVAL_SA,EU28,2018-08-01,-2101.4
