sex,age,unit,geotime,date,value
T,TOTAL,PC,TR,2014-01-01,41.6
T,TOTAL,PC,TR,2015-01-01,41.3
T,TOTAL,PC,TR,2016-01-01,
T,TOTAL,PC,TR,2017-01-01,
T,TOTAL,PC,UK,2003-01-01,
T,TOTAL,PC,UK,2004-01-01,
T,TOTAL,PC,UK,2005-01-01,24.8
T,TOTAL,PC,UK,2006-01-01,23.7
T,TOTAL,PC,UK,2007-01-01,22.6
T,TOTAL,PC,UK,2008-01-01,23.2
T,TOTAL,PC,UK,2009-01-01,22.0
T,TOTAL,PC,UK,2010-01-01,23.2
T,TOTAL,PC,UK,2011-01-01,22.7
T,TOTAL,PC,UK,2012-01-01,24.1
T,TOTAL,PC,UK,2013-01-01,24.8
T,TOTAL,PC,UK,2014-01-01,24.1
T,TOTAL,PC,UK,2015-01-01,23.5
T,TOTAL,PC,UK,2016-01-01,22.2
T,TOTAL,PC,UK,2017-01-01,
T,TOTAL,THS_PER,AT,2003-01-01,1244.0
T,TOTAL,THS_PER,AT,2004-01-01,1448.0
T,TOTAL,THS_PER,AT,2005-01-01,1416.0
T,TOTAL,THS_PER,AT,2006-01-01,1454.0
T,TOTAL,THS_PER,AT,2007-01-01,1376.0
T,TOTAL,THS_PER,AT,2008-01-01,1699.0
T,TOTAL,THS_PER,AT,2009-01-01,1577.0
T,TOTAL,THS_PER,AT,2010-01-01,1566.0
T,TOTAL,THS_PER,AT,2011-01-01,1593.0
T,TOTAL,THS_PER,AT,2012-01-01,1542.0
T,TOTAL,THS_PER,AT,2013-01-01,1572.0
T,TOTAL,THS_PER,AT,2014-01-01,1609.0
T,TOTAL,THS_PER,AT,2015-01-01,1551.0
T,TOTAL,THS_PER,AT,2016-01-01,1542.0
T,TOTAL,THS_PER,AT,2017-01-01,1563.0
T,TOTAL,THS_PER,BE,2003-01-01,2405.0
T,TOTAL,THS_PER,BE,2004-01-01,2257.0
T,TOTAL,THS_PER,BE,2005-01-01,2338.0
T,TOTAL,THS_PER,BE,2006-01-01,2247.0
T,TOTAL,THS_PER,BE,2007-01-01,2261.0
T,TOTAL,THS_PER,BE,2008-01-01,2194.0
T,TOTAL,THS_PER,BE,2009-01-01,2145.0
T,TOTAL,THS_PER,BE,2010-01-01,2235.0
T,TOTAL,THS_PER,BE,2011-01-01,2271.0
T,TOTAL,THS_PER,BE,2012-01-01,2356.0
T,TOTAL,THS_PER,BE,2013-01-01,2286.0
T,TOTAL,THS_PER,BE,2014-01-01,2339.0
T,TOTAL,THS_PER,BE,2015-01-01,2336.0
T,TOTAL,THS_PER,BE,2016-01-01,2335.0
T,TOTAL,THS_PER,BE,2017-01-01,2296.0
T,TOTAL,THS_PER,BG,2003-01-01,
T,TOTAL,THS_PER,BG,2004-01-01,
T,TOTAL,THS_PER,BG,2005-01-01,
T,TOTAL,THS_PER,BG,2006-01-01,4734.0
T,TOTAL,THS_PER,BG,2007-01-01,4663.0
T,TOTAL,THS_PER,BG,2008-01-01,3421.0
T,TOTAL,THS_PER,BG,2009-01-01,3511.0
T,TOTAL,THS_PER,BG,2010-01-01,3719.0
T,TOTAL,THS_PER,BG,2011-01-01,3693.0
T,TOTAL,THS_PER,BG,2012-01-01,3621.0
T,TOTAL,THS_PER,BG,2013-01-01,3493.0
T,TOTAL,THS_PER,BG,2014-01-01,2909.0
T,TOTAL,THS_PER,BG,2015-01-01,2982.0
T,TOTAL,THS_PER,BG,2016-01-01,2890.0
T,TOTAL,THS_PER,BG,2017-01-01,2767.0
T,TOTAL,THS_PER,CH,2003-01-01,
T,TOTAL,THS_PER,CH,2004-01-01,
T,TOTAL,THS_PER,CH,2005-01-01,
T,TOTAL,THS_PER,CH,2006-01-01,
T,TOTAL,THS_PER,CH,2007-01-01,1304.0
T,TOTAL,THS_PER,CH,2008-01-01,1333.0
T,TOTAL,THS_PER,CH,2009-01-01,1338.0
T,TOTAL,THS_PER,CH,2010-01-01,1291.0
T,TOTAL,THS_PER,CH,2011-01-01,1308.0
T,TOTAL,THS_PER,CH,2012-01-01,1350.0
T,TOTAL,THS_PER,CH,2013-01-01,1271.0
T,TOTAL,THS_PER,CH,2014-01-01,1315.0
T,TOTAL,THS_PER,CH,2015-01-01,1476.0
T,TOTAL,THS_PER,CH,2016-01-01,1460.0
T,TOTAL,THS_PER,CH,2017-01-01,
T,TOTAL,THS_PER,CY,2003-01-01,
T,TOTAL,THS_PER,CY,2004-01-01,
T,TOTAL,THS_PER,CY,2005-01-01,188.0
T,TOTAL,THS_PER,CY,2006-01-01,193.0
T,TOTAL,THS_PER,CY,2007-01-01,195.0
T,TOTAL,THS_PER,CY,2008-01-01,181.0
T,TOTAL,THS_PER,CY,2009-01-01,188.0
T,TOTAL,THS_PER,CY,2010-01-01,202.0
T,TOTAL,THS_PER,CY,2011-01-01,207.0
T,TOTAL,THS_PER,CY,2012-01-01,234.0
T,TOTAL,THS_PER,CY,2013-01-01,240.0
T,TOTAL,THS_PER,CY,2014-01-01,234.0
T,TOTAL,THS_PER,CY,2015-01-01,244.0
T,TOTAL,THS_PER,CY,2016-01-01,234.0
T,TOTAL,THS_PER,CY,2017-01-01,215.0
T,TOTAL,THS_PER,CZ,2003-01-01,
T,TOTAL,THS_PER,CZ,2004-01-01,
T,TOTAL,THS_PER,CZ,2005-01-01,1988.0
T,TOTAL,THS_PER,CZ,2006-01-01,1832.0
T,TOTAL,THS_PER,CZ,2007-01-01,1613.0
T,TOTAL,THS_PER,CZ,2008-01-01,1566.0
T,TOTAL,THS_PER,CZ,2009-01-01,1448.0
T,TOTAL,THS_PER,CZ,2010-01-01,1495.0
T,TOTAL,THS_PER,CZ,2011-01-01,1598.0
T,TOTAL,THS_PER,CZ,2012-01-01,1580.0
T,TOTAL,THS_PER,CZ,2013-01-01,1508.0
T,TOTAL,THS_PER,CZ,2014-01-01,1532.0
T,TOTAL,THS_PER,CZ,2015-01-01,1444.0
T,TOTAL,THS_PER,CZ,2016-01-01,1375.0
T,TOTAL,THS_PER,CZ,2017-01-01,1267.0
T,TOTAL,THS_PER,DE,2003-01-01,
T,TOTAL,THS_PER,DE,2004-01-01,
T,TOTAL,THS_PER,DE,2005-01-01,15022.0
T,TOTAL,THS_PER,DE,2006-01-01,16444.0
T,TOTAL,THS_PER,DE,2007-01-01,16760.0
T,TOTAL,THS_PER,DE,2008-01-01,16345.0
T,TOTAL,THS_PER,DE,2009-01-01,16217.0
T,TOTAL,THS_PER,DE,2010-01-01,15962.0
T,TOTAL,THS_PER,DE,2011-01-01,16074.0
T,TOTAL,THS_PER,DE,2012-01-01,15909.0
T,TOTAL,THS_PER,DE,2013-01-01,16212.0
T,TOTAL,THS_PER,DE,2014-01-01,16508.0
T,TOTAL,THS_PER,DE,2015-01-01,16083.0
T,TOTAL,THS_PER,DE,2016-01-01,16035.0
T,TOTAL,THS_PER,DE,2017-01-01,15516.0
T,TOTAL,THS_PER,DK,2003-01-01,899.0
T,TOTAL,THS_PER,DK,2004-01-01,880.0
T,TOTAL,THS_PER,DK,2005-01-01,921.0
T,TOTAL,THS_PER,DK,2006-01-01,896.0
T,TOTAL,THS_PER,DK,2007-01-01,905.0
T,TOTAL,THS_PER,DK,2008-01-01,887.0
T,TOTAL,THS_PER,DK,2009-01-01,962.0
T,TOTAL,THS_PER,DK,2010-01-01,1007.0
T,TOTAL,THS_PER,DK,2011-01-01,969.0
T,TOTAL,THS_PER,DK,2012-01-01,965.0
T,TOTAL,THS_PER,DK,2013-01-01,1025.0
T,TOTAL,THS_PER,DK,2014-01-01,1006.0
T,TOTAL,THS_PER,DK,2015-01-01,999.0
T,TOTAL,THS_PER,DK,2016-01-01,951.0
T,TOTAL,THS_PER,DK,2017-01-01,980.0
T,TOTAL,THS_PER,EA18,2003-01-01,
T,TOTAL,THS_PER,EA18,2004-01-01,
T,TOTAL,THS_PER,EA18,2005-01-01,69588.0
T,TOTAL,THS_PER,EA18,2006-01-01,70610.0
T,TOTAL,THS_PER,EA18,2007-01-01,70452.0
T,TOTAL,THS_PER,EA18,2008-01-01,70287.0
T,TOTAL,THS_PER,EA18,2009-01-01,70323.0
T,TOTAL,THS_PER,EA18,2010-01-01,71656.0
T,TOTAL,THS_PER,EA18,2011-01-01,74875.0
T,TOTAL,THS_PER,EA18,2012-01-01,76398.0
T,TOTAL,THS_PER,EA18,2013-01-01,75764.0
T,TOTAL,THS_PER,EA18,2014-01-01,77033.0
T,TOTAL,THS_PER,EA18,2015-01-01,75811.0
T,TOTAL,THS_PER,EA18,2016-01-01,76178.0
T,TOTAL,THS_PER,EA18,2017-01-01,73101.0
T,TOTAL,THS_PER,EA19,2003-01-01,
T,TOTAL,THS_PER,EA19,2004-01-01,
T,TOTAL,THS_PER,EA19,2005-01-01,70988.0
T,TOTAL,THS_PER,EA19,2006-01-01,71827.0
T,TOTAL,THS_PER,EA19,2007-01-01,71419.0
T,TOTAL,THS_PER,EA19,2008-01-01,71197.0
T,TOTAL,THS_PER,EA19,2009-01-01,71266.0
T,TOTAL,THS_PER,EA19,2010-01-01,72723.0
T,TOTAL,THS_PER,EA19,2011-01-01,75887.0
T,TOTAL,THS_PER,EA19,2012-01-01,77373.0
T,TOTAL,THS_PER,EA19,2013-01-01,76681.0
T,TOTAL,THS_PER,EA19,2014-01-01,77837.0
T,TOTAL,THS_PER,EA19,2015-01-01,76668.0
T,TOTAL,THS_PER,EA19,2016-01-01,77048.0
T,TOTAL,THS_PER,EA19,2017-01-01,73947.0
T,TOTAL,THS_PER,EE,2003-01-01,
T,TOTAL,THS_PER,EE,2004-01-01,352.0
T,TOTAL,THS_PER,EE,2005-01-01,347.0
T,TOTAL,THS_PER,EE,2006-01-01,293.0
T,TOTAL,THS_PER,EE,2007-01-01,293.0
T,TOTAL,THS_PER,EE,2008-01-01,291.0
T,TOTAL,THS_PER,EE,2009-01-01,312.0
T,TOTAL,THS_PER,EE,2010-01-01,289.0
T,TOTAL,THS_PER,EE,2011-01-01,307.0
T,TOTAL,THS_PER,EE,2012-01-01,311.0
T,TOTAL,THS_PER,EE,2013-01-01,313.0
T,TOTAL,THS_PER,EE,2014-01-01,338.0
T,TOTAL,THS_PER,EE,2015-01-01,315.0
T,TOTAL,THS_PER,EE,2016-01-01,318.0
T,TOTAL,THS_PER,EE,2017-01-01,305.0
T,TOTAL,THS_PER,EL,2003-01-01,3483.0
T,TOTAL,THS_PER,EL,2004-01-01,3283.0
T,TOTAL,THS_PER,EL,2005-01-01,3131.0
T,TOTAL,THS_PER,EL,2006-01-01,3154.0
T,TOTAL,THS_PER,EL,2007-01-01,3064.0
T,TOTAL,THS_PER,EL,2008-01-01,3046.0
T,TOTAL,THS_PER,EL,2009-01-01,3007.0
T,TOTAL,THS_PER,EL,2010-01-01,3031.0
T,TOTAL,THS_PER,EL,2011-01-01,3403.0
T,TOTAL,THS_PER,EL,2012-01-01,3795.0
T,TOTAL,THS_PER,EL,2013-01-01,3904.0
T,TOTAL,THS_PER,EL,2014-01-01,3885.0
T,TOTAL,THS_PER,EL,2015-01-01,3829.0
T,TOTAL,THS_PER,EL,2016-01-01,3789.0
T,TOTAL,THS_PER,EL,2017-01-01,3702.0
T,TOTAL,THS_PER,ES,2003-01-01,
T,TOTAL,THS_PER,ES,2004-01-01,10558.0
T,TOTAL,THS_PER,ES,2005-01-01,10481.0
T,TOTAL,THS_PER,ES,2006-01-01,10519.0
T,TOTAL,THS_PER,ES,2007-01-01,10373.0
T,TOTAL,THS_PER,ES,2008-01-01,10786.0
T,TOTAL,THS_PER,ES,2009-01-01,11336.0
T,TOTAL,THS_PER,ES,2010-01-01,12029.0
T,TOTAL,THS_PER,ES,2011-01-01,12363.0
T,TOTAL,THS_PER,ES,2012-01-01,12628.0
T,TOTAL,THS_PER,ES,2013-01-01,12630.0
T,TOTAL,THS_PER,ES,2014-01-01,13402.0
T,TOTAL,THS_PER,ES,2015-01-01,13175.0
T,TOTAL,THS_PER,ES,2016-01-01,12827.0
T,TOTAL,THS_PER,ES,2017-01-01,12236.0
T,TOTAL,THS_PER,EU,2003-01-01,
T,TOTAL,THS_PER,EU,2004-01-01,
T,TOTAL,THS_PER,EU,2005-01-01,
T,TOTAL,THS_PER,EU,2006-01-01,
T,TOTAL,THS_PER,EU,2007-01-01,
T,TOTAL,THS_PER,EU,2008-01-01,116070.0
T,TOTAL,THS_PER,EU,2009-01-01,114390.0
T,TOTAL,THS_PER,EU,2010-01-01,117907.0
T,TOTAL,THS_PER,EU,2011-01-01,120858.0
T,TOTAL,THS_PER,EU,2012-01-01,123774.0
T,TOTAL,THS_PER,EU,2013-01-01,122849.0
T,TOTAL,THS_PER,EU,2014-01-01,122026.0
T,TOTAL,THS_PER,EU,2015-01-01,119049.0
T,TOTAL,THS_PER,EU,2016-01-01,118040.0
T,TOTAL,THS_PER,EU,2017-01-01,112917.0
T,TOTAL,THS_PER,EU27,2003-01-01,
T,TOTAL,THS_PER,EU27,2004-01-01,
T,TOTAL,THS_PER,EU27,2005-01-01,124656.0
T,TOTAL,THS_PER,EU27,2006-01-01,122936.0
T,TOTAL,THS_PER,EU27,2007-01-01,119205.0
T,TOTAL,THS_PER,EU27,2008-01-01,116070.0
T,TOTAL,THS_PER,EU27,2009-01-01,114390.0
T,TOTAL,THS_PER,EU27,2010-01-01,116585.0
T,TOTAL,THS_PER,EU27,2011-01-01,119474.0
T,TOTAL,THS_PER,EU27,2012-01-01,122390.0
T,TOTAL,THS_PER,EU27,2013-01-01,121579.0
T,TOTAL,THS_PER,EU27,2014-01-01,120783.0
T,TOTAL,THS_PER,EU27,2015-01-01,117833.0
T,TOTAL,THS_PER,EU27,2016-01-01,116880.0
T,TOTAL,THS_PER,EU27,2017-01-01,111990.0
T,TOTAL,THS_PER,EU28,2003-01-01,
T,TOTAL,THS_PER,EU28,2004-01-01,
T,TOTAL,THS_PER,EU28,2005-01-01,
T,TOTAL,THS_PER,EU28,2006-01-01,
T,TOTAL,THS_PER,EU28,2007-01-01,
T,TOTAL,THS_PER,EU28,2008-01-01,
T,TOTAL,THS_PER,EU28,2009-01-01,
T,TOTAL,THS_PER,EU28,2010-01-01,117907.0
T,TOTAL,THS_PER,EU28,2011-01-01,120858.0
T,TOTAL,THS_PER,EU28,2012-01-01,123774.0
T,TOTAL,THS_PER,EU28,2013-01-01,122849.0
T,TOTAL,THS_PER,EU28,2014-01-01,122026.0
T,TOTAL,THS_PER,EU28,2015-01-01,119049.0
T,TOTAL,THS_PER,EU28,2016-01-01,118040.0
T,TOTAL,THS_PER,EU28,2017-01-01,112917.0
T,TOTAL,THS_PER,FI,2003-01-01,
T,TOTAL,THS_PER,FI,2004-01-01,885.0
T,TOTAL,THS_PER,FI,2005-01-01,887.0
T,TOTAL,THS_PER,FI,2006-01-01,886.0
T,TOTAL,THS_PER,FI,2007-01-01,907.0
T,TOTAL,THS_PER,FI,2008-01-01,910.0
T,TOTAL,THS_PER,FI,2009-01-01,886.0
T,TOTAL,THS_PER,FI,2010-01-01,890.0
T,TOTAL,THS_PER,FI,2011-01-01,949.0
T,TOTAL,THS_PER,FI,2012-01-01,916.0
T,TOTAL,THS_PER,FI,2013-01-01,854.0
T,TOTAL,THS_PER,FI,2014-01-01,927.0
T,TOTAL,THS_PER,FI,2015-01-01,904.0
T,TOTAL,THS_PER,FI,2016-01-01,896.0
T,TOTAL,THS_PER,FI,2017-01-01,849.0
T,TOTAL,THS_PER,FR,2003-01-01,
T,TOTAL,THS_PER,FR,2004-01-01,11597.0
T,TOTAL,THS_PER,FR,2005-01-01,11127.0
T,TOTAL,THS_PER,FR,2006-01-01,11184.0
T,TOTAL,THS_PER,FR,2007-01-01,11382.0
T,TOTAL,THS_PER,FR,2008-01-01,11150.0
T,TOTAL,THS_PER,FR,2009-01-01,11200.0
T,TOTAL,THS_PER,FR,2010-01-01,11712.0
T,TOTAL,THS_PER,FR,2011-01-01,11840.0
T,TOTAL,THS_PER,FR,2012-01-01,11760.0
T,TOTAL,THS_PER,FR,2013-01-01,11245.0
T,TOTAL,THS_PER,FR,2014-01-01,11540.0
T,TOTAL,THS_PER,FR,2015-01-01,11048.0
T,TOTAL,THS_PER,FR,2016-01-01,11463.0
T,TOTAL,THS_PER,FR,2017-01-01,10771.0
T,TOTAL,THS_PER,HR,2003-01-01,
T,TOTAL,THS_PER,HR,2004-01-01,
T,TOTAL,THS_PER,HR,2005-01-01,
T,TOTAL,THS_PER,HR,2006-01-01,
T,TOTAL,THS_PER,HR,2007-01-01,
T,TOTAL,THS_PER,HR,2008-01-01,
T,TOTAL,THS_PER,HR,2009-01-01,
T,TOTAL,THS_PER,HR,2010-01-01,1322.0
T,TOTAL,THS_PER,HR,2011-01-01,1384.0
T,TOTAL,THS_PER,HR,2012-01-01,1384.0
T,TOTAL,THS_PER,HR,2013-01-01,1271.0
T,TOTAL,THS_PER,HR,2014-01-01,1243.0
T,TOTAL,THS_PER,HR,2015-01-01,1216.0
T,TOTAL,THS_PER,HR,2016-01-01,1159.0
T,TOTAL,THS_PER,HR,2017-01-01,
T,TOTAL,THS_PER,HU,2003-01-01,
T,TOTAL,THS_PER,HU,2004-01-01,
T,TOTAL,THS_PER,HU,2005-01-01,3185.0
T,TOTAL,THS_PER,HU,2006-01-01,3121.0
T,TOTAL,THS_PER,HU,2007-01-01,2916.0
T,TOTAL,THS_PER,HU,2008-01-01,2794.0
T,TOTAL,THS_PER,HU,2009-01-01,2924.0
T,TOTAL,THS_PER,HU,2010-01-01,2948.0
T,TOTAL,THS_PER,HU,2011-01-01,3093.0
T,TOTAL,THS_PER,HU,2012-01-01,3272.0
T,TOTAL,THS_PER,HU,2013-01-01,3398.0
T,TOTAL,THS_PER,HU,2014-01-01,3097.0
T,TOTAL,THS_PER,HU,2015-01-01,2735.0
T,TOTAL,THS_PER,HU,2016-01-01,2541.0
T,TOTAL,THS_PER,HU,2017-01-01,2465.0
T,TOTAL,THS_PER,IE,2003-01-01,978.0
T,TOTAL,THS_PER,IE,2004-01-01,1007.0
T,TOTAL,THS_PER,IE,2005-01-01,1038.0
T,TOTAL,THS_PER,IE,2006-01-01,991.0
T,TOTAL,THS_PER,IE,2007-01-01,1005.0
T,TOTAL,THS_PER,IE,2008-01-01,1050.0
T,TOTAL,THS_PER,IE,2009-01-01,1150.0
T,TOTAL,THS_PER,IE,2010-01-01,1220.0
T,TOTAL,THS_PER,IE,2011-01-01,1319.0
T,TOTAL,THS_PER,IE,2012-01-01,1392.0
T,TOTAL,THS_PER,IE,2013-01-01,1377.0
T,TOTAL,THS_PER,IE,2014-01-01,1279.0
T,TOTAL,THS_PER,IE,2015-01-01,1207.0
T,TOTAL,THS_PER,IE,2016-01-01,1135.0
T,TOTAL,THS_PER,IE,2017-01-01,
T,TOTAL,THS_PER,IS,2003-01-01,
T,TOTAL,THS_PER,IS,2004-01-01,39.0
T,TOTAL,THS_PER,IS,2005-01-01,38.0
T,TOTAL,THS_PER,IS,2006-01-01,36.0
T,TOTAL,THS_PER,IS,2007-01-01,38.0
T,TOTAL,THS_PER,IS,2008-01-01,36.0
T,TOTAL,THS_PER,IS,2009-01-01,36.0
T,TOTAL,THS_PER,IS,2010-01-01,42.0
T,TOTAL,THS_PER,IS,2011-01-01,41.0
T,TOTAL,THS_PER,IS,2012-01-01,38.0
T,TOTAL,THS_PER,IS,2013-01-01,40.0
T,TOTAL,THS_PER,IS,2014-01-01,35.0
T,TOTAL,THS_PER,IS,2015-01-01,39.0
T,TOTAL,THS_PER,IS,2016-01-01,40.0
T,TOTAL,THS_PER,IS,2017-01-01,
T,TOTAL,THS_PER,IT,2003-01-01,
T,TOTAL,THS_PER,IT,2004-01-01,15131.0
T,TOTAL,THS_PER,IT,2005-01-01,14891.0
T,TOTAL,THS_PER,IT,2006-01-01,15141.0
T,TOTAL,THS_PER,IT,2007-01-01,15222.0
T,TOTAL,THS_PER,IT,2008-01-01,15082.0
T,TOTAL,THS_PER,IT,2009-01-01,14799.0
T,TOTAL,THS_PER,IT,2010-01-01,14891.0
T,TOTAL,THS_PER,IT,2011-01-01,16858.0
T,TOTAL,THS_PER,IT,2012-01-01,17975.0
T,TOTAL,THS_PER,IT,2013-01-01,17229.0
T,TOTAL,THS_PER,IT,2014-01-01,17146.0
T,TOTAL,THS_PER,IT,2015-01-01,17469.0
T,TOTAL,THS_PER,IT,2016-01-01,18137.0
T,TOTAL,THS_PER,IT,2017-01-01,17407.0
T,TOTAL,THS_PER,LT,2003-01-01,
T,TOTAL,THS_PER,LT,2004-01-01,
T,TOTAL,THS_PER,LT,2005-01-01,1400.0
T,TOTAL,THS_PER,LT,2006-01-01,1217.0
T,TOTAL,THS_PER,LT,2007-01-01,967.0
T,TOTAL,THS_PER,LT,2008-01-01,910.0
T,TOTAL,THS_PER,LT,2009-01-01,943.0
T,TOTAL,THS_PER,LT,2010-01-01,1068.0
T,TOTAL,THS_PER,LT,2011-01-01,1011.0
T,TOTAL,THS_PER,LT,2012-01-01,975.0
T,TOTAL,THS_PER,LT,2013-01-01,917.0
T,TOTAL,THS_PER,LT,2014-01-01,804.0
T,TOTAL,THS_PER,LT,2015-01-01,857.0
T,TOTAL,THS_PER,LT,2016-01-01,871.0
T,TOTAL,THS_PER,LT,2017-01-01,843.0
T,TOTAL,THS_PER,LU,2003-01-01,70.0
T,TOTAL,THS_PER,LU,2004-01-01,71.0
T,TOTAL,THS_PER,LU,2005-01-01,77.0
T,TOTAL,THS_PER,LU,2006-01-01,74.0
T,TOTAL,THS_PER,LU,2007-01-01,73.0
T,TOTAL,THS_PER,LU,2008-01-01,72.0
T,TOTAL,THS_PER,LU,2009-01-01,85.0
T,TOTAL,THS_PER,LU,2010-01-01,83.0
T,TOTAL,THS_PER,LU,2011-01-01,84.0
T,TOTAL,THS_PER,LU,2012-01-01,95.0
T,TOTAL,THS_PER,LU,2013-01-01,96.0
T,TOTAL,THS_PER,LU,2014-01-01,96.0
T,TOTAL,THS_PER,LU,2015-01-01,95.0
T,TOTAL,THS_PER,LU,2016-01-01,114.0
T,TOTAL,THS_PER,LU,2017-01-01,126.0
T,TOTAL,THS_PER,LV,2003-01-01,
T,TOTAL,THS_PER,LV,2004-01-01,
T,TOTAL,THS_PER,LV,2005-01-01,1027.0
T,TOTAL,THS_PER,LV,2006-01-01,927.0
T,TOTAL,THS_PER,LV,2007-01-01,765.0
T,TOTAL,THS_PER,LV,2008-01-01,740.0
T,TOTAL,THS_PER,LV,2009-01-01,808.0
T,TOTAL,THS_PER,LV,2010-01-01,798.0
T,TOTAL,THS_PER,LV,2011-01-01,821.0
T,TOTAL,THS_PER,LV,2012-01-01,731.0
T,TOTAL,THS_PER,LV,2013-01-01,702.0
T,TOTAL,THS_PER,LV,2014-01-01,645.0
T,TOTAL,THS_PER,LV,2015-01-01,606.0
T,TOTAL,THS_PER,LV,2016-01-01,554.0
T,TOTAL,THS_PER,LV,2017-01-01,544.0
T,TOTAL,THS_PER,MK,2003-01-01,
T,TOTAL,THS_PER,MK,2004-01-01,
T,TOTAL,THS_PER,MK,2005-01-01,
T,TOTAL,THS_PER,MK,2006-01-01,
T,TOTAL,THS_PER,MK,2007-01-01,
T,TOTAL,THS_PER,MK,2008-01-01,
T,TOTAL,THS_PER,MK,2009-01-01,
T,TOTAL,THS_PER,MK,2010-01-01,972.0
T,TOTAL,THS_PER,MK,2011-01-01,1038.0
T,TOTAL,THS_PER,MK,2012-01-01,1038.0
T,TOTAL,THS_PER,MK,2013-01-01,993.0
T,TOTAL,THS_PER,MK,2014-01-01,894.0
T,TOTAL,THS_PER,MK,2015-01-01,860.0
T,TOTAL,THS_PER,MK,2016-01-01,852.0
T,TOTAL,THS_PER,MK,2017-01-01,
T,TOTAL,THS_PER,MT,2003-01-01,
T,TOTAL,THS_PER,MT,2004-01-01,
T,TOTAL,THS_PER,MT,2005-01-01,81.0
T,TOTAL,THS_PER,MT,2006-01-01,78.0
T,TOTAL,THS_PER,MT,2007-01-01,79.0
T,TOTAL,THS_PER,MT,2008-01-01,81.0
T,TOTAL,THS_PER,MT,2009-01-01,82.0
T,TOTAL,THS_PER,MT,2010-01-01,86.0
T,TOTAL,THS_PER,MT,2011-01-01,90.0
T,TOTAL,THS_PER,MT,2012-01-01,94.0
T,TOTAL,THS_PER,MT,2013-01-01,99.0
T,TOTAL,THS_PER,MT,2014-01-01,99.0
T,TOTAL,THS_PER,MT,2015-01-01,94.0
T,TOTAL,THS_PER,MT,2016-01-01,85.0
T,TOTAL,THS_PER,MT,2017-01-01,83.0
T,TOTAL,THS_PER,NL,2003-01-01,
T,TOTAL,THS_PER,NL,2004-01-01,
T,TOTAL,THS_PER,NL,2005-01-01,2705.0
T,TOTAL,THS_PER,NL,2006-01-01,2603.0
T,TOTAL,THS_PER,NL,2007-01-01,2558.0
T,TOTAL,THS_PER,NL,2008-01-01,2432.0
T,TOTAL,THS_PER,NL,2009-01-01,2483.0
T,TOTAL,THS_PER,NL,2010-01-01,2483.0
T,TOTAL,THS_PER,NL,2011-01-01,2598.0
T,TOTAL,THS_PER,NL,2012-01-01,2492.0
T,TOTAL,THS_PER,NL,2013-01-01,2648.0
T,TOTAL,THS_PER,NL,2014-01-01,2751.0
T,TOTAL,THS_PER,NL,2015-01-01,2744.0
T,TOTAL,THS_PER,NL,2016-01-01,2797.0
T,TOTAL,THS_PER,NL,2017-01-01,2864.0
T,TOTAL,THS_PER,NO,2003-01-01,587.0
T,TOTAL,THS_PER,NO,2004-01-01,724.0
T,TOTAL,THS_PER,NO,2005-01-01,746.0
T,TOTAL,THS_PER,NO,2006-01-01,777.0
T,TOTAL,THS_PER,NO,2007-01-01,764.0
T,TOTAL,THS_PER,NO,2008-01-01,701.0
T,TOTAL,THS_PER,NO,2009-01-01,724.0
T,TOTAL,THS_PER,NO,2010-01-01,716.0
T,TOTAL,THS_PER,NO,2011-01-01,705.0
T,TOTAL,THS_PER,NO,2012-01-01,681.0
T,TOTAL,THS_PER,NO,2013-01-01,714.0
T,TOTAL,THS_PER,NO,2014-01-01,682.0
T,TOTAL,THS_PER,NO,2015-01-01,770.0
T,TOTAL,THS_PER,NO,2016-01-01,791.0
T,TOTAL,THS_PER,NO,2017-01-01,841.0
T,TOTAL,THS_PER,PL,2003-01-01,
T,TOTAL,THS_PER,PL,2004-01-01,
T,TOTAL,THS_PER,PL,2005-01-01,17080.0
T,TOTAL,THS_PER,PL,2006-01-01,14938.0
T,TOTAL,THS_PER,PL,2007-01-01,12958.0
T,TOTAL,THS_PER,PL,2008-01-01,11491.0
T,TOTAL,THS_PER,PL,2009-01-01,10454.0
T,TOTAL,THS_PER,PL,2010-01-01,10409.0
T,TOTAL,THS_PER,PL,2011-01-01,10196.0
T,TOTAL,THS_PER,PL,2012-01-01,10128.0
T,TOTAL,THS_PER,PL,2013-01-01,9748.0
T,TOTAL,THS_PER,PL,2014-01-01,9337.0
T,TOTAL,THS_PER,PL,2015-01-01,8761.0
T,TOTAL,THS_PER,PL,2016-01-01,8221.0
T,TOTAL,THS_PER,PL,2017-01-01,7273.0
T,TOTAL,THS_PER,PT,2003-01-01,
T,TOTAL,THS_PER,PT,2004-01-01,2876.0
T,TOTAL,THS_PER,PT,2005-01-01,2745.0
T,TOTAL,THS_PER,PT,2006-01-01,2640.0
T,TOTAL,THS_PER,PT,2007-01-01,2653.0
T,TOTAL,THS_PER,PT,2008-01-01,2757.0
T,TOTAL,THS_PER,PT,2009-01-01,2648.0
T,TOTAL,THS_PER,PT,2010-01-01,2693.0
T,TOTAL,THS_PER,PT,2011-01-01,2601.0
T,TOTAL,THS_PER,PT,2012-01-01,2667.0
T,TOTAL,THS_PER,PT,2013-01-01,2879.0
T,TOTAL,THS_PER,PT,2014-01-01,2863.0
T,TOTAL,THS_PER,PT,2015-01-01,2765.0
