unit,quantile,age,sex,levels,geo\time,date,value
PC,TOTAL,Y_GE16,T,VG_G,EU28,2016-01-01,67.5 
PC,TOTAL,Y_GE16,T,VG_G,EU28,2017-01-01,68.8 e
PC,TOTAL,Y_GE16,T,VG_G,FI,2005-01-01,68.6 
PC,TOTAL,Y_GE16,T,VG_G,FI,2006-01-01,68.7 
PC,TOTAL,Y_GE16,T,VG_G,FI,2007-01-01,68.4 
PC,TOTAL,Y_GE16,T,VG_G,FI,2008-01-01,68.6 
PC,TOTAL,Y_GE16,T,VG_G,FI,2009-01-01,69.0 
PC,TOTAL,Y_GE16,T,VG_G,FI,2010-01-01,68.5 
PC,TOTAL,Y_GE16,T,VG_G,FI,2011-01-01,69.1 
PC,TOTAL,Y_GE16,T,VG_G,FI,2012-01-01,67.2 
PC,TOTAL,Y_GE16,T,VG_G,FI,2013-01-01,64.7 
PC,TOTAL,Y_GE16,T,VG_G,FI,2014-01-01,69.4
PC,TOTAL,Y_GE16,T,VG_G,FI,2015-01-01,69.9 
PC,TOTAL,Y_GE16,T,VG_G,FI,2016-01-01,70.3 
PC,TOTAL,Y_GE16,T,VG_G,FI,2017-01-01,70.2 
PC,TOTAL,Y_GE16,T,VG_G,FR,2005-01-01,68.8 
PC,TOTAL,Y_GE16,T,VG_G,FR,2006-01-01,69.4 
PC,TOTAL,Y_GE16,T,VG_G,FR,2007-01-01,71.3 
PC,TOTAL,Y_GE16,T,VG_G,FR,2008-01-01,69.3 
PC,TOTAL,Y_GE16,T,VG_G,FR,2009-01-01,68.7 
PC,TOTAL,Y_GE16,T,VG_G,FR,2010-01-01,67.4 
PC,TOTAL,Y_GE16,T,VG_G,FR,2011-01-01,67.6 
PC,TOTAL,Y_GE16,T,VG_G,FR,2012-01-01,68.2 
PC,TOTAL,Y_GE16,T,VG_G,FR,2013-01-01,67.2 
PC,TOTAL,Y_GE16,T,VG_G,FR,2014-01-01,68.3
PC,TOTAL,Y_GE16,T,VG_G,FR,2015-01-01,67.9 
PC,TOTAL,Y_GE16,T,VG_G,FR,2016-01-01,66.4 
PC,TOTAL,Y_GE16,T,VG_G,FR,2017-01-01,67.4 
PC,TOTAL,Y_GE16,T,VG_G,HR,2005-01-01,: 
PC,TOTAL,Y_GE16,T,VG_G,HR,2006-01-01,: 
PC,TOTAL,Y_GE16,T,VG_G,HR,2007-01-01,: 
PC,TOTAL,Y_GE16,T,VG_G,HR,2008-01-01,: 
PC,TOTAL,Y_GE16,T,VG_G,HR,2009-01-01,: 
PC,TOTAL,Y_GE16,T,VG_G,HR,2010-01-01,48.2 
PC,TOTAL,Y_GE16,T,VG_G,HR,2011-01-01,46.6 
PC,TOTAL,Y_GE16,T,VG_G,HR,2012-01-01,46.9 
PC,TOTAL,Y_GE16,T,VG_G,HR,2013-01-01,46.6 
PC,TOTAL,Y_GE16,T,VG_G,HR,2014-01-01,58.1
PC,TOTAL,Y_GE16,T,VG_G,HR,2015-01-01,58.2 
PC,TOTAL,Y_GE16,T,VG_G,HR,2016-01-01,59.2 
PC,TOTAL,Y_GE16,T,VG_G,HR,2017-01-01,: 
PC,TOTAL,Y_GE16,T,VG_G,HU,2005-01-01,45.4 
PC,TOTAL,Y_GE16,T,VG_G,HU,2006-01-01,48.3 
PC,TOTAL,Y_GE16,T,VG_G,HU,2007-01-01,46.8 
PC,TOTAL,Y_GE16,T,VG_G,HU,2008-01-01,55.2 
PC,TOTAL,Y_GE16,T,VG_G,HU,2009-01-01,56.0 
PC,TOTAL,Y_GE16,T,VG_G,HU,2010-01-01,55.1 
PC,TOTAL,Y_GE16,T,VG_G,HU,2011-01-01,55.7 
PC,TOTAL,Y_GE16,T,VG_G,HU,2012-01-01,57.2 
PC,TOTAL,Y_GE16,T,VG_G,HU,2013-01-01,56.2 
PC,TOTAL,Y_GE16,T,VG_G,HU,2014-01-01,57.0
PC,TOTAL,Y_GE16,T,VG_G,HU,2015-01-01,56.4 
PC,TOTAL,Y_GE16,T,VG_G,HU,2016-01-01,59.6 
PC,TOTAL,Y_GE16,T,VG_G,HU,2017-01-01,59.3 
PC,TOTAL,Y_GE16,T,VG_G,IE,2005-01-01,82.9 
PC,TOTAL,Y_GE16,T,VG_G,IE,2006-01-01,83.1 
PC,TOTAL,Y_GE16,T,VG_G,IE,2007-01-01,84.1 
PC,TOTAL,Y_GE16,T,VG_G,IE,2008-01-01,84.5 
PC,TOTAL,Y_GE16,T,VG_G,IE,2009-01-01,83.4 
PC,TOTAL,Y_GE16,T,VG_G,IE,2010-01-01,83.3 
PC,TOTAL,Y_GE16,T,VG_G,IE,2011-01-01,83.3 
PC,TOTAL,Y_GE16,T,VG_G,IE,2012-01-01,82.8 
PC,TOTAL,Y_GE16,T,VG_G,IE,2013-01-01,82.0 
PC,TOTAL,Y_GE16,T,VG_G,IE,2014-01-01,82.5
PC,TOTAL,Y_GE16,T,VG_G,IE,2015-01-01,82.4 
PC,TOTAL,Y_GE16,T,VG_G,IE,2016-01-01,82.8 
PC,TOTAL,Y_GE16,T,VG_G,IE,2017-01-01,: 
PC,TOTAL,Y_GE16,T,VG_G,IS,2005-01-01,79.5 
PC,TOTAL,Y_GE16,T,VG_G,IS,2006-01-01,80.9 
PC,TOTAL,Y_GE16,T,VG_G,IS,2007-01-01,79.2 
PC,TOTAL,Y_GE16,T,VG_G,IS,2008-01-01,80.6 
PC,TOTAL,Y_GE16,T,VG_G,IS,2009-01-01,80.3 
PC,TOTAL,Y_GE16,T,VG_G,IS,2010-01-01,77.8 
PC,TOTAL,Y_GE16,T,VG_G,IS,2011-01-01,77.8 
PC,TOTAL,Y_GE16,T,VG_G,IS,2012-01-01,76.9 
PC,TOTAL,Y_GE16,T,VG_G,IS,2013-01-01,: 
PC,TOTAL,Y_GE16,T,VG_G,IS,2014-01-01,76.1
PC,TOTAL,Y_GE16,T,VG_G,IS,2015-01-01,76.4 
PC,TOTAL,Y_GE16,T,VG_G,IS,2016-01-01,: 
PC,TOTAL,Y_GE16,T,VG_G,IS,2017-01-01,: 
PC,TOTAL,Y_GE16,T,VG_G,IT,2005-01-01,57.6 
PC,TOTAL,Y_GE16,T,VG_G,IT,2006-01-01,56.7 
PC,TOTAL,Y_GE16,T,VG_G,IT,2007-01-01,63.3 
PC,TOTAL,Y_GE16,T,VG_G,IT,2008-01-01,63.4 
PC,TOTAL,Y_GE16,T,VG_G,IT,2009-01-01,63.5 
PC,TOTAL,Y_GE16,T,VG_G,IT,2010-01-01,66.4 
PC,TOTAL,Y_GE16,T,VG_G,IT,2011-01-01,64.6 
PC,TOTAL,Y_GE16,T,VG_G,IT,2012-01-01,68.1 
PC,TOTAL,Y_GE16,T,VG_G,IT,2013-01-01,66.3 
PC,TOTAL,Y_GE16,T,VG_G,IT,2014-01-01,68.0
PC,TOTAL,Y_GE16,T,VG_G,IT,2015-01-01,65.8 
PC,TOTAL,Y_GE16,T,VG_G,IT,2016-01-01,70.9 b
PC,TOTAL,Y_GE16,T,VG_G,IT,2017-01-01,77.0 
PC,TOTAL,Y_GE16,T,VG_G,LT,2005-01-01,42.6 
PC,TOTAL,Y_GE16,T,VG_G,LT,2006-01-01,43.5 
PC,TOTAL,Y_GE16,T,VG_G,LT,2007-01-01,48.8 
PC,TOTAL,Y_GE16,T,VG_G,LT,2008-01-01,46.6 
PC,TOTAL,Y_GE16,T,VG_G,LT,2009-01-01,48.3 
PC,TOTAL,Y_GE16,T,VG_G,LT,2010-01-01,50.2 
PC,TOTAL,Y_GE16,T,VG_G,LT,2011-01-01,44.2 
PC,TOTAL,Y_GE16,T,VG_G,LT,2012-01-01,44.6 
PC,TOTAL,Y_GE16,T,VG_G,LT,2013-01-01,46.3 
PC,TOTAL,Y_GE16,T,VG_G,LT,2014-01-01,45.0
PC,TOTAL,Y_GE16,T,VG_G,LT,2015-01-01,42.8 
PC,TOTAL,Y_GE16,T,VG_G,LT,2016-01-01,43.4 
PC,TOTAL,Y_GE16,T,VG_G,LT,2017-01-01,43.9 
PC,TOTAL,Y_GE16,T,VG_G,LU,2005-01-01,73.7 
PC,TOTAL,Y_GE16,T,VG_G,LU,2006-01-01,74.2 
PC,TOTAL,Y_GE16,T,VG_G,LU,2007-01-01,74.5 
PC,TOTAL,Y_GE16,T,VG_G,LU,2008-01-01,74.1 
PC,TOTAL,Y_GE16,T,VG_G,LU,2009-01-01,73.9 
PC,TOTAL,Y_GE16,T,VG_G,LU,2010-01-01,75.3 
PC,TOTAL,Y_GE16,T,VG_G,LU,2011-01-01,72.6 
PC,TOTAL,Y_GE16,T,VG_G,LU,2012-01-01,73.9 
PC,TOTAL,Y_GE16,T,VG_G,LU,2013-01-01,71.9 
PC,TOTAL,Y_GE16,T,VG_G,LU,2014-01-01,72.9
PC,TOTAL,Y_GE16,T,VG_G,LU,2015-01-01,70.5 
PC,TOTAL,Y_GE16,T,VG_G,LU,2016-01-01,69.2 b
PC,TOTAL,Y_GE16,T,VG_G,LU,2017-01-01,71.1 
PC,TOTAL,Y_GE16,T,VG_G,LV,2005-01-01,35.0 
PC,TOTAL,Y_GE16,T,VG_G,LV,2006-01-01,40.4 
PC,TOTAL,Y_GE16,T,VG_G,LV,2007-01-01,42.5 
PC,TOTAL,Y_GE16,T,VG_G,LV,2008-01-01,43.6 
PC,TOTAL,Y_GE16,T,VG_G,LV,2009-01-01,46.1 
PC,TOTAL,Y_GE16,T,VG_G,LV,2010-01-01,47.7 
PC,TOTAL,Y_GE16,T,VG_G,LV,2011-01-01,46.1 
PC,TOTAL,Y_GE16,T,VG_G,LV,2012-01-01,46.8 
PC,TOTAL,Y_GE16,T,VG_G,LV,2013-01-01,45.3 
PC,TOTAL,Y_GE16,T,VG_G,LV,2014-01-01,45.8
PC,TOTAL,Y_GE16,T,VG_G,LV,2015-01-01,46.3 
PC,TOTAL,Y_GE16,T,VG_G,LV,2016-01-01,47.2 
PC,TOTAL,Y_GE16,T,VG_G,LV,2017-01-01,44.2 
PC,TOTAL,Y_GE16,T,VG_G,ME,2005-01-01,: 
PC,TOTAL,Y_GE16,T,VG_G,ME,2006-01-01,: 
PC,TOTAL,Y_GE16,T,VG_G,ME,2007-01-01,: 
PC,TOTAL,Y_GE16,T,VG_G,ME,2008-01-01,: 
PC,TOTAL,Y_GE16,T,VG_G,ME,2009-01-01,: 
PC,TOTAL,Y_GE16,T,VG_G,ME,2010-01-01,: 
PC,TOTAL,Y_GE16,T,VG_G,ME,2011-01-01,: 
PC,TOTAL,Y_GE16,T,VG_G,ME,2012-01-01,: 
PC,TOTAL,Y_GE16,T,VG_G,ME,2013-01-01,68.8 
PC,TOTAL,Y_GE16,T,VG_G,ME,2014-01-01,70.4
PC,TOTAL,Y_GE16,T,VG_G,ME,2015-01-01,: 
PC,TOTAL,Y_GE16,T,VG_G,ME,2016-01-01,: 
PC,TOTAL,Y_GE16,T,VG_G,ME,2017-01-01,: 
PC,TOTAL,Y_GE16,T,VG_G,MK,2005-01-01,: 
PC,TOTAL,Y_GE16,T,VG_G,MK,2006-01-01,: 
PC,TOTAL,Y_GE16,T,VG_G,MK,2007-01-01,: 
PC,TOTAL,Y_GE16,T,VG_G,MK,2008-01-01,: 
PC,TOTAL,Y_GE16,T,VG_G,MK,2009-01-01,: 
PC,TOTAL,Y_GE16,T,VG_G,MK,2010-01-01,72.7 
PC,TOTAL,Y_GE16,T,VG_G,MK,2011-01-01,73.0 
PC,TOTAL,Y_GE16,T,VG_G,MK,2012-01-01,76.3 
PC,TOTAL,Y_GE16,T,VG_G,MK,2013-01-01,76.2 
PC,TOTAL,Y_GE16,T,VG_G,MK,2014-01-01,78.7
PC,TOTAL,Y_GE16,T,VG_G,MK,2015-01-01,77.1 
PC,TOTAL,Y_GE16,T,VG_G,MK,2016-01-01,78.4 
PC,TOTAL,Y_GE16,T,VG_G,MK,2017-01-01,: 
PC,TOTAL,Y_GE16,T,VG_G,MT,2005-01-01,71.4 
PC,TOTAL,Y_GE16,T,VG_G,MT,2006-01-01,74.6 
PC,TOTAL,Y_GE16,T,VG_G,MT,2007-01-01,74.3 
PC,TOTAL,Y_GE16,T,VG_G,MT,2008-01-01,73.8 
PC,TOTAL,Y_GE16,T,VG_G,MT,2009-01-01,68.7 
PC,TOTAL,Y_GE16,T,VG_G,MT,2010-01-01,67.6 
PC,TOTAL,Y_GE16,T,VG_G,MT,2011-01-01,70.0 
PC,TOTAL,Y_GE16,T,VG_G,MT,2012-01-01,72.1 
PC,TOTAL,Y_GE16,T,VG_G,MT,2013-01-01,72.1 
PC,TOTAL,Y_GE16,T,VG_G,MT,2014-01-01,74.8
PC,TOTAL,Y_GE16,T,VG_G,MT,2015-01-01,71.0 
PC,TOTAL,Y_GE16,T,VG_G,MT,2016-01-01,72.9 
PC,TOTAL,Y_GE16,T,VG_G,MT,2017-01-01,75.3 
PC,TOTAL,Y_GE16,T,VG_G,NL,2005-01-01,76.4 
PC,TOTAL,Y_GE16,T,VG_G,NL,2006-01-01,76.9 
PC,TOTAL,Y_GE16,T,VG_G,NL,2007-01-01,76.3 
PC,TOTAL,Y_GE16,T,VG_G,NL,2008-01-01,77.3 
PC,TOTAL,Y_GE16,T,VG_G,NL,2009-01-01,77.7 
PC,TOTAL,Y_GE16,T,VG_G,NL,2010-01-01,77.9 
PC,TOTAL,Y_GE16,T,VG_G,NL,2011-01-01,76.4 
PC,TOTAL,Y_GE16,T,VG_G,NL,2012-01-01,75.7 
PC,TOTAL,Y_GE16,T,VG_G,NL,2013-01-01,75.5 
PC,TOTAL,Y_GE16,T,VG_G,NL,2014-01-01,77.3
PC,TOTAL,Y_GE16,T,VG_G,NL,2015-01-01,76.2 
PC,TOTAL,Y_GE16,T,VG_G,NL,2016-01-01,75.9 b
PC,TOTAL,Y_GE16,T,VG_G,NL,2017-01-01,76.1 
PC,TOTAL,Y_GE16,T,VG_G,NO,2005-01-01,73.6 
PC,TOTAL,Y_GE16,T,VG_G,NO,2006-01-01,74.4 
PC,TOTAL,Y_GE16,T,VG_G,NO,2007-01-01,76.4 
PC,TOTAL,Y_GE16,T,VG_G,NO,2008-01-01,76.6 
PC,TOTAL,Y_GE16,T,VG_G,NO,2009-01-01,76.5 
PC,TOTAL,Y_GE16,T,VG_G,NO,2010-01-01,76.8 
PC,TOTAL,Y_GE16,T,VG_G,NO,2011-01-01,73.3 
PC,TOTAL,Y_GE16,T,VG_G,NO,2012-01-01,78.8 
PC,TOTAL,Y_GE16,T,VG_G,NO,2013-01-01,76.2 
PC,TOTAL,Y_GE16,T,VG_G,NO,2014-01-01,78.5
PC,TOTAL,Y_GE16,T,VG_G,NO,2015-01-01,78.4 
PC,TOTAL,Y_GE16,T,VG_G,NO,2016-01-01,77.1 
PC,TOTAL,Y_GE16,T,VG_G,NO,2017-01-01,78.7 
PC,TOTAL,Y_GE16,T,VG_G,PL,2005-01-01,54.5 
PC,TOTAL,Y_GE16,T,VG_G,PL,2006-01-01,54.7 
PC,TOTAL,Y_GE16,T,VG_G,PL,2007-01-01,57.0 
PC,TOTAL,Y_GE16,T,VG_G,PL,2008-01-01,57.7 
PC,TOTAL,Y_GE16,T,VG_G,PL,2009-01-01,56.3 
PC,TOTAL,Y_GE16,T,VG_G,PL,2010-01-01,57.9 
PC,TOTAL,Y_GE16,T,VG_G,PL,2011-01-01,57.8 
PC,TOTAL,Y_GE16,T,VG_G,PL,2012-01-01,57.8 
PC,TOTAL,Y_GE16,T,VG_G,PL,2013-01-01,58.4 
PC,TOTAL,Y_GE16,T,VG_G,PL,2014-01-01,58.3
PC,TOTAL,Y_GE16,T,VG_G,PL,2015-01-01,57.9 
PC,TOTAL,Y_GE16,T,VG_G,PL,2016-01-01,58.5 
PC,TOTAL,Y_GE16,T,VG_G,PL,2017-01-01,58.9 
PC,TOTAL,Y_GE16,T,VG_G,PT,2005-01-01,45.9 
PC,TOTAL,Y_GE16,T,VG_G,PT,2006-01-01,48.1 
PC,TOTAL,Y_GE16,T,VG_G,PT,2007-01-01,45.9 
PC,TOTAL,Y_GE16,T,VG_G,PT,2008-01-01,48.5 
PC,TOTAL,Y_GE16,T,VG_G,PT,2009-01-01,47.8 
PC,TOTAL,Y_GE16,T,VG_G,PT,2010-01-01,49.3 
PC,TOTAL,Y_GE16,T,VG_G,PT,2011-01-01,49.7 
PC,TOTAL,Y_GE16,T,VG_G,PT,2012-01-01,48.1 
PC,TOTAL,Y_GE16,T,VG_G,PT,2013-01-01,46.2 
PC,TOTAL,Y_GE16,T,VG_G,PT,2014-01-01,46.0
PC,TOTAL,Y_GE16,T,VG_G,PT,2015-01-01,46.5 
PC,TOTAL,Y_GE16,T,VG_G,PT,2016-01-01,47.7 
PC,TOTAL,Y_GE16,T,VG_G,PT,2017-01-01,48.9 
PC,TOTAL,Y_GE16,T,VG_G,RO,2005-01-01,69.0 
PC,TOTAL,Y_GE16,T,VG_G,RO,2006-01-01,69.0 
PC,TOTAL,Y_GE16,T,VG_G,RO,2007-01-01,67.7 
PC,TOTAL,Y_GE16,T,VG_G,RO,2008-01-01,68.3 
PC,TOTAL,Y_GE16,T,VG_G,RO,2009-01-01,68.3 
PC,TOTAL,Y_GE16,T,VG_G,RO,2010-01-01,68.6 
PC,TOTAL,Y_GE16,T,VG_G,RO,2011-01-01,68.0 
PC,TOTAL,Y_GE16,T,VG_G,RO,2012-01-01,68.0 
PC,TOTAL,Y_GE16,T,VG_G,RO,2013-01-01,68.8 
PC,TOTAL,Y_GE16,T,VG_G,RO,2014-01-01,69.2
PC,TOTAL,Y_GE16,T,VG_G,RO,2015-01-01,70.0 
PC,TOTAL,Y_GE16,T,VG_G,RO,2016-01-01,70.5 
PC,TOTAL,Y_GE16,T,VG_G,RO,2017-01-01,70.9 
PC,TOTAL,Y_GE16,T,VG_G,RS,2005-01-01,: 
PC,TOTAL,Y_GE16,T,VG_G,RS,2006-01-01,: 
PC,TOTAL,Y_GE16,T,VG_G,RS,2007-01-01,: 
PC,TOTAL,Y_GE16,T,VG_G,RS,2008-01-01,: 
PC,TOTAL,Y_GE16,T,VG_G,RS,2009-01-01,: 
PC,TOTAL,Y_GE16,T,VG_G,RS,2010-01-01,: 
PC,TOTAL,Y_GE16,T,VG_G,RS,2011-01-01,: 
PC,TOTAL,Y_GE16,T,VG_G,RS,2012-01-01,: 
PC,TOTAL,Y_GE16,T,VG_G,RS,2013-01-01,49.5 
PC,TOTAL,Y_GE16,T,VG_G,RS,2014-01-01,57.4
PC,TOTAL,Y_GE16,T,VG_G,RS,2015-01-01,56.8 
PC,TOTAL,Y_GE16,T,VG_G,RS,2016-01-01,57.2 
PC,TOTAL,Y_GE16,T,VG_G,RS,2017-01-01,: 
PC,TOTAL,Y_GE16,T,VG_G,SE,2005-01-01,75.3 
PC,TOTAL,Y_GE16,T,VG_G,SE,2006-01-01,76.0 
PC,TOTAL,Y_GE16,T,VG_G,SE,2007-01-01,77.7 
PC,TOTAL,Y_GE16,T,VG_G,SE,2008-01-01,76.9 
PC,TOTAL,Y_GE16,T,VG_G,SE,2009-01-01,78.2 
PC,TOTAL,Y_GE16,T,VG_G,SE,2010-01-01,78.4 
PC,TOTAL,Y_GE16,T,VG_G,SE,2011-01-01,78.4 
PC,TOTAL,Y_GE16,T,VG_G,SE,2012-01-01,79.7 
PC,TOTAL,Y_GE16,T,VG_G,SE,2013-01-01,79.7 
PC,TOTAL,Y_GE16,T,VG_G,SE,2014-01-01,78.5
PC,TOTAL,Y_GE16,T,VG_G,SE,2015-01-01,77.6 
PC,TOTAL,Y_GE16,T,VG_G,SE,2016-01-01,75.1 
PC,TOTAL,Y_GE16,T,VG_G,SE,2017-01-01,76.6 
PC,TOTAL,Y_GE16,T,VG_G,SI,2005-01-01,53.6 
PC,TOTAL,Y_GE16,T,VG_G,SI,2006-01-01,56.4 
PC,TOTAL,Y_GE16,T,VG_G,SI,2007-01-01,57.9 
PC,TOTAL,Y_GE16,T,VG_G,SI,2008-01-01,58.8 
PC,TOTAL,Y_GE16,T,VG_G,SI,2009-01-01,60.0 
PC,TOTAL,Y_GE16,T,VG_G,SI,2010-01-01,59.7 
PC,TOTAL,Y_GE16,T,VG_G,SI,2011-01-01,60.5 
PC,TOTAL,Y_GE16,T,VG_G,SI,2012-01-01,63.1 
PC,TOTAL,Y_GE16,T,VG_G,SI,2013-01-01,64.8 
PC,TOTAL,Y_GE16,T,VG_G,SI,2014-01-01,64.8
PC,TOTAL,Y_GE16,T,VG_G,SI,2015-01-01,64.8 
PC,TOTAL,Y_GE16,T,VG_G,SI,2016-01-01,64.5 
PC,TOTAL,Y_GE16,T,VG_G,SI,2017-01-01,65.3 
PC,TOTAL,Y_GE16,T,VG_G,SK,2005-01-01,52.2 
PC,TOTAL,Y_GE16,T,VG_G,SK,2006-01-01,52.2 
PC,TOTAL,Y_GE16,T,VG_G,SK,2007-01-01,53.1 
PC,TOTAL,Y_GE16,T,VG_G,SK,2008-01-01,59.7 
PC,TOTAL,Y_GE16,T,VG_G,SK,2009-01-01,62.1 
PC,TOTAL,Y_GE16,T,VG_G,SK,2010-01-01,63.7 
PC,TOTAL,Y_GE16,T,VG_G,SK,2011-01-01,63.4 
PC,TOTAL,Y_GE16,T,VG_G,SK,2012-01-01,65.8 
PC,TOTAL,Y_GE16,T,VG_G,SK,2013-01-01,66.1 
PC,TOTAL,Y_GE16,T,VG_G,SK,2014-01-01,64.7
PC,TOTAL,Y_GE16,T,VG_G,SK,2015-01-01,66.0 
PC,TOTAL,Y_GE16,T,VG_G,SK,2016-01-01,66.5 
PC,TOTAL,Y_GE16,T,VG_G,SK,2017-01-01,67.1 
PC,TOTAL,Y_GE16,T,VG_G,TR,2005-01-01,: 
PC,TOTAL,Y_GE16,T,VG_G,TR,2006-01-01,62.7 
PC,TOTAL,Y_GE16,T,VG_G,TR,2007-01-01,66.1 
PC,TOTAL,Y_GE16,T,VG_G,TR,2008-01-01,67.3 
PC,TOTAL,Y_GE16,T,VG_G,TR,2009-01-01,64.4 
PC,TOTAL,Y_GE16,T,VG_G,TR,2010-01-01,65.3 
PC,TOTAL,Y_GE16,T,VG_G,TR,2011-01-01,66.6 
PC,TOTAL,Y_GE16,T,VG_G,TR,2012-01-01,68.0 
PC,TOTAL,Y_GE16,T,VG_G,TR,2013-01-01,67.2 
PC,TOTAL,Y_GE16,T,VG_G,TR,2014-01-01,67.5
PC,TOTAL,Y_GE16,T,VG_G,TR,2015-01-01,65.7 
PC,TOTAL,Y_GE16,T,VG_G,TR,2016-01-01,: 
PC,TOTAL,Y_GE16,T,VG_G,TR,2017-01-01,: 
PC,TOTAL,Y_GE16,T,VG_G,UK,2005-01-01,74.9 
PC,TOTAL,Y_GE16,T,VG_G,UK,2006-01-01,76.6 
PC,TOTAL,Y_GE16,T,VG_G,UK,2007-01-01,77.4 
PC,TOTAL,Y_GE16,T,VG_G,UK,2008-01-01,80.1 
PC,TOTAL,Y_GE16,T,VG_G,UK,2009-01-01,79.9 
PC,TOTAL,Y_GE16,T,VG_G,UK,2010-01-01,79.7 
PC,TOTAL,Y_GE16,T,VG_G,UK,2011-01-01,77.5 
PC,TOTAL,Y_GE16,T,VG_G,UK,2012-01-01,74.8 
PC,TOTAL,Y_GE16,T,VG_G,UK,2013-01-01,73.7 
PC,TOTAL,Y_GE16,T,VG_G,UK,2014-01-01,69.9
PC,TOTAL,Y_GE16,T,VG_G,UK,2015-01-01,69.8 
PC,TOTAL,Y_GE16,T,VG_G,UK,2016-01-01,69.0 
PC,TOTAL,Y_GE16,T,VG_G,UK,2017-01-01,: 
