coicop,unit,geotime,date,value
CP05,I15,AT,2017-10-01,102
CP05,I15,AT,2017-11-01,102
CP05,I15,AT,2017-12-01,103
CP05,I15,AT,2018-01-01,102
CP05,I15,AT,2018-02-01,103
CP05,I15,AT,2018-03-01,104
CP05,I15,AT,2018-04-01,104
CP05,I15,AT,2018-05-01,104
CP05,I15,AT,2018-06-01,104
CP05,I15,AT,2018-07-01,103
CP05,I15,AT,2018-08-01,104
CP05,I15,AT,2018-09-01,104
CP05,I15,BE,2017-10-01,101
CP05,I15,BE,2017-11-01,101
CP05,I15,BE,2017-12-01,102
CP05,I15,BE,2018-01-01,100
CP05,I15,BE,2018-02-01,101
CP05,I15,BE,2018-03-01,102
CP05,I15,BE,2018-04-01,102
CP05,I15,BE,2018-05-01,102
CP05,I15,BE,2018-06-01,102
CP05,I15,BE,2018-07-01,100
CP05,I15,BE,2018-08-01,102
CP05,I15,BE,2018-09-01,102
CP05,I15,BG,2017-10-01,99
CP05,I15,BG,2017-11-01,99
CP05,I15,BG,2017-12-01,99
CP05,I15,BG,2018-01-01,99
CP05,I15,BG,2018-02-01,99
CP05,I15,BG,2018-03-01,99
CP05,I15,BG,2018-04-01,99
CP05,I15,BG,2018-05-01,99
CP05,I15,BG,2018-06-01,99
CP05,I15,BG,2018-07-01,100
CP05,I15,BG,2018-08-01,99
CP05,I15,BG,2018-09-01,100
CP05,I15,CH,2017-10-01,95
CP05,I15,CH,2017-11-01,96
CP05,I15,CH,2017-12-01,95
CP05,I15,CH,2018-01-01,94
CP05,I15,CH,2018-02-01,95
CP05,I15,CH,2018-03-01,95
CP05,I15,CH,2018-04-01,95
CP05,I15,CH,2018-05-01,95
CP05,I15,CH,2018-06-01,95
CP05,I15,CH,2018-07-01,94
CP05,I15,CH,2018-08-01,95
CP05,I15,CH,2018-09-01,95
CP05,I15,CY,2017-10-01,96
CP05,I15,CY,2017-11-01,96
CP05,I15,CY,2017-12-01,96
CP05,I15,CY,2018-01-01,95
CP05,I15,CY,2018-02-01,94
CP05,I15,CY,2018-03-01,94
CP05,I15,CY,2018-04-01,95
