wst_oper,unit,geotime,date,value
RCY,PC,AT,1995-01-01,50.5
RCY,PC,AT,1996-01-01,62.1
RCY,PC,AT,1997-01-01,63.5
RCY,PC,AT,1998-01-01,64.4
RCY,PC,AT,1999-01-01,63.5
RCY,PC,AT,2000-01-01,63.4
RCY,PC,AT,2001-01-01,64.3
RCY,PC,AT,2002-01-01,62.5
RCY,PC,AT,2003-01-01,64.2
RCY,PC,AT,2004-01-01,57.4
RCY,PC,AT,2005-01-01,58.3
RCY,PC,AT,2006-01-01,59.2
RCY,PC,AT,2007-01-01,60.2
RCY,PC,AT,2008-01-01,63.2
RCY,PC,AT,2009-01-01,61.9
RCY,PC,AT,2010-01-01,59.4
RCY,PC,AT,2011-01-01,56.7
RCY,PC,AT,2012-01-01,57.7
RCY,PC,AT,2013-01-01,57.7
RCY,PC,AT,2014-01-01,56.3
RCY,PC,AT,2015-01-01,56.9
RCY,PC,AT,2016-01-01,57.6
RCY,PC,BA,1995-01-01,
RCY,PC,BA,1996-01-01,
RCY,PC,BA,1997-01-01,
RCY,PC,BA,1998-01-01,
RCY,PC,BA,1999-01-01,
RCY,PC,BA,2000-01-01,
RCY,PC,BA,2001-01-01,
RCY,PC,BA,2002-01-01,
RCY,PC,BA,2003-01-01,
RCY,PC,BA,2004-01-01,
RCY,PC,BA,2005-01-01,
RCY,PC,BA,2006-01-01,
RCY,PC,BA,2007-01-01,
RCY,PC,BA,2008-01-01,0.0
RCY,PC,BA,2009-01-01,0.0
RCY,PC,BA,2010-01-01,0.0
RCY,PC,BA,2011-01-01,0.0
RCY,PC,BA,2012-01-01,0.0
RCY,PC,BA,2013-01-01,0.0
RCY,PC,BA,2014-01-01,0.0
RCY,PC,BA,2015-01-01,0.0
RCY,PC,BA,2016-01-01,0.0
RCY,PC,BE,1995-01-01,19.0
RCY,PC,BE,1996-01-01,25.0
RCY,PC,BE,1997-01-01,33.8
RCY,PC,BE,1998-01-01,41.0
RCY,PC,BE,1999-01-01,45.0
RCY,PC,BE,2000-01-01,48.4
RCY,PC,BE,2001-01-01,48.6
RCY,PC,BE,2002-01-01,49.4
RCY,PC,BE,2003-01-01,51.0
RCY,PC,BE,2004-01-01,51.7
RCY,PC,BE,2005-01-01,53.8
RCY,PC,BE,2006-01-01,54.6
RCY,PC,BE,2007-01-01,56.8
RCY,PC,BE,2008-01-01,52.8
RCY,PC,BE,2009-01-01,54.0
RCY,PC,BE,2010-01-01,54.9
RCY,PC,BE,2011-01-01,54.3
RCY,PC,BE,2012-01-01,53.4
RCY,PC,BE,2013-01-01,52.6
RCY,PC,BE,2014-01-01,53.6
RCY,PC,BE,2015-01-01,53.4
RCY,PC,BE,2016-01-01,53.5
RCY,PC,BG,1995-01-01,0.0
RCY,PC,BG,1996-01-01,0.0
RCY,PC,BG,1997-01-01,0.0
RCY,PC,BG,1998-01-01,15.9
RCY,PC,BG,1999-01-01,15.7
RCY,PC,BG,2000-01-01,15.5
RCY,PC,BG,2001-01-01,16.1
RCY,PC,BG,2002-01-01,16.3
RCY,PC,BG,2003-01-01,16.5
RCY,PC,BG,2004-01-01,17.2
RCY,PC,BG,2005-01-01,18.3
RCY,PC,BG,2006-01-01,19.1
RCY,PC,BG,2007-01-01,20.6
RCY,PC,BG,2008-01-01,19.4
RCY,PC,BG,2009-01-01,19.9
RCY,PC,BG,2010-01-01,24.5
RCY,PC,BG,2011-01-01,26.2
RCY,PC,BG,2012-01-01,25.0
RCY,PC,BG,2013-01-01,28.5
RCY,PC,BG,2014-01-01,23.1
RCY,PC,BG,2015-01-01,29.4
RCY,PC,BG,2016-01-01,31.8
RCY,PC,CH,1995-01-01,38.7
RCY,PC,CH,1996-01-01,41.2
RCY,PC,CH,1997-01-01,42.5
RCY,PC,CH,1998-01-01,43.7
RCY,PC,CH,1999-01-01,42.9
RCY,PC,CH,2000-01-01,45.3
RCY,PC,CH,2001-01-01,46.6
RCY,PC,CH,2002-01-01,46.7
RCY,PC,CH,2003-01-01,47.5
RCY,PC,CH,2004-01-01,48.7
RCY,PC,CH,2005-01-01,50.6
RCY,PC,CH,2006-01-01,50.1
RCY,PC,CH,2007-01-01,51.0
RCY,PC,CH,2008-01-01,49.9
RCY,PC,CH,2009-01-01,51.3
RCY,PC,CH,2010-01-01,50.5
RCY,PC,CH,2011-01-01,50.1
RCY,PC,CH,2012-01-01,50.0
RCY,PC,CH,2013-01-01,51.0
RCY,PC,CH,2014-01-01,53.5
RCY,PC,CH,2015-01-01,52.7
RCY,PC,CH,2016-01-01,52.5
RCY,PC,CY,1995-01-01,0.0
RCY,PC,CY,1996-01-01,2.8
RCY,PC,CY,1997-01-01,3.2
RCY,PC,CY,1998-01-01,2.9
RCY,PC,CY,1999-01-01,3.1
RCY,PC,CY,2000-01-01,3.0
RCY,PC,CY,2001-01-01,3.1
RCY,PC,CY,2002-01-01,3.2
RCY,PC,CY,2003-01-01,3.1
RCY,PC,CY,2004-01-01,3.2
RCY,PC,CY,2005-01-01,3.7
RCY,PC,CY,2006-01-01,4.2
RCY,PC,CY,2007-01-01,5.2
RCY,PC,CY,2008-01-01,7.3
RCY,PC,CY,2009-01-01,8.3
RCY,PC,CY,2010-01-01,10.7
RCY,PC,CY,2011-01-01,12.6
RCY,PC,CY,2012-01-01,13.6
RCY,PC,CY,2013-01-01,14.6
RCY,PC,CY,2014-01-01,16.8
RCY,PC,CY,2015-01-01,17.9
RCY,PC,CY,2016-01-01,17.2
RCY,PC,CZ,1995-01-01,0.0
RCY,PC,CZ,1996-01-01,0.0
RCY,PC,CZ,1997-01-01,0.0
RCY,PC,CZ,1998-01-01,0.6
RCY,PC,CZ,1999-01-01,0.9
RCY,PC,CZ,2000-01-01,0.9
RCY,PC,CZ,2001-01-01,0.9
RCY,PC,CZ,2002-01-01,0.9
RCY,PC,CZ,2003-01-01,0.9
RCY,PC,CZ,2004-01-01,5.5
RCY,PC,CZ,2005-01-01,6.2
RCY,PC,CZ,2006-01-01,7.4
RCY,PC,CZ,2007-01-01,10.1
RCY,PC,CZ,2008-01-01,10.4
RCY,PC,CZ,2009-01-01,12.4
RCY,PC,CZ,2010-01-01,15.8
RCY,PC,CZ,2011-01-01,17.0
RCY,PC,CZ,2012-01-01,23.2
RCY,PC,CZ,2013-01-01,24.2
RCY,PC,CZ,2014-01-01,25.4
RCY,PC,CZ,2015-01-01,29.7
RCY,PC,CZ,2016-01-01,33.6
RCY,PC,DE,1995-01-01,39.4
RCY,PC,DE,1996-01-01,42.2
RCY,PC,DE,1997-01-01,44.1
RCY,PC,DE,1998-01-01,45.6
RCY,PC,DE,1999-01-01,51.1
RCY,PC,DE,2000-01-01,52.5
RCY,PC,DE,2001-01-01,52.3
RCY,PC,DE,2002-01-01,56.1
RCY,PC,DE,2003-01-01,57.8
RCY,PC,DE,2004-01-01,56.4
RCY,PC,DE,2005-01-01,60.9
RCY,PC,DE,2006-01-01,62.1
RCY,PC,DE,2007-01-01,63.2
RCY,PC,DE,2008-01-01,63.8
RCY,PC,DE,2009-01-01,63.1
RCY,PC,DE,2010-01-01,62.5
RCY,PC,DE,2011-01-01,63.0
RCY,PC,DE,2012-01-01,65.2
RCY,PC,DE,2013-01-01,63.8
RCY,PC,DE,2014-01-01,65.6
RCY,PC,DE,2015-01-01,66.7
RCY,PC,DE,2016-01-01,66.1
RCY,PC,DK,1995-01-01,25.2
RCY,PC,DK,1996-01-01,37.0
RCY,PC,DK,1997-01-01,35.4
RCY,PC,DK,1998-01-01,36.0
RCY,PC,DK,1999-01-01,38.9
RCY,PC,DK,2000-01-01,37.1
RCY,PC,DK,2001-01-01,36.1
RCY,PC,DK,2002-01-01,37.6
RCY,PC,DK,2003-01-01,40.9
RCY,PC,DK,2004-01-01,41.0
RCY,PC,DK,2005-01-01,41.0
RCY,PC,DK,2006-01-01,41.8
RCY,PC,DK,2007-01-01,44.2
RCY,PC,DK,2008-01-01,47.9
RCY,PC,DK,2009-01-01,48.8
RCY,PC,DK,2010-01-01,
RCY,PC,DK,2011-01-01,41.5
RCY,PC,DK,2012-01-01,42.1
RCY,PC,DK,2013-01-01,43.2
RCY,PC,DK,2014-01-01,45.1
RCY,PC,DK,2015-01-01,46.3
RCY,PC,DK,2016-01-01,47.7
RCY,PC,EE,1995-01-01,0.6
RCY,PC,EE,1996-01-01,0.2
RCY,PC,EE,1997-01-01,0.2
RCY,PC,EE,1998-01-01,0.2
RCY,PC,EE,1999-01-01,0.0
RCY,PC,EE,2000-01-01,2.4
RCY,PC,EE,2001-01-01,5.1
RCY,PC,EE,2002-01-01,2.7
RCY,PC,EE,2003-01-01,15.0
RCY,PC,EE,2004-01-01,24.8
