coicop,unit,geotime,date,value
TOT_X_NRG,I15,AT,2017-10-01,104.65
TOT_X_NRG,I15,AT,2017-11-01,104.71
TOT_X_NRG,I15,AT,2017-12-01,105.41
TOT_X_NRG,I15,AT,2018-01-01,104.23
TOT_X_NRG,I15,AT,2018-02-01,104.57
TOT_X_NRG,I15,AT,2018-03-01,105.64
TOT_X_NRG,I15,AT,2018-04-01,105.77
TOT_X_NRG,I15,AT,2018-05-01,105.66
TOT_X_NRG,I15,AT,2018-06-01,105.62
TOT_X_NRG,I15,AT,2018-07-01,104.97
TOT_X_NRG,I15,AT,2018-08-01,104.94
TOT_X_NRG,I15,AT,2018-09-01,106.19
TOT_X_NRG,I15,BE,2017-10-01,103.94
TOT_X_NRG,I15,BE,2017-11-01,103.85
TOT_X_NRG,I15,BE,2017-12-01,104.38
TOT_X_NRG,I15,BE,2018-01-01,102.96
TOT_X_NRG,I15,BE,2018-02-01,104.9
TOT_X_NRG,I15,BE,2018-03-01,105.0
TOT_X_NRG,I15,BE,2018-04-01,105.33
TOT_X_NRG,I15,BE,2018-05-01,105.43
TOT_X_NRG,I15,BE,2018-06-01,105.53
TOT_X_NRG,I15,BE,2018-07-01,104.56
TOT_X_NRG,I15,BE,2018-08-01,106.07
TOT_X_NRG,I15,BE,2018-09-01,105.58
TOT_X_NRG,I15,BG,2017-10-01,100.07
TOT_X_NRG,I15,BG,2017-11-01,100.18
TOT_X_NRG,I15,BG,2017-12-01,100.83
TOT_X_NRG,I15,BG,2018-01-01,101.03
TOT_X_NRG,I15,BG,2018-02-01,101.26
TOT_X_NRG,I15,BG,2018-03-01,101.17
TOT_X_NRG,I15,BG,2018-04-01,101.52
TOT_X_NRG,I15,BG,2018-05-01,101.64
TOT_X_NRG,I15,BG,2018-06-01,101.93
TOT_X_NRG,I15,BG,2018-07-01,103.01
TOT_X_NRG,I15,BG,2018-08-01,103.35
TOT_X_NRG,I15,BG,2018-09-01,102.79
TOT_X_NRG,I15,CH,2017-10-01,100.45
TOT_X_NRG,I15,CH,2017-11-01,100.08
TOT_X_NRG,I15,CH,2017-12-01,100.31
TOT_X_NRG,I15,CH,2018-01-01,99.62
TOT_X_NRG,I15,CH,2018-02-01,99.96
TOT_X_NRG,I15,CH,2018-03-01,100.35
TOT_X_NRG,I15,CH,2018-04-01,100.45
TOT_X_NRG,I15,CH,2018-05-01,100.71
TOT_X_NRG,I15,CH,2018-06-01,100.64
TOT_X_NRG,I15,CH,2018-07-01,101.03
TOT_X_NRG,I15,CH,2018-08-01,101.01
TOT_X_NRG,I15,CH,2018-09-01,100.97
TOT_X_NRG,I15,CY,2017-10-01,100.14
TOT_X_NRG,I15,CY,2017-11-01,98.74
TOT_X_NRG,I15,CY,2017-12-01,98.34
TOT_X_NRG,I15,CY,2018-01-01,96.21
TOT_X_NRG,I15,CY,2018-02-01,97.36
TOT_X_NRG,I15,CY,2018-03-01,98.32
TOT_X_NRG,I15,CY,2018-04-01,99.4
TOT_X_NRG,I15,CY,2018-05-01,100.57
TOT_X_NRG,I15,CY,2018-06-01,101.39
TOT_X_NRG,I15,CY,2018-07-01,101.1
TOT_X_NRG,I15,CY,2018-08-01,102.38
TOT_X_NRG,I15,CY,2018-09-01,101.23
TOT_X_NRG,I15,CZ,2017-10-01,104.5
TOT_X_NRG,I15,CZ,2017-11-01,104.4
TOT_X_NRG,I15,CZ,2017-12-01,104.5
TOT_X_NRG,I15,CZ,2018-01-01,105.1
