stk_flow,sitc06,partner,unit,geo\time,date,value
IMP,SITC0_1,WRL_REST,PCH_M12_NSA,EA19,2017-09-01,1.8
IMP,SITC0_1,WRL_REST,PCH_M12_NSA,EA19,2017-10-01,10.2
IMP,SITC0_1,WRL_REST,PCH_M12_NSA,EA19,2017-11-01,2.6
IMP,SITC0_1,WRL_REST,PCH_M12_NSA,EA19,2017-12-01,-5.2
IMP,SITC0_1,WRL_REST,PCH_M12_NSA,EA19,2018-01-01,3.4
IMP,SITC0_1,WRL_REST,PCH_M12_NSA,EA19,2018-02-01,-1.2
IMP,SITC0_1,WRL_REST,PCH_M12_NSA,EA19,2018-03-01,-4.3
IMP,SITC0_1,WRL_REST,PCH_M12_NSA,EA19,2018-04-01,6.7
IMP,SITC0_1,WRL_REST,PCH_M12_NSA,EA19,2018-05-01,-2.2
IMP,SITC0_1,WRL_REST,PCH_M12_NSA,EA19,2018-06-01,3.9
IMP,SITC0_1,WRL_REST,PCH_M12_NSA,EA19,2018-07-01,3.7
IMP,SITC0_1,WRL_REST,PCH_M12_NSA,EA19,2018-08-01,-2.0
IMP,SITC0_1,WRL_REST,PCH_M12_NSA,EU28,2017-09-01,-2.6
IMP,SITC0_1,WRL_REST,PCH_M12_NSA,EU28,2017-10-01,6.6
IMP,SITC0_1,WRL_REST,PCH_M12_NSA,EU28,2017-11-01,-1.2
IMP,SITC0_1,WRL_REST,PCH_M12_NSA,EU28,2017-12-01,-8.4
IMP,SITC0_1,WRL_REST,PCH_M12_NSA,EU28,2018-01-01,0.2
IMP,SITC0_1,WRL_REST,PCH_M12_NSA,EU28,2018-02-01,-4.6
IMP,SITC0_1,WRL_REST,PCH_M12_NSA,EU28,2018-03-01,-8.5
IMP,SITC0_1,WRL_REST,PCH_M12_NSA,EU28,2018-04-01,2.3
IMP,SITC0_1,WRL_REST,PCH_M12_NSA,EU28,2018-05-01,-2.7
IMP,SITC0_1,WRL_REST,PCH_M12_NSA,EU28,2018-06-01,2.5
IMP,SITC0_1,WRL_REST,PCH_M12_NSA,EU28,2018-07-01,3.1
IMP,SITC0_1,WRL_REST,PCH_M12_NSA,EU28,2018-08-01,-1.4
IMP,SITC0_1,WRL_REST,PCH_M1_SA,EA19,2017-09-01,-2.4
IMP,SITC0_1,WRL_REST,PCH_M1_SA,EA19,2017-10-01,2.6
IMP,SITC0_1,WRL_REST,PCH_M1_SA,EA19,2017-11-01,-2.5
IMP,SITC0_1,WRL_REST,PCH_M1_SA,EA19,2017-12-01,-1.9
IMP,SITC0_1,WRL_REST,PCH_M1_SA,EA19,2018-01-01,2.4
IMP,SITC0_1,WRL_REST,PCH_M1_SA,EA19,2018-02-01,-2.3
IMP,SITC0_1,WRL_REST,PCH_M1_SA,EA19,2018-03-01,0.8
IMP,SITC0_1,WRL_REST,PCH_M1_SA,EA19,2018-04-01,2.3
IMP,SITC0_1,WRL_REST,PCH_M1_SA,EA19,2018-05-01,1.0
IMP,SITC0_1,WRL_REST,PCH_M1_SA,EA19,2018-06-01,-0.2
IMP,SITC0_1,WRL_REST,PCH_M1_SA,EA19,2018-07-01,0.3
IMP,SITC0_1,WRL_REST,PCH_M1_SA,EA19,2018-08-01,-1.7
IMP,SITC0_1,WRL_REST,PCH_M1_SA,EU28,2017-09-01,-2.8
IMP,SITC0_1,WRL_REST,PCH_M1_SA,EU28,2017-10-01,2.1
IMP,SITC0_1,WRL_REST,PCH_M1_SA,EU28,2017-11-01,-2.4
IMP,SITC0_1,WRL_REST,PCH_M1_SA,EU28,2017-12-01,-1.5
IMP,SITC0_1,WRL_REST,PCH_M1_SA,EU28,2018-01-01,2.4
IMP,SITC0_1,WRL_REST,PCH_M1_SA,EU28,2018-02-01,-2.8
IMP,SITC0_1,WRL_REST,PCH_M1_SA,EU28,2018-03-01,1.0
IMP,SITC0_1,WRL_REST,PCH_M1_SA,EU28,2018-04-01,1.4
IMP,SITC0_1,WRL_REST,PCH_M1_SA,EU28,2018-05-01,2.1
IMP,SITC0_1,WRL_REST,PCH_M1_SA,EU28,2018-06-01,-0.3
IMP,SITC0_1,WRL_REST,PCH_M1_SA,EU28,2018-07-01,0.6
IMP,SITC0_1,WRL_REST,PCH_M1_SA,EU28,2018-08-01,-1.0
IMP,SITC0_1,WRL_REST,TVAL_SA,EA19,2017-09-01,11271.2
IMP,SITC0_1,WRL_REST,TVAL_SA,EA19,2017-10-01,11562.3
IMP,SITC0_1,WRL_REST,TVAL_SA,EA19,2017-11-01,11272.0
IMP,SITC0_1,WRL_REST,TVAL_SA,EA19,2017-12-01,11055.3
IMP,SITC0_1,WRL_REST,TVAL_SA,EA19,2018-01-01,11317.3
IMP,SITC0_1,WRL_REST,TVAL_SA,EA19,2018-02-01,11061.0
IMP,SITC0_1,WRL_REST,TVAL_SA,EA19,2018-03-01,11150.5
IMP,SITC0_1,WRL_REST,TVAL_SA,EA19,2018-04-01,11403.3
IMP,SITC0_1,WRL_REST,TVAL_SA,EA19,2018-05-01,11514.6
IMP,SITC0_1,WRL_REST,TVAL_SA,EA19,2018-06-01,11488.2
IMP,SITC0_1,WRL_REST,TVAL_SA,EA19,2018-07-01,11527.3
IMP,SITC0_1,WRL_REST,TVAL_SA,EA19,2018-08-01,11328.1
IMP,SITC0_1,WRL_REST,TVAL_SA,EU28,2017-09-01,9225.6
IMP,SITC0_1,WRL_REST,TVAL_SA,EU28,2017-10-01,9420.5
IMP,SITC0_1,WRL_REST,TVAL_SA,EU28,2017-11-01,9198.7
IMP,SITC0_1,WRL_REST,TVAL_SA,EU28,2017-12-01,9059.0
IMP,SITC0_1,WRL_REST,TVAL_SA,EU28,2018-01-01,9272.2
IMP,SITC0_1,WRL_REST,TVAL_SA,EU28,2018-02-01,9011.2
IMP,SITC0_1,WRL_REST,TVAL_SA,EU28,2018-03-01,9101.6
IMP,SITC0_1,WRL_REST,TVAL_SA,EU28,2018-04-01,9231.9
IMP,SITC0_1,WRL_REST,TVAL_SA,EU28,2018-05-01,9428.8
IMP,SITC0_1,WRL_REST,TVAL_SA,EU28,2018-06-01,9397.4
IMP,SITC0_1,WRL_REST,TVAL_SA,EU28,2018-07-01,9450.1
IMP,SITC0_1,WRL_REST,TVAL_SA,EU28,2018-08-01,9353.8
