indic_bt,nace_r2,unit,geotime,date,value
TOVV,G47_FOOD,I2015_SCA,AT,2017-10-01,101.1
TOVV,G47_FOOD,I2015_SCA,AT,2017-11-01,102.8
TOVV,G47_FOOD,I2015_SCA,AT,2017-12-01,100.6
TOVV,G47_FOOD,I2015_SCA,AT,2018-01-01,100.9
TOVV,G47_FOOD,I2015_SCA,AT,2018-02-01,102.2
TOVV,G47_FOOD,I2015_SCA,AT,2018-03-01,104.1
TOVV,G47_FOOD,I2015_SCA,AT,2018-04-01,101.5
TOVV,G47_FOOD,I2015_SCA,AT,2018-05-01,103.2
TOVV,G47_FOOD,I2015_SCA,AT,2018-06-01,102.3
TOVV,G47_FOOD,I2015_SCA,AT,2018-07-01,101.4
TOVV,G47_FOOD,I2015_SCA,AT,2018-08-01,103.1
TOVV,G47_FOOD,I2015_SCA,AT,2018-09-01,
TOVV,G47_FOOD,I2015_SCA,BE,2017-10-01,96.9
TOVV,G47_FOOD,I2015_SCA,BE,2017-11-01,97.4
TOVV,G47_FOOD,I2015_SCA,BE,2017-12-01,96.6
TOVV,G47_FOOD,I2015_SCA,BE,2018-01-01,96.4
TOVV,G47_FOOD,I2015_SCA,BE,2018-02-01,97.1
TOVV,G47_FOOD,I2015_SCA,BE,2018-03-01,97.2
TOVV,G47_FOOD,I2015_SCA,BE,2018-04-01,96.9
TOVV,G47_FOOD,I2015_SCA,BE,2018-05-01,97.4
TOVV,G47_FOOD,I2015_SCA,BE,2018-06-01,96.9
TOVV,G47_FOOD,I2015_SCA,BE,2018-07-01,97.2
TOVV,G47_FOOD,I2015_SCA,BE,2018-08-01,96.4
TOVV,G47_FOOD,I2015_SCA,BE,2018-09-01,
TOVV,G47_FOOD,I2015_SCA,BG,2017-10-01,115.5
TOVV,G47_FOOD,I2015_SCA,BG,2017-11-01,116.6
TOVV,G47_FOOD,I2015_SCA,BG,2017-12-01,117.2
TOVV,G47_FOOD,I2015_SCA,BG,2018-01-01,116.4
TOVV,G47_FOOD,I2015_SCA,BG,2018-02-01,118.0
TOVV,G47_FOOD,I2015_SCA,BG,2018-03-01,119.2
TOVV,G47_FOOD,I2015_SCA,BG,2018-04-01,120.2
TOVV,G47_FOOD,I2015_SCA,BG,2018-05-01,122.7
