unit,geotime,date,value
KG_TEUR_CLV10,AL,2004-01-01,
KG_TEUR_CLV10,AL,2006-01-01,
KG_TEUR_CLV10,AL,2008-01-01,
KG_TEUR_CLV10,AL,2010-01-01,
KG_TEUR_CLV10,AL,2012-01-01,
KG_TEUR_CLV10,AL,2014-01-01,128.0
KG_TEUR_CLV10,AL,2016-01-01,
KG_TEUR_CLV10,AT,2004-01-01,86.0
KG_TEUR_CLV10,AT,2006-01-01,79.0
KG_TEUR_CLV10,AT,2008-01-01,76.0
KG_TEUR_CLV10,AT,2010-01-01,54.0
KG_TEUR_CLV10,AT,2012-01-01,48.0
KG_TEUR_CLV10,AT,2014-01-01,51.0
KG_TEUR_CLV10,AT,2016-01-01,52.0
KG_TEUR_CLV10,BA,2004-01-01,
KG_TEUR_CLV10,BA,2006-01-01,
KG_TEUR_CLV10,BA,2008-01-01,
KG_TEUR_CLV10,BA,2010-01-01,
KG_TEUR_CLV10,BA,2012-01-01,313.0
KG_TEUR_CLV10,BA,2014-01-01,
KG_TEUR_CLV10,BA,2016-01-01,
KG_TEUR_CLV10,BE,2004-01-01,103.0
KG_TEUR_CLV10,BE,2006-01-01,97.0
KG_TEUR_CLV10,BE,2008-01-01,71.0
KG_TEUR_CLV10,BE,2010-01-01,108.0
KG_TEUR_CLV10,BE,2012-01-01,95.0
KG_TEUR_CLV10,BE,2014-01-01,93.0
KG_TEUR_CLV10,BE,2016-01-01,98.0
KG_TEUR_CLV10,BG,2004-01-01,559.0
KG_TEUR_CLV10,BG,2006-01-01,418.0
KG_TEUR_CLV10,BG,2008-01-01,440.0
KG_TEUR_CLV10,BG,2010-01-01,387.0
KG_TEUR_CLV10,BG,2012-01-01,460.0
KG_TEUR_CLV10,BG,2014-01-01,448.0
KG_TEUR_CLV10,BG,2016-01-01,420.0
KG_TEUR_CLV10,CY,2004-01-01,117.0
KG_TEUR_CLV10,CY,2006-01-01,50.0
KG_TEUR_CLV10,CY,2008-01-01,43.0
KG_TEUR_CLV10,CY,2010-01-01,45.0
KG_TEUR_CLV10,CY,2012-01-01,44.0
KG_TEUR_CLV10,CY,2014-01-01,39.0
KG_TEUR_CLV10,CY,2016-01-01,38.0
KG_TEUR_CLV10,CZ,2004-01-01,136.0
KG_TEUR_CLV10,CZ,2006-01-01,88.0
KG_TEUR_CLV10,CZ,2008-01-01,77.0
KG_TEUR_CLV10,CZ,2010-01-01,79.0
KG_TEUR_CLV10,CZ,2012-01-01,79.0
KG_TEUR_CLV10,CZ,2014-01-01,73.0
KG_TEUR_CLV10,CZ,2016-01-01,74.0
KG_TEUR_CLV10,DE,2004-01-01,50.0
KG_TEUR_CLV10,DE,2006-01-01,48.0
