na_item,aggreg,geo\time,date,value
EXP_PPS_EU28_HAB,00,HU,2003-01-01,13100 
EXP_PPS_EU28_HAB,00,HU,2004-01-01,13700 
EXP_PPS_EU28_HAB,00,HU,2005-01-01,14500.0
EXP_PPS_EU28_HAB,00,HU,2006-01-01,15100.0
EXP_PPS_EU28_HAB,00,HU,2007-01-01,15700.0
EXP_PPS_EU28_HAB,00,HU,2008-01-01,16300.0
EXP_PPS_EU28_HAB,00,HU,2009-01-01,15700.0
EXP_PPS_EU28_HAB,00,HU,2010-01-01,16500.0
EXP_PPS_EU28_HAB,00,HU,2011-01-01,17200.0
EXP_PPS_EU28_HAB,00,HU,2012-01-01,17500.0
EXP_PPS_EU28_HAB,00,HU,2013-01-01,18000.0
EXP_PPS_EU28_HAB,00,HU,2014-01-01,18800.0
EXP_PPS_EU28_HAB,00,HU,2015-01-01,19700.0
EXP_PPS_EU28_HAB,00,HU,2016-01-01,19700.0
EXP_PPS_EU28_HAB,00,HU,2017-01-01,20400.0
EXP_PPS_EU28_HAB,00,IE,2000-01-01,26400 
EXP_PPS_EU28_HAB,00,IE,2001-01-01,28300 
EXP_PPS_EU28_HAB,00,IE,2002-01-01,30200 
EXP_PPS_EU28_HAB,00,IE,2003-01-01,30700 
EXP_PPS_EU28_HAB,00,IE,2004-01-01,32700 
EXP_PPS_EU28_HAB,00,IE,2005-01-01,34400.0
EXP_PPS_EU28_HAB,00,IE,2006-01-01,36600.0
EXP_PPS_EU28_HAB,00,IE,2007-01-01,38500.0
EXP_PPS_EU28_HAB,00,IE,2008-01-01,34900.0
EXP_PPS_EU28_HAB,00,IE,2009-01-01,31600.0
EXP_PPS_EU28_HAB,00,IE,2010-01-01,33100.0
EXP_PPS_EU28_HAB,00,IE,2011-01-01,34100.0
EXP_PPS_EU28_HAB,00,IE,2012-01-01,35100.0
EXP_PPS_EU28_HAB,00,IE,2013-01-01,35500.0
EXP_PPS_EU28_HAB,00,IE,2014-01-01,37900.0
EXP_PPS_EU28_HAB,00,IE,2015-01-01,52500.0
EXP_PPS_EU28_HAB,00,IE,2016-01-01,53300.0
EXP_PPS_EU28_HAB,00,IE,2017-01-01,55200.0
EXP_PPS_EU28_HAB,00,IS,2000-01-01,25800 
EXP_PPS_EU28_HAB,00,IS,2001-01-01,27300 
EXP_PPS_EU28_HAB,00,IS,2002-01-01,27700 
EXP_PPS_EU28_HAB,00,IS,2003-01-01,27500 
EXP_PPS_EU28_HAB,00,IS,2004-01-01,29800 
EXP_PPS_EU28_HAB,00,IS,2005-01-01,31500.0
EXP_PPS_EU28_HAB,00,IS,2006-01-01,32000.0
EXP_PPS_EU28_HAB,00,IS,2007-01-01,33600.0
EXP_PPS_EU28_HAB,00,IS,2008-01-01,33600.0
EXP_PPS_EU28_HAB,00,IS,2009-01-01,31300.0
EXP_PPS_EU28_HAB,00,IS,2010-01-01,29500.0
EXP_PPS_EU28_HAB,00,IS,2011-01-01,29900.0
EXP_PPS_EU28_HAB,00,IS,2012-01-01,30800.0
EXP_PPS_EU28_HAB,00,IS,2013-01-01,31500.0
EXP_PPS_EU28_HAB,00,IS,2014-01-01,32800.0
EXP_PPS_EU28_HAB,00,IS,2015-01-01,35900.0
EXP_PPS_EU28_HAB,00,IS,2016-01-01,37400.0
EXP_PPS_EU28_HAB,00,IS,2017-01-01,39000.0
EXP_PPS_EU28_HAB,00,IT,2000-01-01,23700 
EXP_PPS_EU28_HAB,00,IT,2001-01-01,24200 
EXP_PPS_EU28_HAB,00,IT,2002-01-01,24600 
EXP_PPS_EU28_HAB,00,IT,2003-01-01,24600 
EXP_PPS_EU28_HAB,00,IT,2004-01-01,24800 
EXP_PPS_EU28_HAB,00,IT,2005-01-01,25400.0
EXP_PPS_EU28_HAB,00,IT,2006-01-01,26600.0
EXP_PPS_EU28_HAB,00,IT,2007-01-01,27900.0
EXP_PPS_EU28_HAB,00,IT,2008-01-01,27800.0
EXP_PPS_EU28_HAB,00,IT,2009-01-01,26000.0
EXP_PPS_EU28_HAB,00,IT,2010-01-01,26500.0
EXP_PPS_EU28_HAB,00,IT,2011-01-01,27100.0
EXP_PPS_EU28_HAB,00,IT,2012-01-01,27000.0
EXP_PPS_EU28_HAB,00,IT,2013-01-01,26400.0
EXP_PPS_EU28_HAB,00,IT,2014-01-01,26600.0
EXP_PPS_EU28_HAB,00,IT,2015-01-01,27700.0
EXP_PPS_EU28_HAB,00,IT,2016-01-01,28200.0
EXP_PPS_EU28_HAB,00,IT,2017-01-01,28700.0
EXP_PPS_EU28_HAB,00,JP,2000-01-01,23500 
EXP_PPS_EU28_HAB,00,JP,2001-01-01,23800 
EXP_PPS_EU28_HAB,00,JP,2002-01-01,24200 
EXP_PPS_EU28_HAB,00,JP,2003-01-01,24600 
EXP_PPS_EU28_HAB,00,JP,2004-01-01,25700 
EXP_PPS_EU28_HAB,00,JP,2005-01-01,26900.0
EXP_PPS_EU28_HAB,00,JP,2006-01-01,27400.0
EXP_PPS_EU28_HAB,00,JP,2007-01-01,28400.0
EXP_PPS_EU28_HAB,00,JP,2008-01-01,27500.0
EXP_PPS_EU28_HAB,00,JP,2009-01-01,25300.0
EXP_PPS_EU28_HAB,00,JP,2010-01-01,26800.0
EXP_PPS_EU28_HAB,00,JP,2011-01-01,27000.0
EXP_PPS_EU28_HAB,00,JP,2012-01-01,28100.0
EXP_PPS_EU28_HAB,00,JP,2013-01-01,28700.0
EXP_PPS_EU28_HAB,00,JP,2014-01-01,28900.0
EXP_PPS_EU28_HAB,00,JP,2015-01-01,30800.0
EXP_PPS_EU28_HAB,00,JP,2016-01-01,31100.0
EXP_PPS_EU28_HAB,00,JP,2017-01-01,31500.0
EXP_PPS_EU28_HAB,00,LT,2000-01-01,7400 
EXP_PPS_EU28_HAB,00,LT,2001-01-01,8200 
EXP_PPS_EU28_HAB,00,LT,2002-01-01,9000 
EXP_PPS_EU28_HAB,00,LT,2003-01-01,10200 
EXP_PPS_EU28_HAB,00,LT,2004-01-01,11000 
EXP_PPS_EU28_HAB,00,LT,2005-01-01,12300.0
EXP_PPS_EU28_HAB,00,LT,2006-01-01,13600.0
EXP_PPS_EU28_HAB,00,LT,2007-01-01,15700.0
EXP_PPS_EU28_HAB,00,LT,2008-01-01,16400.0
EXP_PPS_EU28_HAB,00,LT,2009-01-01,13800.0
EXP_PPS_EU28_HAB,00,LT,2010-01-01,15400.0
EXP_PPS_EU28_HAB,00,LT,2011-01-01,17200.0
EXP_PPS_EU28_HAB,00,LT,2012-01-01,18600.0
EXP_PPS_EU28_HAB,00,LT,2013-01-01,19600.0
EXP_PPS_EU28_HAB,00,LT,2014-01-01,20800.0
EXP_PPS_EU28_HAB,00,LT,2015-01-01,21700.0
EXP_PPS_EU28_HAB,00,LT,2016-01-01,22000.0
EXP_PPS_EU28_HAB,00,LT,2017-01-01,23400.0
EXP_PPS_EU28_HAB,00,LU,2000-01-01,48400 
EXP_PPS_EU28_HAB,00,LU,2001-01-01,48500 
EXP_PPS_EU28_HAB,00,LU,2002-01-01,50400 
EXP_PPS_EU28_HAB,00,LU,2003-01-01,50900 
EXP_PPS_EU28_HAB,00,LU,2004-01-01,54100 
EXP_PPS_EU28_HAB,00,LU,2005-01-01,57900.0
EXP_PPS_EU28_HAB,00,LU,2006-01-01,64500.0
EXP_PPS_EU28_HAB,00,LU,2007-01-01,69100.0
EXP_PPS_EU28_HAB,00,LU,2008-01-01,68400.0
EXP_PPS_EU28_HAB,00,LU,2009-01-01,62500.0
EXP_PPS_EU28_HAB,00,LU,2010-01-01,65400.0
EXP_PPS_EU28_HAB,00,LU,2011-01-01,69300.0
EXP_PPS_EU28_HAB,00,LU,2012-01-01,69200.0
EXP_PPS_EU28_HAB,00,LU,2013-01-01,70000.0
EXP_PPS_EU28_HAB,00,LU,2014-01-01,74600.0
EXP_PPS_EU28_HAB,00,LU,2015-01-01,77400.0
EXP_PPS_EU28_HAB,00,LU,2016-01-01,75100.0
EXP_PPS_EU28_HAB,00,LU,2017-01-01,75800.0
EXP_PPS_EU28_HAB,00,LV,2000-01-01,7000 
EXP_PPS_EU28_HAB,00,LV,2001-01-01,7800 
EXP_PPS_EU28_HAB,00,LV,2002-01-01,8600 
EXP_PPS_EU28_HAB,00,LV,2003-01-01,9400 
EXP_PPS_EU28_HAB,00,LV,2004-01-01,10300 
EXP_PPS_EU28_HAB,00,LV,2005-01-01,11800.0
EXP_PPS_EU28_HAB,00,LV,2006-01-01,13000.0
EXP_PPS_EU28_HAB,00,LV,2007-01-01,14900.0
EXP_PPS_EU28_HAB,00,LV,2008-01-01,15400.0
EXP_PPS_EU28_HAB,00,LV,2009-01-01,12800.0
EXP_PPS_EU28_HAB,00,LV,2010-01-01,13400.0
EXP_PPS_EU28_HAB,00,LV,2011-01-01,14900.0
EXP_PPS_EU28_HAB,00,LV,2012-01-01,16100.0
EXP_PPS_EU28_HAB,00,LV,2013-01-01,16700.0
EXP_PPS_EU28_HAB,00,LV,2014-01-01,17500.0
EXP_PPS_EU28_HAB,00,LV,2015-01-01,18500.0
EXP_PPS_EU28_HAB,00,LV,2016-01-01,18800.0
EXP_PPS_EU28_HAB,00,LV,2017-01-01,20100.0
EXP_PPS_EU28_HAB,00,ME,2000-01-01,5200 
EXP_PPS_EU28_HAB,00,ME,2001-01-01,5800 
EXP_PPS_EU28_HAB,00,ME,2002-01-01,6000 
EXP_PPS_EU28_HAB,00,ME,2003-01-01,6100 
EXP_PPS_EU28_HAB,00,ME,2004-01-01,6500 
EXP_PPS_EU28_HAB,00,ME,2005-01-01,7000.0
EXP_PPS_EU28_HAB,00,ME,2006-01-01,8500.0
EXP_PPS_EU28_HAB,00,ME,2007-01-01,10100.0
EXP_PPS_EU28_HAB,00,ME,2008-01-01,10700.0
EXP_PPS_EU28_HAB,00,ME,2009-01-01,9700.0
EXP_PPS_EU28_HAB,00,ME,2010-01-01,10400.0
EXP_PPS_EU28_HAB,00,ME,2011-01-01,10900.0
EXP_PPS_EU28_HAB,00,ME,2012-01-01,10500.0
EXP_PPS_EU28_HAB,00,ME,2013-01-01,10900.0
EXP_PPS_EU28_HAB,00,ME,2014-01-01,11300.0
EXP_PPS_EU28_HAB,00,ME,2015-01-01,12300.0
EXP_PPS_EU28_HAB,00,ME,2016-01-01,13000.0
EXP_PPS_EU28_HAB,00,ME,2017-01-01,13700.0
EXP_PPS_EU28_HAB,00,MK,2000-01-01,5400 
EXP_PPS_EU28_HAB,00,MK,2001-01-01,5300 
EXP_PPS_EU28_HAB,00,MK,2002-01-01,5500 
EXP_PPS_EU28_HAB,00,MK,2003-01-01,5600 
EXP_PPS_EU28_HAB,00,MK,2004-01-01,6100 
EXP_PPS_EU28_HAB,00,MK,2005-01-01,6700.0
EXP_PPS_EU28_HAB,00,MK,2006-01-01,7200.0
EXP_PPS_EU28_HAB,00,MK,2007-01-01,7700.0
EXP_PPS_EU28_HAB,00,MK,2008-01-01,8300.0
EXP_PPS_EU28_HAB,00,MK,2009-01-01,8400.0
EXP_PPS_EU28_HAB,00,MK,2010-01-01,8700.0
EXP_PPS_EU28_HAB,00,MK,2011-01-01,8800.0
EXP_PPS_EU28_HAB,00,MK,2012-01-01,9000.0
EXP_PPS_EU28_HAB,00,MK,2013-01-01,9300.0
EXP_PPS_EU28_HAB,00,MK,2014-01-01,9900.0
EXP_PPS_EU28_HAB,00,MK,2015-01-01,10500.0
EXP_PPS_EU28_HAB,00,MK,2016-01-01,10900.0
EXP_PPS_EU28_HAB,00,MK,2017-01-01,11000.0
EXP_PPS_EU28_HAB,00,MT,2000-01-01,16000 
EXP_PPS_EU28_HAB,00,MT,2001-01-01,16000 
EXP_PPS_EU28_HAB,00,MT,2002-01-01,16800 
EXP_PPS_EU28_HAB,00,MT,2003-01-01,17600 
EXP_PPS_EU28_HAB,00,MT,2004-01-01,18100 
EXP_PPS_EU28_HAB,00,MT,2005-01-01,18900.0
EXP_PPS_EU28_HAB,00,MT,2006-01-01,19200.0
EXP_PPS_EU28_HAB,00,MT,2007-01-01,20500.0
EXP_PPS_EU28_HAB,00,MT,2008-01-01,20700.0
EXP_PPS_EU28_HAB,00,MT,2009-01-01,19900.0
EXP_PPS_EU28_HAB,00,MT,2010-01-01,21300.0
EXP_PPS_EU28_HAB,00,MT,2011-01-01,21600.0
EXP_PPS_EU28_HAB,00,MT,2012-01-01,22200.0
EXP_PPS_EU28_HAB,00,MT,2013-01-01,22800.0
EXP_PPS_EU28_HAB,00,MT,2014-01-01,24400.0
EXP_PPS_EU28_HAB,00,MT,2015-01-01,27000.0
EXP_PPS_EU28_HAB,00,MT,2016-01-01,27500.0
EXP_PPS_EU28_HAB,00,MT,2017-01-01,28700.0
EXP_PPS_EU28_HAB,00,NL,2000-01-01,27700 
EXP_PPS_EU28_HAB,00,NL,2001-01-01,28500 
EXP_PPS_EU28_HAB,00,NL,2002-01-01,29200 
EXP_PPS_EU28_HAB,00,NL,2003-01-01,28600 
EXP_PPS_EU28_HAB,00,NL,2004-01-01,30000 
EXP_PPS_EU28_HAB,00,NL,2005-01-01,31700.0
EXP_PPS_EU28_HAB,00,NL,2006-01-01,33600.0
EXP_PPS_EU28_HAB,00,NL,2007-01-01,35800.0
EXP_PPS_EU28_HAB,00,NL,2008-01-01,36200.0
EXP_PPS_EU28_HAB,00,NL,2009-01-01,33500.0
EXP_PPS_EU28_HAB,00,NL,2010-01-01,34100.0
EXP_PPS_EU28_HAB,00,NL,2011-01-01,34700.0
EXP_PPS_EU28_HAB,00,NL,2012-01-01,35300.0
EXP_PPS_EU28_HAB,00,NL,2013-01-01,35800.0
EXP_PPS_EU28_HAB,00,NL,2014-01-01,35800.0
EXP_PPS_EU28_HAB,00,NL,2015-01-01,37400.0
EXP_PPS_EU28_HAB,00,NL,2016-01-01,37200.0
EXP_PPS_EU28_HAB,00,NL,2017-01-01,38200.0
EXP_PPS_EU28_HAB,00,NO,2000-01-01,32400 
EXP_PPS_EU28_HAB,00,NO,2001-01-01,32800 
EXP_PPS_EU28_HAB,00,NO,2002-01-01,32600 
EXP_PPS_EU28_HAB,00,NO,2003-01-01,32700 
EXP_PPS_EU28_HAB,00,NO,2004-01-01,35900 
EXP_PPS_EU28_HAB,00,NO,2005-01-01,40600.0
EXP_PPS_EU28_HAB,00,NO,2006-01-01,44800.0
EXP_PPS_EU28_HAB,00,NO,2007-01-01,46100.0
EXP_PPS_EU28_HAB,00,NO,2008-01-01,48800.0
EXP_PPS_EU28_HAB,00,NO,2009-01-01,42200.0
EXP_PPS_EU28_HAB,00,NO,2010-01-01,44400.0
EXP_PPS_EU28_HAB,00,NO,2011-01-01,46900.0
EXP_PPS_EU28_HAB,00,NO,2012-01-01,49400.0
EXP_PPS_EU28_HAB,00,NO,2013-01-01,49200.0
EXP_PPS_EU28_HAB,00,NO,2014-01-01,48700.0
EXP_PPS_EU28_HAB,00,NO,2015-01-01,46600.0
EXP_PPS_EU28_HAB,00,NO,2016-01-01,43300.0
EXP_PPS_EU28_HAB,00,NO,2017-01-01,44700.0
EXP_PPS_EU28_HAB,00,PL,2000-01-01,9300 
EXP_PPS_EU28_HAB,00,PL,2001-01-01,9600 
EXP_PPS_EU28_HAB,00,PL,2002-01-01,10100 
EXP_PPS_EU28_HAB,00,PL,2003-01-01,10400 
EXP_PPS_EU28_HAB,00,PL,2004-01-01,11300 
EXP_PPS_EU28_HAB,00,PL,2005-01-01,11800.0
EXP_PPS_EU28_HAB,00,PL,2006-01-01,12500.0
EXP_PPS_EU28_HAB,00,PL,2007-01-01,13800.0
EXP_PPS_EU28_HAB,00,PL,2008-01-01,14500.0
EXP_PPS_EU28_HAB,00,PL,2009-01-01,14500.0
EXP_PPS_EU28_HAB,00,PL,2010-01-01,15900.0
EXP_PPS_EU28_HAB,00,PL,2011-01-01,17000.0
EXP_PPS_EU28_HAB,00,PL,2012-01-01,17800.0
EXP_PPS_EU28_HAB,00,PL,2013-01-01,17900.0
EXP_PPS_EU28_HAB,00,PL,2014-01-01,18600.0
EXP_PPS_EU28_HAB,00,PL,2015-01-01,19800.0
EXP_PPS_EU28_HAB,00,PL,2016-01-01,19900.0
EXP_PPS_EU28_HAB,00,PL,2017-01-01,20900.0
EXP_PPS_EU28_HAB,00,PT,2000-01-01,16500 
EXP_PPS_EU28_HAB,00,PT,2001-01-01,17000 
EXP_PPS_EU28_HAB,00,PT,2002-01-01,17500 
EXP_PPS_EU28_HAB,00,PT,2003-01-01,17700 
EXP_PPS_EU28_HAB,00,PT,2004-01-01,18200 
EXP_PPS_EU28_HAB,00,PT,2005-01-01,19300.0
EXP_PPS_EU28_HAB,00,PT,2006-01-01,20400.0
EXP_PPS_EU28_HAB,00,PT,2007-01-01,21200.0
EXP_PPS_EU28_HAB,00,PT,2008-01-01,21000.0
EXP_PPS_EU28_HAB,00,PT,2009-01-01,20100.0
EXP_PPS_EU28_HAB,00,PT,2010-01-01,20900.0
EXP_PPS_EU28_HAB,00,PT,2011-01-01,20200.0
EXP_PPS_EU28_HAB,00,PT,2012-01-01,20000.0
EXP_PPS_EU28_HAB,00,PT,2013-01-01,20500.0
EXP_PPS_EU28_HAB,00,PT,2014-01-01,21200.0
EXP_PPS_EU28_HAB,00,PT,2015-01-01,22300.0
EXP_PPS_EU28_HAB,00,PT,2016-01-01,22600.0
EXP_PPS_EU28_HAB,00,PT,2017-01-01,23000.0
EXP_PPS_EU28_HAB,00,RO,2000-01-01,5200 
EXP_PPS_EU28_HAB,00,RO,2001-01-01,5600 
EXP_PPS_EU28_HAB,00,RO,2002-01-01,6200 
EXP_PPS_EU28_HAB,00,RO,2003-01-01,6600 
EXP_PPS_EU28_HAB,00,RO,2004-01-01,7700 
EXP_PPS_EU28_HAB,00,RO,2005-01-01,8300.0
EXP_PPS_EU28_HAB,00,RO,2006-01-01,9700.0
EXP_PPS_EU28_HAB,00,RO,2007-01-01,11400.0
EXP_PPS_EU28_HAB,00,RO,2008-01-01,13200.0
EXP_PPS_EU28_HAB,00,RO,2009-01-01,12500.0
EXP_PPS_EU28_HAB,00,RO,2010-01-01,13000.0
EXP_PPS_EU28_HAB,00,RO,2011-01-01,13600.0
EXP_PPS_EU28_HAB,00,RO,2012-01-01,14300.0
EXP_PPS_EU28_HAB,00,RO,2013-01-01,14600.0
EXP_PPS_EU28_HAB,00,RO,2014-01-01,15200.0
EXP_PPS_EU28_HAB,00,RO,2015-01-01,16300.0
EXP_PPS_EU28_HAB,00,RO,2016-01-01,17000.0
EXP_PPS_EU28_HAB,00,RO,2017-01-01,18700.0
EXP_PPS_EU28_HAB,00,RS,2000-01-01,5000 
EXP_PPS_EU28_HAB,00,RS,2001-01-01,5300 
EXP_PPS_EU28_HAB,00,RS,2002-01-01,5800 
EXP_PPS_EU28_HAB,00,RS,2003-01-01,6100 
EXP_PPS_EU28_HAB,00,RS,2004-01-01,6800 
EXP_PPS_EU28_HAB,00,RS,2005-01-01,7400.0
EXP_PPS_EU28_HAB,00,RS,2006-01-01,8000.0
EXP_PPS_EU28_HAB,00,RS,2007-01-01,8600.0
EXP_PPS_EU28_HAB,00,RS,2008-01-01,9400.0
EXP_PPS_EU28_HAB,00,RS,2009-01-01,9000.0
EXP_PPS_EU28_HAB,00,RS,2010-01-01,9200.0
EXP_PPS_EU28_HAB,00,RS,2011-01-01,9800.0
EXP_PPS_EU28_HAB,00,RS,2012-01-01,9900.0
EXP_PPS_EU28_HAB,00,RS,2013-01-01,10100.0
EXP_PPS_EU28_HAB,00,RS,2014-01-01,10100.0
EXP_PPS_EU28_HAB,00,RS,2015-01-01,10500.0
EXP_PPS_EU28_HAB,00,RS,2016-01-01,10700.0
EXP_PPS_EU28_HAB,00,RS,2017-01-01,10900.0
EXP_PPS_EU28_HAB,00,SE,2000-01-01,25700 
EXP_PPS_EU28_HAB,00,SE,2001-01-01,25700 
EXP_PPS_EU28_HAB,00,SE,2002-01-01,26300 
EXP_PPS_EU28_HAB,00,SE,2003-01-01,26700 
EXP_PPS_EU28_HAB,00,SE,2004-01-01,28400 
EXP_PPS_EU28_HAB,00,SE,2005-01-01,28900.0
EXP_PPS_EU28_HAB,00,SE,2006-01-01,31000.0
EXP_PPS_EU28_HAB,00,SE,2007-01-01,33400.0
EXP_PPS_EU28_HAB,00,SE,2008-01-01,33100.0
EXP_PPS_EU28_HAB,00,SE,2009-01-01,30200.0
EXP_PPS_EU28_HAB,00,SE,2010-01-01,31800.0
EXP_PPS_EU28_HAB,00,SE,2011-01-01,33000.0
EXP_PPS_EU28_HAB,00,SE,2012-01-01,33800.0
EXP_PPS_EU28_HAB,00,SE,2013-01-01,33500.0
EXP_PPS_EU28_HAB,00,SE,2014-01-01,34300.0
EXP_PPS_EU28_HAB,00,SE,2015-01-01,36200.0
EXP_PPS_EU28_HAB,00,SE,2016-01-01,36000.0
EXP_PPS_EU28_HAB,00,SE,2017-01-01,36500.0
EXP_PPS_EU28_HAB,00,SI,2000-01-01,15800 
EXP_PPS_EU28_HAB,00,SI,2001-01-01,16500 
EXP_PPS_EU28_HAB,00,SI,2002-01-01,17400 
EXP_PPS_EU28_HAB,00,SI,2003-01-01,17900 
EXP_PPS_EU28_HAB,00,SI,2004-01-01,19300 
EXP_PPS_EU28_HAB,00,SI,2005-01-01,20300.0
EXP_PPS_EU28_HAB,00,SI,2006-01-01,21300.0
EXP_PPS_EU28_HAB,00,SI,2007-01-01,22700.0
EXP_PPS_EU28_HAB,00,SI,2008-01-01,23400.0
EXP_PPS_EU28_HAB,00,SI,2009-01-01,20900.0
EXP_PPS_EU28_HAB,00,SI,2010-01-01,21200.0
EXP_PPS_EU28_HAB,00,SI,2011-01-01,21700.0
EXP_PPS_EU28_HAB,00,SI,2012-01-01,21800.0
EXP_PPS_EU28_HAB,00,SI,2013-01-01,21900.0
EXP_PPS_EU28_HAB,00,SI,2014-01-01,22700.0
EXP_PPS_EU28_HAB,00,SI,2015-01-01,23800.0
EXP_PPS_EU28_HAB,00,SI,2016-01-01,24100.0
EXP_PPS_EU28_HAB,00,SI,2017-01-01,25400.0
EXP_PPS_EU28_HAB,00,SK,2000-01-01,9900 
EXP_PPS_EU28_HAB,00,SK,2001-01-01,10700 
EXP_PPS_EU28_HAB,00,SK,2002-01-01,11400 
EXP_PPS_EU28_HAB,00,SK,2003-01-01,12000 
EXP_PPS_EU28_HAB,00,SK,2004-01-01,12800 
EXP_PPS_EU28_HAB,00,SK,2005-01-01,14100.0
EXP_PPS_EU28_HAB,00,SK,2006-01-01,15600.0
EXP_PPS_EU28_HAB,00,SK,2007-01-01,17400.0
EXP_PPS_EU28_HAB,00,SK,2008-01-01,18600.0
EXP_PPS_EU28_HAB,00,SK,2009-01-01,17400.0
EXP_PPS_EU28_HAB,00,SK,2010-01-01,19000.0
EXP_PPS_EU28_HAB,00,SK,2011-01-01,19500.0
EXP_PPS_EU28_HAB,00,SK,2012-01-01,20100.0
EXP_PPS_EU28_HAB,00,SK,2013-01-01,20500.0
EXP_PPS_EU28_HAB,00,SK,2014-01-01,21300.0
EXP_PPS_EU28_HAB,00,SK,2015-01-01,22300.0
EXP_PPS_EU28_HAB,00,SK,2016-01-01,22400.0
EXP_PPS_EU28_HAB,00,SK,2017-01-01,23000.0
EXP_PPS_EU28_HAB,00,TR,2000-01-01,8300 
EXP_PPS_EU28_HAB,00,TR,2001-01-01,7900 
EXP_PPS_EU28_HAB,00,TR,2002-01-01,8000 
EXP_PPS_EU28_HAB,00,TR,2003-01-01,8100 
EXP_PPS_EU28_HAB,00,TR,2004-01-01,9200 
EXP_PPS_EU28_HAB,00,TR,2005-01-01,10100.0
EXP_PPS_EU28_HAB,00,TR,2006-01-01,11300.0
EXP_PPS_EU28_HAB,00,TR,2007-01-01,12200.0
EXP_PPS_EU28_HAB,00,TR,2008-01-01,12700.0
EXP_PPS_EU28_HAB,00,TR,2009-01-01,11700.0
EXP_PPS_EU28_HAB,00,TR,2010-01-01,13300.0
EXP_PPS_EU28_HAB,00,TR,2011-01-01,14800.0
EXP_PPS_EU28_HAB,00,TR,2012-01-01,15600.0
EXP_PPS_EU28_HAB,00,TR,2013-01-01,16400.0
EXP_PPS_EU28_HAB,00,TR,2014-01-01,17800.0
EXP_PPS_EU28_HAB,00,TR,2015-01-01,18900.0
EXP_PPS_EU28_HAB,00,TR,2016-01-01,18800.0
EXP_PPS_EU28_HAB,00,TR,2017-01-01,19500.0
EXP_PPS_EU28_HAB,00,UK,2000-01-01,23000 
EXP_PPS_EU28_HAB,00,UK,2001-01-01,23800 
EXP_PPS_EU28_HAB,00,UK,2002-01-01,24700 
EXP_PPS_EU28_HAB,00,UK,2003-01-01,25500 
EXP_PPS_EU28_HAB,00,UK,2004-01-01,26900 
EXP_PPS_EU28_HAB,00,UK,2005-01-01,27600.0
EXP_PPS_EU28_HAB,00,UK,2006-01-01,28600.0
EXP_PPS_EU28_HAB,00,UK,2007-01-01,29100.0
EXP_PPS_EU28_HAB,00,UK,2008-01-01,28600.0
EXP_PPS_EU28_HAB,00,UK,2009-01-01,26300.0
EXP_PPS_EU28_HAB,00,UK,2010-01-01,27400.0
EXP_PPS_EU28_HAB,00,UK,2011-01-01,27600.0
EXP_PPS_EU28_HAB,00,UK,2012-01-01,28500.0
EXP_PPS_EU28_HAB,00,UK,2013-01-01,28900.0
EXP_PPS_EU28_HAB,00,UK,2014-01-01,30000.0
EXP_PPS_EU28_HAB,00,UK,2015-01-01,31400.0
EXP_PPS_EU28_HAB,00,UK,2016-01-01,31400.0
EXP_PPS_EU28_HAB,00,UK,2017-01-01,31500.0
EXP_PPS_EU28_HAB,00,US,2000-01-01,31900 
EXP_PPS_EU28_HAB,00,US,2001-01-01,32300 
EXP_PPS_EU28_HAB,00,US,2002-01-01,32700 
EXP_PPS_EU28_HAB,00,US,2003-01-01,33600 
EXP_PPS_EU28_HAB,00,US,2004-01-01,35400 
EXP_PPS_EU28_HAB,00,US,2005-01-01,37600.0
EXP_PPS_EU28_HAB,00,US,2006-01-01,38400.0
EXP_PPS_EU28_HAB,00,US,2007-01-01,39600.0
EXP_PPS_EU28_HAB,00,US,2008-01-01,38200.0
EXP_PPS_EU28_HAB,00,US,2009-01-01,35700.0
EXP_PPS_EU28_HAB,00,US,2010-01-01,36900.0
EXP_PPS_EU28_HAB,00,US,2011-01-01,37500.0
EXP_PPS_EU28_HAB,00,US,2012-01-01,38800.0
EXP_PPS_EU28_HAB,00,US,2013-01-01,38700.0
EXP_PPS_EU28_HAB,00,US,2014-01-01,40300.0
EXP_PPS_EU28_HAB,00,US,2015-01-01,42600.0
EXP_PPS_EU28_HAB,00,US,2016-01-01,42400.0
EXP_PPS_EU28_HAB,00,US,2017-01-01,43300.0
VI_PPS_EU28_HAB,00,AL,2000-01-01,17 
VI_PPS_EU28_HAB,00,AL,2001-01-01,18 
VI_PPS_EU28_HAB,00,AL,2002-01-01,19 
VI_PPS_EU28_HAB,00,AL,2003-01-01,20 
VI_PPS_EU28_HAB,00,AL,2004-01-01,20 
VI_PPS_EU28_HAB,00,AL,2005-01-01,21.0
VI_PPS_EU28_HAB,00,AL,2006-01-01,22.0
VI_PPS_EU28_HAB,00,AL,2007-01-01,23.0
VI_PPS_EU28_HAB,00,AL,2008-01-01,25.0
VI_PPS_EU28_HAB,00,AL,2009-01-01,27.0
VI_PPS_EU28_HAB,00,AL,2010-01-01,29.0
VI_PPS_EU28_HAB,00,AL,2011-01-01,29.0
VI_PPS_EU28_HAB,00,AL,2012-01-01,30.0
VI_PPS_EU28_HAB,00,AL,2013-01-01,29.0
VI_PPS_EU28_HAB,00,AL,2014-01-01,30.0
VI_PPS_EU28_HAB,00,AL,2015-01-01,29.0
VI_PPS_EU28_HAB,00,AL,2016-01-01,29.0
