unit,na_item,geotime,date,value
EUR,D1_SAL_HW,FI,2013-01-01,28
EUR,D1_SAL_HW,FI,2014-01-01,29
EUR,D1_SAL_HW,FI,2015-01-01,29
EUR,D1_SAL_HW,FI,2016-01-01,30
EUR,D1_SAL_HW,FI,2017-01-01,29
EUR,D1_SAL_HW,FR,2005-01-01,26
EUR,D1_SAL_HW,FR,2006-01-01,27
EUR,D1_SAL_HW,FR,2007-01-01,27
EUR,D1_SAL_HW,FR,2008-01-01,28
EUR,D1_SAL_HW,FR,2009-01-01,29
EUR,D1_SAL_HW,FR,2010-01-01,29
EUR,D1_SAL_HW,FR,2011-01-01,30
EUR,D1_SAL_HW,FR,2012-01-01,31
EUR,D1_SAL_HW,FR,2013-01-01,31
EUR,D1_SAL_HW,FR,2014-01-01,32
EUR,D1_SAL_HW,FR,2015-01-01,32
EUR,D1_SAL_HW,FR,2016-01-01,32
EUR,D1_SAL_HW,FR,2017-01-01,33
EUR,D1_SAL_HW,HR,2005-01-01,7
EUR,D1_SAL_HW,HR,2006-01-01,7
EUR,D1_SAL_HW,HR,2007-01-01,7
EUR,D1_SAL_HW,HR,2008-01-01,8
EUR,D1_SAL_HW,HR,2009-01-01,8
EUR,D1_SAL_HW,HR,2010-01-01,8
EUR,D1_SAL_HW,HR,2011-01-01,8
EUR,D1_SAL_HW,HR,2012-01-01,8
EUR,D1_SAL_HW,HR,2013-01-01,8
EUR,D1_SAL_HW,HR,2014-01-01,8
EUR,D1_SAL_HW,HR,2015-01-01,8
EUR,D1_SAL_HW,HR,2016-01-01,8
EUR,D1_SAL_HW,HR,2017-01-01,8
EUR,D1_SAL_HW,HU,2005-01-01,5
EUR,D1_SAL_HW,HU,2006-01-01,5
EUR,D1_SAL_HW,HU,2007-01-01,6
EUR,D1_SAL_HW,HU,2008-01-01,6
EUR,D1_SAL_HW,HU,2009-01-01,6
EUR,D1_SAL_HW,HU,2010-01-01,7
EUR,D1_SAL_HW,HU,2011-01-01,7
EUR,D1_SAL_HW,HU,2012-01-01,7
EUR,D1_SAL_HW,HU,2013-01-01,7
EUR,D1_SAL_HW,HU,2014-01-01,6
EUR,D1_SAL_HW,HU,2015-01-01,6
EUR,D1_SAL_HW,HU,2016-01-01,6
EUR,D1_SAL_HW,HU,2017-01-01,7
EUR,D1_SAL_HW,IE,2005-01-01,22
EUR,D1_SAL_HW,IE,2006-01-01,23
EUR,D1_SAL_HW,IE,2007-01-01,24
EUR,D1_SAL_HW,IE,2008-01-01,25
EUR,D1_SAL_HW,IE,2009-01-01,25
EUR,D1_SAL_HW,IE,2010-01-01,27
EUR,D1_SAL_HW,IE,2011-01-01,27
EUR,D1_SAL_HW,IE,2012-01-01,27
EUR,D1_SAL_HW,IE,2013-01-01,27
EUR,D1_SAL_HW,IE,2014-01-01,27
EUR,D1_SAL_HW,IE,2015-01-01,27
EUR,D1_SAL_HW,IE,2016-01-01,28
EUR,D1_SAL_HW,IE,2017-01-01,28
EUR,D1_SAL_HW,IS,2005-01-01,
EUR,D1_SAL_HW,IS,2006-01-01,
EUR,D1_SAL_HW,IS,2007-01-01,
EUR,D1_SAL_HW,IS,2008-01-01,20
EUR,D1_SAL_HW,IS,2009-01-01,17
EUR,D1_SAL_HW,IS,2010-01-01,20
EUR,D1_SAL_HW,IS,2011-01-01,22
EUR,D1_SAL_HW,IS,2012-01-01,23
EUR,D1_SAL_HW,IS,2013-01-01,24
EUR,D1_SAL_HW,IS,2014-01-01,26
EUR,D1_SAL_HW,IS,2015-01-01,30
EUR,D1_SAL_HW,IS,2016-01-01,36
EUR,D1_SAL_HW,IS,2017-01-01,42
EUR,D1_SAL_HW,IT,2005-01-01,19
EUR,D1_SAL_HW,IT,2006-01-01,19
EUR,D1_SAL_HW,IT,2007-01-01,20
EUR,D1_SAL_HW,IT,2008-01-01,20
EUR,D1_SAL_HW,IT,2009-01-01,21
EUR,D1_SAL_HW,IT,2010-01-01,21
EUR,D1_SAL_HW,IT,2011-01-01,21
EUR,D1_SAL_HW,IT,2012-01-01,22
EUR,D1_SAL_HW,IT,2013-01-01,22
EUR,D1_SAL_HW,IT,2014-01-01,22
EUR,D1_SAL_HW,IT,2015-01-01,22
EUR,D1_SAL_HW,IT,2016-01-01,22
EUR,D1_SAL_HW,IT,2017-01-01,22
EUR,D1_SAL_HW,LT,2005-01-01,3
EUR,D1_SAL_HW,LT,2006-01-01,4
EUR,D1_SAL_HW,LT,2007-01-01,5
EUR,D1_SAL_HW,LT,2008-01-01,5
EUR,D1_SAL_HW,LT,2009-01-01,5
EUR,D1_SAL_HW,LT,2010-01-01,5
EUR,D1_SAL_HW,LT,2011-01-01,5
EUR,D1_SAL_HW,LT,2012-01-01,6
EUR,D1_SAL_HW,LT,2013-01-01,6
EUR,D1_SAL_HW,LT,2014-01-01,6
EUR,D1_SAL_HW,LT,2015-01-01,7
EUR,D1_SAL_HW,LT,2016-01-01,7
EUR,D1_SAL_HW,LT,2017-01-01,8
EUR,D1_SAL_HW,LU,2005-01-01,32
EUR,D1_SAL_HW,LU,2006-01-01,34
EUR,D1_SAL_HW,LU,2007-01-01,35
EUR,D1_SAL_HW,LU,2008-01-01,36
EUR,D1_SAL_HW,LU,2009-01-01,38
EUR,D1_SAL_HW,LU,2010-01-01,38
EUR,D1_SAL_HW,LU,2011-01-01,39
EUR,D1_SAL_HW,LU,2012-01-01,40
EUR,D1_SAL_HW,LU,2013-01-01,41
EUR,D1_SAL_HW,LU,2014-01-01,43
EUR,D1_SAL_HW,LU,2015-01-01,43
EUR,D1_SAL_HW,LU,2016-01-01,43
EUR,D1_SAL_HW,LU,2017-01-01,45
EUR,D1_SAL_HW,LV,2005-01-01,3
EUR,D1_SAL_HW,LV,2006-01-01,4
EUR,D1_SAL_HW,LV,2007-01-01,5
EUR,D1_SAL_HW,LV,2008-01-01,6
EUR,D1_SAL_HW,LV,2009-01-01,5
EUR,D1_SAL_HW,LV,2010-01-01,5
EUR,D1_SAL_HW,LV,2011-01-01,5
EUR,D1_SAL_HW,LV,2012-01-01,6
EUR,D1_SAL_HW,LV,2013-01-01,6
EUR,D1_SAL_HW,LV,2014-01-01,6
EUR,D1_SAL_HW,LV,2015-01-01,7
EUR,D1_SAL_HW,LV,2016-01-01,8
EUR,D1_SAL_HW,LV,2017-01-01,8
EUR,D1_SAL_HW,MT,2005-01-01,8
EUR,D1_SAL_HW,MT,2006-01-01,8
EUR,D1_SAL_HW,MT,2007-01-01,8
EUR,D1_SAL_HW,MT,2008-01-01,9
EUR,D1_SAL_HW,MT,2009-01-01,9
EUR,D1_SAL_HW,MT,2010-01-01,10
EUR,D1_SAL_HW,MT,2011-01-01,10
EUR,D1_SAL_HW,MT,2012-01-01,11
EUR,D1_SAL_HW,MT,2013-01-01,11
EUR,D1_SAL_HW,MT,2014-01-01,11
EUR,D1_SAL_HW,MT,2015-01-01,12
EUR,D1_SAL_HW,MT,2016-01-01,12
EUR,D1_SAL_HW,MT,2017-01-01,13
EUR,D1_SAL_HW,NL,2005-01-01,27
EUR,D1_SAL_HW,NL,2006-01-01,27
EUR,D1_SAL_HW,NL,2007-01-01,28
EUR,D1_SAL_HW,NL,2008-01-01,29
EUR,D1_SAL_HW,NL,2009-01-01,30
EUR,D1_SAL_HW,NL,2010-01-01,31
