unit,bop_item,sector10,sectpart,stk_flow,partner,s_adj,geotime,date,value
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,AT,1995-01-01,-5051.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,AT,1996-01-01,-5181.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,AT,1997-01-01,-4805.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,AT,1998-01-01,-3637.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,AT,1999-01-01,-4609.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,AT,2000-01-01,-1508.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,AT,2001-01-01,-1756.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,AT,2002-01-01,4767.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,AT,2003-01-01,3590.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,AT,2004-01-01,5031.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,AT,2005-01-01,5738.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,AT,2006-01-01,8824.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,AT,2007-01-01,10798.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,AT,2008-01-01,13190.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,AT,2009-01-01,7479.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,AT,2010-01-01,8447.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,AT,2011-01-01,5057.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,AT,2012-01-01,4725.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,AT,2013-01-01,6294.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,AT,2014-01-01,8242.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,AT,2015-01-01,5940.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,AT,2016-01-01,8824.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,AT,2017-01-01,7217.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BE,1995-01-01,
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BE,1996-01-01,
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BE,1997-01-01,
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BE,1998-01-01,
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BE,1999-01-01,
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BE,2000-01-01,
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BE,2001-01-01,
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BE,2002-01-01,
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BE,2003-01-01,9972.8
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BE,2004-01-01,9764.4
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BE,2005-01-01,6490.4
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BE,2006-01-01,6271.5
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BE,2007-01-01,6722.7
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BE,2008-01-01,-3535.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BE,2009-01-01,-3755.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BE,2010-01-01,6441.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BE,2011-01-01,-4067.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BE,2012-01-01,-210.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BE,2013-01-01,-1247.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BE,2014-01-01,-3482.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BE,2015-01-01,-4199.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BE,2016-01-01,-2562.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BE,2017-01-01,3193.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BG,1995-01-01,
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BG,1996-01-01,
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BG,1997-01-01,
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BG,1998-01-01,
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BG,1999-01-01,
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BG,2000-01-01,
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BG,2001-01-01,
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BG,2002-01-01,
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BG,2003-01-01,
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BG,2004-01-01,
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BG,2005-01-01,
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BG,2006-01-01,
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BG,2007-01-01,-15147.8
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BG,2008-01-01,-15994.5
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BG,2009-01-01,-6072.3
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BG,2010-01-01,-1287.7
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BG,2011-01-01,266.3
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BG,2012-01-01,-699.7
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BG,2013-01-01,1047.5
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BG,2014-01-01,1037.7
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BG,2015-01-01,-30.1
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BG,2016-01-01,2433.1
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,BG,2017-01-01,6587.1
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CY,1995-01-01,
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CY,1996-01-01,
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CY,1997-01-01,
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CY,1998-01-01,
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CY,1999-01-01,
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CY,2000-01-01,
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CY,2001-01-01,
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CY,2002-01-01,
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CY,2003-01-01,
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CY,2004-01-01,
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CY,2005-01-01,
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CY,2006-01-01,
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CY,2007-01-01,
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CY,2008-01-01,-2945.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CY,2009-01-01,-1431.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CY,2010-01-01,-2172.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CY,2011-01-01,-811.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CY,2012-01-01,-1162.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CY,2013-01-01,-896.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CY,2014-01-01,-760.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CY,2015-01-01,-260.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CY,2016-01-01,-935.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CY,2017-01-01,-1643.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CZ,1995-01-01,-36334.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CZ,1996-01-01,-111867.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CZ,1997-01-01,-113035.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CZ,1998-01-01,-40493.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CZ,1999-01-01,-50598.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CZ,2000-01-01,-104875.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CZ,2001-01-01,-124477.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CZ,2002-01-01,-136377.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CZ,2003-01-01,-160617.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CZ,2004-01-01,-114414.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CZ,2005-01-01,-68733.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CZ,2006-01-01,-86628.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CZ,2007-01-01,-177113.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CZ,2008-01-01,-75255.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CZ,2009-01-01,-89202.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CZ,2010-01-01,-141776.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CZ,2011-01-01,-84800.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CZ,2012-01-01,-63313.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CZ,2013-01-01,-21783.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CZ,2014-01-01,7882.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CZ,2015-01-01,11283.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CZ,2016-01-01,74220.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,CZ,2017-01-01,54157.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,DE,1995-01-01,-23596.0
