hhtyp,sex,indic_il,geotime,date,value
A1,DIFF,R_GE75_LT75,SI,2007-01-01,0.27
A1,DIFF,R_GE75_LT75,SI,2008-01-01,0.36
A1,DIFF,R_GE75_LT75,SI,2009-01-01,0.26
A1,DIFF,R_GE75_LT75,SI,2010-01-01,0.41
A1,DIFF,R_GE75_LT75,SI,2011-01-01,0.53
A1,DIFF,R_GE75_LT75,SI,2012-01-01,0.38
A1,DIFF,R_GE75_LT75,SI,2013-01-01,0.43
A1,DIFF,R_GE75_LT75,SI,2014-01-01,0.35
A1,DIFF,R_GE75_LT75,SI,2015-01-01,0.18
A1,DIFF,R_GE75_LT75,SI,2016-01-01,0.03
A1,DIFF,R_GE75_LT75,SI,2017-01-01,0.13
A1,DIFF,R_GE75_LT75,SK,2006-01-01,-0.04
A1,DIFF,R_GE75_LT75,SK,2007-01-01,-0.09
A1,DIFF,R_GE75_LT75,SK,2008-01-01,-0.08
A1,DIFF,R_GE75_LT75,SK,2009-01-01,-0.08
A1,DIFF,R_GE75_LT75,SK,2010-01-01,-0.07
A1,DIFF,R_GE75_LT75,SK,2011-01-01,0.03
A1,DIFF,R_GE75_LT75,SK,2012-01-01,-0.08
A1,DIFF,R_GE75_LT75,SK,2013-01-01,0.01
A1,DIFF,R_GE75_LT75,SK,2014-01-01,0.05
A1,DIFF,R_GE75_LT75,SK,2015-01-01,0.0
A1,DIFF,R_GE75_LT75,SK,2016-01-01,0.04
A1,DIFF,R_GE75_LT75,SK,2017-01-01,0.02
A1,DIFF,R_GE75_LT75,TR,2006-01-01,-0.08
A1,DIFF,R_GE75_LT75,TR,2007-01-01,-0.09
A1,DIFF,R_GE75_LT75,TR,2008-01-01,-0.12
A1,DIFF,R_GE75_LT75,TR,2009-01-01,-0.11
A1,DIFF,R_GE75_LT75,TR,2010-01-01,-0.29
A1,DIFF,R_GE75_LT75,TR,2011-01-01,-0.09
A1,DIFF,R_GE75_LT75,TR,2012-01-01,-0.1
A1,DIFF,R_GE75_LT75,TR,2013-01-01,-0.17
A1,DIFF,R_GE75_LT75,TR,2014-01-01,-0.13
A1,DIFF,R_GE75_LT75,TR,2015-01-01,-0.1
A1,DIFF,R_GE75_LT75,TR,2016-01-01,
A1,DIFF,R_GE75_LT75,TR,2017-01-01,
A1,DIFF,R_GE75_LT75,UK,2006-01-01,0.01
A1,DIFF,R_GE75_LT75,UK,2007-01-01,-0.04
A1,DIFF,R_GE75_LT75,UK,2008-01-01,-0.07
A1,DIFF,R_GE75_LT75,UK,2009-01-01,0.03
A1,DIFF,R_GE75_LT75,UK,2010-01-01,0.06
A1,DIFF,R_GE75_LT75,UK,2011-01-01,0.01
A1,DIFF,R_GE75_LT75,UK,2012-01-01,0.02
A1,DIFF,R_GE75_LT75,UK,2013-01-01,0.06
A1,DIFF,R_GE75_LT75,UK,2014-01-01,0.05
A1,DIFF,R_GE75_LT75,UK,2015-01-01,0.09
A1,DIFF,R_GE75_LT75,UK,2016-01-01,0.1
A1,DIFF,R_GE75_LT75,UK,2017-01-01,
