nabs07,unit,geotime,date,value
NABS08,MIO_EUR,SI,2013-01-01,6
NABS08,MIO_EUR,SI,2014-01-01,6
NABS08,MIO_EUR,SI,2015-01-01,5
NABS08,MIO_EUR,SI,2016-01-01,6
NABS08,MIO_EUR,SI,2017-01-01,8
NABS08,MIO_EUR,SI,2018-01-01,
NABS08,MIO_EUR,SK,2004-01-01,10
NABS08,MIO_EUR,SK,2005-01-01,12
NABS08,MIO_EUR,SK,2006-01-01,10
NABS08,MIO_EUR,SK,2007-01-01,10
NABS08,MIO_EUR,SK,2008-01-01,10
NABS08,MIO_EUR,SK,2009-01-01,11
NABS08,MIO_EUR,SK,2010-01-01,13
NABS08,MIO_EUR,SK,2011-01-01,17
NABS08,MIO_EUR,SK,2012-01-01,9
NABS08,MIO_EUR,SK,2013-01-01,12
NABS08,MIO_EUR,SK,2014-01-01,9
NABS08,MIO_EUR,SK,2015-01-01,10
NABS08,MIO_EUR,SK,2016-01-01,9
NABS08,MIO_EUR,SK,2017-01-01,7
NABS08,MIO_EUR,SK,2018-01-01,
NABS08,MIO_EUR,TR,2004-01-01,
NABS08,MIO_EUR,TR,2005-01-01,
NABS08,MIO_EUR,TR,2006-01-01,
NABS08,MIO_EUR,TR,2007-01-01,
NABS08,MIO_EUR,TR,2008-01-01,39
NABS08,MIO_EUR,TR,2009-01-01,64
NABS08,MIO_EUR,TR,2010-01-01,57
NABS08,MIO_EUR,TR,2011-01-01,62
NABS08,MIO_EUR,TR,2012-01-01,57
NABS08,MIO_EUR,TR,2013-01-01,50
NABS08,MIO_EUR,TR,2014-01-01,44
NABS08,MIO_EUR,TR,2015-01-01,84
NABS08,MIO_EUR,TR,2016-01-01,71
NABS08,MIO_EUR,TR,2017-01-01,66
NABS08,MIO_EUR,TR,2018-01-01,
NABS08,MIO_EUR,UK,2004-01-01,409
NABS08,MIO_EUR,UK,2005-01-01,398
NABS08,MIO_EUR,UK,2006-01-01,416
NABS08,MIO_EUR,UK,2007-01-01,364
NABS08,MIO_EUR,UK,2008-01-01,315
NABS08,MIO_EUR,UK,2009-01-01,379
NABS08,MIO_EUR,UK,2010-01-01,357
NABS08,MIO_EUR,UK,2011-01-01,412
NABS08,MIO_EUR,UK,2012-01-01,466
NABS08,MIO_EUR,UK,2013-01-01,475
NABS08,MIO_EUR,UK,2014-01-01,424
NABS08,MIO_EUR,UK,2015-01-01,482
NABS08,MIO_EUR,UK,2016-01-01,454
NABS08,MIO_EUR,UK,2017-01-01,412
NABS08,MIO_EUR,UK,2018-01-01,
NABS08,MIO_EUR,US,2004-01-01,1982
NABS08,MIO_EUR,US,2005-01-01,2126
NABS08,MIO_EUR,US,2006-01-01,2126
NABS08,MIO_EUR,US,2007-01-01,1696
NABS08,MIO_EUR,US,2008-01-01,1585
NABS08,MIO_EUR,US,2009-01-01,1884
NABS08,MIO_EUR,US,2010-01-01,1982
NABS08,MIO_EUR,US,2011-01-01,1588
NABS08,MIO_EUR,US,2012-01-01,1857
NABS08,MIO_EUR,US,2013-01-01,1626
NABS08,MIO_EUR,US,2014-01-01,1838
NABS08,MIO_EUR,US,2015-01-01,2289
NABS08,MIO_EUR,US,2016-01-01,2477
NABS08,MIO_EUR,US,2017-01-01,
NABS08,MIO_EUR,US,2018-01-01,
