nabs07,unit,geotime,date,value
NABS08,EUR_HAB,UK,2008-01-01,5
NABS08,EUR_HAB,UK,2009-01-01,6
NABS08,EUR_HAB,UK,2010-01-01,5
NABS08,EUR_HAB,UK,2011-01-01,6
NABS08,EUR_HAB,UK,2012-01-01,7
NABS08,EUR_HAB,UK,2013-01-01,7
NABS08,EUR_HAB,UK,2014-01-01,6
NABS08,EUR_HAB,UK,2015-01-01,7
NABS08,EUR_HAB,UK,2016-01-01,6
NABS08,EUR_HAB,UK,2017-01-01,6
NABS08,EUR_HAB,UK,2018-01-01,
NABS08,EUR_HAB,US,2004-01-01,6
NABS08,EUR_HAB,US,2005-01-01,7
NABS08,EUR_HAB,US,2006-01-01,7
NABS08,EUR_HAB,US,2007-01-01,5
NABS08,EUR_HAB,US,2008-01-01,5
NABS08,EUR_HAB,US,2009-01-01,6
NABS08,EUR_HAB,US,2010-01-01,6
NABS08,EUR_HAB,US,2011-01-01,5
NABS08,EUR_HAB,US,2012-01-01,5
NABS08,EUR_HAB,US,2013-01-01,5
NABS08,EUR_HAB,US,2014-01-01,5
NABS08,EUR_HAB,US,2015-01-01,7
NABS08,EUR_HAB,US,2016-01-01,7
NABS08,EUR_HAB,US,2017-01-01,
NABS08,EUR_HAB,US,2018-01-01,
NABS08,MIO_EUR,AT,2004-01-01,34
NABS08,MIO_EUR,AT,2005-01-01,30
NABS08,MIO_EUR,AT,2006-01-01,32
NABS08,MIO_EUR,AT,2007-01-01,37
NABS08,MIO_EUR,AT,2008-01-01,40
NABS08,MIO_EUR,AT,2009-01-01,37
NABS08,MIO_EUR,AT,2010-01-01,39
NABS08,MIO_EUR,AT,2011-01-01,41
NABS08,MIO_EUR,AT,2012-01-01,38
NABS08,MIO_EUR,AT,2013-01-01,45
NABS08,MIO_EUR,AT,2014-01-01,34
NABS08,MIO_EUR,AT,2015-01-01,32
NABS08,MIO_EUR,AT,2016-01-01,32
NABS08,MIO_EUR,AT,2017-01-01,33
NABS08,MIO_EUR,AT,2018-01-01,31
NABS08,MIO_EUR,BA,2004-01-01,
NABS08,MIO_EUR,BA,2005-01-01,
NABS08,MIO_EUR,BA,2006-01-01,
NABS08,MIO_EUR,BA,2007-01-01,
NABS08,MIO_EUR,BA,2008-01-01,
NABS08,MIO_EUR,BA,2009-01-01,
NABS08,MIO_EUR,BA,2010-01-01,
NABS08,MIO_EUR,BA,2011-01-01,
NABS08,MIO_EUR,BA,2012-01-01,
NABS08,MIO_EUR,BA,2013-01-01,
NABS08,MIO_EUR,BA,2014-01-01,2
NABS08,MIO_EUR,BA,2015-01-01,0
NABS08,MIO_EUR,BA,2016-01-01,0
NABS08,MIO_EUR,BA,2017-01-01,
NABS08,MIO_EUR,BA,2018-01-01,
NABS08,MIO_EUR,BE,2004-01-01,32
NABS08,MIO_EUR,BE,2005-01-01,23
NABS08,MIO_EUR,BE,2006-01-01,24
NABS08,MIO_EUR,BE,2007-01-01,29
NABS08,MIO_EUR,BE,2008-01-01,30
NABS08,MIO_EUR,BE,2009-01-01,31
NABS08,MIO_EUR,BE,2010-01-01,32
NABS08,MIO_EUR,BE,2011-01-01,37
NABS08,MIO_EUR,BE,2012-01-01,39
NABS08,MIO_EUR,BE,2013-01-01,34
NABS08,MIO_EUR,BE,2014-01-01,38
NABS08,MIO_EUR,BE,2015-01-01,37
NABS08,MIO_EUR,BE,2016-01-01,37
NABS08,MIO_EUR,BE,2017-01-01,36
NABS08,MIO_EUR,BE,2018-01-01,
NABS08,MIO_EUR,BG,2004-01-01,
NABS08,MIO_EUR,BG,2005-01-01,
NABS08,MIO_EUR,BG,2006-01-01,
NABS08,MIO_EUR,BG,2007-01-01,13
NABS08,MIO_EUR,BG,2008-01-01,24
NABS08,MIO_EUR,BG,2009-01-01,23
NABS08,MIO_EUR,BG,2010-01-01,13
NABS08,MIO_EUR,BG,2011-01-01,14
NABS08,MIO_EUR,BG,2012-01-01,16
NABS08,MIO_EUR,BG,2013-01-01,20
NABS08,MIO_EUR,BG,2014-01-01,17
NABS08,MIO_EUR,BG,2015-01-01,17
NABS08,MIO_EUR,BG,2016-01-01,15
NABS08,MIO_EUR,BG,2017-01-01,21
NABS08,MIO_EUR,BG,2018-01-01,
NABS08,MIO_EUR,CH,2004-01-01,47
NABS08,MIO_EUR,CH,2005-01-01,
NABS08,MIO_EUR,CH,2006-01-01,48
NABS08,MIO_EUR,CH,2007-01-01,
NABS08,MIO_EUR,CH,2008-01-01,47
NABS08,MIO_EUR,CH,2009-01-01,
NABS08,MIO_EUR,CH,2010-01-01,59
NABS08,MIO_EUR,CH,2011-01-01,
NABS08,MIO_EUR,CH,2012-01-01,74
NABS08,MIO_EUR,CH,2013-01-01,
NABS08,MIO_EUR,CH,2014-01-01,105
NABS08,MIO_EUR,CH,2015-01-01,125
NABS08,MIO_EUR,CH,2016-01-01,
NABS08,MIO_EUR,CH,2017-01-01,
NABS08,MIO_EUR,CH,2018-01-01,
NABS08,MIO_EUR,CY,2004-01-01,10
NABS08,MIO_EUR,CY,2005-01-01,10
NABS08,MIO_EUR,CY,2006-01-01,9
NABS08,MIO_EUR,CY,2007-01-01,11
NABS08,MIO_EUR,CY,2008-01-01,9
NABS08,MIO_EUR,CY,2009-01-01,9
NABS08,MIO_EUR,CY,2010-01-01,9
NABS08,MIO_EUR,CY,2011-01-01,9
NABS08,MIO_EUR,CY,2012-01-01,9
NABS08,MIO_EUR,CY,2013-01-01,7
NABS08,MIO_EUR,CY,2014-01-01,6
NABS08,MIO_EUR,CY,2015-01-01,5
NABS08,MIO_EUR,CY,2016-01-01,5
NABS08,MIO_EUR,CY,2017-01-01,5
NABS08,MIO_EUR,CY,2018-01-01,
NABS08,MIO_EUR,CZ,2004-01-01,24
NABS08,MIO_EUR,CZ,2005-01-01,28
NABS08,MIO_EUR,CZ,2006-01-01,33
NABS08,MIO_EUR,CZ,2007-01-01,36
NABS08,MIO_EUR,CZ,2008-01-01,43
NABS08,MIO_EUR,CZ,2009-01-01,45
NABS08,MIO_EUR,CZ,2010-01-01,44
NABS08,MIO_EUR,CZ,2011-01-01,46
NABS08,MIO_EUR,CZ,2012-01-01,40
NABS08,MIO_EUR,CZ,2013-01-01,39
NABS08,MIO_EUR,CZ,2014-01-01,40
NABS08,MIO_EUR,CZ,2015-01-01,42
NABS08,MIO_EUR,CZ,2016-01-01,41
NABS08,MIO_EUR,CZ,2017-01-01,45
NABS08,MIO_EUR,CZ,2018-01-01,
NABS08,MIO_EUR,DE,2004-01-01,332
NABS08,MIO_EUR,DE,2005-01-01,310
NABS08,MIO_EUR,DE,2006-01-01,397
NABS08,MIO_EUR,DE,2007-01-01,489
NABS08,MIO_EUR,DE,2008-01-01,559
NABS08,MIO_EUR,DE,2009-01-01,662
NABS08,MIO_EUR,DE,2010-01-01,770
NABS08,MIO_EUR,DE,2011-01-01,743
NABS08,MIO_EUR,DE,2012-01-01,691
NABS08,MIO_EUR,DE,2013-01-01,719
NABS08,MIO_EUR,DE,2014-01-01,728
NABS08,MIO_EUR,DE,2015-01-01,812
NABS08,MIO_EUR,DE,2016-01-01,831
NABS08,MIO_EUR,DE,2017-01-01,901
NABS08,MIO_EUR,DE,2018-01-01,
NABS08,MIO_EUR,DK,2004-01-01,79
NABS08,MIO_EUR,DK,2005-01-01,82
NABS08,MIO_EUR,DK,2006-01-01,93
NABS08,MIO_EUR,DK,2007-01-01,91
NABS08,MIO_EUR,DK,2008-01-01,74
NABS08,MIO_EUR,DK,2009-01-01,74
NABS08,MIO_EUR,DK,2010-01-01,72
NABS08,MIO_EUR,DK,2011-01-01,80
NABS08,MIO_EUR,DK,2012-01-01,68
NABS08,MIO_EUR,DK,2013-01-01,91
NABS08,MIO_EUR,DK,2014-01-01,69
NABS08,MIO_EUR,DK,2015-01-01,93
NABS08,MIO_EUR,DK,2016-01-01,96
NABS08,MIO_EUR,DK,2017-01-01,76
NABS08,MIO_EUR,DK,2018-01-01,
NABS08,MIO_EUR,EA19,2004-01-01,
NABS08,MIO_EUR,EA19,2005-01-01,
NABS08,MIO_EUR,EA19,2006-01-01,
NABS08,MIO_EUR,EA19,2007-01-01,2465
NABS08,MIO_EUR,EA19,2008-01-01,2620
NABS08,MIO_EUR,EA19,2009-01-01,2491
NABS08,MIO_EUR,EA19,2010-01-01,2549
NABS08,MIO_EUR,EA19,2011-01-01,2577
NABS08,MIO_EUR,EA19,2012-01-01,2177
NABS08,MIO_EUR,EA19,2013-01-01,2225
NABS08,MIO_EUR,EA19,2014-01-01,2255
NABS08,MIO_EUR,EA19,2015-01-01,2299
NABS08,MIO_EUR,EA19,2016-01-01,2361
NABS08,MIO_EUR,EA19,2017-01-01,2430
NABS08,MIO_EUR,EA19,2018-01-01,
NABS08,MIO_EUR,EE,2004-01-01,5
NABS08,MIO_EUR,EE,2005-01-01,6
NABS08,MIO_EUR,EE,2006-01-01,6
NABS08,MIO_EUR,EE,2007-01-01,7
NABS08,MIO_EUR,EE,2008-01-01,7
NABS08,MIO_EUR,EE,2009-01-01,7
NABS08,MIO_EUR,EE,2010-01-01,8
NABS08,MIO_EUR,EE,2011-01-01,12
NABS08,MIO_EUR,EE,2012-01-01,16
NABS08,MIO_EUR,EE,2013-01-01,14
NABS08,MIO_EUR,EE,2014-01-01,9
NABS08,MIO_EUR,EE,2015-01-01,8
NABS08,MIO_EUR,EE,2016-01-01,6
NABS08,MIO_EUR,EE,2017-01-01,8
NABS08,MIO_EUR,EE,2018-01-01,
NABS08,MIO_EUR,EL,2004-01-01,27
NABS08,MIO_EUR,EL,2005-01-01,34
NABS08,MIO_EUR,EL,2006-01-01,41
NABS08,MIO_EUR,EL,2007-01-01,42
NABS08,MIO_EUR,EL,2008-01-01,38
NABS08,MIO_EUR,EL,2009-01-01,31
NABS08,MIO_EUR,EL,2010-01-01,28
NABS08,MIO_EUR,EL,2011-01-01,31
NABS08,MIO_EUR,EL,2012-01-01,27
NABS08,MIO_EUR,EL,2013-01-01,28
NABS08,MIO_EUR,EL,2014-01-01,29
NABS08,MIO_EUR,EL,2015-01-01,30
NABS08,MIO_EUR,EL,2016-01-01,32
NABS08,MIO_EUR,EL,2017-01-01,18
NABS08,MIO_EUR,EL,2018-01-01,
NABS08,MIO_EUR,ES,2004-01-01,354
NABS08,MIO_EUR,ES,2005-01-01,454
NABS08,MIO_EUR,ES,2006-01-01,585
NABS08,MIO_EUR,ES,2007-01-01,711
NABS08,MIO_EUR,ES,2008-01-01,717
NABS08,MIO_EUR,ES,2009-01-01,664
NABS08,MIO_EUR,ES,2010-01-01,585
NABS08,MIO_EUR,ES,2011-01-01,548
NABS08,MIO_EUR,ES,2012-01-01,388
NABS08,MIO_EUR,ES,2013-01-01,375
NABS08,MIO_EUR,ES,2014-01-01,366
NABS08,MIO_EUR,ES,2015-01-01,401
NABS08,MIO_EUR,ES,2016-01-01,401
NABS08,MIO_EUR,ES,2017-01-01,401
NABS08,MIO_EUR,ES,2018-01-01,
NABS08,MIO_EUR,EU28,2004-01-01,
NABS08,MIO_EUR,EU28,2005-01-01,
NABS08,MIO_EUR,EU28,2006-01-01,
NABS08,MIO_EUR,EU28,2007-01-01,3098
NABS08,MIO_EUR,EU28,2008-01-01,3239
NABS08,MIO_EUR,EU28,2009-01-01,3151
NABS08,MIO_EUR,EU28,2010-01-01,3215
NABS08,MIO_EUR,EU28,2011-01-01,3286
NABS08,MIO_EUR,EU28,2012-01-01,2949
NABS08,MIO_EUR,EU28,2013-01-01,3048
NABS08,MIO_EUR,EU28,2014-01-01,2956
NABS08,MIO_EUR,EU28,2015-01-01,3087
NABS08,MIO_EUR,EU28,2016-01-01,3141
NABS08,MIO_EUR,EU28,2017-01-01,3133
NABS08,MIO_EUR,EU28,2018-01-01,
NABS08,MIO_EUR,FI,2004-01-01,92
NABS08,MIO_EUR,FI,2005-01-01,95
NABS08,MIO_EUR,FI,2006-01-01,97
NABS08,MIO_EUR,FI,2007-01-01,101
NABS08,MIO_EUR,FI,2008-01-01,98
NABS08,MIO_EUR,FI,2009-01-01,100
NABS08,MIO_EUR,FI,2010-01-01,99
NABS08,MIO_EUR,FI,2011-01-01,96
NABS08,MIO_EUR,FI,2012-01-01,99
NABS08,MIO_EUR,FI,2013-01-01,96
NABS08,MIO_EUR,FI,2014-01-01,94
NABS08,MIO_EUR,FI,2015-01-01,96
NABS08,MIO_EUR,FI,2016-01-01,76
NABS08,MIO_EUR,FI,2017-01-01,72
NABS08,MIO_EUR,FI,2018-01-01,
NABS08,MIO_EUR,FR,2004-01-01,340
NABS08,MIO_EUR,FR,2005-01-01,362
NABS08,MIO_EUR,FR,2006-01-01,220
NABS08,MIO_EUR,FR,2007-01-01,236
NABS08,MIO_EUR,FR,2008-01-01,269
NABS08,MIO_EUR,FR,2009-01-01,289
NABS08,MIO_EUR,FR,2010-01-01,312
NABS08,MIO_EUR,FR,2011-01-01,368
NABS08,MIO_EUR,FR,2012-01-01,287
NABS08,MIO_EUR,FR,2013-01-01,306
NABS08,MIO_EUR,FR,2014-01-01,353
NABS08,MIO_EUR,FR,2015-01-01,391
NABS08,MIO_EUR,FR,2016-01-01,351
NABS08,MIO_EUR,FR,2017-01-01,422
NABS08,MIO_EUR,FR,2018-01-01,
NABS08,MIO_EUR,HR,2004-01-01,
NABS08,MIO_EUR,HR,2005-01-01,
NABS08,MIO_EUR,HR,2006-01-01,
NABS08,MIO_EUR,HR,2007-01-01,
NABS08,MIO_EUR,HR,2008-01-01,3
NABS08,MIO_EUR,HR,2009-01-01,2
NABS08,MIO_EUR,HR,2010-01-01,2
NABS08,MIO_EUR,HR,2011-01-01,3
NABS08,MIO_EUR,HR,2012-01-01,2
NABS08,MIO_EUR,HR,2013-01-01,0
NABS08,MIO_EUR,HR,2014-01-01,6
NABS08,MIO_EUR,HR,2015-01-01,4
NABS08,MIO_EUR,HR,2016-01-01,8
NABS08,MIO_EUR,HR,2017-01-01,4
NABS08,MIO_EUR,HR,2018-01-01,
NABS08,MIO_EUR,HU,2004-01-01,
NABS08,MIO_EUR,HU,2005-01-01,55
NABS08,MIO_EUR,HU,2006-01-01,46
NABS08,MIO_EUR,HU,2007-01-01,36
NABS08,MIO_EUR,HU,2008-01-01,42
NABS08,MIO_EUR,HU,2009-01-01,36
NABS08,MIO_EUR,HU,2010-01-01,18
NABS08,MIO_EUR,HU,2011-01-01,9
NABS08,MIO_EUR,HU,2012-01-01,19
NABS08,MIO_EUR,HU,2013-01-01,54
NABS08,MIO_EUR,HU,2014-01-01,15
NABS08,MIO_EUR,HU,2015-01-01,16
NABS08,MIO_EUR,HU,2016-01-01,31
NABS08,MIO_EUR,HU,2017-01-01,15
NABS08,MIO_EUR,HU,2018-01-01,
NABS08,MIO_EUR,IE,2004-01-01,71
NABS08,MIO_EUR,IE,2005-01-01,90
NABS08,MIO_EUR,IE,2006-01-01,80
NABS08,MIO_EUR,IE,2007-01-01,101
NABS08,MIO_EUR,IE,2008-01-01,103
NABS08,MIO_EUR,IE,2009-01-01,92
NABS08,MIO_EUR,IE,2010-01-01,85
NABS08,MIO_EUR,IE,2011-01-01,93
NABS08,MIO_EUR,IE,2012-01-01,91
NABS08,MIO_EUR,IE,2013-01-01,90
NABS08,MIO_EUR,IE,2014-01-01,90
NABS08,MIO_EUR,IE,2015-01-01,91
NABS08,MIO_EUR,IE,2016-01-01,95
NABS08,MIO_EUR,IE,2017-01-01,121
NABS08,MIO_EUR,IE,2018-01-01,
NABS08,MIO_EUR,IS,2004-01-01,17
NABS08,MIO_EUR,IS,2005-01-01,22
NABS08,MIO_EUR,IS,2006-01-01,21
NABS08,MIO_EUR,IS,2007-01-01,23
NABS08,MIO_EUR,IS,2008-01-01,19
NABS08,MIO_EUR,IS,2009-01-01,15
NABS08,MIO_EUR,IS,2010-01-01,16
NABS08,MIO_EUR,IS,2011-01-01,20
NABS08,MIO_EUR,IS,2012-01-01,22
NABS08,MIO_EUR,IS,2013-01-01,18
NABS08,MIO_EUR,IS,2014-01-01,1
NABS08,MIO_EUR,IS,2015-01-01,1
NABS08,MIO_EUR,IS,2016-01-01,2
NABS08,MIO_EUR,IS,2017-01-01,2
NABS08,MIO_EUR,IS,2018-01-01,
NABS08,MIO_EUR,IT,2004-01-01,
NABS08,MIO_EUR,IT,2005-01-01,326
NABS08,MIO_EUR,IT,2006-01-01,364
NABS08,MIO_EUR,IT,2007-01-01,433
NABS08,MIO_EUR,IT,2008-01-01,440
NABS08,MIO_EUR,IT,2009-01-01,335
NABS08,MIO_EUR,IT,2010-01-01,334
NABS08,MIO_EUR,IT,2011-01-01,311
NABS08,MIO_EUR,IT,2012-01-01,268
NABS08,MIO_EUR,IT,2013-01-01,285
NABS08,MIO_EUR,IT,2014-01-01,268
NABS08,MIO_EUR,IT,2015-01-01,243
NABS08,MIO_EUR,IT,2016-01-01,274
NABS08,MIO_EUR,IT,2017-01-01,215
NABS08,MIO_EUR,IT,2018-01-01,
NABS08,MIO_EUR,JP,2004-01-01,885
NABS08,MIO_EUR,JP,2005-01-01,870
NABS08,MIO_EUR,JP,2006-01-01,828
NABS08,MIO_EUR,JP,2007-01-01,800
NABS08,MIO_EUR,JP,2008-01-01,863
NABS08,MIO_EUR,JP,2009-01-01,1035
NABS08,MIO_EUR,JP,2010-01-01,1076
NABS08,MIO_EUR,JP,2011-01-01,1025
NABS08,MIO_EUR,JP,2012-01-01,1028
NABS08,MIO_EUR,JP,2013-01-01,767
NABS08,MIO_EUR,JP,2014-01-01,753
NABS08,MIO_EUR,JP,2015-01-01,770
NABS08,MIO_EUR,JP,2016-01-01,896
NABS08,MIO_EUR,JP,2017-01-01,
NABS08,MIO_EUR,JP,2018-01-01,
NABS08,MIO_EUR,KR,2004-01-01,352
NABS08,MIO_EUR,KR,2005-01-01,398
NABS08,MIO_EUR,KR,2006-01-01,475
NABS08,MIO_EUR,KR,2007-01-01,439
NABS08,MIO_EUR,KR,2008-01-01,392
NABS08,MIO_EUR,KR,2009-01-01,443
NABS08,MIO_EUR,KR,2010-01-01,484
NABS08,MIO_EUR,KR,2011-01-01,478
NABS08,MIO_EUR,KR,2012-01-01,608
NABS08,MIO_EUR,KR,2013-01-01,635
NABS08,MIO_EUR,KR,2014-01-01,670
NABS08,MIO_EUR,KR,2015-01-01,782
NABS08,MIO_EUR,KR,2016-01-01,
NABS08,MIO_EUR,KR,2017-01-01,
NABS08,MIO_EUR,KR,2018-01-01,
NABS08,MIO_EUR,LT,2004-01-01,12
NABS08,MIO_EUR,LT,2005-01-01,12
NABS08,MIO_EUR,LT,2006-01-01,6
NABS08,MIO_EUR,LT,2007-01-01,6
NABS08,MIO_EUR,LT,2008-01-01,8
NABS08,MIO_EUR,LT,2009-01-01,7
NABS08,MIO_EUR,LT,2010-01-01,5
NABS08,MIO_EUR,LT,2011-01-01,6
NABS08,MIO_EUR,LT,2012-01-01,6
NABS08,MIO_EUR,LT,2013-01-01,6
NABS08,MIO_EUR,LT,2014-01-01,7
NABS08,MIO_EUR,LT,2015-01-01,7
NABS08,MIO_EUR,LT,2016-01-01,7
NABS08,MIO_EUR,LT,2017-01-01,8
NABS08,MIO_EUR,LT,2018-01-01,
NABS08,MIO_EUR,LU,2004-01-01,0
NABS08,MIO_EUR,LU,2005-01-01,0
NABS08,MIO_EUR,LU,2006-01-01,0
NABS08,MIO_EUR,LU,2007-01-01,0
NABS08,MIO_EUR,LU,2008-01-01,0
NABS08,MIO_EUR,LU,2009-01-01,0
NABS08,MIO_EUR,LU,2010-01-01,0
NABS08,MIO_EUR,LU,2011-01-01,0
NABS08,MIO_EUR,LU,2012-01-01,0
NABS08,MIO_EUR,LU,2013-01-01,0
NABS08,MIO_EUR,LU,2014-01-01,0
NABS08,MIO_EUR,LU,2015-01-01,0
NABS08,MIO_EUR,LU,2016-01-01,0
NABS08,MIO_EUR,LU,2017-01-01,0
NABS08,MIO_EUR,LU,2018-01-01,
NABS08,MIO_EUR,LV,2004-01-01,
NABS08,MIO_EUR,LV,2005-01-01,1
NABS08,MIO_EUR,LV,2006-01-01,8
NABS08,MIO_EUR,LV,2007-01-01,9
NABS08,MIO_EUR,LV,2008-01-01,12
NABS08,MIO_EUR,LV,2009-01-01,6
NABS08,MIO_EUR,LV,2010-01-01,4
NABS08,MIO_EUR,LV,2011-01-01,2
NABS08,MIO_EUR,LV,2012-01-01,4
NABS08,MIO_EUR,LV,2013-01-01,5
NABS08,MIO_EUR,LV,2014-01-01,6
NABS08,MIO_EUR,LV,2015-01-01,8
NABS08,MIO_EUR,LV,2016-01-01,11
NABS08,MIO_EUR,LV,2017-01-01,6
NABS08,MIO_EUR,LV,2018-01-01,
NABS08,MIO_EUR,MT,2004-01-01,0
NABS08,MIO_EUR,MT,2005-01-01,0
NABS08,MIO_EUR,MT,2006-01-01,0
NABS08,MIO_EUR,MT,2007-01-01,0
NABS08,MIO_EUR,MT,2008-01-01,0
NABS08,MIO_EUR,MT,2009-01-01,0
NABS08,MIO_EUR,MT,2010-01-01,0
NABS08,MIO_EUR,MT,2011-01-01,0
NABS08,MIO_EUR,MT,2012-01-01,0
NABS08,MIO_EUR,MT,2013-01-01,0
NABS08,MIO_EUR,MT,2014-01-01,0
NABS08,MIO_EUR,MT,2015-01-01,0
NABS08,MIO_EUR,MT,2016-01-01,0
NABS08,MIO_EUR,MT,2017-01-01,0
NABS08,MIO_EUR,MT,2018-01-01,
NABS08,MIO_EUR,NL,2004-01-01,208
NABS08,MIO_EUR,NL,2005-01-01,215
NABS08,MIO_EUR,NL,2006-01-01,208
NABS08,MIO_EUR,NL,2007-01-01,202
NABS08,MIO_EUR,NL,2008-01-01,237
NABS08,MIO_EUR,NL,2009-01-01,164
NABS08,MIO_EUR,NL,2010-01-01,175
NABS08,MIO_EUR,NL,2011-01-01,162
NABS08,MIO_EUR,NL,2012-01-01,148
NABS08,MIO_EUR,NL,2013-01-01,149
NABS08,MIO_EUR,NL,2014-01-01,167
NABS08,MIO_EUR,NL,2015-01-01,99
NABS08,MIO_EUR,NL,2016-01-01,104
NABS08,MIO_EUR,NL,2017-01-01,105
NABS08,MIO_EUR,NL,2018-01-01,92
NABS08,MIO_EUR,NO,2004-01-01,136
NABS08,MIO_EUR,NO,2005-01-01,146
NABS08,MIO_EUR,NO,2006-01-01,159
NABS08,MIO_EUR,NO,2007-01-01,168
NABS08,MIO_EUR,NO,2008-01-01,164
NABS08,MIO_EUR,NO,2009-01-01,173
NABS08,MIO_EUR,NO,2010-01-01,189
NABS08,MIO_EUR,NO,2011-01-01,203
NABS08,MIO_EUR,NO,2012-01-01,217
NABS08,MIO_EUR,NO,2013-01-01,240
NABS08,MIO_EUR,NO,2014-01-01,257
NABS08,MIO_EUR,NO,2015-01-01,275
NABS08,MIO_EUR,NO,2016-01-01,261
NABS08,MIO_EUR,NO,2017-01-01,344
NABS08,MIO_EUR,NO,2018-01-01,
NABS08,MIO_EUR,PL,2004-01-01,2
NABS08,MIO_EUR,PL,2005-01-01,9
NABS08,MIO_EUR,PL,2006-01-01,5
NABS08,MIO_EUR,PL,2007-01-01,19
NABS08,MIO_EUR,PL,2008-01-01,21
NABS08,MIO_EUR,PL,2009-01-01,
NABS08,MIO_EUR,PL,2010-01-01,
NABS08,MIO_EUR,PL,2011-01-01,
NABS08,MIO_EUR,PL,2012-01-01,66
NABS08,MIO_EUR,PL,2013-01-01,69
NABS08,MIO_EUR,PL,2014-01-01,55
NABS08,MIO_EUR,PL,2015-01-01,59
NABS08,MIO_EUR,PL,2016-01-01,53
NABS08,MIO_EUR,PL,2017-01-01,56
NABS08,MIO_EUR,PL,2018-01-01,
NABS08,MIO_EUR,PT,2004-01-01,16
NABS08,MIO_EUR,PT,2005-01-01,18
NABS08,MIO_EUR,PT,2006-01-01,17
NABS08,MIO_EUR,PT,2007-01-01,24
NABS08,MIO_EUR,PT,2008-01-01,27
NABS08,MIO_EUR,PT,2009-01-01,33
NABS08,MIO_EUR,PT,2010-01-01,31
NABS08,MIO_EUR,PT,2011-01-01,26
NABS08,MIO_EUR,PT,2012-01-01,9
NABS08,MIO_EUR,PT,2013-01-01,17
NABS08,MIO_EUR,PT,2014-01-01,17
NABS08,MIO_EUR,PT,2015-01-01,18
NABS08,MIO_EUR,PT,2016-01-01,18
NABS08,MIO_EUR,PT,2017-01-01,18
NABS08,MIO_EUR,PT,2018-01-01,
NABS08,MIO_EUR,RO,2004-01-01,7
NABS08,MIO_EUR,RO,2005-01-01,7
NABS08,MIO_EUR,RO,2006-01-01,29
NABS08,MIO_EUR,RO,2007-01-01,29
NABS08,MIO_EUR,RO,2008-01-01,50
NABS08,MIO_EUR,RO,2009-01-01,27
NABS08,MIO_EUR,RO,2010-01-01,59
NABS08,MIO_EUR,RO,2011-01-01,38
NABS08,MIO_EUR,RO,2012-01-01,30
NABS08,MIO_EUR,RO,2013-01-01,14
NABS08,MIO_EUR,RO,2014-01-01,16
NABS08,MIO_EUR,RO,2015-01-01,22
NABS08,MIO_EUR,RO,2016-01-01,24
NABS08,MIO_EUR,RO,2017-01-01,20
NABS08,MIO_EUR,RO,2018-01-01,
NABS08,MIO_EUR,RS,2004-01-01,
NABS08,MIO_EUR,RS,2005-01-01,
NABS08,MIO_EUR,RS,2006-01-01,
NABS08,MIO_EUR,RS,2007-01-01,
NABS08,MIO_EUR,RS,2008-01-01,
NABS08,MIO_EUR,RS,2009-01-01,
NABS08,MIO_EUR,RS,2010-01-01,
NABS08,MIO_EUR,RS,2011-01-01,
NABS08,MIO_EUR,RS,2012-01-01,
NABS08,MIO_EUR,RS,2013-01-01,10
NABS08,MIO_EUR,RS,2014-01-01,11
NABS08,MIO_EUR,RS,2015-01-01,14
NABS08,MIO_EUR,RS,2016-01-01,11
NABS08,MIO_EUR,RS,2017-01-01,12
NABS08,MIO_EUR,RS,2018-01-01,
NABS08,MIO_EUR,RU,2004-01-01,
NABS08,MIO_EUR,RU,2005-01-01,
NABS08,MIO_EUR,RU,2006-01-01,
NABS08,MIO_EUR,RU,2007-01-01,43
NABS08,MIO_EUR,RU,2008-01-01,56
NABS08,MIO_EUR,RU,2009-01-01,104
NABS08,MIO_EUR,RU,2010-01-01,
NABS08,MIO_EUR,RU,2011-01-01,
NABS08,MIO_EUR,RU,2012-01-01,
NABS08,MIO_EUR,RU,2013-01-01,
NABS08,MIO_EUR,RU,2014-01-01,
NABS08,MIO_EUR,RU,2015-01-01,
NABS08,MIO_EUR,RU,2016-01-01,
NABS08,MIO_EUR,RU,2017-01-01,
NABS08,MIO_EUR,RU,2018-01-01,
NABS08,MIO_EUR,SE,2004-01-01,69
NABS08,MIO_EUR,SE,2005-01-01,56
NABS08,MIO_EUR,SE,2006-01-01,59
NABS08,MIO_EUR,SE,2007-01-01,39
NABS08,MIO_EUR,SE,2008-01-01,43
NABS08,MIO_EUR,SE,2009-01-01,40
NABS08,MIO_EUR,SE,2010-01-01,47
NABS08,MIO_EUR,SE,2011-01-01,51
NABS08,MIO_EUR,SE,2012-01-01,58
NABS08,MIO_EUR,SE,2013-01-01,52
NABS08,MIO_EUR,SE,2014-01-01,53
NABS08,MIO_EUR,SE,2015-01-01,46
NABS08,MIO_EUR,SE,2016-01-01,51
NABS08,MIO_EUR,SE,2017-01-01,48
NABS08,MIO_EUR,SE,2018-01-01,
NABS08,MIO_EUR,SI,2004-01-01,3
NABS08,MIO_EUR,SI,2005-01-01,5
NABS08,MIO_EUR,SI,2006-01-01,3
NABS08,MIO_EUR,SI,2007-01-01,7
NABS08,MIO_EUR,SI,2008-01-01,7
NABS08,MIO_EUR,SI,2009-01-01,8
NABS08,MIO_EUR,SI,2010-01-01,8
NABS08,MIO_EUR,SI,2011-01-01,9
NABS08,MIO_EUR,SI,2012-01-01,7
