age,unit,indic_em,sex,geotime,date,value
Y20-64,PC_POP,EMP_LFS,M,LT,2014-01-01,73
Y20-64,PC_POP,EMP_LFS,M,LT,2015-01-01,74
Y20-64,PC_POP,EMP_LFS,M,LT,2016-01-01,76
Y20-64,PC_POP,EMP_LFS,M,LT,2017-01-01,76
Y20-64,PC_POP,EMP_LFS,M,LU,2005-01-01,79
Y20-64,PC_POP,EMP_LFS,M,LU,2006-01-01,78
Y20-64,PC_POP,EMP_LFS,M,LU,2007-01-01,78
Y20-64,PC_POP,EMP_LFS,M,LU,2008-01-01,77
Y20-64,PC_POP,EMP_LFS,M,LU,2009-01-01,79
Y20-64,PC_POP,EMP_LFS,M,LU,2010-01-01,79
Y20-64,PC_POP,EMP_LFS,M,LU,2011-01-01,78
Y20-64,PC_POP,EMP_LFS,M,LU,2012-01-01,78
Y20-64,PC_POP,EMP_LFS,M,LU,2013-01-01,78
Y20-64,PC_POP,EMP_LFS,M,LU,2014-01-01,78
Y20-64,PC_POP,EMP_LFS,M,LU,2015-01-01,76
Y20-64,PC_POP,EMP_LFS,M,LU,2016-01-01,76
Y20-64,PC_POP,EMP_LFS,M,LU,2017-01-01,75
Y20-64,PC_POP,EMP_LFS,M,LV,2005-01-01,74
Y20-64,PC_POP,EMP_LFS,M,LV,2006-01-01,78
Y20-64,PC_POP,EMP_LFS,M,LV,2007-01-01,80
Y20-64,PC_POP,EMP_LFS,M,LV,2008-01-01,79
Y20-64,PC_POP,EMP_LFS,M,LV,2009-01-01,66
Y20-64,PC_POP,EMP_LFS,M,LV,2010-01-01,64
Y20-64,PC_POP,EMP_LFS,M,LV,2011-01-01,67
Y20-64,PC_POP,EMP_LFS,M,LV,2012-01-01,70
Y20-64,PC_POP,EMP_LFS,M,LV,2013-01-01,71
Y20-64,PC_POP,EMP_LFS,M,LV,2014-01-01,73
Y20-64,PC_POP,EMP_LFS,M,LV,2015-01-01,74
Y20-64,PC_POP,EMP_LFS,M,LV,2016-01-01,74
Y20-64,PC_POP,EMP_LFS,M,LV,2017-01-01,77
Y20-64,PC_POP,EMP_LFS,M,ME,2005-01-01,
Y20-64,PC_POP,EMP_LFS,M,ME,2006-01-01,
Y20-64,PC_POP,EMP_LFS,M,ME,2007-01-01,
Y20-64,PC_POP,EMP_LFS,M,ME,2008-01-01,
Y20-64,PC_POP,EMP_LFS,M,ME,2009-01-01,
Y20-64,PC_POP,EMP_LFS,M,ME,2010-01-01,
Y20-64,PC_POP,EMP_LFS,M,ME,2011-01-01,57
Y20-64,PC_POP,EMP_LFS,M,ME,2012-01-01,57
Y20-64,PC_POP,EMP_LFS,M,ME,2013-01-01,58
Y20-64,PC_POP,EMP_LFS,M,ME,2014-01-01,61
Y20-64,PC_POP,EMP_LFS,M,ME,2015-01-01,61
Y20-64,PC_POP,EMP_LFS,M,ME,2016-01-01,63
Y20-64,PC_POP,EMP_LFS,M,ME,2017-01-01,65
Y20-64,PC_POP,EMP_LFS,M,MK,2005-01-01,
Y20-64,PC_POP,EMP_LFS,M,MK,2006-01-01,53
Y20-64,PC_POP,EMP_LFS,M,MK,2007-01-01,54
Y20-64,PC_POP,EMP_LFS,M,MK,2008-01-01,56
Y20-64,PC_POP,EMP_LFS,M,MK,2009-01-01,58
Y20-64,PC_POP,EMP_LFS,M,MK,2010-01-01,58
Y20-64,PC_POP,EMP_LFS,M,MK,2011-01-01,57
Y20-64,PC_POP,EMP_LFS,M,MK,2012-01-01,57
Y20-64,PC_POP,EMP_LFS,M,MK,2013-01-01,59
Y20-64,PC_POP,EMP_LFS,M,MK,2014-01-01,61
Y20-64,PC_POP,EMP_LFS,M,MK,2015-01-01,61
Y20-64,PC_POP,EMP_LFS,M,MK,2016-01-01,63
Y20-64,PC_POP,EMP_LFS,M,MK,2017-01-01,65
Y20-64,PC_POP,EMP_LFS,M,MT,2005-01-01,79
Y20-64,PC_POP,EMP_LFS,M,MT,2006-01-01,79
Y20-64,PC_POP,EMP_LFS,M,MT,2007-01-01,79
Y20-64,PC_POP,EMP_LFS,M,MT,2008-01-01,78
Y20-64,PC_POP,EMP_LFS,M,MT,2009-01-01,77
Y20-64,PC_POP,EMP_LFS,M,MT,2010-01-01,78
Y20-64,PC_POP,EMP_LFS,M,MT,2011-01-01,79
Y20-64,PC_POP,EMP_LFS,M,MT,2012-01-01,79
Y20-64,PC_POP,EMP_LFS,M,MT,2013-01-01,80
Y20-64,PC_POP,EMP_LFS,M,MT,2014-01-01,81
Y20-64,PC_POP,EMP_LFS,M,MT,2015-01-01,82
Y20-64,PC_POP,EMP_LFS,M,MT,2016-01-01,83
Y20-64,PC_POP,EMP_LFS,M,MT,2017-01-01,84
Y20-64,PC_POP,EMP_LFS,M,NL,2005-01-01,82
Y20-64,PC_POP,EMP_LFS,M,NL,2006-01-01,83
Y20-64,PC_POP,EMP_LFS,M,NL,2007-01-01,84
Y20-64,PC_POP,EMP_LFS,M,NL,2008-01-01,85
Y20-64,PC_POP,EMP_LFS,M,NL,2009-01-01,84
Y20-64,PC_POP,EMP_LFS,M,NL,2010-01-01,82
Y20-64,PC_POP,EMP_LFS,M,NL,2011-01-01,82
Y20-64,PC_POP,EMP_LFS,M,NL,2012-01-01,82
Y20-64,PC_POP,EMP_LFS,M,NL,2013-01-01,81
Y20-64,PC_POP,EMP_LFS,M,NL,2014-01-01,81
Y20-64,PC_POP,EMP_LFS,M,NL,2015-01-01,81
Y20-64,PC_POP,EMP_LFS,M,NL,2016-01-01,82
Y20-64,PC_POP,EMP_LFS,M,NL,2017-01-01,83
Y20-64,PC_POP,EMP_LFS,M,NO,2005-01-01,81
Y20-64,PC_POP,EMP_LFS,M,NO,2006-01-01,83
Y20-64,PC_POP,EMP_LFS,M,NO,2007-01-01,84
Y20-64,PC_POP,EMP_LFS,M,NO,2008-01-01,84
Y20-64,PC_POP,EMP_LFS,M,NO,2009-01-01,83
Y20-64,PC_POP,EMP_LFS,M,NO,2010-01-01,82
Y20-64,PC_POP,EMP_LFS,M,NO,2011-01-01,82
Y20-64,PC_POP,EMP_LFS,M,NO,2012-01-01,82
Y20-64,PC_POP,EMP_LFS,M,NO,2013-01-01,82
Y20-64,PC_POP,EMP_LFS,M,NO,2014-01-01,81
Y20-64,PC_POP,EMP_LFS,M,NO,2015-01-01,81
Y20-64,PC_POP,EMP_LFS,M,NO,2016-01-01,80
Y20-64,PC_POP,EMP_LFS,M,NO,2017-01-01,80
Y20-64,PC_POP,EMP_LFS,M,PL,2005-01-01,65
Y20-64,PC_POP,EMP_LFS,M,PL,2006-01-01,67
Y20-64,PC_POP,EMP_LFS,M,PL,2007-01-01,70
Y20-64,PC_POP,EMP_LFS,M,PL,2008-01-01,73
Y20-64,PC_POP,EMP_LFS,M,PL,2009-01-01,72
Y20-64,PC_POP,EMP_LFS,M,PL,2010-01-01,71
Y20-64,PC_POP,EMP_LFS,M,PL,2011-01-01,71
Y20-64,PC_POP,EMP_LFS,M,PL,2012-01-01,72
Y20-64,PC_POP,EMP_LFS,M,PL,2013-01-01,72
Y20-64,PC_POP,EMP_LFS,M,PL,2014-01-01,73
Y20-64,PC_POP,EMP_LFS,M,PL,2015-01-01,74
Y20-64,PC_POP,EMP_LFS,M,PL,2016-01-01,76
Y20-64,PC_POP,EMP_LFS,M,PL,2017-01-01,78
Y20-64,PC_POP,EMP_LFS,M,PT,2005-01-01,78
Y20-64,PC_POP,EMP_LFS,M,PT,2006-01-01,79
Y20-64,PC_POP,EMP_LFS,M,PT,2007-01-01,79
Y20-64,PC_POP,EMP_LFS,M,PT,2008-01-01,79
Y20-64,PC_POP,EMP_LFS,M,PT,2009-01-01,76
Y20-64,PC_POP,EMP_LFS,M,PT,2010-01-01,75
Y20-64,PC_POP,EMP_LFS,M,PT,2011-01-01,73
Y20-64,PC_POP,EMP_LFS,M,PT,2012-01-01,69
Y20-64,PC_POP,EMP_LFS,M,PT,2013-01-01,68
Y20-64,PC_POP,EMP_LFS,M,PT,2014-01-01,71
Y20-64,PC_POP,EMP_LFS,M,PT,2015-01-01,72
Y20-64,PC_POP,EMP_LFS,M,PT,2016-01-01,74
Y20-64,PC_POP,EMP_LFS,M,PT,2017-01-01,77
Y20-64,PC_POP,EMP_LFS,M,RO,2005-01-01,70
Y20-64,PC_POP,EMP_LFS,M,RO,2006-01-01,71
Y20-64,PC_POP,EMP_LFS,M,RO,2007-01-01,71
Y20-64,PC_POP,EMP_LFS,M,RO,2008-01-01,71
Y20-64,PC_POP,EMP_LFS,M,RO,2009-01-01,70
Y20-64,PC_POP,EMP_LFS,M,RO,2010-01-01,73
Y20-64,PC_POP,EMP_LFS,M,RO,2011-01-01,71
Y20-64,PC_POP,EMP_LFS,M,RO,2012-01-01,72
Y20-64,PC_POP,EMP_LFS,M,RO,2013-01-01,72
Y20-64,PC_POP,EMP_LFS,M,RO,2014-01-01,74
Y20-64,PC_POP,EMP_LFS,M,RO,2015-01-01,74
Y20-64,PC_POP,EMP_LFS,M,RO,2016-01-01,75
Y20-64,PC_POP,EMP_LFS,M,RO,2017-01-01,77
Y20-64,PC_POP,EMP_LFS,M,SE,2005-01-01,80
Y20-64,PC_POP,EMP_LFS,M,SE,2006-01-01,81
Y20-64,PC_POP,EMP_LFS,M,SE,2007-01-01,83
Y20-64,PC_POP,EMP_LFS,M,SE,2008-01-01,83
Y20-64,PC_POP,EMP_LFS,M,SE,2009-01-01,80
Y20-64,PC_POP,EMP_LFS,M,SE,2010-01-01,81
Y20-64,PC_POP,EMP_LFS,M,SE,2011-01-01,82
Y20-64,PC_POP,EMP_LFS,M,SE,2012-01-01,81
Y20-64,PC_POP,EMP_LFS,M,SE,2013-01-01,82
Y20-64,PC_POP,EMP_LFS,M,SE,2014-01-01,82
Y20-64,PC_POP,EMP_LFS,M,SE,2015-01-01,82
Y20-64,PC_POP,EMP_LFS,M,SE,2016-01-01,83
Y20-64,PC_POP,EMP_LFS,M,SE,2017-01-01,83
Y20-64,PC_POP,EMP_LFS,M,SI,2005-01-01,75
Y20-64,PC_POP,EMP_LFS,M,SI,2006-01-01,76
Y20-64,PC_POP,EMP_LFS,M,SI,2007-01-01,77
Y20-64,PC_POP,EMP_LFS,M,SI,2008-01-01,77
Y20-64,PC_POP,EMP_LFS,M,SI,2009-01-01,75
Y20-64,PC_POP,EMP_LFS,M,SI,2010-01-01,74
Y20-64,PC_POP,EMP_LFS,M,SI,2011-01-01,71
Y20-64,PC_POP,EMP_LFS,M,SI,2012-01-01,71
Y20-64,PC_POP,EMP_LFS,M,SI,2013-01-01,71
Y20-64,PC_POP,EMP_LFS,M,SI,2014-01-01,71
Y20-64,PC_POP,EMP_LFS,M,SI,2015-01-01,73
Y20-64,PC_POP,EMP_LFS,M,SI,2016-01-01,73
Y20-64,PC_POP,EMP_LFS,M,SI,2017-01-01,76
Y20-64,PC_POP,EMP_LFS,M,SK,2005-01-01,72
Y20-64,PC_POP,EMP_LFS,M,SK,2006-01-01,74
Y20-64,PC_POP,EMP_LFS,M,SK,2007-01-01,76
Y20-64,PC_POP,EMP_LFS,M,SK,2008-01-01,77
Y20-64,PC_POP,EMP_LFS,M,SK,2009-01-01,74
Y20-64,PC_POP,EMP_LFS,M,SK,2010-01-01,71
Y20-64,PC_POP,EMP_LFS,M,SK,2011-01-01,72
Y20-64,PC_POP,EMP_LFS,M,SK,2012-01-01,72
Y20-64,PC_POP,EMP_LFS,M,SK,2013-01-01,72
Y20-64,PC_POP,EMP_LFS,M,SK,2014-01-01,73
Y20-64,PC_POP,EMP_LFS,M,SK,2015-01-01,75
Y20-64,PC_POP,EMP_LFS,M,SK,2016-01-01,76
Y20-64,PC_POP,EMP_LFS,M,SK,2017-01-01,77
Y20-64,PC_POP,EMP_LFS,M,TR,2005-01-01,
Y20-64,PC_POP,EMP_LFS,M,TR,2006-01-01,73
Y20-64,PC_POP,EMP_LFS,M,TR,2007-01-01,73
Y20-64,PC_POP,EMP_LFS,M,TR,2008-01-01,72
Y20-64,PC_POP,EMP_LFS,M,TR,2009-01-01,70
Y20-64,PC_POP,EMP_LFS,M,TR,2010-01-01,72
Y20-64,PC_POP,EMP_LFS,M,TR,2011-01-01,75
Y20-64,PC_POP,EMP_LFS,M,TR,2012-01-01,75
Y20-64,PC_POP,EMP_LFS,M,TR,2013-01-01,75
Y20-64,PC_POP,EMP_LFS,M,TR,2014-01-01,75
Y20-64,PC_POP,EMP_LFS,M,TR,2015-01-01,75
Y20-64,PC_POP,EMP_LFS,M,TR,2016-01-01,75
Y20-64,PC_POP,EMP_LFS,M,TR,2017-01-01,76
Y20-64,PC_POP,EMP_LFS,M,UK,2005-01-01,82
Y20-64,PC_POP,EMP_LFS,M,UK,2006-01-01,82
Y20-64,PC_POP,EMP_LFS,M,UK,2007-01-01,82
Y20-64,PC_POP,EMP_LFS,M,UK,2008-01-01,81
Y20-64,PC_POP,EMP_LFS,M,UK,2009-01-01,79
Y20-64,PC_POP,EMP_LFS,M,UK,2010-01-01,79
Y20-64,PC_POP,EMP_LFS,M,UK,2011-01-01,79
Y20-64,PC_POP,EMP_LFS,M,UK,2012-01-01,80
Y20-64,PC_POP,EMP_LFS,M,UK,2013-01-01,80
Y20-64,PC_POP,EMP_LFS,M,UK,2014-01-01,81
Y20-64,PC_POP,EMP_LFS,M,UK,2015-01-01,82
Y20-64,PC_POP,EMP_LFS,M,UK,2016-01-01,83
Y20-64,PC_POP,EMP_LFS,M,UK,2017-01-01,83
Y20-64,PC_POP,EMP_LFS,T,AT,2005-01-01,70
Y20-64,PC_POP,EMP_LFS,T,AT,2006-01-01,71
Y20-64,PC_POP,EMP_LFS,T,AT,2007-01-01,72
Y20-64,PC_POP,EMP_LFS,T,AT,2008-01-01,73
Y20-64,PC_POP,EMP_LFS,T,AT,2009-01-01,73
Y20-64,PC_POP,EMP_LFS,T,AT,2010-01-01,73
Y20-64,PC_POP,EMP_LFS,T,AT,2011-01-01,74
Y20-64,PC_POP,EMP_LFS,T,AT,2012-01-01,74
Y20-64,PC_POP,EMP_LFS,T,AT,2013-01-01,74
Y20-64,PC_POP,EMP_LFS,T,AT,2014-01-01,74
Y20-64,PC_POP,EMP_LFS,T,AT,2015-01-01,74
Y20-64,PC_POP,EMP_LFS,T,AT,2016-01-01,74
Y20-64,PC_POP,EMP_LFS,T,AT,2017-01-01,75
Y20-64,PC_POP,EMP_LFS,T,BE,2005-01-01,66
Y20-64,PC_POP,EMP_LFS,T,BE,2006-01-01,66
Y20-64,PC_POP,EMP_LFS,T,BE,2007-01-01,67
Y20-64,PC_POP,EMP_LFS,T,BE,2008-01-01,68
Y20-64,PC_POP,EMP_LFS,T,BE,2009-01-01,67
Y20-64,PC_POP,EMP_LFS,T,BE,2010-01-01,67
Y20-64,PC_POP,EMP_LFS,T,BE,2011-01-01,67
Y20-64,PC_POP,EMP_LFS,T,BE,2012-01-01,67
Y20-64,PC_POP,EMP_LFS,T,BE,2013-01-01,67
Y20-64,PC_POP,EMP_LFS,T,BE,2014-01-01,67
Y20-64,PC_POP,EMP_LFS,T,BE,2015-01-01,67
Y20-64,PC_POP,EMP_LFS,T,BE,2016-01-01,67
Y20-64,PC_POP,EMP_LFS,T,BE,2017-01-01,68
Y20-64,PC_POP,EMP_LFS,T,BG,2005-01-01,61
Y20-64,PC_POP,EMP_LFS,T,BG,2006-01-01,65
Y20-64,PC_POP,EMP_LFS,T,BG,2007-01-01,68
Y20-64,PC_POP,EMP_LFS,T,BG,2008-01-01,70
Y20-64,PC_POP,EMP_LFS,T,BG,2009-01-01,68
Y20-64,PC_POP,EMP_LFS,T,BG,2010-01-01,64
Y20-64,PC_POP,EMP_LFS,T,BG,2011-01-01,62
Y20-64,PC_POP,EMP_LFS,T,BG,2012-01-01,63
Y20-64,PC_POP,EMP_LFS,T,BG,2013-01-01,63
Y20-64,PC_POP,EMP_LFS,T,BG,2014-01-01,65
Y20-64,PC_POP,EMP_LFS,T,BG,2015-01-01,67
Y20-64,PC_POP,EMP_LFS,T,BG,2016-01-01,67
Y20-64,PC_POP,EMP_LFS,T,BG,2017-01-01,71
Y20-64,PC_POP,EMP_LFS,T,CH,2005-01-01,
Y20-64,PC_POP,EMP_LFS,T,CH,2006-01-01,
Y20-64,PC_POP,EMP_LFS,T,CH,2007-01-01,
Y20-64,PC_POP,EMP_LFS,T,CH,2008-01-01,
Y20-64,PC_POP,EMP_LFS,T,CH,2009-01-01,
Y20-64,PC_POP,EMP_LFS,T,CH,2010-01-01,79
Y20-64,PC_POP,EMP_LFS,T,CH,2011-01-01,80
Y20-64,PC_POP,EMP_LFS,T,CH,2012-01-01,81
Y20-64,PC_POP,EMP_LFS,T,CH,2013-01-01,80
Y20-64,PC_POP,EMP_LFS,T,CH,2014-01-01,81
Y20-64,PC_POP,EMP_LFS,T,CH,2015-01-01,81
Y20-64,PC_POP,EMP_LFS,T,CH,2016-01-01,82
Y20-64,PC_POP,EMP_LFS,T,CH,2017-01-01,82
Y20-64,PC_POP,EMP_LFS,T,CY,2005-01-01,74
Y20-64,PC_POP,EMP_LFS,T,CY,2006-01-01,75
Y20-64,PC_POP,EMP_LFS,T,CY,2007-01-01,76
Y20-64,PC_POP,EMP_LFS,T,CY,2008-01-01,76
Y20-64,PC_POP,EMP_LFS,T,CY,2009-01-01,75
Y20-64,PC_POP,EMP_LFS,T,CY,2010-01-01,75
Y20-64,PC_POP,EMP_LFS,T,CY,2011-01-01,73
Y20-64,PC_POP,EMP_LFS,T,CY,2012-01-01,70
Y20-64,PC_POP,EMP_LFS,T,CY,2013-01-01,67
Y20-64,PC_POP,EMP_LFS,T,CY,2014-01-01,67
Y20-64,PC_POP,EMP_LFS,T,CY,2015-01-01,67
Y20-64,PC_POP,EMP_LFS,T,CY,2016-01-01,68
Y20-64,PC_POP,EMP_LFS,T,CY,2017-01-01,70
Y20-64,PC_POP,EMP_LFS,T,CZ,2005-01-01,70
Y20-64,PC_POP,EMP_LFS,T,CZ,2006-01-01,71
Y20-64,PC_POP,EMP_LFS,T,CZ,2007-01-01,72
Y20-64,PC_POP,EMP_LFS,T,CZ,2008-01-01,72
Y20-64,PC_POP,EMP_LFS,T,CZ,2009-01-01,70
Y20-64,PC_POP,EMP_LFS,T,CZ,2010-01-01,70
Y20-64,PC_POP,EMP_LFS,T,CZ,2011-01-01,70
Y20-64,PC_POP,EMP_LFS,T,CZ,2012-01-01,71
Y20-64,PC_POP,EMP_LFS,T,CZ,2013-01-01,72
Y20-64,PC_POP,EMP_LFS,T,CZ,2014-01-01,73
Y20-64,PC_POP,EMP_LFS,T,CZ,2015-01-01,74
Y20-64,PC_POP,EMP_LFS,T,CZ,2016-01-01,76
Y20-64,PC_POP,EMP_LFS,T,CZ,2017-01-01,78
Y20-64,PC_POP,EMP_LFS,T,DE,2005-01-01,69
Y20-64,PC_POP,EMP_LFS,T,DE,2006-01-01,71
Y20-64,PC_POP,EMP_LFS,T,DE,2007-01-01,72
Y20-64,PC_POP,EMP_LFS,T,DE,2008-01-01,74
Y20-64,PC_POP,EMP_LFS,T,DE,2009-01-01,74
Y20-64,PC_POP,EMP_LFS,T,DE,2010-01-01,75
Y20-64,PC_POP,EMP_LFS,T,DE,2011-01-01,76
Y20-64,PC_POP,EMP_LFS,T,DE,2012-01-01,76
Y20-64,PC_POP,EMP_LFS,T,DE,2013-01-01,77
Y20-64,PC_POP,EMP_LFS,T,DE,2014-01-01,77
Y20-64,PC_POP,EMP_LFS,T,DE,2015-01-01,78
Y20-64,PC_POP,EMP_LFS,T,DE,2016-01-01,78
Y20-64,PC_POP,EMP_LFS,T,DE,2017-01-01,79
Y20-64,PC_POP,EMP_LFS,T,DK,2005-01-01,78
Y20-64,PC_POP,EMP_LFS,T,DK,2006-01-01,79
Y20-64,PC_POP,EMP_LFS,T,DK,2007-01-01,79
Y20-64,PC_POP,EMP_LFS,T,DK,2008-01-01,79
Y20-64,PC_POP,EMP_LFS,T,DK,2009-01-01,77
Y20-64,PC_POP,EMP_LFS,T,DK,2010-01-01,75
Y20-64,PC_POP,EMP_LFS,T,DK,2011-01-01,75
Y20-64,PC_POP,EMP_LFS,T,DK,2012-01-01,75
Y20-64,PC_POP,EMP_LFS,T,DK,2013-01-01,75
Y20-64,PC_POP,EMP_LFS,T,DK,2014-01-01,75
Y20-64,PC_POP,EMP_LFS,T,DK,2015-01-01,76
Y20-64,PC_POP,EMP_LFS,T,DK,2016-01-01,77
Y20-64,PC_POP,EMP_LFS,T,DK,2017-01-01,76
Y20-64,PC_POP,EMP_LFS,T,EA18,2005-01-01,67
Y20-64,PC_POP,EMP_LFS,T,EA18,2006-01-01,68
Y20-64,PC_POP,EMP_LFS,T,EA18,2007-01-01,69
Y20-64,PC_POP,EMP_LFS,T,EA18,2008-01-01,70
Y20-64,PC_POP,EMP_LFS,T,EA18,2009-01-01,68
Y20-64,PC_POP,EMP_LFS,T,EA18,2010-01-01,68
Y20-64,PC_POP,EMP_LFS,T,EA18,2011-01-01,68
Y20-64,PC_POP,EMP_LFS,T,EA18,2012-01-01,68
Y20-64,PC_POP,EMP_LFS,T,EA18,2013-01-01,67
Y20-64,PC_POP,EMP_LFS,T,EA18,2014-01-01,68
Y20-64,PC_POP,EMP_LFS,T,EA18,2015-01-01,68
Y20-64,PC_POP,EMP_LFS,T,EA18,2016-01-01,69
Y20-64,PC_POP,EMP_LFS,T,EA18,2017-01-01,70
Y20-64,PC_POP,EMP_LFS,T,EA19,2005-01-01,67
Y20-64,PC_POP,EMP_LFS,T,EA19,2006-01-01,69
Y20-64,PC_POP,EMP_LFS,T,EA19,2007-01-01,69
Y20-64,PC_POP,EMP_LFS,T,EA19,2008-01-01,70
Y20-64,PC_POP,EMP_LFS,T,EA19,2009-01-01,68
Y20-64,PC_POP,EMP_LFS,T,EA19,2010-01-01,68
Y20-64,PC_POP,EMP_LFS,T,EA19,2011-01-01,68
Y20-64,PC_POP,EMP_LFS,T,EA19,2012-01-01,68
Y20-64,PC_POP,EMP_LFS,T,EA19,2013-01-01,67
Y20-64,PC_POP,EMP_LFS,T,EA19,2014-01-01,68
Y20-64,PC_POP,EMP_LFS,T,EA19,2015-01-01,69
Y20-64,PC_POP,EMP_LFS,T,EA19,2016-01-01,70
Y20-64,PC_POP,EMP_LFS,T,EA19,2017-01-01,71
Y20-64,PC_POP,EMP_LFS,T,EE,2005-01-01,72
Y20-64,PC_POP,EMP_LFS,T,EE,2006-01-01,75
Y20-64,PC_POP,EMP_LFS,T,EE,2007-01-01,76
Y20-64,PC_POP,EMP_LFS,T,EE,2008-01-01,77
Y20-64,PC_POP,EMP_LFS,T,EE,2009-01-01,70
Y20-64,PC_POP,EMP_LFS,T,EE,2010-01-01,66
Y20-64,PC_POP,EMP_LFS,T,EE,2011-01-01,70
Y20-64,PC_POP,EMP_LFS,T,EE,2012-01-01,72
Y20-64,PC_POP,EMP_LFS,T,EE,2013-01-01,73
Y20-64,PC_POP,EMP_LFS,T,EE,2014-01-01,74
Y20-64,PC_POP,EMP_LFS,T,EE,2015-01-01,76
Y20-64,PC_POP,EMP_LFS,T,EE,2016-01-01,76
Y20-64,PC_POP,EMP_LFS,T,EE,2017-01-01,78
Y20-64,PC_POP,EMP_LFS,T,EL,2005-01-01,64
Y20-64,PC_POP,EMP_LFS,T,EL,2006-01-01,65
Y20-64,PC_POP,EMP_LFS,T,EL,2007-01-01,65
Y20-64,PC_POP,EMP_LFS,T,EL,2008-01-01,66
Y20-64,PC_POP,EMP_LFS,T,EL,2009-01-01,65
Y20-64,PC_POP,EMP_LFS,T,EL,2010-01-01,63
Y20-64,PC_POP,EMP_LFS,T,EL,2011-01-01,59
Y20-64,PC_POP,EMP_LFS,T,EL,2012-01-01,55
Y20-64,PC_POP,EMP_LFS,T,EL,2013-01-01,52
Y20-64,PC_POP,EMP_LFS,T,EL,2014-01-01,53
Y20-64,PC_POP,EMP_LFS,T,EL,2015-01-01,54
Y20-64,PC_POP,EMP_LFS,T,EL,2016-01-01,56
Y20-64,PC_POP,EMP_LFS,T,EL,2017-01-01,57
Y20-64,PC_POP,EMP_LFS,T,ES,2005-01-01,67
Y20-64,PC_POP,EMP_LFS,T,ES,2006-01-01,69
Y20-64,PC_POP,EMP_LFS,T,ES,2007-01-01,69
Y20-64,PC_POP,EMP_LFS,T,ES,2008-01-01,68
Y20-64,PC_POP,EMP_LFS,T,ES,2009-01-01,64
Y20-64,PC_POP,EMP_LFS,T,ES,2010-01-01,62
Y20-64,PC_POP,EMP_LFS,T,ES,2011-01-01,62
Y20-64,PC_POP,EMP_LFS,T,ES,2012-01-01,59
Y20-64,PC_POP,EMP_LFS,T,ES,2013-01-01,58
Y20-64,PC_POP,EMP_LFS,T,ES,2014-01-01,59
Y20-64,PC_POP,EMP_LFS,T,ES,2015-01-01,62
Y20-64,PC_POP,EMP_LFS,T,ES,2016-01-01,63
Y20-64,PC_POP,EMP_LFS,T,ES,2017-01-01,65
Y20-64,PC_POP,EMP_LFS,T,EU27,2005-01-01,68
Y20-64,PC_POP,EMP_LFS,T,EU27,2006-01-01,69
Y20-64,PC_POP,EMP_LFS,T,EU27,2007-01-01,69
Y20-64,PC_POP,EMP_LFS,T,EU27,2008-01-01,70
Y20-64,PC_POP,EMP_LFS,T,EU27,2009-01-01,69
Y20-64,PC_POP,EMP_LFS,T,EU27,2010-01-01,68
Y20-64,PC_POP,EMP_LFS,T,EU27,2011-01-01,68
Y20-64,PC_POP,EMP_LFS,T,EU27,2012-01-01,68
Y20-64,PC_POP,EMP_LFS,T,EU27,2013-01-01,68
Y20-64,PC_POP,EMP_LFS,T,EU27,2014-01-01,69
Y20-64,PC_POP,EMP_LFS,T,EU27,2015-01-01,70
Y20-64,PC_POP,EMP_LFS,T,EU27,2016-01-01,71
Y20-64,PC_POP,EMP_LFS,T,EU27,2017-01-01,72
Y20-64,PC_POP,EMP_LFS,T,EU28,2005-01-01,67
Y20-64,PC_POP,EMP_LFS,T,EU28,2006-01-01,68
Y20-64,PC_POP,EMP_LFS,T,EU28,2007-01-01,69
Y20-64,PC_POP,EMP_LFS,T,EU28,2008-01-01,70
Y20-64,PC_POP,EMP_LFS,T,EU28,2009-01-01,69
Y20-64,PC_POP,EMP_LFS,T,EU28,2010-01-01,68
Y20-64,PC_POP,EMP_LFS,T,EU28,2011-01-01,68
Y20-64,PC_POP,EMP_LFS,T,EU28,2012-01-01,68
Y20-64,PC_POP,EMP_LFS,T,EU28,2013-01-01,68
Y20-64,PC_POP,EMP_LFS,T,EU28,2014-01-01,69
Y20-64,PC_POP,EMP_LFS,T,EU28,2015-01-01,70
Y20-64,PC_POP,EMP_LFS,T,EU28,2016-01-01,71
Y20-64,PC_POP,EMP_LFS,T,EU28,2017-01-01,72
Y20-64,PC_POP,EMP_LFS,T,FI,2005-01-01,73
Y20-64,PC_POP,EMP_LFS,T,FI,2006-01-01,73
Y20-64,PC_POP,EMP_LFS,T,FI,2007-01-01,74
Y20-64,PC_POP,EMP_LFS,T,FI,2008-01-01,75
Y20-64,PC_POP,EMP_LFS,T,FI,2009-01-01,73
Y20-64,PC_POP,EMP_LFS,T,FI,2010-01-01,73
Y20-64,PC_POP,EMP_LFS,T,FI,2011-01-01,73
Y20-64,PC_POP,EMP_LFS,T,FI,2012-01-01,74
Y20-64,PC_POP,EMP_LFS,T,FI,2013-01-01,73
Y20-64,PC_POP,EMP_LFS,T,FI,2014-01-01,73
Y20-64,PC_POP,EMP_LFS,T,FI,2015-01-01,72
Y20-64,PC_POP,EMP_LFS,T,FI,2016-01-01,73
Y20-64,PC_POP,EMP_LFS,T,FI,2017-01-01,74
Y20-64,PC_POP,EMP_LFS,T,FR,2005-01-01,
Y20-64,PC_POP,EMP_LFS,T,FR,2006-01-01,
