unit,indic_he,geo\time,date,value
YR,F_65_LE,DE,2011-01-01,21.1 b
YR,F_65_LE,DE,2012-01-01,21.0 
YR,F_65_LE,DE,2013-01-01,20.9 
YR,F_65_LE,DE,2014-01-01,21.4 
YR,F_65_LE,DE,2015-01-01,21.0 
YR,F_65_LE,DE,2016-01-01,21.3 
YR,F_65_LE,DK,2005-01-01,19.1 
YR,F_65_LE,DK,2006-01-01,19.2 
YR,F_65_LE,DK,2007-01-01,19.2 
YR,F_65_LE,DK,2008-01-01,19.5 
YR,F_65_LE,DK,2009-01-01,19.5 
YR,F_65_LE,DK,2010-01-01,19.7 
YR,F_65_LE,DK,2011-01-01,20.1 
YR,F_65_LE,DK,2012-01-01,20.2 
YR,F_65_LE,DK,2013-01-01,20.4 
YR,F_65_LE,DK,2014-01-01,20.8 
YR,F_65_LE,DK,2015-01-01,20.7 
YR,F_65_LE,DK,2016-01-01,20.8 
YR,F_65_LE,EA18,2005-01-01,20.7 
YR,F_65_LE,EA18,2006-01-01,21.2 
YR,F_65_LE,EA18,2007-01-01,21.3 
YR,F_65_LE,EA18,2008-01-01,21.4 
YR,F_65_LE,EA18,2009-01-01,21.6 
YR,F_65_LE,EA18,2010-01-01,21.8 
YR,F_65_LE,EA18,2011-01-01,22.0 b
YR,F_65_LE,EA18,2012-01-01,21.8 b
YR,F_65_LE,EA18,2013-01-01,22.1 
YR,F_65_LE,EA18,2014-01-01,22.4 
YR,F_65_LE,EA18,2015-01-01,21.9 bp
YR,F_65_LE,EA18,2016-01-01,22.3 p
YR,F_65_LE,EA19,2005-01-01,20.7 
YR,F_65_LE,EA19,2006-01-01,21.1 
YR,F_65_LE,EA19,2007-01-01,21.3 
YR,F_65_LE,EA19,2008-01-01,21.4 
YR,F_65_LE,EA19,2009-01-01,21.5 
YR,F_65_LE,EA19,2010-01-01,21.8 
YR,F_65_LE,EA19,2011-01-01,22.0 b
YR,F_65_LE,EA19,2012-01-01,21.8 b
YR,F_65_LE,EA19,2013-01-01,22.0 
YR,F_65_LE,EA19,2014-01-01,22.4 
YR,F_65_LE,EA19,2015-01-01,21.9 bp
YR,F_65_LE,EA19,2016-01-01,22.3 p
YR,F_65_LE,EE,2005-01-01,18.1 
YR,F_65_LE,EE,2006-01-01,18.4 
YR,F_65_LE,EE,2007-01-01,18.5 
YR,F_65_LE,EE,2008-01-01,18.9 
YR,F_65_LE,EE,2009-01-01,19.3 
YR,F_65_LE,EE,2010-01-01,19.5 
YR,F_65_LE,EE,2011-01-01,20.1 
YR,F_65_LE,EE,2012-01-01,20.3 
YR,F_65_LE,EE,2013-01-01,20.3 
YR,F_65_LE,EE,2014-01-01,20.4 
YR,F_65_LE,EE,2015-01-01,20.7 b
YR,F_65_LE,EE,2016-01-01,20.9 
YR,F_65_LE,EL,2005-01-01,20.3 
YR,F_65_LE,EL,2006-01-01,20.4 
YR,F_65_LE,EL,2007-01-01,20.2 
YR,F_65_LE,EL,2008-01-01,20.6 
YR,F_65_LE,EL,2009-01-01,20.9 
YR,F_65_LE,EL,2010-01-01,21.0 
YR,F_65_LE,EL,2011-01-01,21.2 
YR,F_65_LE,EL,2012-01-01,20.9 
YR,F_65_LE,EL,2013-01-01,21.6 
YR,F_65_LE,EL,2014-01-01,21.7 
YR,F_65_LE,EL,2015-01-01,21.3 
YR,F_65_LE,EL,2016-01-01,21.7 
YR,F_65_LE,ES,2005-01-01,21.2 
YR,F_65_LE,ES,2006-01-01,21.9 
YR,F_65_LE,ES,2007-01-01,21.9 
YR,F_65_LE,ES,2008-01-01,22.1 
YR,F_65_LE,ES,2009-01-01,22.5 
YR,F_65_LE,ES,2010-01-01,22.9 
YR,F_65_LE,ES,2011-01-01,23.0 
YR,F_65_LE,ES,2012-01-01,22.8 
YR,F_65_LE,ES,2013-01-01,23.4 
YR,F_65_LE,ES,2014-01-01,23.5 
YR,F_65_LE,ES,2015-01-01,23.0 
YR,F_65_LE,ES,2016-01-01,23.6 
YR,F_65_LE,EU27,2005-01-01,20.0 
YR,F_65_LE,EU27,2006-01-01,20.4 
YR,F_65_LE,EU27,2007-01-01,20.5 
YR,F_65_LE,EU27,2008-01-01,20.7 
YR,F_65_LE,EU27,2009-01-01,20.9 
YR,F_65_LE,EU27,2010-01-01,21.0 b
YR,F_65_LE,EU27,2011-01-01,21.3 b
YR,F_65_LE,EU27,2012-01-01,21.1 b
YR,F_65_LE,EU27,2013-01-01,21.3 e
YR,F_65_LE,EU27,2014-01-01,21.7 e
YR,F_65_LE,EU27,2015-01-01,21.2 bep
YR,F_65_LE,EU27,2016-01-01,21.6 ep
YR,F_65_LE,EU28,2005-01-01,19.9 
YR,F_65_LE,EU28,2006-01-01,20.4 
YR,F_65_LE,EU28,2007-01-01,20.5 
YR,F_65_LE,EU28,2008-01-01,20.6 
YR,F_65_LE,EU28,2009-01-01,20.8 
YR,F_65_LE,EU28,2010-01-01,21.0 b
YR,F_65_LE,EU28,2011-01-01,21.3 b
YR,F_65_LE,EU28,2012-01-01,21.1 b
YR,F_65_LE,EU28,2013-01-01,21.3 e
YR,F_65_LE,EU28,2014-01-01,21.6 e
YR,F_65_LE,EU28,2015-01-01,21.2 bep
YR,F_65_LE,EU28,2016-01-01,21.6 ep
YR,F_65_LE,FI,2005-01-01,21.0 
YR,F_65_LE,FI,2006-01-01,21.2 
YR,F_65_LE,FI,2007-01-01,21.2 
YR,F_65_LE,FI,2008-01-01,21.3 
YR,F_65_LE,FI,2009-01-01,21.5 
YR,F_65_LE,FI,2010-01-01,21.5 
YR,F_65_LE,FI,2011-01-01,21.7 
YR,F_65_LE,FI,2012-01-01,21.6 
YR,F_65_LE,FI,2013-01-01,21.8 
YR,F_65_LE,FI,2014-01-01,21.7 
YR,F_65_LE,FI,2015-01-01,21.9 
YR,F_65_LE,FI,2016-01-01,21.9 
YR,F_65_LE,FR,2005-01-01,22.0 
YR,F_65_LE,FR,2006-01-01,22.7 
YR,F_65_LE,FR,2007-01-01,23.0 
YR,F_65_LE,FR,2008-01-01,23.0 
YR,F_65_LE,FR,2009-01-01,23.2 
YR,F_65_LE,FR,2010-01-01,23.4 
YR,F_65_LE,FR,2011-01-01,23.8 
YR,F_65_LE,FR,2012-01-01,23.4 b
YR,F_65_LE,FR,2013-01-01,23.6 
YR,F_65_LE,FR,2014-01-01,24.0 
YR,F_65_LE,FR,2015-01-01,23.5 bp
YR,F_65_LE,FR,2016-01-01,23.7 p
YR,F_65_LE,FX,2005-01-01,22.0 
YR,F_65_LE,FX,2006-01-01,22.7 
YR,F_65_LE,FX,2007-01-01,23.0 
YR,F_65_LE,FX,2008-01-01,23.0 
YR,F_65_LE,FX,2009-01-01,23.2 
YR,F_65_LE,FX,2010-01-01,23.4 
YR,F_65_LE,FX,2011-01-01,23.8 
YR,F_65_LE,FX,2012-01-01,23.4 
YR,F_65_LE,FX,2013-01-01,: 
YR,F_65_LE,FX,2014-01-01,: 
YR,F_65_LE,FX,2015-01-01,: 
YR,F_65_LE,FX,2016-01-01,: 
YR,F_65_LE,GE,2005-01-01,: 
YR,F_65_LE,GE,2006-01-01,18.1 
YR,F_65_LE,GE,2007-01-01,18.9 
YR,F_65_LE,GE,2008-01-01,19.0 
YR,F_65_LE,GE,2009-01-01,17.8 
YR,F_65_LE,GE,2010-01-01,18.3 
YR,F_65_LE,GE,2011-01-01,18.0 
YR,F_65_LE,GE,2012-01-01,: 
YR,F_65_LE,GE,2013-01-01,: 
YR,F_65_LE,GE,2014-01-01,17.6 
YR,F_65_LE,GE,2015-01-01,16.9 
YR,F_65_LE,GE,2016-01-01,16.6 
YR,F_65_LE,HR,2005-01-01,17.3 
YR,F_65_LE,HR,2006-01-01,17.8 
YR,F_65_LE,HR,2007-01-01,17.8 
YR,F_65_LE,HR,2008-01-01,18.0 
YR,F_65_LE,HR,2009-01-01,18.0 
YR,F_65_LE,HR,2010-01-01,18.2 
YR,F_65_LE,HR,2011-01-01,18.6 
YR,F_65_LE,HR,2012-01-01,18.7 
YR,F_65_LE,HR,2013-01-01,19.1 
YR,F_65_LE,HR,2014-01-01,19.1 
YR,F_65_LE,HR,2015-01-01,18.7 
YR,F_65_LE,HR,2016-01-01,19.2 
YR,F_65_LE,HU,2005-01-01,17.2 
YR,F_65_LE,HU,2006-01-01,17.7 
YR,F_65_LE,HU,2007-01-01,17.8 
YR,F_65_LE,HU,2008-01-01,18.1 
YR,F_65_LE,HU,2009-01-01,18.2 
YR,F_65_LE,HU,2010-01-01,18.2 
YR,F_65_LE,HU,2011-01-01,18.3 
YR,F_65_LE,HU,2012-01-01,18.1 b
YR,F_65_LE,HU,2013-01-01,18.4 
YR,F_65_LE,HU,2014-01-01,18.6 
YR,F_65_LE,HU,2015-01-01,18.2 
YR,F_65_LE,HU,2016-01-01,18.7 
YR,F_65_LE,IE,2005-01-01,19.7 
YR,F_65_LE,IE,2006-01-01,19.9 
YR,F_65_LE,IE,2007-01-01,20.1 
YR,F_65_LE,IE,2008-01-01,20.3 
YR,F_65_LE,IE,2009-01-01,20.7 
YR,F_65_LE,IE,2010-01-01,20.8 
YR,F_65_LE,IE,2011-01-01,20.9 
YR,F_65_LE,IE,2012-01-01,20.9 
YR,F_65_LE,IE,2013-01-01,20.8 
YR,F_65_LE,IE,2014-01-01,21.1 
YR,F_65_LE,IE,2015-01-01,21.0 
YR,F_65_LE,IE,2016-01-01,21.1 
YR,F_65_LE,IS,2005-01-01,21.0 
YR,F_65_LE,IS,2006-01-01,20.7 
YR,F_65_LE,IS,2007-01-01,21.0 
YR,F_65_LE,IS,2008-01-01,20.6 
YR,F_65_LE,IS,2009-01-01,21.0 
YR,F_65_LE,IS,2010-01-01,21.5 
YR,F_65_LE,IS,2011-01-01,21.5 
YR,F_65_LE,IS,2012-01-01,21.5 
YR,F_65_LE,IS,2013-01-01,21.2 
YR,F_65_LE,IS,2014-01-01,22.2 
YR,F_65_LE,IS,2015-01-01,21.3 
YR,F_65_LE,IS,2016-01-01,21.3 
YR,F_65_LE,IT,2005-01-01,21.1 
YR,F_65_LE,IT,2006-01-01,21.6 
YR,F_65_LE,IT,2007-01-01,21.7 
YR,F_65_LE,IT,2008-01-01,21.7 
YR,F_65_LE,IT,2009-01-01,21.8 
YR,F_65_LE,IT,2010-01-01,22.1 
YR,F_65_LE,IT,2011-01-01,22.2 
YR,F_65_LE,IT,2012-01-01,22.1 
YR,F_65_LE,IT,2013-01-01,22.6 
YR,F_65_LE,IT,2014-01-01,22.8 
YR,F_65_LE,IT,2015-01-01,22.2 
YR,F_65_LE,IT,2016-01-01,22.9 
YR,F_65_LE,LI,2005-01-01,21.6 
YR,F_65_LE,LI,2006-01-01,20.7 
YR,F_65_LE,LI,2007-01-01,21.1 
YR,F_65_LE,LI,2008-01-01,22.3 
YR,F_65_LE,LI,2009-01-01,22.0 
YR,F_65_LE,LI,2010-01-01,21.8 
YR,F_65_LE,LI,2011-01-01,21.8 
YR,F_65_LE,LI,2012-01-01,23.5 
YR,F_65_LE,LI,2013-01-01,22.0 
YR,F_65_LE,LI,2014-01-01,20.7 
YR,F_65_LE,LI,2015-01-01,22.0 
YR,F_65_LE,LI,2016-01-01,22.6 
YR,F_65_LE,LT,2005-01-01,17.9 
YR,F_65_LE,LT,2006-01-01,17.9 
YR,F_65_LE,LT,2007-01-01,18.2 
YR,F_65_LE,LT,2008-01-01,18.4 
YR,F_65_LE,LT,2009-01-01,18.8 
YR,F_65_LE,LT,2010-01-01,18.8 
YR,F_65_LE,LT,2011-01-01,19.2 
YR,F_65_LE,LT,2012-01-01,19.2 
YR,F_65_LE,LT,2013-01-01,19.2 
YR,F_65_LE,LT,2014-01-01,19.5 
YR,F_65_LE,LT,2015-01-01,19.2 
YR,F_65_LE,LT,2016-01-01,19.4 
YR,F_65_LE,LU,2005-01-01,20.4 
YR,F_65_LE,LU,2006-01-01,20.3 
YR,F_65_LE,LU,2007-01-01,20.3 
YR,F_65_LE,LU,2008-01-01,21.0 
YR,F_65_LE,LU,2009-01-01,21.4 
YR,F_65_LE,LU,2010-01-01,21.6 
YR,F_65_LE,LU,2011-01-01,21.6 
YR,F_65_LE,LU,2012-01-01,21.4 b
YR,F_65_LE,LU,2013-01-01,21.9 
YR,F_65_LE,LU,2014-01-01,22.7 
YR,F_65_LE,LU,2015-01-01,21.8 
YR,F_65_LE,LU,2016-01-01,22.7 
YR,F_65_LE,LV,2005-01-01,17.0 
YR,F_65_LE,LV,2006-01-01,17.1 
YR,F_65_LE,LV,2007-01-01,17.1 
YR,F_65_LE,LV,2008-01-01,17.7 
YR,F_65_LE,LV,2009-01-01,18.1 
YR,F_65_LE,LV,2010-01-01,18.1 
YR,F_65_LE,LV,2011-01-01,18.7 
YR,F_65_LE,LV,2012-01-01,18.5 
YR,F_65_LE,LV,2013-01-01,18.6 
YR,F_65_LE,LV,2014-01-01,19.0 
YR,F_65_LE,LV,2015-01-01,18.9 
YR,F_65_LE,LV,2016-01-01,19.0 
YR,F_65_LE,MD,2005-01-01,: 
YR,F_65_LE,MD,2006-01-01,14.3 
YR,F_65_LE,MD,2007-01-01,14.4 
YR,F_65_LE,MD,2008-01-01,14.7 
YR,F_65_LE,MD,2009-01-01,14.9 
YR,F_65_LE,MD,2010-01-01,14.8 
YR,F_65_LE,MD,2011-01-01,15.6 
YR,F_65_LE,MD,2012-01-01,15.7 
YR,F_65_LE,MD,2013-01-01,: 
YR,F_65_LE,MD,2014-01-01,: 
YR,F_65_LE,MD,2015-01-01,: 
YR,F_65_LE,MD,2016-01-01,: 
YR,F_65_LE,ME,2005-01-01,16.1 
YR,F_65_LE,ME,2006-01-01,16.0 
YR,F_65_LE,ME,2007-01-01,16.0 
YR,F_65_LE,ME,2008-01-01,16.7 
YR,F_65_LE,ME,2009-01-01,16.7 
YR,F_65_LE,ME,2010-01-01,17.3 
YR,F_65_LE,ME,2011-01-01,17.4 
YR,F_65_LE,ME,2012-01-01,17.2 
YR,F_65_LE,ME,2013-01-01,17.5 
YR,F_65_LE,ME,2014-01-01,17.5 
YR,F_65_LE,ME,2015-01-01,17.2 
YR,F_65_LE,ME,2016-01-01,17.3 
YR,F_65_LE,MK,2005-01-01,15.2 
YR,F_65_LE,MK,2006-01-01,15.5 
YR,F_65_LE,MK,2007-01-01,15.2 
YR,F_65_LE,MK,2008-01-01,15.6 
YR,F_65_LE,MK,2009-01-01,15.8 
YR,F_65_LE,MK,2010-01-01,16.0 
YR,F_65_LE,MK,2011-01-01,15.9 
YR,F_65_LE,MK,2012-01-01,15.9 
YR,F_65_LE,MK,2013-01-01,16.4 
YR,F_65_LE,MK,2014-01-01,16.2 
YR,F_65_LE,MK,2015-01-01,16.2 
YR,F_65_LE,MK,2016-01-01,16.5 
YR,F_65_LE,MT,2005-01-01,19.4 
YR,F_65_LE,MT,2006-01-01,19.6 
YR,F_65_LE,MT,2007-01-01,20.3 
YR,F_65_LE,MT,2008-01-01,20.1 
YR,F_65_LE,MT,2009-01-01,20.6 
YR,F_65_LE,MT,2010-01-01,21.1 
YR,F_65_LE,MT,2011-01-01,21.0 
YR,F_65_LE,MT,2012-01-01,21.0 
YR,F_65_LE,MT,2013-01-01,21.4 
YR,F_65_LE,MT,2014-01-01,21.7 
YR,F_65_LE,MT,2015-01-01,21.6 
YR,F_65_LE,MT,2016-01-01,22.1 
YR,F_65_LE,NL,2005-01-01,20.1 
YR,F_65_LE,NL,2006-01-01,20.3 
YR,F_65_LE,NL,2007-01-01,20.7 
YR,F_65_LE,NL,2008-01-01,20.7 
YR,F_65_LE,NL,2009-01-01,21.0 
YR,F_65_LE,NL,2010-01-01,21.0 
YR,F_65_LE,NL,2011-01-01,21.2 
YR,F_65_LE,NL,2012-01-01,21.0 
YR,F_65_LE,NL,2013-01-01,21.2 
YR,F_65_LE,NL,2014-01-01,21.4 
YR,F_65_LE,NL,2015-01-01,21.1 
YR,F_65_LE,NL,2016-01-01,21.1 
YR,F_65_LE,NO,2005-01-01,20.9 
YR,F_65_LE,NO,2006-01-01,20.8 
YR,F_65_LE,NO,2007-01-01,20.8 
YR,F_65_LE,NO,2008-01-01,21.0 
YR,F_65_LE,NO,2009-01-01,21.1 
YR,F_65_LE,NO,2010-01-01,21.2 
YR,F_65_LE,NO,2011-01-01,21.4 
YR,F_65_LE,NO,2012-01-01,21.0 
YR,F_65_LE,NO,2013-01-01,21.4 
YR,F_65_LE,NO,2014-01-01,21.6 
YR,F_65_LE,NO,2015-01-01,21.6 
YR,F_65_LE,NO,2016-01-01,21.6 
YR,F_65_LE,PL,2005-01-01,18.5 
YR,F_65_LE,PL,2006-01-01,18.8 
YR,F_65_LE,PL,2007-01-01,18.9 
YR,F_65_LE,PL,2008-01-01,19.1 
YR,F_65_LE,PL,2009-01-01,19.2 
YR,F_65_LE,PL,2010-01-01,19.5 b
YR,F_65_LE,PL,2011-01-01,19.9 
YR,F_65_LE,PL,2012-01-01,19.8 
YR,F_65_LE,PL,2013-01-01,19.9 
YR,F_65_LE,PL,2014-01-01,20.4 
YR,F_65_LE,PL,2015-01-01,20.1 
YR,F_65_LE,PL,2016-01-01,20.5 
YR,F_65_LE,PT,2005-01-01,19.7 
YR,F_65_LE,PT,2006-01-01,20.5 
YR,F_65_LE,PT,2007-01-01,20.4 
YR,F_65_LE,PT,2008-01-01,20.6 
YR,F_65_LE,PT,2009-01-01,20.8 
YR,F_65_LE,PT,2010-01-01,21.0 
YR,F_65_LE,PT,2011-01-01,21.6 
YR,F_65_LE,PT,2012-01-01,21.3 
YR,F_65_LE,PT,2013-01-01,21.6 
YR,F_65_LE,PT,2014-01-01,21.9 
YR,F_65_LE,PT,2015-01-01,21.7 
YR,F_65_LE,PT,2016-01-01,21.8 
YR,F_65_LE,RO,2005-01-01,15.9 
YR,F_65_LE,RO,2006-01-01,16.4 
YR,F_65_LE,RO,2007-01-01,16.9 
YR,F_65_LE,RO,2008-01-01,17.7 
YR,F_65_LE,RO,2009-01-01,17.8 
YR,F_65_LE,RO,2010-01-01,17.6 
YR,F_65_LE,RO,2011-01-01,17.8 
YR,F_65_LE,RO,2012-01-01,17.7 
YR,F_65_LE,RO,2013-01-01,18.1 e
YR,F_65_LE,RO,2014-01-01,18.1 e
YR,F_65_LE,RO,2015-01-01,18.0 e
YR,F_65_LE,RO,2016-01-01,18.3 
YR,F_65_LE,RS,2005-01-01,15.1 
YR,F_65_LE,RS,2006-01-01,15.6 
YR,F_65_LE,RS,2007-01-01,15.8 
YR,F_65_LE,RS,2008-01-01,16.0 
YR,F_65_LE,RS,2009-01-01,16.0 
YR,F_65_LE,RS,2010-01-01,16.2 
YR,F_65_LE,RS,2011-01-01,16.3 b
YR,F_65_LE,RS,2012-01-01,16.5 
YR,F_65_LE,RS,2013-01-01,16.9 
YR,F_65_LE,RS,2014-01-01,16.9 
YR,F_65_LE,RS,2015-01-01,16.8 
YR,F_65_LE,RS,2016-01-01,17.1 
YR,F_65_LE,RU,2005-01-01,: 
YR,F_65_LE,RU,2006-01-01,15.6 
YR,F_65_LE,RU,2007-01-01,16.0 
YR,F_65_LE,RU,2008-01-01,16.1 
YR,F_65_LE,RU,2009-01-01,16.5 
YR,F_65_LE,RU,2010-01-01,16.5 
YR,F_65_LE,RU,2011-01-01,: 
YR,F_65_LE,RU,2012-01-01,: 
YR,F_65_LE,RU,2013-01-01,: 
YR,F_65_LE,RU,2014-01-01,: 
YR,F_65_LE,RU,2015-01-01,: 
YR,F_65_LE,RU,2016-01-01,: 
YR,F_65_LE,SE,2005-01-01,20.7 
YR,F_65_LE,SE,2006-01-01,20.9 
YR,F_65_LE,SE,2007-01-01,20.8 
YR,F_65_LE,SE,2008-01-01,20.9 
YR,F_65_LE,SE,2009-01-01,21.2 
YR,F_65_LE,SE,2010-01-01,21.2 
YR,F_65_LE,SE,2011-01-01,21.3 
YR,F_65_LE,SE,2012-01-01,21.1 
YR,F_65_LE,SE,2013-01-01,21.3 
YR,F_65_LE,SE,2014-01-01,21.6 
YR,F_65_LE,SE,2015-01-01,21.5 
YR,F_65_LE,SE,2016-01-01,21.5 
YR,F_65_LE,SI,2005-01-01,19.3 
YR,F_65_LE,SI,2006-01-01,20.0 
YR,F_65_LE,SI,2007-01-01,20.2 
YR,F_65_LE,SI,2008-01-01,20.5 b
YR,F_65_LE,SI,2009-01-01,20.5 
YR,F_65_LE,SI,2010-01-01,21.0 
YR,F_65_LE,SI,2011-01-01,21.1 
YR,F_65_LE,SI,2012-01-01,21.1 
YR,F_65_LE,SI,2013-01-01,21.4 
YR,F_65_LE,SI,2014-01-01,21.6 
YR,F_65_LE,SI,2015-01-01,21.4 
YR,F_65_LE,SI,2016-01-01,21.8 
YR,F_65_LE,SK,2005-01-01,17.1 
YR,F_65_LE,SK,2006-01-01,17.3 
YR,F_65_LE,SK,2007-01-01,17.5 
YR,F_65_LE,SK,2008-01-01,17.8 
YR,F_65_LE,SK,2009-01-01,18.0 
YR,F_65_LE,SK,2010-01-01,18.0 
YR,F_65_LE,SK,2011-01-01,18.4 
YR,F_65_LE,SK,2012-01-01,18.5 
YR,F_65_LE,SK,2013-01-01,18.8 
YR,F_65_LE,SK,2014-01-01,19.1 
YR,F_65_LE,SK,2015-01-01,18.8 
YR,F_65_LE,SK,2016-01-01,19.2 
YR,F_65_LE,SM,2005-01-01,: 
YR,F_65_LE,SM,2006-01-01,: 
YR,F_65_LE,SM,2007-01-01,: 
YR,F_65_LE,SM,2008-01-01,: 
YR,F_65_LE,SM,2009-01-01,: 
YR,F_65_LE,SM,2010-01-01,: 
YR,F_65_LE,SM,2011-01-01,: 
YR,F_65_LE,SM,2012-01-01,23.5 
YR,F_65_LE,SM,2013-01-01,: 
YR,F_65_LE,SM,2014-01-01,: 
YR,F_65_LE,SM,2015-01-01,: 
YR,F_65_LE,SM,2016-01-01,: 
YR,F_65_LE,TR,2005-01-01,: 
YR,F_65_LE,TR,2006-01-01,: 
YR,F_65_LE,TR,2007-01-01,: 
YR,F_65_LE,TR,2008-01-01,: 
YR,F_65_LE,TR,2009-01-01,18.4 
YR,F_65_LE,TR,2010-01-01,18.7 
YR,F_65_LE,TR,2011-01-01,19.0 
YR,F_65_LE,TR,2012-01-01,19.5 
YR,F_65_LE,TR,2013-01-01,19.8 
YR,F_65_LE,TR,2014-01-01,19.6 
YR,F_65_LE,TR,2015-01-01,19.5 
YR,F_65_LE,TR,2016-01-01,19.5 
YR,F_65_LE,UA,2005-01-01,: 
YR,F_65_LE,UA,2006-01-01,15.5 
YR,F_65_LE,UA,2007-01-01,15.7 
YR,F_65_LE,UA,2008-01-01,15.9 
YR,F_65_LE,UA,2009-01-01,: 
YR,F_65_LE,UA,2010-01-01,16.1 
YR,F_65_LE,UA,2011-01-01,16.6 
YR,F_65_LE,UA,2012-01-01,16.8 
YR,F_65_LE,UA,2013-01-01,: 
YR,F_65_LE,UA,2014-01-01,17.0 
YR,F_65_LE,UA,2015-01-01,17.4 
YR,F_65_LE,UA,2016-01-01,: 
YR,F_65_LE,UK,2005-01-01,19.7 
YR,F_65_LE,UK,2006-01-01,20.1 
YR,F_65_LE,UK,2007-01-01,20.2 
YR,F_65_LE,UK,2008-01-01,20.2 
YR,F_65_LE,UK,2009-01-01,20.7 
YR,F_65_LE,UK,2010-01-01,20.8 
YR,F_65_LE,UK,2011-01-01,21.1 
YR,F_65_LE,UK,2012-01-01,20.9 
YR,F_65_LE,UK,2013-01-01,20.9 
YR,F_65_LE,UK,2014-01-01,21.3 e
YR,F_65_LE,UK,2015-01-01,20.8 e
YR,F_65_LE,UK,2016-01-01,21.1 e
YR,F_65_LE,XK,2005-01-01,: 
YR,F_65_LE,XK,2006-01-01,: 
YR,F_65_LE,XK,2007-01-01,: 
YR,F_65_LE,XK,2008-01-01,: 
YR,F_65_LE,XK,2009-01-01,: 
YR,F_65_LE,XK,2010-01-01,: 
YR,F_65_LE,XK,2011-01-01,: 
YR,F_65_LE,XK,2012-01-01,: 
YR,F_65_LE,XK,2013-01-01,: 
YR,F_65_LE,XK,2014-01-01,: 
YR,F_65_LE,XK,2015-01-01,: p
YR,F_65_LE,XK,2016-01-01,19.8 p
YR,M_65_DFLE,AT,2005-01-01,6.8 
YR,M_65_DFLE,AT,2006-01-01,7.1 
YR,M_65_DFLE,AT,2007-01-01,7.5 
YR,M_65_DFLE,AT,2008-01-01,7.4 b
YR,M_65_DFLE,AT,2009-01-01,8.3 
YR,M_65_DFLE,AT,2010-01-01,8.5 
YR,M_65_DFLE,AT,2011-01-01,8.3 
YR,M_65_DFLE,AT,2012-01-01,8.9 
YR,M_65_DFLE,AT,2013-01-01,8.9 
YR,M_65_DFLE,AT,2014-01-01,8.4 
YR,M_65_DFLE,AT,2015-01-01,7.9 
YR,M_65_DFLE,AT,2016-01-01,8.2 
YR,M_65_DFLE,BE,2005-01-01,9.4 bd
YR,M_65_DFLE,BE,2006-01-01,9.6 
YR,M_65_DFLE,BE,2007-01-01,10.2 
YR,M_65_DFLE,BE,2008-01-01,10.4 
YR,M_65_DFLE,BE,2009-01-01,10.6 
YR,M_65_DFLE,BE,2010-01-01,10.4 
YR,M_65_DFLE,BE,2011-01-01,9.8 
YR,M_65_DFLE,BE,2012-01-01,10.6 
YR,M_65_DFLE,BE,2013-01-01,10.8 
YR,M_65_DFLE,BE,2014-01-01,11.0 
YR,M_65_DFLE,BE,2015-01-01,11.2 
YR,M_65_DFLE,BE,2016-01-01,10.3 
YR,M_65_DFLE,BG,2005-01-01,: 
YR,M_65_DFLE,BG,2006-01-01,11.4 d
YR,M_65_DFLE,BG,2007-01-01,11.6 
YR,M_65_DFLE,BG,2008-01-01,8.8 b
YR,M_65_DFLE,BG,2009-01-01,8.5 
YR,M_65_DFLE,BG,2010-01-01,8.9 
YR,M_65_DFLE,BG,2011-01-01,8.6 
YR,M_65_DFLE,BG,2012-01-01,8.7 
YR,M_65_DFLE,BG,2013-01-01,8.7 
YR,M_65_DFLE,BG,2014-01-01,8.7 
YR,M_65_DFLE,BG,2015-01-01,8.7 
YR,M_65_DFLE,BG,2016-01-01,9.2 b
YR,M_65_DFLE,CH,2005-01-01,: 
YR,M_65_DFLE,CH,2006-01-01,: 
YR,M_65_DFLE,CH,2007-01-01,12.5 
YR,M_65_DFLE,CH,2008-01-01,12.2 
YR,M_65_DFLE,CH,2009-01-01,12.0 
YR,M_65_DFLE,CH,2010-01-01,11.5 
YR,M_65_DFLE,CH,2011-01-01,12.7 
YR,M_65_DFLE,CH,2012-01-01,13.6 
YR,M_65_DFLE,CH,2013-01-01,10.6 b
YR,M_65_DFLE,CH,2014-01-01,10.6 
YR,M_65_DFLE,CH,2015-01-01,: 
YR,M_65_DFLE,CH,2016-01-01,10.1 
YR,M_65_DFLE,CY,2005-01-01,6.8 d
YR,M_65_DFLE,CY,2006-01-01,9.4 bd
YR,M_65_DFLE,CY,2007-01-01,9.0 
YR,M_65_DFLE,CY,2008-01-01,9.1 
YR,M_65_DFLE,CY,2009-01-01,9.9 
YR,M_65_DFLE,CY,2010-01-01,9.7 
YR,M_65_DFLE,CY,2011-01-01,8.0 
YR,M_65_DFLE,CY,2012-01-01,8.8 
YR,M_65_DFLE,CY,2013-01-01,9.5 
YR,M_65_DFLE,CY,2014-01-01,10.4 
YR,M_65_DFLE,CY,2015-01-01,8.4 
YR,M_65_DFLE,CY,2016-01-01,11.2 
YR,M_65_DFLE,CZ,2005-01-01,6.6 d
YR,M_65_DFLE,CZ,2006-01-01,6.8 
YR,M_65_DFLE,CZ,2007-01-01,8.1 b
YR,M_65_DFLE,CZ,2008-01-01,7.5 
YR,M_65_DFLE,CZ,2009-01-01,8.1 
YR,M_65_DFLE,CZ,2010-01-01,8.5 
YR,M_65_DFLE,CZ,2011-01-01,8.4 
