unit,indic_he,geo\time,date,value
YR,M_65_DFLE,CZ,2012-01-01,8.3 
YR,M_65_DFLE,CZ,2013-01-01,8.5 
YR,M_65_DFLE,CZ,2014-01-01,8.5 
YR,M_65_DFLE,CZ,2015-01-01,8.0 
YR,M_65_DFLE,CZ,2016-01-01,8.4 
YR,M_65_DFLE,DE,2005-01-01,6.4 
YR,M_65_DFLE,DE,2006-01-01,7.8 bd
YR,M_65_DFLE,DE,2007-01-01,7.8 
YR,M_65_DFLE,DE,2008-01-01,6.3 b
YR,M_65_DFLE,DE,2009-01-01,6.5 
YR,M_65_DFLE,DE,2010-01-01,6.9 
YR,M_65_DFLE,DE,2011-01-01,6.7 
YR,M_65_DFLE,DE,2012-01-01,6.7 
YR,M_65_DFLE,DE,2013-01-01,7.0 
YR,M_65_DFLE,DE,2014-01-01,6.8 
YR,M_65_DFLE,DE,2015-01-01,11.4 b
YR,M_65_DFLE,DE,2016-01-01,11.5 
YR,M_65_DFLE,DK,2005-01-01,13.2 
YR,M_65_DFLE,DK,2006-01-01,12.6 
YR,M_65_DFLE,DK,2007-01-01,13.1 
YR,M_65_DFLE,DK,2008-01-01,12.0 b
YR,M_65_DFLE,DK,2009-01-01,11.3 
YR,M_65_DFLE,DK,2010-01-01,11.8 
YR,M_65_DFLE,DK,2011-01-01,12.4 
YR,M_65_DFLE,DK,2012-01-01,10.6 
YR,M_65_DFLE,DK,2013-01-01,11.6 
YR,M_65_DFLE,DK,2014-01-01,11.0 
YR,M_65_DFLE,DK,2015-01-01,11.0 
YR,M_65_DFLE,DK,2016-01-01,11.5 
YR,M_65_DFLE,EE,2005-01-01,3.4 
YR,M_65_DFLE,EE,2006-01-01,4 
YR,M_65_DFLE,EE,2007-01-01,3.6 
YR,M_65_DFLE,EE,2008-01-01,4.0 b
YR,M_65_DFLE,EE,2009-01-01,5.6 
YR,M_65_DFLE,EE,2010-01-01,5.3 
YR,M_65_DFLE,EE,2011-01-01,5.6 
YR,M_65_DFLE,EE,2012-01-01,5.4 
YR,M_65_DFLE,EE,2013-01-01,5.1 
YR,M_65_DFLE,EE,2014-01-01,4.9 
YR,M_65_DFLE,EE,2015-01-01,5.3 
YR,M_65_DFLE,EE,2016-01-01,5.5 
YR,M_65_DFLE,EL,2005-01-01,9.7 
YR,M_65_DFLE,EL,2006-01-01,10.2 
YR,M_65_DFLE,EL,2007-01-01,9.9 
YR,M_65_DFLE,EL,2008-01-01,9.0 b
YR,M_65_DFLE,EL,2009-01-01,7.9 
YR,M_65_DFLE,EL,2010-01-01,8.7 
YR,M_65_DFLE,EL,2011-01-01,9.0 
YR,M_65_DFLE,EL,2012-01-01,8.6 
YR,M_65_DFLE,EL,2013-01-01,8.0 
YR,M_65_DFLE,EL,2014-01-01,7.7 
YR,M_65_DFLE,EL,2015-01-01,7.9 
YR,M_65_DFLE,EL,2016-01-01,8.0 
YR,M_65_DFLE,ES,2005-01-01,9.7 
YR,M_65_DFLE,ES,2006-01-01,10 
YR,M_65_DFLE,ES,2007-01-01,10.4 
YR,M_65_DFLE,ES,2008-01-01,9.9 b
YR,M_65_DFLE,ES,2009-01-01,9.3 
YR,M_65_DFLE,ES,2010-01-01,9.6 
YR,M_65_DFLE,ES,2011-01-01,9.8 
YR,M_65_DFLE,ES,2012-01-01,9.2 
YR,M_65_DFLE,ES,2013-01-01,9.7 
YR,M_65_DFLE,ES,2014-01-01,10.1 
YR,M_65_DFLE,ES,2015-01-01,9.5 
YR,M_65_DFLE,ES,2016-01-01,10.4 
YR,M_65_DFLE,EU27,2005-01-01,8.6 e
YR,M_65_DFLE,EU27,2006-01-01,8.8 e
YR,M_65_DFLE,EU27,2007-01-01,8.7 
YR,M_65_DFLE,EU27,2008-01-01,8.3 b
YR,M_65_DFLE,EU27,2009-01-01,8.4 
YR,M_65_DFLE,EU27,2010-01-01,8.7 e
YR,M_65_DFLE,EU27,2011-01-01,: 
YR,M_65_DFLE,EU27,2012-01-01,: 
YR,M_65_DFLE,EU27,2013-01-01,: 
YR,M_65_DFLE,EU27,2014-01-01,: 
YR,M_65_DFLE,EU27,2015-01-01,: 
YR,M_65_DFLE,EU27,2016-01-01,: 
YR,M_65_DFLE,EU28,2005-01-01,: 
YR,M_65_DFLE,EU28,2006-01-01,: 
YR,M_65_DFLE,EU28,2007-01-01,: 
YR,M_65_DFLE,EU28,2008-01-01,: 
YR,M_65_DFLE,EU28,2009-01-01,: 
YR,M_65_DFLE,EU28,2010-01-01,8.7 e
YR,M_65_DFLE,EU28,2011-01-01,8.5 
YR,M_65_DFLE,EU28,2012-01-01,8.5 
YR,M_65_DFLE,EU28,2013-01-01,8.5 e
YR,M_65_DFLE,EU28,2014-01-01,8.6 
YR,M_65_DFLE,EU28,2015-01-01,9.4 b
YR,M_65_DFLE,EU28,2016-01-01,9.8 
YR,M_65_DFLE,FI,2005-01-01,6.3 
YR,M_65_DFLE,FI,2006-01-01,6.2 
YR,M_65_DFLE,FI,2007-01-01,7.9 b
YR,M_65_DFLE,FI,2008-01-01,8.0 
YR,M_65_DFLE,FI,2009-01-01,8.2 
YR,M_65_DFLE,FI,2010-01-01,8.7 
YR,M_65_DFLE,FI,2011-01-01,8.4 
YR,M_65_DFLE,FI,2012-01-01,8.4 
YR,M_65_DFLE,FI,2013-01-01,: 
YR,M_65_DFLE,FI,2014-01-01,8.8 
YR,M_65_DFLE,FI,2015-01-01,9.3 
YR,M_65_DFLE,FI,2016-01-01,9.4 
YR,M_65_DFLE,FR,2005-01-01,8.5 
YR,M_65_DFLE,FR,2006-01-01,8.7 
YR,M_65_DFLE,FR,2007-01-01,8.9 
YR,M_65_DFLE,FR,2008-01-01,8.7 
YR,M_65_DFLE,FR,2009-01-01,9.0 
YR,M_65_DFLE,FR,2010-01-01,9.0 
YR,M_65_DFLE,FR,2011-01-01,9.7 
YR,M_65_DFLE,FR,2012-01-01,9.4 
YR,M_65_DFLE,FR,2013-01-01,9.8 
YR,M_65_DFLE,FR,2014-01-01,10.4 
YR,M_65_DFLE,FR,2015-01-01,9.8 
YR,M_65_DFLE,FR,2016-01-01,9.5 
YR,M_65_DFLE,HR,2005-01-01,: 
YR,M_65_DFLE,HR,2006-01-01,: 
YR,M_65_DFLE,HR,2007-01-01,: 
YR,M_65_DFLE,HR,2008-01-01,: 
YR,M_65_DFLE,HR,2009-01-01,: 
YR,M_65_DFLE,HR,2010-01-01,6.6 
YR,M_65_DFLE,HR,2011-01-01,7.4 
YR,M_65_DFLE,HR,2012-01-01,7.7 b
YR,M_65_DFLE,HR,2013-01-01,5.5 b
YR,M_65_DFLE,HR,2014-01-01,6.0 
YR,M_65_DFLE,HR,2015-01-01,4.7 
YR,M_65_DFLE,HR,2016-01-01,5.2 
YR,M_65_DFLE,HU,2005-01-01,5.1 d
YR,M_65_DFLE,HU,2006-01-01,5.1 d
YR,M_65_DFLE,HU,2007-01-01,5.3 
YR,M_65_DFLE,HU,2008-01-01,5.6 
YR,M_65_DFLE,HU,2009-01-01,5.7 
YR,M_65_DFLE,HU,2010-01-01,5.4 
YR,M_65_DFLE,HU,2011-01-01,6.0 
YR,M_65_DFLE,HU,2012-01-01,6.4 
YR,M_65_DFLE,HU,2013-01-01,6.2 
YR,M_65_DFLE,HU,2014-01-01,6.0 
YR,M_65_DFLE,HU,2015-01-01,5.9 
YR,M_65_DFLE,HU,2016-01-01,6.7 
YR,M_65_DFLE,IE,2005-01-01,9.1 
YR,M_65_DFLE,IE,2006-01-01,9.2 
YR,M_65_DFLE,IE,2007-01-01,9.6 
YR,M_65_DFLE,IE,2008-01-01,9.3 
YR,M_65_DFLE,IE,2009-01-01,10.2 
YR,M_65_DFLE,IE,2010-01-01,10.9 
YR,M_65_DFLE,IE,2011-01-01,10.9 
YR,M_65_DFLE,IE,2012-01-01,10.9 
YR,M_65_DFLE,IE,2013-01-01,10.9 
YR,M_65_DFLE,IE,2014-01-01,11.4 
YR,M_65_DFLE,IE,2015-01-01,11.4 
YR,M_65_DFLE,IE,2016-01-01,12.0 
YR,M_65_DFLE,IS,2005-01-01,12.5 
YR,M_65_DFLE,IS,2006-01-01,13.7 
YR,M_65_DFLE,IS,2007-01-01,15.6 b
YR,M_65_DFLE,IS,2008-01-01,13.9 
YR,M_65_DFLE,IS,2009-01-01,12.7 
YR,M_65_DFLE,IS,2010-01-01,13.4 
YR,M_65_DFLE,IS,2011-01-01,14.0 
YR,M_65_DFLE,IS,2012-01-01,14.7 
YR,M_65_DFLE,IS,2013-01-01,15.1 
YR,M_65_DFLE,IS,2014-01-01,15.4 
YR,M_65_DFLE,IS,2015-01-01,15.5 
YR,M_65_DFLE,IS,2016-01-01,: 
YR,M_65_DFLE,IT,2005-01-01,9.9 
YR,M_65_DFLE,IT,2006-01-01,9 bd
YR,M_65_DFLE,IT,2007-01-01,8.1 b
YR,M_65_DFLE,IT,2008-01-01,7.6 
YR,M_65_DFLE,IT,2009-01-01,8.0 
YR,M_65_DFLE,IT,2010-01-01,: 
YR,M_65_DFLE,IT,2011-01-01,8.1 
YR,M_65_DFLE,IT,2012-01-01,7.7 
YR,M_65_DFLE,IT,2013-01-01,7.7 
YR,M_65_DFLE,IT,2014-01-01,7.8 
YR,M_65_DFLE,IT,2015-01-01,7.8 
YR,M_65_DFLE,IT,2016-01-01,10.4 b
YR,M_65_DFLE,LT,2005-01-01,5.2 d
YR,M_65_DFLE,LT,2006-01-01,5.9 bd
YR,M_65_DFLE,LT,2007-01-01,5.4 
YR,M_65_DFLE,LT,2008-01-01,5.9 
YR,M_65_DFLE,LT,2009-01-01,6.1 
YR,M_65_DFLE,LT,2010-01-01,6.4 
YR,M_65_DFLE,LT,2011-01-01,6.2 
YR,M_65_DFLE,LT,2012-01-01,5.6 
YR,M_65_DFLE,LT,2013-01-01,5.9 
YR,M_65_DFLE,LT,2014-01-01,6.1 
YR,M_65_DFLE,LT,2015-01-01,5.0 
YR,M_65_DFLE,LT,2016-01-01,5.6 
YR,M_65_DFLE,LU,2005-01-01,9.2 
YR,M_65_DFLE,LU,2006-01-01,8.9 
YR,M_65_DFLE,LU,2007-01-01,9.0 
YR,M_65_DFLE,LU,2008-01-01,10.7 
YR,M_65_DFLE,LU,2009-01-01,10.8 
YR,M_65_DFLE,LU,2010-01-01,10.5 
YR,M_65_DFLE,LU,2011-01-01,11.5 
YR,M_65_DFLE,LU,2012-01-01,11.6 
YR,M_65_DFLE,LU,2013-01-01,10.9 
YR,M_65_DFLE,LU,2014-01-01,11.3 
YR,M_65_DFLE,LU,2015-01-01,10.7 
YR,M_65_DFLE,LU,2016-01-01,9.5 b
YR,M_65_DFLE,LV,2005-01-01,5 d
YR,M_65_DFLE,LV,2006-01-01,4.6 bd
YR,M_65_DFLE,LV,2007-01-01,4.9 
YR,M_65_DFLE,LV,2008-01-01,4.8 
YR,M_65_DFLE,LV,2009-01-01,4.7 
YR,M_65_DFLE,LV,2010-01-01,4.8 
YR,M_65_DFLE,LV,2011-01-01,4.7 
YR,M_65_DFLE,LV,2012-01-01,5.3 
YR,M_65_DFLE,LV,2013-01-01,4.0 b
YR,M_65_DFLE,LV,2014-01-01,4.0 
YR,M_65_DFLE,LV,2015-01-01,4.1 
YR,M_65_DFLE,LV,2016-01-01,4.4 
YR,M_65_DFLE,MT,2005-01-01,10.5 d
YR,M_65_DFLE,MT,2006-01-01,10.1 
YR,M_65_DFLE,MT,2007-01-01,10.6 
YR,M_65_DFLE,MT,2008-01-01,10.5 
YR,M_65_DFLE,MT,2009-01-01,11.4 
YR,M_65_DFLE,MT,2010-01-01,12.0 
YR,M_65_DFLE,MT,2011-01-01,11.8 
YR,M_65_DFLE,MT,2012-01-01,12.5 
YR,M_65_DFLE,MT,2013-01-01,12.8 
YR,M_65_DFLE,MT,2014-01-01,13.3 
YR,M_65_DFLE,MT,2015-01-01,13.4 
YR,M_65_DFLE,MT,2016-01-01,12.8 
YR,M_65_DFLE,NL,2005-01-01,10.5 d
YR,M_65_DFLE,NL,2006-01-01,11.1 
YR,M_65_DFLE,NL,2007-01-01,11.3 
YR,M_65_DFLE,NL,2008-01-01,9.9 b
YR,M_65_DFLE,NL,2009-01-01,9.5 
YR,M_65_DFLE,NL,2010-01-01,9.4 
YR,M_65_DFLE,NL,2011-01-01,10.4 
YR,M_65_DFLE,NL,2012-01-01,10.0 
YR,M_65_DFLE,NL,2013-01-01,9.5 
YR,M_65_DFLE,NL,2014-01-01,10.7 
YR,M_65_DFLE,NL,2015-01-01,10.5 
YR,M_65_DFLE,NL,2016-01-01,10.3 b
YR,M_65_DFLE,NO,2005-01-01,12.5 d
YR,M_65_DFLE,NO,2006-01-01,: 
YR,M_65_DFLE,NO,2007-01-01,12.4 
YR,M_65_DFLE,NO,2008-01-01,14.1 b
YR,M_65_DFLE,NO,2009-01-01,13.6 
YR,M_65_DFLE,NO,2010-01-01,14.5 
YR,M_65_DFLE,NO,2011-01-01,: 
YR,M_65_DFLE,NO,2012-01-01,15.3 
YR,M_65_DFLE,NO,2013-01-01,15.0 
YR,M_65_DFLE,NO,2014-01-01,15.3 
YR,M_65_DFLE,NO,2015-01-01,15.3 
YR,M_65_DFLE,NO,2016-01-01,15.4 
YR,M_65_DFLE,PL,2005-01-01,8.4 d
YR,M_65_DFLE,PL,2006-01-01,7.3 bd
YR,M_65_DFLE,PL,2007-01-01,6.5 
YR,M_65_DFLE,PL,2008-01-01,7.0 
YR,M_65_DFLE,PL,2009-01-01,6.9 
YR,M_65_DFLE,PL,2010-01-01,6.7 
YR,M_65_DFLE,PL,2011-01-01,7.6 
YR,M_65_DFLE,PL,2012-01-01,7.4 
YR,M_65_DFLE,PL,2013-01-01,7.2 
YR,M_65_DFLE,PL,2014-01-01,7.5 
YR,M_65_DFLE,PL,2015-01-01,7.6 
YR,M_65_DFLE,PL,2016-01-01,8.2 
YR,M_65_DFLE,PT,2005-01-01,6.5 bd
YR,M_65_DFLE,PT,2006-01-01,7 
YR,M_65_DFLE,PT,2007-01-01,6.9 
YR,M_65_DFLE,PT,2008-01-01,6.7 
YR,M_65_DFLE,PT,2009-01-01,6.8 
YR,M_65_DFLE,PT,2010-01-01,7.1 
YR,M_65_DFLE,PT,2011-01-01,7.8 
YR,M_65_DFLE,PT,2012-01-01,9.9 b
YR,M_65_DFLE,PT,2013-01-01,9.6 
YR,M_65_DFLE,PT,2014-01-01,6.9 b
YR,M_65_DFLE,PT,2015-01-01,7.0 
YR,M_65_DFLE,PT,2016-01-01,7.7 
YR,M_65_DFLE,RO,2005-01-01,: 
YR,M_65_DFLE,RO,2006-01-01,: 
YR,M_65_DFLE,RO,2007-01-01,7.6 
YR,M_65_DFLE,RO,2008-01-01,7.9 
YR,M_65_DFLE,RO,2009-01-01,7.2 
YR,M_65_DFLE,RO,2010-01-01,5.9 b
YR,M_65_DFLE,RO,2011-01-01,5.4 
YR,M_65_DFLE,RO,2012-01-01,5.9 
YR,M_65_DFLE,RO,2013-01-01,5.8 
YR,M_65_DFLE,RO,2014-01-01,5.9 
YR,M_65_DFLE,RO,2015-01-01,6.3 
YR,M_65_DFLE,RO,2016-01-01,6.2 
YR,M_65_DFLE,SE,2005-01-01,10.7 
YR,M_65_DFLE,SE,2006-01-01,13 bd
YR,M_65_DFLE,SE,2007-01-01,13.0 
YR,M_65_DFLE,SE,2008-01-01,13.1 b
YR,M_65_DFLE,SE,2009-01-01,13.6 
YR,M_65_DFLE,SE,2010-01-01,12.3 b
YR,M_65_DFLE,SE,2011-01-01,11.9 
YR,M_65_DFLE,SE,2012-01-01,: 
YR,M_65_DFLE,SE,2013-01-01,12.9 
YR,M_65_DFLE,SE,2014-01-01,15.2 b
YR,M_65_DFLE,SE,2015-01-01,15.7 
YR,M_65_DFLE,SE,2016-01-01,15.1 
YR,M_65_DFLE,SI,2005-01-01,7.4 d
YR,M_65_DFLE,SI,2006-01-01,8.3 
YR,M_65_DFLE,SI,2007-01-01,9.1 
YR,M_65_DFLE,SI,2008-01-01,9.2 
YR,M_65_DFLE,SI,2009-01-01,9.3 
YR,M_65_DFLE,SI,2010-01-01,6.6 b
YR,M_65_DFLE,SI,2011-01-01,6.2 
YR,M_65_DFLE,SI,2012-01-01,7.3 
YR,M_65_DFLE,SI,2013-01-01,7.2 
YR,M_65_DFLE,SI,2014-01-01,7.8 
YR,M_65_DFLE,SI,2015-01-01,8.2 
YR,M_65_DFLE,SI,2016-01-01,8.4 
YR,M_65_DFLE,SK,2005-01-01,4.8 d
YR,M_65_DFLE,SK,2006-01-01,4 bd
YR,M_65_DFLE,SK,2007-01-01,4.1 
YR,M_65_DFLE,SK,2008-01-01,3.0 b
YR,M_65_DFLE,SK,2009-01-01,3.5 
YR,M_65_DFLE,SK,2010-01-01,3.3 
YR,M_65_DFLE,SK,2011-01-01,3.5 
YR,M_65_DFLE,SK,2012-01-01,3.5 
YR,M_65_DFLE,SK,2013-01-01,4.2 
YR,M_65_DFLE,SK,2014-01-01,4.3 
YR,M_65_DFLE,SK,2015-01-01,4.1 
YR,M_65_DFLE,SK,2016-01-01,4.5 
YR,M_65_DFLE,UK,2005-01-01,10.4 d
YR,M_65_DFLE,UK,2006-01-01,10.3 
YR,M_65_DFLE,UK,2007-01-01,10.4 
YR,M_65_DFLE,UK,2008-01-01,10.7 
YR,M_65_DFLE,UK,2009-01-01,10.9 
YR,M_65_DFLE,UK,2010-01-01,10.8 
YR,M_65_DFLE,UK,2011-01-01,11.0 
YR,M_65_DFLE,UK,2012-01-01,10.5 
YR,M_65_DFLE,UK,2013-01-01,10.6 
YR,M_65_DFLE,UK,2014-01-01,9.7 
YR,M_65_DFLE,UK,2015-01-01,10.2 
YR,M_65_DFLE,UK,2016-01-01,10.4 
YR,M_65_LE,AL,2005-01-01,: 
YR,M_65_LE,AL,2006-01-01,: 
YR,M_65_LE,AL,2007-01-01,: 
YR,M_65_LE,AL,2008-01-01,: 
YR,M_65_LE,AL,2009-01-01,: 
YR,M_65_LE,AL,2010-01-01,: 
YR,M_65_LE,AL,2011-01-01,: 
YR,M_65_LE,AL,2012-01-01,: 
YR,M_65_LE,AL,2013-01-01,16.6 
YR,M_65_LE,AL,2014-01-01,16.7 
YR,M_65_LE,AL,2015-01-01,16.3 e
YR,M_65_LE,AL,2016-01-01,16.9 
YR,M_65_LE,AM,2005-01-01,: 
YR,M_65_LE,AM,2006-01-01,12.9 
YR,M_65_LE,AM,2007-01-01,13.1 
YR,M_65_LE,AM,2008-01-01,13.1 
YR,M_65_LE,AM,2009-01-01,13.3 
YR,M_65_LE,AM,2010-01-01,: 
YR,M_65_LE,AM,2011-01-01,: 
YR,M_65_LE,AM,2012-01-01,: 
YR,M_65_LE,AM,2013-01-01,: 
YR,M_65_LE,AM,2014-01-01,: 
YR,M_65_LE,AM,2015-01-01,14.5 
YR,M_65_LE,AM,2016-01-01,14.5 
YR,M_65_LE,AT,2005-01-01,17.0 
YR,M_65_LE,AT,2006-01-01,17.3 
YR,M_65_LE,AT,2007-01-01,17.5 
YR,M_65_LE,AT,2008-01-01,17.7 
YR,M_65_LE,AT,2009-01-01,17.6 
YR,M_65_LE,AT,2010-01-01,17.9 
YR,M_65_LE,AT,2011-01-01,18.1 
YR,M_65_LE,AT,2012-01-01,18.1 
YR,M_65_LE,AT,2013-01-01,18.2 
YR,M_65_LE,AT,2014-01-01,18.5 
YR,M_65_LE,AT,2015-01-01,18.1 
YR,M_65_LE,AT,2016-01-01,18.5 
YR,M_65_LE,AZ,2005-01-01,: 
YR,M_65_LE,AZ,2006-01-01,13.9 
YR,M_65_LE,AZ,2007-01-01,14.1 
YR,M_65_LE,AZ,2008-01-01,14.6 
YR,M_65_LE,AZ,2009-01-01,14.4 
YR,M_65_LE,AZ,2010-01-01,14.1 
YR,M_65_LE,AZ,2011-01-01,: 
YR,M_65_LE,AZ,2012-01-01,14.0 
YR,M_65_LE,AZ,2013-01-01,14.7 
YR,M_65_LE,AZ,2014-01-01,14.5 
YR,M_65_LE,AZ,2015-01-01,15.4 
YR,M_65_LE,AZ,2016-01-01,: 
YR,M_65_LE,BE,2005-01-01,16.6 
YR,M_65_LE,BE,2006-01-01,17.0 
YR,M_65_LE,BE,2007-01-01,17.3 
YR,M_65_LE,BE,2008-01-01,17.3 
YR,M_65_LE,BE,2009-01-01,17.6 
YR,M_65_LE,BE,2010-01-01,17.6 
YR,M_65_LE,BE,2011-01-01,18.0 b
YR,M_65_LE,BE,2012-01-01,17.7 
YR,M_65_LE,BE,2013-01-01,17.8 
YR,M_65_LE,BE,2014-01-01,18.4 
YR,M_65_LE,BE,2015-01-01,18.2 
YR,M_65_LE,BE,2016-01-01,18.4 
YR,M_65_LE,BG,2005-01-01,13.1 
YR,M_65_LE,BG,2006-01-01,13.2 
YR,M_65_LE,BG,2007-01-01,13.3 
YR,M_65_LE,BG,2008-01-01,13.6 
YR,M_65_LE,BG,2009-01-01,13.9 
YR,M_65_LE,BG,2010-01-01,13.8 
YR,M_65_LE,BG,2011-01-01,14.0 
YR,M_65_LE,BG,2012-01-01,13.9 
YR,M_65_LE,BG,2013-01-01,14.2 
YR,M_65_LE,BG,2014-01-01,14.1 
YR,M_65_LE,BG,2015-01-01,14.0 
YR,M_65_LE,BG,2016-01-01,14.2 
YR,M_65_LE,BY,2005-01-01,: 
YR,M_65_LE,BY,2006-01-01,: 
YR,M_65_LE,BY,2007-01-01,: 
YR,M_65_LE,BY,2008-01-01,: 
YR,M_65_LE,BY,2009-01-01,: 
YR,M_65_LE,BY,2010-01-01,: 
YR,M_65_LE,BY,2011-01-01,12.0 
YR,M_65_LE,BY,2012-01-01,12.3 
YR,M_65_LE,BY,2013-01-01,12.6 
YR,M_65_LE,BY,2014-01-01,12.8 
YR,M_65_LE,BY,2015-01-01,12.9 
YR,M_65_LE,BY,2016-01-01,12.9 
YR,M_65_LE,CH,2005-01-01,18.1 
YR,M_65_LE,CH,2006-01-01,18.5 
YR,M_65_LE,CH,2007-01-01,18.6 
YR,M_65_LE,CH,2008-01-01,18.9 
YR,M_65_LE,CH,2009-01-01,19.0 
YR,M_65_LE,CH,2010-01-01,19.0 
YR,M_65_LE,CH,2011-01-01,19.2 b
YR,M_65_LE,CH,2012-01-01,19.3 
YR,M_65_LE,CH,2013-01-01,19.4 
YR,M_65_LE,CH,2014-01-01,19.6 
YR,M_65_LE,CH,2015-01-01,19.4 
YR,M_65_LE,CH,2016-01-01,20.0 
YR,M_65_LE,CY,2005-01-01,16.7 
YR,M_65_LE,CY,2006-01-01,17.3 
YR,M_65_LE,CY,2007-01-01,17.2 
YR,M_65_LE,CY,2008-01-01,17.8 
YR,M_65_LE,CY,2009-01-01,18.0 
YR,M_65_LE,CY,2010-01-01,18.3 
YR,M_65_LE,CY,2011-01-01,18.2 
YR,M_65_LE,CY,2012-01-01,17.9 
YR,M_65_LE,CY,2013-01-01,18.6 
YR,M_65_LE,CY,2014-01-01,18.7 
YR,M_65_LE,CY,2015-01-01,18.4 
YR,M_65_LE,CY,2016-01-01,19.0 
YR,M_65_LE,CZ,2005-01-01,14.4 
YR,M_65_LE,CZ,2006-01-01,14.8 
YR,M_65_LE,CZ,2007-01-01,15.1 
YR,M_65_LE,CZ,2008-01-01,15.3 
YR,M_65_LE,CZ,2009-01-01,15.2 
YR,M_65_LE,CZ,2010-01-01,15.5 
YR,M_65_LE,CZ,2011-01-01,15.6 
YR,M_65_LE,CZ,2012-01-01,15.7 
YR,M_65_LE,CZ,2013-01-01,15.7 
YR,M_65_LE,CZ,2014-01-01,16.1 
YR,M_65_LE,CZ,2015-01-01,15.9 
YR,M_65_LE,CZ,2016-01-01,16.2 
YR,M_65_LE,DE,2005-01-01,16.9 
YR,M_65_LE,DE,2006-01-01,17.2 
YR,M_65_LE,DE,2007-01-01,17.4 
YR,M_65_LE,DE,2008-01-01,17.5 
YR,M_65_LE,DE,2009-01-01,17.6 
YR,M_65_LE,DE,2010-01-01,17.8 
YR,M_65_LE,DE,2011-01-01,17.7 b
YR,M_65_LE,DE,2012-01-01,17.8 
YR,M_65_LE,DE,2013-01-01,17.8 
YR,M_65_LE,DE,2014-01-01,18.2 
YR,M_65_LE,DE,2015-01-01,17.9 
YR,M_65_LE,DE,2016-01-01,18.1 
YR,M_65_LE,DK,2005-01-01,16.1 
YR,M_65_LE,DK,2006-01-01,16.2 
YR,M_65_LE,DK,2007-01-01,16.5 
YR,M_65_LE,DK,2008-01-01,16.6 
YR,M_65_LE,DK,2009-01-01,16.8 
YR,M_65_LE,DK,2010-01-01,17.0 
YR,M_65_LE,DK,2011-01-01,17.3 
YR,M_65_LE,DK,2012-01-01,17.5 
YR,M_65_LE,DK,2013-01-01,17.7 
YR,M_65_LE,DK,2014-01-01,18.1 
YR,M_65_LE,DK,2015-01-01,18.0 
YR,M_65_LE,DK,2016-01-01,18.2 
YR,M_65_LE,EA18,2005-01-01,17.0 
YR,M_65_LE,EA18,2006-01-01,17.4 
YR,M_65_LE,EA18,2007-01-01,17.6 
YR,M_65_LE,EA18,2008-01-01,17.7 
YR,M_65_LE,EA18,2009-01-01,17.9 
YR,M_65_LE,EA18,2010-01-01,18.1 
YR,M_65_LE,EA18,2011-01-01,18.3 b
YR,M_65_LE,EA18,2012-01-01,18.2 b
YR,M_65_LE,EA18,2013-01-01,18.4 
YR,M_65_LE,EA18,2014-01-01,18.8 
YR,M_65_LE,EA18,2015-01-01,18.5 bp
YR,M_65_LE,EA18,2016-01-01,18.8 p
YR,M_65_LE,EA19,2005-01-01,17.0 
YR,M_65_LE,EA19,2006-01-01,17.4 
YR,M_65_LE,EA19,2007-01-01,17.5 
YR,M_65_LE,EA19,2008-01-01,17.7 
YR,M_65_LE,EA19,2009-01-01,17.8 
YR,M_65_LE,EA19,2010-01-01,18.1 
YR,M_65_LE,EA19,2011-01-01,18.2 b
YR,M_65_LE,EA19,2012-01-01,18.2 b
YR,M_65_LE,EA19,2013-01-01,18.4 
YR,M_65_LE,EA19,2014-01-01,18.7 
YR,M_65_LE,EA19,2015-01-01,18.5 bp
YR,M_65_LE,EA19,2016-01-01,18.8 p
YR,M_65_LE,EE,2005-01-01,13.1 
YR,M_65_LE,EE,2006-01-01,13.2 
YR,M_65_LE,EE,2007-01-01,13.2 
YR,M_65_LE,EE,2008-01-01,13.7 
YR,M_65_LE,EE,2009-01-01,14.1 
YR,M_65_LE,EE,2010-01-01,14.3 
YR,M_65_LE,EE,2011-01-01,14.8 
YR,M_65_LE,EE,2012-01-01,14.8 
YR,M_65_LE,EE,2013-01-01,15.2 
YR,M_65_LE,EE,2014-01-01,15.2 
YR,M_65_LE,EE,2015-01-01,15.5 b
YR,M_65_LE,EE,2016-01-01,15.6 
YR,M_65_LE,EL,2005-01-01,17.3 
YR,M_65_LE,EL,2006-01-01,17.5 
YR,M_65_LE,EL,2007-01-01,17.4 
YR,M_65_LE,EL,2008-01-01,17.8 
YR,M_65_LE,EL,2009-01-01,18.0 
YR,M_65_LE,EL,2010-01-01,18.2 
YR,M_65_LE,EL,2011-01-01,18.2 
YR,M_65_LE,EL,2012-01-01,18.1 
YR,M_65_LE,EL,2013-01-01,18.7 
YR,M_65_LE,EL,2014-01-01,18.8 
YR,M_65_LE,EL,2015-01-01,18.5 
YR,M_65_LE,EL,2016-01-01,18.9 
YR,M_65_LE,ES,2005-01-01,17.2 
YR,M_65_LE,ES,2006-01-01,17.8 
YR,M_65_LE,ES,2007-01-01,17.7 
YR,M_65_LE,ES,2008-01-01,18.1 
YR,M_65_LE,ES,2009-01-01,18.3 
YR,M_65_LE,ES,2010-01-01,18.6 
YR,M_65_LE,ES,2011-01-01,18.8 
YR,M_65_LE,ES,2012-01-01,18.7 
YR,M_65_LE,ES,2013-01-01,19.2 
YR,M_65_LE,ES,2014-01-01,19.3 
