fin_source,geotime,date,value
FLOW_PRV,NL,2012-01-01,11015
FLOW_PRV,NL,2013-01-01,9919
FLOW_PRV,NL,2014-01-01,48013
FLOW_PRV,NL,2015-01-01,55855
FLOW_PRV,NL,2016-01-01,31264
FLOW_PRV,NO,2000-01-01,39
FLOW_PRV,NO,2001-01-01,146
FLOW_PRV,NO,2002-01-01,24
FLOW_PRV,NO,2003-01-01,1059
FLOW_PRV,NO,2004-01-01,510
FLOW_PRV,NO,2005-01-01,1484
FLOW_PRV,NO,2006-01-01,2002
FLOW_PRV,NO,2007-01-01,1924
FLOW_PRV,NO,2008-01-01,167
FLOW_PRV,NO,2009-01-01,639
FLOW_PRV,NO,2010-01-01,1134
FLOW_PRV,NO,2011-01-01,0
FLOW_PRV,NO,2012-01-01,0
FLOW_PRV,NO,2013-01-01,0
FLOW_PRV,NO,2014-01-01,1
FLOW_PRV,NO,2015-01-01,0
FLOW_PRV,NO,2016-01-01,
FLOW_PRV,PL,2000-01-01,
FLOW_PRV,PL,2001-01-01,
FLOW_PRV,PL,2002-01-01,
FLOW_PRV,PL,2003-01-01,
FLOW_PRV,PL,2004-01-01,
FLOW_PRV,PL,2005-01-01,
FLOW_PRV,PL,2006-01-01,
FLOW_PRV,PL,2007-01-01,
FLOW_PRV,PL,2008-01-01,
FLOW_PRV,PL,2009-01-01,
FLOW_PRV,PL,2010-01-01,
FLOW_PRV,PL,2011-01-01,
FLOW_PRV,PL,2012-01-01,
FLOW_PRV,PL,2013-01-01,
FLOW_PRV,PL,2014-01-01,
FLOW_PRV,PL,2015-01-01,52
FLOW_PRV,PL,2016-01-01,
FLOW_PRV,PT,2000-01-01,4343
FLOW_PRV,PT,2001-01-01,1421
FLOW_PRV,PT,2002-01-01,380
FLOW_PRV,PT,2003-01-01,600
FLOW_PRV,PT,2004-01-01,150
FLOW_PRV,PT,2005-01-01,446
FLOW_PRV,PT,2006-01-01,34
FLOW_PRV,PT,2007-01-01,1130
FLOW_PRV,PT,2008-01-01,167
FLOW_PRV,PT,2009-01-01,1673
FLOW_PRV,PT,2010-01-01,1064
FLOW_PRV,PT,2011-01-01,1506
FLOW_PRV,PT,2012-01-01,60
FLOW_PRV,PT,2013-01-01,1258
FLOW_PRV,PT,2014-01-01,1532
FLOW_PRV,PT,2015-01-01,33
FLOW_PRV,PT,2016-01-01,343
FLOW_PRV,SE,2000-01-01,942
FLOW_PRV,SE,2001-01-01,565
FLOW_PRV,SE,2002-01-01,313
FLOW_PRV,SE,2003-01-01,298
FLOW_PRV,SE,2004-01-01,477
FLOW_PRV,SE,2005-01-01,345
FLOW_PRV,SE,2006-01-01,265
FLOW_PRV,SE,2007-01-01,1628
FLOW_PRV,SE,2008-01-01,213
FLOW_PRV,SE,2009-01-01,634
FLOW_PRV,SE,2010-01-01,52
FLOW_PRV,SE,2011-01-01,983
FLOW_PRV,SE,2012-01-01,7172
FLOW_PRV,SE,2013-01-01,3650
FLOW_PRV,SE,2014-01-01,2652
FLOW_PRV,SE,2015-01-01,3096
FLOW_PRV,SE,2016-01-01,2072
FLOW_PRV,SI,2000-01-01,
FLOW_PRV,SI,2001-01-01,
FLOW_PRV,SI,2002-01-01,
FLOW_PRV,SI,2003-01-01,
FLOW_PRV,SI,2004-01-01,
FLOW_PRV,SI,2005-01-01,
FLOW_PRV,SI,2006-01-01,
FLOW_PRV,SI,2007-01-01,
FLOW_PRV,SI,2008-01-01,
FLOW_PRV,SI,2009-01-01,
FLOW_PRV,SI,2010-01-01,
FLOW_PRV,SI,2011-01-01,
FLOW_PRV,SI,2012-01-01,
FLOW_PRV,SI,2013-01-01,
FLOW_PRV,SI,2014-01-01,
FLOW_PRV,SI,2015-01-01,83
FLOW_PRV,SI,2016-01-01,135
FLOW_PRV,TR,2000-01-01,
FLOW_PRV,TR,2001-01-01,
FLOW_PRV,TR,2002-01-01,
FLOW_PRV,TR,2003-01-01,
FLOW_PRV,TR,2004-01-01,
FLOW_PRV,TR,2005-01-01,
FLOW_PRV,TR,2006-01-01,792
FLOW_PRV,TR,2007-01-01,532
FLOW_PRV,TR,2008-01-01,494
FLOW_PRV,TR,2009-01-01,512
FLOW_PRV,TR,2010-01-01,505
FLOW_PRV,TR,2011-01-01,631
FLOW_PRV,TR,2012-01-01,572
FLOW_PRV,TR,2013-01-01,617
FLOW_PRV,TR,2014-01-01,1815
FLOW_PRV,TR,2015-01-01,538
FLOW_PRV,TR,2016-01-01,535
FLOW_PRV,UK,2000-01-01,6184
FLOW_PRV,UK,2001-01-01,5797
FLOW_PRV,UK,2002-01-01,3800
FLOW_PRV,UK,2003-01-01,11067
FLOW_PRV,UK,2004-01-01,19228
FLOW_PRV,UK,2005-01-01,16473
FLOW_PRV,UK,2006-01-01,14990
FLOW_PRV,UK,2007-01-01,28600
FLOW_PRV,UK,2008-01-01,17681
FLOW_PRV,UK,2009-01-01,6790
FLOW_PRV,UK,2010-01-01,8510
FLOW_PRV,UK,2011-01-01,22148
FLOW_PRV,UK,2012-01-01,36604
FLOW_PRV,UK,2013-01-01,9091
FLOW_PRV,UK,2014-01-01,9605
FLOW_PRV,UK,2015-01-01,
FLOW_PRV,UK,2016-01-01,
GRNT_NGO,AT,2000-01-01,68
GRNT_NGO,AT,2001-01-01,63
GRNT_NGO,AT,2002-01-01,60
GRNT_NGO,AT,2003-01-01,63
GRNT_NGO,AT,2004-01-01,71
GRNT_NGO,AT,2005-01-01,112
GRNT_NGO,AT,2006-01-01,94
GRNT_NGO,AT,2007-01-01,89
GRNT_NGO,AT,2008-01-01,93
GRNT_NGO,AT,2009-01-01,100
GRNT_NGO,AT,2010-01-01,126
GRNT_NGO,AT,2011-01-01,130
GRNT_NGO,AT,2012-01-01,204
GRNT_NGO,AT,2013-01-01,133
GRNT_NGO,AT,2014-01-01,143
GRNT_NGO,AT,2015-01-01,
GRNT_NGO,AT,2016-01-01,
GRNT_NGO,BE,2000-01-01,81
GRNT_NGO,BE,2001-01-01,157
GRNT_NGO,BE,2002-01-01,78
GRNT_NGO,BE,2003-01-01,146
GRNT_NGO,BE,2004-01-01,145
GRNT_NGO,BE,2005-01-01,200
GRNT_NGO,BE,2006-01-01,199
GRNT_NGO,BE,2007-01-01,249
GRNT_NGO,BE,2008-01-01,245
GRNT_NGO,BE,2009-01-01,270
GRNT_NGO,BE,2010-01-01,284
GRNT_NGO,BE,2011-01-01,373
GRNT_NGO,BE,2012-01-01,
GRNT_NGO,BE,2013-01-01,500
GRNT_NGO,BE,2014-01-01,349
GRNT_NGO,BE,2015-01-01,349
GRNT_NGO,BE,2016-01-01,234
GRNT_NGO,CH,2000-01-01,172
GRNT_NGO,CH,2001-01-01,200
GRNT_NGO,CH,2002-01-01,214
GRNT_NGO,CH,2003-01-01,247
GRNT_NGO,CH,2004-01-01,254
GRNT_NGO,CH,2005-01-01,266
GRNT_NGO,CH,2006-01-01,320
GRNT_NGO,CH,2007-01-01,214
GRNT_NGO,CH,2008-01-01,270
GRNT_NGO,CH,2009-01-01,256
GRNT_NGO,CH,2010-01-01,312
GRNT_NGO,CH,2011-01-01,334
GRNT_NGO,CH,2012-01-01,367
GRNT_NGO,CH,2013-01-01,378
GRNT_NGO,CH,2014-01-01,408
GRNT_NGO,CH,2015-01-01,486
GRNT_NGO,CH,2016-01-01,498
GRNT_NGO,CZ,2000-01-01,
GRNT_NGO,CZ,2001-01-01,
GRNT_NGO,CZ,2002-01-01,
GRNT_NGO,CZ,2003-01-01,
GRNT_NGO,CZ,2004-01-01,
GRNT_NGO,CZ,2005-01-01,
GRNT_NGO,CZ,2006-01-01,
GRNT_NGO,CZ,2007-01-01,
GRNT_NGO,CZ,2008-01-01,
GRNT_NGO,CZ,2009-01-01,0
GRNT_NGO,CZ,2010-01-01,
GRNT_NGO,CZ,2011-01-01,
GRNT_NGO,CZ,2012-01-01,
GRNT_NGO,CZ,2013-01-01,
GRNT_NGO,CZ,2014-01-01,
GRNT_NGO,CZ,2015-01-01,
GRNT_NGO,CZ,2016-01-01,
GRNT_NGO,DE,2000-01-01,915
GRNT_NGO,DE,2001-01-01,902
GRNT_NGO,DE,2002-01-01,870
GRNT_NGO,DE,2003-01-01,891
GRNT_NGO,DE,2004-01-01,923
GRNT_NGO,DE,2005-01-01,1224
GRNT_NGO,DE,2006-01-01,1073
GRNT_NGO,DE,2007-01-01,927
GRNT_NGO,DE,2008-01-01,1105
GRNT_NGO,DE,2009-01-01,981
GRNT_NGO,DE,2010-01-01,1104
GRNT_NGO,DE,2011-01-01,1147
GRNT_NGO,DE,2012-01-01,1088
GRNT_NGO,DE,2013-01-01,1065
GRNT_NGO,DE,2014-01-01,1147
GRNT_NGO,DE,2015-01-01,1244
GRNT_NGO,DE,2016-01-01,1286
GRNT_NGO,DK,2000-01-01,34
GRNT_NGO,DK,2001-01-01,18
GRNT_NGO,DK,2002-01-01,
GRNT_NGO,DK,2003-01-01,
GRNT_NGO,DK,2004-01-01,46
GRNT_NGO,DK,2005-01-01,65
GRNT_NGO,DK,2006-01-01,58
GRNT_NGO,DK,2007-01-01,68
GRNT_NGO,DK,2008-01-01,87
GRNT_NGO,DK,2009-01-01,83
GRNT_NGO,DK,2010-01-01,134
GRNT_NGO,DK,2011-01-01,142
GRNT_NGO,DK,2012-01-01,55
GRNT_NGO,DK,2013-01-01,64
GRNT_NGO,DK,2014-01-01,129
GRNT_NGO,DK,2015-01-01,14
GRNT_NGO,DK,2016-01-01,81
GRNT_NGO,EE,2000-01-01,
GRNT_NGO,EE,2001-01-01,
GRNT_NGO,EE,2002-01-01,
GRNT_NGO,EE,2003-01-01,
GRNT_NGO,EE,2004-01-01,
GRNT_NGO,EE,2005-01-01,
GRNT_NGO,EE,2006-01-01,
GRNT_NGO,EE,2007-01-01,
GRNT_NGO,EE,2008-01-01,
GRNT_NGO,EE,2009-01-01,
GRNT_NGO,EE,2010-01-01,
GRNT_NGO,EE,2011-01-01,
GRNT_NGO,EE,2012-01-01,
GRNT_NGO,EE,2013-01-01,
GRNT_NGO,EE,2014-01-01,0
GRNT_NGO,EE,2015-01-01,0
GRNT_NGO,EE,2016-01-01,
GRNT_NGO,EL,2000-01-01,
GRNT_NGO,EL,2001-01-01,
GRNT_NGO,EL,2002-01-01,5
GRNT_NGO,EL,2003-01-01,6
GRNT_NGO,EL,2004-01-01,13
GRNT_NGO,EL,2005-01-01,0
GRNT_NGO,EL,2006-01-01,7
GRNT_NGO,EL,2007-01-01,4
GRNT_NGO,EL,2008-01-01,1
GRNT_NGO,EL,2009-01-01,1
GRNT_NGO,EL,2010-01-01,7
GRNT_NGO,EL,2011-01-01,0
GRNT_NGO,EL,2012-01-01,0
GRNT_NGO,EL,2013-01-01,
GRNT_NGO,EL,2014-01-01,
GRNT_NGO,EL,2015-01-01,
GRNT_NGO,EL,2016-01-01,
GRNT_NGO,ES,2000-01-01,
GRNT_NGO,ES,2001-01-01,
GRNT_NGO,ES,2002-01-01,
GRNT_NGO,ES,2003-01-01,
GRNT_NGO,ES,2004-01-01,
GRNT_NGO,ES,2005-01-01,
GRNT_NGO,ES,2006-01-01,
GRNT_NGO,ES,2007-01-01,
GRNT_NGO,ES,2008-01-01,
GRNT_NGO,ES,2009-01-01,
GRNT_NGO,ES,2010-01-01,
GRNT_NGO,ES,2011-01-01,
GRNT_NGO,ES,2012-01-01,0
GRNT_NGO,ES,2013-01-01,0
GRNT_NGO,ES,2014-01-01,
GRNT_NGO,ES,2015-01-01,
GRNT_NGO,ES,2016-01-01,553
GRNT_NGO,EU15,2000-01-01,2187
GRNT_NGO,EU15,2001-01-01,1962
GRNT_NGO,EU15,2002-01-01,1787
GRNT_NGO,EU15,2003-01-01,2101
GRNT_NGO,EU15,2004-01-01,2115
GRNT_NGO,EU15,2005-01-01,2896
GRNT_NGO,EU15,2006-01-01,2492
GRNT_NGO,EU15,2007-01-01,2434
GRNT_NGO,EU15,2008-01-01,2362
GRNT_NGO,EU15,2009-01-01,2386
GRNT_NGO,EU15,2010-01-01,2944
GRNT_NGO,EU15,2011-01-01,2914
GRNT_NGO,EU15,2012-01-01,2778
GRNT_NGO,EU15,2013-01-01,3803
GRNT_NGO,EU15,2014-01-01,2356
GRNT_NGO,EU15,2015-01-01,2272
GRNT_NGO,EU15,2016-01-01,4021
GRNT_NGO,EU28,2000-01-01,2187
GRNT_NGO,EU28,2001-01-01,1962
GRNT_NGO,EU28,2002-01-01,1787
GRNT_NGO,EU28,2003-01-01,2101
GRNT_NGO,EU28,2004-01-01,2115
GRNT_NGO,EU28,2005-01-01,2896
GRNT_NGO,EU28,2006-01-01,2492
GRNT_NGO,EU28,2007-01-01,2434
GRNT_NGO,EU28,2008-01-01,2362
GRNT_NGO,EU28,2009-01-01,2387
GRNT_NGO,EU28,2010-01-01,2944
GRNT_NGO,EU28,2011-01-01,2914
GRNT_NGO,EU28,2012-01-01,2778
GRNT_NGO,EU28,2013-01-01,3803
GRNT_NGO,EU28,2014-01-01,2356
GRNT_NGO,EU28,2015-01-01,2272
GRNT_NGO,EU28,2016-01-01,4021
GRNT_NGO,FI,2000-01-01,5
GRNT_NGO,FI,2001-01-01,9
GRNT_NGO,FI,2002-01-01,11
GRNT_NGO,FI,2003-01-01,11
GRNT_NGO,FI,2004-01-01,10
GRNT_NGO,FI,2005-01-01,13
GRNT_NGO,FI,2006-01-01,20
GRNT_NGO,FI,2007-01-01,14
GRNT_NGO,FI,2008-01-01,8
GRNT_NGO,FI,2009-01-01,12
GRNT_NGO,FI,2010-01-01,10
GRNT_NGO,FI,2011-01-01,10
GRNT_NGO,FI,2012-01-01,12
GRNT_NGO,FI,2013-01-01,12
GRNT_NGO,FI,2014-01-01,75
GRNT_NGO,FI,2015-01-01,42
GRNT_NGO,FI,2016-01-01,99
GRNT_NGO,IE,2000-01-01,97
GRNT_NGO,IE,2001-01-01,112
GRNT_NGO,IE,2002-01-01,91
GRNT_NGO,IE,2003-01-01,250
GRNT_NGO,IE,2004-01-01,188
GRNT_NGO,IE,2005-01-01,247
GRNT_NGO,IE,2006-01-01,269
GRNT_NGO,IE,2007-01-01,232
GRNT_NGO,IE,2008-01-01,185
GRNT_NGO,IE,2009-01-01,130
GRNT_NGO,IE,2010-01-01,226
GRNT_NGO,IE,2011-01-01,380
GRNT_NGO,IE,2012-01-01,115
GRNT_NGO,IE,2013-01-01,65
GRNT_NGO,IE,2014-01-01,291
GRNT_NGO,IE,2015-01-01,459
GRNT_NGO,IE,2016-01-01,444
GRNT_NGO,IT,2000-01-01,39
GRNT_NGO,IT,2001-01-01,36
GRNT_NGO,IT,2002-01-01,
GRNT_NGO,IT,2003-01-01,24
GRNT_NGO,IT,2004-01-01,39
GRNT_NGO,IT,2005-01-01,75
GRNT_NGO,IT,2006-01-01,98
GRNT_NGO,IT,2007-01-01,46
GRNT_NGO,IT,2008-01-01,71
GRNT_NGO,IT,2009-01-01,116
GRNT_NGO,IT,2010-01-01,113
GRNT_NGO,IT,2011-01-01,79
GRNT_NGO,IT,2012-01-01,71
GRNT_NGO,IT,2013-01-01,43
GRNT_NGO,IT,2014-01-01,90
GRNT_NGO,IT,2015-01-01,115
GRNT_NGO,IT,2016-01-01,75
GRNT_NGO,LT,2000-01-01,
GRNT_NGO,LT,2001-01-01,
GRNT_NGO,LT,2002-01-01,
GRNT_NGO,LT,2003-01-01,
GRNT_NGO,LT,2004-01-01,
GRNT_NGO,LT,2005-01-01,
GRNT_NGO,LT,2006-01-01,
GRNT_NGO,LT,2007-01-01,
GRNT_NGO,LT,2008-01-01,
GRNT_NGO,LT,2009-01-01,
GRNT_NGO,LT,2010-01-01,
GRNT_NGO,LT,2011-01-01,
GRNT_NGO,LT,2012-01-01,
GRNT_NGO,LT,2013-01-01,
GRNT_NGO,LT,2014-01-01,
GRNT_NGO,LT,2015-01-01,0
GRNT_NGO,LT,2016-01-01,
GRNT_NGO,LU,2000-01-01,6
GRNT_NGO,LU,2001-01-01,5
GRNT_NGO,LU,2002-01-01,1
GRNT_NGO,LU,2003-01-01,6
GRNT_NGO,LU,2004-01-01,5
GRNT_NGO,LU,2005-01-01,6
GRNT_NGO,LU,2006-01-01,6
GRNT_NGO,LU,2007-01-01,6
GRNT_NGO,LU,2008-01-01,7
GRNT_NGO,LU,2009-01-01,9
GRNT_NGO,LU,2010-01-01,6
GRNT_NGO,LU,2011-01-01,5
GRNT_NGO,LU,2012-01-01,
GRNT_NGO,LU,2013-01-01,
GRNT_NGO,LU,2014-01-01,
GRNT_NGO,LU,2015-01-01,
GRNT_NGO,LU,2016-01-01,
GRNT_NGO,LV,2000-01-01,
GRNT_NGO,LV,2001-01-01,
GRNT_NGO,LV,2002-01-01,
GRNT_NGO,LV,2003-01-01,
GRNT_NGO,LV,2004-01-01,
GRNT_NGO,LV,2005-01-01,
GRNT_NGO,LV,2006-01-01,
GRNT_NGO,LV,2007-01-01,
GRNT_NGO,LV,2008-01-01,
GRNT_NGO,LV,2009-01-01,
GRNT_NGO,LV,2010-01-01,
GRNT_NGO,LV,2011-01-01,
GRNT_NGO,LV,2012-01-01,
GRNT_NGO,LV,2013-01-01,
GRNT_NGO,LV,2014-01-01,
GRNT_NGO,LV,2015-01-01,0
GRNT_NGO,LV,2016-01-01,
GRNT_NGO,NL,2000-01-01,330
GRNT_NGO,NL,2001-01-01,267
GRNT_NGO,NL,2002-01-01,271
GRNT_NGO,NL,2003-01-01,334
GRNT_NGO,NL,2004-01-01,331
GRNT_NGO,NL,2005-01-01,339
GRNT_NGO,NL,2006-01-01,220
GRNT_NGO,NL,2007-01-01,250
GRNT_NGO,NL,2008-01-01,224
GRNT_NGO,NL,2009-01-01,388
GRNT_NGO,NL,2010-01-01,495
GRNT_NGO,NL,2011-01-01,165
GRNT_NGO,NL,2012-01-01,411
GRNT_NGO,NL,2013-01-01,1139
GRNT_NGO,NL,2014-01-01,124
GRNT_NGO,NL,2015-01-01,34
GRNT_NGO,NL,2016-01-01,1238
GRNT_NGO,NO,2000-01-01,193
GRNT_NGO,NO,2001-01-01,234
GRNT_NGO,NO,2002-01-01,477
GRNT_NGO,NO,2003-01-01,
GRNT_NGO,NO,2004-01-01,
GRNT_NGO,NO,2005-01-01,
GRNT_NGO,NO,2006-01-01,
GRNT_NGO,NO,2007-01-01,
GRNT_NGO,NO,2008-01-01,
GRNT_NGO,NO,2009-01-01,
GRNT_NGO,NO,2010-01-01,
GRNT_NGO,NO,2011-01-01,
GRNT_NGO,NO,2012-01-01,
GRNT_NGO,NO,2013-01-01,
GRNT_NGO,NO,2014-01-01,
GRNT_NGO,NO,2015-01-01,
GRNT_NGO,NO,2016-01-01,
GRNT_NGO,PT,2000-01-01,
GRNT_NGO,PT,2001-01-01,5
GRNT_NGO,PT,2002-01-01,3
GRNT_NGO,PT,2003-01-01,3
GRNT_NGO,PT,2004-01-01,2
GRNT_NGO,PT,2005-01-01,5
GRNT_NGO,PT,2006-01-01,2
GRNT_NGO,PT,2007-01-01,1
GRNT_NGO,PT,2008-01-01,1
GRNT_NGO,PT,2009-01-01,3
GRNT_NGO,PT,2010-01-01,3
GRNT_NGO,PT,2011-01-01,3
GRNT_NGO,PT,2012-01-01,5
GRNT_NGO,PT,2013-01-01,5
GRNT_NGO,PT,2014-01-01,5
GRNT_NGO,PT,2015-01-01,12
GRNT_NGO,PT,2016-01-01,6
GRNT_NGO,SE,2000-01-01,28
GRNT_NGO,SE,2001-01-01,18
GRNT_NGO,SE,2002-01-01,20
GRNT_NGO,SE,2003-01-01,20
GRNT_NGO,SE,2004-01-01,24
GRNT_NGO,SE,2005-01-01,23
GRNT_NGO,SE,2006-01-01,9
GRNT_NGO,SE,2007-01-01,56
GRNT_NGO,SE,2008-01-01,17
GRNT_NGO,SE,2009-01-01,53
GRNT_NGO,SE,2010-01-01,167
GRNT_NGO,SE,2011-01-01,22
GRNT_NGO,SE,2012-01-01,14
GRNT_NGO,SE,2013-01-01,8
GRNT_NGO,SE,2014-01-01,
GRNT_NGO,SE,2015-01-01,
GRNT_NGO,SE,2016-01-01,
GRNT_NGO,SK,2000-01-01,
GRNT_NGO,SK,2001-01-01,
GRNT_NGO,SK,2002-01-01,
GRNT_NGO,SK,2003-01-01,
GRNT_NGO,SK,2004-01-01,
GRNT_NGO,SK,2005-01-01,
GRNT_NGO,SK,2006-01-01,
GRNT_NGO,SK,2007-01-01,
GRNT_NGO,SK,2008-01-01,
GRNT_NGO,SK,2009-01-01,
GRNT_NGO,SK,2010-01-01,
GRNT_NGO,SK,2011-01-01,
GRNT_NGO,SK,2012-01-01,
GRNT_NGO,SK,2013-01-01,
GRNT_NGO,SK,2014-01-01,
GRNT_NGO,SK,2015-01-01,
GRNT_NGO,SK,2016-01-01,0
GRNT_NGO,TR,2000-01-01,
GRNT_NGO,TR,2001-01-01,
GRNT_NGO,TR,2002-01-01,
GRNT_NGO,TR,2003-01-01,
GRNT_NGO,TR,2004-01-01,
GRNT_NGO,TR,2005-01-01,45
GRNT_NGO,TR,2006-01-01,62
GRNT_NGO,TR,2007-01-01,33
GRNT_NGO,TR,2008-01-01,49
GRNT_NGO,TR,2009-01-01,78
GRNT_NGO,TR,2010-01-01,79
GRNT_NGO,TR,2011-01-01,143
GRNT_NGO,TR,2012-01-01,86
GRNT_NGO,TR,2013-01-01,175
GRNT_NGO,TR,2014-01-01,246
GRNT_NGO,TR,2015-01-01,428
GRNT_NGO,TR,2016-01-01,591
GRNT_NGO,UK,2000-01-01,580
GRNT_NGO,UK,2001-01-01,364
GRNT_NGO,UK,2002-01-01,372
GRNT_NGO,UK,2003-01-01,343
GRNT_NGO,UK,2004-01-01,313
GRNT_NGO,UK,2005-01-01,583
GRNT_NGO,UK,2006-01-01,432
GRNT_NGO,UK,2007-01-01,487
GRNT_NGO,UK,2008-01-01,314
GRNT_NGO,UK,2009-01-01,235
GRNT_NGO,UK,2010-01-01,265
GRNT_NGO,UK,2011-01-01,453
GRNT_NGO,UK,2012-01-01,798
GRNT_NGO,UK,2013-01-01,765
GRNT_NGO,UK,2014-01-01,
GRNT_NGO,UK,2015-01-01,
GRNT_NGO,UK,2016-01-01,
ODA,AT,2000-01-01,476
ODA,AT,2001-01-01,706
ODA,AT,2002-01-01,550
ODA,AT,2003-01-01,446
ODA,AT,2004-01-01,544
ODA,AT,2005-01-01,1264
ODA,AT,2006-01-01,1193
ODA,AT,2007-01-01,1319
ODA,AT,2008-01-01,1165
ODA,AT,2009-01-01,818
ODA,AT,2010-01-01,911
ODA,AT,2011-01-01,798
ODA,AT,2012-01-01,860
ODA,AT,2013-01-01,882
ODA,AT,2014-01-01,929
ODA,AT,2015-01-01,1192
ODA,AT,2016-01-01,1477
ODA,BE,2000-01-01,887
ODA,BE,2001-01-01,968
ODA,BE,2002-01-01,1133
ODA,BE,2003-01-01,1638
ODA,BE,2004-01-01,1176
ODA,BE,2005-01-01,1578
ODA,BE,2006-01-01,1574
ODA,BE,2007-01-01,1423
ODA,BE,2008-01-01,1622
ODA,BE,2009-01-01,1870
ODA,BE,2010-01-01,2265
ODA,BE,2011-01-01,2016
ODA,BE,2012-01-01,1801
ODA,BE,2013-01-01,1731
ODA,BE,2014-01-01,1841
ODA,BE,2015-01-01,1716
ODA,BE,2016-01-01,2078
ODA,BG,2000-01-01,
ODA,BG,2001-01-01,
ODA,BG,2002-01-01,
ODA,BG,2003-01-01,
ODA,BG,2004-01-01,
ODA,BG,2005-01-01,
ODA,BG,2006-01-01,
ODA,BG,2007-01-01,
ODA,BG,2008-01-01,
ODA,BG,2009-01-01,
ODA,BG,2010-01-01,30
ODA,BG,2011-01-01,34
ODA,BG,2012-01-01,31
ODA,BG,2013-01-01,37
ODA,BG,2014-01-01,36
ODA,BG,2015-01-01,36
ODA,BG,2016-01-01,61
ODA,CH,2000-01-01,964
ODA,CH,2001-01-01,1014
ODA,CH,2002-01-01,992
ODA,CH,2003-01-01,1148
ODA,CH,2004-01-01,1242
ODA,CH,2005-01-01,1424
ODA,CH,2006-01-01,1311
ODA,CH,2007-01-01,1229
ODA,CH,2008-01-01,1385
ODA,CH,2009-01-01,1656
ODA,CH,2010-01-01,1734
ODA,CH,2011-01-01,2191
ODA,CH,2012-01-01,2375
ODA,CH,2013-01-01,2409
ODA,CH,2014-01-01,2651
ODA,CH,2015-01-01,3181
ODA,CH,2016-01-01,3236
ODA,CY,2000-01-01,
ODA,CY,2001-01-01,
ODA,CY,2002-01-01,
ODA,CY,2003-01-01,
ODA,CY,2004-01-01,
ODA,CY,2005-01-01,12
ODA,CY,2006-01-01,20
ODA,CY,2007-01-01,25
ODA,CY,2008-01-01,25
ODA,CY,2009-01-01,32
ODA,CY,2010-01-01,38
ODA,CY,2011-01-01,27
ODA,CY,2012-01-01,19
ODA,CY,2013-01-01,15
ODA,CY,2014-01-01,13
ODA,CY,2015-01-01,16
ODA,CY,2016-01-01,
ODA,CZ,2000-01-01,17
ODA,CZ,2001-01-01,29
ODA,CZ,2002-01-01,48
ODA,CZ,2003-01-01,80
ODA,CZ,2004-01-01,87
ODA,CZ,2005-01-01,108
ODA,CZ,2006-01-01,128
ODA,CZ,2007-01-01,130
ODA,CZ,2008-01-01,169
ODA,CZ,2009-01-01,153
ODA,CZ,2010-01-01,171
ODA,CZ,2011-01-01,179
ODA,CZ,2012-01-01,170
ODA,CZ,2013-01-01,158
ODA,CZ,2014-01-01,159
ODA,CZ,2015-01-01,179
ODA,CZ,2016-01-01,235
ODA,DE,2000-01-01,5446
ODA,DE,2001-01-01,5571
ODA,DE,2002-01-01,5630
ODA,DE,2003-01-01,5997
ODA,DE,2004-01-01,6056
ODA,DE,2005-01-01,8104
ODA,DE,2006-01-01,8310
ODA,DE,2007-01-01,8968
ODA,DE,2008-01-01,9505
ODA,DE,2009-01-01,8660
ODA,DE,2010-01-01,9795
ODA,DE,2011-01-01,10124
ODA,DE,2012-01-01,10071
ODA,DE,2013-01-01,10713
ODA,DE,2014-01-01,12469
ODA,DE,2015-01-01,16169
ODA,DE,2016-01-01,22346
ODA,DK,2000-01-01,1801
ODA,DK,2001-01-01,1824
ODA,DK,2002-01-01,1737
ODA,DK,2003-01-01,1545
ODA,DK,2004-01-01,1637
ODA,DK,2005-01-01,1695
ODA,DK,2006-01-01,1780
ODA,DK,2007-01-01,1869
ODA,DK,2008-01-01,1906
ODA,DK,2009-01-01,2014
ODA,DK,2010-01-01,2165
ODA,DK,2011-01-01,2105
ODA,DK,2012-01-01,2095
ODA,DK,2013-01-01,2204
ODA,DK,2014-01-01,2260
ODA,DK,2015-01-01,2312
ODA,DK,2016-01-01,2140
ODA,EE,2000-01-01,0
ODA,EE,2001-01-01,0
ODA,EE,2002-01-01,1
ODA,EE,2003-01-01,1
ODA,EE,2004-01-01,3
ODA,EE,2005-01-01,7
ODA,EE,2006-01-01,11
ODA,EE,2007-01-01,11
ODA,EE,2008-01-01,15
ODA,EE,2009-01-01,13
ODA,EE,2010-01-01,14
ODA,EE,2011-01-01,17
ODA,EE,2012-01-01,18
ODA,EE,2013-01-01,23
ODA,EE,2014-01-01,28
ODA,EE,2015-01-01,30
ODA,EE,2016-01-01,39
ODA,EL,2000-01-01,244
ODA,EL,2001-01-01,225
ODA,EL,2002-01-01,292
ODA,EL,2003-01-01,320
ODA,EL,2004-01-01,257
ODA,EL,2005-01-01,308
ODA,EL,2006-01-01,337
ODA,EL,2007-01-01,365
ODA,EL,2008-01-01,478
ODA,EL,2009-01-01,435
ODA,EL,2010-01-01,383
ODA,EL,2011-01-01,305
ODA,EL,2012-01-01,254
ODA,EL,2013-01-01,180
ODA,EL,2014-01-01,186
ODA,EL,2015-01-01,215
ODA,EL,2016-01-01,332
ODA,ES,2000-01-01,1293
ODA,ES,2001-01-01,1939
ODA,ES,2002-01-01,1810
