na_item,s_adj,unit,geotime,date,value
NULC_PER,NSA,I10,BG,1999-10-01,52.3
NULC_PER,NSA,I10,BG,2000-01-01,59.7
NULC_PER,NSA,I10,BG,2000-04-01,65.1
NULC_PER,NSA,I10,BG,2000-07-01,54.9
NULC_PER,NSA,I10,BG,2000-10-01,52.8
NULC_PER,NSA,I10,BG,2001-01-01,65.9
NULC_PER,NSA,I10,BG,2001-04-01,69.9
NULC_PER,NSA,I10,BG,2001-07-01,58.1
NULC_PER,NSA,I10,BG,2001-10-01,58.4
NULC_PER,NSA,I10,BG,2002-01-01,67.6
NULC_PER,NSA,I10,BG,2002-04-01,68.2
NULC_PER,NSA,I10,BG,2002-07-01,56.9
NULC_PER,NSA,I10,BG,2002-10-01,60.1
NULC_PER,NSA,I10,BG,2003-01-01,67.9
NULC_PER,NSA,I10,BG,2003-04-01,70.9
NULC_PER,NSA,I10,BG,2003-07-01,59.3
NULC_PER,NSA,I10,BG,2003-10-01,59.7
NULC_PER,NSA,I10,BG,2004-01-01,69.9
NULC_PER,NSA,I10,BG,2004-04-01,70.9
NULC_PER,NSA,I10,BG,2004-07-01,60.2
NULC_PER,NSA,I10,BG,2004-10-01,62.6
NULC_PER,NSA,I10,BG,2005-01-01,69.5
NULC_PER,NSA,I10,BG,2005-04-01,72.1
NULC_PER,NSA,I10,BG,2005-07-01,64.7
NULC_PER,NSA,I10,BG,2005-10-01,68.7
NULC_PER,NSA,I10,BG,2006-01-01,71.4
NULC_PER,NSA,I10,BG,2006-04-01,73.8
NULC_PER,NSA,I10,BG,2006-07-01,66.2
NULC_PER,NSA,I10,BG,2006-10-01,71.1
NULC_PER,NSA,I10,BG,2007-01-01,76.8
NULC_PER,NSA,I10,BG,2007-04-01,77.0
NULC_PER,NSA,I10,BG,2007-07-01,73.3
NULC_PER,NSA,I10,BG,2007-10-01,78.2
NULC_PER,NSA,I10,BG,2008-01-01,86.7
NULC_PER,NSA,I10,BG,2008-04-01,88.7
NULC_PER,NSA,I10,BG,2008-07-01,80.1
NULC_PER,NSA,I10,BG,2008-10-01,89.1
NULC_PER,NSA,I10,BG,2009-01-01,101.4
NULC_PER,NSA,I10,BG,2009-04-01,101.0
NULC_PER,NSA,I10,BG,2009-07-01,89.3
NULC_PER,NSA,I10,BG,2009-10-01,90.0
NULC_PER,NSA,I10,BG,2010-01-01,114.3
NULC_PER,NSA,I10,BG,2010-04-01,103.0
NULC_PER,NSA,I10,BG,2010-07-01,91.2
NULC_PER,NSA,I10,BG,2010-10-01,91.5
NULC_PER,NSA,I10,BG,2011-01-01,112.1
NULC_PER,NSA,I10,BG,2011-04-01,103.2
NULC_PER,NSA,I10,BG,2011-07-01,95.5
NULC_PER,NSA,I10,BG,2011-10-01,97.6
NULC_PER,NSA,I10,BG,2012-01-01,116.0
NULC_PER,NSA,I10,BG,2012-04-01,108.5
NULC_PER,NSA,I10,BG,2012-07-01,100.9
NULC_PER,NSA,I10,BG,2012-10-01,102.9
NULC_PER,NSA,I10,BG,2013-01-01,129.7
NULC_PER,NSA,I10,BG,2013-04-01,120.5
NULC_PER,NSA,I10,BG,2013-07-01,107.0
NULC_PER,NSA,I10,BG,2013-10-01,106.3
NULC_PER,NSA,I10,BG,2014-01-01,133.5
NULC_PER,NSA,I10,BG,2014-04-01,123.3
NULC_PER,NSA,I10,BG,2014-07-01,113.5
NULC_PER,NSA,I10,BG,2014-10-01,111.6
NULC_PER,NSA,I10,BG,2015-01-01,136.9
NULC_PER,NSA,I10,BG,2015-04-01,126.3
NULC_PER,NSA,I10,BG,2015-07-01,114.1
NULC_PER,NSA,I10,BG,2015-10-01,116.3
NULC_PER,NSA,I10,BG,2016-01-01,142.8
NULC_PER,NSA,I10,BG,2016-04-01,129.7
NULC_PER,NSA,I10,BG,2016-07-01,117.3
NULC_PER,NSA,I10,BG,2016-10-01,115.9
NULC_PER,NSA,I10,BG,2017-01-01,150.2
NULC_PER,NSA,I10,BG,2017-04-01,138.6
NULC_PER,NSA,I10,BG,2017-07-01,129.3
NULC_PER,NSA,I10,BG,2017-10-01,128.6
NULC_PER,NSA,I10,BG,2018-01-01,155.1
NULC_PER,NSA,I10,BG,2018-04-01,141.8
NULC_PER,NSA,I10,CY,1995-01-01,62.9
NULC_PER,NSA,I10,CY,1995-04-01,63.4
NULC_PER,NSA,I10,CY,1995-07-01,58.8
NULC_PER,NSA,I10,CY,1995-10-01,69.1
NULC_PER,NSA,I10,CY,1996-01-01,66.0
NULC_PER,NSA,I10,CY,1996-04-01,68.6
NULC_PER,NSA,I10,CY,1996-07-01,64.4
NULC_PER,NSA,I10,CY,1996-10-01,74.7
NULC_PER,NSA,I10,CY,1997-01-01,69.3
NULC_PER,NSA,I10,CY,1997-04-01,70.9
NULC_PER,NSA,I10,CY,1997-07-01,65.9
NULC_PER,NSA,I10,CY,1997-10-01,77.0
NULC_PER,NSA,I10,CY,1998-01-01,69.9
NULC_PER,NSA,I10,CY,1998-04-01,70.0
NULC_PER,NSA,I10,CY,1998-07-01,63.3
NULC_PER,NSA,I10,CY,1998-10-01,75.6
NULC_PER,NSA,I10,CY,1999-01-01,70.3
NULC_PER,NSA,I10,CY,1999-04-01,71.1
NULC_PER,NSA,I10,CY,1999-07-01,64.1
NULC_PER,NSA,I10,CY,1999-10-01,77.0
NULC_PER,NSA,I10,CY,2000-01-01,70.1
NULC_PER,NSA,I10,CY,2000-04-01,68.6
NULC_PER,NSA,I10,CY,2000-07-01,66.9
NULC_PER,NSA,I10,CY,2000-10-01,81.9
NULC_PER,NSA,I10,CY,2001-01-01,73.5
NULC_PER,NSA,I10,CY,2001-04-01,71.7
NULC_PER,NSA,I10,CY,2001-07-01,65.6
NULC_PER,NSA,I10,CY,2001-10-01,82.5
NULC_PER,NSA,I10,CY,2002-01-01,74.8
NULC_PER,NSA,I10,CY,2002-04-01,73.6
NULC_PER,NSA,I10,CY,2002-07-01,69.0
NULC_PER,NSA,I10,CY,2002-10-01,84.8
NULC_PER,NSA,I10,CY,2003-01-01,80.2
NULC_PER,NSA,I10,CY,2003-04-01,81.4
NULC_PER,NSA,I10,CY,2003-07-01,73.7
NULC_PER,NSA,I10,CY,2003-10-01,93.8
NULC_PER,NSA,I10,CY,2004-01-01,81.5
NULC_PER,NSA,I10,CY,2004-04-01,83.2
NULC_PER,NSA,I10,CY,2004-07-01,76.2
NULC_PER,NSA,I10,CY,2004-10-01,92.0
NULC_PER,NSA,I10,CY,2005-01-01,86.8
NULC_PER,NSA,I10,CY,2005-04-01,88.0
NULC_PER,NSA,I10,CY,2005-07-01,79.7
NULC_PER,NSA,I10,CY,2005-10-01,96.2
NULC_PER,NSA,I10,CY,2006-01-01,88.4
NULC_PER,NSA,I10,CY,2006-04-01,88.1
NULC_PER,NSA,I10,CY,2006-07-01,82.0
NULC_PER,NSA,I10,CY,2006-10-01,97.0
NULC_PER,NSA,I10,CY,2007-01-01,89.6
NULC_PER,NSA,I10,CY,2007-04-01,88.8
NULC_PER,NSA,I10,CY,2007-07-01,84.0
NULC_PER,NSA,I10,CY,2007-10-01,97.6
NULC_PER,NSA,I10,CY,2008-01-01,89.7
NULC_PER,NSA,I10,CY,2008-04-01,89.2
NULC_PER,NSA,I10,CY,2008-07-01,88.2
NULC_PER,NSA,I10,CY,2008-10-01,104.3
NULC_PER,NSA,I10,CY,2009-01-01,96.9
NULC_PER,NSA,I10,CY,2009-04-01,96.6
NULC_PER,NSA,I10,CY,2009-07-01,91.8
NULC_PER,NSA,I10,CY,2009-10-01,115.4
NULC_PER,NSA,I10,CY,2010-01-01,98.4
NULC_PER,NSA,I10,CY,2010-04-01,97.1
NULC_PER,NSA,I10,CY,2010-07-01,92.6
NULC_PER,NSA,I10,CY,2010-10-01,111.9
NULC_PER,NSA,I10,CY,2011-01-01,98.6
NULC_PER,NSA,I10,CY,2011-04-01,97.7
NULC_PER,NSA,I10,CY,2011-07-01,96.4
NULC_PER,NSA,I10,CY,2011-10-01,114.1
NULC_PER,NSA,I10,CY,2012-01-01,100.7
NULC_PER,NSA,I10,CY,2012-04-01,100.6
NULC_PER,NSA,I10,CY,2012-07-01,96.4
NULC_PER,NSA,I10,CY,2012-10-01,115.2
NULC_PER,NSA,I10,CY,2013-01-01,99.8
NULC_PER,NSA,I10,CY,2013-04-01,94.8
NULC_PER,NSA,I10,CY,2013-07-01,89.3
NULC_PER,NSA,I10,CY,2013-10-01,106.4
NULC_PER,NSA,I10,CY,2014-01-01,91.9
NULC_PER,NSA,I10,CY,2014-04-01,90.5
NULC_PER,NSA,I10,CY,2014-07-01,85.7
NULC_PER,NSA,I10,CY,2014-10-01,106.3
NULC_PER,NSA,I10,CY,2015-01-01,91.5
NULC_PER,NSA,I10,CY,2015-04-01,89.1
NULC_PER,NSA,I10,CY,2015-07-01,84.5
NULC_PER,NSA,I10,CY,2015-10-01,102.8
NULC_PER,NSA,I10,CY,2016-01-01,89.3
NULC_PER,NSA,I10,CY,2016-04-01,87.8
NULC_PER,NSA,I10,CY,2016-07-01,83.4
NULC_PER,NSA,I10,CY,2016-10-01,102.2
NULC_PER,NSA,I10,CY,2017-01-01,87.7
NULC_PER,NSA,I10,CY,2017-04-01,87.8
NULC_PER,NSA,I10,CY,2017-07-01,84.5
NULC_PER,NSA,I10,CY,2017-10-01,103.9
NULC_PER,NSA,I10,CY,2018-01-01,89.8
NULC_PER,NSA,I10,CY,2018-04-01,88.9
NULC_PER,NSA,I10,CZ,1995-01-01,
NULC_PER,NSA,I10,CZ,1995-04-01,
NULC_PER,NSA,I10,CZ,1995-07-01,
NULC_PER,NSA,I10,CZ,1995-10-01,
NULC_PER,NSA,I10,CZ,1996-01-01,58.4
NULC_PER,NSA,I10,CZ,1996-04-01,62.5
NULC_PER,NSA,I10,CZ,1996-07-01,60.1
NULC_PER,NSA,I10,CZ,1996-10-01,68.8
NULC_PER,NSA,I10,CZ,1997-01-01,65.1
NULC_PER,NSA,I10,CZ,1997-04-01,70.1
NULC_PER,NSA,I10,CZ,1997-07-01,66.9
NULC_PER,NSA,I10,CZ,1997-10-01,73.8
NULC_PER,NSA,I10,CZ,1998-01-01,71.6
NULC_PER,NSA,I10,CZ,1998-04-01,73.6
NULC_PER,NSA,I10,CZ,1998-07-01,71.0
NULC_PER,NSA,I10,CZ,1998-10-01,78.8
NULC_PER,NSA,I10,CZ,1999-01-01,74.3
NULC_PER,NSA,I10,CZ,1999-04-01,75.5
NULC_PER,NSA,I10,CZ,1999-07-01,72.5
NULC_PER,NSA,I10,CZ,1999-10-01,79.9
NULC_PER,NSA,I10,CZ,2000-01-01,75.5
NULC_PER,NSA,I10,CZ,2000-04-01,76.5
NULC_PER,NSA,I10,CZ,2000-07-01,74.3
NULC_PER,NSA,I10,CZ,2000-10-01,82.5
NULC_PER,NSA,I10,CZ,2001-01-01,78.8
NULC_PER,NSA,I10,CZ,2001-04-01,80.9
NULC_PER,NSA,I10,CZ,2001-07-01,78.7
NULC_PER,NSA,I10,CZ,2001-10-01,85.7
NULC_PER,NSA,I10,CZ,2002-01-01,84.5
NULC_PER,NSA,I10,CZ,2002-04-01,86.8
NULC_PER,NSA,I10,CZ,2002-07-01,83.0
NULC_PER,NSA,I10,CZ,2002-10-01,91.8
NULC_PER,NSA,I10,CZ,2003-01-01,88.3
NULC_PER,NSA,I10,CZ,2003-04-01,89.3
NULC_PER,NSA,I10,CZ,2003-07-01,85.4
NULC_PER,NSA,I10,CZ,2003-10-01,94.2
NULC_PER,NSA,I10,CZ,2004-01-01,92.0
NULC_PER,NSA,I10,CZ,2004-04-01,89.9
NULC_PER,NSA,I10,CZ,2004-07-01,89.3
NULC_PER,NSA,I10,CZ,2004-10-01,95.4
NULC_PER,NSA,I10,CZ,2005-01-01,92.0
NULC_PER,NSA,I10,CZ,2005-04-01,89.6
NULC_PER,NSA,I10,CZ,2005-07-01,89.0
NULC_PER,NSA,I10,CZ,2005-10-01,94.0
NULC_PER,NSA,I10,CZ,2006-01-01,91.5
NULC_PER,NSA,I10,CZ,2006-04-01,90.3
NULC_PER,NSA,I10,CZ,2006-07-01,89.5
NULC_PER,NSA,I10,CZ,2006-10-01,95.1
NULC_PER,NSA,I10,CZ,2007-01-01,94.6
NULC_PER,NSA,I10,CZ,2007-04-01,92.7
NULC_PER,NSA,I10,CZ,2007-07-01,91.7
NULC_PER,NSA,I10,CZ,2007-10-01,96.9
NULC_PER,NSA,I10,CZ,2008-01-01,100.3
NULC_PER,NSA,I10,CZ,2008-04-01,95.5
NULC_PER,NSA,I10,CZ,2008-07-01,93.1
NULC_PER,NSA,I10,CZ,2008-10-01,100.7
NULC_PER,NSA,I10,CZ,2009-01-01,103.2
NULC_PER,NSA,I10,CZ,2009-04-01,98.6
NULC_PER,NSA,I10,CZ,2009-07-01,95.4
NULC_PER,NSA,I10,CZ,2009-10-01,102.3
NULC_PER,NSA,I10,CZ,2010-01-01,101.8
NULC_PER,NSA,I10,CZ,2010-04-01,97.7
NULC_PER,NSA,I10,CZ,2010-07-01,97.7
NULC_PER,NSA,I10,CZ,2010-10-01,102.8
NULC_PER,NSA,I10,CZ,2011-01-01,101.8
NULC_PER,NSA,I10,CZ,2011-04-01,98.5
NULC_PER,NSA,I10,CZ,2011-07-01,98.7
NULC_PER,NSA,I10,CZ,2011-10-01,103.6
NULC_PER,NSA,I10,CZ,2012-01-01,105.1
NULC_PER,NSA,I10,CZ,2012-04-01,101.7
NULC_PER,NSA,I10,CZ,2012-07-01,100.9
NULC_PER,NSA,I10,CZ,2012-10-01,106.9
NULC_PER,NSA,I10,CZ,2013-01-01,106.8
NULC_PER,NSA,I10,CZ,2013-04-01,103.1
NULC_PER,NSA,I10,CZ,2013-07-01,102.0
NULC_PER,NSA,I10,CZ,2013-10-01,105.1
NULC_PER,NSA,I10,CZ,2014-01-01,108.2
NULC_PER,NSA,I10,CZ,2014-04-01,103.6
NULC_PER,NSA,I10,CZ,2014-07-01,100.7
NULC_PER,NSA,I10,CZ,2014-10-01,106.5
NULC_PER,NSA,I10,CZ,2015-01-01,107.0
NULC_PER,NSA,I10,CZ,2015-04-01,102.5
NULC_PER,NSA,I10,CZ,2015-07-01,99.9
NULC_PER,NSA,I10,CZ,2015-10-01,106.0
NULC_PER,NSA,I10,CZ,2016-01-01,109.1
NULC_PER,NSA,I10,CZ,2016-04-01,104.0
NULC_PER,NSA,I10,CZ,2016-07-01,104.3
NULC_PER,NSA,I10,CZ,2016-10-01,110.8
NULC_PER,NSA,I10,CZ,2017-01-01,112.5
NULC_PER,NSA,I10,CZ,2017-04-01,109.0
NULC_PER,NSA,I10,CZ,2017-07-01,107.5
NULC_PER,NSA,I10,CZ,2017-10-01,114.6
NULC_PER,NSA,I10,CZ,2018-01-01,120.0
NULC_PER,NSA,I10,CZ,2018-04-01,116.5
NULC_PER,NSA,I10,DE,1995-01-01,88.1
NULC_PER,NSA,I10,DE,1995-04-01,91.0
NULC_PER,NSA,I10,DE,1995-07-01,92.4
NULC_PER,NSA,I10,DE,1995-10-01,104.5
NULC_PER,NSA,I10,DE,1996-01-01,90.2
NULC_PER,NSA,I10,DE,1996-04-01,91.2
NULC_PER,NSA,I10,DE,1996-07-01,91.9
NULC_PER,NSA,I10,DE,1996-10-01,103.5
NULC_PER,NSA,I10,DE,1997-01-01,90.6
NULC_PER,NSA,I10,DE,1997-04-01,89.4
NULC_PER,NSA,I10,DE,1997-07-01,90.4
NULC_PER,NSA,I10,DE,1997-10-01,102.1
NULC_PER,NSA,I10,DE,1998-01-01,87.8
NULC_PER,NSA,I10,DE,1998-04-01,90.6
NULC_PER,NSA,I10,DE,1998-07-01,91.3
NULC_PER,NSA,I10,DE,1998-10-01,103.1
NULC_PER,NSA,I10,DE,1999-01-01,89.3
NULC_PER,NSA,I10,DE,1999-04-01,92.0
NULC_PER,NSA,I10,DE,1999-07-01,91.9
NULC_PER,NSA,I10,DE,1999-10-01,102.4
NULC_PER,NSA,I10,DE,2000-01-01,89.2
NULC_PER,NSA,I10,DE,2000-04-01,91.6
NULC_PER,NSA,I10,DE,2000-07-01,92.9
NULC_PER,NSA,I10,DE,2000-10-01,104.7
NULC_PER,NSA,I10,DE,2001-01-01,89.4
NULC_PER,NSA,I10,DE,2001-04-01,91.9
