na_item,nace_r2,unit,geotime,date,value
B1G,TOTAL,MIO_EUR_NSA,AL,2015-07-01,2229.1
B1G,TOTAL,MIO_EUR_NSA,AL,2015-10-01,2347.7
B1G,TOTAL,MIO_EUR_NSA,AL,2016-01-01,2129.3
B1G,TOTAL,MIO_EUR_NSA,AL,2016-04-01,2478.1
B1G,TOTAL,MIO_EUR_NSA,AL,2016-07-01,2321.0
B1G,TOTAL,MIO_EUR_NSA,AL,2016-10-01,2493.5
B1G,TOTAL,MIO_EUR_NSA,AL,2017-01-01,2272.0
B1G,TOTAL,MIO_EUR_NSA,AL,2017-04-01,2703.8
B1G,TOTAL,MIO_EUR_NSA,AL,2017-07-01,2491.7
B1G,TOTAL,MIO_EUR_NSA,AL,2017-10-01,2649.0
B1G,TOTAL,MIO_EUR_NSA,AL,2018-01-01,2484.0
B1G,TOTAL,MIO_EUR_NSA,AL,2018-04-01,3014.1
B1G,TOTAL,MIO_EUR_NSA,AT,2015-07-01,77734.7
B1G,TOTAL,MIO_EUR_NSA,AT,2015-10-01,80901.4
B1G,TOTAL,MIO_EUR_NSA,AT,2016-01-01,76174.1
B1G,TOTAL,MIO_EUR_NSA,AT,2016-04-01,78253.8
B1G,TOTAL,MIO_EUR_NSA,AT,2016-07-01,79680.5
B1G,TOTAL,MIO_EUR_NSA,AT,2016-10-01,83484.5
B1G,TOTAL,MIO_EUR_NSA,AT,2017-01-01,79489.6
B1G,TOTAL,MIO_EUR_NSA,AT,2017-04-01,81270.6
B1G,TOTAL,MIO_EUR_NSA,AT,2017-07-01,82733.6
B1G,TOTAL,MIO_EUR_NSA,AT,2017-10-01,86447.5
B1G,TOTAL,MIO_EUR_NSA,AT,2018-01-01,83835.5
B1G,TOTAL,MIO_EUR_NSA,AT,2018-04-01,84832.8
B1G,TOTAL,MIO_EUR_NSA,BE,2015-07-01,89481.0
B1G,TOTAL,MIO_EUR_NSA,BE,2015-10-01,96182.0
B1G,TOTAL,MIO_EUR_NSA,BE,2016-01-01,90839.0
B1G,TOTAL,MIO_EUR_NSA,BE,2016-04-01,95698.0
B1G,TOTAL,MIO_EUR_NSA,BE,2016-07-01,91985.0
B1G,TOTAL,MIO_EUR_NSA,BE,2016-10-01,98770.0
B1G,TOTAL,MIO_EUR_NSA,BE,2017-01-01,93940.0
B1G,TOTAL,MIO_EUR_NSA,BE,2017-04-01,98786.0
B1G,TOTAL,MIO_EUR_NSA,BE,2017-07-01,94921.0
B1G,TOTAL,MIO_EUR_NSA,BE,2017-10-01,102336.0
B1G,TOTAL,MIO_EUR_NSA,BE,2018-01-01,96477.0
B1G,TOTAL,MIO_EUR_NSA,BE,2018-04-01,101371.0
B1G,TOTAL,MIO_EUR_NSA,BG,2015-07-01,10602.3
B1G,TOTAL,MIO_EUR_NSA,BG,2015-10-01,10861.6
B1G,TOTAL,MIO_EUR_NSA,BG,2016-01-01,8576.3
B1G,TOTAL,MIO_EUR_NSA,BG,2016-04-01,9948.3
B1G,TOTAL,MIO_EUR_NSA,BG,2016-07-01,11397.6
B1G,TOTAL,MIO_EUR_NSA,BG,2016-10-01,11604.3
B1G,TOTAL,MIO_EUR_NSA,BG,2017-01-01,9191.1
B1G,TOTAL,MIO_EUR_NSA,BG,2017-04-01,10899.2
B1G,TOTAL,MIO_EUR_NSA,BG,2017-07-01,12268.2
B1G,TOTAL,MIO_EUR_NSA,BG,2017-10-01,12448.9
B1G,TOTAL,MIO_EUR_NSA,BG,2018-01-01,9734.7
B1G,TOTAL,MIO_EUR_NSA,BG,2018-04-01,11541.4
B1G,TOTAL,MIO_EUR_NSA,CH,2015-07-01,148360.0
B1G,TOTAL,MIO_EUR_NSA,CH,2015-10-01,147534.1
B1G,TOTAL,MIO_EUR_NSA,CH,2016-01-01,143299.3
B1G,TOTAL,MIO_EUR_NSA,CH,2016-04-01,147013.6
B1G,TOTAL,MIO_EUR_NSA,CH,2016-07-01,147810.2
B1G,TOTAL,MIO_EUR_NSA,CH,2016-10-01,149072.0
B1G,TOTAL,MIO_EUR_NSA,CH,2017-01-01,148873.2
B1G,TOTAL,MIO_EUR_NSA,CH,2017-04-01,149120.6
B1G,TOTAL,MIO_EUR_NSA,CH,2017-07-01,143527.6
B1G,TOTAL,MIO_EUR_NSA,CH,2017-10-01,141523.2
B1G,TOTAL,MIO_EUR_NSA,CH,2018-01-01,140806.6
B1G,TOTAL,MIO_EUR_NSA,CH,2018-04-01,143586.8
B1G,TOTAL,MIO_EUR_NSA,CY,2015-07-01,3971.7
B1G,TOTAL,MIO_EUR_NSA,CY,2015-10-01,3961.1
B1G,TOTAL,MIO_EUR_NSA,CY,2016-01-01,3805.0
B1G,TOTAL,MIO_EUR_NSA,CY,2016-04-01,4074.2
B1G,TOTAL,MIO_EUR_NSA,CY,2016-07-01,4152.3
B1G,TOTAL,MIO_EUR_NSA,CY,2016-10-01,4168.1
B1G,TOTAL,MIO_EUR_NSA,CY,2017-01-01,4010.4
B1G,TOTAL,MIO_EUR_NSA,CY,2017-04-01,4295.9
B1G,TOTAL,MIO_EUR_NSA,CY,2017-07-01,4356.1
B1G,TOTAL,MIO_EUR_NSA,CY,2017-10-01,4333.5
B1G,TOTAL,MIO_EUR_NSA,CY,2018-01-01,4169.8
B1G,TOTAL,MIO_EUR_NSA,CY,2018-04-01,4489.3
B1G,TOTAL,MIO_EUR_NSA,CZ,2015-07-01,38999.6
B1G,TOTAL,MIO_EUR_NSA,CZ,2015-10-01,40010.5
B1G,TOTAL,MIO_EUR_NSA,CZ,2016-01-01,37054.2
B1G,TOTAL,MIO_EUR_NSA,CZ,2016-04-01,40244.2
B1G,TOTAL,MIO_EUR_NSA,CZ,2016-07-01,40096.3
B1G,TOTAL,MIO_EUR_NSA,CZ,2016-10-01,41138.2
B1G,TOTAL,MIO_EUR_NSA,CZ,2017-01-01,38639.5
B1G,TOTAL,MIO_EUR_NSA,CZ,2017-04-01,42805.0
B1G,TOTAL,MIO_EUR_NSA,CZ,2017-07-01,44276.7
B1G,TOTAL,MIO_EUR_NSA,CZ,2017-10-01,46498.9
B1G,TOTAL,MIO_EUR_NSA,CZ,2018-01-01,43659.3
B1G,TOTAL,MIO_EUR_NSA,CZ,2018-04-01,46725.2
B1G,TOTAL,MIO_EUR_NSA,DE,2015-07-01,699333.0
B1G,TOTAL,MIO_EUR_NSA,DE,2015-10-01,701596.0
B1G,TOTAL,MIO_EUR_NSA,DE,2016-01-01,691510.0
B1G,TOTAL,MIO_EUR_NSA,DE,2016-04-01,713351.0
B1G,TOTAL,MIO_EUR_NSA,DE,2016-07-01,721894.0
B1G,TOTAL,MIO_EUR_NSA,DE,2016-10-01,720985.0
