age,sex,hhtyp,indic_il,workint,geotime,date,value
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,LV,2017-01-01,70.0
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,MK,2006-01-01,
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,MK,2007-01-01,
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,MK,2008-01-01,
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,MK,2009-01-01,
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,MK,2010-01-01,
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,MK,2011-01-01,
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,MK,2012-01-01,58.9
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,MK,2013-01-01,63.9
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,MK,2014-01-01,60.4
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,MK,2015-01-01,54.1
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,MK,2016-01-01,56.5
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,MK,2017-01-01,
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,MT,2006-01-01,43.0
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,MT,2007-01-01,55.0
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,MT,2008-01-01,45.0
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,MT,2009-01-01,43.2
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,MT,2010-01-01,45.2
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,MT,2011-01-01,43.8
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,MT,2012-01-01,49.0
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,MT,2013-01-01,55.9
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,MT,2014-01-01,52.3
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,MT,2015-01-01,52.1
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,MT,2016-01-01,53.6
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,MT,2017-01-01,54.0
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,NL,2006-01-01,23.7
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,NL,2007-01-01,22.6
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,NL,2008-01-01,31.1
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,NL,2009-01-01,33.7
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,NL,2010-01-01,31.3
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,NL,2011-01-01,26.9
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,NL,2012-01-01,34.3
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,NL,2013-01-01,34.7
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,NL,2014-01-01,42.1
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,NL,2015-01-01,40.9
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,NL,2016-01-01,47.9
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,NL,2017-01-01,48.0
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,NO,2006-01-01,43.3
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,NO,2007-01-01,40.3
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,NO,2008-01-01,42.6
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,NO,2009-01-01,43.3
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,NO,2010-01-01,41.8
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,NO,2011-01-01,40.7
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,NO,2012-01-01,44.8
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,NO,2013-01-01,41.0
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,NO,2014-01-01,42.0
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,NO,2015-01-01,51.3
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,NO,2016-01-01,45.0
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,NO,2017-01-01,46.2
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,PL,2006-01-01,35.8
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,PL,2007-01-01,33.0
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,PL,2008-01-01,35.3
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,PL,2009-01-01,41.0
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,PL,2010-01-01,41.9
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,PL,2011-01-01,46.5
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,PL,2012-01-01,45.8
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,PL,2013-01-01,47.2
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,PL,2014-01-01,45.2
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,PL,2015-01-01,50.1
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,PL,2016-01-01,53.5
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,PL,2017-01-01,60.9
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,PT,2006-01-01,37.9
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,PT,2007-01-01,36.1
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,PT,2008-01-01,36.1
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,PT,2009-01-01,38.1
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,PT,2010-01-01,39.5
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,PT,2011-01-01,37.2
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,PT,2012-01-01,38.4
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,PT,2013-01-01,41.5
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,PT,2014-01-01,45.4
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,PT,2015-01-01,41.1
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,PT,2016-01-01,45.3
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,PT,2017-01-01,46.4
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,RO,2006-01-01,
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,RO,2007-01-01,34.2
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,RO,2008-01-01,25.8
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,RO,2009-01-01,19.3
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,RO,2010-01-01,20.9
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,RO,2011-01-01,24.6
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,RO,2012-01-01,26.1
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,RO,2013-01-01,30.3
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,RO,2014-01-01,32.1
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,RO,2015-01-01,34.9
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,RO,2016-01-01,43.0
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,RO,2017-01-01,44.5
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,RS,2006-01-01,
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,RS,2007-01-01,
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,RS,2008-01-01,
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,RS,2009-01-01,
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,RS,2010-01-01,
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,RS,2011-01-01,
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,RS,2012-01-01,
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,RS,2013-01-01,46.1
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,RS,2014-01-01,50.3
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,RS,2015-01-01,49.5
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,RS,2016-01-01,53.5
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,RS,2017-01-01,
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,SE,2006-01-01,26.0
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,SE,2007-01-01,27.8
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,SE,2008-01-01,38.5
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,SE,2009-01-01,46.3
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,SE,2010-01-01,48.1
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,SE,2011-01-01,48.9
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,SE,2012-01-01,50.3
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,SE,2013-01-01,54.8
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,SE,2014-01-01,53.5
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,SE,2015-01-01,56.9
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,SE,2016-01-01,57.6
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,SE,2017-01-01,64.4
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,SI,2006-01-01,44.3
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,SI,2007-01-01,42.6
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,SI,2008-01-01,49.6
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,SI,2009-01-01,41.2
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,SI,2010-01-01,45.1
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,SI,2011-01-01,45.2
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,SI,2012-01-01,45.5
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,SI,2013-01-01,44.0
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,SI,2014-01-01,49.9
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,SI,2015-01-01,52.3
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,SI,2016-01-01,56.4
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,SI,2017-01-01,58.5
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,SK,2006-01-01,33.7
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,SK,2007-01-01,31.8
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,SK,2008-01-01,32.2
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,SK,2009-01-01,31.6
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,SK,2010-01-01,41.4
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,SK,2011-01-01,49.4
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,SK,2012-01-01,50.5
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,SK,2013-01-01,48.5
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,SK,2014-01-01,61.3
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,SK,2015-01-01,56.1
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,SK,2016-01-01,50.5
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,SK,2017-01-01,55.1
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,TR,2006-01-01,16.2
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,TR,2007-01-01,16.0
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,TR,2008-01-01,16.0
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,TR,2009-01-01,14.1
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,TR,2010-01-01,12.3
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,TR,2011-01-01,13.6
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,TR,2012-01-01,13.5
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,TR,2013-01-01,12.5
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,TR,2014-01-01,12.4
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,TR,2015-01-01,14.2
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,TR,2016-01-01,
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,TR,2017-01-01,
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,UK,2006-01-01,57.7
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,UK,2007-01-01,48.8
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,UK,2008-01-01,51.9
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,UK,2009-01-01,55.2
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,UK,2010-01-01,55.2
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,UK,2011-01-01,39.6
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,UK,2012-01-01,45.9
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,UK,2013-01-01,42.4
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,UK,2014-01-01,51.2
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,UK,2015-01-01,43.0
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,UK,2016-01-01,44.9
Y_LT60,T,HH_NDCH,LI_R_MD60,WI0-02,UK,2017-01-01,
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,AT,2006-01-01,33.0
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,AT,2007-01-01,17.8
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,AT,2008-01-01,39.9
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,AT,2009-01-01,31.1
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,AT,2010-01-01,26.4
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,AT,2011-01-01,27.0
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,AT,2012-01-01,31.7
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,AT,2013-01-01,28.0
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,AT,2014-01-01,28.8
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,AT,2015-01-01,26.2
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,AT,2016-01-01,28.2
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,AT,2017-01-01,28.8
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,BE,2006-01-01,12.2
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,BE,2007-01-01,10.9
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,BE,2008-01-01,15.2
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,BE,2009-01-01,20.7
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,BE,2010-01-01,15.3
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,BE,2011-01-01,17.9
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,BE,2012-01-01,22.0
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,BE,2013-01-01,12.6
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,BE,2014-01-01,17.9
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,BE,2015-01-01,16.1
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,BE,2016-01-01,15.2
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,BE,2017-01-01,28.2
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,BG,2006-01-01,26.8
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,BG,2007-01-01,35.2
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,BG,2008-01-01,37.5
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,BG,2009-01-01,38.8
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,BG,2010-01-01,34.8
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,BG,2011-01-01,41.3
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,BG,2012-01-01,32.8
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,BG,2013-01-01,34.6
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,BG,2014-01-01,40.0
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,BG,2015-01-01,34.0
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,BG,2016-01-01,45.5
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,BG,2017-01-01,46.4
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,CH,2006-01-01,
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,CH,2007-01-01,34.6
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,CH,2008-01-01,33.2
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,CH,2009-01-01,25.8
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,CH,2010-01-01,26.8
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,CH,2011-01-01,27.2
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,CH,2012-01-01,36.5
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,CH,2013-01-01,22.6
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,CH,2014-01-01,27.5
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,CH,2015-01-01,30.4
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,CH,2016-01-01,30.7
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,CH,2017-01-01,
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,CY,2006-01-01,33.2
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,CY,2007-01-01,19.5
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,CY,2008-01-01,33.6
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,CY,2009-01-01,34.0
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,CY,2010-01-01,29.7
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,CY,2011-01-01,15.9
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,CY,2012-01-01,21.9
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,CY,2013-01-01,24.5
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,CY,2014-01-01,18.4
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,CY,2015-01-01,37.9
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,CY,2016-01-01,31.7
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,CY,2017-01-01,28.1
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,CZ,2006-01-01,19.4
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,CZ,2007-01-01,22.6
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,CZ,2008-01-01,26.9
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,CZ,2009-01-01,27.5
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,CZ,2010-01-01,22.2
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,CZ,2011-01-01,22.3
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,CZ,2012-01-01,32.6
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,CZ,2013-01-01,33.7
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,CZ,2014-01-01,30.5
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,CZ,2015-01-01,20.4
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,CZ,2016-01-01,25.2
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,CZ,2017-01-01,35.5
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,DE,2006-01-01,22.3
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,DE,2007-01-01,32.7
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,DE,2008-01-01,32.0
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,DE,2009-01-01,37.1
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,DE,2010-01-01,26.6
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,DE,2011-01-01,32.5
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,DE,2012-01-01,36.7
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,DE,2013-01-01,39.1
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,DE,2014-01-01,28.3
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,DE,2015-01-01,31.1
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,DE,2016-01-01,33.0
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,DE,2017-01-01,30.4
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,DK,2006-01-01,19.7
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,DK,2007-01-01,47.3
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,DK,2008-01-01,29.5
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,DK,2009-01-01,36.8
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,DK,2010-01-01,24.9
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,DK,2011-01-01,24.9
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,DK,2012-01-01,22.8
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,DK,2013-01-01,20.8
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,DK,2014-01-01,23.3
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,DK,2015-01-01,24.9
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,DK,2016-01-01,29.5
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,DK,2017-01-01,32.8
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EA18,2006-01-01,21.7
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EA18,2007-01-01,26.5
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EA18,2008-01-01,27.0
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EA18,2009-01-01,25.9
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EA18,2010-01-01,24.1
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EA18,2011-01-01,27.6
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EA18,2012-01-01,30.4
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EA18,2013-01-01,25.7
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EA18,2014-01-01,25.6
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EA18,2015-01-01,28.2
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EA18,2016-01-01,29.5
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EA18,2017-01-01,27.7
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EA19,2006-01-01,21.8
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EA19,2007-01-01,26.6
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EA19,2008-01-01,27.1
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EA19,2009-01-01,26.0
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EA19,2010-01-01,24.3
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EA19,2011-01-01,27.7
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EA19,2012-01-01,30.4
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EA19,2013-01-01,25.9
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EA19,2014-01-01,25.8
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EA19,2015-01-01,28.3
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EA19,2016-01-01,29.6
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EA19,2017-01-01,27.8
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EE,2006-01-01,46.9
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EE,2007-01-01,60.0
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EE,2008-01-01,39.7
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EE,2009-01-01,35.0
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EE,2010-01-01,38.1
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EE,2011-01-01,40.2
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EE,2012-01-01,46.6
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EE,2013-01-01,43.4
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EE,2014-01-01,47.7
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EE,2015-01-01,39.2
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EE,2016-01-01,49.6
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EE,2017-01-01,47.7
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EL,2006-01-01,22.7
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EL,2007-01-01,25.2
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EL,2008-01-01,24.3
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EL,2009-01-01,29.5
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EL,2010-01-01,30.0
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EL,2011-01-01,30.4
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EL,2012-01-01,31.7
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EL,2013-01-01,28.2
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EL,2014-01-01,30.4
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EL,2015-01-01,29.0
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EL,2016-01-01,33.7
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,EL,2017-01-01,34.4
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,ES,2006-01-01,22.0
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,ES,2007-01-01,25.6
Y_LT60,T,HH_NDCH,LI_R_MD60,WI02-045,ES,2008-01-01,25.8
