age,indic_il,sex,wstatus,geotime,date,value
Y_GE18,LI_R_MD60,T,INAC_OTH,LU,2016-01-01,23.1
Y_GE18,LI_R_MD60,T,INAC_OTH,LU,2017-01-01,27.0
Y_GE18,LI_R_MD60,T,INAC_OTH,LV,2006-01-01,32.0
Y_GE18,LI_R_MD60,T,INAC_OTH,LV,2007-01-01,29.8
Y_GE18,LI_R_MD60,T,INAC_OTH,LV,2008-01-01,32.6
Y_GE18,LI_R_MD60,T,INAC_OTH,LV,2009-01-01,32.6
Y_GE18,LI_R_MD60,T,INAC_OTH,LV,2010-01-01,30.6
Y_GE18,LI_R_MD60,T,INAC_OTH,LV,2011-01-01,27.7
Y_GE18,LI_R_MD60,T,INAC_OTH,LV,2012-01-01,28.3
Y_GE18,LI_R_MD60,T,INAC_OTH,LV,2013-01-01,27.3
Y_GE18,LI_R_MD60,T,INAC_OTH,LV,2014-01-01,28.7
Y_GE18,LI_R_MD60,T,INAC_OTH,LV,2015-01-01,31.9
Y_GE18,LI_R_MD60,T,INAC_OTH,LV,2016-01-01,29.8
Y_GE18,LI_R_MD60,T,INAC_OTH,LV,2017-01-01,30.7
Y_GE18,LI_R_MD60,T,INAC_OTH,MK,2006-01-01,
Y_GE18,LI_R_MD60,T,INAC_OTH,MK,2007-01-01,
Y_GE18,LI_R_MD60,T,INAC_OTH,MK,2008-01-01,
Y_GE18,LI_R_MD60,T,INAC_OTH,MK,2009-01-01,
Y_GE18,LI_R_MD60,T,INAC_OTH,MK,2010-01-01,
Y_GE18,LI_R_MD60,T,INAC_OTH,MK,2011-01-01,
Y_GE18,LI_R_MD60,T,INAC_OTH,MK,2012-01-01,33.0
Y_GE18,LI_R_MD60,T,INAC_OTH,MK,2013-01-01,29.2
Y_GE18,LI_R_MD60,T,INAC_OTH,MK,2014-01-01,26.1
Y_GE18,LI_R_MD60,T,INAC_OTH,MK,2015-01-01,26.7
Y_GE18,LI_R_MD60,T,INAC_OTH,MK,2016-01-01,29.4
Y_GE18,LI_R_MD60,T,INAC_OTH,MK,2017-01-01,
Y_GE18,LI_R_MD60,T,INAC_OTH,MT,2006-01-01,19.3
Y_GE18,LI_R_MD60,T,INAC_OTH,MT,2007-01-01,20.9
Y_GE18,LI_R_MD60,T,INAC_OTH,MT,2008-01-01,21.7
Y_GE18,LI_R_MD60,T,INAC_OTH,MT,2009-01-01,20.2
Y_GE18,LI_R_MD60,T,INAC_OTH,MT,2010-01-01,20.8
Y_GE18,LI_R_MD60,T,INAC_OTH,MT,2011-01-01,20.4
Y_GE18,LI_R_MD60,T,INAC_OTH,MT,2012-01-01,20.8
Y_GE18,LI_R_MD60,T,INAC_OTH,MT,2013-01-01,22.2
Y_GE18,LI_R_MD60,T,INAC_OTH,MT,2014-01-01,23.1
Y_GE18,LI_R_MD60,T,INAC_OTH,MT,2015-01-01,25.2
Y_GE18,LI_R_MD60,T,INAC_OTH,MT,2016-01-01,27.2
Y_GE18,LI_R_MD60,T,INAC_OTH,MT,2017-01-01,29.0
Y_GE18,LI_R_MD60,T,INAC_OTH,NL,2006-01-01,19.3
Y_GE18,LI_R_MD60,T,INAC_OTH,NL,2007-01-01,17.6
Y_GE18,LI_R_MD60,T,INAC_OTH,NL,2008-01-01,18.8
Y_GE18,LI_R_MD60,T,INAC_OTH,NL,2009-01-01,22.3
Y_GE18,LI_R_MD60,T,INAC_OTH,NL,2010-01-01,20.9
Y_GE18,LI_R_MD60,T,INAC_OTH,NL,2011-01-01,22.3
Y_GE18,LI_R_MD60,T,INAC_OTH,NL,2012-01-01,22.9
Y_GE18,LI_R_MD60,T,INAC_OTH,NL,2013-01-01,25.6
Y_GE18,LI_R_MD60,T,INAC_OTH,NL,2014-01-01,27.7
Y_GE18,LI_R_MD60,T,INAC_OTH,NL,2015-01-01,27.9
Y_GE18,LI_R_MD60,T,INAC_OTH,NL,2016-01-01,28.6
Y_GE18,LI_R_MD60,T,INAC_OTH,NL,2017-01-01,30.6
Y_GE18,LI_R_MD60,T,INAC_OTH,NO,2006-01-01,34.5
Y_GE18,LI_R_MD60,T,INAC_OTH,NO,2007-01-01,37.7
Y_GE18,LI_R_MD60,T,INAC_OTH,NO,2008-01-01,40.5
Y_GE18,LI_R_MD60,T,INAC_OTH,NO,2009-01-01,31.9
Y_GE18,LI_R_MD60,T,INAC_OTH,NO,2010-01-01,29.1
Y_GE18,LI_R_MD60,T,INAC_OTH,NO,2011-01-01,26.7
Y_GE18,LI_R_MD60,T,INAC_OTH,NO,2012-01-01,28.7
Y_GE18,LI_R_MD60,T,INAC_OTH,NO,2013-01-01,30.7
Y_GE18,LI_R_MD60,T,INAC_OTH,NO,2014-01-01,33.4
Y_GE18,LI_R_MD60,T,INAC_OTH,NO,2015-01-01,35.2
Y_GE18,LI_R_MD60,T,INAC_OTH,NO,2016-01-01,34.0
Y_GE18,LI_R_MD60,T,INAC_OTH,NO,2017-01-01,48.9
Y_GE18,LI_R_MD60,T,INAC_OTH,PL,2006-01-01,22.1
Y_GE18,LI_R_MD60,T,INAC_OTH,PL,2007-01-01,21.2
Y_GE18,LI_R_MD60,T,INAC_OTH,PL,2008-01-01,25.0
Y_GE18,LI_R_MD60,T,INAC_OTH,PL,2009-01-01,26.8
Y_GE18,LI_R_MD60,T,INAC_OTH,PL,2010-01-01,25.7
Y_GE18,LI_R_MD60,T,INAC_OTH,PL,2011-01-01,26.8
Y_GE18,LI_R_MD60,T,INAC_OTH,PL,2012-01-01,26.5
Y_GE18,LI_R_MD60,T,INAC_OTH,PL,2013-01-01,24.9
Y_GE18,LI_R_MD60,T,INAC_OTH,PL,2014-01-01,24.8
Y_GE18,LI_R_MD60,T,INAC_OTH,PL,2015-01-01,28.1
Y_GE18,LI_R_MD60,T,INAC_OTH,PL,2016-01-01,29.6
Y_GE18,LI_R_MD60,T,INAC_OTH,PL,2017-01-01,27.2
Y_GE18,LI_R_MD60,T,INAC_OTH,PT,2006-01-01,29.0
Y_GE18,LI_R_MD60,T,INAC_OTH,PT,2007-01-01,30.2
Y_GE18,LI_R_MD60,T,INAC_OTH,PT,2008-01-01,28.3
Y_GE18,LI_R_MD60,T,INAC_OTH,PT,2009-01-01,29.9
Y_GE18,LI_R_MD60,T,INAC_OTH,PT,2010-01-01,28.0
Y_GE18,LI_R_MD60,T,INAC_OTH,PT,2011-01-01,28.4
Y_GE18,LI_R_MD60,T,INAC_OTH,PT,2012-01-01,29.2
Y_GE18,LI_R_MD60,T,INAC_OTH,PT,2013-01-01,29.6
Y_GE18,LI_R_MD60,T,INAC_OTH,PT,2014-01-01,32.4
Y_GE18,LI_R_MD60,T,INAC_OTH,PT,2015-01-01,31.9
Y_GE18,LI_R_MD60,T,INAC_OTH,PT,2016-01-01,31.2
Y_GE18,LI_R_MD60,T,INAC_OTH,PT,2017-01-01,32.3
Y_GE18,LI_R_MD60,T,INAC_OTH,RO,2006-01-01,
Y_GE18,LI_R_MD60,T,INAC_OTH,RO,2007-01-01,33.7
Y_GE18,LI_R_MD60,T,INAC_OTH,RO,2008-01-01,32.2
Y_GE18,LI_R_MD60,T,INAC_OTH,RO,2009-01-01,31.4
Y_GE18,LI_R_MD60,T,INAC_OTH,RO,2010-01-01,31.7
Y_GE18,LI_R_MD60,T,INAC_OTH,RO,2011-01-01,34.3
Y_GE18,LI_R_MD60,T,INAC_OTH,RO,2012-01-01,36.7
Y_GE18,LI_R_MD60,T,INAC_OTH,RO,2013-01-01,37.0
Y_GE18,LI_R_MD60,T,INAC_OTH,RO,2014-01-01,40.9
Y_GE18,LI_R_MD60,T,INAC_OTH,RO,2015-01-01,42.1
Y_GE18,LI_R_MD60,T,INAC_OTH,RO,2016-01-01,41.8
Y_GE18,LI_R_MD60,T,INAC_OTH,RO,2017-01-01,40.8
Y_GE18,LI_R_MD60,T,INAC_OTH,RS,2006-01-01,
Y_GE18,LI_R_MD60,T,INAC_OTH,RS,2007-01-01,
Y_GE18,LI_R_MD60,T,INAC_OTH,RS,2008-01-01,
Y_GE18,LI_R_MD60,T,INAC_OTH,RS,2009-01-01,
Y_GE18,LI_R_MD60,T,INAC_OTH,RS,2010-01-01,
Y_GE18,LI_R_MD60,T,INAC_OTH,RS,2011-01-01,
Y_GE18,LI_R_MD60,T,INAC_OTH,RS,2012-01-01,
Y_GE18,LI_R_MD60,T,INAC_OTH,RS,2013-01-01,32.5
Y_GE18,LI_R_MD60,T,INAC_OTH,RS,2014-01-01,33.3
Y_GE18,LI_R_MD60,T,INAC_OTH,RS,2015-01-01,36.6
Y_GE18,LI_R_MD60,T,INAC_OTH,RS,2016-01-01,34.7
Y_GE18,LI_R_MD60,T,INAC_OTH,RS,2017-01-01,
Y_GE18,LI_R_MD60,T,INAC_OTH,SE,2006-01-01,34.9
Y_GE18,LI_R_MD60,T,INAC_OTH,SE,2007-01-01,32.1
Y_GE18,LI_R_MD60,T,INAC_OTH,SE,2008-01-01,34.9
Y_GE18,LI_R_MD60,T,INAC_OTH,SE,2009-01-01,33.2
Y_GE18,LI_R_MD60,T,INAC_OTH,SE,2010-01-01,33.3
Y_GE18,LI_R_MD60,T,INAC_OTH,SE,2011-01-01,33.2
Y_GE18,LI_R_MD60,T,INAC_OTH,SE,2012-01-01,35.0
Y_GE18,LI_R_MD60,T,INAC_OTH,SE,2013-01-01,37.7
Y_GE18,LI_R_MD60,T,INAC_OTH,SE,2014-01-01,39.2
Y_GE18,LI_R_MD60,T,INAC_OTH,SE,2015-01-01,42.1
Y_GE18,LI_R_MD60,T,INAC_OTH,SE,2016-01-01,42.9
Y_GE18,LI_R_MD60,T,INAC_OTH,SE,2017-01-01,41.3
Y_GE18,LI_R_MD60,T,INAC_OTH,SI,2006-01-01,18.9
Y_GE18,LI_R_MD60,T,INAC_OTH,SI,2007-01-01,19.1
Y_GE18,LI_R_MD60,T,INAC_OTH,SI,2008-01-01,21.6
Y_GE18,LI_R_MD60,T,INAC_OTH,SI,2009-01-01,10.9
Y_GE18,LI_R_MD60,T,INAC_OTH,SI,2010-01-01,14.9
Y_GE18,LI_R_MD60,T,INAC_OTH,SI,2011-01-01,16.5
Y_GE18,LI_R_MD60,T,INAC_OTH,SI,2012-01-01,15.6
Y_GE18,LI_R_MD60,T,INAC_OTH,SI,2013-01-01,16.8
Y_GE18,LI_R_MD60,T,INAC_OTH,SI,2014-01-01,21.2
Y_GE18,LI_R_MD60,T,INAC_OTH,SI,2015-01-01,19.9
Y_GE18,LI_R_MD60,T,INAC_OTH,SI,2016-01-01,21.0
Y_GE18,LI_R_MD60,T,INAC_OTH,SI,2017-01-01,18.9
Y_GE18,LI_R_MD60,T,INAC_OTH,SK,2006-01-01,15.7
Y_GE18,LI_R_MD60,T,INAC_OTH,SK,2007-01-01,15.3
Y_GE18,LI_R_MD60,T,INAC_OTH,SK,2008-01-01,15.7
Y_GE18,LI_R_MD60,T,INAC_OTH,SK,2009-01-01,15.9
Y_GE18,LI_R_MD60,T,INAC_OTH,SK,2010-01-01,16.5
Y_GE18,LI_R_MD60,T,INAC_OTH,SK,2011-01-01,18.5
Y_GE18,LI_R_MD60,T,INAC_OTH,SK,2012-01-01,17.9
Y_GE18,LI_R_MD60,T,INAC_OTH,SK,2013-01-01,17.4
Y_GE18,LI_R_MD60,T,INAC_OTH,SK,2014-01-01,16.7
Y_GE18,LI_R_MD60,T,INAC_OTH,SK,2015-01-01,15.7
Y_GE18,LI_R_MD60,T,INAC_OTH,SK,2016-01-01,19.8
Y_GE18,LI_R_MD60,T,INAC_OTH,SK,2017-01-01,19.6
Y_GE18,LI_R_MD60,T,INAC_OTH,TR,2006-01-01,25.0
Y_GE18,LI_R_MD60,T,INAC_OTH,TR,2007-01-01,23.1
Y_GE18,LI_R_MD60,T,INAC_OTH,TR,2008-01-01,22.9
Y_GE18,LI_R_MD60,T,INAC_OTH,TR,2009-01-01,24.0
Y_GE18,LI_R_MD60,T,INAC_OTH,TR,2010-01-01,22.8
Y_GE18,LI_R_MD60,T,INAC_OTH,TR,2011-01-01,23.6
Y_GE18,LI_R_MD60,T,INAC_OTH,TR,2012-01-01,24.4
Y_GE18,LI_R_MD60,T,INAC_OTH,TR,2013-01-01,23.6
Y_GE18,LI_R_MD60,T,INAC_OTH,TR,2014-01-01,25.0
Y_GE18,LI_R_MD60,T,INAC_OTH,TR,2015-01-01,24.1
Y_GE18,LI_R_MD60,T,INAC_OTH,TR,2016-01-01,
Y_GE18,LI_R_MD60,T,INAC_OTH,TR,2017-01-01,
Y_GE18,LI_R_MD60,T,INAC_OTH,UK,2006-01-01,36.1
Y_GE18,LI_R_MD60,T,INAC_OTH,UK,2007-01-01,36.1
Y_GE18,LI_R_MD60,T,INAC_OTH,UK,2008-01-01,34.7
Y_GE18,LI_R_MD60,T,INAC_OTH,UK,2009-01-01,31.4
Y_GE18,LI_R_MD60,T,INAC_OTH,UK,2010-01-01,31.8
Y_GE18,LI_R_MD60,T,INAC_OTH,UK,2011-01-01,28.8
Y_GE18,LI_R_MD60,T,INAC_OTH,UK,2012-01-01,29.4
Y_GE18,LI_R_MD60,T,INAC_OTH,UK,2013-01-01,29.8
Y_GE18,LI_R_MD60,T,INAC_OTH,UK,2014-01-01,31.4
Y_GE18,LI_R_MD60,T,INAC_OTH,UK,2015-01-01,35.1
Y_GE18,LI_R_MD60,T,INAC_OTH,UK,2016-01-01,30.9
Y_GE18,LI_R_MD60,T,INAC_OTH,UK,2017-01-01,
Y_GE18,LI_R_MD60,T,NEMP,AT,2006-01-01,18.6
Y_GE18,LI_R_MD60,T,NEMP,AT,2007-01-01,17.3
Y_GE18,LI_R_MD60,T,NEMP,AT,2008-01-01,21.7
Y_GE18,LI_R_MD60,T,NEMP,AT,2009-01-01,21.3
Y_GE18,LI_R_MD60,T,NEMP,AT,2010-01-01,20.9
Y_GE18,LI_R_MD60,T,NEMP,AT,2011-01-01,20.7
Y_GE18,LI_R_MD60,T,NEMP,AT,2012-01-01,20.2
Y_GE18,LI_R_MD60,T,NEMP,AT,2013-01-01,19.7
Y_GE18,LI_R_MD60,T,NEMP,AT,2014-01-01,20.3
Y_GE18,LI_R_MD60,T,NEMP,AT,2015-01-01,19.4
Y_GE18,LI_R_MD60,T,NEMP,AT,2016-01-01,19.8
Y_GE18,LI_R_MD60,T,NEMP,AT,2017-01-01,20.4
Y_GE18,LI_R_MD60,T,NEMP,BE,2006-01-01,24.8
Y_GE18,LI_R_MD60,T,NEMP,BE,2007-01-01,25.0
Y_GE18,LI_R_MD60,T,NEMP,BE,2008-01-01,23.8
Y_GE18,LI_R_MD60,T,NEMP,BE,2009-01-01,23.8
Y_GE18,LI_R_MD60,T,NEMP,BE,2010-01-01,22.3
Y_GE18,LI_R_MD60,T,NEMP,BE,2011-01-01,24.5
Y_GE18,LI_R_MD60,T,NEMP,BE,2012-01-01,24.7
Y_GE18,LI_R_MD60,T,NEMP,BE,2013-01-01,24.9
Y_GE18,LI_R_MD60,T,NEMP,BE,2014-01-01,24.3
Y_GE18,LI_R_MD60,T,NEMP,BE,2015-01-01,23.2
Y_GE18,LI_R_MD60,T,NEMP,BE,2016-01-01,24.5
Y_GE18,LI_R_MD60,T,NEMP,BE,2017-01-01,25.1
Y_GE18,LI_R_MD60,T,NEMP,BG,2006-01-01,26.3
Y_GE18,LI_R_MD60,T,NEMP,BG,2007-01-01,32.5
Y_GE18,LI_R_MD60,T,NEMP,BG,2008-01-01,34.7
Y_GE18,LI_R_MD60,T,NEMP,BG,2009-01-01,36.8
Y_GE18,LI_R_MD60,T,NEMP,BG,2010-01-01,32.4
Y_GE18,LI_R_MD60,T,NEMP,BG,2011-01-01,33.5
Y_GE18,LI_R_MD60,T,NEMP,BG,2012-01-01,31.3
Y_GE18,LI_R_MD60,T,NEMP,BG,2013-01-01,30.9
Y_GE18,LI_R_MD60,T,NEMP,BG,2014-01-01,29.3
Y_GE18,LI_R_MD60,T,NEMP,BG,2015-01-01,35.0
Y_GE18,LI_R_MD60,T,NEMP,BG,2016-01-01,32.7
Y_GE18,LI_R_MD60,T,NEMP,BG,2017-01-01,37.7
Y_GE18,LI_R_MD60,T,NEMP,CH,2006-01-01,
Y_GE18,LI_R_MD60,T,NEMP,CH,2007-01-01,22.8
Y_GE18,LI_R_MD60,T,NEMP,CH,2008-01-01,24.9
Y_GE18,LI_R_MD60,T,NEMP,CH,2009-01-01,26.9
Y_GE18,LI_R_MD60,T,NEMP,CH,2010-01-01,25.6
Y_GE18,LI_R_MD60,T,NEMP,CH,2011-01-01,25.3
Y_GE18,LI_R_MD60,T,NEMP,CH,2012-01-01,28.2
Y_GE18,LI_R_MD60,T,NEMP,CH,2013-01-01,26.7
Y_GE18,LI_R_MD60,T,NEMP,CH,2014-01-01,23.1
Y_GE18,LI_R_MD60,T,NEMP,CH,2015-01-01,25.8
Y_GE18,LI_R_MD60,T,NEMP,CH,2016-01-01,24.5
Y_GE18,LI_R_MD60,T,NEMP,CH,2017-01-01,
Y_GE18,LI_R_MD60,T,NEMP,CY,2006-01-01,30.9
Y_GE18,LI_R_MD60,T,NEMP,CY,2007-01-01,30.8
Y_GE18,LI_R_MD60,T,NEMP,CY,2008-01-01,32.2
Y_GE18,LI_R_MD60,T,NEMP,CY,2009-01-01,31.9
Y_GE18,LI_R_MD60,T,NEMP,CY,2010-01-01,28.8
Y_GE18,LI_R_MD60,T,NEMP,CY,2011-01-01,26.4
Y_GE18,LI_R_MD60,T,NEMP,CY,2012-01-01,24.3
Y_GE18,LI_R_MD60,T,NEMP,CY,2013-01-01,23.0
Y_GE18,LI_R_MD60,T,NEMP,CY,2014-01-01,22.7
Y_GE18,LI_R_MD60,T,NEMP,CY,2015-01-01,23.4
Y_GE18,LI_R_MD60,T,NEMP,CY,2016-01-01,23.7
Y_GE18,LI_R_MD60,T,NEMP,CY,2017-01-01,23.9
Y_GE18,LI_R_MD60,T,NEMP,CZ,2006-01-01,13.9
Y_GE18,LI_R_MD60,T,NEMP,CZ,2007-01-01,13.5
Y_GE18,LI_R_MD60,T,NEMP,CZ,2008-01-01,13.6
Y_GE18,LI_R_MD60,T,NEMP,CZ,2009-01-01,12.9
Y_GE18,LI_R_MD60,T,NEMP,CZ,2010-01-01,12.7
Y_GE18,LI_R_MD60,T,NEMP,CZ,2011-01-01,13.8
Y_GE18,LI_R_MD60,T,NEMP,CZ,2012-01-01,13.4
Y_GE18,LI_R_MD60,T,NEMP,CZ,2013-01-01,12.6
Y_GE18,LI_R_MD60,T,NEMP,CZ,2014-01-01,14.3
Y_GE18,LI_R_MD60,T,NEMP,CZ,2015-01-01,14.3
Y_GE18,LI_R_MD60,T,NEMP,CZ,2016-01-01,14.7
Y_GE18,LI_R_MD60,T,NEMP,CZ,2017-01-01,15.1
Y_GE18,LI_R_MD60,T,NEMP,DE,2006-01-01,18.9
Y_GE18,LI_R_MD60,T,NEMP,DE,2007-01-01,23.9
Y_GE18,LI_R_MD60,T,NEMP,DE,2008-01-01,22.8
Y_GE18,LI_R_MD60,T,NEMP,DE,2009-01-01,24.0
Y_GE18,LI_R_MD60,T,NEMP,DE,2010-01-01,23.9
Y_GE18,LI_R_MD60,T,NEMP,DE,2011-01-01,24.0
Y_GE18,LI_R_MD60,T,NEMP,DE,2012-01-01,24.4
Y_GE18,LI_R_MD60,T,NEMP,DE,2013-01-01,24.3
Y_GE18,LI_R_MD60,T,NEMP,DE,2014-01-01,25.8
Y_GE18,LI_R_MD60,T,NEMP,DE,2015-01-01,26.3
Y_GE18,LI_R_MD60,T,NEMP,DE,2016-01-01,26.6
Y_GE18,LI_R_MD60,T,NEMP,DE,2017-01-01,27.2
Y_GE18,LI_R_MD60,T,NEMP,DK,2006-01-01,22.4
Y_GE18,LI_R_MD60,T,NEMP,DK,2007-01-01,23.4
Y_GE18,LI_R_MD60,T,NEMP,DK,2008-01-01,22.8
Y_GE18,LI_R_MD60,T,NEMP,DK,2009-01-01,24.7
Y_GE18,LI_R_MD60,T,NEMP,DK,2010-01-01,23.5
Y_GE18,LI_R_MD60,T,NEMP,DK,2011-01-01,20.4
Y_GE18,LI_R_MD60,T,NEMP,DK,2012-01-01,21.2
Y_GE18,LI_R_MD60,T,NEMP,DK,2013-01-01,20.9
Y_GE18,LI_R_MD60,T,NEMP,DK,2014-01-01,22.3
Y_GE18,LI_R_MD60,T,NEMP,DK,2015-01-01,21.9
Y_GE18,LI_R_MD60,T,NEMP,DK,2016-01-01,21.5
Y_GE18,LI_R_MD60,T,NEMP,DK,2017-01-01,22.9
Y_GE18,LI_R_MD60,T,NEMP,EA18,2006-01-01,22.5
Y_GE18,LI_R_MD60,T,NEMP,EA18,2007-01-01,23.5
Y_GE18,LI_R_MD60,T,NEMP,EA18,2008-01-01,22.8
Y_GE18,LI_R_MD60,T,NEMP,EA18,2009-01-01,22.8
Y_GE18,LI_R_MD60,T,NEMP,EA18,2010-01-01,22.6
Y_GE18,LI_R_MD60,T,NEMP,EA18,2011-01-01,22.9
Y_GE18,LI_R_MD60,T,NEMP,EA18,2012-01-01,23.0
Y_GE18,LI_R_MD60,T,NEMP,EA18,2013-01-01,22.8
Y_GE18,LI_R_MD60,T,NEMP,EA18,2014-01-01,23.2
Y_GE18,LI_R_MD60,T,NEMP,EA18,2015-01-01,23.3
Y_GE18,LI_R_MD60,T,NEMP,EA18,2016-01-01,23.8
Y_GE18,LI_R_MD60,T,NEMP,EA18,2017-01-01,23.7
Y_GE18,LI_R_MD60,T,NEMP,EA19,2006-01-01,22.6
Y_GE18,LI_R_MD60,T,NEMP,EA19,2007-01-01,23.6
Y_GE18,LI_R_MD60,T,NEMP,EA19,2008-01-01,22.9
Y_GE18,LI_R_MD60,T,NEMP,EA19,2009-01-01,22.8
Y_GE18,LI_R_MD60,T,NEMP,EA19,2010-01-01,22.6
Y_GE18,LI_R_MD60,T,NEMP,EA19,2011-01-01,23.0
Y_GE18,LI_R_MD60,T,NEMP,EA19,2012-01-01,23.1
Y_GE18,LI_R_MD60,T,NEMP,EA19,2013-01-01,22.9
Y_GE18,LI_R_MD60,T,NEMP,EA19,2014-01-01,23.3
Y_GE18,LI_R_MD60,T,NEMP,EA19,2015-01-01,23.4
Y_GE18,LI_R_MD60,T,NEMP,EA19,2016-01-01,23.9
Y_GE18,LI_R_MD60,T,NEMP,EA19,2017-01-01,23.9
Y_GE18,LI_R_MD60,T,NEMP,EE,2006-01-01,32.4
Y_GE18,LI_R_MD60,T,NEMP,EE,2007-01-01,37.2
Y_GE18,LI_R_MD60,T,NEMP,EE,2008-01-01,39.9
Y_GE18,LI_R_MD60,T,NEMP,EE,2009-01-01,36.5
Y_GE18,LI_R_MD60,T,NEMP,EE,2010-01-01,26.3
Y_GE18,LI_R_MD60,T,NEMP,EE,2011-01-01,27.2
Y_GE18,LI_R_MD60,T,NEMP,EE,2012-01-01,29.3
Y_GE18,LI_R_MD60,T,NEMP,EE,2013-01-01,32.4
Y_GE18,LI_R_MD60,T,NEMP,EE,2014-01-01,36.4
Y_GE18,LI_R_MD60,T,NEMP,EE,2015-01-01,39.1
Y_GE18,LI_R_MD60,T,NEMP,EE,2016-01-01,41.4
Y_GE18,LI_R_MD60,T,NEMP,EE,2017-01-01,42.3
Y_GE18,LI_R_MD60,T,NEMP,EL,2006-01-01,26.0
Y_GE18,LI_R_MD60,T,NEMP,EL,2007-01-01,24.7
Y_GE18,LI_R_MD60,T,NEMP,EL,2008-01-01,24.6
Y_GE18,LI_R_MD60,T,NEMP,EL,2009-01-01,23.9
Y_GE18,LI_R_MD60,T,NEMP,EL,2010-01-01,25.1
Y_GE18,LI_R_MD60,T,NEMP,EL,2011-01-01,28.1
Y_GE18,LI_R_MD60,T,NEMP,EL,2012-01-01,27.9
Y_GE18,LI_R_MD60,T,NEMP,EL,2013-01-01,26.6
Y_GE18,LI_R_MD60,T,NEMP,EL,2014-01-01,25.6
Y_GE18,LI_R_MD60,T,NEMP,EL,2015-01-01,24.1
Y_GE18,LI_R_MD60,T,NEMP,EL,2016-01-01,23.6
Y_GE18,LI_R_MD60,T,NEMP,EL,2017-01-01,23.3
Y_GE18,LI_R_MD60,T,NEMP,ES,2006-01-01,28.7
Y_GE18,LI_R_MD60,T,NEMP,ES,2007-01-01,27.7
Y_GE18,LI_R_MD60,T,NEMP,ES,2008-01-01,26.6
Y_GE18,LI_R_MD60,T,NEMP,ES,2009-01-01,26.8
Y_GE18,LI_R_MD60,T,NEMP,ES,2010-01-01,27.1
Y_GE18,LI_R_MD60,T,NEMP,ES,2011-01-01,26.6
Y_GE18,LI_R_MD60,T,NEMP,ES,2012-01-01,26.6
Y_GE18,LI_R_MD60,T,NEMP,ES,2013-01-01,26.0
Y_GE18,LI_R_MD60,T,NEMP,ES,2014-01-01,26.7
Y_GE18,LI_R_MD60,T,NEMP,ES,2015-01-01,26.7
Y_GE18,LI_R_MD60,T,NEMP,ES,2016-01-01,27.4
Y_GE18,LI_R_MD60,T,NEMP,ES,2017-01-01,26.9
Y_GE18,LI_R_MD60,T,NEMP,EU27,2006-01-01,23.3
Y_GE18,LI_R_MD60,T,NEMP,EU27,2007-01-01,23.8
Y_GE18,LI_R_MD60,T,NEMP,EU27,2008-01-01,23.3
Y_GE18,LI_R_MD60,T,NEMP,EU27,2009-01-01,23.1
Y_GE18,LI_R_MD60,T,NEMP,EU27,2010-01-01,22.8
Y_GE18,LI_R_MD60,T,NEMP,EU27,2011-01-01,23.1
Y_GE18,LI_R_MD60,T,NEMP,EU27,2012-01-01,23.0
Y_GE18,LI_R_MD60,T,NEMP,EU27,2013-01-01,22.8
Y_GE18,LI_R_MD60,T,NEMP,EU27,2014-01-01,23.3
Y_GE18,LI_R_MD60,T,NEMP,EU27,2015-01-01,23.7
Y_GE18,LI_R_MD60,T,NEMP,EU27,2016-01-01,23.9
Y_GE18,LI_R_MD60,T,NEMP,EU27,2017-01-01,23.7
Y_GE18,LI_R_MD60,T,NEMP,EU28,2006-01-01,
Y_GE18,LI_R_MD60,T,NEMP,EU28,2007-01-01,
Y_GE18,LI_R_MD60,T,NEMP,EU28,2008-01-01,
Y_GE18,LI_R_MD60,T,NEMP,EU28,2009-01-01,
Y_GE18,LI_R_MD60,T,NEMP,EU28,2010-01-01,22.9
Y_GE18,LI_R_MD60,T,NEMP,EU28,2011-01-01,23.2
Y_GE18,LI_R_MD60,T,NEMP,EU28,2012-01-01,23.1
Y_GE18,LI_R_MD60,T,NEMP,EU28,2013-01-01,22.8
Y_GE18,LI_R_MD60,T,NEMP,EU28,2014-01-01,23.3
Y_GE18,LI_R_MD60,T,NEMP,EU28,2015-01-01,23.8
Y_GE18,LI_R_MD60,T,NEMP,EU28,2016-01-01,24.0
Y_GE18,LI_R_MD60,T,NEMP,EU28,2017-01-01,23.7
Y_GE18,LI_R_MD60,T,NEMP,FI,2006-01-01,24.4
Y_GE18,LI_R_MD60,T,NEMP,FI,2007-01-01,24.5
Y_GE18,LI_R_MD60,T,NEMP,FI,2008-01-01,25.8
Y_GE18,LI_R_MD60,T,NEMP,FI,2009-01-01,27.2
Y_GE18,LI_R_MD60,T,NEMP,FI,2010-01-01,25.0
Y_GE18,LI_R_MD60,T,NEMP,FI,2011-01-01,25.1
Y_GE18,LI_R_MD60,T,NEMP,FI,2012-01-01,24.6
Y_GE18,LI_R_MD60,T,NEMP,FI,2013-01-01,22.0
Y_GE18,LI_R_MD60,T,NEMP,FI,2014-01-01,23.5
Y_GE18,LI_R_MD60,T,NEMP,FI,2015-01-01,22.6
Y_GE18,LI_R_MD60,T,NEMP,FI,2016-01-01,21.1
Y_GE18,LI_R_MD60,T,NEMP,FI,2017-01-01,20.6
Y_GE18,LI_R_MD60,T,NEMP,FR,2006-01-01,19.7
Y_GE18,LI_R_MD60,T,NEMP,FR,2007-01-01,18.5
