age,indic_il,sex,wstatus,geotime,date,value
Y_GE18,LI_R_MD60,T,EMP,RS,2008-01-01,
Y_GE18,LI_R_MD60,T,EMP,RS,2009-01-01,
Y_GE18,LI_R_MD60,T,EMP,RS,2010-01-01,
Y_GE18,LI_R_MD60,T,EMP,RS,2011-01-01,
Y_GE18,LI_R_MD60,T,EMP,RS,2012-01-01,
Y_GE18,LI_R_MD60,T,EMP,RS,2013-01-01,14.9
Y_GE18,LI_R_MD60,T,EMP,RS,2014-01-01,15.0
Y_GE18,LI_R_MD60,T,EMP,RS,2015-01-01,13.5
Y_GE18,LI_R_MD60,T,EMP,RS,2016-01-01,12.6
Y_GE18,LI_R_MD60,T,EMP,RS,2017-01-01,
Y_GE18,LI_R_MD60,T,EMP,SE,2006-01-01,7.4
Y_GE18,LI_R_MD60,T,EMP,SE,2007-01-01,6.4
Y_GE18,LI_R_MD60,T,EMP,SE,2008-01-01,7.4
Y_GE18,LI_R_MD60,T,EMP,SE,2009-01-01,7.5
Y_GE18,LI_R_MD60,T,EMP,SE,2010-01-01,7.7
Y_GE18,LI_R_MD60,T,EMP,SE,2011-01-01,7.5
Y_GE18,LI_R_MD60,T,EMP,SE,2012-01-01,7.2
Y_GE18,LI_R_MD60,T,EMP,SE,2013-01-01,7.6
Y_GE18,LI_R_MD60,T,EMP,SE,2014-01-01,7.7
Y_GE18,LI_R_MD60,T,EMP,SE,2015-01-01,8.0
Y_GE18,LI_R_MD60,T,EMP,SE,2016-01-01,6.7
Y_GE18,LI_R_MD60,T,EMP,SE,2017-01-01,6.9
Y_GE18,LI_R_MD60,T,EMP,SI,2006-01-01,4.8
Y_GE18,LI_R_MD60,T,EMP,SI,2007-01-01,4.7
Y_GE18,LI_R_MD60,T,EMP,SI,2008-01-01,5.1
Y_GE18,LI_R_MD60,T,EMP,SI,2009-01-01,4.8
Y_GE18,LI_R_MD60,T,EMP,SI,2010-01-01,5.3
Y_GE18,LI_R_MD60,T,EMP,SI,2011-01-01,6.0
Y_GE18,LI_R_MD60,T,EMP,SI,2012-01-01,6.5
Y_GE18,LI_R_MD60,T,EMP,SI,2013-01-01,7.1
Y_GE18,LI_R_MD60,T,EMP,SI,2014-01-01,6.4
Y_GE18,LI_R_MD60,T,EMP,SI,2015-01-01,6.7
Y_GE18,LI_R_MD60,T,EMP,SI,2016-01-01,6.1
Y_GE18,LI_R_MD60,T,EMP,SI,2017-01-01,6.6
Y_GE18,LI_R_MD60,T,EMP,SK,2006-01-01,6.3
Y_GE18,LI_R_MD60,T,EMP,SK,2007-01-01,4.9
Y_GE18,LI_R_MD60,T,EMP,SK,2008-01-01,5.8
Y_GE18,LI_R_MD60,T,EMP,SK,2009-01-01,5.2
Y_GE18,LI_R_MD60,T,EMP,SK,2010-01-01,5.7
Y_GE18,LI_R_MD60,T,EMP,SK,2011-01-01,6.3
Y_GE18,LI_R_MD60,T,EMP,SK,2012-01-01,6.2
Y_GE18,LI_R_MD60,T,EMP,SK,2013-01-01,5.7
Y_GE18,LI_R_MD60,T,EMP,SK,2014-01-01,5.7
Y_GE18,LI_R_MD60,T,EMP,SK,2015-01-01,6.0
Y_GE18,LI_R_MD60,T,EMP,SK,2016-01-01,6.5
Y_GE18,LI_R_MD60,T,EMP,SK,2017-01-01,6.3
Y_GE18,LI_R_MD60,T,EMP,TR,2006-01-01,18.2
Y_GE18,LI_R_MD60,T,EMP,TR,2007-01-01,17.9
Y_GE18,LI_R_MD60,T,EMP,TR,2008-01-01,18.4
Y_GE18,LI_R_MD60,T,EMP,TR,2009-01-01,18.8
Y_GE18,LI_R_MD60,T,EMP,TR,2010-01-01,18.0
Y_GE18,LI_R_MD60,T,EMP,TR,2011-01-01,16.0
Y_GE18,LI_R_MD60,T,EMP,TR,2012-01-01,15.3
Y_GE18,LI_R_MD60,T,EMP,TR,2013-01-01,14.9
Y_GE18,LI_R_MD60,T,EMP,TR,2014-01-01,14.4
Y_GE18,LI_R_MD60,T,EMP,TR,2015-01-01,13.7
Y_GE18,LI_R_MD60,T,EMP,TR,2016-01-01,
Y_GE18,LI_R_MD60,T,EMP,TR,2017-01-01,
Y_GE18,LI_R_MD60,T,EMP,UK,2006-01-01,7.8
Y_GE18,LI_R_MD60,T,EMP,UK,2007-01-01,8.0
Y_GE18,LI_R_MD60,T,EMP,UK,2008-01-01,8.5
Y_GE18,LI_R_MD60,T,EMP,UK,2009-01-01,6.7
Y_GE18,LI_R_MD60,T,EMP,UK,2010-01-01,6.8
Y_GE18,LI_R_MD60,T,EMP,UK,2011-01-01,7.9
Y_GE18,LI_R_MD60,T,EMP,UK,2012-01-01,9.0
Y_GE18,LI_R_MD60,T,EMP,UK,2013-01-01,8.4
Y_GE18,LI_R_MD60,T,EMP,UK,2014-01-01,8.7
Y_GE18,LI_R_MD60,T,EMP,UK,2015-01-01,8.1
Y_GE18,LI_R_MD60,T,EMP,UK,2016-01-01,8.6
Y_GE18,LI_R_MD60,T,EMP,UK,2017-01-01,
Y_GE18,LI_R_MD60,T,INAC_OTH,AT,2006-01-01,21.5
Y_GE18,LI_R_MD60,T,INAC_OTH,AT,2007-01-01,20.6
Y_GE18,LI_R_MD60,T,INAC_OTH,AT,2008-01-01,25.4
Y_GE18,LI_R_MD60,T,INAC_OTH,AT,2009-01-01,25.2
Y_GE18,LI_R_MD60,T,INAC_OTH,AT,2010-01-01,25.1
Y_GE18,LI_R_MD60,T,INAC_OTH,AT,2011-01-01,25.0
Y_GE18,LI_R_MD60,T,INAC_OTH,AT,2012-01-01,25.3
Y_GE18,LI_R_MD60,T,INAC_OTH,AT,2013-01-01,23.2
Y_GE18,LI_R_MD60,T,INAC_OTH,AT,2014-01-01,26.1
Y_GE18,LI_R_MD60,T,INAC_OTH,AT,2015-01-01,26.4
Y_GE18,LI_R_MD60,T,INAC_OTH,AT,2016-01-01,26.5
Y_GE18,LI_R_MD60,T,INAC_OTH,AT,2017-01-01,30.3
Y_GE18,LI_R_MD60,T,INAC_OTH,BE,2006-01-01,26.8
Y_GE18,LI_R_MD60,T,INAC_OTH,BE,2007-01-01,26.9
Y_GE18,LI_R_MD60,T,INAC_OTH,BE,2008-01-01,25.6
Y_GE18,LI_R_MD60,T,INAC_OTH,BE,2009-01-01,26.7
Y_GE18,LI_R_MD60,T,INAC_OTH,BE,2010-01-01,25.8
Y_GE18,LI_R_MD60,T,INAC_OTH,BE,2011-01-01,27.3
Y_GE18,LI_R_MD60,T,INAC_OTH,BE,2012-01-01,29.5
Y_GE18,LI_R_MD60,T,INAC_OTH,BE,2013-01-01,30.7
Y_GE18,LI_R_MD60,T,INAC_OTH,BE,2014-01-01,32.0
Y_GE18,LI_R_MD60,T,INAC_OTH,BE,2015-01-01,31.5
Y_GE18,LI_R_MD60,T,INAC_OTH,BE,2016-01-01,33.3
Y_GE18,LI_R_MD60,T,INAC_OTH,BE,2017-01-01,34.1
Y_GE18,LI_R_MD60,T,INAC_OTH,BG,2006-01-01,16.9
Y_GE18,LI_R_MD60,T,INAC_OTH,BG,2007-01-01,19.3
Y_GE18,LI_R_MD60,T,INAC_OTH,BG,2008-01-01,23.9
Y_GE18,LI_R_MD60,T,INAC_OTH,BG,2009-01-01,24.0
Y_GE18,LI_R_MD60,T,INAC_OTH,BG,2010-01-01,24.4
Y_GE18,LI_R_MD60,T,INAC_OTH,BG,2011-01-01,27.6
Y_GE18,LI_R_MD60,T,INAC_OTH,BG,2012-01-01,27.4
Y_GE18,LI_R_MD60,T,INAC_OTH,BG,2013-01-01,25.1
Y_GE18,LI_R_MD60,T,INAC_OTH,BG,2014-01-01,27.7
Y_GE18,LI_R_MD60,T,INAC_OTH,BG,2015-01-01,29.1
Y_GE18,LI_R_MD60,T,INAC_OTH,BG,2016-01-01,32.3
Y_GE18,LI_R_MD60,T,INAC_OTH,BG,2017-01-01,33.8
Y_GE18,LI_R_MD60,T,INAC_OTH,CH,2006-01-01,
Y_GE18,LI_R_MD60,T,INAC_OTH,CH,2007-01-01,20.0
Y_GE18,LI_R_MD60,T,INAC_OTH,CH,2008-01-01,19.6
Y_GE18,LI_R_MD60,T,INAC_OTH,CH,2009-01-01,22.1
Y_GE18,LI_R_MD60,T,INAC_OTH,CH,2010-01-01,23.0
Y_GE18,LI_R_MD60,T,INAC_OTH,CH,2011-01-01,21.8
Y_GE18,LI_R_MD60,T,INAC_OTH,CH,2012-01-01,25.2
Y_GE18,LI_R_MD60,T,INAC_OTH,CH,2013-01-01,22.6
Y_GE18,LI_R_MD60,T,INAC_OTH,CH,2014-01-01,18.8
Y_GE18,LI_R_MD60,T,INAC_OTH,CH,2015-01-01,23.1
Y_GE18,LI_R_MD60,T,INAC_OTH,CH,2016-01-01,20.3
Y_GE18,LI_R_MD60,T,INAC_OTH,CH,2017-01-01,
Y_GE18,LI_R_MD60,T,INAC_OTH,CY,2006-01-01,16.3
Y_GE18,LI_R_MD60,T,INAC_OTH,CY,2007-01-01,16.9
Y_GE18,LI_R_MD60,T,INAC_OTH,CY,2008-01-01,20.6
Y_GE18,LI_R_MD60,T,INAC_OTH,CY,2009-01-01,19.6
Y_GE18,LI_R_MD60,T,INAC_OTH,CY,2010-01-01,19.1
Y_GE18,LI_R_MD60,T,INAC_OTH,CY,2011-01-01,16.6
Y_GE18,LI_R_MD60,T,INAC_OTH,CY,2012-01-01,17.6
Y_GE18,LI_R_MD60,T,INAC_OTH,CY,2013-01-01,20.9
Y_GE18,LI_R_MD60,T,INAC_OTH,CY,2014-01-01,17.9
Y_GE18,LI_R_MD60,T,INAC_OTH,CY,2015-01-01,18.7
Y_GE18,LI_R_MD60,T,INAC_OTH,CY,2016-01-01,19.4
Y_GE18,LI_R_MD60,T,INAC_OTH,CY,2017-01-01,19.7
Y_GE18,LI_R_MD60,T,INAC_OTH,CZ,2006-01-01,14.8
Y_GE18,LI_R_MD60,T,INAC_OTH,CZ,2007-01-01,13.1
Y_GE18,LI_R_MD60,T,INAC_OTH,CZ,2008-01-01,12.4
Y_GE18,LI_R_MD60,T,INAC_OTH,CZ,2009-01-01,13.0
Y_GE18,LI_R_MD60,T,INAC_OTH,CZ,2010-01-01,12.9
Y_GE18,LI_R_MD60,T,INAC_OTH,CZ,2011-01-01,14.0
Y_GE18,LI_R_MD60,T,INAC_OTH,CZ,2012-01-01,13.7
Y_GE18,LI_R_MD60,T,INAC_OTH,CZ,2013-01-01,11.9
Y_GE18,LI_R_MD60,T,INAC_OTH,CZ,2014-01-01,14.7
Y_GE18,LI_R_MD60,T,INAC_OTH,CZ,2015-01-01,14.0
Y_GE18,LI_R_MD60,T,INAC_OTH,CZ,2016-01-01,14.5
Y_GE18,LI_R_MD60,T,INAC_OTH,CZ,2017-01-01,13.4
Y_GE18,LI_R_MD60,T,INAC_OTH,DE,2006-01-01,19.5
Y_GE18,LI_R_MD60,T,INAC_OTH,DE,2007-01-01,24.5
Y_GE18,LI_R_MD60,T,INAC_OTH,DE,2008-01-01,22.6
Y_GE18,LI_R_MD60,T,INAC_OTH,DE,2009-01-01,25.4
Y_GE18,LI_R_MD60,T,INAC_OTH,DE,2010-01-01,25.0
Y_GE18,LI_R_MD60,T,INAC_OTH,DE,2011-01-01,26.2
Y_GE18,LI_R_MD60,T,INAC_OTH,DE,2012-01-01,26.6
Y_GE18,LI_R_MD60,T,INAC_OTH,DE,2013-01-01,27.0
Y_GE18,LI_R_MD60,T,INAC_OTH,DE,2014-01-01,28.7
Y_GE18,LI_R_MD60,T,INAC_OTH,DE,2015-01-01,30.3
Y_GE18,LI_R_MD60,T,INAC_OTH,DE,2016-01-01,28.8
Y_GE18,LI_R_MD60,T,INAC_OTH,DE,2017-01-01,32.2
Y_GE18,LI_R_MD60,T,INAC_OTH,DK,2006-01-01,31.8
Y_GE18,LI_R_MD60,T,INAC_OTH,DK,2007-01-01,32.3
Y_GE18,LI_R_MD60,T,INAC_OTH,DK,2008-01-01,30.6
Y_GE18,LI_R_MD60,T,INAC_OTH,DK,2009-01-01,30.8
Y_GE18,LI_R_MD60,T,INAC_OTH,DK,2010-01-01,30.4
Y_GE18,LI_R_MD60,T,INAC_OTH,DK,2011-01-01,30.7
Y_GE18,LI_R_MD60,T,INAC_OTH,DK,2012-01-01,30.7
Y_GE18,LI_R_MD60,T,INAC_OTH,DK,2013-01-01,30.5
Y_GE18,LI_R_MD60,T,INAC_OTH,DK,2014-01-01,34.8
Y_GE18,LI_R_MD60,T,INAC_OTH,DK,2015-01-01,34.1
Y_GE18,LI_R_MD60,T,INAC_OTH,DK,2016-01-01,34.5
Y_GE18,LI_R_MD60,T,INAC_OTH,DK,2017-01-01,37.0
Y_GE18,LI_R_MD60,T,INAC_OTH,EA18,2006-01-01,25.8
Y_GE18,LI_R_MD60,T,INAC_OTH,EA18,2007-01-01,26.8
Y_GE18,LI_R_MD60,T,INAC_OTH,EA18,2008-01-01,25.9
Y_GE18,LI_R_MD60,T,INAC_OTH,EA18,2009-01-01,26.2
Y_GE18,LI_R_MD60,T,INAC_OTH,EA18,2010-01-01,26.5
Y_GE18,LI_R_MD60,T,INAC_OTH,EA18,2011-01-01,26.7
Y_GE18,LI_R_MD60,T,INAC_OTH,EA18,2012-01-01,27.0
Y_GE18,LI_R_MD60,T,INAC_OTH,EA18,2013-01-01,26.4
Y_GE18,LI_R_MD60,T,INAC_OTH,EA18,2014-01-01,26.9
Y_GE18,LI_R_MD60,T,INAC_OTH,EA18,2015-01-01,27.4
Y_GE18,LI_R_MD60,T,INAC_OTH,EA18,2016-01-01,27.8
Y_GE18,LI_R_MD60,T,INAC_OTH,EA18,2017-01-01,29.4
Y_GE18,LI_R_MD60,T,INAC_OTH,EA19,2006-01-01,25.8
Y_GE18,LI_R_MD60,T,INAC_OTH,EA19,2007-01-01,26.8
Y_GE18,LI_R_MD60,T,INAC_OTH,EA19,2008-01-01,25.9
Y_GE18,LI_R_MD60,T,INAC_OTH,EA19,2009-01-01,26.2
Y_GE18,LI_R_MD60,T,INAC_OTH,EA19,2010-01-01,26.6
Y_GE18,LI_R_MD60,T,INAC_OTH,EA19,2011-01-01,26.8
Y_GE18,LI_R_MD60,T,INAC_OTH,EA19,2012-01-01,27.0
Y_GE18,LI_R_MD60,T,INAC_OTH,EA19,2013-01-01,26.4
Y_GE18,LI_R_MD60,T,INAC_OTH,EA19,2014-01-01,26.9
Y_GE18,LI_R_MD60,T,INAC_OTH,EA19,2015-01-01,27.4
Y_GE18,LI_R_MD60,T,INAC_OTH,EA19,2016-01-01,27.8
Y_GE18,LI_R_MD60,T,INAC_OTH,EA19,2017-01-01,29.5
Y_GE18,LI_R_MD60,T,INAC_OTH,EE,2006-01-01,30.5
Y_GE18,LI_R_MD60,T,INAC_OTH,EE,2007-01-01,32.2
Y_GE18,LI_R_MD60,T,INAC_OTH,EE,2008-01-01,31.9
Y_GE18,LI_R_MD60,T,INAC_OTH,EE,2009-01-01,30.0
Y_GE18,LI_R_MD60,T,INAC_OTH,EE,2010-01-01,27.5
Y_GE18,LI_R_MD60,T,INAC_OTH,EE,2011-01-01,31.4
Y_GE18,LI_R_MD60,T,INAC_OTH,EE,2012-01-01,32.9
Y_GE18,LI_R_MD60,T,INAC_OTH,EE,2013-01-01,32.5
Y_GE18,LI_R_MD60,T,INAC_OTH,EE,2014-01-01,32.6
Y_GE18,LI_R_MD60,T,INAC_OTH,EE,2015-01-01,33.6
Y_GE18,LI_R_MD60,T,INAC_OTH,EE,2016-01-01,32.3
Y_GE18,LI_R_MD60,T,INAC_OTH,EE,2017-01-01,33.7
Y_GE18,LI_R_MD60,T,INAC_OTH,EL,2006-01-01,25.7
Y_GE18,LI_R_MD60,T,INAC_OTH,EL,2007-01-01,25.3
Y_GE18,LI_R_MD60,T,INAC_OTH,EL,2008-01-01,26.0
Y_GE18,LI_R_MD60,T,INAC_OTH,EL,2009-01-01,26.5
Y_GE18,LI_R_MD60,T,INAC_OTH,EL,2010-01-01,27.4
Y_GE18,LI_R_MD60,T,INAC_OTH,EL,2011-01-01,30.0
Y_GE18,LI_R_MD60,T,INAC_OTH,EL,2012-01-01,33.3
Y_GE18,LI_R_MD60,T,INAC_OTH,EL,2013-01-01,30.3
Y_GE18,LI_R_MD60,T,INAC_OTH,EL,2014-01-01,28.4
Y_GE18,LI_R_MD60,T,INAC_OTH,EL,2015-01-01,26.2
Y_GE18,LI_R_MD60,T,INAC_OTH,EL,2016-01-01,25.4
Y_GE18,LI_R_MD60,T,INAC_OTH,EL,2017-01-01,25.7
Y_GE18,LI_R_MD60,T,INAC_OTH,ES,2006-01-01,29.6
Y_GE18,LI_R_MD60,T,INAC_OTH,ES,2007-01-01,28.8
Y_GE18,LI_R_MD60,T,INAC_OTH,ES,2008-01-01,27.7
Y_GE18,LI_R_MD60,T,INAC_OTH,ES,2009-01-01,27.5
Y_GE18,LI_R_MD60,T,INAC_OTH,ES,2010-01-01,27.0
Y_GE18,LI_R_MD60,T,INAC_OTH,ES,2011-01-01,25.7
Y_GE18,LI_R_MD60,T,INAC_OTH,ES,2012-01-01,25.0
Y_GE18,LI_R_MD60,T,INAC_OTH,ES,2013-01-01,22.6
Y_GE18,LI_R_MD60,T,INAC_OTH,ES,2014-01-01,22.8
Y_GE18,LI_R_MD60,T,INAC_OTH,ES,2015-01-01,23.9
Y_GE18,LI_R_MD60,T,INAC_OTH,ES,2016-01-01,24.4
Y_GE18,LI_R_MD60,T,INAC_OTH,ES,2017-01-01,25.3
Y_GE18,LI_R_MD60,T,INAC_OTH,EU27,2006-01-01,26.7
Y_GE18,LI_R_MD60,T,INAC_OTH,EU27,2007-01-01,27.2
Y_GE18,LI_R_MD60,T,INAC_OTH,EU27,2008-01-01,26.7
Y_GE18,LI_R_MD60,T,INAC_OTH,EU27,2009-01-01,26.6
Y_GE18,LI_R_MD60,T,INAC_OTH,EU27,2010-01-01,26.9
Y_GE18,LI_R_MD60,T,INAC_OTH,EU27,2011-01-01,27.0
Y_GE18,LI_R_MD60,T,INAC_OTH,EU27,2012-01-01,27.4
Y_GE18,LI_R_MD60,T,INAC_OTH,EU27,2013-01-01,26.9
Y_GE18,LI_R_MD60,T,INAC_OTH,EU27,2014-01-01,27.8
Y_GE18,LI_R_MD60,T,INAC_OTH,EU27,2015-01-01,29.0
Y_GE18,LI_R_MD60,T,INAC_OTH,EU27,2016-01-01,28.9
Y_GE18,LI_R_MD60,T,INAC_OTH,EU27,2017-01-01,29.7
Y_GE18,LI_R_MD60,T,INAC_OTH,EU28,2006-01-01,
Y_GE18,LI_R_MD60,T,INAC_OTH,EU28,2007-01-01,
Y_GE18,LI_R_MD60,T,INAC_OTH,EU28,2008-01-01,
Y_GE18,LI_R_MD60,T,INAC_OTH,EU28,2009-01-01,
Y_GE18,LI_R_MD60,T,INAC_OTH,EU28,2010-01-01,27.0
Y_GE18,LI_R_MD60,T,INAC_OTH,EU28,2011-01-01,27.1
Y_GE18,LI_R_MD60,T,INAC_OTH,EU28,2012-01-01,27.4
Y_GE18,LI_R_MD60,T,INAC_OTH,EU28,2013-01-01,27.0
Y_GE18,LI_R_MD60,T,INAC_OTH,EU28,2014-01-01,27.8
Y_GE18,LI_R_MD60,T,INAC_OTH,EU28,2015-01-01,29.0
Y_GE18,LI_R_MD60,T,INAC_OTH,EU28,2016-01-01,28.9
Y_GE18,LI_R_MD60,T,INAC_OTH,EU28,2017-01-01,29.7
Y_GE18,LI_R_MD60,T,INAC_OTH,FI,2006-01-01,27.3
Y_GE18,LI_R_MD60,T,INAC_OTH,FI,2007-01-01,27.4
Y_GE18,LI_R_MD60,T,INAC_OTH,FI,2008-01-01,29.1
Y_GE18,LI_R_MD60,T,INAC_OTH,FI,2009-01-01,31.2
Y_GE18,LI_R_MD60,T,INAC_OTH,FI,2010-01-01,29.6
Y_GE18,LI_R_MD60,T,INAC_OTH,FI,2011-01-01,29.4
Y_GE18,LI_R_MD60,T,INAC_OTH,FI,2012-01-01,28.6
Y_GE18,LI_R_MD60,T,INAC_OTH,FI,2013-01-01,26.2
Y_GE18,LI_R_MD60,T,INAC_OTH,FI,2014-01-01,28.3
Y_GE18,LI_R_MD60,T,INAC_OTH,FI,2015-01-01,30.2
Y_GE18,LI_R_MD60,T,INAC_OTH,FI,2016-01-01,28.8
Y_GE18,LI_R_MD60,T,INAC_OTH,FI,2017-01-01,28.3
Y_GE18,LI_R_MD60,T,INAC_OTH,FR,2006-01-01,26.7
Y_GE18,LI_R_MD60,T,INAC_OTH,FR,2007-01-01,26.7
Y_GE18,LI_R_MD60,T,INAC_OTH,FR,2008-01-01,24.5
Y_GE18,LI_R_MD60,T,INAC_OTH,FR,2009-01-01,26.2
Y_GE18,LI_R_MD60,T,INAC_OTH,FR,2010-01-01,29.1
Y_GE18,LI_R_MD60,T,INAC_OTH,FR,2011-01-01,27.5
Y_GE18,LI_R_MD60,T,INAC_OTH,FR,2012-01-01,30.2
Y_GE18,LI_R_MD60,T,INAC_OTH,FR,2013-01-01,31.1
Y_GE18,LI_R_MD60,T,INAC_OTH,FR,2014-01-01,28.2
Y_GE18,LI_R_MD60,T,INAC_OTH,FR,2015-01-01,28.8
Y_GE18,LI_R_MD60,T,INAC_OTH,FR,2016-01-01,27.2
Y_GE18,LI_R_MD60,T,INAC_OTH,FR,2017-01-01,28.2
Y_GE18,LI_R_MD60,T,INAC_OTH,HR,2006-01-01,
Y_GE18,LI_R_MD60,T,INAC_OTH,HR,2007-01-01,
Y_GE18,LI_R_MD60,T,INAC_OTH,HR,2008-01-01,
Y_GE18,LI_R_MD60,T,INAC_OTH,HR,2009-01-01,
Y_GE18,LI_R_MD60,T,INAC_OTH,HR,2010-01-01,37.2
Y_GE18,LI_R_MD60,T,INAC_OTH,HR,2011-01-01,34.3
Y_GE18,LI_R_MD60,T,INAC_OTH,HR,2012-01-01,31.1
Y_GE18,LI_R_MD60,T,INAC_OTH,HR,2013-01-01,30.8
Y_GE18,LI_R_MD60,T,INAC_OTH,HR,2014-01-01,31.0
Y_GE18,LI_R_MD60,T,INAC_OTH,HR,2015-01-01,32.4
Y_GE18,LI_R_MD60,T,INAC_OTH,HR,2016-01-01,32.3
Y_GE18,LI_R_MD60,T,INAC_OTH,HR,2017-01-01,
Y_GE18,LI_R_MD60,T,INAC_OTH,HU,2006-01-01,25.8
Y_GE18,LI_R_MD60,T,INAC_OTH,HU,2007-01-01,22.8
Y_GE18,LI_R_MD60,T,INAC_OTH,HU,2008-01-01,23.9
Y_GE18,LI_R_MD60,T,INAC_OTH,HU,2009-01-01,18.9
Y_GE18,LI_R_MD60,T,INAC_OTH,HU,2010-01-01,19.5
Y_GE18,LI_R_MD60,T,INAC_OTH,HU,2011-01-01,22.0
Y_GE18,LI_R_MD60,T,INAC_OTH,HU,2012-01-01,22.6
Y_GE18,LI_R_MD60,T,INAC_OTH,HU,2013-01-01,23.3
Y_GE18,LI_R_MD60,T,INAC_OTH,HU,2014-01-01,23.6
Y_GE18,LI_R_MD60,T,INAC_OTH,HU,2015-01-01,24.5
Y_GE18,LI_R_MD60,T,INAC_OTH,HU,2016-01-01,23.5
Y_GE18,LI_R_MD60,T,INAC_OTH,HU,2017-01-01,19.5
Y_GE18,LI_R_MD60,T,INAC_OTH,IE,2006-01-01,30.2
Y_GE18,LI_R_MD60,T,INAC_OTH,IE,2007-01-01,31.4
Y_GE18,LI_R_MD60,T,INAC_OTH,IE,2008-01-01,26.6
Y_GE18,LI_R_MD60,T,INAC_OTH,IE,2009-01-01,23.3
Y_GE18,LI_R_MD60,T,INAC_OTH,IE,2010-01-01,22.6
Y_GE18,LI_R_MD60,T,INAC_OTH,IE,2011-01-01,23.3
Y_GE18,LI_R_MD60,T,INAC_OTH,IE,2012-01-01,26.1
Y_GE18,LI_R_MD60,T,INAC_OTH,IE,2013-01-01,23.8
Y_GE18,LI_R_MD60,T,INAC_OTH,IE,2014-01-01,28.1
Y_GE18,LI_R_MD60,T,INAC_OTH,IE,2015-01-01,28.3
Y_GE18,LI_R_MD60,T,INAC_OTH,IE,2016-01-01,30.7
Y_GE18,LI_R_MD60,T,INAC_OTH,IE,2017-01-01,
Y_GE18,LI_R_MD60,T,INAC_OTH,IS,2006-01-01,18.7
Y_GE18,LI_R_MD60,T,INAC_OTH,IS,2007-01-01,15.5
Y_GE18,LI_R_MD60,T,INAC_OTH,IS,2008-01-01,19.5
Y_GE18,LI_R_MD60,T,INAC_OTH,IS,2009-01-01,18.5
Y_GE18,LI_R_MD60,T,INAC_OTH,IS,2010-01-01,14.5
Y_GE18,LI_R_MD60,T,INAC_OTH,IS,2011-01-01,14.1
Y_GE18,LI_R_MD60,T,INAC_OTH,IS,2012-01-01,11.6
Y_GE18,LI_R_MD60,T,INAC_OTH,IS,2013-01-01,15.4
Y_GE18,LI_R_MD60,T,INAC_OTH,IS,2014-01-01,12.3
Y_GE18,LI_R_MD60,T,INAC_OTH,IS,2015-01-01,14.3
Y_GE18,LI_R_MD60,T,INAC_OTH,IS,2016-01-01,15.2
Y_GE18,LI_R_MD60,T,INAC_OTH,IS,2017-01-01,
Y_GE18,LI_R_MD60,T,INAC_OTH,IT,2006-01-01,28.8
Y_GE18,LI_R_MD60,T,INAC_OTH,IT,2007-01-01,29.6
Y_GE18,LI_R_MD60,T,INAC_OTH,IT,2008-01-01,28.8
Y_GE18,LI_R_MD60,T,INAC_OTH,IT,2009-01-01,26.8
Y_GE18,LI_R_MD60,T,INAC_OTH,IT,2010-01-01,27.8
Y_GE18,LI_R_MD60,T,INAC_OTH,IT,2011-01-01,28.5
Y_GE18,LI_R_MD60,T,INAC_OTH,IT,2012-01-01,27.2
Y_GE18,LI_R_MD60,T,INAC_OTH,IT,2013-01-01,25.9
Y_GE18,LI_R_MD60,T,INAC_OTH,IT,2014-01-01,26.6
Y_GE18,LI_R_MD60,T,INAC_OTH,IT,2015-01-01,26.4
Y_GE18,LI_R_MD60,T,INAC_OTH,IT,2016-01-01,28.8
Y_GE18,LI_R_MD60,T,INAC_OTH,IT,2017-01-01,30.2
Y_GE18,LI_R_MD60,T,INAC_OTH,LT,2006-01-01,26.6
Y_GE18,LI_R_MD60,T,INAC_OTH,LT,2007-01-01,29.0
Y_GE18,LI_R_MD60,T,INAC_OTH,LT,2008-01-01,34.0
Y_GE18,LI_R_MD60,T,INAC_OTH,LT,2009-01-01,33.4
Y_GE18,LI_R_MD60,T,INAC_OTH,LT,2010-01-01,30.6
Y_GE18,LI_R_MD60,T,INAC_OTH,LT,2011-01-01,28.5
Y_GE18,LI_R_MD60,T,INAC_OTH,LT,2012-01-01,24.5
Y_GE18,LI_R_MD60,T,INAC_OTH,LT,2013-01-01,24.2
Y_GE18,LI_R_MD60,T,INAC_OTH,LT,2014-01-01,24.3
Y_GE18,LI_R_MD60,T,INAC_OTH,LT,2015-01-01,30.1
Y_GE18,LI_R_MD60,T,INAC_OTH,LT,2016-01-01,35.2
Y_GE18,LI_R_MD60,T,INAC_OTH,LT,2017-01-01,37.7
Y_GE18,LI_R_MD60,T,INAC_OTH,LU,2006-01-01,16.9
Y_GE18,LI_R_MD60,T,INAC_OTH,LU,2007-01-01,15.5
Y_GE18,LI_R_MD60,T,INAC_OTH,LU,2008-01-01,15.9
Y_GE18,LI_R_MD60,T,INAC_OTH,LU,2009-01-01,19.6
Y_GE18,LI_R_MD60,T,INAC_OTH,LU,2010-01-01,17.8
Y_GE18,LI_R_MD60,T,INAC_OTH,LU,2011-01-01,16.4
Y_GE18,LI_R_MD60,T,INAC_OTH,LU,2012-01-01,19.2
Y_GE18,LI_R_MD60,T,INAC_OTH,LU,2013-01-01,18.8
Y_GE18,LI_R_MD60,T,INAC_OTH,LU,2014-01-01,22.8
Y_GE18,LI_R_MD60,T,INAC_OTH,LU,2015-01-01,22.7
