unit,vehicle,geotime,date,value
PC,TRN,AT,2008-01-01,11
PC,TRN,AT,2009-01-01,11
PC,TRN,AT,2010-01-01,11
PC,TRN,AT,2011-01-01,11
PC,TRN,AT,2012-01-01,11
PC,TRN,AT,2013-01-01,12
PC,TRN,AT,2014-01-01,12
PC,TRN,AT,2015-01-01,12
PC,TRN,AT,2016-01-01,12
PC,TRN,BE,2000-01-01,6
PC,TRN,BE,2001-01-01,6
PC,TRN,BE,2002-01-01,6
PC,TRN,BE,2003-01-01,6
PC,TRN,BE,2004-01-01,7
PC,TRN,BE,2005-01-01,6
PC,TRN,BE,2006-01-01,6
PC,TRN,BE,2007-01-01,7
PC,TRN,BE,2008-01-01,7
PC,TRN,BE,2009-01-01,7
PC,TRN,BE,2010-01-01,7
PC,TRN,BE,2011-01-01,7
PC,TRN,BE,2012-01-01,7
PC,TRN,BE,2013-01-01,8
PC,TRN,BE,2014-01-01,8
PC,TRN,BE,2015-01-01,7
PC,TRN,BE,2016-01-01,7
PC,TRN,BG,2000-01-01,7
PC,TRN,BG,2001-01-01,6
PC,TRN,BG,2002-01-01,5
PC,TRN,BG,2003-01-01,5
PC,TRN,BG,2004-01-01,5
PC,TRN,BG,2005-01-01,4
PC,TRN,BG,2006-01-01,4
PC,TRN,BG,2007-01-01,4
PC,TRN,BG,2008-01-01,4
PC,TRN,BG,2009-01-01,3
PC,TRN,BG,2010-01-01,3
PC,TRN,BG,2011-01-01,3
PC,TRN,BG,2012-01-01,3
PC,TRN,BG,2013-01-01,2
PC,TRN,BG,2014-01-01,2
PC,TRN,BG,2015-01-01,2
PC,TRN,BG,2016-01-01,2
PC,TRN,CH,2000-01-01,13
PC,TRN,CH,2001-01-01,14
PC,TRN,CH,2002-01-01,14
PC,TRN,CH,2003-01-01,15
PC,TRN,CH,2004-01-01,15
PC,TRN,CH,2005-01-01,16
PC,TRN,CH,2006-01-01,16
PC,TRN,CH,2007-01-01,17
PC,TRN,CH,2008-01-01,17
PC,TRN,CH,2009-01-01,17
PC,TRN,CH,2010-01-01,17
PC,TRN,CH,2011-01-01,19
PC,TRN,CH,2012-01-01,19
PC,TRN,CH,2013-01-01,19
PC,TRN,CH,2014-01-01,19
PC,TRN,CH,2015-01-01,19
PC,TRN,CH,2016-01-01,19
PC,TRN,CY,2000-01-01,
PC,TRN,CY,2001-01-01,
PC,TRN,CY,2002-01-01,
PC,TRN,CY,2003-01-01,
PC,TRN,CY,2004-01-01,
PC,TRN,CY,2005-01-01,
PC,TRN,CY,2006-01-01,
PC,TRN,CY,2007-01-01,
PC,TRN,CY,2008-01-01,
PC,TRN,CY,2009-01-01,
PC,TRN,CY,2010-01-01,
PC,TRN,CY,2011-01-01,
PC,TRN,CY,2012-01-01,
PC,TRN,CY,2013-01-01,
PC,TRN,CY,2014-01-01,
PC,TRN,CY,2015-01-01,
PC,TRN,CY,2016-01-01,
PC,TRN,CZ,2000-01-01,8
PC,TRN,CZ,2001-01-01,8
PC,TRN,CZ,2002-01-01,7
PC,TRN,CZ,2003-01-01,7
PC,TRN,CZ,2004-01-01,7
PC,TRN,CZ,2005-01-01,7
PC,TRN,CZ,2006-01-01,7
PC,TRN,CZ,2007-01-01,7
PC,TRN,CZ,2008-01-01,7
PC,TRN,CZ,2009-01-01,6
PC,TRN,CZ,2010-01-01,7
PC,TRN,CZ,2011-01-01,7
PC,TRN,CZ,2012-01-01,8
PC,TRN,CZ,2013-01-01,8
PC,TRN,CZ,2014-01-01,8
PC,TRN,CZ,2015-01-01,8
PC,TRN,CZ,2016-01-01,8
PC,TRN,DE,2000-01-01,7
PC,TRN,DE,2001-01-01,7
PC,TRN,DE,2002-01-01,7
PC,TRN,DE,2003-01-01,7
PC,TRN,DE,2004-01-01,7
PC,TRN,DE,2005-01-01,7
PC,TRN,DE,2006-01-01,7
PC,TRN,DE,2007-01-01,7
PC,TRN,DE,2008-01-01,8
PC,TRN,DE,2009-01-01,7
PC,TRN,DE,2010-01-01,8
PC,TRN,DE,2011-01-01,8
PC,TRN,DE,2012-01-01,8
PC,TRN,DE,2013-01-01,8
PC,TRN,DE,2014-01-01,8
PC,TRN,DE,2015-01-01,8
PC,TRN,DE,2016-01-01,8
PC,TRN,DK,2000-01-01,8
PC,TRN,DK,2001-01-01,9
PC,TRN,DK,2002-01-01,9
PC,TRN,DK,2003-01-01,9
PC,TRN,DK,2004-01-01,9
PC,TRN,DK,2005-01-01,9
PC,TRN,DK,2006-01-01,9
PC,TRN,DK,2007-01-01,9
PC,TRN,DK,2008-01-01,9
PC,TRN,DK,2009-01-01,9
PC,TRN,DK,2010-01-01,9
PC,TRN,DK,2011-01-01,10
PC,TRN,DK,2012-01-01,10
PC,TRN,DK,2013-01-01,10
PC,TRN,DK,2014-01-01,9
PC,TRN,DK,2015-01-01,9
PC,TRN,DK,2016-01-01,8
PC,TRN,EE,2000-01-01,2
PC,TRN,EE,2001-01-01,1
PC,TRN,EE,2002-01-01,1
PC,TRN,EE,2003-01-01,1
PC,TRN,EE,2004-01-01,1
PC,TRN,EE,2005-01-01,1
PC,TRN,EE,2006-01-01,2
PC,TRN,EE,2007-01-01,2
PC,TRN,EE,2008-01-01,2
PC,TRN,EE,2009-01-01,1
PC,TRN,EE,2010-01-01,2
PC,TRN,EE,2011-01-01,1
PC,TRN,EE,2012-01-01,1
PC,TRN,EE,2013-01-01,1
PC,TRN,EE,2014-01-01,1
PC,TRN,EE,2015-01-01,1
PC,TRN,EE,2016-01-01,2
PC,TRN,EL,2000-01-01,2
PC,TRN,EL,2001-01-01,1
PC,TRN,EL,2002-01-01,1
PC,TRN,EL,2003-01-01,1
PC,TRN,EL,2004-01-01,1
PC,TRN,EL,2005-01-01,1
PC,TRN,EL,2006-01-01,1
PC,TRN,EL,2007-01-01,1
PC,TRN,EL,2008-01-01,1
PC,TRN,EL,2009-01-01,1
PC,TRN,EL,2010-01-01,1
PC,TRN,EL,2011-01-01,0
PC,TRN,EL,2012-01-01,0
PC,TRN,EL,2013-01-01,0
PC,TRN,EL,2014-01-01,0
PC,TRN,EL,2015-01-01,1
PC,TRN,EL,2016-01-01,1
PC,TRN,ES,2000-01-01,5
PC,TRN,ES,2001-01-01,5
PC,TRN,ES,2002-01-01,5
PC,TRN,ES,2003-01-01,5
PC,TRN,ES,2004-01-01,5
PC,TRN,ES,2005-01-01,5
PC,TRN,ES,2006-01-01,5
PC,TRN,ES,2007-01-01,5
PC,TRN,ES,2008-01-01,5
PC,TRN,ES,2009-01-01,5
PC,TRN,ES,2010-01-01,5
PC,TRN,ES,2011-01-01,5
PC,TRN,ES,2012-01-01,5
PC,TRN,ES,2013-01-01,6
PC,TRN,ES,2014-01-01,6
PC,TRN,ES,2015-01-01,6
PC,TRN,ES,2016-01-01,6
PC,TRN,EU27,2000-01-01,7
PC,TRN,EU27,2001-01-01,7
PC,TRN,EU27,2002-01-01,6
PC,TRN,EU27,2003-01-01,6
PC,TRN,EU27,2004-01-01,6
PC,TRN,EU27,2005-01-01,6
PC,TRN,EU27,2006-01-01,7
PC,TRN,EU27,2007-01-01,7
PC,TRN,EU27,2008-01-01,7
PC,TRN,EU27,2009-01-01,7
PC,TRN,EU27,2010-01-01,7
PC,TRN,EU27,2011-01-01,7
PC,TRN,EU27,2012-01-01,7
PC,TRN,EU27,2013-01-01,7
PC,TRN,EU27,2014-01-01,7
PC,TRN,EU27,2015-01-01,7
PC,TRN,EU27,2016-01-01,7
PC,TRN,EU28,2000-01-01,7
PC,TRN,EU28,2001-01-01,7
PC,TRN,EU28,2002-01-01,6
PC,TRN,EU28,2003-01-01,6
PC,TRN,EU28,2004-01-01,6
PC,TRN,EU28,2005-01-01,6
PC,TRN,EU28,2006-01-01,7
PC,TRN,EU28,2007-01-01,7
PC,TRN,EU28,2008-01-01,7
PC,TRN,EU28,2009-01-01,7
PC,TRN,EU28,2010-01-01,7
PC,TRN,EU28,2011-01-01,7
PC,TRN,EU28,2012-01-01,7
PC,TRN,EU28,2013-01-01,7
PC,TRN,EU28,2014-01-01,7
PC,TRN,EU28,2015-01-01,7
PC,TRN,EU28,2016-01-01,7
PC,TRN,FI,2000-01-01,5
PC,TRN,FI,2001-01-01,4
PC,TRN,FI,2002-01-01,4
PC,TRN,FI,2003-01-01,4
PC,TRN,FI,2004-01-01,4
PC,TRN,FI,2005-01-01,4
PC,TRN,FI,2006-01-01,4
PC,TRN,FI,2007-01-01,5
PC,TRN,FI,2008-01-01,5
PC,TRN,FI,2009-01-01,5
PC,TRN,FI,2010-01-01,5
PC,TRN,FI,2011-01-01,5
PC,TRN,FI,2012-01-01,5
PC,TRN,FI,2013-01-01,5
PC,TRN,FI,2014-01-01,5
PC,TRN,FI,2015-01-01,5
PC,TRN,FI,2016-01-01,5
PC,TRN,FR,2000-01-01,8
PC,TRN,FR,2001-01-01,8
PC,TRN,FR,2002-01-01,8
PC,TRN,FR,2003-01-01,8
PC,TRN,FR,2004-01-01,8
PC,TRN,FR,2005-01-01,9
PC,TRN,FR,2006-01-01,9
PC,TRN,FR,2007-01-01,9
PC,TRN,FR,2008-01-01,10
PC,TRN,FR,2009-01-01,9
PC,TRN,FR,2010-01-01,9
PC,TRN,FR,2011-01-01,9
PC,TRN,FR,2012-01-01,9
PC,TRN,FR,2013-01-01,10
PC,TRN,FR,2014-01-01,10
PC,TRN,FR,2015-01-01,10
PC,TRN,FR,2016-01-01,9
PC,TRN,HR,2000-01-01,5
PC,TRN,HR,2001-01-01,4
PC,TRN,HR,2002-01-01,4
PC,TRN,HR,2003-01-01,4
PC,TRN,HR,2004-01-01,4
PC,TRN,HR,2005-01-01,4
PC,TRN,HR,2006-01-01,4
PC,TRN,HR,2007-01-01,5
PC,TRN,HR,2008-01-01,5
PC,TRN,HR,2009-01-01,5
PC,TRN,HR,2010-01-01,5
PC,TRN,HR,2011-01-01,4
PC,TRN,HR,2012-01-01,3
PC,TRN,HR,2013-01-01,3
PC,TRN,HR,2014-01-01,3
PC,TRN,HR,2015-01-01,3
PC,TRN,HR,2016-01-01,2
PC,TRN,HU,2000-01-01,13
PC,TRN,HU,2001-01-01,13
PC,TRN,HU,2002-01-01,13
PC,TRN,HU,2003-01-01,13
PC,TRN,HU,2004-01-01,13
PC,TRN,HU,2005-01-01,12
PC,TRN,HU,2006-01-01,11
PC,TRN,HU,2007-01-01,11
PC,TRN,HU,2008-01-01,10
PC,TRN,HU,2009-01-01,10
PC,TRN,HU,2010-01-01,10
PC,TRN,HU,2011-01-01,10
PC,TRN,HU,2012-01-01,10
PC,TRN,HU,2013-01-01,10
PC,TRN,HU,2014-01-01,9
PC,TRN,HU,2015-01-01,9
PC,TRN,HU,2016-01-01,9
PC,TRN,IE,2000-01-01,3
PC,TRN,IE,2001-01-01,3
PC,TRN,IE,2002-01-01,3
PC,TRN,IE,2003-01-01,3
PC,TRN,IE,2004-01-01,3
PC,TRN,IE,2005-01-01,3
PC,TRN,IE,2006-01-01,3
PC,TRN,IE,2007-01-01,3
PC,TRN,IE,2008-01-01,3
PC,TRN,IE,2009-01-01,2
PC,TRN,IE,2010-01-01,2
PC,TRN,IE,2011-01-01,3
PC,TRN,IE,2012-01-01,2
PC,TRN,IE,2013-01-01,2
PC,TRN,IE,2014-01-01,2
PC,TRN,IE,2015-01-01,3
PC,TRN,IE,2016-01-01,2
PC,TRN,IS,2000-01-01,
PC,TRN,IS,2001-01-01,
PC,TRN,IS,2002-01-01,
PC,TRN,IS,2003-01-01,
PC,TRN,IS,2004-01-01,
PC,TRN,IS,2005-01-01,
PC,TRN,IS,2006-01-01,
PC,TRN,IS,2007-01-01,
PC,TRN,IS,2008-01-01,
PC,TRN,IS,2009-01-01,
PC,TRN,IS,2010-01-01,
PC,TRN,IS,2011-01-01,
PC,TRN,IS,2012-01-01,
PC,TRN,IS,2013-01-01,
PC,TRN,IS,2014-01-01,
PC,TRN,IS,2015-01-01,
PC,TRN,IS,2016-01-01,
PC,TRN,IT,2000-01-01,5
PC,TRN,IT,2001-01-01,5
PC,TRN,IT,2002-01-01,5
PC,TRN,IT,2003-01-01,5
PC,TRN,IT,2004-01-01,5
PC,TRN,IT,2005-01-01,6
PC,TRN,IT,2006-01-01,6
PC,TRN,IT,2007-01-01,6
PC,TRN,IT,2008-01-01,6
PC,TRN,IT,2009-01-01,5
PC,TRN,IT,2010-01-01,5
PC,TRN,IT,2011-01-01,5
PC,TRN,IT,2012-01-01,6
PC,TRN,IT,2013-01-01,6
PC,TRN,IT,2014-01-01,6
PC,TRN,IT,2015-01-01,6
PC,TRN,IT,2016-01-01,6
PC,TRN,LT,2000-01-01,3
PC,TRN,LT,2001-01-01,2
PC,TRN,LT,2002-01-01,2
PC,TRN,LT,2003-01-01,1
PC,TRN,LT,2004-01-01,1
PC,TRN,LT,2005-01-01,0
PC,TRN,LT,2006-01-01,0
PC,TRN,LT,2007-01-01,0
PC,TRN,LT,2008-01-01,0
PC,TRN,LT,2009-01-01,0
PC,TRN,LT,2010-01-01,0
PC,TRN,LT,2011-01-01,0
PC,TRN,LT,2012-01-01,0
PC,TRN,LT,2013-01-01,0
PC,TRN,LT,2014-01-01,1
PC,TRN,LT,2015-01-01,0
PC,TRN,LT,2016-01-01,1
PC,TRN,LU,2000-01-01,5
PC,TRN,LU,2001-01-01,5
PC,TRN,LU,2002-01-01,3
PC,TRN,LU,2003-01-01,3
PC,TRN,LU,2004-01-01,3
PC,TRN,LU,2005-01-01,3
PC,TRN,LU,2006-01-01,3
PC,TRN,LU,2007-01-01,4
PC,TRN,LU,2008-01-01,4
PC,TRN,LU,2009-01-01,4
PC,TRN,LU,2010-01-01,4
PC,TRN,LU,2011-01-01,4
PC,TRN,LU,2012-01-01,4
PC,TRN,LU,2013-01-01,4
PC,TRN,LU,2014-01-01,4
PC,TRN,LU,2015-01-01,4
PC,TRN,LU,2016-01-01,4
PC,TRN,LV,2000-01-01,4
PC,TRN,LV,2001-01-01,4
PC,TRN,LV,2002-01-01,5
PC,TRN,LV,2003-01-01,5
PC,TRN,LV,2004-01-01,5
PC,TRN,LV,2005-01-01,5
PC,TRN,LV,2006-01-01,5
PC,TRN,LV,2007-01-01,4
PC,TRN,LV,2008-01-01,5
PC,TRN,LV,2009-01-01,4
PC,TRN,LV,2010-01-01,4
PC,TRN,LV,2011-01-01,4
PC,TRN,LV,2012-01-01,4
PC,TRN,LV,2013-01-01,4
PC,TRN,LV,2014-01-01,4
PC,TRN,LV,2015-01-01,3
PC,TRN,LV,2016-01-01,3
PC,TRN,MK,2000-01-01,2
PC,TRN,MK,2001-01-01,2
PC,TRN,MK,2002-01-01,1
PC,TRN,MK,2003-01-01,1
PC,TRN,MK,2004-01-01,1
PC,TRN,MK,2005-01-01,1
PC,TRN,MK,2006-01-01,1
PC,TRN,MK,2007-01-01,2
PC,TRN,MK,2008-01-01,2
PC,TRN,MK,2009-01-01,2
PC,TRN,MK,2010-01-01,2
PC,TRN,MK,2011-01-01,2
PC,TRN,MK,2012-01-01,1
PC,TRN,MK,2013-01-01,1
PC,TRN,MK,2014-01-01,1
PC,TRN,MK,2015-01-01,2
PC,TRN,MK,2016-01-01,1
PC,TRN,MT,2000-01-01,
PC,TRN,MT,2001-01-01,
PC,TRN,MT,2002-01-01,
PC,TRN,MT,2003-01-01,
PC,TRN,MT,2004-01-01,
PC,TRN,MT,2005-01-01,
PC,TRN,MT,2006-01-01,
PC,TRN,MT,2007-01-01,
PC,TRN,MT,2008-01-01,
PC,TRN,MT,2009-01-01,
PC,TRN,MT,2010-01-01,
PC,TRN,MT,2011-01-01,
PC,TRN,MT,2012-01-01,
PC,TRN,MT,2013-01-01,
PC,TRN,MT,2014-01-01,
PC,TRN,MT,2015-01-01,
PC,TRN,MT,2016-01-01,
PC,TRN,NL,2000-01-01,9
PC,TRN,NL,2001-01-01,9
PC,TRN,NL,2002-01-01,9
PC,TRN,NL,2003-01-01,8
PC,TRN,NL,2004-01-01,8
PC,TRN,NL,2005-01-01,9
PC,TRN,NL,2006-01-01,9
PC,TRN,NL,2007-01-01,9
PC,TRN,NL,2008-01-01,9
PC,TRN,NL,2009-01-01,9
PC,TRN,NL,2010-01-01,10
PC,TRN,NL,2011-01-01,10
PC,TRN,NL,2012-01-01,10
PC,TRN,NL,2013-01-01,11
PC,TRN,NL,2014-01-01,11
PC,TRN,NL,2015-01-01,10
PC,TRN,NL,2016-01-01,11
PC,TRN,NO,2000-01-01,4
PC,TRN,NO,2001-01-01,4
PC,TRN,NO,2002-01-01,4
PC,TRN,NO,2003-01-01,4
PC,TRN,NO,2004-01-01,4
PC,TRN,NO,2005-01-01,4
PC,TRN,NO,2006-01-01,4
PC,TRN,NO,2007-01-01,4
PC,TRN,NO,2008-01-01,4
PC,TRN,NO,2009-01-01,4
PC,TRN,NO,2010-01-01,4
PC,TRN,NO,2011-01-01,4
PC,TRN,NO,2012-01-01,4
PC,TRN,NO,2013-01-01,4
PC,TRN,NO,2014-01-01,4
PC,TRN,NO,2015-01-01,4
PC,TRN,NO,2016-01-01,5
PC,TRN,PL,2000-01-01,11
PC,TRN,PL,2001-01-01,10
PC,TRN,PL,2002-01-01,9
PC,TRN,PL,2003-01-01,9
PC,TRN,PL,2004-01-01,8
PC,TRN,PL,2005-01-01,8
PC,TRN,PL,2006-01-01,8
PC,TRN,PL,2007-01-01,8
PC,TRN,PL,2008-01-01,8
PC,TRN,PL,2009-01-01,7
PC,TRN,PL,2010-01-01,7
PC,TRN,PL,2011-01-01,6
PC,TRN,PL,2012-01-01,7
PC,TRN,PL,2013-01-01,6
PC,TRN,PL,2014-01-01,6
PC,TRN,PL,2015-01-01,6
PC,TRN,PL,2016-01-01,7
PC,TRN,PT,2000-01-01,4
PC,TRN,PT,2001-01-01,4
PC,TRN,PT,2002-01-01,4
PC,TRN,PT,2003-01-01,3
PC,TRN,PT,2004-01-01,3
PC,TRN,PT,2005-01-01,4
PC,TRN,PT,2006-01-01,4
PC,TRN,PT,2007-01-01,4
PC,TRN,PT,2008-01-01,4
PC,TRN,PT,2009-01-01,4
PC,TRN,PT,2010-01-01,4
PC,TRN,PT,2011-01-01,4
PC,TRN,PT,2012-01-01,4
PC,TRN,PT,2013-01-01,4
PC,TRN,PT,2014-01-01,4
PC,TRN,PT,2015-01-01,4
PC,TRN,PT,2016-01-01,4
PC,TRN,RO,2000-01-01,16
PC,TRN,RO,2001-01-01,15
PC,TRN,RO,2002-01-01,11
PC,TRN,RO,2003-01-01,11
PC,TRN,RO,2004-01-01,11
PC,TRN,RO,2005-01-01,9
PC,TRN,RO,2006-01-01,9
PC,TRN,RO,2007-01-01,8
PC,TRN,RO,2008-01-01,7
PC,TRN,RO,2009-01-01,6
PC,TRN,RO,2010-01-01,5
PC,TRN,RO,2011-01-01,5
PC,TRN,RO,2012-01-01,4
PC,TRN,RO,2013-01-01,4
PC,TRN,RO,2014-01-01,4
PC,TRN,RO,2015-01-01,4
PC,TRN,RO,2016-01-01,4
PC,TRN,SE,2000-01-01,6
PC,TRN,SE,2001-01-01,7
PC,TRN,SE,2002-01-01,7
PC,TRN,SE,2003-01-01,7
PC,TRN,SE,2004-01-01,6
PC,TRN,SE,2005-01-01,7
PC,TRN,SE,2006-01-01,7
PC,TRN,SE,2007-01-01,7
PC,TRN,SE,2008-01-01,8
PC,TRN,SE,2009-01-01,8
PC,TRN,SE,2010-01-01,8
PC,TRN,SE,2011-01-01,8
PC,TRN,SE,2012-01-01,9
PC,TRN,SE,2013-01-01,9
PC,TRN,SE,2014-01-01,9
PC,TRN,SE,2015-01-01,9
PC,TRN,SE,2016-01-01,9
PC,TRN,SI,2000-01-01,2
PC,TRN,SI,2001-01-01,2
PC,TRN,SI,2002-01-01,3
PC,TRN,SI,2003-01-01,3
PC,TRN,SI,2004-01-01,2
PC,TRN,SI,2005-01-01,2
PC,TRN,SI,2006-01-01,2
PC,TRN,SI,2007-01-01,2
PC,TRN,SI,2008-01-01,2
PC,TRN,SI,2009-01-01,2
PC,TRN,SI,2010-01-01,2
PC,TRN,SI,2011-01-01,2
PC,TRN,SI,2012-01-01,2
PC,TRN,SI,2013-01-01,2
PC,TRN,SI,2014-01-01,2
PC,TRN,SI,2015-01-01,2
PC,TRN,SI,2016-01-01,2
PC,TRN,SK,2000-01-01,7
PC,TRN,SK,2001-01-01,7
PC,TRN,SK,2002-01-01,7
PC,TRN,SK,2003-01-01,6
PC,TRN,SK,2004-01-01,6
PC,TRN,SK,2005-01-01,5
PC,TRN,SK,2006-01-01,5
PC,TRN,SK,2007-01-01,6
PC,TRN,SK,2008-01-01,6
PC,TRN,SK,2009-01-01,6
PC,TRN,SK,2010-01-01,6
PC,TRN,SK,2011-01-01,7
PC,TRN,SK,2012-01-01,7
PC,TRN,SK,2013-01-01,7
PC,TRN,SK,2014-01-01,7
PC,TRN,SK,2015-01-01,9
PC,TRN,SK,2016-01-01,9
PC,TRN,TR,2000-01-01,3
PC,TRN,TR,2001-01-01,3
PC,TRN,TR,2002-01-01,3
PC,TRN,TR,2003-01-01,3
PC,TRN,TR,2004-01-01,2
PC,TRN,TR,2005-01-01,2
PC,TRN,TR,2006-01-01,2
PC,TRN,TR,2007-01-01,2
PC,TRN,TR,2008-01-01,2
PC,TRN,TR,2009-01-01,2
PC,TRN,TR,2010-01-01,2
PC,TRN,TR,2011-01-01,2
PC,TRN,TR,2012-01-01,1
PC,TRN,TR,2013-01-01,1
PC,TRN,TR,2014-01-01,1
PC,TRN,TR,2015-01-01,1
PC,TRN,TR,2016-01-01,1
PC,TRN,UK,2000-01-01,5
PC,TRN,UK,2001-01-01,5
PC,TRN,UK,2002-01-01,5
PC,TRN,UK,2003-01-01,5
PC,TRN,UK,2004-01-01,5
PC,TRN,UK,2005-01-01,5
PC,TRN,UK,2006-01-01,6
PC,TRN,UK,2007-01-01,6
PC,TRN,UK,2008-01-01,6
PC,TRN,UK,2009-01-01,6
PC,TRN,UK,2010-01-01,7
PC,TRN,UK,2011-01-01,7
PC,TRN,UK,2012-01-01,8
PC,TRN,UK,2013-01-01,8
PC,TRN,UK,2014-01-01,8
PC,TRN,UK,2015-01-01,8
PC,TRN,UK,2016-01-01,8
PC,TRN_BUS_TOT_AVD,AT,2000-01-01,21
PC,TRN_BUS_TOT_AVD,AT,2001-01-01,20
PC,TRN_BUS_TOT_AVD,AT,2002-01-01,20
PC,TRN_BUS_TOT_AVD,AT,2003-01-01,20
PC,TRN_BUS_TOT_AVD,AT,2004-01-01,20
PC,TRN_BUS_TOT_AVD,AT,2005-01-01,20
PC,TRN_BUS_TOT_AVD,AT,2006-01-01,20
PC,TRN_BUS_TOT_AVD,AT,2007-01-01,21
PC,TRN_BUS_TOT_AVD,AT,2008-01-01,21
PC,TRN_BUS_TOT_AVD,AT,2009-01-01,21
PC,TRN_BUS_TOT_AVD,AT,2010-01-01,21
PC,TRN_BUS_TOT_AVD,AT,2011-01-01,21
PC,TRN_BUS_TOT_AVD,AT,2012-01-01,22
PC,TRN_BUS_TOT_AVD,AT,2013-01-01,22
PC,TRN_BUS_TOT_AVD,AT,2014-01-01,22
PC,TRN_BUS_TOT_AVD,AT,2015-01-01,22
PC,TRN_BUS_TOT_AVD,AT,2016-01-01,22
PC,TRN_BUS_TOT_AVD,BE,2000-01-01,17
PC,TRN_BUS_TOT_AVD,BE,2001-01-01,17
PC,TRN_BUS_TOT_AVD,BE,2002-01-01,18
PC,TRN_BUS_TOT_AVD,BE,2003-01-01,19
PC,TRN_BUS_TOT_AVD,BE,2004-01-01,20
PC,TRN_BUS_TOT_AVD,BE,2005-01-01,20
PC,TRN_BUS_TOT_AVD,BE,2006-01-01,20
PC,TRN_BUS_TOT_AVD,BE,2007-01-01,21
PC,TRN_BUS_TOT_AVD,BE,2008-01-01,20
PC,TRN_BUS_TOT_AVD,BE,2009-01-01,20
PC,TRN_BUS_TOT_AVD,BE,2010-01-01,20
PC,TRN_BUS_TOT_AVD,BE,2011-01-01,20
PC,TRN_BUS_TOT_AVD,BE,2012-01-01,20
PC,TRN_BUS_TOT_AVD,BE,2013-01-01,20
PC,TRN_BUS_TOT_AVD,BE,2014-01-01,19
PC,TRN_BUS_TOT_AVD,BE,2015-01-01,18
PC,TRN_BUS_TOT_AVD,BE,2016-01-01,18
PC,TRN_BUS_TOT_AVD,BG,2000-01-01,39
PC,TRN_BUS_TOT_AVD,BG,2001-01-01,38
PC,TRN_BUS_TOT_AVD,BG,2002-01-01,38
PC,TRN_BUS_TOT_AVD,BG,2003-01-01,33
PC,TRN_BUS_TOT_AVD,BG,2004-01-01,30
PC,TRN_BUS_TOT_AVD,BG,2005-01-01,29
PC,TRN_BUS_TOT_AVD,BG,2006-01-01,27
PC,TRN_BUS_TOT_AVD,BG,2007-01-01,26
PC,TRN_BUS_TOT_AVD,BG,2008-01-01,24
PC,TRN_BUS_TOT_AVD,BG,2009-01-01,20
PC,TRN_BUS_TOT_AVD,BG,2010-01-01,20
PC,TRN_BUS_TOT_AVD,BG,2011-01-01,19
PC,TRN_BUS_TOT_AVD,BG,2012-01-01,17
PC,TRN_BUS_TOT_AVD,BG,2013-01-01,16
PC,TRN_BUS_TOT_AVD,BG,2014-01-01,17
PC,TRN_BUS_TOT_AVD,BG,2015-01-01,16
PC,TRN_BUS_TOT_AVD,BG,2016-01-01,16
PC,TRN_BUS_TOT_AVD,CH,2000-01-01,18
PC,TRN_BUS_TOT_AVD,CH,2001-01-01,19
PC,TRN_BUS_TOT_AVD,CH,2002-01-01,19
PC,TRN_BUS_TOT_AVD,CH,2003-01-01,20
PC,TRN_BUS_TOT_AVD,CH,2004-01-01,20
PC,TRN_BUS_TOT_AVD,CH,2005-01-01,21
PC,TRN_BUS_TOT_AVD,CH,2006-01-01,22
PC,TRN_BUS_TOT_AVD,CH,2007-01-01,22
PC,TRN_BUS_TOT_AVD,CH,2008-01-01,22
PC,TRN_BUS_TOT_AVD,CH,2009-01-01,22
PC,TRN_BUS_TOT_AVD,CH,2010-01-01,22
PC,TRN_BUS_TOT_AVD,CH,2011-01-01,25
PC,TRN_BUS_TOT_AVD,CH,2012-01-01,24
PC,TRN_BUS_TOT_AVD,CH,2013-01-01,25
PC,TRN_BUS_TOT_AVD,CH,2014-01-01,25
PC,TRN_BUS_TOT_AVD,CH,2015-01-01,25
PC,TRN_BUS_TOT_AVD,CH,2016-01-01,25
PC,TRN_BUS_TOT_AVD,CY,2000-01-01,22
PC,TRN_BUS_TOT_AVD,CY,2001-01-01,22
PC,TRN_BUS_TOT_AVD,CY,2002-01-01,22
PC,TRN_BUS_TOT_AVD,CY,2003-01-01,23
PC,TRN_BUS_TOT_AVD,CY,2004-01-01,21
PC,TRN_BUS_TOT_AVD,CY,2005-01-01,20
PC,TRN_BUS_TOT_AVD,CY,2006-01-01,20
PC,TRN_BUS_TOT_AVD,CY,2007-01-01,19
PC,TRN_BUS_TOT_AVD,CY,2008-01-01,18
PC,TRN_BUS_TOT_AVD,CY,2009-01-01,17
PC,TRN_BUS_TOT_AVD,CY,2010-01-01,18
PC,TRN_BUS_TOT_AVD,CY,2011-01-01,18
PC,TRN_BUS_TOT_AVD,CY,2012-01-01,18
PC,TRN_BUS_TOT_AVD,CY,2013-01-01,18
PC,TRN_BUS_TOT_AVD,CY,2014-01-01,18
PC,TRN_BUS_TOT_AVD,CY,2015-01-01,18
PC,TRN_BUS_TOT_AVD,CY,2016-01-01,18
PC,TRN_BUS_TOT_AVD,CZ,2000-01-01,26
PC,TRN_BUS_TOT_AVD,CZ,2001-01-01,28
PC,TRN_BUS_TOT_AVD,CZ,2002-01-01,26
PC,TRN_BUS_TOT_AVD,CZ,2003-01-01,24
PC,TRN_BUS_TOT_AVD,CZ,2004-01-01,23
PC,TRN_BUS_TOT_AVD,CZ,2005-01-01,24
