unit,geotime,date,value
MIO_PER,AL,2008-01-01,
MIO_PER,AL,2009-01-01,
MIO_PER,AL,2010-01-01,
MIO_PER,AL,2011-01-01,
MIO_PER,AL,2012-01-01,
MIO_PER,AL,2013-01-01,
MIO_PER,AL,2014-01-01,
MIO_PER,AL,2015-01-01,
MIO_PER,AL,2016-01-01,
MIO_PER,AL,2017-01-01,0.0
MIO_PER,AL,2018-01-01,
MIO_PER,AT,2008-01-01,
MIO_PER,AT,2009-01-01,
MIO_PER,AT,2010-01-01,
MIO_PER,AT,2011-01-01,
MIO_PER,AT,2012-01-01,
MIO_PER,AT,2013-01-01,
MIO_PER,AT,2014-01-01,
MIO_PER,AT,2015-01-01,1.94
MIO_PER,AT,2016-01-01,
MIO_PER,AT,2017-01-01,1.94
MIO_PER,AT,2018-01-01,1.94
MIO_PER,BE,2008-01-01,
MIO_PER,BE,2009-01-01,
MIO_PER,BE,2010-01-01,
MIO_PER,BE,2011-01-01,
MIO_PER,BE,2012-01-01,
MIO_PER,BE,2013-01-01,
MIO_PER,BE,2014-01-01,
MIO_PER,BE,2015-01-01,10.074
MIO_PER,BE,2016-01-01,
MIO_PER,BE,2017-01-01,8.439
MIO_PER,BE,2018-01-01,11.18
MIO_PER,BG,2008-01-01,
MIO_PER,BG,2009-01-01,
MIO_PER,BG,2010-01-01,
MIO_PER,BG,2011-01-01,
MIO_PER,BG,2012-01-01,
MIO_PER,BG,2013-01-01,
MIO_PER,BG,2014-01-01,
MIO_PER,BG,2015-01-01,2.601
MIO_PER,BG,2016-01-01,
MIO_PER,BG,2017-01-01,2.601
MIO_PER,BG,2018-01-01,2.601
MIO_PER,CH,2008-01-01,
MIO_PER,CH,2009-01-01,
MIO_PER,CH,2010-01-01,
MIO_PER,CH,2011-01-01,
MIO_PER,CH,2012-01-01,
MIO_PER,CH,2013-01-01,
MIO_PER,CH,2014-01-01,
MIO_PER,CH,2015-01-01,
MIO_PER,CH,2016-01-01,
MIO_PER,CH,2017-01-01,0.001
MIO_PER,CH,2018-01-01,
MIO_PER,CY,2008-01-01,
MIO_PER,CY,2009-01-01,
MIO_PER,CY,2010-01-01,
MIO_PER,CY,2011-01-01,
MIO_PER,CY,2012-01-01,
MIO_PER,CY,2013-01-01,
MIO_PER,CY,2014-01-01,
MIO_PER,CY,2015-01-01,0.0
MIO_PER,CY,2016-01-01,
