sector,s_adj,na_item,unit,geo\time,date,value
S14_S15,SCA,SRG_S14_S15,PC,PT,2016-07-01,5.09 
S14_S15,SCA,SRG_S14_S15,PC,PT,2016-10-01,4.79 
S14_S15,SCA,SRG_S14_S15,PC,PT,2017-01-01,3.89 
S14_S15,SCA,SRG_S14_S15,PC,PT,2017-04-01,6.95 
S14_S15,SCA,SRG_S14_S15,PC,PT,2017-07-01,2.35 
S14_S15,SCA,SRG_S14_S15,PC,PT,2017-10-01,5.53 
S14_S15,SCA,SRG_S14_S15,PC,PT,2018-01-01,6.51 
S14_S15,SCA,SRG_S14_S15,PC,PT,2018-04-01,7.54 
S14_S15,SCA,SRG_S14_S15,PC,SE,2015-07-01,17.56
S14_S15,SCA,SRG_S14_S15,PC,SE,2015-10-01,17.38
S14_S15,SCA,SRG_S14_S15,PC,SE,2016-01-01,17.55 
S14_S15,SCA,SRG_S14_S15,PC,SE,2016-04-01,21.14 
S14_S15,SCA,SRG_S14_S15,PC,SE,2016-07-01,17.97 
S14_S15,SCA,SRG_S14_S15,PC,SE,2016-10-01,18.01 
S14_S15,SCA,SRG_S14_S15,PC,SE,2017-01-01,18.13 
S14_S15,SCA,SRG_S14_S15,PC,SE,2017-04-01,18.16 
S14_S15,SCA,SRG_S14_S15,PC,SE,2017-07-01,17.98 
S14_S15,SCA,SRG_S14_S15,PC,SE,2017-10-01,17.88 
S14_S15,SCA,SRG_S14_S15,PC,SE,2018-01-01,17.97 
S14_S15,SCA,SRG_S14_S15,PC,SE,2018-04-01,18.00 
S14_S15,SCA,SRG_S14_S15,PC,UK,2015-07-01,10.2
S14_S15,SCA,SRG_S14_S15,PC,UK,2015-10-01,9.38
S14_S15,SCA,SRG_S14_S15,PC,UK,2016-01-01,7.77 
S14_S15,SCA,SRG_S14_S15,PC,UK,2016-04-01,7.28 
S14_S15,SCA,SRG_S14_S15,PC,UK,2016-07-01,7.15 
S14_S15,SCA,SRG_S14_S15,PC,UK,2016-10-01,4.74 
S14_S15,SCA,SRG_S14_S15,PC,UK,2017-01-01,3.20 
S14_S15,SCA,SRG_S14_S15,PC,UK,2017-04-01,4.96 
S14_S15,SCA,SRG_S14_S15,PC,UK,2017-07-01,4.56 
S14_S15,SCA,SRG_S14_S15,PC,UK,2017-10-01,4.66 
S14_S15,SCA,SRG_S14_S15,PC,UK,2018-01-01,4.35 
S14_S15,SCA,SRG_S14_S15,PC,UK,2018-04-01,: 
