unit,na_item,geotime,date,value
CP_MNAC,P31_S14_S15,AT,1995-01-01,97026.2
CP_MNAC,P31_S14_S15,AT,1996-01-01,101324.9
CP_MNAC,P31_S14_S15,AT,1997-01-01,103349.5
CP_MNAC,P31_S14_S15,AT,1998-01-01,106624.2
CP_MNAC,P31_S14_S15,AT,1999-01-01,109328.9
CP_MNAC,P31_S14_S15,AT,2000-01-01,115062.8
CP_MNAC,P31_S14_S15,AT,2001-01-01,119328.7
CP_MNAC,P31_S14_S15,AT,2002-01-01,121393.8
CP_MNAC,P31_S14_S15,AT,2003-01-01,125399.1
CP_MNAC,P31_S14_S15,AT,2004-01-01,130533.5
CP_MNAC,P31_S14_S15,AT,2005-01-01,136717.1
CP_MNAC,P31_S14_S15,AT,2006-01-01,142523.5
CP_MNAC,P31_S14_S15,AT,2007-01-01,147713.2
CP_MNAC,P31_S14_S15,AT,2008-01-01,152242.9
CP_MNAC,P31_S14_S15,AT,2009-01-01,154050.5
CP_MNAC,P31_S14_S15,AT,2010-01-01,158310.4
CP_MNAC,P31_S14_S15,AT,2011-01-01,165545.9
CP_MNAC,P31_S14_S15,AT,2012-01-01,170351.3
CP_MNAC,P31_S14_S15,AT,2013-01-01,173819.5
CP_MNAC,P31_S14_S15,AT,2014-01-01,177888.2
CP_MNAC,P31_S14_S15,AT,2015-01-01,181367.6
CP_MNAC,P31_S14_S15,AT,2016-01-01,186369.9
CP_MNAC,P31_S14_S15,AT,2017-01-01,192316.1
CP_MNAC,P31_S14_S15,BE,1995-01-01,113384.0
CP_MNAC,P31_S14_S15,BE,1996-01-01,116606.9
CP_MNAC,P31_S14_S15,BE,1997-01-01,120491.2
CP_MNAC,P31_S14_S15,BE,1998-01-01,125256.8
CP_MNAC,P31_S14_S15,BE,1999-01-01,128148.4
CP_MNAC,P31_S14_S15,BE,2000-01-01,136102.8
CP_MNAC,P31_S14_S15,BE,2001-01-01,140290.9
CP_MNAC,P31_S14_S15,BE,2002-01-01,142798.3
CP_MNAC,P31_S14_S15,BE,2003-01-01,145800.4
CP_MNAC,P31_S14_S15,BE,2004-01-01,151649.0
CP_MNAC,P31_S14_S15,BE,2005-01-01,157661.2
CP_MNAC,P31_S14_S15,BE,2006-01-01,164948.7
CP_MNAC,P31_S14_S15,BE,2007-01-01,172866.1
CP_MNAC,P31_S14_S15,BE,2008-01-01,181392.3
CP_MNAC,P31_S14_S15,BE,2009-01-01,181545.7
CP_MNAC,P31_S14_S15,BE,2010-01-01,189692.9
CP_MNAC,P31_S14_S15,BE,2011-01-01,196069.2
CP_MNAC,P31_S14_S15,BE,2012-01-01,201182.2
CP_MNAC,P31_S14_S15,BE,2013-01-01,204384.8
CP_MNAC,P31_S14_S15,BE,2014-01-01,206748.0
CP_MNAC,P31_S14_S15,BE,2015-01-01,210021.9
CP_MNAC,P31_S14_S15,BE,2016-01-01,217405.4
CP_MNAC,P31_S14_S15,BE,2017-01-01,223857.5
CP_MNAC,P31_S14_S15,BG,1995-01-01,733.6
CP_MNAC,P31_S14_S15,BG,1996-01-01,1614.6
CP_MNAC,P31_S14_S15,BG,1997-01-01,12454.9
CP_MNAC,P31_S14_S15,BG,1998-01-01,14846.4
CP_MNAC,P31_S14_S15,BG,1999-01-01,16309.3
CP_MNAC,P31_S14_S15,BG,2000-01-01,18466.6
CP_MNAC,P31_S14_S15,BG,2001-01-01,21000.0
