unit,sector,na_item,geotime,date,value
MIO_NAC,S13,GD,FI,2000-01-01,57926
MIO_NAC,S13,GD,FI,2001-01-01,59186
MIO_NAC,S13,GD,FI,2002-01-01,59661
MIO_NAC,S13,GD,FI,2003-01-01,64870
MIO_NAC,S13,GD,FI,2004-01-01,67697
MIO_NAC,S13,GD,FI,2005-01-01,65759
MIO_NAC,S13,GD,FI,2006-01-01,65894
MIO_NAC,S13,GD,FI,2007-01-01,63425
MIO_NAC,S13,GD,FI,2008-01-01,63254
MIO_NAC,S13,GD,FI,2009-01-01,75482
MIO_NAC,S13,GD,FI,2010-01-01,88160
MIO_NAC,S13,GD,FI,2011-01-01,
MIO_NAC,S13,GD,FI,2012-01-01,
MIO_NAC,S13,GD,FI,2013-01-01,
MIO_NAC,S13,GD,FI,2014-01-01,
MIO_NAC,S13,GD,FI,2015-01-01,
MIO_NAC,S13,GD,FI,2016-01-01,
MIO_NAC,S13,GD,FI,2017-01-01,
MIO_NAC,S13,GD,FR,1995-01-01,683523
MIO_NAC,S13,GD,FR,1996-01-01,751340
MIO_NAC,S13,GD,FR,1997-01-01,794088
MIO_NAC,S13,GD,FR,1998-01-01,829352
MIO_NAC,S13,GD,FR,1999-01-01,847555
MIO_NAC,S13,GD,FR,2000-01-01,870626
MIO_NAC,S13,GD,FR,2001-01-01,897446
MIO_NAC,S13,GD,FR,2002-01-01,956794
MIO_NAC,S13,GD,FR,2003-01-01,1050356
MIO_NAC,S13,GD,FR,2004-01-01,1123615
MIO_NAC,S13,GD,FR,2005-01-01,1189919
MIO_NAC,S13,GD,FR,2006-01-01,1194106
MIO_NAC,S13,GD,FR,2007-01-01,1252867
MIO_NAC,S13,GD,FR,2008-01-01,1370326
MIO_NAC,S13,GD,FR,2009-01-01,1607985
MIO_NAC,S13,GD,FR,2010-01-01,1701124
MIO_NAC,S13,GD,FR,2011-01-01,
MIO_NAC,S13,GD,FR,2012-01-01,
MIO_NAC,S13,GD,FR,2013-01-01,
MIO_NAC,S13,GD,FR,2014-01-01,
MIO_NAC,S13,GD,FR,2015-01-01,
MIO_NAC,S13,GD,FR,2016-01-01,
MIO_NAC,S13,GD,FR,2017-01-01,
MIO_NAC,S13,GD,HR,1995-01-01,
MIO_NAC,S13,GD,HR,1996-01-01,
MIO_NAC,S13,GD,HR,1997-01-01,
MIO_NAC,S13,GD,HR,1998-01-01,
MIO_NAC,S13,GD,HR,1999-01-01,
MIO_NAC,S13,GD,HR,2000-01-01,63983
MIO_NAC,S13,GD,HR,2001-01-01,70835
MIO_NAC,S13,GD,HR,2002-01-01,77412
MIO_NAC,S13,GD,HR,2003-01-01,88522
MIO_NAC,S13,GD,HR,2004-01-01,100897
MIO_NAC,S13,GD,HR,2005-01-01,111028
MIO_NAC,S13,GD,HR,2006-01-01,113670
MIO_NAC,S13,GD,HR,2007-01-01,120044
MIO_NAC,S13,GD,HR,2008-01-01,135489
MIO_NAC,S13,GD,HR,2009-01-01,159895
MIO_NAC,S13,GD,HR,2010-01-01,188617
MIO_NAC,S13,GD,HR,2011-01-01,
MIO_NAC,S13,GD,HR,2012-01-01,
MIO_NAC,S13,GD,HR,2013-01-01,
MIO_NAC,S13,GD,HR,2014-01-01,
MIO_NAC,S13,GD,HR,2015-01-01,
MIO_NAC,S13,GD,HR,2016-01-01,
MIO_NAC,S13,GD,HR,2017-01-01,
MIO_NAC,S13,GD,HU,1995-01-01,4900605
MIO_NAC,S13,GD,HU,1996-01-01,5072071
MIO_NAC,S13,GD,HU,1997-01-01,5480415
MIO_NAC,S13,GD,HU,1998-01-01,6285528
MIO_NAC,S13,GD,HU,1999-01-01,6988670
MIO_NAC,S13,GD,HU,2000-01-01,7377569
MIO_NAC,S13,GD,HU,2001-01-01,8007848
MIO_NAC,S13,GD,HU,2002-01-01,9656989
MIO_NAC,S13,GD,HU,2003-01-01,11078541
MIO_NAC,S13,GD,HU,2004-01-01,12389858
MIO_NAC,S13,GD,HU,2005-01-01,13643767
MIO_NAC,S13,GD,HU,2006-01-01,15635158
MIO_NAC,S13,GD,HU,2007-01-01,16813307
MIO_NAC,S13,GD,HU,2008-01-01,19465604
MIO_NAC,S13,GD,HU,2009-01-01,20569410
MIO_NAC,S13,GD,HU,2010-01-01,21847404
MIO_NAC,S13,GD,HU,2011-01-01,
MIO_NAC,S13,GD,HU,2012-01-01,
MIO_NAC,S13,GD,HU,2013-01-01,
MIO_NAC,S13,GD,HU,2014-01-01,
MIO_NAC,S13,GD,HU,2015-01-01,
MIO_NAC,S13,GD,HU,2016-01-01,
MIO_NAC,S13,GD,HU,2017-01-01,
MIO_NAC,S13,GD,IE,1995-01-01,43060
MIO_NAC,S13,GD,IE,1996-01-01,42063
MIO_NAC,S13,GD,IE,1997-01-01,42735
MIO_NAC,S13,GD,IE,1998-01-01,41352
MIO_NAC,S13,GD,IE,1999-01-01,43212
MIO_NAC,S13,GD,IE,2000-01-01,39096
MIO_NAC,S13,GD,IE,2001-01-01,40538
MIO_NAC,S13,GD,IE,2002-01-01,41538
MIO_NAC,S13,GD,IE,2003-01-01,43564
MIO_NAC,S13,GD,IE,2004-01-01,44055
MIO_NAC,S13,GD,IE,2005-01-01,44379
MIO_NAC,S13,GD,IE,2006-01-01,43692
MIO_NAC,S13,GD,IE,2007-01-01,47147
MIO_NAC,S13,GD,IE,2008-01-01,79621
MIO_NAC,S13,GD,IE,2009-01-01,104685
MIO_NAC,S13,GD,IE,2010-01-01,144229
MIO_NAC,S13,GD,IE,2011-01-01,
MIO_NAC,S13,GD,IE,2012-01-01,
MIO_NAC,S13,GD,IE,2013-01-01,
MIO_NAC,S13,GD,IE,2014-01-01,
MIO_NAC,S13,GD,IE,2015-01-01,
MIO_NAC,S13,GD,IE,2016-01-01,
MIO_NAC,S13,GD,IE,2017-01-01,
MIO_NAC,S13,GD,IT,1995-01-01,1151539
MIO_NAC,S13,GD,IT,1996-01-01,1213535
MIO_NAC,S13,GD,IT,1997-01-01,1239878
MIO_NAC,S13,GD,IT,1998-01-01,1258222
MIO_NAC,S13,GD,IT,1999-01-01,1285054
MIO_NAC,S13,GD,IT,2000-01-01,1302548
MIO_NAC,S13,GD,IT,2001-01-01,1360285
MIO_NAC,S13,GD,IT,2002-01-01,1371679
MIO_NAC,S13,GD,IT,2003-01-01,1397460
MIO_NAC,S13,GD,IT,2004-01-01,1449656
MIO_NAC,S13,GD,IT,2005-01-01,1518639
MIO_NAC,S13,GD,IT,2006-01-01,1588072
MIO_NAC,S13,GD,IT,2007-01-01,1606203
MIO_NAC,S13,GD,IT,2008-01-01,1671400
MIO_NAC,S13,GD,IT,2009-01-01,1770229
MIO_NAC,S13,GD,IT,2010-01-01,1851816
MIO_NAC,S13,GD,IT,2011-01-01,
MIO_NAC,S13,GD,IT,2012-01-01,
MIO_NAC,S13,GD,IT,2013-01-01,
MIO_NAC,S13,GD,IT,2014-01-01,
MIO_NAC,S13,GD,IT,2015-01-01,
MIO_NAC,S13,GD,IT,2016-01-01,
MIO_NAC,S13,GD,IT,2017-01-01,
MIO_NAC,S13,GD,LT,1995-01-01,894
MIO_NAC,S13,GD,LT,1996-01-01,1351
MIO_NAC,S13,GD,LT,1997-01-01,1802
MIO_NAC,S13,GD,LT,1998-01-01,2153
MIO_NAC,S13,GD,LT,1999-01-01,2885
MIO_NAC,S13,GD,LT,2000-01-01,3139
MIO_NAC,S13,GD,LT,2001-01-01,3249
MIO_NAC,S13,GD,LT,2002-01-01,3365
MIO_NAC,S13,GD,LT,2003-01-01,3394
MIO_NAC,S13,GD,LT,2004-01-01,3404
MIO_NAC,S13,GD,LT,2005-01-01,3701
MIO_NAC,S13,GD,LT,2006-01-01,4151
MIO_NAC,S13,GD,LT,2007-01-01,4609
MIO_NAC,S13,GD,LT,2008-01-01,4762
MIO_NAC,S13,GD,LT,2009-01-01,7528
MIO_NAC,S13,GD,LT,2010-01-01,10150
MIO_NAC,S13,GD,LT,2011-01-01,
MIO_NAC,S13,GD,LT,2012-01-01,
MIO_NAC,S13,GD,LT,2013-01-01,
MIO_NAC,S13,GD,LT,2014-01-01,
MIO_NAC,S13,GD,LT,2015-01-01,
MIO_NAC,S13,GD,LT,2016-01-01,
MIO_NAC,S13,GD,LT,2017-01-01,
MIO_NAC,S13,GD,LU,1995-01-01,1520
MIO_NAC,S13,GD,LU,1996-01-01,1580
MIO_NAC,S13,GD,LU,1997-01-01,1624
MIO_NAC,S13,GD,LU,1998-01-01,1624
MIO_NAC,S13,GD,LU,1999-01-01,1627
MIO_NAC,S13,GD,LU,2000-01-01,1672
MIO_NAC,S13,GD,LU,2001-01-01,1736
MIO_NAC,S13,GD,LU,2002-01-01,1768
MIO_NAC,S13,GD,LU,2003-01-01,1817
MIO_NAC,S13,GD,LU,2004-01-01,2051
MIO_NAC,S13,GD,LU,2005-01-01,2217
MIO_NAC,S13,GD,LU,2006-01-01,2630
MIO_NAC,S13,GD,LU,2007-01-01,2868
MIO_NAC,S13,GD,LU,2008-01-01,5684
MIO_NAC,S13,GD,LU,2009-01-01,5815
MIO_NAC,S13,GD,LU,2010-01-01,7951
MIO_NAC,S13,GD,LU,2011-01-01,
MIO_NAC,S13,GD,LU,2012-01-01,
MIO_NAC,S13,GD,LU,2013-01-01,
MIO_NAC,S13,GD,LU,2014-01-01,
MIO_NAC,S13,GD,LU,2015-01-01,
MIO_NAC,S13,GD,LU,2016-01-01,
MIO_NAC,S13,GD,LU,2017-01-01,
MIO_NAC,S13,GD,LV,1995-01-01,563
MIO_NAC,S13,GD,LV,1996-01-01,620
MIO_NAC,S13,GD,LV,1997-01-01,574
MIO_NAC,S13,GD,LV,1998-01-01,542
MIO_NAC,S13,GD,LV,1999-01-01,757
MIO_NAC,S13,GD,LV,2000-01-01,829
MIO_NAC,S13,GD,LV,2001-01-01,1032
MIO_NAC,S13,GD,LV,2002-01-01,1093
MIO_NAC,S13,GD,LV,2003-01-01,1311
MIO_NAC,S13,GD,LV,2004-01-01,1550
MIO_NAC,S13,GD,LV,2005-01-01,1552
MIO_NAC,S13,GD,LV,2006-01-01,1634
MIO_NAC,S13,GD,LV,2007-01-01,1817
MIO_NAC,S13,GD,LV,2008-01-01,4426
MIO_NAC,S13,GD,LV,2009-01-01,6738
MIO_NAC,S13,GD,LV,2010-01-01,8401
MIO_NAC,S13,GD,LV,2011-01-01,
MIO_NAC,S13,GD,LV,2012-01-01,
MIO_NAC,S13,GD,LV,2013-01-01,
MIO_NAC,S13,GD,LV,2014-01-01,
MIO_NAC,S13,GD,LV,2015-01-01,
MIO_NAC,S13,GD,LV,2016-01-01,
MIO_NAC,S13,GD,LV,2017-01-01,
MIO_NAC,S13,GD,MT,1995-01-01,1044
MIO_NAC,S13,GD,MT,1996-01-01,1236
MIO_NAC,S13,GD,MT,1997-01-01,1582
MIO_NAC,S13,GD,MT,1998-01-01,1841
MIO_NAC,S13,GD,MT,1999-01-01,2361
MIO_NAC,S13,GD,MT,2000-01-01,2519
MIO_NAC,S13,GD,MT,2001-01-01,2781
MIO_NAC,S13,GD,MT,2002-01-01,2851
MIO_NAC,S13,GD,MT,2003-01-01,3285
MIO_NAC,S13,GD,MT,2004-01-01,3489
MIO_NAC,S13,GD,MT,2005-01-01,3606
MIO_NAC,S13,GD,MT,2006-01-01,3472
MIO_NAC,S13,GD,MT,2007-01-01,3584
MIO_NAC,S13,GD,MT,2008-01-01,3837
MIO_NAC,S13,GD,MT,2009-01-01,4152
MIO_NAC,S13,GD,MT,2010-01-01,4452
MIO_NAC,S13,GD,MT,2011-01-01,
MIO_NAC,S13,GD,MT,2012-01-01,
MIO_NAC,S13,GD,MT,2013-01-01,
MIO_NAC,S13,GD,MT,2014-01-01,
MIO_NAC,S13,GD,MT,2015-01-01,
MIO_NAC,S13,GD,MT,2016-01-01,
MIO_NAC,S13,GD,MT,2017-01-01,
MIO_NAC,S13,GD,NL,1995-01-01,240962
MIO_NAC,S13,GD,NL,1996-01-01,245950
MIO_NAC,S13,GD,NL,1997-01-01,242791
MIO_NAC,S13,GD,NL,1998-01-01,247173
MIO_NAC,S13,GD,NL,1999-01-01,245746
MIO_NAC,S13,GD,NL,2000-01-01,235427
MIO_NAC,S13,GD,NL,2001-01-01,238329
MIO_NAC,S13,GD,NL,2002-01-01,244564
MIO_NAC,S13,GD,NL,2003-01-01,256381
MIO_NAC,S13,GD,NL,2004-01-01,266230
MIO_NAC,S13,GD,NL,2005-01-01,274420
MIO_NAC,S13,GD,NL,2006-01-01,264268
MIO_NAC,S13,GD,NL,2007-01-01,266215
MIO_NAC,S13,GD,NL,2008-01-01,354022
MIO_NAC,S13,GD,NL,2009-01-01,354795
MIO_NAC,S13,GD,NL,2010-01-01,378789
MIO_NAC,S13,GD,NL,2011-01-01,
MIO_NAC,S13,GD,NL,2012-01-01,
MIO_NAC,S13,GD,NL,2013-01-01,
MIO_NAC,S13,GD,NL,2014-01-01,
MIO_NAC,S13,GD,NL,2015-01-01,
MIO_NAC,S13,GD,NL,2016-01-01,
MIO_NAC,S13,GD,NL,2017-01-01,
MIO_NAC,S13,GD,PL,1995-01-01,163971
MIO_NAC,S13,GD,PL,1996-01-01,182860
MIO_NAC,S13,GD,PL,1997-01-01,220697
MIO_NAC,S13,GD,PL,1998-01-01,232934
MIO_NAC,S13,GD,PL,1999-01-01,262437
MIO_NAC,S13,GD,PL,2000-01-01,272317
MIO_NAC,S13,GD,PL,2001-01-01,291181
MIO_NAC,S13,GD,PL,2002-01-01,338665
MIO_NAC,S13,GD,PL,2003-01-01,394100
MIO_NAC,S13,GD,PL,2004-01-01,420282
MIO_NAC,S13,GD,PL,2005-01-01,459985
MIO_NAC,S13,GD,PL,2006-01-01,502261
MIO_NAC,S13,GD,PL,2007-01-01,524400
MIO_NAC,S13,GD,PL,2008-01-01,595380
MIO_NAC,S13,GD,PL,2009-01-01,678328
MIO_NAC,S13,GD,PL,2010-01-01,767844
MIO_NAC,S13,GD,PL,2011-01-01,
MIO_NAC,S13,GD,PL,2012-01-01,
MIO_NAC,S13,GD,PL,2013-01-01,
MIO_NAC,S13,GD,PL,2014-01-01,
MIO_NAC,S13,GD,PL,2015-01-01,
MIO_NAC,S13,GD,PL,2016-01-01,
MIO_NAC,S13,GD,PL,2017-01-01,
MIO_NAC,S13,GD,PT,1995-01-01,51913
MIO_NAC,S13,GD,PT,1996-01-01,56149
MIO_NAC,S13,GD,PT,1997-01-01,56484
MIO_NAC,S13,GD,PT,1998-01-01,57727
MIO_NAC,S13,GD,PT,1999-01-01,61074
MIO_NAC,S13,GD,PT,2000-01-01,64640
MIO_NAC,S13,GD,PT,2001-01-01,72554
MIO_NAC,S13,GD,PT,2002-01-01,80133
MIO_NAC,S13,GD,PT,2003-01-01,85726
MIO_NAC,S13,GD,PT,2004-01-01,94454
MIO_NAC,S13,GD,PT,2005-01-01,106919
MIO_NAC,S13,GD,PT,2006-01-01,115002
MIO_NAC,S13,GD,PT,2007-01-01,120088
MIO_NAC,S13,GD,PT,2008-01-01,128191
MIO_NAC,S13,GD,PT,2009-01-01,146691
MIO_NAC,S13,GD,PT,2010-01-01,173062
MIO_NAC,S13,GD,PT,2011-01-01,
MIO_NAC,S13,GD,PT,2012-01-01,
MIO_NAC,S13,GD,PT,2013-01-01,
MIO_NAC,S13,GD,PT,2014-01-01,
MIO_NAC,S13,GD,PT,2015-01-01,
