unit,quantile,reason,age,sex,geotime,date,value
PC,TOTAL,TOOEFW,Y_GE16,M,SK,2011-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,SK,2012-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,SK,2013-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,SK,2014-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,SK,2015-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,SK,2016-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,SK,2017-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,TR,2008-01-01,12
PC,TOTAL,TOOEFW,Y_GE16,M,TR,2009-01-01,13
PC,TOTAL,TOOEFW,Y_GE16,M,TR,2010-01-01,15
PC,TOTAL,TOOEFW,Y_GE16,M,TR,2011-01-01,10
PC,TOTAL,TOOEFW,Y_GE16,M,TR,2012-01-01,9
PC,TOTAL,TOOEFW,Y_GE16,M,TR,2013-01-01,9
PC,TOTAL,TOOEFW,Y_GE16,M,TR,2014-01-01,8
PC,TOTAL,TOOEFW,Y_GE16,M,TR,2015-01-01,6
PC,TOTAL,TOOEFW,Y_GE16,M,TR,2016-01-01,
PC,TOTAL,TOOEFW,Y_GE16,M,TR,2017-01-01,
PC,TOTAL,TOOEFW,Y_GE16,M,UK,2008-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,UK,2009-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,UK,2010-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,UK,2011-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,UK,2012-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,UK,2013-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,UK,2014-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,UK,2015-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,UK,2016-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,UK,2017-01-01,
PC,TOTAL,TOOEFW,Y_GE16,T,AT,2008-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,AT,2009-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,AT,2010-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,AT,2011-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,AT,2012-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,AT,2013-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,AT,2014-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,AT,2015-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,AT,2016-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,AT,2017-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,BE,2008-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,BE,2009-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,BE,2010-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,BE,2011-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,BE,2012-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,BE,2013-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,BE,2014-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,BE,2015-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,BE,2016-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,BE,2017-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,BG,2008-01-01,15
PC,TOTAL,TOOEFW,Y_GE16,T,BG,2009-01-01,10
PC,TOTAL,TOOEFW,Y_GE16,T,BG,2010-01-01,10
PC,TOTAL,TOOEFW,Y_GE16,T,BG,2011-01-01,9
PC,TOTAL,TOOEFW,Y_GE16,T,BG,2012-01-01,8
PC,TOTAL,TOOEFW,Y_GE16,T,BG,2013-01-01,8
PC,TOTAL,TOOEFW,Y_GE16,T,BG,2014-01-01,5
PC,TOTAL,TOOEFW,Y_GE16,T,BG,2015-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,T,BG,2016-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,BG,2017-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,CH,2008-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,CH,2009-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,CH,2010-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,CH,2011-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,CH,2012-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,CH,2013-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,CH,2014-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,CH,2015-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,CH,2016-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,CH,2017-01-01,
PC,TOTAL,TOOEFW,Y_GE16,T,CY,2008-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,CY,2009-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,CY,2010-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,T,CY,2011-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,T,CY,2012-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,CY,2013-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,T,CY,2014-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,T,CY,2015-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,CY,2016-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,CY,2017-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,CZ,2008-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,CZ,2009-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,CZ,2010-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,CZ,2011-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,CZ,2012-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,CZ,2013-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,CZ,2014-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,CZ,2015-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,CZ,2016-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,CZ,2017-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,DE,2008-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,DE,2009-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,DE,2010-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,DE,2011-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,DE,2012-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,DE,2013-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,DE,2014-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,DE,2015-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,DE,2016-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,DE,2017-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,DK,2008-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,DK,2009-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,DK,2010-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,DK,2011-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,DK,2012-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,DK,2013-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,DK,2014-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,DK,2015-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,DK,2016-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,DK,2017-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,EA18,2008-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,EA18,2009-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,EA18,2010-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,EA18,2011-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,EA18,2012-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,EA18,2013-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,EA18,2014-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,EA18,2015-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,EA18,2016-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,EA18,2017-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,EA19,2008-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,EA19,2009-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,EA19,2010-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,EA19,2011-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,EA19,2012-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,EA19,2013-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,EA19,2014-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,EA19,2015-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,EA19,2016-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,EA19,2017-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,EE,2008-01-01,7
PC,TOTAL,TOOEFW,Y_GE16,T,EE,2009-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,T,EE,2010-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,T,EE,2011-01-01,7
PC,TOTAL,TOOEFW,Y_GE16,T,EE,2012-01-01,8
PC,TOTAL,TOOEFW,Y_GE16,T,EE,2013-01-01,8
PC,TOTAL,TOOEFW,Y_GE16,T,EE,2014-01-01,11
PC,TOTAL,TOOEFW,Y_GE16,T,EE,2015-01-01,12
PC,TOTAL,TOOEFW,Y_GE16,T,EE,2016-01-01,15
PC,TOTAL,TOOEFW,Y_GE16,T,EE,2017-01-01,11
PC,TOTAL,TOOEFW,Y_GE16,T,EL,2008-01-01,5
PC,TOTAL,TOOEFW,Y_GE16,T,EL,2009-01-01,5
PC,TOTAL,TOOEFW,Y_GE16,T,EL,2010-01-01,5
PC,TOTAL,TOOEFW,Y_GE16,T,EL,2011-01-01,7
PC,TOTAL,TOOEFW,Y_GE16,T,EL,2012-01-01,8
PC,TOTAL,TOOEFW,Y_GE16,T,EL,2013-01-01,9
PC,TOTAL,TOOEFW,Y_GE16,T,EL,2014-01-01,10
PC,TOTAL,TOOEFW,Y_GE16,T,EL,2015-01-01,12
PC,TOTAL,TOOEFW,Y_GE16,T,EL,2016-01-01,13
PC,TOTAL,TOOEFW,Y_GE16,T,EL,2017-01-01,10
PC,TOTAL,TOOEFW,Y_GE16,T,ES,2008-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,ES,2009-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,ES,2010-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,ES,2011-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,ES,2012-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,ES,2013-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,ES,2014-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,ES,2015-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,ES,2016-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,ES,2017-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,EU27,2008-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,EU27,2009-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,EU27,2010-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,EU27,2011-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,EU27,2012-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,EU27,2013-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,EU27,2014-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,EU27,2015-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,EU27,2016-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,EU27,2017-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,EU28,2008-01-01,
PC,TOTAL,TOOEFW,Y_GE16,T,EU28,2009-01-01,
PC,TOTAL,TOOEFW,Y_GE16,T,EU28,2010-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,EU28,2011-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,EU28,2012-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,EU28,2013-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,EU28,2014-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,EU28,2015-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,EU28,2016-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,EU28,2017-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,FI,2008-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,FI,2009-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,FI,2010-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,FI,2011-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,T,FI,2012-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,T,FI,2013-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,T,FI,2014-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,FI,2015-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,T,FI,2016-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,T,FI,2017-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,FR,2008-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,FR,2009-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,FR,2010-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,FR,2011-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,FR,2012-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,FR,2013-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,FR,2014-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,FR,2015-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,FR,2016-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,FR,2017-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,HR,2008-01-01,
PC,TOTAL,TOOEFW,Y_GE16,T,HR,2009-01-01,
PC,TOTAL,TOOEFW,Y_GE16,T,HR,2010-01-01,6
PC,TOTAL,TOOEFW,Y_GE16,T,HR,2011-01-01,5
PC,TOTAL,TOOEFW,Y_GE16,T,HR,2012-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,HR,2013-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,HR,2014-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,HR,2015-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,HR,2016-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,HR,2017-01-01,
PC,TOTAL,TOOEFW,Y_GE16,T,HU,2008-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,HU,2009-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,HU,2010-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,HU,2011-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,HU,2012-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,HU,2013-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,HU,2014-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,HU,2015-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,HU,2016-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,HU,2017-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,IE,2008-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,IE,2009-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,IE,2010-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,IE,2011-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,IE,2012-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,IE,2013-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,IE,2014-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,IE,2015-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,IE,2016-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,IE,2017-01-01,
PC,TOTAL,TOOEFW,Y_GE16,T,IS,2008-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,IS,2009-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,IS,2010-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,IS,2011-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,IS,2012-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,T,IS,2013-01-01,
PC,TOTAL,TOOEFW,Y_GE16,T,IS,2014-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,T,IS,2015-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,T,IS,2016-01-01,
PC,TOTAL,TOOEFW,Y_GE16,T,IS,2017-01-01,
PC,TOTAL,TOOEFW,Y_GE16,T,IT,2008-01-01,5
PC,TOTAL,TOOEFW,Y_GE16,T,IT,2009-01-01,5
PC,TOTAL,TOOEFW,Y_GE16,T,IT,2010-01-01,5
PC,TOTAL,TOOEFW,Y_GE16,T,IT,2011-01-01,5
PC,TOTAL,TOOEFW,Y_GE16,T,IT,2012-01-01,5
PC,TOTAL,TOOEFW,Y_GE16,T,IT,2013-01-01,7
PC,TOTAL,TOOEFW,Y_GE16,T,IT,2014-01-01,7
PC,TOTAL,TOOEFW,Y_GE16,T,IT,2015-01-01,7
PC,TOTAL,TOOEFW,Y_GE16,T,IT,2016-01-01,5
PC,TOTAL,TOOEFW,Y_GE16,T,IT,2017-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,LT,2008-01-01,5
PC,TOTAL,TOOEFW,Y_GE16,T,LT,2009-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,LT,2010-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,LT,2011-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,LT,2012-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,LT,2013-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,LT,2014-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,LT,2015-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,LT,2016-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,LT,2017-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,LU,2008-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,LU,2009-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,LU,2010-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,LU,2011-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,LU,2012-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,LU,2013-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,LU,2014-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,LU,2015-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,LU,2016-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,LU,2017-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,LV,2008-01-01,9
PC,TOTAL,TOOEFW,Y_GE16,T,LV,2009-01-01,9
PC,TOTAL,TOOEFW,Y_GE16,T,LV,2010-01-01,15
PC,TOTAL,TOOEFW,Y_GE16,T,LV,2011-01-01,16
PC,TOTAL,TOOEFW,Y_GE16,T,LV,2012-01-01,12
PC,TOTAL,TOOEFW,Y_GE16,T,LV,2013-01-01,13
PC,TOTAL,TOOEFW,Y_GE16,T,LV,2014-01-01,12
PC,TOTAL,TOOEFW,Y_GE16,T,LV,2015-01-01,8
PC,TOTAL,TOOEFW,Y_GE16,T,LV,2016-01-01,8
PC,TOTAL,TOOEFW,Y_GE16,T,LV,2017-01-01,6
PC,TOTAL,TOOEFW,Y_GE16,T,ME,2008-01-01,
PC,TOTAL,TOOEFW,Y_GE16,T,ME,2009-01-01,
PC,TOTAL,TOOEFW,Y_GE16,T,ME,2010-01-01,
PC,TOTAL,TOOEFW,Y_GE16,T,ME,2011-01-01,
PC,TOTAL,TOOEFW,Y_GE16,T,ME,2012-01-01,
PC,TOTAL,TOOEFW,Y_GE16,T,ME,2013-01-01,11
PC,TOTAL,TOOEFW,Y_GE16,T,ME,2014-01-01,8
PC,TOTAL,TOOEFW,Y_GE16,T,ME,2015-01-01,
PC,TOTAL,TOOEFW,Y_GE16,T,ME,2016-01-01,
PC,TOTAL,TOOEFW,Y_GE16,T,ME,2017-01-01,
PC,TOTAL,TOOEFW,Y_GE16,T,MK,2008-01-01,
PC,TOTAL,TOOEFW,Y_GE16,T,MK,2009-01-01,
PC,TOTAL,TOOEFW,Y_GE16,T,MK,2010-01-01,11
PC,TOTAL,TOOEFW,Y_GE16,T,MK,2011-01-01,8
PC,TOTAL,TOOEFW,Y_GE16,T,MK,2012-01-01,7
PC,TOTAL,TOOEFW,Y_GE16,T,MK,2013-01-01,6
PC,TOTAL,TOOEFW,Y_GE16,T,MK,2014-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,T,MK,2015-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,MK,2016-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,MK,2017-01-01,
PC,TOTAL,TOOEFW,Y_GE16,T,MT,2008-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,MT,2009-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,MT,2010-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,MT,2011-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,MT,2012-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,MT,2013-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,MT,2014-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,MT,2015-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,MT,2016-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,MT,2017-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,NL,2008-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,NL,2009-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,NL,2010-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,NL,2011-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,NL,2012-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,NL,2013-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,NL,2014-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,NL,2015-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,NL,2016-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,NL,2017-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,NO,2008-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,NO,2009-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,NO,2010-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,NO,2011-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,NO,2012-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,NO,2013-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,NO,2014-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,NO,2015-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,NO,2016-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,NO,2017-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,PL,2008-01-01,6
PC,TOTAL,TOOEFW,Y_GE16,T,PL,2009-01-01,7
PC,TOTAL,TOOEFW,Y_GE16,T,PL,2010-01-01,8
PC,TOTAL,TOOEFW,Y_GE16,T,PL,2011-01-01,7
PC,TOTAL,TOOEFW,Y_GE16,T,PL,2012-01-01,9
PC,TOTAL,TOOEFW,Y_GE16,T,PL,2013-01-01,8
PC,TOTAL,TOOEFW,Y_GE16,T,PL,2014-01-01,7
PC,TOTAL,TOOEFW,Y_GE16,T,PL,2015-01-01,7
PC,TOTAL,TOOEFW,Y_GE16,T,PL,2016-01-01,6
PC,TOTAL,TOOEFW,Y_GE16,T,PL,2017-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,PT,2008-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,PT,2009-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,PT,2010-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,PT,2011-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,PT,2012-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,PT,2013-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,PT,2014-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,PT,2015-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,PT,2016-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,PT,2017-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,RO,2008-01-01,11
PC,TOTAL,TOOEFW,Y_GE16,T,RO,2009-01-01,8
PC,TOTAL,TOOEFW,Y_GE16,T,RO,2010-01-01,11
PC,TOTAL,TOOEFW,Y_GE16,T,RO,2011-01-01,12
PC,TOTAL,TOOEFW,Y_GE16,T,RO,2012-01-01,11
PC,TOTAL,TOOEFW,Y_GE16,T,RO,2013-01-01,10
PC,TOTAL,TOOEFW,Y_GE16,T,RO,2014-01-01,9
PC,TOTAL,TOOEFW,Y_GE16,T,RO,2015-01-01,9
PC,TOTAL,TOOEFW,Y_GE16,T,RO,2016-01-01,6
PC,TOTAL,TOOEFW,Y_GE16,T,RO,2017-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,T,RS,2008-01-01,
PC,TOTAL,TOOEFW,Y_GE16,T,RS,2009-01-01,
PC,TOTAL,TOOEFW,Y_GE16,T,RS,2010-01-01,
PC,TOTAL,TOOEFW,Y_GE16,T,RS,2011-01-01,
PC,TOTAL,TOOEFW,Y_GE16,T,RS,2012-01-01,
PC,TOTAL,TOOEFW,Y_GE16,T,RS,2013-01-01,8
PC,TOTAL,TOOEFW,Y_GE16,T,RS,2014-01-01,7
PC,TOTAL,TOOEFW,Y_GE16,T,RS,2015-01-01,6
PC,TOTAL,TOOEFW,Y_GE16,T,RS,2016-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,T,RS,2017-01-01,
PC,TOTAL,TOOEFW,Y_GE16,T,SE,2008-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,SE,2009-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,SE,2010-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,SE,2011-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,SE,2012-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,SE,2013-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,SE,2014-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,SE,2015-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,SE,2016-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,SE,2017-01-01,1
