sex,unit,geotime,date,value
T,PC,LT,2012-01-01,84
T,PC,LT,2013-01-01,86
T,PC,LT,2014-01-01,88
T,PC,LT,2015-01-01,90
T,PC,LT,2016-01-01,91
T,PC,LU,2000-01-01,94
T,PC,LU,2001-01-01,95
T,PC,LU,2002-01-01,97
T,PC,LU,2003-01-01,83
T,PC,LU,2004-01-01,89
T,PC,LU,2005-01-01,94
T,PC,LU,2006-01-01,95
T,PC,LU,2007-01-01,93
T,PC,LU,2008-01-01,94
T,PC,LU,2009-01-01,94
T,PC,LU,2010-01-01,94
T,PC,LU,2011-01-01,95
T,PC,LU,2012-01-01,97
T,PC,LU,2013-01-01,99
T,PC,LU,2014-01-01,98
T,PC,LU,2015-01-01,96
T,PC,LU,2016-01-01,94
T,PC,LV,2000-01-01,65
T,PC,LV,2001-01-01,67
T,PC,LV,2002-01-01,70
T,PC,LV,2003-01-01,85
T,PC,LV,2004-01-01,85
T,PC,LV,2005-01-01,88
T,PC,LV,2006-01-01,88
T,PC,LV,2007-01-01,89
T,PC,LV,2008-01-01,90
T,PC,LV,2009-01-01,91
T,PC,LV,2010-01-01,90
T,PC,LV,2011-01-01,92
T,PC,LV,2012-01-01,93
T,PC,LV,2013-01-01,94
T,PC,LV,2014-01-01,94
T,PC,LV,2015-01-01,95
T,PC,LV,2016-01-01,95
T,PC,MK,2000-01-01,17
T,PC,MK,2001-01-01,17
T,PC,MK,2002-01-01,17
T,PC,MK,2003-01-01,20
T,PC,MK,2004-01-01,21
T,PC,MK,2005-01-01,22
T,PC,MK,2006-01-01,24
T,PC,MK,2007-01-01,26
T,PC,MK,2008-01-01,28
T,PC,MK,2009-01-01,28
T,PC,MK,2010-01-01,29
T,PC,MK,2011-01-01,21
T,PC,MK,2012-01-01,31
T,PC,MK,2013-01-01,33
T,PC,MK,2014-01-01,33
T,PC,MK,2015-01-01,34
T,PC,MK,2016-01-01,38
T,PC,MT,2000-01-01,100
T,PC,MT,2001-01-01,95
T,PC,MT,2002-01-01,92
T,PC,MT,2003-01-01,98
T,PC,MT,2004-01-01,97
T,PC,MT,2005-01-01,94
T,PC,MT,2006-01-01,98
T,PC,MT,2007-01-01,99
T,PC,MT,2008-01-01,97
T,PC,MT,2009-01-01,94
T,PC,MT,2010-01-01,98
T,PC,MT,2011-01-01,100
T,PC,MT,2012-01-01,100
T,PC,MT,2013-01-01,100
T,PC,MT,2014-01-01,96
T,PC,MT,2015-01-01,100
T,PC,MT,2016-01-01,98
T,PC,NL,2000-01-01,99
T,PC,NL,2001-01-01,98
T,PC,NL,2002-01-01,99
T,PC,NL,2003-01-01,73
T,PC,NL,2004-01-01,74
T,PC,NL,2005-01-01,73
T,PC,NL,2006-01-01,74
T,PC,NL,2007-01-01,98
T,PC,NL,2008-01-01,99
T,PC,NL,2009-01-01,99
T,PC,NL,2010-01-01,99
T,PC,NL,2011-01-01,99
T,PC,NL,2012-01-01,99
T,PC,NL,2013-01-01,99
T,PC,NL,2014-01-01,97
T,PC,NL,2015-01-01,97
T,PC,NL,2016-01-01,97
T,PC,NO,2000-01-01,79
T,PC,NO,2001-01-01,81
T,PC,NO,2002-01-01,83
T,PC,NO,2003-01-01,85
T,PC,NO,2004-01-01,88
T,PC,NO,2005-01-01,90
T,PC,NO,2006-01-01,92
T,PC,NO,2007-01-01,94
T,PC,NO,2008-01-01,95
T,PC,NO,2009-01-01,96
T,PC,NO,2010-01-01,97
T,PC,NO,2011-01-01,97
T,PC,NO,2012-01-01,97
T,PC,NO,2013-01-01,97
T,PC,NO,2014-01-01,97
T,PC,NO,2015-01-01,97
T,PC,NO,2016-01-01,97
T,PC,PL,2000-01-01,58
T,PC,PL,2001-01-01,58
T,PC,PL,2002-01-01,58
T,PC,PL,2003-01-01,59
T,PC,PL,2004-01-01,60
T,PC,PL,2005-01-01,62
T,PC,PL,2006-01-01,64
T,PC,PL,2007-01-01,66
T,PC,PL,2008-01-01,67
T,PC,PL,2009-01-01,70
T,PC,PL,2010-01-01,76
T,PC,PL,2011-01-01,78
T,PC,PL,2012-01-01,84
T,PC,PL,2013-01-01,84
T,PC,PL,2014-01-01,87
T,PC,PL,2015-01-01,90
T,PC,PL,2016-01-01,93
T,PC,PT,2000-01-01,76
T,PC,PT,2001-01-01,79
T,PC,PT,2002-01-01,80
T,PC,PT,2003-01-01,81
T,PC,PT,2004-01-01,82
T,PC,PT,2005-01-01,84
T,PC,PT,2006-01-01,84
T,PC,PT,2007-01-01,87
T,PC,PT,2008-01-01,88
T,PC,PT,2009-01-01,90
T,PC,PT,2010-01-01,91
T,PC,PT,2011-01-01,93
T,PC,PT,2012-01-01,95
T,PC,PT,2013-01-01,93
T,PC,PT,2014-01-01,93
T,PC,PT,2015-01-01,93
T,PC,PT,2016-01-01,92
T,PC,RO,2000-01-01,67
T,PC,RO,2001-01-01,68
T,PC,RO,2002-01-01,72
T,PC,RO,2003-01-01,75
T,PC,RO,2004-01-01,82
T,PC,RO,2005-01-01,82
T,PC,RO,2006-01-01,82
T,PC,RO,2007-01-01,85
T,PC,RO,2008-01-01,88
T,PC,RO,2009-01-01,88
T,PC,RO,2010-01-01,87
T,PC,RO,2011-01-01,86
T,PC,RO,2012-01-01,85
T,PC,RO,2013-01-01,86
T,PC,RO,2014-01-01,86
T,PC,RO,2015-01-01,87
T,PC,RO,2016-01-01,88
T,PC,SE,2000-01-01,83
T,PC,SE,2001-01-01,85
T,PC,SE,2002-01-01,86
T,PC,SE,2003-01-01,89
T,PC,SE,2004-01-01,92
T,PC,SE,2005-01-01,92
T,PC,SE,2006-01-01,91
T,PC,SE,2007-01-01,94
T,PC,SE,2008-01-01,94
T,PC,SE,2009-01-01,94
T,PC,SE,2010-01-01,95
T,PC,SE,2011-01-01,95
T,PC,SE,2012-01-01,95
T,PC,SE,2013-01-01,95
T,PC,SE,2014-01-01,95
T,PC,SE,2015-01-01,95
T,PC,SE,2016-01-01,95
T,PC,SI,2000-01-01,85
T,PC,SI,2001-01-01,86
T,PC,SI,2002-01-01,86
T,PC,SI,2003-01-01,86
T,PC,SI,2004-01-01,86
T,PC,SI,2005-01-01,86
T,PC,SI,2006-01-01,81
T,PC,SI,2007-01-01,84
T,PC,SI,2008-01-01,86
T,PC,SI,2009-01-01,87
T,PC,SI,2010-01-01,88
T,PC,SI,2011-01-01,89
T,PC,SI,2012-01-01,90
T,PC,SI,2013-01-01,89
T,PC,SI,2014-01-01,89
T,PC,SI,2015-01-01,90
T,PC,SI,2016-01-01,90
T,PC,SK,2000-01-01,76
T,PC,SK,2001-01-01,76
T,PC,SK,2002-01-01,75
T,PC,SK,2003-01-01,77
T,PC,SK,2004-01-01,78
T,PC,SK,2005-01-01,79
T,PC,SK,2006-01-01,78
T,PC,SK,2007-01-01,78
T,PC,SK,2008-01-01,78
T,PC,SK,2009-01-01,77
T,PC,SK,2010-01-01,76
T,PC,SK,2011-01-01,76
T,PC,SK,2012-01-01,77
T,PC,SK,2013-01-01,77
T,PC,SK,2014-01-01,77
T,PC,SK,2015-01-01,78
T,PC,SK,2016-01-01,76
T,PC,TR,2000-01-01,11
T,PC,TR,2001-01-01,11
T,PC,TR,2002-01-01,13
T,PC,TR,2003-01-01,14
T,PC,TR,2004-01-01,14
T,PC,TR,2005-01-01,18
T,PC,TR,2006-01-01,23
T,PC,TR,2007-01-01,26
T,PC,TR,2008-01-01,34
T,PC,TR,2009-01-01,32
T,PC,TR,2010-01-01,38
T,PC,TR,2011-01-01,43
T,PC,TR,2012-01-01,44
T,PC,TR,2013-01-01,54
T,PC,TR,2014-01-01,51
T,PC,TR,2015-01-01,52
T,PC,TR,2016-01-01,51
T,PC,UK,2000-01-01,100
T,PC,UK,2001-01-01,99
T,PC,UK,2002-01-01,100
T,PC,UK,2003-01-01,94
T,PC,UK,2004-01-01,91
T,PC,UK,2005-01-01,90
T,PC,UK,2006-01-01,90
T,PC,UK,2007-01-01,90
T,PC,UK,2008-01-01,97
T,PC,UK,2009-01-01,97
T,PC,UK,2010-01-01,95
T,PC,UK,2011-01-01,95
T,PC,UK,2012-01-01,97
T,PC,UK,2013-01-01,95
T,PC,UK,2014-01-01,98
T,PC,UK,2015-01-01,100
T,PC,UK,2016-01-01,
