sex,geotime,date,value
M,IT,2006-01-01,139.8
M,IT,2007-01-01,134.3
M,IT,2008-01-01,131.9
M,IT,2009-01-01,128.2
M,IT,2010-01-01,123.6
M,IT,2011-01-01,120.9
M,IT,2012-01-01,116.8
M,IT,2013-01-01,112.0
M,IT,2014-01-01,108.5
M,IT,2015-01-01,107.6
M,LI,2000-01-01,
M,LI,2001-01-01,
M,LI,2002-01-01,
M,LI,2003-01-01,
M,LI,2004-01-01,
M,LI,2005-01-01,
M,LI,2006-01-01,
M,LI,2007-01-01,
M,LI,2008-01-01,
M,LI,2009-01-01,
M,LI,2010-01-01,103.8
M,LI,2011-01-01,76.8
M,LI,2012-01-01,79.8
M,LI,2013-01-01,
M,LI,2014-01-01,
M,LI,2015-01-01,60.9
M,LT,2000-01-01,382.0
M,LT,2001-01-01,406.7
M,LT,2002-01-01,401.2
M,LT,2003-01-01,406.3
M,LT,2004-01-01,415.4
M,LT,2005-01-01,438.4
M,LT,2006-01-01,475.9
M,LT,2007-01-01,480.2
M,LT,2008-01-01,440.5
M,LT,2009-01-01,405.2
M,LT,2010-01-01,400.9
M,LT,2011-01-01,391.7
M,LT,2012-01-01,374.4
M,LT,2013-01-01,360.5
M,LT,2014-01-01,344.7
M,LT,2015-01-01,346.0
M,LU,2000-01-01,185.0
M,LU,2001-01-01,171.2
M,LU,2002-01-01,183.8
M,LU,2003-01-01,174.5
M,LU,2004-01-01,177.3
M,LU,2005-01-01,154.8
M,LU,2006-01-01,168.4
M,LU,2007-01-01,127.4
M,LU,2008-01-01,132.7
M,LU,2009-01-01,129.6
M,LU,2010-01-01,126.7
M,LU,2011-01-01,134.6
M,LU,2012-01-01,133.2
M,LU,2013-01-01,128.6
M,LU,2014-01-01,124.4
M,LU,2015-01-01,103.8
M,LV,2000-01-01,443.5
M,LV,2001-01-01,475.2
M,LV,2002-01-01,472.3
M,LV,2003-01-01,442.6
M,LV,2004-01-01,436.7
M,LV,2005-01-01,457.4
M,LV,2006-01-01,463.1
M,LV,2007-01-01,458.3
M,LV,2008-01-01,428.8
M,LV,2009-01-01,404.5
M,LV,2010-01-01,395.4
M,LV,2011-01-01,371.3
M,LV,2012-01-01,361.0
M,LV,2013-01-01,346.8
M,LV,2014-01-01,338.7
M,LV,2015-01-01,321.3
M,MK,2000-01-01,282.1
M,MK,2001-01-01,294.8
M,MK,2002-01-01,291.0
M,MK,2003-01-01,283.7
M,MK,2004-01-01,273.3
M,MK,2005-01-01,259.0
M,MK,2006-01-01,283.5
M,MK,2007-01-01,254.5
M,MK,2008-01-01,253.0
M,MK,2009-01-01,252.3
M,MK,2010-01-01,245.1
M,MK,2011-01-01,
M,MK,2012-01-01,
M,MK,2013-01-01,
M,MK,2014-01-01,
M,MK,2015-01-01,
M,MT,2000-01-01,168.4
M,MT,2001-01-01,157.5
M,MT,2002-01-01,165.0
M,MT,2003-01-01,148.6
M,MT,2004-01-01,144.3
M,MT,2005-01-01,145.8
M,MT,2006-01-01,147.2
M,MT,2007-01-01,132.0
M,MT,2008-01-01,162.4
M,MT,2009-01-01,130.4
M,MT,2010-01-01,139.8
M,MT,2011-01-01,134.8
M,MT,2012-01-01,141.0
M,MT,2013-01-01,126.8
M,MT,2014-01-01,128.1
M,MT,2015-01-01,134.2
M,NL,2000-01-01,168.4
M,NL,2001-01-01,158.6
M,NL,2002-01-01,153.9
M,NL,2003-01-01,151.7
M,NL,2004-01-01,146.2
M,NL,2005-01-01,139.1
M,NL,2006-01-01,135.2
M,NL,2007-01-01,129.0
M,NL,2008-01-01,127.5
M,NL,2009-01-01,123.6
M,NL,2010-01-01,121.3
M,NL,2011-01-01,117.3
M,NL,2012-01-01,117.0
M,NL,2013-01-01,109.7
M,NL,2014-01-01,106.2
M,NL,2015-01-01,104.5
M,NO,2000-01-01,153.0
M,NO,2001-01-01,146.7
M,NO,2002-01-01,146.7
M,NO,2003-01-01,131.9
M,NO,2004-01-01,130.8
M,NO,2005-01-01,125.2
M,NO,2006-01-01,122.2
M,NO,2007-01-01,119.5
M,NO,2008-01-01,116.0
M,NO,2009-01-01,113.0
M,NO,2010-01-01,109.2
M,NO,2011-01-01,105.2
M,NO,2012-01-01,104.9
M,NO,2013-01-01,100.7
M,NO,2014-01-01,93.4
M,NO,2015-01-01,92.1
M,PL,2000-01-01,332.8
M,PL,2001-01-01,320.8
M,PL,2002-01-01,308.8
M,PL,2003-01-01,299.2
M,PL,2004-01-01,299.5
M,PL,2005-01-01,289.0
M,PL,2006-01-01,285.7
M,PL,2007-01-01,283.4
M,PL,2008-01-01,272.8
M,PL,2009-01-01,260.7
M,PL,2010-01-01,246.7
M,PL,2011-01-01,238.0
M,PL,2012-01-01,238.4
M,PL,2013-01-01,225.0
M,PL,2014-01-01,213.4
M,PL,2015-01-01,213.5
M,PT,2000-01-01,199.7
M,PT,2001-01-01,202.9
M,PT,2002-01-01,206.1
M,PT,2003-01-01,201.3
M,PT,2004-01-01,192.2
M,PT,2005-01-01,183.1
M,PT,2006-01-01,171.7
M,PT,2007-01-01,175.8
M,PT,2008-01-01,170.6
M,PT,2009-01-01,169.0
M,PT,2010-01-01,168.5
M,PT,2011-01-01,164.8
M,PT,2012-01-01,159.7
M,PT,2013-01-01,160.9
M,PT,2014-01-01,165.6
M,PT,2015-01-01,160.4
M,RO,2000-01-01,411.9
M,RO,2001-01-01,429.0
M,RO,2002-01-01,426.4
M,RO,2003-01-01,415.4
M,RO,2004-01-01,397.7
M,RO,2005-01-01,389.5
M,RO,2006-01-01,381.8
M,RO,2007-01-01,373.7
M,RO,2008-01-01,377.0
M,RO,2009-01-01,380.2
M,RO,2010-01-01,370.1
M,RO,2011-01-01,347.3
M,RO,2012-01-01,341.5
M,RO,2013-01-01,327.6
M,RO,2014-01-01,327.3
M,RO,2015-01-01,323.2
M,RS,2000-01-01,
M,RS,2001-01-01,
M,RS,2002-01-01,
M,RS,2003-01-01,
M,RS,2004-01-01,
M,RS,2005-01-01,
M,RS,2006-01-01,
M,RS,2007-01-01,
M,RS,2008-01-01,
M,RS,2009-01-01,
M,RS,2010-01-01,
M,RS,2011-01-01,266.4
M,RS,2012-01-01,257.1
M,RS,2013-01-01,251.6
M,RS,2014-01-01,248.0
M,RS,2015-01-01,245.9
M,SE,2000-01-01,137.3
M,SE,2001-01-01,133.6
M,SE,2002-01-01,129.6
M,SE,2003-01-01,127.0
M,SE,2004-01-01,121.8
M,SE,2005-01-01,120.6
M,SE,2006-01-01,116.8
M,SE,2007-01-01,113.9
M,SE,2008-01-01,112.1
M,SE,2009-01-01,106.8
M,SE,2010-01-01,101.3
M,SE,2011-01-01,98.5
M,SE,2012-01-01,94.7
M,SE,2013-01-01,94.6
M,SE,2014-01-01,93.3
M,SE,2015-01-01,89.6
M,SI,2000-01-01,266.0
M,SI,2001-01-01,265.2
M,SI,2002-01-01,248.4
M,SI,2003-01-01,249.5
M,SI,2004-01-01,233.7
M,SI,2005-01-01,217.2
M,SI,2006-01-01,221.8
M,SI,2007-01-01,224.4
M,SI,2008-01-01,220.7
M,SI,2009-01-01,203.1
M,SI,2010-01-01,200.1
M,SI,2011-01-01,186.5
M,SI,2012-01-01,188.4
M,SI,2013-01-01,182.5
M,SI,2014-01-01,168.5
M,SI,2015-01-01,171.0
M,SK,2000-01-01,377.6
M,SK,2001-01-01,367.5
M,SK,2002-01-01,357.4
M,SK,2003-01-01,348.9
M,SK,2004-01-01,330.8
M,SK,2005-01-01,323.6
M,SK,2006-01-01,309.2
M,SK,2007-01-01,330.8
M,SK,2008-01-01,327.9
M,SK,2009-01-01,316.7
M,SK,2010-01-01,304.0
M,SK,2011-01-01,302.0
M,SK,2012-01-01,288.5
M,SK,2013-01-01,281.4
M,SK,2014-01-01,272.3
M,SK,2015-01-01,272.5
M,TR,2000-01-01,
M,TR,2001-01-01,
M,TR,2002-01-01,
M,TR,2003-01-01,
M,TR,2004-01-01,
M,TR,2005-01-01,
M,TR,2006-01-01,
M,TR,2007-01-01,
M,TR,2008-01-01,
M,TR,2009-01-01,
M,TR,2010-01-01,
M,TR,2011-01-01,177.7
M,TR,2012-01-01,169.6
M,TR,2013-01-01,186.7
M,TR,2014-01-01,182.1
M,TR,2015-01-01,175.6
M,UK,2000-01-01,194.7
M,UK,2001-01-01,193.5
M,UK,2002-01-01,189.1
M,UK,2003-01-01,184.5
M,UK,2004-01-01,174.3
M,UK,2005-01-01,168.0
M,UK,2006-01-01,165.8
M,UK,2007-01-01,160.3
M,UK,2008-01-01,155.8
M,UK,2009-01-01,149.1
M,UK,2010-01-01,146.0
M,UK,2011-01-01,140.9
M,UK,2012-01-01,135.3
M,UK,2013-01-01,135.7
M,UK,2014-01-01,132.4
M,UK,2015-01-01,132.0
T,AL,2000-01-01,
T,AL,2001-01-01,
T,AL,2002-01-01,
T,AL,2003-01-01,
T,AL,2004-01-01,126.5
T,AL,2005-01-01,
T,AL,2006-01-01,
T,AL,2007-01-01,
T,AL,2008-01-01,
T,AL,2009-01-01,
T,AL,2010-01-01,
T,AL,2011-01-01,
T,AL,2012-01-01,
T,AL,2013-01-01,
T,AL,2014-01-01,
T,AL,2015-01-01,
T,AT,2000-01-01,156.7
T,AT,2001-01-01,149.8
T,AT,2002-01-01,146.2
T,AT,2003-01-01,146.8
T,AT,2004-01-01,143.9
T,AT,2005-01-01,138.6
T,AT,2006-01-01,133.0
T,AT,2007-01-01,130.0
T,AT,2008-01-01,126.7
T,AT,2009-01-01,127.2
T,AT,2010-01-01,124.0
T,AT,2011-01-01,121.9
T,AT,2012-01-01,117.4
T,AT,2013-01-01,114.8
T,AT,2014-01-01,112.1
T,AT,2015-01-01,108.2
T,BE,2000-01-01,
T,BE,2001-01-01,
T,BE,2002-01-01,
T,BE,2003-01-01,139.7
T,BE,2004-01-01,134.7
T,BE,2005-01-01,134.6
T,BE,2006-01-01,127.7
T,BE,2007-01-01,128.5
T,BE,2008-01-01,129.8
T,BE,2009-01-01,123.5
T,BE,2010-01-01,118.0
T,BE,2011-01-01,115.5
T,BE,2012-01-01,113.1
T,BE,2013-01-01,110.0
T,BE,2014-01-01,104.4
T,BE,2015-01-01,105.1
T,BG,2000-01-01,245.3
T,BG,2001-01-01,240.9
T,BG,2002-01-01,244.6
T,BG,2003-01-01,234.7
T,BG,2004-01-01,236.3
T,BG,2005-01-01,247.3
T,BG,2006-01-01,239.3
T,BG,2007-01-01,232.1
T,BG,2008-01-01,227.8
T,BG,2009-01-01,215.5
T,BG,2010-01-01,206.3
T,BG,2011-01-01,198.7
T,BG,2012-01-01,208.7
T,BG,2013-01-01,197.8
T,BG,2014-01-01,205.7
T,BG,2015-01-01,202.4
T,CH,2000-01-01,115.8
T,CH,2001-01-01,108.2
T,CH,2002-01-01,105.9
T,CH,2003-01-01,104.6
T,CH,2004-01-01,99.4
T,CH,2005-01-01,99.4
T,CH,2006-01-01,97.0
T,CH,2007-01-01,97.6
T,CH,2008-01-01,92.8
T,CH,2009-01-01,90.2
T,CH,2010-01-01,88.8
T,CH,2011-01-01,83.4
T,CH,2012-01-01,83.9
T,CH,2013-01-01,80.0
T,CH,2014-01-01,76.4
T,CH,2015-01-01,75.9
T,CY,2000-01-01,
T,CY,2001-01-01,
T,CY,2002-01-01,
T,CY,2003-01-01,
T,CY,2004-01-01,101.8
T,CY,2005-01-01,98.1
T,CY,2006-01-01,94.4
T,CY,2007-01-01,99.6
T,CY,2008-01-01,102.6
T,CY,2009-01-01,97.6
T,CY,2010-01-01,88.1
T,CY,2011-01-01,82.7
T,CY,2012-01-01,86.2
T,CY,2013-01-01,81.9
T,CY,2014-01-01,85.1
T,CY,2015-01-01,88.9
T,CZ,2000-01-01,225.9
T,CZ,2001-01-01,216.6
T,CZ,2002-01-01,209.1
T,CZ,2003-01-01,207.7
T,CZ,2004-01-01,197.5
T,CZ,2005-01-01,192.7
T,CZ,2006-01-01,186.3
T,CZ,2007-01-01,183.3
T,CZ,2008-01-01,178.5
T,CZ,2009-01-01,171.5
T,CZ,2010-01-01,167.8
T,CZ,2011-01-01,162.9
T,CZ,2012-01-01,156.9
T,CZ,2013-01-01,156.2
T,CZ,2014-01-01,146.2
T,CZ,2015-01-01,141.4
T,DE,2000-01-01,154.0
T,DE,2001-01-01,149.4
T,DE,2002-01-01,147.7
T,DE,2003-01-01,144.6
T,DE,2004-01-01,139.5
T,DE,2005-01-01,136.9
T,DE,2006-01-01,133.6
T,DE,2007-01-01,129.9
T,DE,2008-01-01,128.0
T,DE,2009-01-01,124.9
T,DE,2010-01-01,122.8
T,DE,2011-01-01,121.4
T,DE,2012-01-01,117.7
T,DE,2013-01-01,117.9
T,DE,2014-01-01,113.7
T,DE,2015-01-01,114.2
T,DK,2000-01-01,174.3
T,DK,2001-01-01,167.3
T,DK,2002-01-01,160.5
T,DK,2003-01-01,156.2
T,DK,2004-01-01,152.6
T,DK,2005-01-01,146.1
T,DK,2006-01-01,148.5
T,DK,2007-01-01,141.9
T,DK,2008-01-01,134.6
T,DK,2009-01-01,131.2
T,DK,2010-01-01,
T,DK,2011-01-01,124.4
T,DK,2012-01-01,120.2
T,DK,2013-01-01,114.7
T,DK,2014-01-01,114.4
T,DK,2015-01-01,109.5
T,EE,2000-01-01,285.0
T,EE,2001-01-01,279.2
T,EE,2002-01-01,268.8
T,EE,2003-01-01,264.2
T,EE,2004-01-01,252.1
T,EE,2005-01-01,237.1
T,EE,2006-01-01,241.0
T,EE,2007-01-01,222.2
T,EE,2008-01-01,210.9
T,EE,2009-01-01,188.1
T,EE,2010-01-01,181.0
T,EE,2011-01-01,174.3
T,EE,2012-01-01,170.4
T,EE,2013-01-01,160.3
T,EE,2014-01-01,159.7
T,EE,2015-01-01,157.6
T,EL,2000-01-01,134.3
T,EL,2001-01-01,134.3
T,EL,2002-01-01,130.4
T,EL,2003-01-01,131.1
T,EL,2004-01-01,133.4
T,EL,2005-01-01,128.2
T,EL,2006-01-01,127.0
T,EL,2007-01-01,127.1
T,EL,2008-01-01,124.3
T,EL,2009-01-01,124.2
T,EL,2010-01-01,123.8
T,EL,2011-01-01,124.6
T,EL,2012-01-01,127.3
T,EL,2013-01-01,123.6
T,EL,2014-01-01,120.5
T,EL,2015-01-01,120.5
T,ES,2000-01-01,133.8
T,ES,2001-01-01,132.0
T,ES,2002-01-01,129.5
T,ES,2003-01-01,127.5
T,ES,2004-01-01,122.6
T,ES,2005-01-01,120.1
T,ES,2006-01-01,117.5
T,ES,2007-01-01,116.0
T,ES,2008-01-01,113.0
T,ES,2009-01-01,109.6
T,ES,2010-01-01,107.0
T,ES,2011-01-01,104.4
T,ES,2012-01-01,103.2
T,ES,2013-01-01,101.0
T,ES,2014-01-01,97.4
T,ES,2015-01-01,96.4
T,EU28,2000-01-01,
T,EU28,2001-01-01,
T,EU28,2002-01-01,164.4
T,EU28,2003-01-01,161.1
T,EU28,2004-01-01,156.5
T,EU28,2005-01-01,153.6
T,EU28,2006-01-01,149.4
T,EU28,2007-01-01,146.7
T,EU28,2008-01-01,143.7
T,EU28,2009-01-01,139.9
T,EU28,2010-01-01,135.6
T,EU28,2011-01-01,132.5
T,EU28,2012-01-01,130.0
T,EU28,2013-01-01,126.7
T,EU28,2014-01-01,123.3
T,EU28,2015-01-01,122.1
T,FI,2000-01-01,146.2
T,FI,2001-01-01,137.6
T,FI,2002-01-01,136.8
T,FI,2003-01-01,135.3
T,FI,2004-01-01,137.8
T,FI,2005-01-01,137.4
T,FI,2006-01-01,130.8
T,FI,2007-01-01,131.5
T,FI,2008-01-01,128.4
T,FI,2009-01-01,123.4
T,FI,2010-01-01,122.8
T,FI,2011-01-01,117.9
T,FI,2012-01-01,112.5
T,FI,2013-01-01,109.8
T,FI,2014-01-01,104.7
T,FI,2015-01-01,101.6
T,FR,2000-01-01,
T,FR,2001-01-01,138.9
T,FR,2002-01-01,136.8
T,FR,2003-01-01,134.5
T,FR,2004-01-01,130.0
T,FR,2005-01-01,127.7
T,FR,2006-01-01,125.7
T,FR,2007-01-01,122.8
T,FR,2008-01-01,120.0
T,FR,2009-01-01,118.7
T,FR,2010-01-01,115.1
T,FR,2011-01-01,111.8
T,FR,2012-01-01,109.7
T,FR,2013-01-01,106.2
T,FR,2014-01-01,105.3
T,FR,2015-01-01,104.2
T,HR,2000-01-01,
T,HR,2001-01-01,
T,HR,2002-01-01,224.5
T,HR,2003-01-01,219.7
T,HR,2004-01-01,209.3
T,HR,2005-01-01,210.7
T,HR,2006-01-01,204.0
T,HR,2007-01-01,202.4
T,HR,2008-01-01,206.7
T,HR,2009-01-01,196.3
T,HR,2010-01-01,194.5
T,HR,2011-01-01,196.3
T,HR,2012-01-01,187.4
T,HR,2013-01-01,184.8
T,HR,2014-01-01,181.5
T,HR,2015-01-01,180.8
T,HU,2000-01-01,363.4
T,HU,2001-01-01,349.6
T,HU,2002-01-01,344.9
T,HU,2003-01-01,346.7
T,HU,2004-01-01,340.2
T,HU,2005-01-01,328.5
T,HU,2006-01-01,322.6
T,HU,2007-01-01,320.6
T,HU,2008-01-01,312.2
T,HU,2009-01-01,307.4
T,HU,2010-01-01,295.2
T,HU,2011-01-01,284.2
T,HU,2012-01-01,272.8
T,HU,2013-01-01,260.3
T,HU,2014-01-01,258.0
T,HU,2015-01-01,255.7
T,IE,2000-01-01,163.0
T,IE,2001-01-01,149.1
T,IE,2002-01-01,143.0
T,IE,2003-01-01,140.6
T,IE,2004-01-01,134.0
T,IE,2005-01-01,127.8
T,IE,2006-01-01,125.5
T,IE,2007-01-01,125.5
T,IE,2008-01-01,123.0
T,IE,2009-01-01,121.5
T,IE,2010-01-01,108.1
T,IE,2011-01-01,113.7
T,IE,2012-01-01,110.6
T,IE,2013-01-01,106.9
T,IE,2014-01-01,103.8
T,IE,2015-01-01,99.9
T,IS,2000-01-01,122.0
T,IS,2001-01-01,111.1
T,IS,2002-01-01,114.3
T,IS,2003-01-01,104.5
T,IS,2004-01-01,106.3
T,IS,2005-01-01,102.6
T,IS,2006-01-01,103.6
T,IS,2007-01-01,99.1
T,IS,2008-01-01,86.2
T,IS,2009-01-01,90.1
T,IS,2010-01-01,
T,IS,2011-01-01,94.0
T,IS,2012-01-01,87.2
T,IS,2013-01-01,76.6
T,IS,2014-01-01,92.1
T,IS,2015-01-01,78.9
T,IT,2000-01-01,128.5
T,IT,2001-01-01,124.5
T,IT,2002-01-01,122.3
T,IT,2003-01-01,120.7
T,IT,2004-01-01,
T,IT,2005-01-01,
T,IT,2006-01-01,109.0
T,IT,2007-01-01,106.2
T,IT,2008-01-01,104.4
T,IT,2009-01-01,102.4
T,IT,2010-01-01,98.7
T,IT,2011-01-01,97.3
T,IT,2012-01-01,95.0
T,IT,2013-01-01,91.1
T,IT,2014-01-01,88.3
T,IT,2015-01-01,88.1
T,LI,2000-01-01,
T,LI,2001-01-01,
T,LI,2002-01-01,
T,LI,2003-01-01,
T,LI,2004-01-01,
T,LI,2005-01-01,
T,LI,2006-01-01,
T,LI,2007-01-01,
T,LI,2008-01-01,
T,LI,2009-01-01,
T,LI,2010-01-01,84.3
T,LI,2011-01-01,81.4
T,LI,2012-01-01,80.5
T,LI,2013-01-01,
T,LI,2014-01-01,70.9
T,LI,2015-01-01,61.3
T,LT,2000-01-01,255.3
T,LT,2001-01-01,268.3
T,LT,2002-01-01,266.7
T,LT,2003-01-01,269.5
T,LT,2004-01-01,274.2
T,LT,2005-01-01,285.9
T,LT,2006-01-01,307.8
T,LT,2007-01-01,313.4
T,LT,2008-01-01,294.9
T,LT,2009-01-01,267.7
T,LT,2010-01-01,263.2
T,LT,2011-01-01,258.7
T,LT,2012-01-01,245.7
T,LT,2013-01-01,239.2
T,LT,2014-01-01,226.7
T,LT,2015-01-01,231.5
T,LU,2000-01-01,151.3
T,LU,2001-01-01,138.5
T,LU,2002-01-01,144.9
T,LU,2003-01-01,131.7
T,LU,2004-01-01,129.3
T,LU,2005-01-01,119.5
T,LU,2006-01-01,136.1
T,LU,2007-01-01,116.6
T,LU,2008-01-01,104.8
T,LU,2009-01-01,105.8
T,LU,2010-01-01,104.5
T,LU,2011-01-01,113.9
T,LU,2012-01-01,108.2
T,LU,2013-01-01,107.8
T,LU,2014-01-01,95.9
T,LU,2015-01-01,85.7
T,LV,2000-01-01,292.7
T,LV,2001-01-01,313.8
T,LV,2002-01-01,307.6
T,LV,2003-01-01,293.9
T,LV,2004-01-01,290.6
T,LV,2005-01-01,296.9
T,LV,2006-01-01,310.2
T,LV,2007-01-01,297.4
T,LV,2008-01-01,282.2
T,LV,2009-01-01,271.2
T,LV,2010-01-01,265.8
T,LV,2011-01-01,251.2
T,LV,2012-01-01,240.4
T,LV,2013-01-01,231.9
T,LV,2014-01-01,227.6
T,LV,2015-01-01,221.6
T,MK,2000-01-01,222.8
T,MK,2001-01-01,223.3
T,MK,2002-01-01,217.0
T,MK,2003-01-01,219.9
T,MK,2004-01-01,211.8
T,MK,2005-01-01,199.2
T,MK,2006-01-01,218.7
T,MK,2007-01-01,200.5
T,MK,2008-01-01,197.2
T,MK,2009-01-01,195.6
T,MK,2010-01-01,191.5
T,MK,2011-01-01,
T,MK,2012-01-01,
T,MK,2013-01-01,
T,MK,2014-01-01,
T,MK,2015-01-01,
T,MT,2000-01-01,140.1
T,MT,2001-01-01,128.2
T,MT,2002-01-01,135.8
T,MT,2003-01-01,129.3
T,MT,2004-01-01,115.9
T,MT,2005-01-01,123.9
T,MT,2006-01-01,121.0
T,MT,2007-01-01,114.0
T,MT,2008-01-01,123.8
T,MT,2009-01-01,108.4
T,MT,2010-01-01,112.0
T,MT,2011-01-01,110.1
T,MT,2012-01-01,116.6
T,MT,2013-01-01,99.0
T,MT,2014-01-01,100.9
T,MT,2015-01-01,105.3
T,NL,2000-01-01,143.4
T,NL,2001-01-01,137.9
T,NL,2002-01-01,135.8
T,NL,2003-01-01,132.8
T,NL,2004-01-01,129.2
T,NL,2005-01-01,126.0
T,NL,2006-01-01,121.0
T,NL,2007-01-01,117.5
T,NL,2008-01-01,117.3
T,NL,2009-01-01,113.6
T,NL,2010-01-01,111.2
T,NL,2011-01-01,110.3
T,NL,2012-01-01,108.5
T,NL,2013-01-01,102.3
T,NL,2014-01-01,98.7
T,NL,2015-01-01,98.6
T,NO,2000-01-01,132.4
T,NO,2001-01-01,127.5
T,NO,2002-01-01,126.2
T,NO,2003-01-01,116.7
T,NO,2004-01-01,113.8
T,NO,2005-01-01,111.0
T,NO,2006-01-01,108.0
T,NO,2007-01-01,105.6
T,NO,2008-01-01,102.9
T,NO,2009-01-01,99.1
T,NO,2010-01-01,97.3
T,NO,2011-01-01,95.1
T,NO,2012-01-01,92.3
T,NO,2013-01-01,89.7
T,NO,2014-01-01,84.1
T,NO,2015-01-01,81.3
T,PL,2000-01-01,235.5
T,PL,2001-01-01,227.4
T,PL,2002-01-01,218.6
T,PL,2003-01-01,213.7
T,PL,2004-01-01,213.5
T,PL,2005-01-01,207.6
T,PL,2006-01-01,206.5
T,PL,2007-01-01,205.3
T,PL,2008-01-01,198.2
T,PL,2009-01-01,191.1
T,PL,2010-01-01,181.5
T,PL,2011-01-01,176.9
T,PL,2012-01-01,177.2
T,PL,2013-01-01,169.3
T,PL,2014-01-01,161.9
T,PL,2015-01-01,160.9
T,PT,2000-01-01,148.1
T,PT,2001-01-01,150.3
T,PT,2002-01-01,151.1
T,PT,2003-01-01,146.5
T,PT,2004-01-01,138.8
T,PT,2005-01-01,132.6
T,PT,2006-01-01,123.4
T,PT,2007-01-01,125.8
T,PT,2008-01-01,122.6
T,PT,2009-01-01,122.7
T,PT,2010-01-01,120.0
T,PT,2011-01-01,119.2
T,PT,2012-01-01,114.8
T,PT,2013-01-01,113.8
T,PT,2014-01-01,116.1
T,PT,2015-01-01,113.7
T,RO,2000-01-01,300.8
T,RO,2001-01-01,312.1
T,RO,2002-01-01,309.9
T,RO,2003-01-01,300.6
T,RO,2004-01-01,287.5
T,RO,2005-01-01,282.1
T,RO,2006-01-01,275.2
T,RO,2007-01-01,269.5
T,RO,2008-01-01,269.4
T,RO,2009-01-01,270.0
T,RO,2010-01-01,261.4
T,RO,2011-01-01,246.9
T,RO,2012-01-01,243.3
T,RO,2013-01-01,235.1
T,RO,2014-01-01,233.8
T,RO,2015-01-01,230.9
T,RS,2000-01-01,
T,RS,2001-01-01,
T,RS,2002-01-01,
T,RS,2003-01-01,
T,RS,2004-01-01,
T,RS,2005-01-01,
T,RS,2006-01-01,
T,RS,2007-01-01,
T,RS,2008-01-01,
T,RS,2009-01-01,
T,RS,2010-01-01,
T,RS,2011-01-01,203.7
T,RS,2012-01-01,199.9
T,RS,2013-01-01,193.9
T,RS,2014-01-01,192.5
T,RS,2015-01-01,190.4
T,SE,2000-01-01,121.2
T,SE,2001-01-01,115.8
T,SE,2002-01-01,113.5
T,SE,2003-01-01,111.9
T,SE,2004-01-01,109.0
T,SE,2005-01-01,107.1
T,SE,2006-01-01,103.3
T,SE,2007-01-01,99.8
T,SE,2008-01-01,99.4
T,SE,2009-01-01,95.3
T,SE,2010-01-01,90.0
T,SE,2011-01-01,88.1
T,SE,2012-01-01,84.9
T,SE,2013-01-01,85.1
T,SE,2014-01-01,83.5
T,SE,2015-01-01,79.1
T,SI,2000-01-01,193.4
T,SI,2001-01-01,193.6
T,SI,2002-01-01,180.2
T,SI,2003-01-01,181.5
T,SI,2004-01-01,172.0
T,SI,2005-01-01,161.1
T,SI,2006-01-01,161.5
T,SI,2007-01-01,163.1
T,SI,2008-01-01,162.9
T,SI,2009-01-01,152.2
T,SI,2010-01-01,147.5
T,SI,2011-01-01,141.5
T,SI,2012-01-01,144.9
T,SI,2013-01-01,139.0
T,SI,2014-01-01,128.1
T,SI,2015-01-01,131.3
T,SK,2000-01-01,254.1
T,SK,2001-01-01,249.7
T,SK,2002-01-01,242.4
T,SK,2003-01-01,236.6
T,SK,2004-01-01,227.8
T,SK,2005-01-01,223.3
T,SK,2006-01-01,215.5
T,SK,2007-01-01,228.5
T,SK,2008-01-01,226.6
T,SK,2009-01-01,222.3
T,SK,2010-01-01,212.4
T,SK,2011-01-01,210.2
T,SK,2012-01-01,205.3
T,SK,2013-01-01,199.2
T,SK,2014-01-01,194.5
T,SK,2015-01-01,195.2
T,TR,2000-01-01,
T,TR,2001-01-01,
T,TR,2002-01-01,
T,TR,2003-01-01,
T,TR,2004-01-01,
T,TR,2005-01-01,
T,TR,2006-01-01,
T,TR,2007-01-01,
T,TR,2008-01-01,
T,TR,2009-01-01,
T,TR,2010-01-01,
T,TR,2011-01-01,129.5
T,TR,2012-01-01,122.5
T,TR,2013-01-01,134.6
T,TR,2014-01-01,132.6
T,TR,2015-01-01,127.9
T,UK,2000-01-01,160.7
T,UK,2001-01-01,159.1
T,UK,2002-01-01,155.7
T,UK,2003-01-01,152.1
T,UK,2004-01-01,144.4
T,UK,2005-01-01,140.3
T,UK,2006-01-01,138.0
T,UK,2007-01-01,134.7
T,UK,2008-01-01,131.4
T,UK,2009-01-01,125.4
T,UK,2010-01-01,123.1
T,UK,2011-01-01,119.8
T,UK,2012-01-01,116.7
T,UK,2013-01-01,115.3
T,UK,2014-01-01,113.3
T,UK,2015-01-01,112.5
