unit,co_nco,na_item,finpos,sector,geotime,date,value
MIO_NAC,CO,F4,LIAB,S11,AT,1995-01-01,100157
MIO_NAC,CO,F4,LIAB,S11,AT,1996-01-01,105570
MIO_NAC,CO,F4,LIAB,S11,AT,1997-01-01,112195
MIO_NAC,CO,F4,LIAB,S11,AT,1998-01-01,118907
MIO_NAC,CO,F4,LIAB,S11,AT,1999-01-01,128752
MIO_NAC,CO,F4,LIAB,S11,AT,2000-01-01,145980
MIO_NAC,CO,F4,LIAB,S11,AT,2001-01-01,155401
MIO_NAC,CO,F4,LIAB,S11,AT,2002-01-01,157803
MIO_NAC,CO,F4,LIAB,S11,AT,2003-01-01,162793
MIO_NAC,CO,F4,LIAB,S11,AT,2004-01-01,161050
MIO_NAC,CO,F4,LIAB,S11,AT,2005-01-01,162856
MIO_NAC,CO,F4,LIAB,S11,AT,2006-01-01,167938
MIO_NAC,CO,F4,LIAB,S11,AT,2007-01-01,183908
MIO_NAC,CO,F4,LIAB,S11,AT,2008-01-01,197361
MIO_NAC,CO,F4,LIAB,S11,AT,2009-01-01,198451
MIO_NAC,CO,F4,LIAB,S11,AT,2010-01-01,201017
MIO_NAC,CO,F4,LIAB,S11,AT,2011-01-01,203273
MIO_NAC,CO,F4,LIAB,S11,AT,2012-01-01,
MIO_NAC,CO,F4,LIAB,S11,AT,2013-01-01,
MIO_NAC,CO,F4,LIAB,S11,AT,2014-01-01,
MIO_NAC,CO,F4,LIAB,S11,AT,2015-01-01,
MIO_NAC,CO,F4,LIAB,S11,AT,2016-01-01,
MIO_NAC,CO,F4,LIAB,S11,AT,2017-01-01,226555
MIO_NAC,CO,F4,LIAB,S11,BE,1995-01-01,109547
MIO_NAC,CO,F4,LIAB,S11,BE,1996-01-01,117833
MIO_NAC,CO,F4,LIAB,S11,BE,1997-01-01,130150
MIO_NAC,CO,F4,LIAB,S11,BE,1998-01-01,141880
MIO_NAC,CO,F4,LIAB,S11,BE,1999-01-01,162226
MIO_NAC,CO,F4,LIAB,S11,BE,2000-01-01,180562
MIO_NAC,CO,F4,LIAB,S11,BE,2001-01-01,186805
MIO_NAC,CO,F4,LIAB,S11,BE,2002-01-01,191033
MIO_NAC,CO,F4,LIAB,S11,BE,2003-01-01,208855
MIO_NAC,CO,F4,LIAB,S11,BE,2004-01-01,227421
MIO_NAC,CO,F4,LIAB,S11,BE,2005-01-01,231950
MIO_NAC,CO,F4,LIAB,S11,BE,2006-01-01,241290
MIO_NAC,CO,F4,LIAB,S11,BE,2007-01-01,288143
MIO_NAC,CO,F4,LIAB,S11,BE,2008-01-01,386466
MIO_NAC,CO,F4,LIAB,S11,BE,2009-01-01,375968
MIO_NAC,CO,F4,LIAB,S11,BE,2010-01-01,382349
MIO_NAC,CO,F4,LIAB,S11,BE,2011-01-01,435298
MIO_NAC,CO,F4,LIAB,S11,BE,2012-01-01,
MIO_NAC,CO,F4,LIAB,S11,BE,2013-01-01,
MIO_NAC,CO,F4,LIAB,S11,BE,2014-01-01,
MIO_NAC,CO,F4,LIAB,S11,BE,2015-01-01,
MIO_NAC,CO,F4,LIAB,S11,BE,2016-01-01,
MIO_NAC,CO,F4,LIAB,S11,BE,2017-01-01,494178
MIO_NAC,CO,F4,LIAB,S11,BG,1995-01-01,382
MIO_NAC,CO,F4,LIAB,S11,BG,1996-01-01,1090
MIO_NAC,CO,F4,LIAB,S11,BG,1997-01-01,1722
MIO_NAC,CO,F4,LIAB,S11,BG,1998-01-01,2268
MIO_NAC,CO,F4,LIAB,S11,BG,1999-01-01,3530
MIO_NAC,CO,F4,LIAB,S11,BG,2000-01-01,6629
MIO_NAC,CO,F4,LIAB,S11,BG,2001-01-01,7762
MIO_NAC,CO,F4,LIAB,S11,BG,2002-01-01,9355
MIO_NAC,CO,F4,LIAB,S11,BG,2003-01-01,12264
MIO_NAC,CO,F4,LIAB,S11,BG,2004-01-01,18672
MIO_NAC,CO,F4,LIAB,S11,BG,2005-01-01,26368
MIO_NAC,CO,F4,LIAB,S11,BG,2006-01-01,37525
MIO_NAC,CO,F4,LIAB,S11,BG,2007-01-01,63189
MIO_NAC,CO,F4,LIAB,S11,BG,2008-01-01,75623
MIO_NAC,CO,F4,LIAB,S11,BG,2009-01-01,77009
MIO_NAC,CO,F4,LIAB,S11,BG,2010-01-01,78595
MIO_NAC,CO,F4,LIAB,S11,BG,2011-01-01,79946
MIO_NAC,CO,F4,LIAB,S11,BG,2012-01-01,
MIO_NAC,CO,F4,LIAB,S11,BG,2013-01-01,
MIO_NAC,CO,F4,LIAB,S11,BG,2014-01-01,
MIO_NAC,CO,F4,LIAB,S11,BG,2015-01-01,
MIO_NAC,CO,F4,LIAB,S11,BG,2016-01-01,
MIO_NAC,CO,F4,LIAB,S11,BG,2017-01-01,76347
MIO_NAC,CO,F4,LIAB,S11,CY,1995-01-01,19528
MIO_NAC,CO,F4,LIAB,S11,CY,1996-01-01,19818
MIO_NAC,CO,F4,LIAB,S11,CY,1997-01-01,20589
MIO_NAC,CO,F4,LIAB,S11,CY,1998-01-01,21698
MIO_NAC,CO,F4,LIAB,S11,CY,1999-01-01,22006
MIO_NAC,CO,F4,LIAB,S11,CY,2000-01-01,23963
MIO_NAC,CO,F4,LIAB,S11,CY,2001-01-01,22653
MIO_NAC,CO,F4,LIAB,S11,CY,2002-01-01,24070
MIO_NAC,CO,F4,LIAB,S11,CY,2003-01-01,24203
MIO_NAC,CO,F4,LIAB,S11,CY,2004-01-01,24288
MIO_NAC,CO,F4,LIAB,S11,CY,2005-01-01,26223
MIO_NAC,CO,F4,LIAB,S11,CY,2006-01-01,26971
MIO_NAC,CO,F4,LIAB,S11,CY,2007-01-01,29603
MIO_NAC,CO,F4,LIAB,S11,CY,2008-01-01,34658
MIO_NAC,CO,F4,LIAB,S11,CY,2009-01-01,36127
MIO_NAC,CO,F4,LIAB,S11,CY,2010-01-01,38065
MIO_NAC,CO,F4,LIAB,S11,CY,2011-01-01,39460
MIO_NAC,CO,F4,LIAB,S11,CY,2012-01-01,
MIO_NAC,CO,F4,LIAB,S11,CY,2013-01-01,
MIO_NAC,CO,F4,LIAB,S11,CY,2014-01-01,
