duration,isced11,age,sex,unit,geotime,date,value
Y1-3,ED3-8,Y20-34,T,PC,LU,2012-01-01,
Y1-3,ED3-8,Y20-34,T,PC,LU,2013-01-01,79
Y1-3,ED3-8,Y20-34,T,PC,LU,2014-01-01,83
Y1-3,ED3-8,Y20-34,T,PC,LU,2015-01-01,84
Y1-3,ED3-8,Y20-34,T,PC,LU,2016-01-01,85
Y1-3,ED3-8,Y20-34,T,PC,LU,2017-01-01,88
Y1-3,ED3-8,Y20-34,T,PC,LV,2006-01-01,77
Y1-3,ED3-8,Y20-34,T,PC,LV,2007-01-01,81
Y1-3,ED3-8,Y20-34,T,PC,LV,2008-01-01,83
Y1-3,ED3-8,Y20-34,T,PC,LV,2009-01-01,69
Y1-3,ED3-8,Y20-34,T,PC,LV,2010-01-01,63
Y1-3,ED3-8,Y20-34,T,PC,LV,2011-01-01,71
Y1-3,ED3-8,Y20-34,T,PC,LV,2012-01-01,
Y1-3,ED3-8,Y20-34,T,PC,LV,2013-01-01,78
Y1-3,ED3-8,Y20-34,T,PC,LV,2014-01-01,77
Y1-3,ED3-8,Y20-34,T,PC,LV,2015-01-01,78
Y1-3,ED3-8,Y20-34,T,PC,LV,2016-01-01,81
Y1-3,ED3-8,Y20-34,T,PC,LV,2017-01-01,78
Y1-3,ED3-8,Y20-34,T,PC,ME,2006-01-01,
Y1-3,ED3-8,Y20-34,T,PC,ME,2007-01-01,
Y1-3,ED3-8,Y20-34,T,PC,ME,2008-01-01,
Y1-3,ED3-8,Y20-34,T,PC,ME,2009-01-01,
Y1-3,ED3-8,Y20-34,T,PC,ME,2010-01-01,
Y1-3,ED3-8,Y20-34,T,PC,ME,2011-01-01,57
Y1-3,ED3-8,Y20-34,T,PC,ME,2012-01-01,
Y1-3,ED3-8,Y20-34,T,PC,ME,2013-01-01,62
Y1-3,ED3-8,Y20-34,T,PC,ME,2014-01-01,54
Y1-3,ED3-8,Y20-34,T,PC,ME,2015-01-01,61
Y1-3,ED3-8,Y20-34,T,PC,ME,2016-01-01,58
Y1-3,ED3-8,Y20-34,T,PC,ME,2017-01-01,61
Y1-3,ED3-8,Y20-34,T,PC,MK,2006-01-01,32
Y1-3,ED3-8,Y20-34,T,PC,MK,2007-01-01,39
Y1-3,ED3-8,Y20-34,T,PC,MK,2008-01-01,43
Y1-3,ED3-8,Y20-34,T,PC,MK,2009-01-01,44
Y1-3,ED3-8,Y20-34,T,PC,MK,2010-01-01,47
Y1-3,ED3-8,Y20-34,T,PC,MK,2011-01-01,45
Y1-3,ED3-8,Y20-34,T,PC,MK,2012-01-01,
Y1-3,ED3-8,Y20-34,T,PC,MK,2013-01-01,43
Y1-3,ED3-8,Y20-34,T,PC,MK,2014-01-01,42
Y1-3,ED3-8,Y20-34,T,PC,MK,2015-01-01,48
Y1-3,ED3-8,Y20-34,T,PC,MK,2016-01-01,46
Y1-3,ED3-8,Y20-34,T,PC,MK,2017-01-01,50
Y1-3,ED3-8,Y20-34,T,PC,MT,2006-01-01,91
Y1-3,ED3-8,Y20-34,T,PC,MT,2007-01-01,93
Y1-3,ED3-8,Y20-34,T,PC,MT,2008-01-01,95
Y1-3,ED3-8,Y20-34,T,PC,MT,2009-01-01,92
Y1-3,ED3-8,Y20-34,T,PC,MT,2010-01-01,92
Y1-3,ED3-8,Y20-34,T,PC,MT,2011-01-01,91
Y1-3,ED3-8,Y20-34,T,PC,MT,2012-01-01,
Y1-3,ED3-8,Y20-34,T,PC,MT,2013-01-01,92
Y1-3,ED3-8,Y20-34,T,PC,MT,2014-01-01,93
Y1-3,ED3-8,Y20-34,T,PC,MT,2015-01-01,95
Y1-3,ED3-8,Y20-34,T,PC,MT,2016-01-01,96
Y1-3,ED3-8,Y20-34,T,PC,MT,2017-01-01,93
Y1-3,ED3-8,Y20-34,T,PC,NL,2006-01-01,92
Y1-3,ED3-8,Y20-34,T,PC,NL,2007-01-01,94
Y1-3,ED3-8,Y20-34,T,PC,NL,2008-01-01,93
Y1-3,ED3-8,Y20-34,T,PC,NL,2009-01-01,92
Y1-3,ED3-8,Y20-34,T,PC,NL,2010-01-01,92
Y1-3,ED3-8,Y20-34,T,PC,NL,2011-01-01,91
Y1-3,ED3-8,Y20-34,T,PC,NL,2012-01-01,
Y1-3,ED3-8,Y20-34,T,PC,NL,2013-01-01,86
Y1-3,ED3-8,Y20-34,T,PC,NL,2014-01-01,86
Y1-3,ED3-8,Y20-34,T,PC,NL,2015-01-01,88
Y1-3,ED3-8,Y20-34,T,PC,NL,2016-01-01,90
Y1-3,ED3-8,Y20-34,T,PC,NL,2017-01-01,90
Y1-3,ED3-8,Y20-34,T,PC,NO,2006-01-01,
Y1-3,ED3-8,Y20-34,T,PC,NO,2007-01-01,
Y1-3,ED3-8,Y20-34,T,PC,NO,2008-01-01,
Y1-3,ED3-8,Y20-34,T,PC,NO,2009-01-01,
Y1-3,ED3-8,Y20-34,T,PC,NO,2010-01-01,
Y1-3,ED3-8,Y20-34,T,PC,NO,2011-01-01,
Y1-3,ED3-8,Y20-34,T,PC,NO,2012-01-01,
Y1-3,ED3-8,Y20-34,T,PC,NO,2013-01-01,89
Y1-3,ED3-8,Y20-34,T,PC,NO,2014-01-01,86
Y1-3,ED3-8,Y20-34,T,PC,NO,2015-01-01,90
Y1-3,ED3-8,Y20-34,T,PC,NO,2016-01-01,90
Y1-3,ED3-8,Y20-34,T,PC,NO,2017-01-01,89
Y1-3,ED3-8,Y20-34,T,PC,PL,2006-01-01,71
Y1-3,ED3-8,Y20-34,T,PC,PL,2007-01-01,74
Y1-3,ED3-8,Y20-34,T,PC,PL,2008-01-01,79
Y1-3,ED3-8,Y20-34,T,PC,PL,2009-01-01,78
Y1-3,ED3-8,Y20-34,T,PC,PL,2010-01-01,76
Y1-3,ED3-8,Y20-34,T,PC,PL,2011-01-01,75
Y1-3,ED3-8,Y20-34,T,PC,PL,2012-01-01,
Y1-3,ED3-8,Y20-34,T,PC,PL,2013-01-01,73
Y1-3,ED3-8,Y20-34,T,PC,PL,2014-01-01,75
Y1-3,ED3-8,Y20-34,T,PC,PL,2015-01-01,77
Y1-3,ED3-8,Y20-34,T,PC,PL,2016-01-01,80
Y1-3,ED3-8,Y20-34,T,PC,PL,2017-01-01,82
Y1-3,ED3-8,Y20-34,T,PC,PT,2006-01-01,83
Y1-3,ED3-8,Y20-34,T,PC,PT,2007-01-01,81
Y1-3,ED3-8,Y20-34,T,PC,PT,2008-01-01,82
Y1-3,ED3-8,Y20-34,T,PC,PT,2009-01-01,82
Y1-3,ED3-8,Y20-34,T,PC,PT,2010-01-01,80
Y1-3,ED3-8,Y20-34,T,PC,PT,2011-01-01,75
Y1-3,ED3-8,Y20-34,T,PC,PT,2012-01-01,
Y1-3,ED3-8,Y20-34,T,PC,PT,2013-01-01,67
Y1-3,ED3-8,Y20-34,T,PC,PT,2014-01-01,69
Y1-3,ED3-8,Y20-34,T,PC,PT,2015-01-01,72
Y1-3,ED3-8,Y20-34,T,PC,PT,2016-01-01,73
Y1-3,ED3-8,Y20-34,T,PC,PT,2017-01-01,80
Y1-3,ED3-8,Y20-34,T,PC,RO,2006-01-01,74
Y1-3,ED3-8,Y20-34,T,PC,RO,2007-01-01,79
Y1-3,ED3-8,Y20-34,T,PC,RO,2008-01-01,84
Y1-3,ED3-8,Y20-34,T,PC,RO,2009-01-01,77
Y1-3,ED3-8,Y20-34,T,PC,RO,2010-01-01,71
Y1-3,ED3-8,Y20-34,T,PC,RO,2011-01-01,70
Y1-3,ED3-8,Y20-34,T,PC,RO,2012-01-01,
Y1-3,ED3-8,Y20-34,T,PC,RO,2013-01-01,67
Y1-3,ED3-8,Y20-34,T,PC,RO,2014-01-01,66
Y1-3,ED3-8,Y20-34,T,PC,RO,2015-01-01,68
Y1-3,ED3-8,Y20-34,T,PC,RO,2016-01-01,69
Y1-3,ED3-8,Y20-34,T,PC,RO,2017-01-01,76
Y1-3,ED3-8,Y20-34,T,PC,SE,2006-01-01,83
Y1-3,ED3-8,Y20-34,T,PC,SE,2007-01-01,85
Y1-3,ED3-8,Y20-34,T,PC,SE,2008-01-01,85
Y1-3,ED3-8,Y20-34,T,PC,SE,2009-01-01,81
Y1-3,ED3-8,Y20-34,T,PC,SE,2010-01-01,83
Y1-3,ED3-8,Y20-34,T,PC,SE,2011-01-01,84
Y1-3,ED3-8,Y20-34,T,PC,SE,2012-01-01,
Y1-3,ED3-8,Y20-34,T,PC,SE,2013-01-01,84
Y1-3,ED3-8,Y20-34,T,PC,SE,2014-01-01,85
Y1-3,ED3-8,Y20-34,T,PC,SE,2015-01-01,85
Y1-3,ED3-8,Y20-34,T,PC,SE,2016-01-01,86
Y1-3,ED3-8,Y20-34,T,PC,SE,2017-01-01,88
Y1-3,ED3-8,Y20-34,T,PC,SI,2006-01-01,80
Y1-3,ED3-8,Y20-34,T,PC,SI,2007-01-01,81
Y1-3,ED3-8,Y20-34,T,PC,SI,2008-01-01,83
Y1-3,ED3-8,Y20-34,T,PC,SI,2009-01-01,82
Y1-3,ED3-8,Y20-34,T,PC,SI,2010-01-01,80
Y1-3,ED3-8,Y20-34,T,PC,SI,2011-01-01,76
Y1-3,ED3-8,Y20-34,T,PC,SI,2012-01-01,
Y1-3,ED3-8,Y20-34,T,PC,SI,2013-01-01,73
Y1-3,ED3-8,Y20-34,T,PC,SI,2014-01-01,70
Y1-3,ED3-8,Y20-34,T,PC,SI,2015-01-01,71
Y1-3,ED3-8,Y20-34,T,PC,SI,2016-01-01,76
Y1-3,ED3-8,Y20-34,T,PC,SI,2017-01-01,81
Y1-3,ED3-8,Y20-34,T,PC,SK,2006-01-01,77
Y1-3,ED3-8,Y20-34,T,PC,SK,2007-01-01,81
Y1-3,ED3-8,Y20-34,T,PC,SK,2008-01-01,81
Y1-3,ED3-8,Y20-34,T,PC,SK,2009-01-01,74
Y1-3,ED3-8,Y20-34,T,PC,SK,2010-01-01,69
Y1-3,ED3-8,Y20-34,T,PC,SK,2011-01-01,70
Y1-3,ED3-8,Y20-34,T,PC,SK,2012-01-01,
Y1-3,ED3-8,Y20-34,T,PC,SK,2013-01-01,70
Y1-3,ED3-8,Y20-34,T,PC,SK,2014-01-01,72
Y1-3,ED3-8,Y20-34,T,PC,SK,2015-01-01,75
Y1-3,ED3-8,Y20-34,T,PC,SK,2016-01-01,79
Y1-3,ED3-8,Y20-34,T,PC,SK,2017-01-01,81
Y1-3,ED3-8,Y20-34,T,PC,TR,2006-01-01,56
Y1-3,ED3-8,Y20-34,T,PC,TR,2007-01-01,56
Y1-3,ED3-8,Y20-34,T,PC,TR,2008-01-01,59
Y1-3,ED3-8,Y20-34,T,PC,TR,2009-01-01,58
Y1-3,ED3-8,Y20-34,T,PC,TR,2010-01-01,59
Y1-3,ED3-8,Y20-34,T,PC,TR,2011-01-01,61
Y1-3,ED3-8,Y20-34,T,PC,TR,2012-01-01,
Y1-3,ED3-8,Y20-34,T,PC,TR,2013-01-01,61
Y1-3,ED3-8,Y20-34,T,PC,TR,2014-01-01,62
Y1-3,ED3-8,Y20-34,T,PC,TR,2015-01-01,61
Y1-3,ED3-8,Y20-34,T,PC,TR,2016-01-01,61
Y1-3,ED3-8,Y20-34,T,PC,TR,2017-01-01,61
Y1-3,ED3-8,Y20-34,T,PC,UK,2006-01-01,86
Y1-3,ED3-8,Y20-34,T,PC,UK,2007-01-01,85
Y1-3,ED3-8,Y20-34,T,PC,UK,2008-01-01,83
Y1-3,ED3-8,Y20-34,T,PC,UK,2009-01-01,80
Y1-3,ED3-8,Y20-34,T,PC,UK,2010-01-01,81
Y1-3,ED3-8,Y20-34,T,PC,UK,2011-01-01,81
Y1-3,ED3-8,Y20-34,T,PC,UK,2012-01-01,
Y1-3,ED3-8,Y20-34,T,PC,UK,2013-01-01,83
Y1-3,ED3-8,Y20-34,T,PC,UK,2014-01-01,83
Y1-3,ED3-8,Y20-34,T,PC,UK,2015-01-01,85
Y1-3,ED3-8,Y20-34,T,PC,UK,2016-01-01,84
Y1-3,ED3-8,Y20-34,T,PC,UK,2017-01-01,86
