co_nco,sector,finpos,na_item,unit,geotime,date,value
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,BG,2014-01-01,114378.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,BG,2015-01-01,107644.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,BG,2016-01-01,109499.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,BG,2017-01-01,110253.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,1995-01-01,24389.7
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,1996-01-01,25115.5
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,1997-01-01,26402.7
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,1998-01-01,28093.3
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,1999-01-01,29562.4
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,2000-01-01,32310.6
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,2001-01-01,31310.2
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,2002-01-01,32939.1
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,2003-01-01,33175.5
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,2004-01-01,34829.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,2005-01-01,40085.9
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,2006-01-01,42126.1
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,2007-01-01,47275.3
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,2008-01-01,55029.6
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,2009-01-01,58049.5
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,2010-01-01,61872.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,2011-01-01,64572.8
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,2012-01-01,64400.4
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,2013-01-01,61951.6
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,2014-01-01,62293.4
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,2015-01-01,62923.8
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,2016-01-01,62642.2
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,2017-01-01,62078.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,1995-01-01,1111324.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,1996-01-01,1276383.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,1997-01-01,1521044.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,1998-01-01,1436217.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,1999-01-01,1475885.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,2000-01-01,1482798.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,2001-01-01,1445944.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,2002-01-01,1555860.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,2003-01-01,1475267.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,2004-01-01,1627571.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,2005-01-01,1752269.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,2006-01-01,2030585.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,2007-01-01,2371675.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,2008-01-01,2720647.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,2009-01-01,2776446.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,2010-01-01,2872755.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,2011-01-01,2995565.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,2012-01-01,3124606.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,2013-01-01,3452968.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,2014-01-01,3476749.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,2015-01-01,3580895.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,2016-01-01,3699902.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,2017-01-01,3867705.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,1995-01-01,2096995.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,1996-01-01,2218846.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,1997-01-01,2330925.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,1998-01-01,2469855.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,1999-01-01,2575612.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,2000-01-01,2724944.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,2001-01-01,2817265.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,2002-01-01,2872798.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,2003-01-01,2908364.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,2004-01-01,2861894.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,2005-01-01,2843993.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,2006-01-01,2898853.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,2007-01-01,2943632.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,2008-01-01,2980527.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,2009-01-01,2951655.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,2010-01-01,2947486.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,2011-01-01,2960374.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,2012-01-01,3019579.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,2013-01-01,3116309.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,2014-01-01,3130808.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,2015-01-01,3228630.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,2016-01-01,3333414.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,2017-01-01,3510629.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,1995-01-01,1480136.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,1996-01-01,1613578.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,1997-01-01,1751521.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,1998-01-01,1798791.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,1999-01-01,1928769.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,2000-01-01,2146283.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,2001-01-01,2373557.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,2002-01-01,2432699.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,2003-01-01,2549892.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,2004-01-01,2746478.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,2005-01-01,3031312.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,2006-01-01,3539227.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,2007-01-01,3835938.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,2008-01-01,4169395.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,2009-01-01,4144441.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,2010-01-01,4214353.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,2011-01-01,4295051.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,2012-01-01,4430238.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,2013-01-01,4386379.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,2014-01-01,4397992.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,2015-01-01,4560550.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,2016-01-01,4675430.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,2017-01-01,4710829.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,1995-01-01,979.7
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,1996-01-01,1471.6
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,1997-01-01,2403.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,1998-01-01,3367.7
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,1999-01-01,3716.6
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,2000-01-01,4495.8
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,2001-01-01,5658.3
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,2002-01-01,7033.2
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,2003-01-01,8468.6
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,2004-01-01,10773.7
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,2005-01-01,13619.2
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,2006-01-01,19844.1
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,2007-01-01,24764.3
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,2008-01-01,26686.7
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,2009-01-01,23655.4
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,2010-01-01,22436.6
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,2011-01-01,22094.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,2012-01-01,23175.9
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,2013-01-01,24071.1
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,2014-01-01,25690.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,2015-01-01,25916.5
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,2016-01-01,26375.3
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,2017-01-01,27075.6
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,1995-01-01,33451.8
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,1996-01-01,37592.9
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,1997-01-01,42659.1
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,1998-01-01,50834.1
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,1999-01-01,58927.5
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,2000-01-01,74934.5
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,2001-01-01,91649.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,2002-01-01,104598.7
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,2003-01-01,121964.3
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,2004-01-01,143218.2
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,2005-01-01,171362.3
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,2006-01-01,202290.3
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,2007-01-01,236971.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,2008-01-01,274366.6
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,2009-01-01,277374.6
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,2010-01-01,289539.7
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,2011-01-01,269587.2
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,2012-01-01,251431.1
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,2013-01-01,235418.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,2014-01-01,230867.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,2015-01-01,224664.8
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,2016-01-01,218800.6
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,2017-01-01,209743.2
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,1995-01-01,367863.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,1996-01-01,389038.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,1997-01-01,429440.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,1998-01-01,494544.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,1999-01-01,614809.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,2000-01-01,765787.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,2001-01-01,892354.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,2002-01-01,1005479.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,2003-01-01,1141910.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,2004-01-01,1325929.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,2005-01-01,1581262.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,2006-01-01,1942230.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,2007-01-01,2223842.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,2008-01-01,2339310.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,2009-01-01,2315046.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,2010-01-01,2334581.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,2011-01-01,2293617.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,2012-01-01,2150720.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,2013-01-01,2023871.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,2014-01-01,1936454.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,2015-01-01,1888356.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,2016-01-01,1862088.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,2017-01-01,1838760.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,1995-01-01,104849.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,1996-01-01,105591.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,1997-01-01,115382.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,1998-01-01,116770.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,1999-01-01,143099.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,2000-01-01,167566.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,2001-01-01,171250.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,2002-01-01,179199.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,2003-01-01,192004.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,2004-01-01,207133.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,2005-01-01,221167.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,2006-01-01,242796.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,2007-01-01,270893.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,2008-01-01,303302.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,2009-01-01,300274.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,2010-01-01,318002.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,2011-01-01,333016.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,2012-01-01,344869.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,2013-01-01,360078.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,2014-01-01,377634.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,2015-01-01,400372.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,2016-01-01,390404.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,2017-01-01,408305.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,1995-01-01,1531309.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,1996-01-01,1559797.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,1997-01-01,1611699.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,1998-01-01,1660856.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,1999-01-01,1792936.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,2000-01-01,1958321.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,2001-01-01,2111625.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,2002-01-01,2183340.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,2003-01-01,2235602.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,2004-01-01,2374049.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,2005-01-01,2530266.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,2006-01-01,2723888.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,2007-01-01,2928282.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,2008-01-01,3140511.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,2009-01-01,3201706.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,2010-01-01,3304714.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,2011-01-01,3532089.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,2012-01-01,3669365.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,2013-01-01,3686988.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,2014-01-01,4019699.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,2015-01-01,4233173.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,2016-01-01,4427853.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,2017-01-01,4626505.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,1995-01-01,
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,1996-01-01,
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,1997-01-01,
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,1998-01-01,
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,1999-01-01,
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,2000-01-01,
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,2001-01-01,125270.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,2002-01-01,171001.4
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,2003-01-01,193159.4
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,2004-01-01,218674.7
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,2005-01-01,248923.5
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,2006-01-01,298591.1
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,2007-01-01,359716.5
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,2008-01-01,418338.0
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,2009-01-01,441174.4
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,2010-01-01,471878.7
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,2011-01-01,474780.1
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,2012-01-01,473024.4
