stk_flow,sitc06,partner,unit,geotime,date,value
EXP,SITC5,WRL_REST,PCH_M12_NSA,EA19,2017-09-01,2.6
EXP,SITC5,WRL_REST,PCH_M12_NSA,EA19,2017-10-01,6.2
EXP,SITC5,WRL_REST,PCH_M12_NSA,EA19,2017-11-01,5.9
EXP,SITC5,WRL_REST,PCH_M12_NSA,EA19,2017-12-01,4.6
EXP,SITC5,WRL_REST,PCH_M12_NSA,EA19,2018-01-01,14.4
EXP,SITC5,WRL_REST,PCH_M12_NSA,EA19,2018-02-01,1.8
EXP,SITC5,WRL_REST,PCH_M12_NSA,EA19,2018-03-01,-1.3
EXP,SITC5,WRL_REST,PCH_M12_NSA,EA19,2018-04-01,5.3
EXP,SITC5,WRL_REST,PCH_M12_NSA,EA19,2018-05-01,0.9
EXP,SITC5,WRL_REST,PCH_M12_NSA,EA19,2018-06-01,8.3
EXP,SITC5,WRL_REST,PCH_M12_NSA,EA19,2018-07-01,11.1
EXP,SITC5,WRL_REST,PCH_M12_NSA,EA19,2018-08-01,9.3
EXP,SITC5,WRL_REST,PCH_M12_NSA,EU28,2017-09-01,0.3
EXP,SITC5,WRL_REST,PCH_M12_NSA,EU28,2017-10-01,3.7
EXP,SITC5,WRL_REST,PCH_M12_NSA,EU28,2017-11-01,5.2
EXP,SITC5,WRL_REST,PCH_M12_NSA,EU28,2017-12-01,3.1
EXP,SITC5,WRL_REST,PCH_M12_NSA,EU28,2018-01-01,15.3
EXP,SITC5,WRL_REST,PCH_M12_NSA,EU28,2018-02-01,-1.1
EXP,SITC5,WRL_REST,PCH_M12_NSA,EU28,2018-03-01,1.1
EXP,SITC5,WRL_REST,PCH_M12_NSA,EU28,2018-04-01,5.0
EXP,SITC5,WRL_REST,PCH_M12_NSA,EU28,2018-05-01,1.0
EXP,SITC5,WRL_REST,PCH_M12_NSA,EU28,2018-06-01,9.6
EXP,SITC5,WRL_REST,PCH_M12_NSA,EU28,2018-07-01,13.6
EXP,SITC5,WRL_REST,PCH_M12_NSA,EU28,2018-08-01,9.3
EXP,SITC5,WRL_REST,PCH_M1_SA,EA19,2017-09-01,0.9
EXP,SITC5,WRL_REST,PCH_M1_SA,EA19,2017-10-01,-1.2
EXP,SITC5,WRL_REST,PCH_M1_SA,EA19,2017-11-01,4.8
EXP,SITC5,WRL_REST,PCH_M1_SA,EA19,2017-12-01,4.6
EXP,SITC5,WRL_REST,PCH_M1_SA,EA19,2018-01-01,0.6
EXP,SITC5,WRL_REST,PCH_M1_SA,EA19,2018-02-01,-6.1
EXP,SITC5,WRL_REST,PCH_M1_SA,EA19,2018-03-01,2.6
EXP,SITC5,WRL_REST,PCH_M1_SA,EA19,2018-04-01,-3.1
EXP,SITC5,WRL_REST,PCH_M1_SA,EA19,2018-05-01,4.8
EXP,SITC5,WRL_REST,PCH_M1_SA,EA19,2018-06-01,0.1
EXP,SITC5,WRL_REST,PCH_M1_SA,EA19,2018-07-01,-1.6
EXP,SITC5,WRL_REST,PCH_M1_SA,EA19,2018-08-01,3.3
EXP,SITC5,WRL_REST,PCH_M1_SA,EU28,2017-09-01,1.3
EXP,SITC5,WRL_REST,PCH_M1_SA,EU28,2017-10-01,-0.6
EXP,SITC5,WRL_REST,PCH_M1_SA,EU28,2017-11-01,5.6
EXP,SITC5,WRL_REST,PCH_M1_SA,EU28,2017-12-01,4.5
EXP,SITC5,WRL_REST,PCH_M1_SA,EU28,2018-01-01,2.6
EXP,SITC5,WRL_REST,PCH_M1_SA,EU28,2018-02-01,-8.0
EXP,SITC5,WRL_REST,PCH_M1_SA,EU28,2018-03-01,5.3
EXP,SITC5,WRL_REST,PCH_M1_SA,EU28,2018-04-01,-5.9
EXP,SITC5,WRL_REST,PCH_M1_SA,EU28,2018-05-01,5.1
EXP,SITC5,WRL_REST,PCH_M1_SA,EU28,2018-06-01,1.8
EXP,SITC5,WRL_REST,PCH_M1_SA,EU28,2018-07-01,-1.1
EXP,SITC5,WRL_REST,PCH_M1_SA,EU28,2018-08-01,-0.5
EXP,SITC5,WRL_REST,TVAL_SA,EA19,2017-09-01,32019.1
EXP,SITC5,WRL_REST,TVAL_SA,EA19,2017-10-01,31643.0
EXP,SITC5,WRL_REST,TVAL_SA,EA19,2017-11-01,33147.8
EXP,SITC5,WRL_REST,TVAL_SA,EA19,2017-12-01,34660.1
EXP,SITC5,WRL_REST,TVAL_SA,EA19,2018-01-01,34863.4
EXP,SITC5,WRL_REST,TVAL_SA,EA19,2018-02-01,32739.4
EXP,SITC5,WRL_REST,TVAL_SA,EA19,2018-03-01,33585.0
EXP,SITC5,WRL_REST,TVAL_SA,EA19,2018-04-01,32534.8
EXP,SITC5,WRL_REST,TVAL_SA,EA19,2018-05-01,34090.0
EXP,SITC5,WRL_REST,TVAL_SA,EA19,2018-06-01,34125.2
EXP,SITC5,WRL_REST,TVAL_SA,EA19,2018-07-01,33571.0
EXP,SITC5,WRL_REST,TVAL_SA,EA19,2018-08-01,34694.8
EXP,SITC5,WRL_REST,TVAL_SA,EU28,2017-09-01,27253.9
EXP,SITC5,WRL_REST,TVAL_SA,EU28,2017-10-01,27096.6
EXP,SITC5,WRL_REST,TVAL_SA,EU28,2017-11-01,28615.6
EXP,SITC5,WRL_REST,TVAL_SA,EU28,2017-12-01,29912.3
EXP,SITC5,WRL_REST,TVAL_SA,EU28,2018-01-01,30692.0
EXP,SITC5,WRL_REST,TVAL_SA,EU28,2018-02-01,28237.0
EXP,SITC5,WRL_REST,TVAL_SA,EU28,2018-03-01,29744.5
EXP,SITC5,WRL_REST,TVAL_SA,EU28,2018-04-01,27974.7
EXP,SITC5,WRL_REST,TVAL_SA,EU28,2018-05-01,29394.8
EXP,SITC5,WRL_REST,TVAL_SA,EU28,2018-06-01,29920.3
EXP,SITC5,WRL_REST,TVAL_SA,EU28,2018-07-01,29585.4
EXP,SITC5,WRL_REST,TVAL_SA,EU28,2018-08-01,29450.1
