stk_flow,geo\time,date,value
LOSS_CUM_EUR_HAB,AT,2009-01-01,: 
LOSS_CUM_EUR_HAB,AT,2010-01-01,: 
LOSS_CUM_EUR_HAB,AT,2011-01-01,: 
LOSS_CUM_EUR_HAB,AT,2012-01-01,: 
LOSS_CUM_EUR_HAB,AT,2013-01-01,: 
LOSS_CUM_EUR_HAB,AT,2014-01-01,: 
LOSS_CUM_EUR_HAB,AT,2015-01-01,: 
LOSS_CUM_EUR_HAB,AT,2016-01-01,1590
LOSS_CUM_EUR_HAB,BE,1980-01-01,: 
LOSS_CUM_EUR_HAB,BE,1981-01-01,: 
LOSS_CUM_EUR_HAB,BE,1982-01-01,: 
LOSS_CUM_EUR_HAB,BE,1983-01-01,: 
LOSS_CUM_EUR_HAB,BE,1984-01-01,: 
LOSS_CUM_EUR_HAB,BE,1985-01-01,: 
LOSS_CUM_EUR_HAB,BE,1986-01-01,: 
LOSS_CUM_EUR_HAB,BE,1987-01-01,: 
LOSS_CUM_EUR_HAB,BE,1988-01-01,: 
LOSS_CUM_EUR_HAB,BE,1989-01-01,: 
LOSS_CUM_EUR_HAB,BE,1990-01-01,: 
LOSS_CUM_EUR_HAB,BE,1991-01-01,: 
LOSS_CUM_EUR_HAB,BE,1992-01-01,: 
LOSS_CUM_EUR_HAB,BE,1993-01-01,: 
LOSS_CUM_EUR_HAB,BE,1994-01-01,: 
LOSS_CUM_EUR_HAB,BE,1995-01-01,: 
LOSS_CUM_EUR_HAB,BE,1996-01-01,: 
LOSS_CUM_EUR_HAB,BE,1997-01-01,: 
LOSS_CUM_EUR_HAB,BE,1998-01-01,: 
LOSS_CUM_EUR_HAB,BE,1999-01-01,: 
LOSS_CUM_EUR_HAB,BE,2000-01-01,: 
LOSS_CUM_EUR_HAB,BE,2001-01-01,: 
LOSS_CUM_EUR_HAB,BE,2002-01-01,: 
LOSS_CUM_EUR_HAB,BE,2003-01-01,: 
LOSS_CUM_EUR_HAB,BE,2004-01-01,: 
LOSS_CUM_EUR_HAB,BE,2005-01-01,: 
LOSS_CUM_EUR_HAB,BE,2006-01-01,: 
LOSS_CUM_EUR_HAB,BE,2007-01-01,: 
LOSS_CUM_EUR_HAB,BE,2008-01-01,: 
LOSS_CUM_EUR_HAB,BE,2009-01-01,: 
LOSS_CUM_EUR_HAB,BE,2010-01-01,: 
LOSS_CUM_EUR_HAB,BE,2011-01-01,: 
LOSS_CUM_EUR_HAB,BE,2012-01-01,: 
LOSS_CUM_EUR_HAB,BE,2013-01-01,: 
LOSS_CUM_EUR_HAB,BE,2014-01-01,: 
LOSS_CUM_EUR_HAB,BE,2015-01-01,: 
LOSS_CUM_EUR_HAB,BE,2016-01-01,399
LOSS_CUM_EUR_HAB,BG,1980-01-01,: 
LOSS_CUM_EUR_HAB,BG,1981-01-01,: 
LOSS_CUM_EUR_HAB,BG,1982-01-01,: 
LOSS_CUM_EUR_HAB,BG,1983-01-01,: 
LOSS_CUM_EUR_HAB,BG,1984-01-01,: 
LOSS_CUM_EUR_HAB,BG,1985-01-01,: 
LOSS_CUM_EUR_HAB,BG,1986-01-01,: 
LOSS_CUM_EUR_HAB,BG,1987-01-01,: 
LOSS_CUM_EUR_HAB,BG,1988-01-01,: 
LOSS_CUM_EUR_HAB,BG,1989-01-01,: 
LOSS_CUM_EUR_HAB,BG,1990-01-01,: 
LOSS_CUM_EUR_HAB,BG,1991-01-01,: 
LOSS_CUM_EUR_HAB,BG,1992-01-01,: 
LOSS_CUM_EUR_HAB,BG,1993-01-01,: 
LOSS_CUM_EUR_HAB,BG,1994-01-01,: 
LOSS_CUM_EUR_HAB,BG,1995-01-01,: 
LOSS_CUM_EUR_HAB,BG,1996-01-01,: 
LOSS_CUM_EUR_HAB,BG,1997-01-01,: 
LOSS_CUM_EUR_HAB,BG,1998-01-01,: 
LOSS_CUM_EUR_HAB,BG,1999-01-01,: 
LOSS_CUM_EUR_HAB,BG,2000-01-01,: 
LOSS_CUM_EUR_HAB,BG,2001-01-01,: 
LOSS_CUM_EUR_HAB,BG,2002-01-01,: 
LOSS_CUM_EUR_HAB,BG,2003-01-01,: 
LOSS_CUM_EUR_HAB,BG,2004-01-01,: 
LOSS_CUM_EUR_HAB,BG,2005-01-01,: 
LOSS_CUM_EUR_HAB,BG,2006-01-01,: 
LOSS_CUM_EUR_HAB,BG,2007-01-01,: 
LOSS_CUM_EUR_HAB,BG,2008-01-01,: 
LOSS_CUM_EUR_HAB,BG,2009-01-01,: 
LOSS_CUM_EUR_HAB,BG,2010-01-01,: 
LOSS_CUM_EUR_HAB,BG,2011-01-01,: 
LOSS_CUM_EUR_HAB,BG,2012-01-01,: 
LOSS_CUM_EUR_HAB,BG,2013-01-01,: 
LOSS_CUM_EUR_HAB,BG,2014-01-01,: 
LOSS_CUM_EUR_HAB,BG,2015-01-01,: 
LOSS_CUM_EUR_HAB,BG,2016-01-01,296
LOSS_CUM_EUR_HAB,CH,1980-01-01,: 
LOSS_CUM_EUR_HAB,CH,1981-01-01,: 
LOSS_CUM_EUR_HAB,CH,1982-01-01,: 
LOSS_CUM_EUR_HAB,CH,1983-01-01,: 
LOSS_CUM_EUR_HAB,CH,1984-01-01,: 
LOSS_CUM_EUR_HAB,CH,1985-01-01,: 
LOSS_CUM_EUR_HAB,CH,1986-01-01,: 
LOSS_CUM_EUR_HAB,CH,1987-01-01,: 
LOSS_CUM_EUR_HAB,CH,1988-01-01,: 
LOSS_CUM_EUR_HAB,CH,1989-01-01,: 
LOSS_CUM_EUR_HAB,CH,1990-01-01,: 
LOSS_CUM_EUR_HAB,CH,1991-01-01,: 
LOSS_CUM_EUR_HAB,CH,1992-01-01,: 
LOSS_CUM_EUR_HAB,CH,1993-01-01,: 
LOSS_CUM_EUR_HAB,CH,1994-01-01,: 
LOSS_CUM_EUR_HAB,CH,1995-01-01,: 
LOSS_CUM_EUR_HAB,CH,1996-01-01,: 
LOSS_CUM_EUR_HAB,CH,1997-01-01,: 
LOSS_CUM_EUR_HAB,CH,1998-01-01,: 
LOSS_CUM_EUR_HAB,CH,1999-01-01,: 
LOSS_CUM_EUR_HAB,CH,2000-01-01,: 
LOSS_CUM_EUR_HAB,CH,2001-01-01,: 
LOSS_CUM_EUR_HAB,CH,2002-01-01,: 
LOSS_CUM_EUR_HAB,CH,2003-01-01,: 
LOSS_CUM_EUR_HAB,CH,2004-01-01,: 
LOSS_CUM_EUR_HAB,CH,2005-01-01,: 
LOSS_CUM_EUR_HAB,CH,2006-01-01,: 
LOSS_CUM_EUR_HAB,CH,2007-01-01,: 
LOSS_CUM_EUR_HAB,CH,2008-01-01,: 
LOSS_CUM_EUR_HAB,CH,2009-01-01,: 
LOSS_CUM_EUR_HAB,CH,2010-01-01,: 
LOSS_CUM_EUR_HAB,CH,2011-01-01,: 
LOSS_CUM_EUR_HAB,CH,2012-01-01,: 
LOSS_CUM_EUR_HAB,CH,2013-01-01,: 
LOSS_CUM_EUR_HAB,CH,2014-01-01,: 
LOSS_CUM_EUR_HAB,CH,2015-01-01,: 
LOSS_CUM_EUR_HAB,CH,2016-01-01,2580
LOSS_CUM_EUR_HAB,CY,1980-01-01,: 
LOSS_CUM_EUR_HAB,CY,1981-01-01,: 
LOSS_CUM_EUR_HAB,CY,1982-01-01,: 
LOSS_CUM_EUR_HAB,CY,1983-01-01,: 
LOSS_CUM_EUR_HAB,CY,1984-01-01,: 
LOSS_CUM_EUR_HAB,CY,1985-01-01,: 
LOSS_CUM_EUR_HAB,CY,1986-01-01,: 
LOSS_CUM_EUR_HAB,CY,1987-01-01,: 
LOSS_CUM_EUR_HAB,CY,1988-01-01,: 
LOSS_CUM_EUR_HAB,CY,1989-01-01,: 
LOSS_CUM_EUR_HAB,CY,1990-01-01,: 
LOSS_CUM_EUR_HAB,CY,1991-01-01,: 
LOSS_CUM_EUR_HAB,CY,1992-01-01,: 
LOSS_CUM_EUR_HAB,CY,1993-01-01,: 
LOSS_CUM_EUR_HAB,CY,1994-01-01,: 
LOSS_CUM_EUR_HAB,CY,1995-01-01,: 
LOSS_CUM_EUR_HAB,CY,1996-01-01,: 
LOSS_CUM_EUR_HAB,CY,1997-01-01,: 
LOSS_CUM_EUR_HAB,CY,1998-01-01,: 
LOSS_CUM_EUR_HAB,CY,1999-01-01,: 
LOSS_CUM_EUR_HAB,CY,2000-01-01,: 
LOSS_CUM_EUR_HAB,CY,2001-01-01,: 
LOSS_CUM_EUR_HAB,CY,2002-01-01,: 
LOSS_CUM_EUR_HAB,CY,2003-01-01,: 
LOSS_CUM_EUR_HAB,CY,2004-01-01,: 
LOSS_CUM_EUR_HAB,CY,2005-01-01,: 
LOSS_CUM_EUR_HAB,CY,2006-01-01,: 
LOSS_CUM_EUR_HAB,CY,2007-01-01,: 
LOSS_CUM_EUR_HAB,CY,2008-01-01,: 
LOSS_CUM_EUR_HAB,CY,2009-01-01,: 
LOSS_CUM_EUR_HAB,CY,2010-01-01,: 
LOSS_CUM_EUR_HAB,CY,2011-01-01,: 
LOSS_CUM_EUR_HAB,CY,2012-01-01,: 
LOSS_CUM_EUR_HAB,CY,2013-01-01,: 
LOSS_CUM_EUR_HAB,CY,2014-01-01,: 
LOSS_CUM_EUR_HAB,CY,2015-01-01,: 
LOSS_CUM_EUR_HAB,CY,2016-01-01,574
LOSS_CUM_EUR_HAB,CZ,1980-01-01,: 
LOSS_CUM_EUR_HAB,CZ,1981-01-01,: 
LOSS_CUM_EUR_HAB,CZ,1982-01-01,: 
LOSS_CUM_EUR_HAB,CZ,1983-01-01,: 
LOSS_CUM_EUR_HAB,CZ,1984-01-01,: 
LOSS_CUM_EUR_HAB,CZ,1985-01-01,: 
LOSS_CUM_EUR_HAB,CZ,1986-01-01,: 
LOSS_CUM_EUR_HAB,CZ,1987-01-01,: 
LOSS_CUM_EUR_HAB,CZ,1988-01-01,: 
LOSS_CUM_EUR_HAB,CZ,1989-01-01,: 
LOSS_CUM_EUR_HAB,CZ,1990-01-01,: 
LOSS_CUM_EUR_HAB,CZ,1991-01-01,: 
LOSS_CUM_EUR_HAB,CZ,1992-01-01,: 
LOSS_CUM_EUR_HAB,CZ,1993-01-01,: 
LOSS_CUM_EUR_HAB,CZ,1994-01-01,: 
LOSS_CUM_EUR_HAB,CZ,1995-01-01,: 
LOSS_CUM_EUR_HAB,CZ,1996-01-01,: 
LOSS_CUM_EUR_HAB,CZ,1997-01-01,: 
LOSS_CUM_EUR_HAB,CZ,1998-01-01,: 
LOSS_CUM_EUR_HAB,CZ,1999-01-01,: 
LOSS_CUM_EUR_HAB,CZ,2000-01-01,: 
LOSS_CUM_EUR_HAB,CZ,2001-01-01,: 
LOSS_CUM_EUR_HAB,CZ,2002-01-01,: 
LOSS_CUM_EUR_HAB,CZ,2003-01-01,: 
LOSS_CUM_EUR_HAB,CZ,2004-01-01,: 
LOSS_CUM_EUR_HAB,CZ,2005-01-01,: 
LOSS_CUM_EUR_HAB,CZ,2006-01-01,: 
LOSS_CUM_EUR_HAB,CZ,2007-01-01,: 
LOSS_CUM_EUR_HAB,CZ,2008-01-01,: 
LOSS_CUM_EUR_HAB,CZ,2009-01-01,: 
LOSS_CUM_EUR_HAB,CZ,2010-01-01,: 
LOSS_CUM_EUR_HAB,CZ,2011-01-01,: 
LOSS_CUM_EUR_HAB,CZ,2012-01-01,: 
LOSS_CUM_EUR_HAB,CZ,2013-01-01,: 
LOSS_CUM_EUR_HAB,CZ,2014-01-01,: 
LOSS_CUM_EUR_HAB,CZ,2015-01-01,: 
LOSS_CUM_EUR_HAB,CZ,2016-01-01,968
LOSS_CUM_EUR_HAB,DE,1980-01-01,: 
LOSS_CUM_EUR_HAB,DE,1981-01-01,: 
LOSS_CUM_EUR_HAB,DE,1982-01-01,: 
LOSS_CUM_EUR_HAB,DE,1983-01-01,: 
LOSS_CUM_EUR_HAB,DE,1984-01-01,: 
LOSS_CUM_EUR_HAB,DE,1985-01-01,: 
LOSS_CUM_EUR_HAB,DE,1986-01-01,: 
LOSS_CUM_EUR_HAB,DE,1987-01-01,: 
LOSS_CUM_EUR_HAB,DE,1988-01-01,: 
LOSS_CUM_EUR_HAB,DE,1989-01-01,: 
LOSS_CUM_EUR_HAB,DE,1990-01-01,: 
LOSS_CUM_EUR_HAB,DE,1991-01-01,: 
LOSS_CUM_EUR_HAB,DE,1992-01-01,: 
LOSS_CUM_EUR_HAB,DE,1993-01-01,: 
LOSS_CUM_EUR_HAB,DE,1994-01-01,: 
LOSS_CUM_EUR_HAB,DE,1995-01-01,: 
LOSS_CUM_EUR_HAB,DE,1996-01-01,: 
LOSS_CUM_EUR_HAB,DE,1997-01-01,: 
LOSS_CUM_EUR_HAB,DE,1998-01-01,: 
LOSS_CUM_EUR_HAB,DE,1999-01-01,: 
LOSS_CUM_EUR_HAB,DE,2000-01-01,: 
LOSS_CUM_EUR_HAB,DE,2001-01-01,: 
LOSS_CUM_EUR_HAB,DE,2002-01-01,: 
LOSS_CUM_EUR_HAB,DE,2003-01-01,: 
LOSS_CUM_EUR_HAB,DE,2004-01-01,: 
LOSS_CUM_EUR_HAB,DE,2005-01-01,: 
LOSS_CUM_EUR_HAB,DE,2006-01-01,: 
LOSS_CUM_EUR_HAB,DE,2007-01-01,: 
LOSS_CUM_EUR_HAB,DE,2008-01-01,: 
LOSS_CUM_EUR_HAB,DE,2009-01-01,: 
LOSS_CUM_EUR_HAB,DE,2010-01-01,: 
LOSS_CUM_EUR_HAB,DE,2011-01-01,: 
LOSS_CUM_EUR_HAB,DE,2012-01-01,: 
LOSS_CUM_EUR_HAB,DE,2013-01-01,: 
LOSS_CUM_EUR_HAB,DE,2014-01-01,: 
LOSS_CUM_EUR_HAB,DE,2015-01-01,: 
LOSS_CUM_EUR_HAB,DE,2016-01-01,1217
LOSS_CUM_EUR_HAB,DK,1980-01-01,: 
LOSS_CUM_EUR_HAB,DK,1981-01-01,: 
LOSS_CUM_EUR_HAB,DK,1982-01-01,: 
LOSS_CUM_EUR_HAB,DK,1983-01-01,: 
LOSS_CUM_EUR_HAB,DK,1984-01-01,: 
LOSS_CUM_EUR_HAB,DK,1985-01-01,: 
LOSS_CUM_EUR_HAB,DK,1986-01-01,: 
LOSS_CUM_EUR_HAB,DK,1987-01-01,: 
LOSS_CUM_EUR_HAB,DK,1988-01-01,: 
LOSS_CUM_EUR_HAB,DK,1989-01-01,: 
LOSS_CUM_EUR_HAB,DK,1990-01-01,: 
LOSS_CUM_EUR_HAB,DK,1991-01-01,: 
LOSS_CUM_EUR_HAB,DK,1992-01-01,: 
LOSS_CUM_EUR_HAB,DK,1993-01-01,: 
LOSS_CUM_EUR_HAB,DK,1994-01-01,: 
LOSS_CUM_EUR_HAB,DK,1995-01-01,: 
LOSS_CUM_EUR_HAB,DK,1996-01-01,: 
LOSS_CUM_EUR_HAB,DK,1997-01-01,: 
LOSS_CUM_EUR_HAB,DK,1998-01-01,: 
LOSS_CUM_EUR_HAB,DK,1999-01-01,: 
LOSS_CUM_EUR_HAB,DK,2000-01-01,: 
LOSS_CUM_EUR_HAB,DK,2001-01-01,: 
LOSS_CUM_EUR_HAB,DK,2002-01-01,: 
LOSS_CUM_EUR_HAB,DK,2003-01-01,: 
LOSS_CUM_EUR_HAB,DK,2004-01-01,: 
LOSS_CUM_EUR_HAB,DK,2005-01-01,: 
LOSS_CUM_EUR_HAB,DK,2006-01-01,: 
LOSS_CUM_EUR_HAB,DK,2007-01-01,: 
LOSS_CUM_EUR_HAB,DK,2008-01-01,: 
LOSS_CUM_EUR_HAB,DK,2009-01-01,: 
LOSS_CUM_EUR_HAB,DK,2010-01-01,: 
LOSS_CUM_EUR_HAB,DK,2011-01-01,: 
LOSS_CUM_EUR_HAB,DK,2012-01-01,: 
LOSS_CUM_EUR_HAB,DK,2013-01-01,: 
LOSS_CUM_EUR_HAB,DK,2014-01-01,: 
LOSS_CUM_EUR_HAB,DK,2015-01-01,: 
LOSS_CUM_EUR_HAB,DK,2016-01-01,1868
LOSS_CUM_EUR_HAB,EE,1980-01-01,: 
LOSS_CUM_EUR_HAB,EE,1981-01-01,: 
LOSS_CUM_EUR_HAB,EE,1982-01-01,: 
LOSS_CUM_EUR_HAB,EE,1983-01-01,: 
LOSS_CUM_EUR_HAB,EE,1984-01-01,: 
LOSS_CUM_EUR_HAB,EE,1985-01-01,: 
LOSS_CUM_EUR_HAB,EE,1986-01-01,: 
LOSS_CUM_EUR_HAB,EE,1987-01-01,: 
LOSS_CUM_EUR_HAB,EE,1988-01-01,: 
LOSS_CUM_EUR_HAB,EE,1989-01-01,: 
LOSS_CUM_EUR_HAB,EE,1990-01-01,: 
LOSS_CUM_EUR_HAB,EE,1991-01-01,: 
LOSS_CUM_EUR_HAB,EE,1992-01-01,: 
LOSS_CUM_EUR_HAB,EE,1993-01-01,: 
LOSS_CUM_EUR_HAB,EE,1994-01-01,: 
LOSS_CUM_EUR_HAB,EE,1995-01-01,: 
LOSS_CUM_EUR_HAB,EE,1996-01-01,: 
LOSS_CUM_EUR_HAB,EE,1997-01-01,: 
LOSS_CUM_EUR_HAB,EE,1998-01-01,: 
LOSS_CUM_EUR_HAB,EE,1999-01-01,: 
LOSS_CUM_EUR_HAB,EE,2000-01-01,: 
LOSS_CUM_EUR_HAB,EE,2001-01-01,: 
LOSS_CUM_EUR_HAB,EE,2002-01-01,: 
LOSS_CUM_EUR_HAB,EE,2003-01-01,: 
LOSS_CUM_EUR_HAB,EE,2004-01-01,: 
LOSS_CUM_EUR_HAB,EE,2005-01-01,: 
LOSS_CUM_EUR_HAB,EE,2006-01-01,: 
LOSS_CUM_EUR_HAB,EE,2007-01-01,: 
LOSS_CUM_EUR_HAB,EE,2008-01-01,: 
LOSS_CUM_EUR_HAB,EE,2009-01-01,: 
LOSS_CUM_EUR_HAB,EE,2010-01-01,: 
LOSS_CUM_EUR_HAB,EE,2011-01-01,: 
LOSS_CUM_EUR_HAB,EE,2012-01-01,: 
LOSS_CUM_EUR_HAB,EE,2013-01-01,: 
LOSS_CUM_EUR_HAB,EE,2014-01-01,: 
LOSS_CUM_EUR_HAB,EE,2015-01-01,: 
LOSS_CUM_EUR_HAB,EE,2016-01-01,72
LOSS_CUM_EUR_HAB,EL,1980-01-01,: 
LOSS_CUM_EUR_HAB,EL,1981-01-01,: 
LOSS_CUM_EUR_HAB,EL,1982-01-01,: 
LOSS_CUM_EUR_HAB,EL,1983-01-01,: 
LOSS_CUM_EUR_HAB,EL,1984-01-01,: 
LOSS_CUM_EUR_HAB,EL,1985-01-01,: 
LOSS_CUM_EUR_HAB,EL,1986-01-01,: 
LOSS_CUM_EUR_HAB,EL,1987-01-01,: 
LOSS_CUM_EUR_HAB,EL,1988-01-01,: 
LOSS_CUM_EUR_HAB,EL,1989-01-01,: 
LOSS_CUM_EUR_HAB,EL,1990-01-01,: 
LOSS_CUM_EUR_HAB,EL,1991-01-01,: 
LOSS_CUM_EUR_HAB,EL,1992-01-01,: 
LOSS_CUM_EUR_HAB,EL,1993-01-01,: 
LOSS_CUM_EUR_HAB,EL,1994-01-01,: 
LOSS_CUM_EUR_HAB,EL,1995-01-01,: 
LOSS_CUM_EUR_HAB,EL,1996-01-01,: 
LOSS_CUM_EUR_HAB,EL,1997-01-01,: 
LOSS_CUM_EUR_HAB,EL,1998-01-01,: 
LOSS_CUM_EUR_HAB,EL,1999-01-01,: 
LOSS_CUM_EUR_HAB,EL,2000-01-01,: 
LOSS_CUM_EUR_HAB,EL,2001-01-01,: 
LOSS_CUM_EUR_HAB,EL,2002-01-01,: 
LOSS_CUM_EUR_HAB,EL,2003-01-01,: 
LOSS_CUM_EUR_HAB,EL,2004-01-01,: 
LOSS_CUM_EUR_HAB,EL,2005-01-01,: 
LOSS_CUM_EUR_HAB,EL,2006-01-01,: 
LOSS_CUM_EUR_HAB,EL,2007-01-01,: 
LOSS_CUM_EUR_HAB,EL,2008-01-01,: 
LOSS_CUM_EUR_HAB,EL,2009-01-01,: 
LOSS_CUM_EUR_HAB,EL,2010-01-01,: 
LOSS_CUM_EUR_HAB,EL,2011-01-01,: 
LOSS_CUM_EUR_HAB,EL,2012-01-01,: 
LOSS_CUM_EUR_HAB,EL,2013-01-01,: 
LOSS_CUM_EUR_HAB,EL,2014-01-01,: 
LOSS_CUM_EUR_HAB,EL,2015-01-01,: 
LOSS_CUM_EUR_HAB,EL,2016-01-01,679
LOSS_CUM_EUR_HAB,ES,1980-01-01,: 
LOSS_CUM_EUR_HAB,ES,1981-01-01,: 
LOSS_CUM_EUR_HAB,ES,1982-01-01,: 
LOSS_CUM_EUR_HAB,ES,1983-01-01,: 
LOSS_CUM_EUR_HAB,ES,1984-01-01,: 
LOSS_CUM_EUR_HAB,ES,1985-01-01,: 
LOSS_CUM_EUR_HAB,ES,1986-01-01,: 
LOSS_CUM_EUR_HAB,ES,1987-01-01,: 
LOSS_CUM_EUR_HAB,ES,1988-01-01,: 
LOSS_CUM_EUR_HAB,ES,1989-01-01,: 
LOSS_CUM_EUR_HAB,ES,1990-01-01,: 
LOSS_CUM_EUR_HAB,ES,1991-01-01,: 
LOSS_CUM_EUR_HAB,ES,1992-01-01,: 
LOSS_CUM_EUR_HAB,ES,1993-01-01,: 
LOSS_CUM_EUR_HAB,ES,1994-01-01,: 
LOSS_CUM_EUR_HAB,ES,1995-01-01,: 
LOSS_CUM_EUR_HAB,ES,1996-01-01,: 
LOSS_CUM_EUR_HAB,ES,1997-01-01,: 
LOSS_CUM_EUR_HAB,ES,1998-01-01,: 
LOSS_CUM_EUR_HAB,ES,1999-01-01,: 
LOSS_CUM_EUR_HAB,ES,2000-01-01,: 
LOSS_CUM_EUR_HAB,ES,2001-01-01,: 
LOSS_CUM_EUR_HAB,ES,2002-01-01,: 
LOSS_CUM_EUR_HAB,ES,2003-01-01,: 
LOSS_CUM_EUR_HAB,ES,2004-01-01,: 
LOSS_CUM_EUR_HAB,ES,2005-01-01,: 
LOSS_CUM_EUR_HAB,ES,2006-01-01,: 
LOSS_CUM_EUR_HAB,ES,2007-01-01,: 
LOSS_CUM_EUR_HAB,ES,2008-01-01,: 
LOSS_CUM_EUR_HAB,ES,2009-01-01,: 
LOSS_CUM_EUR_HAB,ES,2010-01-01,: 
LOSS_CUM_EUR_HAB,ES,2011-01-01,: 
LOSS_CUM_EUR_HAB,ES,2012-01-01,: 
LOSS_CUM_EUR_HAB,ES,2013-01-01,: 
LOSS_CUM_EUR_HAB,ES,2014-01-01,: 
LOSS_CUM_EUR_HAB,ES,2015-01-01,: 
LOSS_CUM_EUR_HAB,ES,2016-01-01,828
LOSS_CUM_EUR_HAB,EU28,1980-01-01,: 
LOSS_CUM_EUR_HAB,EU28,1981-01-01,: 
LOSS_CUM_EUR_HAB,EU28,1982-01-01,: 
LOSS_CUM_EUR_HAB,EU28,1983-01-01,: 
LOSS_CUM_EUR_HAB,EU28,1984-01-01,: 
LOSS_CUM_EUR_HAB,EU28,1985-01-01,: 
LOSS_CUM_EUR_HAB,EU28,1986-01-01,: 
LOSS_CUM_EUR_HAB,EU28,1987-01-01,: 
LOSS_CUM_EUR_HAB,EU28,1988-01-01,: 
LOSS_CUM_EUR_HAB,EU28,1989-01-01,: 
LOSS_CUM_EUR_HAB,EU28,1990-01-01,: 
LOSS_CUM_EUR_HAB,EU28,1991-01-01,: 
LOSS_CUM_EUR_HAB,EU28,1992-01-01,: 
LOSS_CUM_EUR_HAB,EU28,1993-01-01,: 
LOSS_CUM_EUR_HAB,EU28,1994-01-01,: 
LOSS_CUM_EUR_HAB,EU28,1995-01-01,: 
LOSS_CUM_EUR_HAB,EU28,1996-01-01,: 
LOSS_CUM_EUR_HAB,EU28,1997-01-01,: 
LOSS_CUM_EUR_HAB,EU28,1998-01-01,: 
LOSS_CUM_EUR_HAB,EU28,1999-01-01,: 
LOSS_CUM_EUR_HAB,EU28,2000-01-01,: 
LOSS_CUM_EUR_HAB,EU28,2001-01-01,: 
LOSS_CUM_EUR_HAB,EU28,2002-01-01,: 
LOSS_CUM_EUR_HAB,EU28,2003-01-01,: 
LOSS_CUM_EUR_HAB,EU28,2004-01-01,: 
LOSS_CUM_EUR_HAB,EU28,2005-01-01,: 
LOSS_CUM_EUR_HAB,EU28,2006-01-01,: 
LOSS_CUM_EUR_HAB,EU28,2007-01-01,: 
LOSS_CUM_EUR_HAB,EU28,2008-01-01,: 
LOSS_CUM_EUR_HAB,EU28,2009-01-01,: 
LOSS_CUM_EUR_HAB,EU28,2010-01-01,: 
LOSS_CUM_EUR_HAB,EU28,2011-01-01,: 
LOSS_CUM_EUR_HAB,EU28,2012-01-01,: 
LOSS_CUM_EUR_HAB,EU28,2013-01-01,: 
LOSS_CUM_EUR_HAB,EU28,2014-01-01,: 
LOSS_CUM_EUR_HAB,EU28,2015-01-01,: 
LOSS_CUM_EUR_HAB,EU28,2016-01-01,852
LOSS_CUM_EUR_HAB,FI,1980-01-01,: 
LOSS_CUM_EUR_HAB,FI,1981-01-01,: 
LOSS_CUM_EUR_HAB,FI,1982-01-01,: 
LOSS_CUM_EUR_HAB,FI,1983-01-01,: 
LOSS_CUM_EUR_HAB,FI,1984-01-01,: 
LOSS_CUM_EUR_HAB,FI,1985-01-01,: 
LOSS_CUM_EUR_HAB,FI,1986-01-01,: 
LOSS_CUM_EUR_HAB,FI,1987-01-01,: 
LOSS_CUM_EUR_HAB,FI,1988-01-01,: 
LOSS_CUM_EUR_HAB,FI,1989-01-01,: 
LOSS_CUM_EUR_HAB,FI,1990-01-01,: 
LOSS_CUM_EUR_HAB,FI,1991-01-01,: 
LOSS_CUM_EUR_HAB,FI,1992-01-01,: 
LOSS_CUM_EUR_HAB,FI,1993-01-01,: 
LOSS_CUM_EUR_HAB,FI,1994-01-01,: 
LOSS_CUM_EUR_HAB,FI,1995-01-01,: 
LOSS_CUM_EUR_HAB,FI,1996-01-01,: 
LOSS_CUM_EUR_HAB,FI,1997-01-01,: 
LOSS_CUM_EUR_HAB,FI,1998-01-01,: 
LOSS_CUM_EUR_HAB,FI,1999-01-01,: 
LOSS_CUM_EUR_HAB,FI,2000-01-01,: 
LOSS_CUM_EUR_HAB,FI,2001-01-01,: 
LOSS_CUM_EUR_HAB,FI,2002-01-01,: 
LOSS_CUM_EUR_HAB,FI,2003-01-01,: 
LOSS_CUM_EUR_HAB,FI,2004-01-01,: 
LOSS_CUM_EUR_HAB,FI,2005-01-01,: 
LOSS_CUM_EUR_HAB,FI,2006-01-01,: 
LOSS_CUM_EUR_HAB,FI,2007-01-01,: 
LOSS_CUM_EUR_HAB,FI,2008-01-01,: 
LOSS_CUM_EUR_HAB,FI,2009-01-01,: 
LOSS_CUM_EUR_HAB,FI,2010-01-01,: 
LOSS_CUM_EUR_HAB,FI,2011-01-01,: 
LOSS_CUM_EUR_HAB,FI,2012-01-01,: 
LOSS_CUM_EUR_HAB,FI,2013-01-01,: 
LOSS_CUM_EUR_HAB,FI,2014-01-01,: 
LOSS_CUM_EUR_HAB,FI,2015-01-01,: 
LOSS_CUM_EUR_HAB,FI,2016-01-01,364
LOSS_CUM_EUR_HAB,FR,1980-01-01,: 
LOSS_CUM_EUR_HAB,FR,1981-01-01,: 
LOSS_CUM_EUR_HAB,FR,1982-01-01,: 
LOSS_CUM_EUR_HAB,FR,1983-01-01,: 
LOSS_CUM_EUR_HAB,FR,1984-01-01,: 
LOSS_CUM_EUR_HAB,FR,1985-01-01,: 
LOSS_CUM_EUR_HAB,FR,1986-01-01,: 
LOSS_CUM_EUR_HAB,FR,1987-01-01,: 
LOSS_CUM_EUR_HAB,FR,1988-01-01,: 
LOSS_CUM_EUR_HAB,FR,1989-01-01,: 
LOSS_CUM_EUR_HAB,FR,1990-01-01,: 
LOSS_CUM_EUR_HAB,FR,1991-01-01,: 
