na_item,s_adj,unit,nace_r2,geotime,date,value
D1,SCA,CP_MEUR,B-E,EA,2016-04-01,253197.3 
D1,SCA,CP_MEUR,B-E,EA,2016-07-01,254852.4 
D1,SCA,CP_MEUR,B-E,EA,2016-10-01,256189.6 
D1,SCA,CP_MEUR,B-E,EA,2017-01-01,258644.1 
D1,SCA,CP_MEUR,B-E,EA,2017-04-01,260261.5 
D1,SCA,CP_MEUR,B-E,EA,2017-07-01,262258.4 
D1,SCA,CP_MEUR,B-E,EA,2017-10-01,265386.4 
D1,SCA,CP_MEUR,B-E,EA,2018-01-01,267605.0 
D1,SCA,CP_MEUR,B-E,EA,2018-04-01,270817.8 
D1,SCA,CP_MEUR,B-E,EA19,2015-07-01,249266.8 
D1,SCA,CP_MEUR,B-E,EA19,2015-10-01,250459.6 
D1,SCA,CP_MEUR,B-E,EA19,2016-01-01,252509.1 
D1,SCA,CP_MEUR,B-E,EA19,2016-04-01,253197.3 
D1,SCA,CP_MEUR,B-E,EA19,2016-07-01,254852.4 
D1,SCA,CP_MEUR,B-E,EA19,2016-10-01,256189.6 
D1,SCA,CP_MEUR,B-E,EA19,2017-01-01,258644.1 
D1,SCA,CP_MEUR,B-E,EA19,2017-04-01,260261.5 
D1,SCA,CP_MEUR,B-E,EA19,2017-07-01,262258.4 
D1,SCA,CP_MEUR,B-E,EA19,2017-10-01,265386.4 
D1,SCA,CP_MEUR,B-E,EA19,2018-01-01,267605.0 
D1,SCA,CP_MEUR,B-E,EA19,2018-04-01,270817.8 
D1,SCA,CP_MEUR,B-E,EE,2015-07-01,529.1 
D1,SCA,CP_MEUR,B-E,EE,2015-10-01,528.6 
D1,SCA,CP_MEUR,B-E,EE,2016-01-01,535.0 
D1,SCA,CP_MEUR,B-E,EE,2016-04-01,536.3 
D1,SCA,CP_MEUR,B-E,EE,2016-07-01,543.5 
D1,SCA,CP_MEUR,B-E,EE,2016-10-01,547.4 
D1,SCA,CP_MEUR,B-E,EE,2017-01-01,582.6 
D1,SCA,CP_MEUR,B-E,EE,2017-04-01,595.5 
D1,SCA,CP_MEUR,B-E,EE,2017-07-01,600.4 
D1,SCA,CP_MEUR,B-E,EE,2017-10-01,607.4 
D1,SCA,CP_MEUR,B-E,EE,2018-01-01,609.3 
D1,SCA,CP_MEUR,B-E,EE,2018-04-01,624.1 
D1,SCA,CP_MEUR,B-E,EL,2015-07-01,1971.8 p
D1,SCA,CP_MEUR,B-E,EL,2015-10-01,1958.6 p
D1,SCA,CP_MEUR,B-E,EL,2016-01-01,1909.2 p
D1,SCA,CP_MEUR,B-E,EL,2016-04-01,1906.9 p
D1,SCA,CP_MEUR,B-E,EL,2016-07-01,1924.3 p
D1,SCA,CP_MEUR,B-E,EL,2016-10-01,1912.4 p
D1,SCA,CP_MEUR,B-E,EL,2017-01-01,2022.8 p
D1,SCA,CP_MEUR,B-E,EL,2017-04-01,2038.7 p
D1,SCA,CP_MEUR,B-E,EL,2017-07-01,2023.1 p
D1,SCA,CP_MEUR,B-E,EL,2017-10-01,2060.4 p
D1,SCA,CP_MEUR,B-E,EL,2018-01-01,2096.0 p
D1,SCA,CP_MEUR,B-E,EL,2018-04-01,2095.4 p
D1,SCA,CP_MEUR,B-E,ES,2015-07-01,20751.0 
D1,SCA,CP_MEUR,B-E,ES,2015-10-01,20885.0 
D1,SCA,CP_MEUR,B-E,ES,2016-01-01,21194.0 p
D1,SCA,CP_MEUR,B-E,ES,2016-04-01,21347.0 p
D1,SCA,CP_MEUR,B-E,ES,2016-07-01,21620.0 p
D1,SCA,CP_MEUR,B-E,ES,2016-10-01,21844.0 p
D1,SCA,CP_MEUR,B-E,ES,2017-01-01,22096.0 p
D1,SCA,CP_MEUR,B-E,ES,2017-04-01,22273.0 p
D1,SCA,CP_MEUR,B-E,ES,2017-07-01,22437.0 p
D1,SCA,CP_MEUR,B-E,ES,2017-10-01,22685.0 p
D1,SCA,CP_MEUR,B-E,ES,2018-01-01,22783.0 p
D1,SCA,CP_MEUR,B-E,ES,2018-04-01,22978.0 p
D1,SCA,CP_MEUR,B-E,EU28,2015-07-01,332177.0 
D1,SCA,CP_MEUR,B-E,EU28,2015-10-01,335049.2 
D1,SCA,CP_MEUR,B-E,EU28,2016-01-01,333353.2 
D1,SCA,CP_MEUR,B-E,EU28,2016-04-01,334611.0 
D1,SCA,CP_MEUR,B-E,EU28,2016-07-01,333981.5 
D1,SCA,CP_MEUR,B-E,EU28,2016-10-01,333158.5 
D1,SCA,CP_MEUR,B-E,EU28,2017-01-01,339072.5 
D1,SCA,CP_MEUR,B-E,EU28,2017-04-01,342737.7 
D1,SCA,CP_MEUR,B-E,EU28,2017-07-01,343973.6 
D1,SCA,CP_MEUR,B-E,EU28,2017-10-01,347040.2 
D1,SCA,CP_MEUR,B-E,EU28,2018-01-01,352354.8 
D1,SCA,CP_MEUR,B-E,EU28,2018-04-01,357206.4 
D1,SCA,CP_MEUR,B-E,FI,2015-07-01,4639.0 
D1,SCA,CP_MEUR,B-E,FI,2015-10-01,4662.0 
D1,SCA,CP_MEUR,B-E,FI,2016-01-01,4675.0 
D1,SCA,CP_MEUR,B-E,FI,2016-04-01,4676.0 
D1,SCA,CP_MEUR,B-E,FI,2016-07-01,4702.0 
D1,SCA,CP_MEUR,B-E,FI,2016-10-01,4664.0 
D1,SCA,CP_MEUR,B-E,FI,2017-01-01,4636.0 
D1,SCA,CP_MEUR,B-E,FI,2017-04-01,4675.0 
D1,SCA,CP_MEUR,B-E,FI,2017-07-01,4676.0 
D1,SCA,CP_MEUR,B-E,FI,2017-10-01,4721.0 
D1,SCA,CP_MEUR,B-E,FI,2018-01-01,4790.0 
D1,SCA,CP_MEUR,B-E,FI,2018-04-01,4829.0 
D1,SCA,CP_MEUR,B-E,HR,2015-07-01,1137.1 
D1,SCA,CP_MEUR,B-E,HR,2015-10-01,1134.6 
D1,SCA,CP_MEUR,B-E,HR,2016-01-01,1131.7 
D1,SCA,CP_MEUR,B-E,HR,2016-04-01,1159.8 
D1,SCA,CP_MEUR,B-E,HR,2016-07-01,1174.1 
D1,SCA,CP_MEUR,B-E,HR,2016-10-01,1181.9 
D1,SCA,CP_MEUR,B-E,HR,2017-01-01,1203.6 
D1,SCA,CP_MEUR,B-E,HR,2017-04-01,1210.5 
D1,SCA,CP_MEUR,B-E,HR,2017-07-01,1217.4 
D1,SCA,CP_MEUR,B-E,HR,2017-10-01,1208.8 
D1,SCA,CP_MEUR,B-E,HR,2018-01-01,1241.3 
D1,SCA,CP_MEUR,B-E,HR,2018-04-01,1274.4 
D1,SCA,CP_MEUR,B-E,HU,2015-07-01,2704.7 
D1,SCA,CP_MEUR,B-E,HU,2015-10-01,2754.3 
D1,SCA,CP_MEUR,B-E,HU,2016-01-01,2864.4 
D1,SCA,CP_MEUR,B-E,HU,2016-04-01,2886.0 
D1,SCA,CP_MEUR,B-E,HU,2016-07-01,2946.4 
D1,SCA,CP_MEUR,B-E,HU,2016-10-01,3011.9 
D1,SCA,CP_MEUR,B-E,HU,2017-01-01,3133.5 
D1,SCA,CP_MEUR,B-E,HU,2017-04-01,3196.8 
D1,SCA,CP_MEUR,B-E,HU,2017-07-01,3284.8 
D1,SCA,CP_MEUR,B-E,HU,2017-10-01,3271.6 
D1,SCA,CP_MEUR,B-E,HU,2018-01-01,3525.0 
D1,SCA,CP_MEUR,B-E,HU,2018-04-01,3502.9 
D1,SCA,CP_MEUR,B-E,IE,2015-07-01,2831.9 
D1,SCA,CP_MEUR,B-E,IE,2015-10-01,2868.6 
D1,SCA,CP_MEUR,B-E,IE,2016-01-01,2847.2 
D1,SCA,CP_MEUR,B-E,IE,2016-04-01,2899.2 
D1,SCA,CP_MEUR,B-E,IE,2016-07-01,3007.7 
D1,SCA,CP_MEUR,B-E,IE,2016-10-01,2958.6 
D1,SCA,CP_MEUR,B-E,IE,2017-01-01,3024.1 
D1,SCA,CP_MEUR,B-E,IE,2017-04-01,3040.1 
D1,SCA,CP_MEUR,B-E,IE,2017-07-01,3069.6 
D1,SCA,CP_MEUR,B-E,IE,2017-10-01,3075.5 
D1,SCA,CP_MEUR,B-E,IE,2018-01-01,3098.3 
D1,SCA,CP_MEUR,B-E,IE,2018-04-01,3058.4 
D1,SCA,CP_MEUR,B-E,IT,2015-07-01,37630.7 
D1,SCA,CP_MEUR,B-E,IT,2015-10-01,37764.6 
D1,SCA,CP_MEUR,B-E,IT,2016-01-01,38234.5 
D1,SCA,CP_MEUR,B-E,IT,2016-04-01,38386.1 
D1,SCA,CP_MEUR,B-E,IT,2016-07-01,38257.3 
D1,SCA,CP_MEUR,B-E,IT,2016-10-01,38426.6 
D1,SCA,CP_MEUR,B-E,IT,2017-01-01,38820.2 
D1,SCA,CP_MEUR,B-E,IT,2017-04-01,39024.5 
D1,SCA,CP_MEUR,B-E,IT,2017-07-01,39377.1 
D1,SCA,CP_MEUR,B-E,IT,2017-10-01,40066.3 
D1,SCA,CP_MEUR,B-E,IT,2018-01-01,39939.7 
D1,SCA,CP_MEUR,B-E,IT,2018-04-01,40538.2 
D1,SCA,CP_MEUR,B-E,LT,2015-07-01,794.4 
D1,SCA,CP_MEUR,B-E,LT,2015-10-01,807.8 
D1,SCA,CP_MEUR,B-E,LT,2016-01-01,832.8 
D1,SCA,CP_MEUR,B-E,LT,2016-04-01,843.9 
D1,SCA,CP_MEUR,B-E,LT,2016-07-01,857.9 
D1,SCA,CP_MEUR,B-E,LT,2016-10-01,869.6 
D1,SCA,CP_MEUR,B-E,LT,2017-01-01,888.0 
D1,SCA,CP_MEUR,B-E,LT,2017-04-01,896.0 
D1,SCA,CP_MEUR,B-E,LT,2017-07-01,905.0 
D1,SCA,CP_MEUR,B-E,LT,2017-10-01,927.9 
D1,SCA,CP_MEUR,B-E,LT,2018-01-01,955.5 
D1,SCA,CP_MEUR,B-E,LT,2018-04-01,966.3 
D1,SCA,CP_MEUR,B-E,LU,2015-07-01,526.1 
D1,SCA,CP_MEUR,B-E,LU,2015-10-01,527.8 
D1,SCA,CP_MEUR,B-E,LU,2016-01-01,525.9 
D1,SCA,CP_MEUR,B-E,LU,2016-04-01,529.3 
D1,SCA,CP_MEUR,B-E,LU,2016-07-01,528.7 
D1,SCA,CP_MEUR,B-E,LU,2016-10-01,532.1 
D1,SCA,CP_MEUR,B-E,LU,2017-01-01,551.5 
D1,SCA,CP_MEUR,B-E,LU,2017-04-01,540.9 
D1,SCA,CP_MEUR,B-E,LU,2017-07-01,549.2 
D1,SCA,CP_MEUR,B-E,LU,2017-10-01,549.4 
D1,SCA,CP_MEUR,B-E,LU,2018-01-01,556.5 
D1,SCA,CP_MEUR,B-E,LU,2018-04-01,562.1 
D1,SCA,CP_MEUR,B-E,LV,2015-07-01,423.7 
D1,SCA,CP_MEUR,B-E,LV,2015-10-01,425.8 
D1,SCA,CP_MEUR,B-E,LV,2016-01-01,435.8 
D1,SCA,CP_MEUR,B-E,LV,2016-04-01,445.5 
D1,SCA,CP_MEUR,B-E,LV,2016-07-01,454.1 
D1,SCA,CP_MEUR,B-E,LV,2016-10-01,459.6 
D1,SCA,CP_MEUR,B-E,LV,2017-01-01,467.7 
D1,SCA,CP_MEUR,B-E,LV,2017-04-01,480.1 
D1,SCA,CP_MEUR,B-E,LV,2017-07-01,483.4 
D1,SCA,CP_MEUR,B-E,LV,2017-10-01,507.3 
D1,SCA,CP_MEUR,B-E,LV,2018-01-01,522.7 
D1,SCA,CP_MEUR,B-E,LV,2018-04-01,529.1 
D1,SCA,CP_MEUR,B-E,MT,2015-07-01,114.2 
D1,SCA,CP_MEUR,B-E,MT,2015-10-01,115.8 
D1,SCA,CP_MEUR,B-E,MT,2016-01-01,119.3 
D1,SCA,CP_MEUR,B-E,MT,2016-04-01,115.0 
D1,SCA,CP_MEUR,B-E,MT,2016-07-01,117.7 
D1,SCA,CP_MEUR,B-E,MT,2016-10-01,120.1 
D1,SCA,CP_MEUR,B-E,MT,2017-01-01,120.9 
D1,SCA,CP_MEUR,B-E,MT,2017-04-01,121.3 
D1,SCA,CP_MEUR,B-E,MT,2017-07-01,122.8 
D1,SCA,CP_MEUR,B-E,MT,2017-10-01,123.8 
D1,SCA,CP_MEUR,B-E,MT,2018-01-01,127.1 
D1,SCA,CP_MEUR,B-E,MT,2018-04-01,128.5 
D1,SCA,CP_MEUR,B-E,NL,2015-07-01,10953.7 
D1,SCA,CP_MEUR,B-E,NL,2015-10-01,11038.3 
D1,SCA,CP_MEUR,B-E,NL,2016-01-01,11155.2 p
D1,SCA,CP_MEUR,B-E,NL,2016-04-01,11235.8 p
D1,SCA,CP_MEUR,B-E,NL,2016-07-01,11258.9 p
D1,SCA,CP_MEUR,B-E,NL,2016-10-01,11262.1 p
D1,SCA,CP_MEUR,B-E,NL,2017-01-01,11294.9 p
D1,SCA,CP_MEUR,B-E,NL,2017-04-01,11414.9 p
D1,SCA,CP_MEUR,B-E,NL,2017-07-01,11562.5 p
D1,SCA,CP_MEUR,B-E,NL,2017-10-01,11726.6 p
D1,SCA,CP_MEUR,B-E,NL,2018-01-01,11822.5 p
D1,SCA,CP_MEUR,B-E,NL,2018-04-01,11917.0 p
D1,SCA,CP_MEUR,B-E,NO,2015-07-01,6765.0 
D1,SCA,CP_MEUR,B-E,NO,2015-10-01,6651.1 
D1,SCA,CP_MEUR,B-E,NO,2016-01-01,6433.7 
D1,SCA,CP_MEUR,B-E,NO,2016-04-01,6355.7 
D1,SCA,CP_MEUR,B-E,NO,2016-07-01,6373.3 
D1,SCA,CP_MEUR,B-E,NO,2016-10-01,6463.8 
D1,SCA,CP_MEUR,B-E,NO,2017-01-01,6463.0 
D1,SCA,CP_MEUR,B-E,NO,2017-04-01,6249.9 
D1,SCA,CP_MEUR,B-E,NO,2017-07-01,6347.6 
D1,SCA,CP_MEUR,B-E,NO,2017-10-01,6197.4 
D1,SCA,CP_MEUR,B-E,NO,2018-01-01,6237.7 
D1,SCA,CP_MEUR,B-E,NO,2018-04-01,6431.9 
D1,SCA,CP_MEUR,B-E,PL,2015-07-01,10526.2 
D1,SCA,CP_MEUR,B-E,PL,2015-10-01,10483.3 
D1,SCA,CP_MEUR,B-E,PL,2016-01-01,10684.5 
D1,SCA,CP_MEUR,B-E,PL,2016-04-01,10603.1 
D1,SCA,CP_MEUR,B-E,PL,2016-07-01,10893.0 
D1,SCA,CP_MEUR,B-E,PL,2016-10-01,11022.5 
D1,SCA,CP_MEUR,B-E,PL,2017-01-01,11216.8 p
D1,SCA,CP_MEUR,B-E,PL,2017-04-01,11962.3 p
D1,SCA,CP_MEUR,B-E,PL,2017-07-01,12099.9 p
D1,SCA,CP_MEUR,B-E,PL,2017-10-01,12423.3 p
D1,SCA,CP_MEUR,B-E,PL,2018-01-01,12643.1 p
D1,SCA,CP_MEUR,B-E,PL,2018-04-01,12985.9 p
D1,SCA,CP_MEUR,B-E,PT,2015-07-01,3265.6 
D1,SCA,CP_MEUR,B-E,PT,2015-10-01,3281.7 
D1,SCA,CP_MEUR,B-E,PT,2016-01-01,3329.4 
D1,SCA,CP_MEUR,B-E,PT,2016-04-01,3360.5 
D1,SCA,CP_MEUR,B-E,PT,2016-07-01,3401.3 
D1,SCA,CP_MEUR,B-E,PT,2016-10-01,3454.2 
D1,SCA,CP_MEUR,B-E,PT,2017-01-01,3535.4 
D1,SCA,CP_MEUR,B-E,PT,2017-04-01,3573.9 
D1,SCA,CP_MEUR,B-E,PT,2017-07-01,3642.1 
D1,SCA,CP_MEUR,B-E,PT,2017-10-01,3698.1 
D1,SCA,CP_MEUR,B-E,PT,2018-01-01,3731.1 
D1,SCA,CP_MEUR,B-E,PT,2018-04-01,3835.4 
D1,SCA,CP_MEUR,B-E,RO,2015-07-01,3439.8 
D1,SCA,CP_MEUR,B-E,RO,2015-10-01,3453.4 
D1,SCA,CP_MEUR,B-E,RO,2016-01-01,3485.4 p
D1,SCA,CP_MEUR,B-E,RO,2016-04-01,3585.5 p
D1,SCA,CP_MEUR,B-E,RO,2016-07-01,3731.5 p
D1,SCA,CP_MEUR,B-E,RO,2016-10-01,3912.5 p
D1,SCA,CP_MEUR,B-E,RO,2017-01-01,3948.1 p
D1,SCA,CP_MEUR,B-E,RO,2017-04-01,4081.1 p
D1,SCA,CP_MEUR,B-E,RO,2017-07-01,4295.5 p
D1,SCA,CP_MEUR,B-E,RO,2017-10-01,4393.8 p
D1,SCA,CP_MEUR,B-E,RO,2018-01-01,4386.6 p
D1,SCA,CP_MEUR,B-E,RO,2018-04-01,4739.4 p
D1,SCA,CP_MEUR,B-E,SE,2015-07-01,7947.4 
D1,SCA,CP_MEUR,B-E,SE,2015-10-01,8054.2 
D1,SCA,CP_MEUR,B-E,SE,2016-01-01,8170.6 
D1,SCA,CP_MEUR,B-E,SE,2016-04-01,8162.5 
D1,SCA,CP_MEUR,B-E,SE,2016-07-01,8020.7 
D1,SCA,CP_MEUR,B-E,SE,2016-10-01,7948.6 
D1,SCA,CP_MEUR,B-E,SE,2017-01-01,8206.8 
D1,SCA,CP_MEUR,B-E,SE,2017-04-01,8172.1 
D1,SCA,CP_MEUR,B-E,SE,2017-07-01,8352.6 
D1,SCA,CP_MEUR,B-E,SE,2017-10-01,8259.9 
D1,SCA,CP_MEUR,B-E,SE,2018-01-01,8309.2 
D1,SCA,CP_MEUR,B-E,SE,2018-04-01,8247.2 
D1,SCA,CP_MEUR,B-E,SI,2015-07-01,1292.4 
D1,SCA,CP_MEUR,B-E,SI,2015-10-01,1310.2 
D1,SCA,CP_MEUR,B-E,SI,2016-01-01,1332.1 
D1,SCA,CP_MEUR,B-E,SI,2016-04-01,1349.2 
D1,SCA,CP_MEUR,B-E,SI,2016-07-01,1362.8 
D1,SCA,CP_MEUR,B-E,SI,2016-10-01,1379.3 
D1,SCA,CP_MEUR,B-E,SI,2017-01-01,1398.0 
D1,SCA,CP_MEUR,B-E,SI,2017-04-01,1427.4 
D1,SCA,CP_MEUR,B-E,SI,2017-07-01,1453.8 
D1,SCA,CP_MEUR,B-E,SI,2017-10-01,1498.1 
D1,SCA,CP_MEUR,B-E,SI,2018-01-01,1527.8 
D1,SCA,CP_MEUR,B-E,SI,2018-04-01,1563.6 
D1,SCA,CP_MEUR,B-E,UK,2015-07-01,45906.5 
D1,SCA,CP_MEUR,B-E,UK,2015-10-01,47360.9 
D1,SCA,CP_MEUR,B-E,UK,2016-01-01,42980.6 
D1,SCA,CP_MEUR,B-E,UK,2016-04-01,43403.5 
D1,SCA,CP_MEUR,B-E,UK,2016-07-01,40654.1 
D1,SCA,CP_MEUR,B-E,UK,2016-10-01,37895.2 
D1,SCA,CP_MEUR,B-E,UK,2017-01-01,40634.1 
D1,SCA,CP_MEUR,B-E,UK,2017-04-01,41096.5 
D1,SCA,CP_MEUR,B-E,UK,2017-07-01,39588.3 
D1,SCA,CP_MEUR,B-E,UK,2017-10-01,38839.9 
D1,SCA,CP_MEUR,B-E,UK,2018-01-01,41247.7 
D1,SCA,CP_MEUR,B-E,UK,2018-04-01,41728.7 
D1,SCA,CP_MEUR,C,AT,2015-07-01,7942.9 
D1,SCA,CP_MEUR,C,AT,2015-10-01,8047.8 
D1,SCA,CP_MEUR,C,AT,2016-01-01,8110.1 
D1,SCA,CP_MEUR,C,AT,2016-04-01,8156.3 
D1,SCA,CP_MEUR,C,AT,2016-07-01,8254.8 
D1,SCA,CP_MEUR,C,AT,2016-10-01,8266.3 
D1,SCA,CP_MEUR,C,AT,2017-01-01,8341.7 
D1,SCA,CP_MEUR,C,AT,2017-04-01,8431.1 
D1,SCA,CP_MEUR,C,AT,2017-07-01,8497.6 
D1,SCA,CP_MEUR,C,AT,2017-10-01,8672.1 
D1,SCA,CP_MEUR,C,AT,2018-01-01,8856.4 
D1,SCA,CP_MEUR,C,AT,2018-04-01,8977.8 
D1,SCA,CP_MEUR,C,BE,2015-07-01,: c
D1,SCA,CP_MEUR,C,BE,2015-10-01,: c
D1,SCA,CP_MEUR,C,BE,2016-01-01,: c
D1,SCA,CP_MEUR,C,BE,2016-04-01,: c
D1,SCA,CP_MEUR,C,BE,2016-07-01,: c
D1,SCA,CP_MEUR,C,BE,2016-10-01,: c
D1,SCA,CP_MEUR,C,BE,2017-01-01,: c
D1,SCA,CP_MEUR,C,BE,2017-04-01,: c
D1,SCA,CP_MEUR,C,BE,2017-07-01,: c
D1,SCA,CP_MEUR,C,BE,2017-10-01,: c
D1,SCA,CP_MEUR,C,BE,2018-01-01,: c
D1,SCA,CP_MEUR,C,BE,2018-04-01,: c
D1,SCA,CP_MEUR,C,BG,2015-07-01,790.4 
D1,SCA,CP_MEUR,C,BG,2015-10-01,812.5 
D1,SCA,CP_MEUR,C,BG,2016-01-01,836.6 
D1,SCA,CP_MEUR,C,BG,2016-04-01,848.3 
D1,SCA,CP_MEUR,C,BG,2016-07-01,866.9 
D1,SCA,CP_MEUR,C,BG,2016-10-01,900.7 
D1,SCA,CP_MEUR,C,BG,2017-01-01,913.9 
D1,SCA,CP_MEUR,C,BG,2017-04-01,954.3 
D1,SCA,CP_MEUR,C,BG,2017-07-01,984.0 
D1,SCA,CP_MEUR,C,BG,2017-10-01,1019.4 
D1,SCA,CP_MEUR,C,BG,2018-01-01,1069.8 p
D1,SCA,CP_MEUR,C,BG,2018-04-01,1096.9 p
D1,SCA,CP_MEUR,C,CY,2015-07-01,133.9 
D1,SCA,CP_MEUR,C,CY,2015-10-01,137.6 
D1,SCA,CP_MEUR,C,CY,2016-01-01,141.3 
D1,SCA,CP_MEUR,C,CY,2016-04-01,143.7 
D1,SCA,CP_MEUR,C,CY,2016-07-01,145.0 
D1,SCA,CP_MEUR,C,CY,2016-10-01,145.6 
D1,SCA,CP_MEUR,C,CY,2017-01-01,146.2 
D1,SCA,CP_MEUR,C,CY,2017-04-01,148.3 
D1,SCA,CP_MEUR,C,CY,2017-07-01,151.3 
D1,SCA,CP_MEUR,C,CY,2017-10-01,155.0 
D1,SCA,CP_MEUR,C,CY,2018-01-01,159.4 
D1,SCA,CP_MEUR,C,CY,2018-04-01,163.0 
D1,SCA,CP_MEUR,C,CZ,2015-07-01,4733.8 
D1,SCA,CP_MEUR,C,CZ,2015-10-01,4849.2 
D1,SCA,CP_MEUR,C,CZ,2016-01-01,4974.4 
D1,SCA,CP_MEUR,C,CZ,2016-04-01,5009.9 
D1,SCA,CP_MEUR,C,CZ,2016-07-01,5098.0 
D1,SCA,CP_MEUR,C,CZ,2016-10-01,5171.8 
D1,SCA,CP_MEUR,C,CZ,2017-01-01,5291.6 
D1,SCA,CP_MEUR,C,CZ,2017-04-01,5588.4 
D1,SCA,CP_MEUR,C,CZ,2017-07-01,5754.3 
D1,SCA,CP_MEUR,C,CZ,2017-10-01,5943.9 
D1,SCA,CP_MEUR,C,CZ,2018-01-01,6159.4 
D1,SCA,CP_MEUR,C,CZ,2018-04-01,6308.8 
D1,SCA,CP_MEUR,C,DK,2015-07-01,4419.4 
D1,SCA,CP_MEUR,C,DK,2015-10-01,4455.2 
D1,SCA,CP_MEUR,C,DK,2016-01-01,4549.3 
D1,SCA,CP_MEUR,C,DK,2016-04-01,4533.7 
D1,SCA,CP_MEUR,C,DK,2016-07-01,4556.3 
D1,SCA,CP_MEUR,C,DK,2016-10-01,4644.4 
D1,SCA,CP_MEUR,C,DK,2017-01-01,4654.8 
D1,SCA,CP_MEUR,C,DK,2017-04-01,4798.3 
D1,SCA,CP_MEUR,C,DK,2017-07-01,4731.7 
D1,SCA,CP_MEUR,C,DK,2017-10-01,4803.4 
D1,SCA,CP_MEUR,C,DK,2018-01-01,4828.0 
D1,SCA,CP_MEUR,C,DK,2018-04-01,4973.5 
D1,SCA,CP_MEUR,C,EA,2015-07-01,223645.1 
D1,SCA,CP_MEUR,C,EA,2015-10-01,224858.6 
D1,SCA,CP_MEUR,C,EA,2016-01-01,226900.9 
D1,SCA,CP_MEUR,C,EA,2016-04-01,227594.2 
D1,SCA,CP_MEUR,C,EA,2016-07-01,229130.2 
D1,SCA,CP_MEUR,C,EA,2016-10-01,230386.7 
D1,SCA,CP_MEUR,C,EA,2017-01-01,232659.5 
D1,SCA,CP_MEUR,C,EA,2017-04-01,234185.6 
D1,SCA,CP_MEUR,C,EA,2017-07-01,236139.8 
D1,SCA,CP_MEUR,C,EA,2017-10-01,239148.7 
D1,SCA,CP_MEUR,C,EA,2018-01-01,241438.5 
D1,SCA,CP_MEUR,C,EA,2018-04-01,244316.5 
D1,SCA,CP_MEUR,C,EA19,2015-07-01,223645.1 
D1,SCA,CP_MEUR,C,EA19,2015-10-01,224858.6 
D1,SCA,CP_MEUR,C,EA19,2016-01-01,226900.9 
D1,SCA,CP_MEUR,C,EA19,2016-04-01,227594.2 
D1,SCA,CP_MEUR,C,EA19,2016-07-01,229130.2 
D1,SCA,CP_MEUR,C,EA19,2016-10-01,230386.7 
D1,SCA,CP_MEUR,C,EA19,2017-01-01,232659.5 
D1,SCA,CP_MEUR,C,EA19,2017-04-01,234185.6 
D1,SCA,CP_MEUR,C,EA19,2017-07-01,236139.8 
D1,SCA,CP_MEUR,C,EA19,2017-10-01,239148.7 
D1,SCA,CP_MEUR,C,EA19,2018-01-01,241438.5 
D1,SCA,CP_MEUR,C,EA19,2018-04-01,244316.5 
D1,SCA,CP_MEUR,C,EE,2015-07-01,454.6 
D1,SCA,CP_MEUR,C,EE,2015-10-01,459.1 
D1,SCA,CP_MEUR,C,EE,2016-01-01,462.7 
D1,SCA,CP_MEUR,C,EE,2016-04-01,466.7 
D1,SCA,CP_MEUR,C,EE,2016-07-01,470.8 
D1,SCA,CP_MEUR,C,EE,2016-10-01,477.2 
D1,SCA,CP_MEUR,C,EE,2017-01-01,502.3 
D1,SCA,CP_MEUR,C,EE,2017-04-01,511.6 
D1,SCA,CP_MEUR,C,EE,2017-07-01,518.2 
D1,SCA,CP_MEUR,C,EE,2017-10-01,527.0 
D1,SCA,CP_MEUR,C,EE,2018-01-01,528.0 
D1,SCA,CP_MEUR,C,EE,2018-04-01,540.8 
D1,SCA,CP_MEUR,C,EL,2015-07-01,1442.8 p
D1,SCA,CP_MEUR,C,EL,2015-10-01,1413.6 p
D1,SCA,CP_MEUR,C,EL,2016-01-01,1381.3 p
D1,SCA,CP_MEUR,C,EL,2016-04-01,1380.0 p
D1,SCA,CP_MEUR,C,EL,2016-07-01,1394.2 p
D1,SCA,CP_MEUR,C,EL,2016-10-01,1376.9 p
D1,SCA,CP_MEUR,C,EL,2017-01-01,1445.9 p
D1,SCA,CP_MEUR,C,EL,2017-04-01,1456.6 p
D1,SCA,CP_MEUR,C,EL,2017-07-01,1446.5 p
D1,SCA,CP_MEUR,C,EL,2017-10-01,1484.7 p
D1,SCA,CP_MEUR,C,EL,2018-01-01,1497.8 p
D1,SCA,CP_MEUR,C,EL,2018-04-01,1496.7 p
D1,SCA,CP_MEUR,C,ES,2015-07-01,17914.0 
D1,SCA,CP_MEUR,C,ES,2015-10-01,18075.0 
D1,SCA,CP_MEUR,C,ES,2016-01-01,18358.0 p
D1,SCA,CP_MEUR,C,ES,2016-04-01,18529.0 p
D1,SCA,CP_MEUR,C,ES,2016-07-01,18792.0 p
D1,SCA,CP_MEUR,C,ES,2016-10-01,18981.0 p
D1,SCA,CP_MEUR,C,ES,2017-01-01,19253.0 p
D1,SCA,CP_MEUR,C,ES,2017-04-01,19440.0 p
D1,SCA,CP_MEUR,C,ES,2017-07-01,19624.0 p
D1,SCA,CP_MEUR,C,ES,2017-10-01,19881.0 p
D1,SCA,CP_MEUR,C,ES,2018-01-01,19990.0 p
D1,SCA,CP_MEUR,C,ES,2018-04-01,20180.0 p
D1,SCA,CP_MEUR,C,EU28,2015-07-01,293090.4 
D1,SCA,CP_MEUR,C,EU28,2015-10-01,296299.8 
