na_item,s_adj,unit,nace_r2,geotime,date,value
D1,SCA,CP_MEUR,C,EU28,2016-01-01,295040.0 
D1,SCA,CP_MEUR,C,EU28,2016-04-01,296112.0 
D1,SCA,CP_MEUR,C,EU28,2016-07-01,295902.8 
D1,SCA,CP_MEUR,C,EU28,2016-10-01,295365.3 
D1,SCA,CP_MEUR,C,EU28,2017-01-01,300637.8 
D1,SCA,CP_MEUR,C,EU28,2017-04-01,303722.7 
D1,SCA,CP_MEUR,C,EU28,2017-07-01,305093.7 
D1,SCA,CP_MEUR,C,EU28,2017-10-01,308115.1 
D1,SCA,CP_MEUR,C,EU28,2018-01-01,313773.3 
D1,SCA,CP_MEUR,C,EU28,2018-04-01,317511.9 
D1,SCA,CP_MEUR,C,FI,2015-07-01,4231.0 
D1,SCA,CP_MEUR,C,FI,2015-10-01,4242.0 
D1,SCA,CP_MEUR,C,FI,2016-01-01,4255.0 
D1,SCA,CP_MEUR,C,FI,2016-04-01,4253.0 
D1,SCA,CP_MEUR,C,FI,2016-07-01,4258.0 
D1,SCA,CP_MEUR,C,FI,2016-10-01,4239.0 
D1,SCA,CP_MEUR,C,FI,2017-01-01,4202.0 
D1,SCA,CP_MEUR,C,FI,2017-04-01,4239.0 
D1,SCA,CP_MEUR,C,FI,2017-07-01,4244.0 
D1,SCA,CP_MEUR,C,FI,2017-10-01,4276.0 
D1,SCA,CP_MEUR,C,FI,2018-01-01,4348.0 
D1,SCA,CP_MEUR,C,FI,2018-04-01,4381.0 
D1,SCA,CP_MEUR,C,HR,2015-07-01,889.1 
D1,SCA,CP_MEUR,C,HR,2015-10-01,893.9 
D1,SCA,CP_MEUR,C,HR,2016-01-01,898.9 
D1,SCA,CP_MEUR,C,HR,2016-04-01,925.2 
D1,SCA,CP_MEUR,C,HR,2016-07-01,942.3 
D1,SCA,CP_MEUR,C,HR,2016-10-01,948.9 
D1,SCA,CP_MEUR,C,HR,2017-01-01,968.0 
D1,SCA,CP_MEUR,C,HR,2017-04-01,973.7 
D1,SCA,CP_MEUR,C,HR,2017-07-01,979.8 
D1,SCA,CP_MEUR,C,HR,2017-10-01,975.1 
D1,SCA,CP_MEUR,C,HR,2018-01-01,1001.5 
D1,SCA,CP_MEUR,C,HR,2018-04-01,1027.8 
D1,SCA,CP_MEUR,C,HU,2015-07-01,2381.6 
D1,SCA,CP_MEUR,C,HU,2015-10-01,2438.8 
D1,SCA,CP_MEUR,C,HU,2016-01-01,2514.1 
D1,SCA,CP_MEUR,C,HU,2016-04-01,2550.3 
D1,SCA,CP_MEUR,C,HU,2016-07-01,2609.6 
D1,SCA,CP_MEUR,C,HU,2016-10-01,2682.5 
D1,SCA,CP_MEUR,C,HU,2017-01-01,2759.1 
D1,SCA,CP_MEUR,C,HU,2017-04-01,2825.8 
D1,SCA,CP_MEUR,C,HU,2017-07-01,2931.0 
D1,SCA,CP_MEUR,C,HU,2017-10-01,2943.4 
D1,SCA,CP_MEUR,C,HU,2018-01-01,3076.6 
D1,SCA,CP_MEUR,C,HU,2018-04-01,3075.0 
D1,SCA,CP_MEUR,C,IE,2015-07-01,2458.8 
D1,SCA,CP_MEUR,C,IE,2015-10-01,2543.3 
D1,SCA,CP_MEUR,C,IE,2016-01-01,2481.4 
D1,SCA,CP_MEUR,C,IE,2016-04-01,2604.3 
D1,SCA,CP_MEUR,C,IE,2016-07-01,2646.2 
D1,SCA,CP_MEUR,C,IE,2016-10-01,2615.1 
D1,SCA,CP_MEUR,C,IE,2017-01-01,2653.9 
D1,SCA,CP_MEUR,C,IE,2017-04-01,2671.9 
D1,SCA,CP_MEUR,C,IE,2017-07-01,2700.7 
D1,SCA,CP_MEUR,C,IE,2017-10-01,2715.4 
D1,SCA,CP_MEUR,C,IE,2018-01-01,2727.0 
D1,SCA,CP_MEUR,C,IE,2018-04-01,2704.7 
D1,SCA,CP_MEUR,C,IT,2015-07-01,33911.2 
D1,SCA,CP_MEUR,C,IT,2015-10-01,34062.6 
D1,SCA,CP_MEUR,C,IT,2016-01-01,34537.5 
D1,SCA,CP_MEUR,C,IT,2016-04-01,34643.9 
D1,SCA,CP_MEUR,C,IT,2016-07-01,34577.0 
D1,SCA,CP_MEUR,C,IT,2016-10-01,34694.9 
D1,SCA,CP_MEUR,C,IT,2017-01-01,35060.3 
D1,SCA,CP_MEUR,C,IT,2017-04-01,35287.1 
D1,SCA,CP_MEUR,C,IT,2017-07-01,35564.3 
D1,SCA,CP_MEUR,C,IT,2017-10-01,36270.9 
D1,SCA,CP_MEUR,C,IT,2018-01-01,36385.3 
D1,SCA,CP_MEUR,C,IT,2018-04-01,36809.7 
D1,SCA,CP_MEUR,C,LT,2015-07-01,689.6 
D1,SCA,CP_MEUR,C,LT,2015-10-01,701.5 
D1,SCA,CP_MEUR,C,LT,2016-01-01,723.2 
D1,SCA,CP_MEUR,C,LT,2016-04-01,735.8 
D1,SCA,CP_MEUR,C,LT,2016-07-01,750.1 
D1,SCA,CP_MEUR,C,LT,2016-10-01,764.9 
D1,SCA,CP_MEUR,C,LT,2017-01-01,777.9 
D1,SCA,CP_MEUR,C,LT,2017-04-01,786.6 
D1,SCA,CP_MEUR,C,LT,2017-07-01,799.4 
D1,SCA,CP_MEUR,C,LT,2017-10-01,819.8 
D1,SCA,CP_MEUR,C,LT,2018-01-01,838.4 
D1,SCA,CP_MEUR,C,LT,2018-04-01,851.9 
D1,SCA,CP_MEUR,C,LU,2015-07-01,443.4 
D1,SCA,CP_MEUR,C,LU,2015-10-01,445.2 
D1,SCA,CP_MEUR,C,LU,2016-01-01,441.9 
D1,SCA,CP_MEUR,C,LU,2016-04-01,446.7 
D1,SCA,CP_MEUR,C,LU,2016-07-01,444.2 
D1,SCA,CP_MEUR,C,LU,2016-10-01,447.7 
D1,SCA,CP_MEUR,C,LU,2017-01-01,462.9 
D1,SCA,CP_MEUR,C,LU,2017-04-01,453.3 
D1,SCA,CP_MEUR,C,LU,2017-07-01,461.2 
D1,SCA,CP_MEUR,C,LU,2017-10-01,460.6 
D1,SCA,CP_MEUR,C,LU,2018-01-01,466.9 
D1,SCA,CP_MEUR,C,LU,2018-04-01,471.6 
D1,SCA,CP_MEUR,C,LV,2015-07-01,337.5 
D1,SCA,CP_MEUR,C,LV,2015-10-01,345.1 
D1,SCA,CP_MEUR,C,LV,2016-01-01,347.9 
D1,SCA,CP_MEUR,C,LV,2016-04-01,356.4 
D1,SCA,CP_MEUR,C,LV,2016-07-01,361.3 
D1,SCA,CP_MEUR,C,LV,2016-10-01,372.9 
D1,SCA,CP_MEUR,C,LV,2017-01-01,376.5 
D1,SCA,CP_MEUR,C,LV,2017-04-01,385.4 
D1,SCA,CP_MEUR,C,LV,2017-07-01,393.6 
D1,SCA,CP_MEUR,C,LV,2017-10-01,405.7 
D1,SCA,CP_MEUR,C,LV,2018-01-01,421.1 
D1,SCA,CP_MEUR,C,LV,2018-04-01,428.8 
D1,SCA,CP_MEUR,C,MT,2015-07-01,105.7 
D1,SCA,CP_MEUR,C,MT,2015-10-01,107.0 
D1,SCA,CP_MEUR,C,MT,2016-01-01,110.1 
D1,SCA,CP_MEUR,C,MT,2016-04-01,106.2 
D1,SCA,CP_MEUR,C,MT,2016-07-01,108.4 
D1,SCA,CP_MEUR,C,MT,2016-10-01,110.0 
D1,SCA,CP_MEUR,C,MT,2017-01-01,111.0 
D1,SCA,CP_MEUR,C,MT,2017-04-01,110.7 
D1,SCA,CP_MEUR,C,MT,2017-07-01,112.1 
D1,SCA,CP_MEUR,C,MT,2017-10-01,113.0 
D1,SCA,CP_MEUR,C,MT,2018-01-01,115.6 
D1,SCA,CP_MEUR,C,MT,2018-04-01,117.1 
D1,SCA,CP_MEUR,C,NL,2015-07-01,9688.7 
D1,SCA,CP_MEUR,C,NL,2015-10-01,9767.8 
D1,SCA,CP_MEUR,C,NL,2016-01-01,9907.8 p
D1,SCA,CP_MEUR,C,NL,2016-04-01,9976.6 p
D1,SCA,CP_MEUR,C,NL,2016-07-01,10022.8 p
D1,SCA,CP_MEUR,C,NL,2016-10-01,10051.0 p
D1,SCA,CP_MEUR,C,NL,2017-01-01,10084.8 p
D1,SCA,CP_MEUR,C,NL,2017-04-01,10213.6 p
D1,SCA,CP_MEUR,C,NL,2017-07-01,10337.2 p
D1,SCA,CP_MEUR,C,NL,2017-10-01,10500.2 p
D1,SCA,CP_MEUR,C,NL,2018-01-01,10592.8 p
D1,SCA,CP_MEUR,C,NL,2018-04-01,10660.4 p
D1,SCA,CP_MEUR,C,NO,2015-07-01,4046.9 
D1,SCA,CP_MEUR,C,NO,2015-10-01,3926.7 
D1,SCA,CP_MEUR,C,NO,2016-01-01,3823.0 
D1,SCA,CP_MEUR,C,NO,2016-04-01,3898.9 
D1,SCA,CP_MEUR,C,NO,2016-07-01,3841.3 
D1,SCA,CP_MEUR,C,NO,2016-10-01,3959.8 
D1,SCA,CP_MEUR,C,NO,2017-01-01,3944.5 
D1,SCA,CP_MEUR,C,NO,2017-04-01,3796.6 
D1,SCA,CP_MEUR,C,NO,2017-07-01,3871.2 
D1,SCA,CP_MEUR,C,NO,2017-10-01,3795.4 
D1,SCA,CP_MEUR,C,NO,2018-01-01,3819.4 
D1,SCA,CP_MEUR,C,NO,2018-04-01,3858.1 
D1,SCA,CP_MEUR,C,PL,2015-07-01,8281.5 
D1,SCA,CP_MEUR,C,PL,2015-10-01,8316.8 
D1,SCA,CP_MEUR,C,PL,2016-01-01,8556.6 
D1,SCA,CP_MEUR,C,PL,2016-04-01,8522.9 
D1,SCA,CP_MEUR,C,PL,2016-07-01,8779.2 
D1,SCA,CP_MEUR,C,PL,2016-10-01,8984.0 
D1,SCA,CP_MEUR,C,PL,2017-01-01,9139.0 p
D1,SCA,CP_MEUR,C,PL,2017-04-01,9848.6 p
D1,SCA,CP_MEUR,C,PL,2017-07-01,9997.7 p
D1,SCA,CP_MEUR,C,PL,2017-10-01,10089.2 p
D1,SCA,CP_MEUR,C,PL,2018-01-01,10392.2 p
D1,SCA,CP_MEUR,C,PL,2018-04-01,10697.6 p
D1,SCA,CP_MEUR,C,PT,2015-07-01,2921.0 
D1,SCA,CP_MEUR,C,PT,2015-10-01,2929.8 
D1,SCA,CP_MEUR,C,PT,2016-01-01,2983.2 
D1,SCA,CP_MEUR,C,PT,2016-04-01,3014.6 
D1,SCA,CP_MEUR,C,PT,2016-07-01,3053.6 
D1,SCA,CP_MEUR,C,PT,2016-10-01,3102.9 
D1,SCA,CP_MEUR,C,PT,2017-01-01,3167.5 
D1,SCA,CP_MEUR,C,PT,2017-04-01,3222.7 
D1,SCA,CP_MEUR,C,PT,2017-07-01,3277.2 
D1,SCA,CP_MEUR,C,PT,2017-10-01,3338.1 
D1,SCA,CP_MEUR,C,PT,2018-01-01,3380.3 
D1,SCA,CP_MEUR,C,PT,2018-04-01,3437.0 
D1,SCA,CP_MEUR,C,RO,2015-07-01,2763.7 
D1,SCA,CP_MEUR,C,RO,2015-10-01,2820.0 
D1,SCA,CP_MEUR,C,RO,2016-01-01,2854.3 p
D1,SCA,CP_MEUR,C,RO,2016-04-01,2982.3 p
D1,SCA,CP_MEUR,C,RO,2016-07-01,3104.6 p
D1,SCA,CP_MEUR,C,RO,2016-10-01,3150.6 p
D1,SCA,CP_MEUR,C,RO,2017-01-01,3315.7 p
D1,SCA,CP_MEUR,C,RO,2017-04-01,3447.5 p
D1,SCA,CP_MEUR,C,RO,2017-07-01,3503.1 p
D1,SCA,CP_MEUR,C,RO,2017-10-01,3524.8 p
D1,SCA,CP_MEUR,C,RO,2018-01-01,4326.6 p
D1,SCA,CP_MEUR,C,RO,2018-04-01,4428.9 p
D1,SCA,CP_MEUR,C,SE,2015-07-01,7049.8 
D1,SCA,CP_MEUR,C,SE,2015-10-01,7139.0 
D1,SCA,CP_MEUR,C,SE,2016-01-01,7249.0 
D1,SCA,CP_MEUR,C,SE,2016-04-01,7265.0 
D1,SCA,CP_MEUR,C,SE,2016-07-01,7114.4 
D1,SCA,CP_MEUR,C,SE,2016-10-01,7048.5 
D1,SCA,CP_MEUR,C,SE,2017-01-01,7271.4 
D1,SCA,CP_MEUR,C,SE,2017-04-01,7240.6 
D1,SCA,CP_MEUR,C,SE,2017-07-01,7408.3 
D1,SCA,CP_MEUR,C,SE,2017-10-01,7325.0 
D1,SCA,CP_MEUR,C,SE,2018-01-01,7381.5 
D1,SCA,CP_MEUR,C,SE,2018-04-01,7285.0 
D1,SCA,CP_MEUR,C,SI,2015-07-01,1135.0 
D1,SCA,CP_MEUR,C,SI,2015-10-01,1151.4 
D1,SCA,CP_MEUR,C,SI,2016-01-01,1174.3 
D1,SCA,CP_MEUR,C,SI,2016-04-01,1190.5 
D1,SCA,CP_MEUR,C,SI,2016-07-01,1205.1 
D1,SCA,CP_MEUR,C,SI,2016-10-01,1223.0 
D1,SCA,CP_MEUR,C,SI,2017-01-01,1238.5 
D1,SCA,CP_MEUR,C,SI,2017-04-01,1266.7 
D1,SCA,CP_MEUR,C,SI,2017-07-01,1291.9 
D1,SCA,CP_MEUR,C,SI,2017-10-01,1332.6 
D1,SCA,CP_MEUR,C,SI,2018-01-01,1360.9 
D1,SCA,CP_MEUR,C,SI,2018-04-01,1393.6 
D1,SCA,CP_MEUR,C,UK,2015-07-01,38113.9 
D1,SCA,CP_MEUR,C,UK,2015-10-01,39760.1 
D1,SCA,CP_MEUR,C,UK,2016-01-01,35791.9 
D1,SCA,CP_MEUR,C,UK,2016-04-01,36019.0 
D1,SCA,CP_MEUR,C,UK,2016-07-01,33855.5 
D1,SCA,CP_MEUR,C,UK,2016-10-01,31595.5 
D1,SCA,CP_MEUR,C,UK,2017-01-01,33841.8 
D1,SCA,CP_MEUR,C,UK,2017-04-01,34051.0 
D1,SCA,CP_MEUR,C,UK,2017-07-01,32852.9 
D1,SCA,CP_MEUR,C,UK,2017-10-01,32544.4 
D1,SCA,CP_MEUR,C,UK,2018-01-01,34349.1 
D1,SCA,CP_MEUR,C,UK,2018-04-01,34577.0 
D1,SCA,CP_MEUR,F,AT,2015-07-01,2794.7 
D1,SCA,CP_MEUR,F,AT,2015-10-01,2812.8 
D1,SCA,CP_MEUR,F,AT,2016-01-01,2846.2 
D1,SCA,CP_MEUR,F,AT,2016-04-01,2866.6 
D1,SCA,CP_MEUR,F,AT,2016-07-01,2886.6 
D1,SCA,CP_MEUR,F,AT,2016-10-01,2909.2 
D1,SCA,CP_MEUR,F,AT,2017-01-01,2927.3 
D1,SCA,CP_MEUR,F,AT,2017-04-01,2936.1 
D1,SCA,CP_MEUR,F,AT,2017-07-01,2958.5 
D1,SCA,CP_MEUR,F,AT,2017-10-01,2983.0 
D1,SCA,CP_MEUR,F,AT,2018-01-01,3008.0 
D1,SCA,CP_MEUR,F,AT,2018-04-01,3043.8 
D1,SCA,CP_MEUR,F,BE,2015-07-01,2517.0 
D1,SCA,CP_MEUR,F,BE,2015-10-01,2516.0 
D1,SCA,CP_MEUR,F,BE,2016-01-01,2545.0 
D1,SCA,CP_MEUR,F,BE,2016-04-01,2509.0 
D1,SCA,CP_MEUR,F,BE,2016-07-01,2533.0 
D1,SCA,CP_MEUR,F,BE,2016-10-01,2510.0 
D1,SCA,CP_MEUR,F,BE,2017-01-01,2552.0 
D1,SCA,CP_MEUR,F,BE,2017-04-01,2608.0 
D1,SCA,CP_MEUR,F,BE,2017-07-01,2597.0 
D1,SCA,CP_MEUR,F,BE,2017-10-01,2656.0 
D1,SCA,CP_MEUR,F,BE,2018-01-01,2683.0 
D1,SCA,CP_MEUR,F,BE,2018-04-01,2623.0 
D1,SCA,CP_MEUR,F,BG,2015-07-01,226.5 
D1,SCA,CP_MEUR,F,BG,2015-10-01,247.1 
D1,SCA,CP_MEUR,F,BG,2016-01-01,209.9 
D1,SCA,CP_MEUR,F,BG,2016-04-01,214.6 
D1,SCA,CP_MEUR,F,BG,2016-07-01,220.4 
D1,SCA,CP_MEUR,F,BG,2016-10-01,221.9 
D1,SCA,CP_MEUR,F,BG,2017-01-01,221.2 
D1,SCA,CP_MEUR,F,BG,2017-04-01,239.7 
D1,SCA,CP_MEUR,F,BG,2017-07-01,254.7 
D1,SCA,CP_MEUR,F,BG,2017-10-01,264.9 
D1,SCA,CP_MEUR,F,BG,2018-01-01,295.5 p
D1,SCA,CP_MEUR,F,BG,2018-04-01,299.9 p
D1,SCA,CP_MEUR,F,CY,2015-07-01,96.5 
D1,SCA,CP_MEUR,F,CY,2015-10-01,97.5 
D1,SCA,CP_MEUR,F,CY,2016-01-01,100.4 
D1,SCA,CP_MEUR,F,CY,2016-04-01,101.8 
D1,SCA,CP_MEUR,F,CY,2016-07-01,104.5 
D1,SCA,CP_MEUR,F,CY,2016-10-01,107.1 
D1,SCA,CP_MEUR,F,CY,2017-01-01,109.9 
D1,SCA,CP_MEUR,F,CY,2017-04-01,113.9 
D1,SCA,CP_MEUR,F,CY,2017-07-01,117.6 
D1,SCA,CP_MEUR,F,CY,2017-10-01,122.3 
D1,SCA,CP_MEUR,F,CY,2018-01-01,126.2 
D1,SCA,CP_MEUR,F,CY,2018-04-01,129.7 
D1,SCA,CP_MEUR,F,CZ,2015-07-01,832.6 
D1,SCA,CP_MEUR,F,CZ,2015-10-01,844.3 
D1,SCA,CP_MEUR,F,CZ,2016-01-01,845.1 
D1,SCA,CP_MEUR,F,CZ,2016-04-01,842.6 
D1,SCA,CP_MEUR,F,CZ,2016-07-01,854.5 
D1,SCA,CP_MEUR,F,CZ,2016-10-01,844.2 
D1,SCA,CP_MEUR,F,CZ,2017-01-01,860.6 
D1,SCA,CP_MEUR,F,CZ,2017-04-01,893.5 
D1,SCA,CP_MEUR,F,CZ,2017-07-01,911.9 
D1,SCA,CP_MEUR,F,CZ,2017-10-01,950.1 
D1,SCA,CP_MEUR,F,CZ,2018-01-01,984.3 
D1,SCA,CP_MEUR,F,CZ,2018-04-01,991.2 
D1,SCA,CP_MEUR,F,DK,2015-07-01,2072.4 
D1,SCA,CP_MEUR,F,DK,2015-10-01,2121.0 
D1,SCA,CP_MEUR,F,DK,2016-01-01,2175.2 
D1,SCA,CP_MEUR,F,DK,2016-04-01,2195.3 
D1,SCA,CP_MEUR,F,DK,2016-07-01,2212.6 
D1,SCA,CP_MEUR,F,DK,2016-10-01,2279.5 
D1,SCA,CP_MEUR,F,DK,2017-01-01,2299.3 
D1,SCA,CP_MEUR,F,DK,2017-04-01,2333.2 
D1,SCA,CP_MEUR,F,DK,2017-07-01,2363.9 
D1,SCA,CP_MEUR,F,DK,2017-10-01,2425.5 
D1,SCA,CP_MEUR,F,DK,2018-01-01,2461.1 
D1,SCA,CP_MEUR,F,DK,2018-04-01,2502.1 
D1,SCA,CP_MEUR,F,EA,2015-07-01,66453.9 
D1,SCA,CP_MEUR,F,EA,2015-10-01,66869.8 
D1,SCA,CP_MEUR,F,EA,2016-01-01,67399.0 
D1,SCA,CP_MEUR,F,EA,2016-04-01,67660.9 
D1,SCA,CP_MEUR,F,EA,2016-07-01,68302.9 
D1,SCA,CP_MEUR,F,EA,2016-10-01,68520.2 
D1,SCA,CP_MEUR,F,EA,2017-01-01,69544.0 
D1,SCA,CP_MEUR,F,EA,2017-04-01,69859.1 
D1,SCA,CP_MEUR,F,EA,2017-07-01,70519.0 
D1,SCA,CP_MEUR,F,EA,2017-10-01,71777.6 
D1,SCA,CP_MEUR,F,EA,2018-01-01,72440.9 
D1,SCA,CP_MEUR,F,EA,2018-04-01,73430.9 
D1,SCA,CP_MEUR,F,EA19,2015-07-01,66453.9 
D1,SCA,CP_MEUR,F,EA19,2015-10-01,66869.8 
D1,SCA,CP_MEUR,F,EA19,2016-01-01,67399.0 
D1,SCA,CP_MEUR,F,EA19,2016-04-01,67660.9 
D1,SCA,CP_MEUR,F,EA19,2016-07-01,68302.9 
D1,SCA,CP_MEUR,F,EA19,2016-10-01,68520.2 
D1,SCA,CP_MEUR,F,EA19,2017-01-01,69544.0 
D1,SCA,CP_MEUR,F,EA19,2017-04-01,69859.1 
D1,SCA,CP_MEUR,F,EA19,2017-07-01,70519.0 
D1,SCA,CP_MEUR,F,EA19,2017-10-01,71777.6 
D1,SCA,CP_MEUR,F,EA19,2018-01-01,72440.9 
D1,SCA,CP_MEUR,F,EA19,2018-04-01,73430.9 
D1,SCA,CP_MEUR,F,EE,2015-07-01,188.5 
D1,SCA,CP_MEUR,F,EE,2015-10-01,186.1 
D1,SCA,CP_MEUR,F,EE,2016-01-01,189.8 
D1,SCA,CP_MEUR,F,EE,2016-04-01,198.0 
D1,SCA,CP_MEUR,F,EE,2016-07-01,195.7 
D1,SCA,CP_MEUR,F,EE,2016-10-01,201.2 
D1,SCA,CP_MEUR,F,EE,2017-01-01,222.4 
D1,SCA,CP_MEUR,F,EE,2017-04-01,221.6 
D1,SCA,CP_MEUR,F,EE,2017-07-01,224.0 
D1,SCA,CP_MEUR,F,EE,2017-10-01,230.8 
D1,SCA,CP_MEUR,F,EE,2018-01-01,240.2 
D1,SCA,CP_MEUR,F,EE,2018-04-01,248.1 
D1,SCA,CP_MEUR,F,EL,2015-07-01,308.3 p
D1,SCA,CP_MEUR,F,EL,2015-10-01,304.3 p
D1,SCA,CP_MEUR,F,EL,2016-01-01,298.5 p
D1,SCA,CP_MEUR,F,EL,2016-04-01,302.6 p
D1,SCA,CP_MEUR,F,EL,2016-07-01,295.1 p
D1,SCA,CP_MEUR,F,EL,2016-10-01,296.9 p
D1,SCA,CP_MEUR,F,EL,2017-01-01,298.4 p
D1,SCA,CP_MEUR,F,EL,2017-04-01,288.7 p
D1,SCA,CP_MEUR,F,EL,2017-07-01,290.9 p
D1,SCA,CP_MEUR,F,EL,2017-10-01,287.7 p
D1,SCA,CP_MEUR,F,EL,2018-01-01,284.5 p
D1,SCA,CP_MEUR,F,EL,2018-04-01,285.7 p
D1,SCA,CP_MEUR,F,ES,2015-07-01,7061.0 
D1,SCA,CP_MEUR,F,ES,2015-10-01,7084.0 
D1,SCA,CP_MEUR,F,ES,2016-01-01,7081.0 p
D1,SCA,CP_MEUR,F,ES,2016-04-01,7191.0 p
D1,SCA,CP_MEUR,F,ES,2016-07-01,7315.0 p
D1,SCA,CP_MEUR,F,ES,2016-10-01,7383.0 p
D1,SCA,CP_MEUR,F,ES,2017-01-01,7431.0 p
D1,SCA,CP_MEUR,F,ES,2017-04-01,7621.0 p
D1,SCA,CP_MEUR,F,ES,2017-07-01,7754.0 p
D1,SCA,CP_MEUR,F,ES,2017-10-01,7963.0 p
D1,SCA,CP_MEUR,F,ES,2018-01-01,8184.0 p
D1,SCA,CP_MEUR,F,ES,2018-04-01,8343.0 p
D1,SCA,CP_MEUR,F,EU28,2015-07-01,95875.2 
D1,SCA,CP_MEUR,F,EU28,2015-10-01,95998.0 
D1,SCA,CP_MEUR,F,EU28,2016-01-01,95455.0 
D1,SCA,CP_MEUR,F,EU28,2016-04-01,95773.8 
D1,SCA,CP_MEUR,F,EU28,2016-07-01,95272.5 
D1,SCA,CP_MEUR,F,EU28,2016-10-01,94776.6 
D1,SCA,CP_MEUR,F,EU28,2017-01-01,97111.2 
D1,SCA,CP_MEUR,F,EU28,2017-04-01,97965.5 
D1,SCA,CP_MEUR,F,EU28,2017-07-01,98339.0 
D1,SCA,CP_MEUR,F,EU28,2017-10-01,98808.2 
D1,SCA,CP_MEUR,F,EU28,2018-01-01,101429.8 
D1,SCA,CP_MEUR,F,EU28,2018-04-01,102848.4 
D1,SCA,CP_MEUR,F,FI,2015-07-01,2003.0 
D1,SCA,CP_MEUR,F,FI,2015-10-01,2057.0 
D1,SCA,CP_MEUR,F,FI,2016-01-01,2066.0 
D1,SCA,CP_MEUR,F,FI,2016-04-01,2115.0 
D1,SCA,CP_MEUR,F,FI,2016-07-01,2162.0 
D1,SCA,CP_MEUR,F,FI,2016-10-01,2162.0 
D1,SCA,CP_MEUR,F,FI,2017-01-01,2196.0 
D1,SCA,CP_MEUR,F,FI,2017-04-01,2212.0 
D1,SCA,CP_MEUR,F,FI,2017-07-01,2232.0 
D1,SCA,CP_MEUR,F,FI,2017-10-01,2264.0 
D1,SCA,CP_MEUR,F,FI,2018-01-01,2326.0 
D1,SCA,CP_MEUR,F,FI,2018-04-01,2353.0 
D1,SCA,CP_MEUR,F,HR,2015-07-01,316.8 
D1,SCA,CP_MEUR,F,HR,2015-10-01,312.0 
D1,SCA,CP_MEUR,F,HR,2016-01-01,314.2 
D1,SCA,CP_MEUR,F,HR,2016-04-01,319.1 
D1,SCA,CP_MEUR,F,HR,2016-07-01,322.1 
D1,SCA,CP_MEUR,F,HR,2016-10-01,324.7 
D1,SCA,CP_MEUR,F,HR,2017-01-01,333.2 
D1,SCA,CP_MEUR,F,HR,2017-04-01,333.3 
D1,SCA,CP_MEUR,F,HR,2017-07-01,333.8 
D1,SCA,CP_MEUR,F,HR,2017-10-01,334.8 
D1,SCA,CP_MEUR,F,HR,2018-01-01,348.8 
D1,SCA,CP_MEUR,F,HR,2018-04-01,355.8 
D1,SCA,CP_MEUR,F,HU,2015-07-01,414.4 
D1,SCA,CP_MEUR,F,HU,2015-10-01,407.1 
D1,SCA,CP_MEUR,F,HU,2016-01-01,439.2 
D1,SCA,CP_MEUR,F,HU,2016-04-01,428.1 
D1,SCA,CP_MEUR,F,HU,2016-07-01,436.7 
D1,SCA,CP_MEUR,F,HU,2016-10-01,440.7 
D1,SCA,CP_MEUR,F,HU,2017-01-01,492.8 
D1,SCA,CP_MEUR,F,HU,2017-04-01,491.4 
D1,SCA,CP_MEUR,F,HU,2017-07-01,484.5 
D1,SCA,CP_MEUR,F,HU,2017-10-01,490.8 
D1,SCA,CP_MEUR,F,HU,2018-01-01,603.2 
D1,SCA,CP_MEUR,F,HU,2018-04-01,572.3 
D1,SCA,CP_MEUR,F,IE,2015-07-01,737.8 
D1,SCA,CP_MEUR,F,IE,2015-10-01,777.0 
D1,SCA,CP_MEUR,F,IE,2016-01-01,811.7 
D1,SCA,CP_MEUR,F,IE,2016-04-01,854.0 
D1,SCA,CP_MEUR,F,IE,2016-07-01,876.6 
D1,SCA,CP_MEUR,F,IE,2016-10-01,903.4 
D1,SCA,CP_MEUR,F,IE,2017-01-01,982.7 
D1,SCA,CP_MEUR,F,IE,2017-04-01,918.2 
D1,SCA,CP_MEUR,F,IE,2017-07-01,940.3 
D1,SCA,CP_MEUR,F,IE,2017-10-01,983.5 
D1,SCA,CP_MEUR,F,IE,2018-01-01,1040.2 
D1,SCA,CP_MEUR,F,IE,2018-04-01,1090.0 
D1,SCA,CP_MEUR,F,IT,2015-07-01,7700.2 
D1,SCA,CP_MEUR,F,IT,2015-10-01,7651.7 
D1,SCA,CP_MEUR,F,IT,2016-01-01,7779.7 
D1,SCA,CP_MEUR,F,IT,2016-04-01,7836.7 
D1,SCA,CP_MEUR,F,IT,2016-07-01,7735.7 
D1,SCA,CP_MEUR,F,IT,2016-10-01,7705.8 
D1,SCA,CP_MEUR,F,IT,2017-01-01,7952.7 
D1,SCA,CP_MEUR,F,IT,2017-04-01,7732.1 
D1,SCA,CP_MEUR,F,IT,2017-07-01,7882.1 
D1,SCA,CP_MEUR,F,IT,2017-10-01,7995.1 
D1,SCA,CP_MEUR,F,IT,2018-01-01,7892.3 
D1,SCA,CP_MEUR,F,IT,2018-04-01,7923.3 
D1,SCA,CP_MEUR,F,LT,2015-07-01,324.5 
D1,SCA,CP_MEUR,F,LT,2015-10-01,321.8 
D1,SCA,CP_MEUR,F,LT,2016-01-01,339.6 
D1,SCA,CP_MEUR,F,LT,2016-04-01,337.3 
D1,SCA,CP_MEUR,F,LT,2016-07-01,345.2 
D1,SCA,CP_MEUR,F,LT,2016-10-01,352.1 
D1,SCA,CP_MEUR,F,LT,2017-01-01,365.8 
