unit,indic_il,age,sex,geotime,date,value
PC,LI_R_MD60,TOTAL,F,RO,2012-01-01,22.8
PC,LI_R_MD60,TOTAL,F,RO,2013-01-01,22.9
PC,LI_R_MD60,TOTAL,F,RO,2014-01-01,24.9
PC,LI_R_MD60,TOTAL,F,RO,2015-01-01,25.7
PC,LI_R_MD60,TOTAL,F,RO,2016-01-01,25.7
PC,LI_R_MD60,TOTAL,F,RO,2017-01-01,24.2
PC,LI_R_MD60,TOTAL,F,RS,2005-01-01,
PC,LI_R_MD60,TOTAL,F,RS,2006-01-01,
PC,LI_R_MD60,TOTAL,F,RS,2007-01-01,
PC,LI_R_MD60,TOTAL,F,RS,2008-01-01,
PC,LI_R_MD60,TOTAL,F,RS,2009-01-01,
PC,LI_R_MD60,TOTAL,F,RS,2010-01-01,
PC,LI_R_MD60,TOTAL,F,RS,2011-01-01,
PC,LI_R_MD60,TOTAL,F,RS,2012-01-01,
PC,LI_R_MD60,TOTAL,F,RS,2013-01-01,24.1
PC,LI_R_MD60,TOTAL,F,RS,2014-01-01,24.8
PC,LI_R_MD60,TOTAL,F,RS,2015-01-01,24.6
PC,LI_R_MD60,TOTAL,F,RS,2016-01-01,25.2
PC,LI_R_MD60,TOTAL,F,RS,2017-01-01,
PC,LI_R_MD60,TOTAL,F,SE,2005-01-01,10.0
PC,LI_R_MD60,TOTAL,F,SE,2006-01-01,12.3
PC,LI_R_MD60,TOTAL,F,SE,2007-01-01,10.6
PC,LI_R_MD60,TOTAL,F,SE,2008-01-01,14.1
PC,LI_R_MD60,TOTAL,F,SE,2009-01-01,15.2
PC,LI_R_MD60,TOTAL,F,SE,2010-01-01,15.6
PC,LI_R_MD60,TOTAL,F,SE,2011-01-01,16.6
PC,LI_R_MD60,TOTAL,F,SE,2012-01-01,16.1
PC,LI_R_MD60,TOTAL,F,SE,2013-01-01,17.2
PC,LI_R_MD60,TOTAL,F,SE,2014-01-01,16.4
PC,LI_R_MD60,TOTAL,F,SE,2015-01-01,17.3
PC,LI_R_MD60,TOTAL,F,SE,2016-01-01,17.3
PC,LI_R_MD60,TOTAL,F,SE,2017-01-01,16.2
PC,LI_R_MD60,TOTAL,F,SI,2005-01-01,13.7
PC,LI_R_MD60,TOTAL,F,SI,2006-01-01,12.9
PC,LI_R_MD60,TOTAL,F,SI,2007-01-01,12.9
PC,LI_R_MD60,TOTAL,F,SI,2008-01-01,13.6
PC,LI_R_MD60,TOTAL,F,SI,2009-01-01,12.8
PC,LI_R_MD60,TOTAL,F,SI,2010-01-01,14.1
PC,LI_R_MD60,TOTAL,F,SI,2011-01-01,15.0
PC,LI_R_MD60,TOTAL,F,SI,2012-01-01,14.6
PC,LI_R_MD60,TOTAL,F,SI,2013-01-01,15.4
PC,LI_R_MD60,TOTAL,F,SI,2014-01-01,15.2
PC,LI_R_MD60,TOTAL,F,SI,2015-01-01,15.6
PC,LI_R_MD60,TOTAL,F,SI,2016-01-01,15.2
PC,LI_R_MD60,TOTAL,F,SI,2017-01-01,14.5
PC,LI_R_MD60,TOTAL,F,SK,2005-01-01,13.5
PC,LI_R_MD60,TOTAL,F,SK,2006-01-01,11.5
PC,LI_R_MD60,TOTAL,F,SK,2007-01-01,11.2
PC,LI_R_MD60,TOTAL,F,SK,2008-01-01,11.5
PC,LI_R_MD60,TOTAL,F,SK,2009-01-01,11.8
PC,LI_R_MD60,TOTAL,F,SK,2010-01-01,12.2
PC,LI_R_MD60,TOTAL,F,SK,2011-01-01,13.1
PC,LI_R_MD60,TOTAL,F,SK,2012-01-01,13.3
PC,LI_R_MD60,TOTAL,F,SK,2013-01-01,12.9
PC,LI_R_MD60,TOTAL,F,SK,2014-01-01,12.6
PC,LI_R_MD60,TOTAL,F,SK,2015-01-01,12.4
PC,LI_R_MD60,TOTAL,F,SK,2016-01-01,12.8
PC,LI_R_MD60,TOTAL,F,SK,2017-01-01,12.3
PC,LI_R_MD60,TOTAL,F,TR,2005-01-01,
PC,LI_R_MD60,TOTAL,F,TR,2006-01-01,27.2
PC,LI_R_MD60,TOTAL,F,TR,2007-01-01,25.1
PC,LI_R_MD60,TOTAL,F,TR,2008-01-01,25.2
PC,LI_R_MD60,TOTAL,F,TR,2009-01-01,25.9
PC,LI_R_MD60,TOTAL,F,TR,2010-01-01,25.1
PC,LI_R_MD60,TOTAL,F,TR,2011-01-01,24.0
PC,LI_R_MD60,TOTAL,F,TR,2012-01-01,24.2
PC,LI_R_MD60,TOTAL,F,TR,2013-01-01,23.6
PC,LI_R_MD60,TOTAL,F,TR,2014-01-01,23.4
PC,LI_R_MD60,TOTAL,F,TR,2015-01-01,22.7
PC,LI_R_MD60,TOTAL,F,TR,2016-01-01,
PC,LI_R_MD60,TOTAL,F,TR,2017-01-01,
PC,LI_R_MD60,TOTAL,F,UK,2005-01-01,19.4
PC,LI_R_MD60,TOTAL,F,UK,2006-01-01,19.9
PC,LI_R_MD60,TOTAL,F,UK,2007-01-01,19.6
PC,LI_R_MD60,TOTAL,F,UK,2008-01-01,20.0
PC,LI_R_MD60,TOTAL,F,UK,2009-01-01,17.8
PC,LI_R_MD60,TOTAL,F,UK,2010-01-01,17.8
PC,LI_R_MD60,TOTAL,F,UK,2011-01-01,17.6
PC,LI_R_MD60,TOTAL,F,UK,2012-01-01,16.3
PC,LI_R_MD60,TOTAL,F,UK,2013-01-01,16.4
PC,LI_R_MD60,TOTAL,F,UK,2014-01-01,17.6
PC,LI_R_MD60,TOTAL,F,UK,2015-01-01,17.2
PC,LI_R_MD60,TOTAL,F,UK,2016-01-01,16.5
PC,LI_R_MD60,TOTAL,F,UK,2017-01-01,
PC,LI_R_MD60,TOTAL,M,AT,2005-01-01,11.9
PC,LI_R_MD60,TOTAL,M,AT,2006-01-01,11.0
PC,LI_R_MD60,TOTAL,M,AT,2007-01-01,10.6
PC,LI_R_MD60,TOTAL,M,AT,2008-01-01,14.2
PC,LI_R_MD60,TOTAL,M,AT,2009-01-01,13.8
PC,LI_R_MD60,TOTAL,M,AT,2010-01-01,13.4
PC,LI_R_MD60,TOTAL,M,AT,2011-01-01,14.0
PC,LI_R_MD60,TOTAL,M,AT,2012-01-01,13.5
PC,LI_R_MD60,TOTAL,M,AT,2013-01-01,13.5
PC,LI_R_MD60,TOTAL,M,AT,2014-01-01,13.3
PC,LI_R_MD60,TOTAL,M,AT,2015-01-01,13.5
PC,LI_R_MD60,TOTAL,M,AT,2016-01-01,13.5
PC,LI_R_MD60,TOTAL,M,AT,2017-01-01,13.5
PC,LI_R_MD60,TOTAL,M,BE,2005-01-01,14.1
PC,LI_R_MD60,TOTAL,M,BE,2006-01-01,13.7
PC,LI_R_MD60,TOTAL,M,BE,2007-01-01,14.4
PC,LI_R_MD60,TOTAL,M,BE,2008-01-01,13.6
PC,LI_R_MD60,TOTAL,M,BE,2009-01-01,13.4
PC,LI_R_MD60,TOTAL,M,BE,2010-01-01,13.9
PC,LI_R_MD60,TOTAL,M,BE,2011-01-01,14.6
PC,LI_R_MD60,TOTAL,M,BE,2012-01-01,14.7
PC,LI_R_MD60,TOTAL,M,BE,2013-01-01,14.6
PC,LI_R_MD60,TOTAL,M,BE,2014-01-01,15.0
PC,LI_R_MD60,TOTAL,M,BE,2015-01-01,14.1
PC,LI_R_MD60,TOTAL,M,BE,2016-01-01,14.4
PC,LI_R_MD60,TOTAL,M,BE,2017-01-01,14.9
PC,LI_R_MD60,TOTAL,M,BG,2005-01-01,
PC,LI_R_MD60,TOTAL,M,BG,2006-01-01,17.3
PC,LI_R_MD60,TOTAL,M,BG,2007-01-01,20.9
PC,LI_R_MD60,TOTAL,M,BG,2008-01-01,19.8
PC,LI_R_MD60,TOTAL,M,BG,2009-01-01,19.8
PC,LI_R_MD60,TOTAL,M,BG,2010-01-01,19.0
PC,LI_R_MD60,TOTAL,M,BG,2011-01-01,20.8
PC,LI_R_MD60,TOTAL,M,BG,2012-01-01,19.5
PC,LI_R_MD60,TOTAL,M,BG,2013-01-01,19.7
PC,LI_R_MD60,TOTAL,M,BG,2014-01-01,20.9
PC,LI_R_MD60,TOTAL,M,BG,2015-01-01,20.0
PC,LI_R_MD60,TOTAL,M,BG,2016-01-01,21.7
PC,LI_R_MD60,TOTAL,M,BG,2017-01-01,21.8
PC,LI_R_MD60,TOTAL,M,CH,2005-01-01,
PC,LI_R_MD60,TOTAL,M,CH,2006-01-01,
PC,LI_R_MD60,TOTAL,M,CH,2007-01-01,14.0
PC,LI_R_MD60,TOTAL,M,CH,2008-01-01,14.0
PC,LI_R_MD60,TOTAL,M,CH,2009-01-01,13.9
PC,LI_R_MD60,TOTAL,M,CH,2010-01-01,13.8
PC,LI_R_MD60,TOTAL,M,CH,2011-01-01,13.7
PC,LI_R_MD60,TOTAL,M,CH,2012-01-01,14.5
PC,LI_R_MD60,TOTAL,M,CH,2013-01-01,13.4
PC,LI_R_MD60,TOTAL,M,CH,2014-01-01,12.5
PC,LI_R_MD60,TOTAL,M,CH,2015-01-01,14.3
PC,LI_R_MD60,TOTAL,M,CH,2016-01-01,13.8
PC,LI_R_MD60,TOTAL,M,CH,2017-01-01,
PC,LI_R_MD60,TOTAL,M,CY,2005-01-01,14.5
PC,LI_R_MD60,TOTAL,M,CY,2006-01-01,13.5
PC,LI_R_MD60,TOTAL,M,CY,2007-01-01,13.5
PC,LI_R_MD60,TOTAL,M,CY,2008-01-01,13.7
PC,LI_R_MD60,TOTAL,M,CY,2009-01-01,13.7
PC,LI_R_MD60,TOTAL,M,CY,2010-01-01,13.8
PC,LI_R_MD60,TOTAL,M,CY,2011-01-01,12.9
PC,LI_R_MD60,TOTAL,M,CY,2012-01-01,12.9
PC,LI_R_MD60,TOTAL,M,CY,2013-01-01,14.1
PC,LI_R_MD60,TOTAL,M,CY,2014-01-01,13.1
PC,LI_R_MD60,TOTAL,M,CY,2015-01-01,15.3
PC,LI_R_MD60,TOTAL,M,CY,2016-01-01,15.0
PC,LI_R_MD60,TOTAL,M,CY,2017-01-01,14.6
PC,LI_R_MD60,TOTAL,M,CZ,2005-01-01,9.7
PC,LI_R_MD60,TOTAL,M,CZ,2006-01-01,8.9
PC,LI_R_MD60,TOTAL,M,CZ,2007-01-01,8.7
PC,LI_R_MD60,TOTAL,M,CZ,2008-01-01,8.0
PC,LI_R_MD60,TOTAL,M,CZ,2009-01-01,7.5
PC,LI_R_MD60,TOTAL,M,CZ,2010-01-01,8.0
PC,LI_R_MD60,TOTAL,M,CZ,2011-01-01,8.9
PC,LI_R_MD60,TOTAL,M,CZ,2012-01-01,8.7
PC,LI_R_MD60,TOTAL,M,CZ,2013-01-01,7.7
PC,LI_R_MD60,TOTAL,M,CZ,2014-01-01,8.9
PC,LI_R_MD60,TOTAL,M,CZ,2015-01-01,8.5
PC,LI_R_MD60,TOTAL,M,CZ,2016-01-01,8.5
PC,LI_R_MD60,TOTAL,M,CZ,2017-01-01,7.6
PC,LI_R_MD60,TOTAL,M,DE,2005-01-01,11.4
PC,LI_R_MD60,TOTAL,M,DE,2006-01-01,12.1
PC,LI_R_MD60,TOTAL,M,DE,2007-01-01,14.1
PC,LI_R_MD60,TOTAL,M,DE,2008-01-01,14.2
PC,LI_R_MD60,TOTAL,M,DE,2009-01-01,14.7
PC,LI_R_MD60,TOTAL,M,DE,2010-01-01,14.9
PC,LI_R_MD60,TOTAL,M,DE,2011-01-01,14.9
PC,LI_R_MD60,TOTAL,M,DE,2012-01-01,14.9
PC,LI_R_MD60,TOTAL,M,DE,2013-01-01,15.0
PC,LI_R_MD60,TOTAL,M,DE,2014-01-01,15.9
PC,LI_R_MD60,TOTAL,M,DE,2015-01-01,15.9
PC,LI_R_MD60,TOTAL,M,DE,2016-01-01,15.2
PC,LI_R_MD60,TOTAL,M,DE,2017-01-01,15.0
PC,LI_R_MD60,TOTAL,M,DK,2005-01-01,11.6
PC,LI_R_MD60,TOTAL,M,DK,2006-01-01,11.4
PC,LI_R_MD60,TOTAL,M,DK,2007-01-01,11.3
PC,LI_R_MD60,TOTAL,M,DK,2008-01-01,11.7
PC,LI_R_MD60,TOTAL,M,DK,2009-01-01,12.8
PC,LI_R_MD60,TOTAL,M,DK,2010-01-01,13.1
PC,LI_R_MD60,TOTAL,M,DK,2011-01-01,12.1
PC,LI_R_MD60,TOTAL,M,DK,2012-01-01,12.0
PC,LI_R_MD60,TOTAL,M,DK,2013-01-01,12.0
PC,LI_R_MD60,TOTAL,M,DK,2014-01-01,12.4
PC,LI_R_MD60,TOTAL,M,DK,2015-01-01,12.5
PC,LI_R_MD60,TOTAL,M,DK,2016-01-01,12.0
PC,LI_R_MD60,TOTAL,M,DK,2017-01-01,13.0
PC,LI_R_MD60,TOTAL,M,EA18,2005-01-01,14.4
PC,LI_R_MD60,TOTAL,M,EA18,2006-01-01,14.5
PC,LI_R_MD60,TOTAL,M,EA18,2007-01-01,15.1
PC,LI_R_MD60,TOTAL,M,EA18,2008-01-01,15.0
PC,LI_R_MD60,TOTAL,M,EA18,2009-01-01,15.2
PC,LI_R_MD60,TOTAL,M,EA18,2010-01-01,15.5
PC,LI_R_MD60,TOTAL,M,EA18,2011-01-01,16.0
PC,LI_R_MD60,TOTAL,M,EA18,2012-01-01,16.1
PC,LI_R_MD60,TOTAL,M,EA18,2013-01-01,16.1
PC,LI_R_MD60,TOTAL,M,EA18,2014-01-01,16.5
PC,LI_R_MD60,TOTAL,M,EA18,2015-01-01,16.7
PC,LI_R_MD60,TOTAL,M,EA18,2016-01-01,16.6
PC,LI_R_MD60,TOTAL,M,EA18,2017-01-01,16.3
PC,LI_R_MD60,TOTAL,M,EA19,2005-01-01,14.5
PC,LI_R_MD60,TOTAL,M,EA19,2006-01-01,14.6
PC,LI_R_MD60,TOTAL,M,EA19,2007-01-01,15.1
PC,LI_R_MD60,TOTAL,M,EA19,2008-01-01,15.0
PC,LI_R_MD60,TOTAL,M,EA19,2009-01-01,15.2
PC,LI_R_MD60,TOTAL,M,EA19,2010-01-01,15.5
PC,LI_R_MD60,TOTAL,M,EA19,2011-01-01,16.0
PC,LI_R_MD60,TOTAL,M,EA19,2012-01-01,16.1
PC,LI_R_MD60,TOTAL,M,EA19,2013-01-01,16.1
PC,LI_R_MD60,TOTAL,M,EA19,2014-01-01,16.5
PC,LI_R_MD60,TOTAL,M,EA19,2015-01-01,16.8
PC,LI_R_MD60,TOTAL,M,EA19,2016-01-01,16.7
PC,LI_R_MD60,TOTAL,M,EA19,2017-01-01,16.4
PC,LI_R_MD60,TOTAL,M,EE,2005-01-01,17.4
PC,LI_R_MD60,TOTAL,M,EE,2006-01-01,16.3
PC,LI_R_MD60,TOTAL,M,EE,2007-01-01,16.7
PC,LI_R_MD60,TOTAL,M,EE,2008-01-01,16.5
PC,LI_R_MD60,TOTAL,M,EE,2009-01-01,17.5
PC,LI_R_MD60,TOTAL,M,EE,2010-01-01,15.4
PC,LI_R_MD60,TOTAL,M,EE,2011-01-01,17.6
PC,LI_R_MD60,TOTAL,M,EE,2012-01-01,16.8
PC,LI_R_MD60,TOTAL,M,EE,2013-01-01,17.2
PC,LI_R_MD60,TOTAL,M,EE,2014-01-01,20.1
PC,LI_R_MD60,TOTAL,M,EE,2015-01-01,19.6
PC,LI_R_MD60,TOTAL,M,EE,2016-01-01,19.2
PC,LI_R_MD60,TOTAL,M,EE,2017-01-01,18.4
PC,LI_R_MD60,TOTAL,M,EL,2005-01-01,18.3
PC,LI_R_MD60,TOTAL,M,EL,2006-01-01,19.5
PC,LI_R_MD60,TOTAL,M,EL,2007-01-01,19.6
PC,LI_R_MD60,TOTAL,M,EL,2008-01-01,19.6
PC,LI_R_MD60,TOTAL,M,EL,2009-01-01,19.1
PC,LI_R_MD60,TOTAL,M,EL,2010-01-01,19.3
PC,LI_R_MD60,TOTAL,M,EL,2011-01-01,20.9
PC,LI_R_MD60,TOTAL,M,EL,2012-01-01,22.5
PC,LI_R_MD60,TOTAL,M,EL,2013-01-01,22.4
PC,LI_R_MD60,TOTAL,M,EL,2014-01-01,22.2
PC,LI_R_MD60,TOTAL,M,EL,2015-01-01,21.5
PC,LI_R_MD60,TOTAL,M,EL,2016-01-01,21.2
PC,LI_R_MD60,TOTAL,M,EL,2017-01-01,20.2
PC,LI_R_MD60,TOTAL,M,ES,2005-01-01,18.9
PC,LI_R_MD60,TOTAL,M,ES,2006-01-01,18.8
PC,LI_R_MD60,TOTAL,M,ES,2007-01-01,18.6
PC,LI_R_MD60,TOTAL,M,ES,2008-01-01,18.4
PC,LI_R_MD60,TOTAL,M,ES,2009-01-01,19.4
PC,LI_R_MD60,TOTAL,M,ES,2010-01-01,20.1
PC,LI_R_MD60,TOTAL,M,ES,2011-01-01,19.9
PC,LI_R_MD60,TOTAL,M,ES,2012-01-01,20.7
PC,LI_R_MD60,TOTAL,M,ES,2013-01-01,20.9
PC,LI_R_MD60,TOTAL,M,ES,2014-01-01,22.4
PC,LI_R_MD60,TOTAL,M,ES,2015-01-01,22.5
PC,LI_R_MD60,TOTAL,M,ES,2016-01-01,22.6
PC,LI_R_MD60,TOTAL,M,ES,2017-01-01,21.0
PC,LI_R_MD60,TOTAL,M,EU27,2005-01-01,15.7
PC,LI_R_MD60,TOTAL,M,EU27,2006-01-01,15.7
PC,LI_R_MD60,TOTAL,M,EU27,2007-01-01,15.8
PC,LI_R_MD60,TOTAL,M,EU27,2008-01-01,15.6
PC,LI_R_MD60,TOTAL,M,EU27,2009-01-01,15.6
PC,LI_R_MD60,TOTAL,M,EU27,2010-01-01,15.8
PC,LI_R_MD60,TOTAL,M,EU27,2011-01-01,16.1
PC,LI_R_MD60,TOTAL,M,EU27,2012-01-01,16.2
PC,LI_R_MD60,TOTAL,M,EU27,2013-01-01,16.2
PC,LI_R_MD60,TOTAL,M,EU27,2014-01-01,16.7
PC,LI_R_MD60,TOTAL,M,EU27,2015-01-01,16.9
PC,LI_R_MD60,TOTAL,M,EU27,2016-01-01,16.6
PC,LI_R_MD60,TOTAL,M,EU27,2017-01-01,16.3
PC,LI_R_MD60,TOTAL,M,EU28,2005-01-01,
PC,LI_R_MD60,TOTAL,M,EU28,2006-01-01,
PC,LI_R_MD60,TOTAL,M,EU28,2007-01-01,
PC,LI_R_MD60,TOTAL,M,EU28,2008-01-01,
PC,LI_R_MD60,TOTAL,M,EU28,2009-01-01,
PC,LI_R_MD60,TOTAL,M,EU28,2010-01-01,15.8
PC,LI_R_MD60,TOTAL,M,EU28,2011-01-01,16.1
PC,LI_R_MD60,TOTAL,M,EU28,2012-01-01,16.2
PC,LI_R_MD60,TOTAL,M,EU28,2013-01-01,16.2
PC,LI_R_MD60,TOTAL,M,EU28,2014-01-01,16.7
PC,LI_R_MD60,TOTAL,M,EU28,2015-01-01,16.9
PC,LI_R_MD60,TOTAL,M,EU28,2016-01-01,16.6
PC,LI_R_MD60,TOTAL,M,EU28,2017-01-01,16.3
PC,LI_R_MD60,TOTAL,M,FI,2005-01-01,10.6
PC,LI_R_MD60,TOTAL,M,FI,2006-01-01,12.0
PC,LI_R_MD60,TOTAL,M,FI,2007-01-01,12.1
PC,LI_R_MD60,TOTAL,M,FI,2008-01-01,12.7
PC,LI_R_MD60,TOTAL,M,FI,2009-01-01,12.9
PC,LI_R_MD60,TOTAL,M,FI,2010-01-01,12.4
PC,LI_R_MD60,TOTAL,M,FI,2011-01-01,13.2
PC,LI_R_MD60,TOTAL,M,FI,2012-01-01,12.9
PC,LI_R_MD60,TOTAL,M,FI,2013-01-01,11.3
PC,LI_R_MD60,TOTAL,M,FI,2014-01-01,12.3
PC,LI_R_MD60,TOTAL,M,FI,2015-01-01,12.2
PC,LI_R_MD60,TOTAL,M,FI,2016-01-01,11.7
PC,LI_R_MD60,TOTAL,M,FI,2017-01-01,11.5
PC,LI_R_MD60,TOTAL,M,FR,2005-01-01,12.3
PC,LI_R_MD60,TOTAL,M,FR,2006-01-01,12.3
PC,LI_R_MD60,TOTAL,M,FR,2007-01-01,12.8
PC,LI_R_MD60,TOTAL,M,FR,2008-01-01,11.7
PC,LI_R_MD60,TOTAL,M,FR,2009-01-01,11.9
PC,LI_R_MD60,TOTAL,M,FR,2010-01-01,12.7
PC,LI_R_MD60,TOTAL,M,FR,2011-01-01,13.5
PC,LI_R_MD60,TOTAL,M,FR,2012-01-01,13.6
PC,LI_R_MD60,TOTAL,M,FR,2013-01-01,13.1
PC,LI_R_MD60,TOTAL,M,FR,2014-01-01,12.6
PC,LI_R_MD60,TOTAL,M,FR,2015-01-01,13.2
PC,LI_R_MD60,TOTAL,M,FR,2016-01-01,12.8
PC,LI_R_MD60,TOTAL,M,FR,2017-01-01,12.9
PC,LI_R_MD60,TOTAL,M,HR,2005-01-01,
PC,LI_R_MD60,TOTAL,M,HR,2006-01-01,
PC,LI_R_MD60,TOTAL,M,HR,2007-01-01,
PC,LI_R_MD60,TOTAL,M,HR,2008-01-01,
PC,LI_R_MD60,TOTAL,M,HR,2009-01-01,
PC,LI_R_MD60,TOTAL,M,HR,2010-01-01,19.7
PC,LI_R_MD60,TOTAL,M,HR,2011-01-01,19.7
PC,LI_R_MD60,TOTAL,M,HR,2012-01-01,19.4
PC,LI_R_MD60,TOTAL,M,HR,2013-01-01,18.8
PC,LI_R_MD60,TOTAL,M,HR,2014-01-01,18.7
PC,LI_R_MD60,TOTAL,M,HR,2015-01-01,19.3
PC,LI_R_MD60,TOTAL,M,HR,2016-01-01,18.6
PC,LI_R_MD60,TOTAL,M,HR,2017-01-01,
PC,LI_R_MD60,TOTAL,M,HU,2005-01-01,13.9
PC,LI_R_MD60,TOTAL,M,HU,2006-01-01,16.3
PC,LI_R_MD60,TOTAL,M,HU,2007-01-01,12.3
PC,LI_R_MD60,TOTAL,M,HU,2008-01-01,12.4
PC,LI_R_MD60,TOTAL,M,HU,2009-01-01,12.8
PC,LI_R_MD60,TOTAL,M,HU,2010-01-01,12.6
PC,LI_R_MD60,TOTAL,M,HU,2011-01-01,14.5
PC,LI_R_MD60,TOTAL,M,HU,2012-01-01,14.8
PC,LI_R_MD60,TOTAL,M,HU,2013-01-01,15.5
PC,LI_R_MD60,TOTAL,M,HU,2014-01-01,15.5
PC,LI_R_MD60,TOTAL,M,HU,2015-01-01,15.6
PC,LI_R_MD60,TOTAL,M,HU,2016-01-01,14.4
PC,LI_R_MD60,TOTAL,M,HU,2017-01-01,13.1
PC,LI_R_MD60,TOTAL,M,IE,2005-01-01,18.9
PC,LI_R_MD60,TOTAL,M,IE,2006-01-01,17.5
PC,LI_R_MD60,TOTAL,M,IE,2007-01-01,16.0
PC,LI_R_MD60,TOTAL,M,IE,2008-01-01,14.5
PC,LI_R_MD60,TOTAL,M,IE,2009-01-01,14.9
PC,LI_R_MD60,TOTAL,M,IE,2010-01-01,14.6
PC,LI_R_MD60,TOTAL,M,IE,2011-01-01,15.4
PC,LI_R_MD60,TOTAL,M,IE,2012-01-01,16.4
PC,LI_R_MD60,TOTAL,M,IE,2013-01-01,15.7
PC,LI_R_MD60,TOTAL,M,IE,2014-01-01,16.2
PC,LI_R_MD60,TOTAL,M,IE,2015-01-01,16.1
PC,LI_R_MD60,TOTAL,M,IE,2016-01-01,16.0
PC,LI_R_MD60,TOTAL,M,IE,2017-01-01,
PC,LI_R_MD60,TOTAL,M,IS,2005-01-01,9.8
PC,LI_R_MD60,TOTAL,M,IS,2006-01-01,9.1
PC,LI_R_MD60,TOTAL,M,IS,2007-01-01,9.1
PC,LI_R_MD60,TOTAL,M,IS,2008-01-01,9.5
PC,LI_R_MD60,TOTAL,M,IS,2009-01-01,9.3
PC,LI_R_MD60,TOTAL,M,IS,2010-01-01,9.8
PC,LI_R_MD60,TOTAL,M,IS,2011-01-01,9.0
PC,LI_R_MD60,TOTAL,M,IS,2012-01-01,8.4
PC,LI_R_MD60,TOTAL,M,IS,2013-01-01,9.6
PC,LI_R_MD60,TOTAL,M,IS,2014-01-01,8.1
PC,LI_R_MD60,TOTAL,M,IS,2015-01-01,9.3
PC,LI_R_MD60,TOTAL,M,IS,2016-01-01,8.6
PC,LI_R_MD60,TOTAL,M,IS,2017-01-01,
PC,LI_R_MD60,TOTAL,M,IT,2005-01-01,17.6
PC,LI_R_MD60,TOTAL,M,IT,2006-01-01,17.7
PC,LI_R_MD60,TOTAL,M,IT,2007-01-01,18.1
PC,LI_R_MD60,TOTAL,M,IT,2008-01-01,17.4
PC,LI_R_MD60,TOTAL,M,IT,2009-01-01,16.9
PC,LI_R_MD60,TOTAL,M,IT,2010-01-01,17.3
PC,LI_R_MD60,TOTAL,M,IT,2011-01-01,18.4
PC,LI_R_MD60,TOTAL,M,IT,2012-01-01,18.1
PC,LI_R_MD60,TOTAL,M,IT,2013-01-01,18.3
PC,LI_R_MD60,TOTAL,M,IT,2014-01-01,18.4
PC,LI_R_MD60,TOTAL,M,IT,2015-01-01,19.0
PC,LI_R_MD60,TOTAL,M,IT,2016-01-01,19.9
PC,LI_R_MD60,TOTAL,M,IT,2017-01-01,19.4
PC,LI_R_MD60,TOTAL,M,LT,2005-01-01,19.7
PC,LI_R_MD60,TOTAL,M,LT,2006-01-01,19.1
PC,LI_R_MD60,TOTAL,M,LT,2007-01-01,16.7
PC,LI_R_MD60,TOTAL,M,LT,2008-01-01,18.5
PC,LI_R_MD60,TOTAL,M,LT,2009-01-01,18.9
PC,LI_R_MD60,TOTAL,M,LT,2010-01-01,21.2
PC,LI_R_MD60,TOTAL,M,LT,2011-01-01,19.1
PC,LI_R_MD60,TOTAL,M,LT,2012-01-01,18.1
PC,LI_R_MD60,TOTAL,M,LT,2013-01-01,19.4
PC,LI_R_MD60,TOTAL,M,LT,2014-01-01,17.8
PC,LI_R_MD60,TOTAL,M,LT,2015-01-01,21.8
PC,LI_R_MD60,TOTAL,M,LT,2016-01-01,20.4
PC,LI_R_MD60,TOTAL,M,LT,2017-01-01,21.4
PC,LI_R_MD60,TOTAL,M,LU,2005-01-01,13.2
PC,LI_R_MD60,TOTAL,M,LU,2006-01-01,13.8
PC,LI_R_MD60,TOTAL,M,LU,2007-01-01,12.9
PC,LI_R_MD60,TOTAL,M,LU,2008-01-01,12.5
PC,LI_R_MD60,TOTAL,M,LU,2009-01-01,13.8
PC,LI_R_MD60,TOTAL,M,LU,2010-01-01,14.6
PC,LI_R_MD60,TOTAL,M,LU,2011-01-01,12.7
PC,LI_R_MD60,TOTAL,M,LU,2012-01-01,14.7
PC,LI_R_MD60,TOTAL,M,LU,2013-01-01,15.7
PC,LI_R_MD60,TOTAL,M,LU,2014-01-01,16.3
PC,LI_R_MD60,TOTAL,M,LU,2015-01-01,15.0
PC,LI_R_MD60,TOTAL,M,LU,2016-01-01,15.6
PC,LI_R_MD60,TOTAL,M,LU,2017-01-01,17.9
PC,LI_R_MD60,TOTAL,M,LV,2005-01-01,18.5
PC,LI_R_MD60,TOTAL,M,LV,2006-01-01,20.9
PC,LI_R_MD60,TOTAL,M,LV,2007-01-01,18.7
PC,LI_R_MD60,TOTAL,M,LV,2008-01-01,23.3
PC,LI_R_MD60,TOTAL,M,LV,2009-01-01,24.4
PC,LI_R_MD60,TOTAL,M,LV,2010-01-01,21.4
PC,LI_R_MD60,TOTAL,M,LV,2011-01-01,19.8
PC,LI_R_MD60,TOTAL,M,LV,2012-01-01,19.3
PC,LI_R_MD60,TOTAL,M,LV,2013-01-01,18.9
PC,LI_R_MD60,TOTAL,M,LV,2014-01-01,19.5
PC,LI_R_MD60,TOTAL,M,LV,2015-01-01,19.7
PC,LI_R_MD60,TOTAL,M,LV,2016-01-01,19.4
PC,LI_R_MD60,TOTAL,M,LV,2017-01-01,19.1
PC,LI_R_MD60,TOTAL,M,MK,2005-01-01,
PC,LI_R_MD60,TOTAL,M,MK,2006-01-01,
PC,LI_R_MD60,TOTAL,M,MK,2007-01-01,
