age,sex,unit,geotime,date,value
Y_LT25,T,PC_ACT,PL,2016-01-01,
Y_LT25,T,PC_ACT,PL,2017-01-01,14
Y_LT25,T,PC_ACT,PT,1995-01-01,18
Y_LT25,T,PC_ACT,PT,1996-01-01,18
Y_LT25,T,PC_ACT,PT,1997-01-01,17
Y_LT25,T,PC_ACT,PT,1998-01-01,14
Y_LT25,T,PC_ACT,PT,1999-01-01,12
Y_LT25,T,PC_ACT,PT,2000-01-01,12
Y_LT25,T,PC_ACT,PT,2001-01-01,13
Y_LT25,T,PC_ACT,PT,2002-01-01,15
Y_LT25,T,PC_ACT,PT,2003-01-01,18
Y_LT25,T,PC_ACT,PT,2004-01-01,19
Y_LT25,T,PC_ACT,PT,2005-01-01,20
Y_LT25,T,PC_ACT,PT,2006-01-01,21
Y_LT25,T,PC_ACT,PT,2007-01-01,
Y_LT25,T,PC_ACT,PT,2008-01-01,21
Y_LT25,T,PC_ACT,PT,2009-01-01,25
Y_LT25,T,PC_ACT,PT,2010-01-01,28
Y_LT25,T,PC_ACT,PT,2011-01-01,30
Y_LT25,T,PC_ACT,PT,2012-01-01,
Y_LT25,T,PC_ACT,PT,2013-01-01,
Y_LT25,T,PC_ACT,PT,2014-01-01,
Y_LT25,T,PC_ACT,PT,2015-01-01,
Y_LT25,T,PC_ACT,PT,2016-01-01,
Y_LT25,T,PC_ACT,PT,2017-01-01,23
Y_LT25,T,PC_ACT,RO,1995-01-01,
Y_LT25,T,PC_ACT,RO,1996-01-01,
Y_LT25,T,PC_ACT,RO,1997-01-01,15
Y_LT25,T,PC_ACT,RO,1998-01-01,15
Y_LT25,T,PC_ACT,RO,1999-01-01,16
Y_LT25,T,PC_ACT,RO,2000-01-01,16
Y_LT25,T,PC_ACT,RO,2001-01-01,17
Y_LT25,T,PC_ACT,RO,2002-01-01,19
Y_LT25,T,PC_ACT,RO,2003-01-01,18
Y_LT25,T,PC_ACT,RO,2004-01-01,20
Y_LT25,T,PC_ACT,RO,2005-01-01,19
Y_LT25,T,PC_ACT,RO,2006-01-01,20
Y_LT25,T,PC_ACT,RO,2007-01-01,
Y_LT25,T,PC_ACT,RO,2008-01-01,17
Y_LT25,T,PC_ACT,RO,2009-01-01,20
Y_LT25,T,PC_ACT,RO,2010-01-01,22
Y_LT25,T,PC_ACT,RO,2011-01-01,23
Y_LT25,T,PC_ACT,RO,2012-01-01,
Y_LT25,T,PC_ACT,RO,2013-01-01,
Y_LT25,T,PC_ACT,RO,2014-01-01,
Y_LT25,T,PC_ACT,RO,2015-01-01,
Y_LT25,T,PC_ACT,RO,2016-01-01,
Y_LT25,T,PC_ACT,RO,2017-01-01,18
Y_LT25,T,PC_ACT,SE,1995-01-01,19
Y_LT25,T,PC_ACT,SE,1996-01-01,20
Y_LT25,T,PC_ACT,SE,1997-01-01,20
Y_LT25,T,PC_ACT,SE,1998-01-01,16
Y_LT25,T,PC_ACT,SE,1999-01-01,12
Y_LT25,T,PC_ACT,SE,2000-01-01,10
Y_LT25,T,PC_ACT,SE,2001-01-01,15
Y_LT25,T,PC_ACT,SE,2002-01-01,16
Y_LT25,T,PC_ACT,SE,2003-01-01,17
Y_LT25,T,PC_ACT,SE,2004-01-01,20
Y_LT25,T,PC_ACT,SE,2005-01-01,22
Y_LT25,T,PC_ACT,SE,2006-01-01,21
Y_LT25,T,PC_ACT,SE,2007-01-01,
Y_LT25,T,PC_ACT,SE,2008-01-01,20
Y_LT25,T,PC_ACT,SE,2009-01-01,25
Y_LT25,T,PC_ACT,SE,2010-01-01,24
Y_LT25,T,PC_ACT,SE,2011-01-01,22
Y_LT25,T,PC_ACT,SE,2012-01-01,
Y_LT25,T,PC_ACT,SE,2013-01-01,
Y_LT25,T,PC_ACT,SE,2014-01-01,
Y_LT25,T,PC_ACT,SE,2015-01-01,
Y_LT25,T,PC_ACT,SE,2016-01-01,
Y_LT25,T,PC_ACT,SE,2017-01-01,17
Y_LT25,T,PC_ACT,SI,1995-01-01,
Y_LT25,T,PC_ACT,SI,1996-01-01,17
Y_LT25,T,PC_ACT,SI,1997-01-01,17
Y_LT25,T,PC_ACT,SI,1998-01-01,17
Y_LT25,T,PC_ACT,SI,1999-01-01,17
Y_LT25,T,PC_ACT,SI,2000-01-01,16
Y_LT25,T,PC_ACT,SI,2001-01-01,17
Y_LT25,T,PC_ACT,SI,2002-01-01,16
Y_LT25,T,PC_ACT,SI,2003-01-01,17
Y_LT25,T,PC_ACT,SI,2004-01-01,16
Y_LT25,T,PC_ACT,SI,2005-01-01,15
Y_LT25,T,PC_ACT,SI,2006-01-01,13
Y_LT25,T,PC_ACT,SI,2007-01-01,
Y_LT25,T,PC_ACT,SI,2008-01-01,10
Y_LT25,T,PC_ACT,SI,2009-01-01,13
Y_LT25,T,PC_ACT,SI,2010-01-01,14
Y_LT25,T,PC_ACT,SI,2011-01-01,15
Y_LT25,T,PC_ACT,SI,2012-01-01,
Y_LT25,T,PC_ACT,SI,2013-01-01,
Y_LT25,T,PC_ACT,SI,2014-01-01,
Y_LT25,T,PC_ACT,SI,2015-01-01,
Y_LT25,T,PC_ACT,SI,2016-01-01,
Y_LT25,T,PC_ACT,SI,2017-01-01,11
Y_LT25,T,PC_ACT,SK,1995-01-01,
Y_LT25,T,PC_ACT,SK,1996-01-01,
Y_LT25,T,PC_ACT,SK,1997-01-01,
Y_LT25,T,PC_ACT,SK,1998-01-01,25
Y_LT25,T,PC_ACT,SK,1999-01-01,34
Y_LT25,T,PC_ACT,SK,2000-01-01,37
Y_LT25,T,PC_ACT,SK,2001-01-01,39
Y_LT25,T,PC_ACT,SK,2002-01-01,38
Y_LT25,T,PC_ACT,SK,2003-01-01,33
Y_LT25,T,PC_ACT,SK,2004-01-01,33
Y_LT25,T,PC_ACT,SK,2005-01-01,30
Y_LT25,T,PC_ACT,SK,2006-01-01,27
Y_LT25,T,PC_ACT,SK,2007-01-01,
Y_LT25,T,PC_ACT,SK,2008-01-01,19
Y_LT25,T,PC_ACT,SK,2009-01-01,27
Y_LT25,T,PC_ACT,SK,2010-01-01,33
Y_LT25,T,PC_ACT,SK,2011-01-01,33
Y_LT25,T,PC_ACT,SK,2012-01-01,
Y_LT25,T,PC_ACT,SK,2013-01-01,
Y_LT25,T,PC_ACT,SK,2014-01-01,
Y_LT25,T,PC_ACT,SK,2015-01-01,
Y_LT25,T,PC_ACT,SK,2016-01-01,
Y_LT25,T,PC_ACT,SK,2017-01-01,18
Y_LT25,T,PC_ACT,UK,1995-01-01,15
Y_LT25,T,PC_ACT,UK,1996-01-01,14
Y_LT25,T,PC_ACT,UK,1997-01-01,13
Y_LT25,T,PC_ACT,UK,1998-01-01,13
Y_LT25,T,PC_ACT,UK,1999-01-01,12
Y_LT25,T,PC_ACT,UK,2000-01-01,12
Y_LT25,T,PC_ACT,UK,2001-01-01,11
Y_LT25,T,PC_ACT,UK,2002-01-01,12
Y_LT25,T,PC_ACT,UK,2003-01-01,12
Y_LT25,T,PC_ACT,UK,2004-01-01,12
Y_LT25,T,PC_ACT,UK,2005-01-01,12
Y_LT25,T,PC_ACT,UK,2006-01-01,13
Y_LT25,T,PC_ACT,UK,2007-01-01,
Y_LT25,T,PC_ACT,UK,2008-01-01,15
Y_LT25,T,PC_ACT,UK,2009-01-01,19
Y_LT25,T,PC_ACT,UK,2010-01-01,19
Y_LT25,T,PC_ACT,UK,2011-01-01,21
Y_LT25,T,PC_ACT,UK,2012-01-01,
Y_LT25,T,PC_ACT,UK,2013-01-01,
Y_LT25,T,PC_ACT,UK,2014-01-01,
Y_LT25,T,PC_ACT,UK,2015-01-01,
Y_LT25,T,PC_ACT,UK,2016-01-01,
Y_LT25,T,PC_ACT,UK,2017-01-01,12
Y_LT25,T,PPCH_3Y,AT,1995-01-01,
Y_LT25,T,PPCH_3Y,AT,1996-01-01,
Y_LT25,T,PPCH_3Y,AT,1997-01-01,0
Y_LT25,T,PPCH_3Y,AT,1998-01-01,0
Y_LT25,T,PPCH_3Y,AT,1999-01-01,0
Y_LT25,T,PPCH_3Y,AT,2000-01-01,1
Y_LT25,T,PPCH_3Y,AT,2001-01-01,0
Y_LT25,T,PPCH_3Y,AT,2002-01-01,1
Y_LT25,T,PPCH_3Y,AT,2003-01-01,2
Y_LT25,T,PPCH_3Y,AT,2004-01-01,4
Y_LT25,T,PPCH_3Y,AT,2005-01-01,4
Y_LT25,T,PPCH_3Y,AT,2006-01-01,2
Y_LT25,T,PPCH_3Y,AT,2007-01-01,
Y_LT25,T,PPCH_3Y,AT,2008-01-01,2
Y_LT25,T,PPCH_3Y,AT,2009-01-01,0
Y_LT25,T,PPCH_3Y,AT,2010-01-01,0
Y_LT25,T,PPCH_3Y,AT,2011-01-01,0
Y_LT25,T,PPCH_3Y,AT,2012-01-01,
Y_LT25,T,PPCH_3Y,AT,2013-01-01,
Y_LT25,T,PPCH_3Y,AT,2014-01-01,
Y_LT25,T,PPCH_3Y,AT,2015-01-01,
Y_LT25,T,PPCH_3Y,AT,2016-01-01,
Y_LT25,T,PPCH_3Y,AT,2017-01-01,0
Y_LT25,T,PPCH_3Y,BE,1995-01-01,7
Y_LT25,T,PPCH_3Y,BE,1996-01-01,1
Y_LT25,T,PPCH_3Y,BE,1997-01-01,1
Y_LT25,T,PPCH_3Y,BE,1998-01-01,0
Y_LT25,T,PPCH_3Y,BE,1999-01-01,1
Y_LT25,T,PPCH_3Y,BE,2000-01-01,5
Y_LT25,T,PPCH_3Y,BE,2001-01-01,5
Y_LT25,T,PPCH_3Y,BE,2002-01-01,2
Y_LT25,T,PPCH_3Y,BE,2003-01-01,5
Y_LT25,T,PPCH_3Y,BE,2004-01-01,4
Y_LT25,T,PPCH_3Y,BE,2005-01-01,3
Y_LT25,T,PPCH_3Y,BE,2006-01-01,1
Y_LT25,T,PPCH_3Y,BE,2007-01-01,
Y_LT25,T,PPCH_3Y,BE,2008-01-01,3
Y_LT25,T,PPCH_3Y,BE,2009-01-01,1
Y_LT25,T,PPCH_3Y,BE,2010-01-01,3
Y_LT25,T,PPCH_3Y,BE,2011-01-01,0
Y_LT25,T,PPCH_3Y,BE,2012-01-01,
Y_LT25,T,PPCH_3Y,BE,2013-01-01,
Y_LT25,T,PPCH_3Y,BE,2014-01-01,
Y_LT25,T,PPCH_3Y,BE,2015-01-01,
Y_LT25,T,PPCH_3Y,BE,2016-01-01,
Y_LT25,T,PPCH_3Y,BE,2017-01-01,3
Y_LT25,T,PPCH_3Y,BG,1995-01-01,
Y_LT25,T,PPCH_3Y,BG,1996-01-01,
Y_LT25,T,PPCH_3Y,BG,1997-01-01,
Y_LT25,T,PPCH_3Y,BG,1998-01-01,
Y_LT25,T,PPCH_3Y,BG,1999-01-01,
Y_LT25,T,PPCH_3Y,BG,2000-01-01,
Y_LT25,T,PPCH_3Y,BG,2001-01-01,
Y_LT25,T,PPCH_3Y,BG,2002-01-01,
Y_LT25,T,PPCH_3Y,BG,2003-01-01,7
Y_LT25,T,PPCH_3Y,BG,2004-01-01,13
Y_LT25,T,PPCH_3Y,BG,2005-01-01,14
Y_LT25,T,PPCH_3Y,BG,2006-01-01,8
Y_LT25,T,PPCH_3Y,BG,2007-01-01,
Y_LT25,T,PPCH_3Y,BG,2008-01-01,9
Y_LT25,T,PPCH_3Y,BG,2009-01-01,3
Y_LT25,T,PPCH_3Y,BG,2010-01-01,7
Y_LT25,T,PPCH_3Y,BG,2011-01-01,13
Y_LT25,T,PPCH_3Y,BG,2012-01-01,
Y_LT25,T,PPCH_3Y,BG,2013-01-01,
Y_LT25,T,PPCH_3Y,BG,2014-01-01,
Y_LT25,T,PPCH_3Y,BG,2015-01-01,
Y_LT25,T,PPCH_3Y,BG,2016-01-01,
Y_LT25,T,PPCH_3Y,BG,2017-01-01,10
Y_LT25,T,PPCH_3Y,CY,1995-01-01,
Y_LT25,T,PPCH_3Y,CY,1996-01-01,
Y_LT25,T,PPCH_3Y,CY,1997-01-01,
Y_LT25,T,PPCH_3Y,CY,1998-01-01,
Y_LT25,T,PPCH_3Y,CY,1999-01-01,
Y_LT25,T,PPCH_3Y,CY,2000-01-01,
Y_LT25,T,PPCH_3Y,CY,2001-01-01,
Y_LT25,T,PPCH_3Y,CY,2002-01-01,
Y_LT25,T,PPCH_3Y,CY,2003-01-01,1
Y_LT25,T,PPCH_3Y,CY,2004-01-01,2
Y_LT25,T,PPCH_3Y,CY,2005-01-01,5
Y_LT25,T,PPCH_3Y,CY,2006-01-01,1
Y_LT25,T,PPCH_3Y,CY,2007-01-01,
Y_LT25,T,PPCH_3Y,CY,2008-01-01,4
Y_LT25,T,PPCH_3Y,CY,2009-01-01,3
Y_LT25,T,PPCH_3Y,CY,2010-01-01,6
Y_LT25,T,PPCH_3Y,CY,2011-01-01,13
Y_LT25,T,PPCH_3Y,CY,2012-01-01,
Y_LT25,T,PPCH_3Y,CY,2013-01-01,
Y_LT25,T,PPCH_3Y,CY,2014-01-01,
Y_LT25,T,PPCH_3Y,CY,2015-01-01,
Y_LT25,T,PPCH_3Y,CY,2016-01-01,
Y_LT25,T,PPCH_3Y,CY,2017-01-01,11
Y_LT25,T,PPCH_3Y,CZ,1995-01-01,
Y_LT25,T,PPCH_3Y,CZ,1996-01-01,1
Y_LT25,T,PPCH_3Y,CZ,1997-01-01,0
Y_LT25,T,PPCH_3Y,CZ,1998-01-01,4
Y_LT25,T,PPCH_3Y,CZ,1999-01-01,9
Y_LT25,T,PPCH_3Y,CZ,2000-01-01,8
Y_LT25,T,PPCH_3Y,CZ,2001-01-01,4
Y_LT25,T,PPCH_3Y,CZ,2002-01-01,1
Y_LT25,T,PPCH_3Y,CZ,2003-01-01,0
Y_LT25,T,PPCH_3Y,CZ,2004-01-01,3
Y_LT25,T,PPCH_3Y,CZ,2005-01-01,3
Y_LT25,T,PPCH_3Y,CZ,2006-01-01,0
Y_LT25,T,PPCH_3Y,CZ,2007-01-01,
Y_LT25,T,PPCH_3Y,CZ,2008-01-01,9
Y_LT25,T,PPCH_3Y,CZ,2009-01-01,0
Y_LT25,T,PPCH_3Y,CZ,2010-01-01,7
Y_LT25,T,PPCH_3Y,CZ,2011-01-01,8
Y_LT25,T,PPCH_3Y,CZ,2012-01-01,
Y_LT25,T,PPCH_3Y,CZ,2013-01-01,
Y_LT25,T,PPCH_3Y,CZ,2014-01-01,
Y_LT25,T,PPCH_3Y,CZ,2015-01-01,
Y_LT25,T,PPCH_3Y,CZ,2016-01-01,
Y_LT25,T,PPCH_3Y,CZ,2017-01-01,8
Y_LT25,T,PPCH_3Y,DE,1995-01-01,2
Y_LT25,T,PPCH_3Y,DE,1996-01-01,2
Y_LT25,T,PPCH_3Y,DE,1997-01-01,1
Y_LT25,T,PPCH_3Y,DE,1998-01-01,0
Y_LT25,T,PPCH_3Y,DE,1999-01-01,1
Y_LT25,T,PPCH_3Y,DE,2000-01-01,1
Y_LT25,T,PPCH_3Y,DE,2001-01-01,1
Y_LT25,T,PPCH_3Y,DE,2002-01-01,0
Y_LT25,T,PPCH_3Y,DE,2003-01-01,2
Y_LT25,T,PPCH_3Y,DE,2004-01-01,5
Y_LT25,T,PPCH_3Y,DE,2005-01-01,5
Y_LT25,T,PPCH_3Y,DE,2006-01-01,2
Y_LT25,T,PPCH_3Y,DE,2007-01-01,
Y_LT25,T,PPCH_3Y,DE,2008-01-01,5
Y_LT25,T,PPCH_3Y,DE,2009-01-01,2
Y_LT25,T,PPCH_3Y,DE,2010-01-01,2
Y_LT25,T,PPCH_3Y,DE,2011-01-01,1
Y_LT25,T,PPCH_3Y,DE,2012-01-01,
Y_LT25,T,PPCH_3Y,DE,2013-01-01,
Y_LT25,T,PPCH_3Y,DE,2014-01-01,
Y_LT25,T,PPCH_3Y,DE,2015-01-01,
Y_LT25,T,PPCH_3Y,DE,2016-01-01,
Y_LT25,T,PPCH_3Y,DE,2017-01-01,0
Y_LT25,T,PPCH_3Y,DK,1995-01-01,2
Y_LT25,T,PPCH_3Y,DK,1996-01-01,3
Y_LT25,T,PPCH_3Y,DK,1997-01-01,2
Y_LT25,T,PPCH_3Y,DK,1998-01-01,2
Y_LT25,T,PPCH_3Y,DK,1999-01-01,0
Y_LT25,T,PPCH_3Y,DK,2000-01-01,1
Y_LT25,T,PPCH_3Y,DK,2001-01-01,1
Y_LT25,T,PPCH_3Y,DK,2002-01-01,1
Y_LT25,T,PPCH_3Y,DK,2003-01-01,3
Y_LT25,T,PPCH_3Y,DK,2004-01-01,0
Y_LT25,T,PPCH_3Y,DK,2005-01-01,1
Y_LT25,T,PPCH_3Y,DK,2006-01-01,1
Y_LT25,T,PPCH_3Y,DK,2007-01-01,
Y_LT25,T,PPCH_3Y,DK,2008-01-01,0
Y_LT25,T,PPCH_3Y,DK,2009-01-01,4
Y_LT25,T,PPCH_3Y,DK,2010-01-01,6
Y_LT25,T,PPCH_3Y,DK,2011-01-01,6
Y_LT25,T,PPCH_3Y,DK,2012-01-01,
Y_LT25,T,PPCH_3Y,DK,2013-01-01,
Y_LT25,T,PPCH_3Y,DK,2014-01-01,
Y_LT25,T,PPCH_3Y,DK,2015-01-01,
Y_LT25,T,PPCH_3Y,DK,2016-01-01,
Y_LT25,T,PPCH_3Y,DK,2017-01-01,1
Y_LT25,T,PPCH_3Y,EE,1995-01-01,
Y_LT25,T,PPCH_3Y,EE,1996-01-01,
Y_LT25,T,PPCH_3Y,EE,1997-01-01,
Y_LT25,T,PPCH_3Y,EE,1998-01-01,
Y_LT25,T,PPCH_3Y,EE,1999-01-01,
Y_LT25,T,PPCH_3Y,EE,2000-01-01,
Y_LT25,T,PPCH_3Y,EE,2001-01-01,
Y_LT25,T,PPCH_3Y,EE,2002-01-01,
Y_LT25,T,PPCH_3Y,EE,2003-01-01,3
Y_LT25,T,PPCH_3Y,EE,2004-01-01,1
Y_LT25,T,PPCH_3Y,EE,2005-01-01,2
Y_LT25,T,PPCH_3Y,EE,2006-01-01,8
Y_LT25,T,PPCH_3Y,EE,2007-01-01,
Y_LT25,T,PPCH_3Y,EE,2008-01-01,3
Y_LT25,T,PPCH_3Y,EE,2009-01-01,15
Y_LT25,T,PPCH_3Y,EE,2010-01-01,22
Y_LT25,T,PPCH_3Y,EE,2011-01-01,10
Y_LT25,T,PPCH_3Y,EE,2012-01-01,
Y_LT25,T,PPCH_3Y,EE,2013-01-01,
Y_LT25,T,PPCH_3Y,EE,2014-01-01,
Y_LT25,T,PPCH_3Y,EE,2015-01-01,
Y_LT25,T,PPCH_3Y,EE,2016-01-01,
Y_LT25,T,PPCH_3Y,EE,2017-01-01,2
Y_LT25,T,PPCH_3Y,EL,1995-01-01,
Y_LT25,T,PPCH_3Y,EL,1996-01-01,
Y_LT25,T,PPCH_3Y,EL,1997-01-01,
Y_LT25,T,PPCH_3Y,EL,1998-01-01,
Y_LT25,T,PPCH_3Y,EL,1999-01-01,
Y_LT25,T,PPCH_3Y,EL,2000-01-01,
Y_LT25,T,PPCH_3Y,EL,2001-01-01,2
Y_LT25,T,PPCH_3Y,EL,2002-01-01,4
Y_LT25,T,PPCH_3Y,EL,2003-01-01,2
Y_LT25,T,PPCH_3Y,EL,2004-01-01,1
Y_LT25,T,PPCH_3Y,EL,2005-01-01,1
Y_LT25,T,PPCH_3Y,EL,2006-01-01,1
Y_LT25,T,PPCH_3Y,EL,2007-01-01,
Y_LT25,T,PPCH_3Y,EL,2008-01-01,3
Y_LT25,T,PPCH_3Y,EL,2009-01-01,0
Y_LT25,T,PPCH_3Y,EL,2010-01-01,10
Y_LT25,T,PPCH_3Y,EL,2011-01-01,22
Y_LT25,T,PPCH_3Y,EL,2012-01-01,
Y_LT25,T,PPCH_3Y,EL,2013-01-01,
Y_LT25,T,PPCH_3Y,EL,2014-01-01,
Y_LT25,T,PPCH_3Y,EL,2015-01-01,
Y_LT25,T,PPCH_3Y,EL,2016-01-01,
Y_LT25,T,PPCH_3Y,EL,2017-01-01,8
Y_LT25,T,PPCH_3Y,ES,1995-01-01,7
Y_LT25,T,PPCH_3Y,ES,1996-01-01,1
Y_LT25,T,PPCH_3Y,ES,1997-01-01,6
Y_LT25,T,PPCH_3Y,ES,1998-01-01,7
Y_LT25,T,PPCH_3Y,ES,1999-01-01,12
Y_LT25,T,PPCH_3Y,ES,2000-01-01,12
Y_LT25,T,PPCH_3Y,ES,2001-01-01,11
Y_LT25,T,PPCH_3Y,ES,2002-01-01,4
Y_LT25,T,PPCH_3Y,ES,2003-01-01,0
Y_LT25,T,PPCH_3Y,ES,2004-01-01,0
Y_LT25,T,PPCH_3Y,ES,2005-01-01,2
Y_LT25,T,PPCH_3Y,ES,2006-01-01,4
Y_LT25,T,PPCH_3Y,ES,2007-01-01,
Y_LT25,T,PPCH_3Y,ES,2008-01-01,4
Y_LT25,T,PPCH_3Y,ES,2009-01-01,19
Y_LT25,T,PPCH_3Y,ES,2010-01-01,23
Y_LT25,T,PPCH_3Y,ES,2011-01-01,21
Y_LT25,T,PPCH_3Y,ES,2012-01-01,
Y_LT25,T,PPCH_3Y,ES,2013-01-01,
Y_LT25,T,PPCH_3Y,ES,2014-01-01,
Y_LT25,T,PPCH_3Y,ES,2015-01-01,
Y_LT25,T,PPCH_3Y,ES,2016-01-01,
Y_LT25,T,PPCH_3Y,ES,2017-01-01,14
Y_LT25,T,PPCH_3Y,FI,1995-01-01,3
Y_LT25,T,PPCH_3Y,FI,1996-01-01,5
Y_LT25,T,PPCH_3Y,FI,1997-01-01,8
Y_LT25,T,PPCH_3Y,FI,1998-01-01,6
Y_LT25,T,PPCH_3Y,FI,1999-01-01,6
Y_LT25,T,PPCH_3Y,FI,2000-01-01,3
Y_LT25,T,PPCH_3Y,FI,2001-01-01,3
Y_LT25,T,PPCH_3Y,FI,2002-01-01,0
Y_LT25,T,PPCH_3Y,FI,2003-01-01,0
Y_LT25,T,PPCH_3Y,FI,2004-01-01,0
Y_LT25,T,PPCH_3Y,FI,2005-01-01,0
Y_LT25,T,PPCH_3Y,FI,2006-01-01,3
Y_LT25,T,PPCH_3Y,FI,2007-01-01,
Y_LT25,T,PPCH_3Y,FI,2008-01-01,3
Y_LT25,T,PPCH_3Y,FI,2009-01-01,2
Y_LT25,T,PPCH_3Y,FI,2010-01-01,4
Y_LT25,T,PPCH_3Y,FI,2011-01-01,3
Y_LT25,T,PPCH_3Y,FI,2012-01-01,
Y_LT25,T,PPCH_3Y,FI,2013-01-01,
Y_LT25,T,PPCH_3Y,FI,2014-01-01,
Y_LT25,T,PPCH_3Y,FI,2015-01-01,
Y_LT25,T,PPCH_3Y,FI,2016-01-01,
Y_LT25,T,PPCH_3Y,FI,2017-01-01,0
Y_LT25,T,PPCH_3Y,FR,1995-01-01,7
Y_LT25,T,PPCH_3Y,FR,1996-01-01,4
Y_LT25,T,PPCH_3Y,FR,1997-01-01,3
Y_LT25,T,PPCH_3Y,FR,1998-01-01,3
Y_LT25,T,PPCH_3Y,FR,1999-01-01,0
Y_LT25,T,PPCH_3Y,FR,2000-01-01,7
Y_LT25,T,PPCH_3Y,FR,2001-01-01,8
Y_LT25,T,PPCH_3Y,FR,2002-01-01,6
Y_LT25,T,PPCH_3Y,FR,2003-01-01,12
Y_LT25,T,PPCH_3Y,FR,2004-01-01,8
Y_LT25,T,PPCH_3Y,FR,2005-01-01,9
Y_LT25,T,PPCH_3Y,FR,2006-01-01,3
Y_LT25,T,PPCH_3Y,FR,2007-01-01,
Y_LT25,T,PPCH_3Y,FR,2008-01-01,2
Y_LT25,T,PPCH_3Y,FR,2009-01-01,1
Y_LT25,T,PPCH_3Y,FR,2010-01-01,3
Y_LT25,T,PPCH_3Y,FR,2011-01-01,3
Y_LT25,T,PPCH_3Y,FR,2012-01-01,
Y_LT25,T,PPCH_3Y,FR,2013-01-01,
Y_LT25,T,PPCH_3Y,FR,2014-01-01,
Y_LT25,T,PPCH_3Y,FR,2015-01-01,
Y_LT25,T,PPCH_3Y,FR,2016-01-01,
Y_LT25,T,PPCH_3Y,FR,2017-01-01,1
Y_LT25,T,PPCH_3Y,HR,1995-01-01,
Y_LT25,T,PPCH_3Y,HR,1996-01-01,
Y_LT25,T,PPCH_3Y,HR,1997-01-01,
Y_LT25,T,PPCH_3Y,HR,1998-01-01,
Y_LT25,T,PPCH_3Y,HR,1999-01-01,
Y_LT25,T,PPCH_3Y,HR,2000-01-01,
Y_LT25,T,PPCH_3Y,HR,2001-01-01,
Y_LT25,T,PPCH_3Y,HR,2002-01-01,
Y_LT25,T,PPCH_3Y,HR,2003-01-01,3
Y_LT25,T,PPCH_3Y,HR,2004-01-01,7
Y_LT25,T,PPCH_3Y,HR,2005-01-01,4
Y_LT25,T,PPCH_3Y,HR,2006-01-01,5
Y_LT25,T,PPCH_3Y,HR,2007-01-01,
Y_LT25,T,PPCH_3Y,HR,2008-01-01,8
Y_LT25,T,PPCH_3Y,HR,2009-01-01,3
Y_LT25,T,PPCH_3Y,HR,2010-01-01,6
Y_LT25,T,PPCH_3Y,HR,2011-01-01,13
Y_LT25,T,PPCH_3Y,HR,2012-01-01,
Y_LT25,T,PPCH_3Y,HR,2013-01-01,
Y_LT25,T,PPCH_3Y,HR,2014-01-01,
Y_LT25,T,PPCH_3Y,HR,2015-01-01,
Y_LT25,T,PPCH_3Y,HR,2016-01-01,
Y_LT25,T,PPCH_3Y,HR,2017-01-01,17
Y_LT25,T,PPCH_3Y,HU,1995-01-01,
Y_LT25,T,PPCH_3Y,HU,1996-01-01,
Y_LT25,T,PPCH_3Y,HU,1997-01-01,
Y_LT25,T,PPCH_3Y,HU,1998-01-01,
Y_LT25,T,PPCH_3Y,HU,1999-01-01,7
Y_LT25,T,PPCH_3Y,HU,2000-01-01,5
Y_LT25,T,PPCH_3Y,HU,2001-01-01,4
Y_LT25,T,PPCH_3Y,HU,2002-01-01,0
Y_LT25,T,PPCH_3Y,HU,2003-01-01,1
Y_LT25,T,PPCH_3Y,HU,2004-01-01,4
Y_LT25,T,PPCH_3Y,HU,2005-01-01,7
Y_LT25,T,PPCH_3Y,HU,2006-01-01,5
Y_LT25,T,PPCH_3Y,HU,2007-01-01,
Y_LT25,T,PPCH_3Y,HU,2008-01-01,0
Y_LT25,T,PPCH_3Y,HU,2009-01-01,7
Y_LT25,T,PPCH_3Y,HU,2010-01-01,8
Y_LT25,T,PPCH_3Y,HU,2011-01-01,6
Y_LT25,T,PPCH_3Y,HU,2012-01-01,
Y_LT25,T,PPCH_3Y,HU,2013-01-01,
Y_LT25,T,PPCH_3Y,HU,2014-01-01,
Y_LT25,T,PPCH_3Y,HU,2015-01-01,
Y_LT25,T,PPCH_3Y,HU,2016-01-01,
Y_LT25,T,PPCH_3Y,HU,2017-01-01,9
Y_LT25,T,PPCH_3Y,IE,1995-01-01,4
Y_LT25,T,PPCH_3Y,IE,1996-01-01,7
Y_LT25,T,PPCH_3Y,IE,1997-01-01,7
Y_LT25,T,PPCH_3Y,IE,1998-01-01,8
Y_LT25,T,PPCH_3Y,IE,1999-01-01,8
Y_LT25,T,PPCH_3Y,IE,2000-01-01,8
Y_LT25,T,PPCH_3Y,IE,2001-01-01,4
Y_LT25,T,PPCH_3Y,IE,2002-01-01,0
Y_LT25,T,PPCH_3Y,IE,2003-01-01,2
Y_LT25,T,PPCH_3Y,IE,2004-01-01,1
Y_LT25,T,PPCH_3Y,IE,2005-01-01,0
Y_LT25,T,PPCH_3Y,IE,2006-01-01,0
Y_LT25,T,PPCH_3Y,IE,2007-01-01,
Y_LT25,T,PPCH_3Y,IE,2008-01-01,4
Y_LT25,T,PPCH_3Y,IE,2009-01-01,15
Y_LT25,T,PPCH_3Y,IE,2010-01-01,18
Y_LT25,T,PPCH_3Y,IE,2011-01-01,16
Y_LT25,T,PPCH_3Y,IE,2012-01-01,
