unit,na_item,geotime,date,value
PC_EU28_MPPS_CP,NLPR_HW,AT,2005-01-01,115.4
PC_EU28_MPPS_CP,NLPR_HW,AT,2006-01-01,115.8
PC_EU28_MPPS_CP,NLPR_HW,AT,2007-01-01,115.2
PC_EU28_MPPS_CP,NLPR_HW,AT,2008-01-01,114.8
PC_EU28_MPPS_CP,NLPR_HW,AT,2009-01-01,116.6
PC_EU28_MPPS_CP,NLPR_HW,AT,2010-01-01,114.5
PC_EU28_MPPS_CP,NLPR_HW,AT,2011-01-01,114.5
PC_EU28_MPPS_CP,NLPR_HW,AT,2012-01-01,117.0
PC_EU28_MPPS_CP,NLPR_HW,AT,2013-01-01,116.9
PC_EU28_MPPS_CP,NLPR_HW,AT,2014-01-01,117.2
PC_EU28_MPPS_CP,NLPR_HW,AT,2015-01-01,119.5
PC_EU28_MPPS_CP,NLPR_HW,AT,2016-01-01,118.7
PC_EU28_MPPS_CP,NLPR_HW,AT,2017-01-01,118.0
PC_EU28_MPPS_CP,NLPR_HW,BE,2005-01-01,142.6
PC_EU28_MPPS_CP,NLPR_HW,BE,2006-01-01,140.5
PC_EU28_MPPS_CP,NLPR_HW,BE,2007-01-01,138.6
PC_EU28_MPPS_CP,NLPR_HW,BE,2008-01-01,137.0
PC_EU28_MPPS_CP,NLPR_HW,BE,2009-01-01,138.6
PC_EU28_MPPS_CP,NLPR_HW,BE,2010-01-01,140.3
PC_EU28_MPPS_CP,NLPR_HW,BE,2011-01-01,137.6
PC_EU28_MPPS_CP,NLPR_HW,BE,2012-01-01,137.3
PC_EU28_MPPS_CP,NLPR_HW,BE,2013-01-01,136.3
PC_EU28_MPPS_CP,NLPR_HW,BE,2014-01-01,136.9
PC_EU28_MPPS_CP,NLPR_HW,BE,2015-01-01,137.4
PC_EU28_MPPS_CP,NLPR_HW,BE,2016-01-01,137.2
PC_EU28_MPPS_CP,NLPR_HW,BE,2017-01-01,136.0
PC_EU28_MPPS_CP,NLPR_HW,BG,2005-01-01,36.7
PC_EU28_MPPS_CP,NLPR_HW,BG,2006-01-01,36.6
PC_EU28_MPPS_CP,NLPR_HW,BG,2007-01-01,38.2
PC_EU28_MPPS_CP,NLPR_HW,BG,2008-01-01,39.0
PC_EU28_MPPS_CP,NLPR_HW,BG,2009-01-01,39.7
