unit,co_nco,sector,finpos,na_item,geotime,date,value
MIO_NAC,CO,S12,LIAB,F,BG,2004-01-01,41532
MIO_NAC,CO,S12,LIAB,F,BG,2005-01-01,54428
MIO_NAC,CO,S12,LIAB,F,BG,2006-01-01,82754
MIO_NAC,CO,S12,LIAB,F,BG,2007-01-01,109893
MIO_NAC,CO,S12,LIAB,F,BG,2008-01-01,108359
MIO_NAC,CO,S12,LIAB,F,BG,2009-01-01,109540
MIO_NAC,CO,S12,LIAB,F,BG,2010-01-01,99758
MIO_NAC,CO,S12,LIAB,F,BG,2011-01-01,104313
MIO_NAC,CO,S12,LIAB,F,BG,2012-01-01,116174
MIO_NAC,CO,S12,LIAB,F,BG,2013-01-01,122207
MIO_NAC,CO,S12,LIAB,F,BG,2014-01-01,129728
MIO_NAC,CO,S12,LIAB,F,BG,2015-01-01,132816
MIO_NAC,CO,S12,LIAB,F,BG,2016-01-01,149574
MIO_NAC,CO,S12,LIAB,F,BG,2017-01-01,150244
MIO_NAC,CO,S12,LIAB,F,CY,1995-01-01,19391
MIO_NAC,CO,S12,LIAB,F,CY,1996-01-01,22426
MIO_NAC,CO,S12,LIAB,F,CY,1997-01-01,23933
MIO_NAC,CO,S12,LIAB,F,CY,1998-01-01,27324
MIO_NAC,CO,S12,LIAB,F,CY,1999-01-01,38390
MIO_NAC,CO,S12,LIAB,F,CY,2000-01-01,34170
MIO_NAC,CO,S12,LIAB,F,CY,2001-01-01,37705
MIO_NAC,CO,S12,LIAB,F,CY,2002-01-01,38407
MIO_NAC,CO,S12,LIAB,F,CY,2003-01-01,42550
MIO_NAC,CO,S12,LIAB,F,CY,2004-01-01,47710
MIO_NAC,CO,S12,LIAB,F,CY,2005-01-01,64402
MIO_NAC,CO,S12,LIAB,F,CY,2006-01-01,82249
MIO_NAC,CO,S12,LIAB,F,CY,2007-01-01,101516
MIO_NAC,CO,S12,LIAB,F,CY,2008-01-01,255630
MIO_NAC,CO,S12,LIAB,F,CY,2009-01-01,274514
MIO_NAC,CO,S12,LIAB,F,CY,2010-01-01,297932
MIO_NAC,CO,S12,LIAB,F,CY,2011-01-01,273650
MIO_NAC,CO,S12,LIAB,F,CY,2012-01-01,315039
MIO_NAC,CO,S12,LIAB,F,CY,2013-01-01,265824
MIO_NAC,CO,S12,LIAB,F,CY,2014-01-01,255454
MIO_NAC,CO,S12,LIAB,F,CY,2015-01-01,283565
MIO_NAC,CO,S12,LIAB,F,CY,2016-01-01,293947
MIO_NAC,CO,S12,LIAB,F,CY,2017-01-01,287448
MIO_NAC,CO,S12,LIAB,F,CZ,1995-01-01,1644135
MIO_NAC,CO,S12,LIAB,F,CZ,1996-01-01,1839049
MIO_NAC,CO,S12,LIAB,F,CZ,1997-01-01,2136656
MIO_NAC,CO,S12,LIAB,F,CZ,1998-01-01,2264604
MIO_NAC,CO,S12,LIAB,F,CZ,1999-01-01,2460139
MIO_NAC,CO,S12,LIAB,F,CZ,2000-01-01,2628778
MIO_NAC,CO,S12,LIAB,F,CZ,2001-01-01,2782461
MIO_NAC,CO,S12,LIAB,F,CZ,2002-01-01,2914705
MIO_NAC,CO,S12,LIAB,F,CZ,2003-01-01,3180371
MIO_NAC,CO,S12,LIAB,F,CZ,2004-01-01,3434850
MIO_NAC,CO,S12,LIAB,F,CZ,2005-01-01,3833810
MIO_NAC,CO,S12,LIAB,F,CZ,2006-01-01,4057908
MIO_NAC,CO,S12,LIAB,F,CZ,2007-01-01,4690204
MIO_NAC,CO,S12,LIAB,F,CZ,2008-01-01,5024929
MIO_NAC,CO,S12,LIAB,F,CZ,2009-01-01,5099667
MIO_NAC,CO,S12,LIAB,F,CZ,2010-01-01,5303189
MIO_NAC,CO,S12,LIAB,F,CZ,2011-01-01,5468780
MIO_NAC,CO,S12,LIAB,F,CZ,2012-01-01,5865653
MIO_NAC,CO,S12,LIAB,F,CZ,2013-01-01,6298075
MIO_NAC,CO,S12,LIAB,F,CZ,2014-01-01,6753094
MIO_NAC,CO,S12,LIAB,F,CZ,2015-01-01,7204687
MIO_NAC,CO,S12,LIAB,F,CZ,2016-01-01,8106483
MIO_NAC,CO,S12,LIAB,F,CZ,2017-01-01,9429207
MIO_NAC,CO,S12,LIAB,F,DE,1995-01-01,4641965
MIO_NAC,CO,S12,LIAB,F,DE,1996-01-01,5099312
MIO_NAC,CO,S12,LIAB,F,DE,1997-01-01,5795349
MIO_NAC,CO,S12,LIAB,F,DE,1998-01-01,6567724
MIO_NAC,CO,S12,LIAB,F,DE,1999-01-01,7417094
MIO_NAC,CO,S12,LIAB,F,DE,2000-01-01,8032257
MIO_NAC,CO,S12,LIAB,F,DE,2001-01-01,8506112
MIO_NAC,CO,S12,LIAB,F,DE,2002-01-01,8579758
MIO_NAC,CO,S12,LIAB,F,DE,2003-01-01,8900021
MIO_NAC,CO,S12,LIAB,F,DE,2004-01-01,9270969
MIO_NAC,CO,S12,LIAB,F,DE,2005-01-01,9939710
MIO_NAC,CO,S12,LIAB,F,DE,2006-01-01,10447715
MIO_NAC,CO,S12,LIAB,F,DE,2007-01-01,11246146
MIO_NAC,CO,S12,LIAB,F,DE,2008-01-01,11651733
MIO_NAC,CO,S12,LIAB,F,DE,2009-01-01,11108878
MIO_NAC,CO,S12,LIAB,F,DE,2010-01-01,11078262
MIO_NAC,CO,S12,LIAB,F,DE,2011-01-01,11362677
MIO_NAC,CO,S12,LIAB,F,DE,2012-01-01,11789775
MIO_NAC,CO,S12,LIAB,F,DE,2013-01-01,11107808
MIO_NAC,CO,S12,LIAB,F,DE,2014-01-01,11777800
MIO_NAC,CO,S12,LIAB,F,DE,2015-01-01,12079946
MIO_NAC,CO,S12,LIAB,F,DE,2016-01-01,12593190
MIO_NAC,CO,S12,LIAB,F,DE,2017-01-01,12939053
MIO_NAC,CO,S12,LIAB,F,DK,1995-01-01,2762932
MIO_NAC,CO,S12,LIAB,F,DK,1996-01-01,3106326
MIO_NAC,CO,S12,LIAB,F,DK,1997-01-01,3733857
MIO_NAC,CO,S12,LIAB,F,DK,1998-01-01,4319904
MIO_NAC,CO,S12,LIAB,F,DK,1999-01-01,4847742
MIO_NAC,CO,S12,LIAB,F,DK,2000-01-01,5311684
MIO_NAC,CO,S12,LIAB,F,DK,2001-01-01,5043795
MIO_NAC,CO,S12,LIAB,F,DK,2002-01-01,4932429
MIO_NAC,CO,S12,LIAB,F,DK,2003-01-01,5204443
MIO_NAC,CO,S12,LIAB,F,DK,2004-01-01,5408221
MIO_NAC,CO,S12,LIAB,F,DK,2005-01-01,7093037
MIO_NAC,CO,S12,LIAB,F,DK,2006-01-01,7870190
MIO_NAC,CO,S12,LIAB,F,DK,2007-01-01,8471410
MIO_NAC,CO,S12,LIAB,F,DK,2008-01-01,8263014
MIO_NAC,CO,S12,LIAB,F,DK,2009-01-01,8818750
MIO_NAC,CO,S12,LIAB,F,DK,2010-01-01,9735400
MIO_NAC,CO,S12,LIAB,F,DK,2011-01-01,9704995
MIO_NAC,CO,S12,LIAB,F,DK,2012-01-01,9788507
MIO_NAC,CO,S12,LIAB,F,DK,2013-01-01,10012231
MIO_NAC,CO,S12,LIAB,F,DK,2014-01-01,10875639
MIO_NAC,CO,S12,LIAB,F,DK,2015-01-01,10928271
MIO_NAC,CO,S12,LIAB,F,DK,2016-01-01,11359563
MIO_NAC,CO,S12,LIAB,F,DK,2017-01-01,11754025
MIO_NAC,CO,S12,LIAB,F,EE,1995-01-01,1358
MIO_NAC,CO,S12,LIAB,F,EE,1996-01-01,2259
MIO_NAC,CO,S12,LIAB,F,EE,1997-01-01,3920
MIO_NAC,CO,S12,LIAB,F,EE,1998-01-01,3575
MIO_NAC,CO,S12,LIAB,F,EE,1999-01-01,4303
MIO_NAC,CO,S12,LIAB,F,EE,2000-01-01,6178
MIO_NAC,CO,S12,LIAB,F,EE,2001-01-01,6842
MIO_NAC,CO,S12,LIAB,F,EE,2002-01-01,8384
MIO_NAC,CO,S12,LIAB,F,EE,2003-01-01,9317
MIO_NAC,CO,S12,LIAB,F,EE,2004-01-01,13214
MIO_NAC,CO,S12,LIAB,F,EE,2005-01-01,17457
MIO_NAC,CO,S12,LIAB,F,EE,2006-01-01,20809
MIO_NAC,CO,S12,LIAB,F,EE,2007-01-01,26962
MIO_NAC,CO,S12,LIAB,F,EE,2008-01-01,28100
MIO_NAC,CO,S12,LIAB,F,EE,2009-01-01,26184
MIO_NAC,CO,S12,LIAB,F,EE,2010-01-01,25520
MIO_NAC,CO,S12,LIAB,F,EE,2011-01-01,25262
MIO_NAC,CO,S12,LIAB,F,EE,2012-01-01,26839
MIO_NAC,CO,S12,LIAB,F,EE,2013-01-01,29574
MIO_NAC,CO,S12,LIAB,F,EE,2014-01-01,32315
MIO_NAC,CO,S12,LIAB,F,EE,2015-01-01,34557
MIO_NAC,CO,S12,LIAB,F,EE,2016-01-01,36362
MIO_NAC,CO,S12,LIAB,F,EE,2017-01-01,39435
MIO_NAC,CO,S12,LIAB,F,EL,1995-01-01,103552
MIO_NAC,CO,S12,LIAB,F,EL,1996-01-01,119266
MIO_NAC,CO,S12,LIAB,F,EL,1997-01-01,138710
MIO_NAC,CO,S12,LIAB,F,EL,1998-01-01,160170
MIO_NAC,CO,S12,LIAB,F,EL,1999-01-01,232117
MIO_NAC,CO,S12,LIAB,F,EL,2000-01-01,228011
MIO_NAC,CO,S12,LIAB,F,EL,2001-01-01,235641
MIO_NAC,CO,S12,LIAB,F,EL,2002-01-01,234439
MIO_NAC,CO,S12,LIAB,F,EL,2003-01-01,251974
MIO_NAC,CO,S12,LIAB,F,EL,2004-01-01,284123
MIO_NAC,CO,S12,LIAB,F,EL,2005-01-01,341377
MIO_NAC,CO,S12,LIAB,F,EL,2006-01-01,389586
MIO_NAC,CO,S12,LIAB,F,EL,2007-01-01,467073
MIO_NAC,CO,S12,LIAB,F,EL,2008-01-01,464853
MIO_NAC,CO,S12,LIAB,F,EL,2009-01-01,510193
MIO_NAC,CO,S12,LIAB,F,EL,2010-01-01,512208
MIO_NAC,CO,S12,LIAB,F,EL,2011-01-01,468404
MIO_NAC,CO,S12,LIAB,F,EL,2012-01-01,464651
MIO_NAC,CO,S12,LIAB,F,EL,2013-01-01,400185
MIO_NAC,CO,S12,LIAB,F,EL,2014-01-01,380057
MIO_NAC,CO,S12,LIAB,F,EL,2015-01-01,361665
MIO_NAC,CO,S12,LIAB,F,EL,2016-01-01,354715
MIO_NAC,CO,S12,LIAB,F,EL,2017-01-01,327517
MIO_NAC,CO,S12,LIAB,F,ES,1995-01-01,683914
MIO_NAC,CO,S12,LIAB,F,ES,1996-01-01,781217
MIO_NAC,CO,S12,LIAB,F,ES,1997-01-01,900646
MIO_NAC,CO,S12,LIAB,F,ES,1998-01-01,1030654
MIO_NAC,CO,S12,LIAB,F,ES,1999-01-01,1178868
MIO_NAC,CO,S12,LIAB,F,ES,2000-01-01,1316472
MIO_NAC,CO,S12,LIAB,F,ES,2001-01-01,1409612
MIO_NAC,CO,S12,LIAB,F,ES,2002-01-01,1490374
MIO_NAC,CO,S12,LIAB,F,ES,2003-01-01,1716320
MIO_NAC,CO,S12,LIAB,F,ES,2004-01-01,1946942
MIO_NAC,CO,S12,LIAB,F,ES,2005-01-01,2356168
MIO_NAC,CO,S12,LIAB,F,ES,2006-01-01,2816905
MIO_NAC,CO,S12,LIAB,F,ES,2007-01-01,3096455
MIO_NAC,CO,S12,LIAB,F,ES,2008-01-01,3024002
MIO_NAC,CO,S12,LIAB,F,ES,2009-01-01,3152093
MIO_NAC,CO,S12,LIAB,F,ES,2010-01-01,3062062
MIO_NAC,CO,S12,LIAB,F,ES,2011-01-01,3080585
MIO_NAC,CO,S12,LIAB,F,ES,2012-01-01,3022181
MIO_NAC,CO,S12,LIAB,F,ES,2013-01-01,2935130
MIO_NAC,CO,S12,LIAB,F,ES,2014-01-01,3068353
MIO_NAC,CO,S12,LIAB,F,ES,2015-01-01,3116537
MIO_NAC,CO,S12,LIAB,F,ES,2016-01-01,3199622
MIO_NAC,CO,S12,LIAB,F,ES,2017-01-01,3332083
MIO_NAC,CO,S12,LIAB,F,FI,1995-01-01,115856
MIO_NAC,CO,S12,LIAB,F,FI,1996-01-01,119128
MIO_NAC,CO,S12,LIAB,F,FI,1997-01-01,134245
MIO_NAC,CO,S12,LIAB,F,FI,1998-01-01,139523
MIO_NAC,CO,S12,LIAB,F,FI,1999-01-01,157267
MIO_NAC,CO,S12,LIAB,F,FI,2000-01-01,174836
MIO_NAC,CO,S12,LIAB,F,FI,2001-01-01,194682
MIO_NAC,CO,S12,LIAB,F,FI,2002-01-01,201338
MIO_NAC,CO,S12,LIAB,F,FI,2003-01-01,234221
MIO_NAC,CO,S12,LIAB,F,FI,2004-01-01,268394
MIO_NAC,CO,S12,LIAB,F,FI,2005-01-01,303952
MIO_NAC,CO,S12,LIAB,F,FI,2006-01-01,337073
MIO_NAC,CO,S12,LIAB,F,FI,2007-01-01,372059
MIO_NAC,CO,S12,LIAB,F,FI,2008-01-01,447772
MIO_NAC,CO,S12,LIAB,F,FI,2009-01-01,484814
MIO_NAC,CO,S12,LIAB,F,FI,2010-01-01,571308
MIO_NAC,CO,S12,LIAB,F,FI,2011-01-01,720919
MIO_NAC,CO,S12,LIAB,F,FI,2012-01-01,696761
MIO_NAC,CO,S12,LIAB,F,FI,2013-01-01,639365
MIO_NAC,CO,S12,LIAB,F,FI,2014-01-01,700778
MIO_NAC,CO,S12,LIAB,F,FI,2015-01-01,690266
MIO_NAC,CO,S12,LIAB,F,FI,2016-01-01,684013
MIO_NAC,CO,S12,LIAB,F,FI,2017-01-01,599227
MIO_NAC,CO,S12,LIAB,F,FR,1995-01-01,2437567
MIO_NAC,CO,S12,LIAB,F,FR,1996-01-01,2576893
MIO_NAC,CO,S12,LIAB,F,FR,1997-01-01,2862952
MIO_NAC,CO,S12,LIAB,F,FR,1998-01-01,3024242
MIO_NAC,CO,S12,LIAB,F,FR,1999-01-01,3481294
MIO_NAC,CO,S12,LIAB,F,FR,2000-01-01,3699477
MIO_NAC,CO,S12,LIAB,F,FR,2001-01-01,3879260
MIO_NAC,CO,S12,LIAB,F,FR,2002-01-01,3948395
MIO_NAC,CO,S12,LIAB,F,FR,2003-01-01,4261109
MIO_NAC,CO,S12,LIAB,F,FR,2004-01-01,4706062
MIO_NAC,CO,S12,LIAB,F,FR,2005-01-01,5552868
MIO_NAC,CO,S12,LIAB,F,FR,2006-01-01,6432383
MIO_NAC,CO,S12,LIAB,F,FR,2007-01-01,7052875
MIO_NAC,CO,S12,LIAB,F,FR,2008-01-01,7060286
MIO_NAC,CO,S12,LIAB,F,FR,2009-01-01,7188290
MIO_NAC,CO,S12,LIAB,F,FR,2010-01-01,7615402
MIO_NAC,CO,S12,LIAB,F,FR,2011-01-01,7705184
MIO_NAC,CO,S12,LIAB,F,FR,2012-01-01,7843963
MIO_NAC,CO,S12,LIAB,F,FR,2013-01-01,8017500
MIO_NAC,CO,S12,LIAB,F,FR,2014-01-01,8594182
MIO_NAC,CO,S12,LIAB,F,FR,2015-01-01,8827407
MIO_NAC,CO,S12,LIAB,F,FR,2016-01-01,9251449
MIO_NAC,CO,S12,LIAB,F,FR,2017-01-01,9514455
MIO_NAC,CO,S12,LIAB,F,HR,1995-01-01,
MIO_NAC,CO,S12,LIAB,F,HR,1996-01-01,
MIO_NAC,CO,S12,LIAB,F,HR,1997-01-01,
MIO_NAC,CO,S12,LIAB,F,HR,1998-01-01,
MIO_NAC,CO,S12,LIAB,F,HR,1999-01-01,
MIO_NAC,CO,S12,LIAB,F,HR,2000-01-01,
MIO_NAC,CO,S12,LIAB,F,HR,2001-01-01,202982
MIO_NAC,CO,S12,LIAB,F,HR,2002-01-01,250340
MIO_NAC,CO,S12,LIAB,F,HR,2003-01-01,298482
MIO_NAC,CO,S12,LIAB,F,HR,2004-01-01,342368
MIO_NAC,CO,S12,LIAB,F,HR,2005-01-01,387247
MIO_NAC,CO,S12,LIAB,F,HR,2006-01-01,490566
MIO_NAC,CO,S12,LIAB,F,HR,2007-01-01,604000
MIO_NAC,CO,S12,LIAB,F,HR,2008-01-01,554871
MIO_NAC,CO,S12,LIAB,F,HR,2009-01-01,581335
MIO_NAC,CO,S12,LIAB,F,HR,2010-01-01,604207
MIO_NAC,CO,S12,LIAB,F,HR,2011-01-01,615386
MIO_NAC,CO,S12,LIAB,F,HR,2012-01-01,623854
MIO_NAC,CO,S12,LIAB,F,HR,2013-01-01,643575
MIO_NAC,CO,S12,LIAB,F,HR,2014-01-01,649020
MIO_NAC,CO,S12,LIAB,F,HR,2015-01-01,661897
MIO_NAC,CO,S12,LIAB,F,HR,2016-01-01,684323
MIO_NAC,CO,S12,LIAB,F,HR,2017-01-01,707908
MIO_NAC,CO,S12,LIAB,F,HU,1995-01-01,7692460
MIO_NAC,CO,S12,LIAB,F,HU,1996-01-01,8300404
MIO_NAC,CO,S12,LIAB,F,HU,1997-01-01,9566157
MIO_NAC,CO,S12,LIAB,F,HU,1998-01-01,11043669
MIO_NAC,CO,S12,LIAB,F,HU,1999-01-01,14557576
MIO_NAC,CO,S12,LIAB,F,HU,2000-01-01,19894095
MIO_NAC,CO,S12,LIAB,F,HU,2001-01-01,25735220
MIO_NAC,CO,S12,LIAB,F,HU,2002-01-01,26096394
MIO_NAC,CO,S12,LIAB,F,HU,2003-01-01,28908962
MIO_NAC,CO,S12,LIAB,F,HU,2004-01-01,30507985
MIO_NAC,CO,S12,LIAB,F,HU,2005-01-01,41563714
MIO_NAC,CO,S12,LIAB,F,HU,2006-01-01,49267443
MIO_NAC,CO,S12,LIAB,F,HU,2007-01-01,61459851
MIO_NAC,CO,S12,LIAB,F,HU,2008-01-01,78763420
MIO_NAC,CO,S12,LIAB,F,HU,2009-01-01,78112663
MIO_NAC,CO,S12,LIAB,F,HU,2010-01-01,77834514
MIO_NAC,CO,S12,LIAB,F,HU,2011-01-01,83383792
MIO_NAC,CO,S12,LIAB,F,HU,2012-01-01,77742425
MIO_NAC,CO,S12,LIAB,F,HU,2013-01-01,74587370
MIO_NAC,CO,S12,LIAB,F,HU,2014-01-01,80698390
MIO_NAC,CO,S12,LIAB,F,HU,2015-01-01,81956689
MIO_NAC,CO,S12,LIAB,F,HU,2016-01-01,102879146
MIO_NAC,CO,S12,LIAB,F,HU,2017-01-01,94091349
MIO_NAC,CO,S12,LIAB,F,IE,1995-01-01,
MIO_NAC,CO,S12,LIAB,F,IE,1996-01-01,
MIO_NAC,CO,S12,LIAB,F,IE,1997-01-01,
MIO_NAC,CO,S12,LIAB,F,IE,1998-01-01,
MIO_NAC,CO,S12,LIAB,F,IE,1999-01-01,
MIO_NAC,CO,S12,LIAB,F,IE,2000-01-01,
MIO_NAC,CO,S12,LIAB,F,IE,2001-01-01,1036324
MIO_NAC,CO,S12,LIAB,F,IE,2002-01-01,1142214
MIO_NAC,CO,S12,LIAB,F,IE,2003-01-01,1387461
MIO_NAC,CO,S12,LIAB,F,IE,2004-01-01,1650682
MIO_NAC,CO,S12,LIAB,F,IE,2005-01-01,2237116
MIO_NAC,CO,S12,LIAB,F,IE,2006-01-01,2686912
MIO_NAC,CO,S12,LIAB,F,IE,2007-01-01,2951487
MIO_NAC,CO,S12,LIAB,F,IE,2008-01-01,3118103
MIO_NAC,CO,S12,LIAB,F,IE,2009-01-01,3239283
MIO_NAC,CO,S12,LIAB,F,IE,2010-01-01,3465211
MIO_NAC,CO,S12,LIAB,F,IE,2011-01-01,3448086
MIO_NAC,CO,S12,LIAB,F,IE,2012-01-01,3385984
MIO_NAC,CO,S12,LIAB,F,IE,2013-01-01,3444360
MIO_NAC,CO,S12,LIAB,F,IE,2014-01-01,4090748
MIO_NAC,CO,S12,LIAB,F,IE,2015-01-01,4430091
MIO_NAC,CO,S12,LIAB,F,IE,2016-01-01,4533357
MIO_NAC,CO,S12,LIAB,F,IE,2017-01-01,4738853
MIO_NAC,CO,S12,LIAB,F,IT,1995-01-01,1322034
MIO_NAC,CO,S12,LIAB,F,IT,1996-01-01,1430518
MIO_NAC,CO,S12,LIAB,F,IT,1997-01-01,1672758
MIO_NAC,CO,S12,LIAB,F,IT,1998-01-01,1992451
MIO_NAC,CO,S12,LIAB,F,IT,1999-01-01,2220281
MIO_NAC,CO,S12,LIAB,F,IT,2000-01-01,2500292
MIO_NAC,CO,S12,LIAB,F,IT,2001-01-01,2406504
MIO_NAC,CO,S12,LIAB,F,IT,2002-01-01,2410136
MIO_NAC,CO,S12,LIAB,F,IT,2003-01-01,2708815
MIO_NAC,CO,S12,LIAB,F,IT,2004-01-01,2916703
MIO_NAC,CO,S12,LIAB,F,IT,2005-01-01,3262632
MIO_NAC,CO,S12,LIAB,F,IT,2006-01-01,3549264
MIO_NAC,CO,S12,LIAB,F,IT,2007-01-01,3570689
MIO_NAC,CO,S12,LIAB,F,IT,2008-01-01,3330670
MIO_NAC,CO,S12,LIAB,F,IT,2009-01-01,3485443
MIO_NAC,CO,S12,LIAB,F,IT,2010-01-01,3644495
MIO_NAC,CO,S12,LIAB,F,IT,2011-01-01,3720063
MIO_NAC,CO,S12,LIAB,F,IT,2012-01-01,3935739
MIO_NAC,CO,S12,LIAB,F,IT,2013-01-01,3863309
MIO_NAC,CO,S12,LIAB,F,IT,2014-01-01,3978443
MIO_NAC,CO,S12,LIAB,F,IT,2015-01-01,4082250
MIO_NAC,CO,S12,LIAB,F,IT,2016-01-01,4187593
MIO_NAC,CO,S12,LIAB,F,IT,2017-01-01,4394969
MIO_NAC,CO,S12,LIAB,F,LT,1995-01-01,2840
MIO_NAC,CO,S12,LIAB,F,LT,1996-01-01,3055
MIO_NAC,CO,S12,LIAB,F,LT,1997-01-01,3888
MIO_NAC,CO,S12,LIAB,F,LT,1998-01-01,4739
MIO_NAC,CO,S12,LIAB,F,LT,1999-01-01,4830
MIO_NAC,CO,S12,LIAB,F,LT,2000-01-01,5461
MIO_NAC,CO,S12,LIAB,F,LT,2001-01-01,6453
MIO_NAC,CO,S12,LIAB,F,LT,2002-01-01,7535
MIO_NAC,CO,S12,LIAB,F,LT,2003-01-01,9558
MIO_NAC,CO,S12,LIAB,F,LT,2004-01-01,12073
MIO_NAC,CO,S12,LIAB,F,LT,2005-01-01,17519
MIO_NAC,CO,S12,LIAB,F,LT,2006-01-01,24230
MIO_NAC,CO,S12,LIAB,F,LT,2007-01-01,32714
MIO_NAC,CO,S12,LIAB,F,LT,2008-01-01,34359
MIO_NAC,CO,S12,LIAB,F,LT,2009-01-01,33064
MIO_NAC,CO,S12,LIAB,F,LT,2010-01-01,32742
MIO_NAC,CO,S12,LIAB,F,LT,2011-01-01,32711
MIO_NAC,CO,S12,LIAB,F,LT,2012-01-01,32789
MIO_NAC,CO,S12,LIAB,F,LT,2013-01-01,32611
MIO_NAC,CO,S12,LIAB,F,LT,2014-01-01,35444
MIO_NAC,CO,S12,LIAB,F,LT,2015-01-01,39146
MIO_NAC,CO,S12,LIAB,F,LT,2016-01-01,46284
MIO_NAC,CO,S12,LIAB,F,LT,2017-01-01,50887
MIO_NAC,CO,S12,LIAB,F,LU,1995-01-01,
MIO_NAC,CO,S12,LIAB,F,LU,1996-01-01,
MIO_NAC,CO,S12,LIAB,F,LU,1997-01-01,
MIO_NAC,CO,S12,LIAB,F,LU,1998-01-01,
MIO_NAC,CO,S12,LIAB,F,LU,1999-01-01,1459507
MIO_NAC,CO,S12,LIAB,F,LU,2000-01-01,1702615
MIO_NAC,CO,S12,LIAB,F,LU,2001-01-01,1900446
MIO_NAC,CO,S12,LIAB,F,LU,2002-01-01,2015634
MIO_NAC,CO,S12,LIAB,F,LU,2003-01-01,2265903
MIO_NAC,CO,S12,LIAB,F,LU,2004-01-01,2566629
MIO_NAC,CO,S12,LIAB,F,LU,2005-01-01,3316438
MIO_NAC,CO,S12,LIAB,F,LU,2006-01-01,3869310
MIO_NAC,CO,S12,LIAB,F,LU,2007-01-01,4428562
