s_adj,bop_item,sector10,sectpart,stk_flow,partner,currency,geo\time,date,value
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,PL,2018-03-01,214.5 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,PL,2018-04-01,452.3 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,PL,2018-05-01,421.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,PL,2018-06-01,678.5 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,PL,2018-07-01,1697.8 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,PL,2018-08-01,551.1 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,PT,2017-09-01,171.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,PT,2017-10-01,208.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,PT,2017-11-01,214.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,PT,2017-12-01,168.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,PT,2018-01-01,71.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,PT,2018-02-01,140.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,PT,2018-03-01,119.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,PT,2018-04-01,102.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,PT,2018-05-01,139.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,PT,2018-06-01,162.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,PT,2018-07-01,273.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,PT,2018-08-01,235.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,RO,2017-09-01,28.3 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,RO,2017-10-01,344.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,RO,2017-11-01,192.5 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,RO,2017-12-01,826.8 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,RO,2018-01-01,30.8 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,RO,2018-02-01,58.4 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,RO,2018-03-01,175.1 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,RO,2018-04-01,72.4 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,RO,2018-05-01,303.6 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,RO,2018-06-01,80.9 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,RO,2018-07-01,221.7 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,RO,2018-08-01,72.4 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,RS,2017-09-01,-3.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,RS,2017-10-01,1.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,RS,2017-11-01,-4.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,RS,2017-12-01,0.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,RS,2018-01-01,1.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,RS,2018-02-01,-1.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,RS,2018-03-01,7.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,RS,2018-04-01,-2.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,RS,2018-05-01,0.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,RS,2018-06-01,-1.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,RS,2018-07-01,7.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,RS,2018-08-01,-15.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,SE,2017-09-01,2.7 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,SE,2017-10-01,-115.5 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,SE,2017-11-01,-112.7 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,SE,2017-12-01,-111.7 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,SE,2018-01-01,-3.5 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,SE,2018-02-01,-3.4 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,SE,2018-03-01,-3.3 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,SE,2018-04-01,-4.1 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,SE,2018-05-01,-4.2 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,SE,2018-06-01,-4.2 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,SE,2018-07-01,15.7 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,SE,2018-08-01,15.5 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,SI,2017-09-01,-8.7 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,SI,2017-10-01,31.5 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,SI,2017-11-01,-4.9 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,SI,2017-12-01,-85.3 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,SI,2018-01-01,-11.8 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,SI,2018-02-01,-14.1 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,SI,2018-03-01,-14.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,SI,2018-04-01,-7.5 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,SI,2018-05-01,-7.5 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,SI,2018-06-01,-17.1 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,SI,2018-07-01,-23.2 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,SI,2018-08-01,6.3 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,SK,2017-09-01,75.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,SK,2017-10-01,149.2 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,SK,2017-11-01,19.5 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,SK,2017-12-01,159.8 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,SK,2018-01-01,1.7 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,SK,2018-02-01,46.1 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,SK,2018-03-01,43.6 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,SK,2018-04-01,99.8 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,SK,2018-05-01,19.9 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,SK,2018-06-01,300.4 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,SK,2018-07-01,3.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,SK,2018-08-01,90.2 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,UK,2017-09-01,: c
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,UK,2017-10-01,: c
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,UK,2017-11-01,: c
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,UK,2017-12-01,: c
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,UK,2018-01-01,: c
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,UK,2018-02-01,: c
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,UK,2018-03-01,: c
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,UK,2018-04-01,: c
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,UK,2018-05-01,: c
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,UK,2018-06-01,: c
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,UK,2018-07-01,: c
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,UK,2018-08-01,: c
