currency,partner,sector10,sectpart,stk_flow,bop_item,geotime,date,value
MIO_NAC,WRL_REST,S1,S1,CRE,CA,AT,1995-01-01,68264
MIO_NAC,WRL_REST,S1,S1,CRE,CA,AT,1996-01-01,72475
MIO_NAC,WRL_REST,S1,S1,CRE,CA,AT,1997-01-01,80084
MIO_NAC,WRL_REST,S1,S1,CRE,CA,AT,1998-01-01,87008
MIO_NAC,WRL_REST,S1,S1,CRE,CA,AT,1999-01-01,93486
MIO_NAC,WRL_REST,S1,S1,CRE,CA,AT,2000-01-01,108085
MIO_NAC,WRL_REST,S1,S1,CRE,CA,AT,2001-01-01,114944
MIO_NAC,WRL_REST,S1,S1,CRE,CA,AT,2002-01-01,120387
MIO_NAC,WRL_REST,S1,S1,CRE,CA,AT,2003-01-01,120972
MIO_NAC,WRL_REST,S1,S1,CRE,CA,AT,2004-01-01,133428
MIO_NAC,WRL_REST,S1,S1,CRE,CA,AT,2005-01-01,149407
MIO_NAC,WRL_REST,S1,S1,CRE,CA,AT,2006-01-01,169124
MIO_NAC,WRL_REST,S1,S1,CRE,CA,AT,2007-01-01,189874
MIO_NAC,WRL_REST,S1,S1,CRE,CA,AT,2008-01-01,194700
MIO_NAC,WRL_REST,S1,S1,CRE,CA,AT,2009-01-01,162051
MIO_NAC,WRL_REST,S1,S1,CRE,CA,AT,2010-01-01,181403
MIO_NAC,WRL_REST,S1,S1,CRE,CA,AT,2011-01-01,202825
MIO_NAC,WRL_REST,S1,S1,CRE,CA,AT,2012-01-01,205784
MIO_NAC,WRL_REST,S1,S1,CRE,CA,AT,2013-01-01,
MIO_NAC,WRL_REST,S1,S1,CRE,CA,AT,2014-01-01,
MIO_NAC,WRL_REST,S1,S1,CRE,CA,AT,2015-01-01,
MIO_NAC,WRL_REST,S1,S1,CRE,CA,AT,2016-01-01,219193
MIO_NAC,WRL_REST,S1,S1,CRE,CA,AT,2017-01-01,231762
MIO_NAC,WRL_REST,S1,S1,CRE,CA,BE,1995-01-01,
MIO_NAC,WRL_REST,S1,S1,CRE,CA,BE,1996-01-01,
MIO_NAC,WRL_REST,S1,S1,CRE,CA,BE,1997-01-01,
MIO_NAC,WRL_REST,S1,S1,CRE,CA,BE,1998-01-01,
MIO_NAC,WRL_REST,S1,S1,CRE,CA,BE,1999-01-01,
MIO_NAC,WRL_REST,S1,S1,CRE,CA,BE,2000-01-01,
MIO_NAC,WRL_REST,S1,S1,CRE,CA,BE,2001-01-01,
MIO_NAC,WRL_REST,S1,S1,CRE,CA,BE,2002-01-01,
MIO_NAC,WRL_REST,S1,S1,CRE,CA,BE,2003-01-01,235923
MIO_NAC,WRL_REST,S1,S1,CRE,CA,BE,2004-01-01,257586
MIO_NAC,WRL_REST,S1,S1,CRE,CA,BE,2005-01-01,286460
