indic_bt,nace_r2,unit,geotime,date,value
TOVT,MIG_DCOG,I2015_SCA,AT,2017-09-01,98.9
TOVT,MIG_DCOG,I2015_SCA,AT,2017-10-01,92.2
TOVT,MIG_DCOG,I2015_SCA,AT,2017-11-01,103.8
TOVT,MIG_DCOG,I2015_SCA,AT,2017-12-01,113.4
TOVT,MIG_DCOG,I2015_SCA,AT,2018-01-01,79.0
TOVT,MIG_DCOG,I2015_SCA,AT,2018-02-01,88.6
TOVT,MIG_DCOG,I2015_SCA,AT,2018-03-01,103.5
TOVT,MIG_DCOG,I2015_SCA,AT,2018-04-01,83.6
TOVT,MIG_DCOG,I2015_SCA,AT,2018-05-01,88.5
TOVT,MIG_DCOG,I2015_SCA,AT,2018-06-01,101.1
TOVT,MIG_DCOG,I2015_SCA,AT,2018-07-01,105.8
TOVT,MIG_DCOG,I2015_SCA,AT,2018-08-01,
TOVT,MIG_DCOG,I2015_SCA,BE,2017-09-01,105.0
TOVT,MIG_DCOG,I2015_SCA,BE,2017-10-01,104.9
TOVT,MIG_DCOG,I2015_SCA,BE,2017-11-01,110.8
TOVT,MIG_DCOG,I2015_SCA,BE,2017-12-01,109.2
TOVT,MIG_DCOG,I2015_SCA,BE,2018-01-01,107.6
TOVT,MIG_DCOG,I2015_SCA,BE,2018-02-01,99.5
TOVT,MIG_DCOG,I2015_SCA,BE,2018-03-01,100.7
TOVT,MIG_DCOG,I2015_SCA,BE,2018-04-01,100.2
TOVT,MIG_DCOG,I2015_SCA,BE,2018-05-01,110.2
TOVT,MIG_DCOG,I2015_SCA,BE,2018-06-01,104.8
TOVT,MIG_DCOG,I2015_SCA,BE,2018-07-01,111.7
TOVT,MIG_DCOG,I2015_SCA,BE,2018-08-01,
TOVT,MIG_DCOG,I2015_SCA,BG,2017-09-01,108.4
TOVT,MIG_DCOG,I2015_SCA,BG,2017-10-01,107.1
TOVT,MIG_DCOG,I2015_SCA,BG,2017-11-01,108.4
TOVT,MIG_DCOG,I2015_SCA,BG,2017-12-01,114.3
TOVT,MIG_DCOG,I2015_SCA,BG,2018-01-01,115.8
TOVT,MIG_DCOG,I2015_SCA,BG,2018-02-01,114.0
TOVT,MIG_DCOG,I2015_SCA,BG,2018-03-01,119.1
TOVT,MIG_DCOG,I2015_SCA,BG,2018-04-01,116.2
TOVT,MIG_DCOG,I2015_SCA,BG,2018-05-01,121.6
TOVT,MIG_DCOG,I2015_SCA,BG,2018-06-01,124.6
TOVT,MIG_DCOG,I2015_SCA,BG,2018-07-01,118.2
TOVT,MIG_DCOG,I2015_SCA,BG,2018-08-01,117.5
TOVT,MIG_DCOG,I2015_SCA,CY,2017-09-01,132.1
TOVT,MIG_DCOG,I2015_SCA,CY,2017-10-01,132.1
TOVT,MIG_DCOG,I2015_SCA,CY,2017-11-01,138.4
TOVT,MIG_DCOG,I2015_SCA,CY,2017-12-01,136.5
TOVT,MIG_DCOG,I2015_SCA,CY,2018-01-01,142.9
TOVT,MIG_DCOG,I2015_SCA,CY,2018-02-01,148.0
TOVT,MIG_DCOG,I2015_SCA,CY,2018-03-01,163.5
TOVT,MIG_DCOG,I2015_SCA,CY,2018-04-01,148.5
TOVT,MIG_DCOG,I2015_SCA,CY,2018-05-01,161.2
TOVT,MIG_DCOG,I2015_SCA,CY,2018-06-01,148.9
TOVT,MIG_DCOG,I2015_SCA,CY,2018-07-01,159.6
TOVT,MIG_DCOG,I2015_SCA,CY,2018-08-01,
TOVT,MIG_DCOG,I2015_SCA,CZ,2017-09-01,101.7
TOVT,MIG_DCOG,I2015_SCA,CZ,2017-10-01,106.3
TOVT,MIG_DCOG,I2015_SCA,CZ,2017-11-01,102.2
TOVT,MIG_DCOG,I2015_SCA,CZ,2017-12-01,105.9
TOVT,MIG_DCOG,I2015_SCA,CZ,2018-01-01,112.3
TOVT,MIG_DCOG,I2015_SCA,CZ,2018-02-01,108.0
TOVT,MIG_DCOG,I2015_SCA,CZ,2018-03-01,104.9
TOVT,MIG_DCOG,I2015_SCA,CZ,2018-04-01,108.5
TOVT,MIG_DCOG,I2015_SCA,CZ,2018-05-01,106.8
TOVT,MIG_DCOG,I2015_SCA,CZ,2018-06-01,107.4
TOVT,MIG_DCOG,I2015_SCA,CZ,2018-07-01,101.7
TOVT,MIG_DCOG,I2015_SCA,CZ,2018-08-01,110.6
TOVT,MIG_DCOG,I2015_SCA,DE,2017-09-01,109.4
TOVT,MIG_DCOG,I2015_SCA,DE,2017-10-01,109.5
TOVT,MIG_DCOG,I2015_SCA,DE,2017-11-01,110.2
TOVT,MIG_DCOG,I2015_SCA,DE,2017-12-01,108.3
TOVT,MIG_DCOG,I2015_SCA,DE,2018-01-01,109.6
TOVT,MIG_DCOG,I2015_SCA,DE,2018-02-01,108.3
TOVT,MIG_DCOG,I2015_SCA,DE,2018-03-01,110.8
TOVT,MIG_DCOG,I2015_SCA,DE,2018-04-01,108.4
TOVT,MIG_DCOG,I2015_SCA,DE,2018-05-01,111.6
TOVT,MIG_DCOG,I2015_SCA,DE,2018-06-01,110.7
TOVT,MIG_DCOG,I2015_SCA,DE,2018-07-01,109.0
TOVT,MIG_DCOG,I2015_SCA,DE,2018-08-01,108.3
TOVT,MIG_DCOG,I2015_SCA,DK,2017-09-01,106.7
TOVT,MIG_DCOG,I2015_SCA,DK,2017-10-01,106.2
TOVT,MIG_DCOG,I2015_SCA,DK,2017-11-01,111.6
TOVT,MIG_DCOG,I2015_SCA,DK,2017-12-01,108.2
TOVT,MIG_DCOG,I2015_SCA,DK,2018-01-01,105.2
TOVT,MIG_DCOG,I2015_SCA,DK,2018-02-01,101.7
TOVT,MIG_DCOG,I2015_SCA,DK,2018-03-01,104.0
TOVT,MIG_DCOG,I2015_SCA,DK,2018-04-01,102.6
TOVT,MIG_DCOG,I2015_SCA,DK,2018-05-01,103.2
TOVT,MIG_DCOG,I2015_SCA,DK,2018-06-01,103.4
TOVT,MIG_DCOG,I2015_SCA,DK,2018-07-01,101.9
TOVT,MIG_DCOG,I2015_SCA,DK,2018-08-01,102.8
TOVT,MIG_DCOG,I2015_SCA,EA19,2017-09-01,107.5
TOVT,MIG_DCOG,I2015_SCA,EA19,2017-10-01,107.1
TOVT,MIG_DCOG,I2015_SCA,EA19,2017-11-01,108.5
TOVT,MIG_DCOG,I2015_SCA,EA19,2017-12-01,109.0
TOVT,MIG_DCOG,I2015_SCA,EA19,2018-01-01,107.3
TOVT,MIG_DCOG,I2015_SCA,EA19,2018-02-01,105.9
