sex,age,unit,geotime,date,value
T,Y_LT60,PC_Y_LT60,CY,2008-01-01,b
T,Y_LT60,PC_Y_LT60,CY,2009-01-01,
T,Y_LT60,PC_Y_LT60,CY,2010-01-01,
T,Y_LT60,PC_Y_LT60,CY,2011-01-01,
T,Y_LT60,PC_Y_LT60,CY,2012-01-01,
T,Y_LT60,PC_Y_LT60,CY,2013-01-01,
T,Y_LT60,PC_Y_LT60,CY,2014-01-01,
T,Y_LT60,PC_Y_LT60,CY,2015-01-01,
T,Y_LT60,PC_Y_LT60,CY,2016-01-01,
T,Y_LT60,PC_Y_LT60,CY,2017-01-01,
T,Y_LT60,PC_Y_LT60,CZ,2003-01-01,
T,Y_LT60,PC_Y_LT60,CZ,2004-01-01,
T,Y_LT60,PC_Y_LT60,CZ,2005-01-01,
T,Y_LT60,PC_Y_LT60,CZ,2006-01-01,
T,Y_LT60,PC_Y_LT60,CZ,2007-01-01,
T,Y_LT60,PC_Y_LT60,CZ,2008-01-01,
T,Y_LT60,PC_Y_LT60,CZ,2009-01-01,
T,Y_LT60,PC_Y_LT60,CZ,2010-01-01,
T,Y_LT60,PC_Y_LT60,CZ,2011-01-01,
T,Y_LT60,PC_Y_LT60,CZ,2012-01-01,
T,Y_LT60,PC_Y_LT60,CZ,2013-01-01,
T,Y_LT60,PC_Y_LT60,CZ,2014-01-01,
T,Y_LT60,PC_Y_LT60,CZ,2015-01-01,
T,Y_LT60,PC_Y_LT60,CZ,2016-01-01,
T,Y_LT60,PC_Y_LT60,CZ,2017-01-01,
T,Y_LT60,PC_Y_LT60,DE,2003-01-01,
T,Y_LT60,PC_Y_LT60,DE,2004-01-01,
T,Y_LT60,PC_Y_LT60,DE,2005-01-01,
T,Y_LT60,PC_Y_LT60,DE,2006-01-01,
T,Y_LT60,PC_Y_LT60,DE,2007-01-01,
T,Y_LT60,PC_Y_LT60,DE,2008-01-01,
T,Y_LT60,PC_Y_LT60,DE,2009-01-01,
T,Y_LT60,PC_Y_LT60,DE,2010-01-01,
T,Y_LT60,PC_Y_LT60,DE,2011-01-01,
T,Y_LT60,PC_Y_LT60,DE,2012-01-01,
T,Y_LT60,PC_Y_LT60,DE,2013-01-01,
T,Y_LT60,PC_Y_LT60,DE,2014-01-01,
T,Y_LT60,PC_Y_LT60,DE,2015-01-01,
T,Y_LT60,PC_Y_LT60,DE,2016-01-01,
T,Y_LT60,PC_Y_LT60,DE,2017-01-01,
T,Y_LT60,PC_Y_LT60,DK,2003-01-01,
T,Y_LT60,PC_Y_LT60,DK,2004-01-01,
T,Y_LT60,PC_Y_LT60,DK,2005-01-01,
T,Y_LT60,PC_Y_LT60,DK,2006-01-01,
T,Y_LT60,PC_Y_LT60,DK,2007-01-01,
T,Y_LT60,PC_Y_LT60,DK,2008-01-01,
T,Y_LT60,PC_Y_LT60,DK,2009-01-01,
T,Y_LT60,PC_Y_LT60,DK,2010-01-01,
T,Y_LT60,PC_Y_LT60,DK,2011-01-01,
T,Y_LT60,PC_Y_LT60,DK,2012-01-01,
T,Y_LT60,PC_Y_LT60,DK,2013-01-01,
T,Y_LT60,PC_Y_LT60,DK,2014-01-01,
T,Y_LT60,PC_Y_LT60,DK,2015-01-01,
T,Y_LT60,PC_Y_LT60,DK,2016-01-01,
T,Y_LT60,PC_Y_LT60,DK,2017-01-01,
T,Y_LT60,PC_Y_LT60,EA18,2003-01-01,
T,Y_LT60,PC_Y_LT60,EA18,2004-01-01,
T,Y_LT60,PC_Y_LT60,EA18,2005-01-01,
T,Y_LT60,PC_Y_LT60,EA18,2006-01-01,
T,Y_LT60,PC_Y_LT60,EA18,2007-01-01,
T,Y_LT60,PC_Y_LT60,EA18,2008-01-01,
T,Y_LT60,PC_Y_LT60,EA18,2009-01-01,
T,Y_LT60,PC_Y_LT60,EA18,2010-01-01,
T,Y_LT60,PC_Y_LT60,EA18,2011-01-01,
T,Y_LT60,PC_Y_LT60,EA18,2012-01-01,
T,Y_LT60,PC_Y_LT60,EA18,2013-01-01,
T,Y_LT60,PC_Y_LT60,EA18,2014-01-01,
T,Y_LT60,PC_Y_LT60,EA18,2015-01-01,
T,Y_LT60,PC_Y_LT60,EA18,2016-01-01,
T,Y_LT60,PC_Y_LT60,EA18,2017-01-01,e
T,Y_LT60,PC_Y_LT60,EA19,2003-01-01,
T,Y_LT60,PC_Y_LT60,EA19,2004-01-01,
T,Y_LT60,PC_Y_LT60,EA19,2005-01-01,
T,Y_LT60,PC_Y_LT60,EA19,2006-01-01,
T,Y_LT60,PC_Y_LT60,EA19,2007-01-01,
T,Y_LT60,PC_Y_LT60,EA19,2008-01-01,
T,Y_LT60,PC_Y_LT60,EA19,2009-01-01,
T,Y_LT60,PC_Y_LT60,EA19,2010-01-01,
T,Y_LT60,PC_Y_LT60,EA19,2011-01-01,
T,Y_LT60,PC_Y_LT60,EA19,2012-01-01,
T,Y_LT60,PC_Y_LT60,EA19,2013-01-01,
T,Y_LT60,PC_Y_LT60,EA19,2014-01-01,
T,Y_LT60,PC_Y_LT60,EA19,2015-01-01,
T,Y_LT60,PC_Y_LT60,EA19,2016-01-01,
T,Y_LT60,PC_Y_LT60,EA19,2017-01-01,e
T,Y_LT60,PC_Y_LT60,EE,2003-01-01,
T,Y_LT60,PC_Y_LT60,EE,2004-01-01,
T,Y_LT60,PC_Y_LT60,EE,2005-01-01,
T,Y_LT60,PC_Y_LT60,EE,2006-01-01,
T,Y_LT60,PC_Y_LT60,EE,2007-01-01,
T,Y_LT60,PC_Y_LT60,EE,2008-01-01,
T,Y_LT60,PC_Y_LT60,EE,2009-01-01,
T,Y_LT60,PC_Y_LT60,EE,2010-01-01,
T,Y_LT60,PC_Y_LT60,EE,2011-01-01,
T,Y_LT60,PC_Y_LT60,EE,2012-01-01,
T,Y_LT60,PC_Y_LT60,EE,2013-01-01,
T,Y_LT60,PC_Y_LT60,EE,2014-01-01,b
T,Y_LT60,PC_Y_LT60,EE,2015-01-01,
T,Y_LT60,PC_Y_LT60,EE,2016-01-01,
T,Y_LT60,PC_Y_LT60,EE,2017-01-01,
T,Y_LT60,PC_Y_LT60,EL,2003-01-01,
T,Y_LT60,PC_Y_LT60,EL,2004-01-01,
T,Y_LT60,PC_Y_LT60,EL,2005-01-01,
T,Y_LT60,PC_Y_LT60,EL,2006-01-01,
T,Y_LT60,PC_Y_LT60,EL,2007-01-01,
T,Y_LT60,PC_Y_LT60,EL,2008-01-01,
T,Y_LT60,PC_Y_LT60,EL,2009-01-01,
T,Y_LT60,PC_Y_LT60,EL,2010-01-01,
T,Y_LT60,PC_Y_LT60,EL,2011-01-01,
T,Y_LT60,PC_Y_LT60,EL,2012-01-01,
T,Y_LT60,PC_Y_LT60,EL,2013-01-01,
T,Y_LT60,PC_Y_LT60,EL,2014-01-01,
T,Y_LT60,PC_Y_LT60,EL,2015-01-01,
T,Y_LT60,PC_Y_LT60,EL,2016-01-01,
T,Y_LT60,PC_Y_LT60,EL,2017-01-01,
T,Y_LT60,PC_Y_LT60,ES,2003-01-01,
T,Y_LT60,PC_Y_LT60,ES,2004-01-01,
T,Y_LT60,PC_Y_LT60,ES,2005-01-01,
T,Y_LT60,PC_Y_LT60,ES,2006-01-01,
T,Y_LT60,PC_Y_LT60,ES,2007-01-01,
T,Y_LT60,PC_Y_LT60,ES,2008-01-01,
T,Y_LT60,PC_Y_LT60,ES,2009-01-01,
T,Y_LT60,PC_Y_LT60,ES,2010-01-01,
T,Y_LT60,PC_Y_LT60,ES,2011-01-01,
T,Y_LT60,PC_Y_LT60,ES,2012-01-01,
T,Y_LT60,PC_Y_LT60,ES,2013-01-01,
T,Y_LT60,PC_Y_LT60,ES,2014-01-01,
T,Y_LT60,PC_Y_LT60,ES,2015-01-01,
T,Y_LT60,PC_Y_LT60,ES,2016-01-01,
T,Y_LT60,PC_Y_LT60,ES,2017-01-01,
T,Y_LT60,PC_Y_LT60,EU,2003-01-01,
T,Y_LT60,PC_Y_LT60,EU,2004-01-01,
T,Y_LT60,PC_Y_LT60,EU,2005-01-01,
T,Y_LT60,PC_Y_LT60,EU,2006-01-01,
T,Y_LT60,PC_Y_LT60,EU,2007-01-01,
T,Y_LT60,PC_Y_LT60,EU,2008-01-01,e
T,Y_LT60,PC_Y_LT60,EU,2009-01-01,e
T,Y_LT60,PC_Y_LT60,EU,2010-01-01,e
T,Y_LT60,PC_Y_LT60,EU,2011-01-01,e
T,Y_LT60,PC_Y_LT60,EU,2012-01-01,e
T,Y_LT60,PC_Y_LT60,EU,2013-01-01,e
T,Y_LT60,PC_Y_LT60,EU,2014-01-01,e
T,Y_LT60,PC_Y_LT60,EU,2015-01-01,e
T,Y_LT60,PC_Y_LT60,EU,2016-01-01,e
T,Y_LT60,PC_Y_LT60,EU,2017-01-01,e
T,Y_LT60,PC_Y_LT60,EU27,2003-01-01,
T,Y_LT60,PC_Y_LT60,EU27,2004-01-01,
T,Y_LT60,PC_Y_LT60,EU27,2005-01-01,e
T,Y_LT60,PC_Y_LT60,EU27,2006-01-01,e
T,Y_LT60,PC_Y_LT60,EU27,2007-01-01,
T,Y_LT60,PC_Y_LT60,EU27,2008-01-01,
T,Y_LT60,PC_Y_LT60,EU27,2009-01-01,
T,Y_LT60,PC_Y_LT60,EU27,2010-01-01,
T,Y_LT60,PC_Y_LT60,EU27,2011-01-01,
T,Y_LT60,PC_Y_LT60,EU27,2012-01-01,
T,Y_LT60,PC_Y_LT60,EU27,2013-01-01,
T,Y_LT60,PC_Y_LT60,EU27,2014-01-01,
T,Y_LT60,PC_Y_LT60,EU27,2015-01-01,
T,Y_LT60,PC_Y_LT60,EU27,2016-01-01,
T,Y_LT60,PC_Y_LT60,EU27,2017-01-01,e
T,Y_LT60,PC_Y_LT60,EU28,2003-01-01,
T,Y_LT60,PC_Y_LT60,EU28,2004-01-01,
T,Y_LT60,PC_Y_LT60,EU28,2005-01-01,
T,Y_LT60,PC_Y_LT60,EU28,2006-01-01,
T,Y_LT60,PC_Y_LT60,EU28,2007-01-01,
T,Y_LT60,PC_Y_LT60,EU28,2008-01-01,
T,Y_LT60,PC_Y_LT60,EU28,2009-01-01,
T,Y_LT60,PC_Y_LT60,EU28,2010-01-01,
T,Y_LT60,PC_Y_LT60,EU28,2011-01-01,
T,Y_LT60,PC_Y_LT60,EU28,2012-01-01,
T,Y_LT60,PC_Y_LT60,EU28,2013-01-01,
T,Y_LT60,PC_Y_LT60,EU28,2014-01-01,
T,Y_LT60,PC_Y_LT60,EU28,2015-01-01,
T,Y_LT60,PC_Y_LT60,EU28,2016-01-01,
T,Y_LT60,PC_Y_LT60,EU28,2017-01-01,e
T,Y_LT60,PC_Y_LT60,FI,2003-01-01,
T,Y_LT60,PC_Y_LT60,FI,2004-01-01,
T,Y_LT60,PC_Y_LT60,FI,2005-01-01,
T,Y_LT60,PC_Y_LT60,FI,2006-01-01,
T,Y_LT60,PC_Y_LT60,FI,2007-01-01,
T,Y_LT60,PC_Y_LT60,FI,2008-01-01,
T,Y_LT60,PC_Y_LT60,FI,2009-01-01,
T,Y_LT60,PC_Y_LT60,FI,2010-01-01,
T,Y_LT60,PC_Y_LT60,FI,2011-01-01,
T,Y_LT60,PC_Y_LT60,FI,2012-01-01,
T,Y_LT60,PC_Y_LT60,FI,2013-01-01,
T,Y_LT60,PC_Y_LT60,FI,2014-01-01,
T,Y_LT60,PC_Y_LT60,FI,2015-01-01,
T,Y_LT60,PC_Y_LT60,FI,2016-01-01,
T,Y_LT60,PC_Y_LT60,FI,2017-01-01,
T,Y_LT60,PC_Y_LT60,FR,2003-01-01,
T,Y_LT60,PC_Y_LT60,FR,2004-01-01,
T,Y_LT60,PC_Y_LT60,FR,2005-01-01,
T,Y_LT60,PC_Y_LT60,FR,2006-01-01,
T,Y_LT60,PC_Y_LT60,FR,2007-01-01,
T,Y_LT60,PC_Y_LT60,FR,2008-01-01,
T,Y_LT60,PC_Y_LT60,FR,2009-01-01,
T,Y_LT60,PC_Y_LT60,FR,2010-01-01,
T,Y_LT60,PC_Y_LT60,FR,2011-01-01,
T,Y_LT60,PC_Y_LT60,FR,2012-01-01,
T,Y_LT60,PC_Y_LT60,FR,2013-01-01,
T,Y_LT60,PC_Y_LT60,FR,2014-01-01,
T,Y_LT60,PC_Y_LT60,FR,2015-01-01,
T,Y_LT60,PC_Y_LT60,FR,2016-01-01,
T,Y_LT60,PC_Y_LT60,FR,2017-01-01,
T,Y_LT60,PC_Y_LT60,HR,2003-01-01,
T,Y_LT60,PC_Y_LT60,HR,2004-01-01,
T,Y_LT60,PC_Y_LT60,HR,2005-01-01,
T,Y_LT60,PC_Y_LT60,HR,2006-01-01,
T,Y_LT60,PC_Y_LT60,HR,2007-01-01,
T,Y_LT60,PC_Y_LT60,HR,2008-01-01,
T,Y_LT60,PC_Y_LT60,HR,2009-01-01,
T,Y_LT60,PC_Y_LT60,HR,2010-01-01,
T,Y_LT60,PC_Y_LT60,HR,2011-01-01,
T,Y_LT60,PC_Y_LT60,HR,2012-01-01,
T,Y_LT60,PC_Y_LT60,HR,2013-01-01,
T,Y_LT60,PC_Y_LT60,HR,2014-01-01,
T,Y_LT60,PC_Y_LT60,HR,2015-01-01,
T,Y_LT60,PC_Y_LT60,HR,2016-01-01,
T,Y_LT60,PC_Y_LT60,HR,2017-01-01,
T,Y_LT60,PC_Y_LT60,HU,2003-01-01,
T,Y_LT60,PC_Y_LT60,HU,2004-01-01,
T,Y_LT60,PC_Y_LT60,HU,2005-01-01,
T,Y_LT60,PC_Y_LT60,HU,2006-01-01,
T,Y_LT60,PC_Y_LT60,HU,2007-01-01,
T,Y_LT60,PC_Y_LT60,HU,2008-01-01,
T,Y_LT60,PC_Y_LT60,HU,2009-01-01,
T,Y_LT60,PC_Y_LT60,HU,2010-01-01,
T,Y_LT60,PC_Y_LT60,HU,2011-01-01,
T,Y_LT60,PC_Y_LT60,HU,2012-01-01,
T,Y_LT60,PC_Y_LT60,HU,2013-01-01,
T,Y_LT60,PC_Y_LT60,HU,2014-01-01,
T,Y_LT60,PC_Y_LT60,HU,2015-01-01,
T,Y_LT60,PC_Y_LT60,HU,2016-01-01,
T,Y_LT60,PC_Y_LT60,HU,2017-01-01,
T,Y_LT60,PC_Y_LT60,IE,2003-01-01,
T,Y_LT60,PC_Y_LT60,IE,2004-01-01,
T,Y_LT60,PC_Y_LT60,IE,2005-01-01,
T,Y_LT60,PC_Y_LT60,IE,2006-01-01,
T,Y_LT60,PC_Y_LT60,IE,2007-01-01,
T,Y_LT60,PC_Y_LT60,IE,2008-01-01,
T,Y_LT60,PC_Y_LT60,IE,2009-01-01,
T,Y_LT60,PC_Y_LT60,IE,2010-01-01,
T,Y_LT60,PC_Y_LT60,IE,2011-01-01,
T,Y_LT60,PC_Y_LT60,IE,2012-01-01,
T,Y_LT60,PC_Y_LT60,IE,2013-01-01,
T,Y_LT60,PC_Y_LT60,IE,2014-01-01,
T,Y_LT60,PC_Y_LT60,IE,2015-01-01,
T,Y_LT60,PC_Y_LT60,IE,2016-01-01,
T,Y_LT60,PC_Y_LT60,IE,2017-01-01,
T,Y_LT60,PC_Y_LT60,IS,2003-01-01,
T,Y_LT60,PC_Y_LT60,IS,2004-01-01,
T,Y_LT60,PC_Y_LT60,IS,2005-01-01,
T,Y_LT60,PC_Y_LT60,IS,2006-01-01,
T,Y_LT60,PC_Y_LT60,IS,2007-01-01,
T,Y_LT60,PC_Y_LT60,IS,2008-01-01,
T,Y_LT60,PC_Y_LT60,IS,2009-01-01,
T,Y_LT60,PC_Y_LT60,IS,2010-01-01,
T,Y_LT60,PC_Y_LT60,IS,2011-01-01,
T,Y_LT60,PC_Y_LT60,IS,2012-01-01,
T,Y_LT60,PC_Y_LT60,IS,2013-01-01,
T,Y_LT60,PC_Y_LT60,IS,2014-01-01,
T,Y_LT60,PC_Y_LT60,IS,2015-01-01,
T,Y_LT60,PC_Y_LT60,IS,2016-01-01,p
T,Y_LT60,PC_Y_LT60,IS,2017-01-01,
T,Y_LT60,PC_Y_LT60,IT,2003-01-01,
T,Y_LT60,PC_Y_LT60,IT,2004-01-01,
T,Y_LT60,PC_Y_LT60,IT,2005-01-01,
T,Y_LT60,PC_Y_LT60,IT,2006-01-01,
T,Y_LT60,PC_Y_LT60,IT,2007-01-01,
T,Y_LT60,PC_Y_LT60,IT,2008-01-01,
T,Y_LT60,PC_Y_LT60,IT,2009-01-01,
T,Y_LT60,PC_Y_LT60,IT,2010-01-01,
T,Y_LT60,PC_Y_LT60,IT,2011-01-01,
T,Y_LT60,PC_Y_LT60,IT,2012-01-01,
T,Y_LT60,PC_Y_LT60,IT,2013-01-01,
T,Y_LT60,PC_Y_LT60,IT,2014-01-01,
T,Y_LT60,PC_Y_LT60,IT,2015-01-01,
T,Y_LT60,PC_Y_LT60,IT,2016-01-01,
T,Y_LT60,PC_Y_LT60,IT,2017-01-01,
T,Y_LT60,PC_Y_LT60,LT,2003-01-01,
T,Y_LT60,PC_Y_LT60,LT,2004-01-01,
T,Y_LT60,PC_Y_LT60,LT,2005-01-01,
T,Y_LT60,PC_Y_LT60,LT,2006-01-01,
T,Y_LT60,PC_Y_LT60,LT,2007-01-01,
T,Y_LT60,PC_Y_LT60,LT,2008-01-01,
T,Y_LT60,PC_Y_LT60,LT,2009-01-01,
T,Y_LT60,PC_Y_LT60,LT,2010-01-01,
T,Y_LT60,PC_Y_LT60,LT,2011-01-01,
T,Y_LT60,PC_Y_LT60,LT,2012-01-01,
T,Y_LT60,PC_Y_LT60,LT,2013-01-01,
T,Y_LT60,PC_Y_LT60,LT,2014-01-01,
T,Y_LT60,PC_Y_LT60,LT,2015-01-01,
T,Y_LT60,PC_Y_LT60,LT,2016-01-01,
T,Y_LT60,PC_Y_LT60,LT,2017-01-01,
T,Y_LT60,PC_Y_LT60,LU,2003-01-01,
T,Y_LT60,PC_Y_LT60,LU,2004-01-01,
T,Y_LT60,PC_Y_LT60,LU,2005-01-01,
T,Y_LT60,PC_Y_LT60,LU,2006-01-01,
T,Y_LT60,PC_Y_LT60,LU,2007-01-01,
T,Y_LT60,PC_Y_LT60,LU,2008-01-01,
T,Y_LT60,PC_Y_LT60,LU,2009-01-01,
T,Y_LT60,PC_Y_LT60,LU,2010-01-01,
T,Y_LT60,PC_Y_LT60,LU,2011-01-01,
T,Y_LT60,PC_Y_LT60,LU,2012-01-01,
T,Y_LT60,PC_Y_LT60,LU,2013-01-01,
T,Y_LT60,PC_Y_LT60,LU,2014-01-01,
T,Y_LT60,PC_Y_LT60,LU,2015-01-01,
T,Y_LT60,PC_Y_LT60,LU,2016-01-01,b
T,Y_LT60,PC_Y_LT60,LU,2017-01-01,
T,Y_LT60,PC_Y_LT60,LV,2003-01-01,
T,Y_LT60,PC_Y_LT60,LV,2004-01-01,
T,Y_LT60,PC_Y_LT60,LV,2005-01-01,
T,Y_LT60,PC_Y_LT60,LV,2006-01-01,
T,Y_LT60,PC_Y_LT60,LV,2007-01-01,
T,Y_LT60,PC_Y_LT60,LV,2008-01-01,
T,Y_LT60,PC_Y_LT60,LV,2009-01-01,
T,Y_LT60,PC_Y_LT60,LV,2010-01-01,
T,Y_LT60,PC_Y_LT60,LV,2011-01-01,
T,Y_LT60,PC_Y_LT60,LV,2012-01-01,
T,Y_LT60,PC_Y_LT60,LV,2013-01-01,
T,Y_LT60,PC_Y_LT60,LV,2014-01-01,
T,Y_LT60,PC_Y_LT60,LV,2015-01-01,
T,Y_LT60,PC_Y_LT60,LV,2016-01-01,
T,Y_LT60,PC_Y_LT60,LV,2017-01-01,
T,Y_LT60,PC_Y_LT60,MK,2003-01-01,
T,Y_LT60,PC_Y_LT60,MK,2004-01-01,
T,Y_LT60,PC_Y_LT60,MK,2005-01-01,
T,Y_LT60,PC_Y_LT60,MK,2006-01-01,
T,Y_LT60,PC_Y_LT60,MK,2007-01-01,
T,Y_LT60,PC_Y_LT60,MK,2008-01-01,
T,Y_LT60,PC_Y_LT60,MK,2009-01-01,
T,Y_LT60,PC_Y_LT60,MK,2010-01-01,
T,Y_LT60,PC_Y_LT60,MK,2011-01-01,
T,Y_LT60,PC_Y_LT60,MK,2012-01-01,
T,Y_LT60,PC_Y_LT60,MK,2013-01-01,
T,Y_LT60,PC_Y_LT60,MK,2014-01-01,
T,Y_LT60,PC_Y_LT60,MK,2015-01-01,
T,Y_LT60,PC_Y_LT60,MK,2016-01-01,
T,Y_LT60,PC_Y_LT60,MK,2017-01-01,
T,Y_LT60,PC_Y_LT60,MT,2003-01-01,
T,Y_LT60,PC_Y_LT60,MT,2004-01-01,
T,Y_LT60,PC_Y_LT60,MT,2005-01-01,
T,Y_LT60,PC_Y_LT60,MT,2006-01-01,
T,Y_LT60,PC_Y_LT60,MT,2007-01-01,
T,Y_LT60,PC_Y_LT60,MT,2008-01-01,
T,Y_LT60,PC_Y_LT60,MT,2009-01-01,
T,Y_LT60,PC_Y_LT60,MT,2010-01-01,
T,Y_LT60,PC_Y_LT60,MT,2011-01-01,
T,Y_LT60,PC_Y_LT60,MT,2012-01-01,
T,Y_LT60,PC_Y_LT60,MT,2013-01-01,
T,Y_LT60,PC_Y_LT60,MT,2014-01-01,
T,Y_LT60,PC_Y_LT60,MT,2015-01-01,
T,Y_LT60,PC_Y_LT60,MT,2016-01-01,
T,Y_LT60,PC_Y_LT60,MT,2017-01-01,
T,Y_LT60,PC_Y_LT60,NL,2003-01-01,
T,Y_LT60,PC_Y_LT60,NL,2004-01-01,
T,Y_LT60,PC_Y_LT60,NL,2005-01-01,
T,Y_LT60,PC_Y_LT60,NL,2006-01-01,
T,Y_LT60,PC_Y_LT60,NL,2007-01-01,
T,Y_LT60,PC_Y_LT60,NL,2008-01-01,
T,Y_LT60,PC_Y_LT60,NL,2009-01-01,
T,Y_LT60,PC_Y_LT60,NL,2010-01-01,
T,Y_LT60,PC_Y_LT60,NL,2011-01-01,
T,Y_LT60,PC_Y_LT60,NL,2012-01-01,
T,Y_LT60,PC_Y_LT60,NL,2013-01-01,
T,Y_LT60,PC_Y_LT60,NL,2014-01-01,
T,Y_LT60,PC_Y_LT60,NL,2015-01-01,
T,Y_LT60,PC_Y_LT60,NL,2016-01-01,b
T,Y_LT60,PC_Y_LT60,NL,2017-01-01,
T,Y_LT60,PC_Y_LT60,NO,2003-01-01,
T,Y_LT60,PC_Y_LT60,NO,2004-01-01,
T,Y_LT60,PC_Y_LT60,NO,2005-01-01,
T,Y_LT60,PC_Y_LT60,NO,2006-01-01,
T,Y_LT60,PC_Y_LT60,NO,2007-01-01,
T,Y_LT60,PC_Y_LT60,NO,2008-01-01,
T,Y_LT60,PC_Y_LT60,NO,2009-01-01,
T,Y_LT60,PC_Y_LT60,NO,2010-01-01,
T,Y_LT60,PC_Y_LT60,NO,2011-01-01,
T,Y_LT60,PC_Y_LT60,NO,2012-01-01,
T,Y_LT60,PC_Y_LT60,NO,2013-01-01,
T,Y_LT60,PC_Y_LT60,NO,2014-01-01,
T,Y_LT60,PC_Y_LT60,NO,2015-01-01,
T,Y_LT60,PC_Y_LT60,NO,2016-01-01,
T,Y_LT60,PC_Y_LT60,NO,2017-01-01,
T,Y_LT60,PC_Y_LT60,PL,2003-01-01,
T,Y_LT60,PC_Y_LT60,PL,2004-01-01,
T,Y_LT60,PC_Y_LT60,PL,2005-01-01,
T,Y_LT60,PC_Y_LT60,PL,2006-01-01,
T,Y_LT60,PC_Y_LT60,PL,2007-01-01,
T,Y_LT60,PC_Y_LT60,PL,2008-01-01,
T,Y_LT60,PC_Y_LT60,PL,2009-01-01,
T,Y_LT60,PC_Y_LT60,PL,2010-01-01,
T,Y_LT60,PC_Y_LT60,PL,2011-01-01,
T,Y_LT60,PC_Y_LT60,PL,2012-01-01,
T,Y_LT60,PC_Y_LT60,PL,2013-01-01,
T,Y_LT60,PC_Y_LT60,PL,2014-01-01,
