worktime,age,unit,sex,geo\time,date,value
PT,Y20-64,PC_EMP,T,AT,2005-01-01,21.5 
PT,Y20-64,PC_EMP,T,AT,2006-01-01,22.1 
PT,Y20-64,PC_EMP,T,AT,2007-01-01,22.4 b
PT,Y20-64,PC_EMP,T,AT,2008-01-01,23.2 
PT,Y20-64,PC_EMP,T,AT,2009-01-01,24.4 
PT,Y20-64,PC_EMP,T,AT,2010-01-01,24.9 
PT,Y20-64,PC_EMP,T,AT,2011-01-01,25.0 
PT,Y20-64,PC_EMP,T,AT,2012-01-01,25.7 
PT,Y20-64,PC_EMP,T,AT,2013-01-01,26.5 
PT,Y20-64,PC_EMP,T,AT,2014-01-01,27.4 
PT,Y20-64,PC_EMP,T,AT,2015-01-01,27.7 
PT,Y20-64,PC_EMP,T,AT,2016-01-01,28.2 
PT,Y20-64,PC_EMP,T,AT,2017-01-01,28.2 
PT,Y20-64,PC_EMP,T,BE,2005-01-01,21.4 
PT,Y20-64,PC_EMP,T,BE,2006-01-01,21.8 
PT,Y20-64,PC_EMP,T,BE,2007-01-01,21.7 
PT,Y20-64,PC_EMP,T,BE,2008-01-01,22.2 
PT,Y20-64,PC_EMP,T,BE,2009-01-01,23.0 
PT,Y20-64,PC_EMP,T,BE,2010-01-01,23.4 
PT,Y20-64,PC_EMP,T,BE,2011-01-01,24.4 
PT,Y20-64,PC_EMP,T,BE,2012-01-01,24.5 
PT,Y20-64,PC_EMP,T,BE,2013-01-01,24.1 
PT,Y20-64,PC_EMP,T,BE,2014-01-01,23.5 
PT,Y20-64,PC_EMP,T,BE,2015-01-01,24.1 
PT,Y20-64,PC_EMP,T,BE,2016-01-01,24.4 
PT,Y20-64,PC_EMP,T,BE,2017-01-01,24.2 b
PT,Y20-64,PC_EMP,T,BG,2005-01-01,1.8 
PT,Y20-64,PC_EMP,T,BG,2006-01-01,1.6 
PT,Y20-64,PC_EMP,T,BG,2007-01-01,1.4 
PT,Y20-64,PC_EMP,T,BG,2008-01-01,2.0 
PT,Y20-64,PC_EMP,T,BG,2009-01-01,2.1 
PT,Y20-64,PC_EMP,T,BG,2010-01-01,2.2 b
PT,Y20-64,PC_EMP,T,BG,2011-01-01,2.1 b
PT,Y20-64,PC_EMP,T,BG,2012-01-01,2.2 
PT,Y20-64,PC_EMP,T,BG,2013-01-01,2.5 
PT,Y20-64,PC_EMP,T,BG,2014-01-01,2.4 
PT,Y20-64,PC_EMP,T,BG,2015-01-01,2.2 
PT,Y20-64,PC_EMP,T,BG,2016-01-01,1.9 
PT,Y20-64,PC_EMP,T,BG,2017-01-01,2.1 
PT,Y20-64,PC_EMP,T,CH,2005-01-01,: 
PT,Y20-64,PC_EMP,T,CH,2006-01-01,: 
PT,Y20-64,PC_EMP,T,CH,2007-01-01,: 
PT,Y20-64,PC_EMP,T,CH,2008-01-01,: 
PT,Y20-64,PC_EMP,T,CH,2009-01-01,: 
PT,Y20-64,PC_EMP,T,CH,2010-01-01,35.2 b
PT,Y20-64,PC_EMP,T,CH,2011-01-01,35.2 
PT,Y20-64,PC_EMP,T,CH,2012-01-01,35.8 
PT,Y20-64,PC_EMP,T,CH,2013-01-01,36.2 
PT,Y20-64,PC_EMP,T,CH,2014-01-01,37.5 
PT,Y20-64,PC_EMP,T,CH,2015-01-01,37.7 
PT,Y20-64,PC_EMP,T,CH,2016-01-01,38.0 
PT,Y20-64,PC_EMP,T,CH,2017-01-01,38.2 
PT,Y20-64,PC_EMP,T,CY,2005-01-01,7.5 
PT,Y20-64,PC_EMP,T,CY,2006-01-01,6.5 
PT,Y20-64,PC_EMP,T,CY,2007-01-01,6.2 
PT,Y20-64,PC_EMP,T,CY,2008-01-01,6.5 
PT,Y20-64,PC_EMP,T,CY,2009-01-01,7.3 b
PT,Y20-64,PC_EMP,T,CY,2010-01-01,8.1 
PT,Y20-64,PC_EMP,T,CY,2011-01-01,8.7 
PT,Y20-64,PC_EMP,T,CY,2012-01-01,9.4 
PT,Y20-64,PC_EMP,T,CY,2013-01-01,11.7 
PT,Y20-64,PC_EMP,T,CY,2014-01-01,13.3 
PT,Y20-64,PC_EMP,T,CY,2015-01-01,12.9 
PT,Y20-64,PC_EMP,T,CY,2016-01-01,13.3 
PT,Y20-64,PC_EMP,T,CY,2017-01-01,12.1 
PT,Y20-64,PC_EMP,T,CZ,2005-01-01,4.3 
PT,Y20-64,PC_EMP,T,CZ,2006-01-01,4.4 
PT,Y20-64,PC_EMP,T,CZ,2007-01-01,4.3 
PT,Y20-64,PC_EMP,T,CZ,2008-01-01,4.2 
PT,Y20-64,PC_EMP,T,CZ,2009-01-01,4.7 
PT,Y20-64,PC_EMP,T,CZ,2010-01-01,5.1 
PT,Y20-64,PC_EMP,T,CZ,2011-01-01,4.6 b
PT,Y20-64,PC_EMP,T,CZ,2012-01-01,4.9 
PT,Y20-64,PC_EMP,T,CZ,2013-01-01,5.7 
PT,Y20-64,PC_EMP,T,CZ,2014-01-01,5.4 
PT,Y20-64,PC_EMP,T,CZ,2015-01-01,5.2 
PT,Y20-64,PC_EMP,T,CZ,2016-01-01,5.6 
PT,Y20-64,PC_EMP,T,CZ,2017-01-01,6.0 
PT,Y20-64,PC_EMP,T,DE,2005-01-01,23.7 b
PT,Y20-64,PC_EMP,T,DE,2006-01-01,25.5 
PT,Y20-64,PC_EMP,T,DE,2007-01-01,25.6 
PT,Y20-64,PC_EMP,T,DE,2008-01-01,25.2 
PT,Y20-64,PC_EMP,T,DE,2009-01-01,25.5 
PT,Y20-64,PC_EMP,T,DE,2010-01-01,25.7 b
PT,Y20-64,PC_EMP,T,DE,2011-01-01,25.9 b
PT,Y20-64,PC_EMP,T,DE,2012-01-01,25.9 
PT,Y20-64,PC_EMP,T,DE,2013-01-01,26.7 
PT,Y20-64,PC_EMP,T,DE,2014-01-01,26.6 
PT,Y20-64,PC_EMP,T,DE,2015-01-01,26.8 
PT,Y20-64,PC_EMP,T,DE,2016-01-01,26.8 
PT,Y20-64,PC_EMP,T,DE,2017-01-01,26.9 
PT,Y20-64,PC_EMP,T,DK,2005-01-01,17.9 
PT,Y20-64,PC_EMP,T,DK,2006-01-01,18.8 
PT,Y20-64,PC_EMP,T,DK,2007-01-01,19.5 
PT,Y20-64,PC_EMP,T,DK,2008-01-01,19.8 
PT,Y20-64,PC_EMP,T,DK,2009-01-01,21.3 
PT,Y20-64,PC_EMP,T,DK,2010-01-01,21.6 
PT,Y20-64,PC_EMP,T,DK,2011-01-01,21.1 
PT,Y20-64,PC_EMP,T,DK,2012-01-01,20.9 
PT,Y20-64,PC_EMP,T,DK,2013-01-01,20.9 
PT,Y20-64,PC_EMP,T,DK,2014-01-01,20.9 
PT,Y20-64,PC_EMP,T,DK,2015-01-01,20.9 
PT,Y20-64,PC_EMP,T,DK,2016-01-01,22.3 b
PT,Y20-64,PC_EMP,T,DK,2017-01-01,21.5 b
PT,Y20-64,PC_EMP,T,EA18,2005-01-01,17.7 
PT,Y20-64,PC_EMP,T,EA18,2006-01-01,18.2 
PT,Y20-64,PC_EMP,T,EA18,2007-01-01,18.3 
PT,Y20-64,PC_EMP,T,EA18,2008-01-01,18.4 
PT,Y20-64,PC_EMP,T,EA18,2009-01-01,19.0 
PT,Y20-64,PC_EMP,T,EA18,2010-01-01,19.5 
PT,Y20-64,PC_EMP,T,EA18,2011-01-01,19.9 
PT,Y20-64,PC_EMP,T,EA18,2012-01-01,20.4 
PT,Y20-64,PC_EMP,T,EA18,2013-01-01,21.2 
PT,Y20-64,PC_EMP,T,EA18,2014-01-01,21.3 
PT,Y20-64,PC_EMP,T,EA18,2015-01-01,21.4 
PT,Y20-64,PC_EMP,T,EA18,2016-01-01,21.3 
PT,Y20-64,PC_EMP,T,EA18,2017-01-01,21.2 
PT,Y20-64,PC_EMP,T,EA19,2005-01-01,17.6 
PT,Y20-64,PC_EMP,T,EA19,2006-01-01,18.1 
PT,Y20-64,PC_EMP,T,EA19,2007-01-01,18.2 
PT,Y20-64,PC_EMP,T,EA19,2008-01-01,18.2 
PT,Y20-64,PC_EMP,T,EA19,2009-01-01,18.9 
PT,Y20-64,PC_EMP,T,EA19,2010-01-01,19.3 
PT,Y20-64,PC_EMP,T,EA19,2011-01-01,19.8 
PT,Y20-64,PC_EMP,T,EA19,2012-01-01,20.3 
PT,Y20-64,PC_EMP,T,EA19,2013-01-01,21.1 
PT,Y20-64,PC_EMP,T,EA19,2014-01-01,21.2 
PT,Y20-64,PC_EMP,T,EA19,2015-01-01,21.2 
PT,Y20-64,PC_EMP,T,EA19,2016-01-01,21.2 
PT,Y20-64,PC_EMP,T,EA19,2017-01-01,21.1 
PT,Y20-64,PC_EMP,T,EE,2005-01-01,6.7 
PT,Y20-64,PC_EMP,T,EE,2006-01-01,6.6 
PT,Y20-64,PC_EMP,T,EE,2007-01-01,6.9 
PT,Y20-64,PC_EMP,T,EE,2008-01-01,6.2 
PT,Y20-64,PC_EMP,T,EE,2009-01-01,9.2 
PT,Y20-64,PC_EMP,T,EE,2010-01-01,9.6 
PT,Y20-64,PC_EMP,T,EE,2011-01-01,9.1 
PT,Y20-64,PC_EMP,T,EE,2012-01-01,9.0 
PT,Y20-64,PC_EMP,T,EE,2013-01-01,8.7 
PT,Y20-64,PC_EMP,T,EE,2014-01-01,8.2 
PT,Y20-64,PC_EMP,T,EE,2015-01-01,9.2 
PT,Y20-64,PC_EMP,T,EE,2016-01-01,9.5 
PT,Y20-64,PC_EMP,T,EE,2017-01-01,9.2 
PT,Y20-64,PC_EMP,T,EL,2005-01-01,4.7 
PT,Y20-64,PC_EMP,T,EL,2006-01-01,5.4 
PT,Y20-64,PC_EMP,T,EL,2007-01-01,5.3 
PT,Y20-64,PC_EMP,T,EL,2008-01-01,5.3 
PT,Y20-64,PC_EMP,T,EL,2009-01-01,5.7 b
PT,Y20-64,PC_EMP,T,EL,2010-01-01,6.1 
PT,Y20-64,PC_EMP,T,EL,2011-01-01,6.6 
PT,Y20-64,PC_EMP,T,EL,2012-01-01,7.6 
PT,Y20-64,PC_EMP,T,EL,2013-01-01,8.3 
PT,Y20-64,PC_EMP,T,EL,2014-01-01,9.2 
PT,Y20-64,PC_EMP,T,EL,2015-01-01,9.3 
PT,Y20-64,PC_EMP,T,EL,2016-01-01,9.7 
PT,Y20-64,PC_EMP,T,EL,2017-01-01,9.6 
PT,Y20-64,PC_EMP,T,ES,2005-01-01,11.7 b
PT,Y20-64,PC_EMP,T,ES,2006-01-01,11.3 
PT,Y20-64,PC_EMP,T,ES,2007-01-01,11.1 
PT,Y20-64,PC_EMP,T,ES,2008-01-01,11.3 
PT,Y20-64,PC_EMP,T,ES,2009-01-01,12.1 
PT,Y20-64,PC_EMP,T,ES,2010-01-01,12.7 
PT,Y20-64,PC_EMP,T,ES,2011-01-01,13.2 
PT,Y20-64,PC_EMP,T,ES,2012-01-01,14.2 
PT,Y20-64,PC_EMP,T,ES,2013-01-01,15.5 
PT,Y20-64,PC_EMP,T,ES,2014-01-01,15.6 
PT,Y20-64,PC_EMP,T,ES,2015-01-01,15.5 
PT,Y20-64,PC_EMP,T,ES,2016-01-01,14.9 
PT,Y20-64,PC_EMP,T,ES,2017-01-01,14.6 
PT,Y20-64,PC_EMP,T,EU27,2005-01-01,16.6 
PT,Y20-64,PC_EMP,T,EU27,2006-01-01,16.8 
PT,Y20-64,PC_EMP,T,EU27,2007-01-01,16.9 
PT,Y20-64,PC_EMP,T,EU27,2008-01-01,16.9 
PT,Y20-64,PC_EMP,T,EU27,2009-01-01,17.5 
PT,Y20-64,PC_EMP,T,EU27,2010-01-01,18.0 
PT,Y20-64,PC_EMP,T,EU27,2011-01-01,18.2 
PT,Y20-64,PC_EMP,T,EU27,2012-01-01,18.7 
PT,Y20-64,PC_EMP,T,EU27,2013-01-01,19.1 
PT,Y20-64,PC_EMP,T,EU27,2014-01-01,19.1 
PT,Y20-64,PC_EMP,T,EU27,2015-01-01,19.1 
PT,Y20-64,PC_EMP,T,EU27,2016-01-01,19.0 
PT,Y20-64,PC_EMP,T,EU27,2017-01-01,18.8 
PT,Y20-64,PC_EMP,T,EU28,2005-01-01,16.5 
PT,Y20-64,PC_EMP,T,EU28,2006-01-01,16.8 
PT,Y20-64,PC_EMP,T,EU28,2007-01-01,16.8 
PT,Y20-64,PC_EMP,T,EU28,2008-01-01,16.8 
PT,Y20-64,PC_EMP,T,EU28,2009-01-01,17.4 
PT,Y20-64,PC_EMP,T,EU28,2010-01-01,17.9 
PT,Y20-64,PC_EMP,T,EU28,2011-01-01,18.2 
PT,Y20-64,PC_EMP,T,EU28,2012-01-01,18.6 
PT,Y20-64,PC_EMP,T,EU28,2013-01-01,19.0 
PT,Y20-64,PC_EMP,T,EU28,2014-01-01,19.0 
PT,Y20-64,PC_EMP,T,EU28,2015-01-01,19.0 
PT,Y20-64,PC_EMP,T,EU28,2016-01-01,18.9 
PT,Y20-64,PC_EMP,T,EU28,2017-01-01,18.7 
PT,Y20-64,PC_EMP,T,FI,2005-01-01,11.9 
PT,Y20-64,PC_EMP,T,FI,2006-01-01,12.0 
PT,Y20-64,PC_EMP,T,FI,2007-01-01,11.9 
PT,Y20-64,PC_EMP,T,FI,2008-01-01,11.2 
PT,Y20-64,PC_EMP,T,FI,2009-01-01,11.9 
PT,Y20-64,PC_EMP,T,FI,2010-01-01,12.5 
PT,Y20-64,PC_EMP,T,FI,2011-01-01,12.7 
PT,Y20-64,PC_EMP,T,FI,2012-01-01,12.7 
PT,Y20-64,PC_EMP,T,FI,2013-01-01,12.5 
PT,Y20-64,PC_EMP,T,FI,2014-01-01,12.7 
PT,Y20-64,PC_EMP,T,FI,2015-01-01,12.7 
PT,Y20-64,PC_EMP,T,FI,2016-01-01,13.4 
PT,Y20-64,PC_EMP,T,FI,2017-01-01,13.5 
PT,Y20-64,PC_EMP,T,FR,2005-01-01,: 
PT,Y20-64,PC_EMP,T,FR,2006-01-01,: 
PT,Y20-64,PC_EMP,T,FR,2007-01-01,: 
PT,Y20-64,PC_EMP,T,FR,2008-01-01,: 
PT,Y20-64,PC_EMP,T,FR,2009-01-01,: 
PT,Y20-64,PC_EMP,T,FR,2010-01-01,: 
PT,Y20-64,PC_EMP,T,FR,2011-01-01,: 
PT,Y20-64,PC_EMP,T,FR,2012-01-01,: 
PT,Y20-64,PC_EMP,T,FR,2013-01-01,: 
PT,Y20-64,PC_EMP,T,FR,2014-01-01,18.5 
PT,Y20-64,PC_EMP,T,FR,2015-01-01,18.3 
PT,Y20-64,PC_EMP,T,FR,2016-01-01,18.1 
PT,Y20-64,PC_EMP,T,FR,2017-01-01,18.1 
PT,Y20-64,PC_EMP,T,FX,2005-01-01,16.9 
PT,Y20-64,PC_EMP,T,FX,2006-01-01,16.9 
PT,Y20-64,PC_EMP,T,FX,2007-01-01,17.0 
PT,Y20-64,PC_EMP,T,FX,2008-01-01,16.7 
