worktime,age,unit,sex,geo\time,date,value
PT,Y20-64,PC_EMP,T,FX,2009-01-01,17.1 
PT,Y20-64,PC_EMP,T,FX,2010-01-01,17.5 
PT,Y20-64,PC_EMP,T,FX,2011-01-01,17.5 
PT,Y20-64,PC_EMP,T,FX,2012-01-01,17.6 
PT,Y20-64,PC_EMP,T,FX,2013-01-01,18.0 
PT,Y20-64,PC_EMP,T,FX,2014-01-01,18.4 
PT,Y20-64,PC_EMP,T,FX,2015-01-01,18.2 
PT,Y20-64,PC_EMP,T,FX,2016-01-01,18.1 
PT,Y20-64,PC_EMP,T,FX,2017-01-01,18.0 
PT,Y20-64,PC_EMP,T,HR,2005-01-01,7.3 e
PT,Y20-64,PC_EMP,T,HR,2006-01-01,6.9 e
PT,Y20-64,PC_EMP,T,HR,2007-01-01,6.0 
PT,Y20-64,PC_EMP,T,HR,2008-01-01,6.4 
PT,Y20-64,PC_EMP,T,HR,2009-01-01,6.4 
PT,Y20-64,PC_EMP,T,HR,2010-01-01,7.0 
PT,Y20-64,PC_EMP,T,HR,2011-01-01,7.0 
PT,Y20-64,PC_EMP,T,HR,2012-01-01,5.6 
PT,Y20-64,PC_EMP,T,HR,2013-01-01,5.4 
PT,Y20-64,PC_EMP,T,HR,2014-01-01,5.2 
PT,Y20-64,PC_EMP,T,HR,2015-01-01,5.9 
PT,Y20-64,PC_EMP,T,HR,2016-01-01,5.6 
PT,Y20-64,PC_EMP,T,HR,2017-01-01,4.8 
PT,Y20-64,PC_EMP,T,HU,2005-01-01,3.9 
PT,Y20-64,PC_EMP,T,HU,2006-01-01,3.7 
PT,Y20-64,PC_EMP,T,HU,2007-01-01,3.8 
PT,Y20-64,PC_EMP,T,HU,2008-01-01,4.3 
PT,Y20-64,PC_EMP,T,HU,2009-01-01,5.2 
PT,Y20-64,PC_EMP,T,HU,2010-01-01,5.5 
PT,Y20-64,PC_EMP,T,HU,2011-01-01,6.4 
PT,Y20-64,PC_EMP,T,HU,2012-01-01,6.7 
PT,Y20-64,PC_EMP,T,HU,2013-01-01,6.4 
PT,Y20-64,PC_EMP,T,HU,2014-01-01,6.0 
PT,Y20-64,PC_EMP,T,HU,2015-01-01,5.7 
PT,Y20-64,PC_EMP,T,HU,2016-01-01,4.7 
PT,Y20-64,PC_EMP,T,HU,2017-01-01,4.3 
PT,Y20-64,PC_EMP,T,IE,2005-01-01,15.7 
PT,Y20-64,PC_EMP,T,IE,2006-01-01,15.6 
PT,Y20-64,PC_EMP,T,IE,2007-01-01,16.0 b
PT,Y20-64,PC_EMP,T,IE,2008-01-01,16.9 
PT,Y20-64,PC_EMP,T,IE,2009-01-01,19.8 
PT,Y20-64,PC_EMP,T,IE,2010-01-01,21.0 
PT,Y20-64,PC_EMP,T,IE,2011-01-01,22.1 
PT,Y20-64,PC_EMP,T,IE,2012-01-01,22.4 
PT,Y20-64,PC_EMP,T,IE,2013-01-01,22.5 
PT,Y20-64,PC_EMP,T,IE,2014-01-01,21.7 
PT,Y20-64,PC_EMP,T,IE,2015-01-01,20.9 
PT,Y20-64,PC_EMP,T,IE,2016-01-01,20.3 
PT,Y20-64,PC_EMP,T,IE,2017-01-01,18.6 
PT,Y20-64,PC_EMP,T,IS,2005-01-01,19.4 
PT,Y20-64,PC_EMP,T,IS,2006-01-01,: 
PT,Y20-64,PC_EMP,T,IS,2007-01-01,18.5 
PT,Y20-64,PC_EMP,T,IS,2008-01-01,17.5 
PT,Y20-64,PC_EMP,T,IS,2009-01-01,20.3 
PT,Y20-64,PC_EMP,T,IS,2010-01-01,19.7 
PT,Y20-64,PC_EMP,T,IS,2011-01-01,17.8 
PT,Y20-64,PC_EMP,T,IS,2012-01-01,17.8 
PT,Y20-64,PC_EMP,T,IS,2013-01-01,17.6 
PT,Y20-64,PC_EMP,T,IS,2014-01-01,20.1 
PT,Y20-64,PC_EMP,T,IS,2015-01-01,20.1 
PT,Y20-64,PC_EMP,T,IS,2016-01-01,21.1 
PT,Y20-64,PC_EMP,T,IS,2017-01-01,20.3 
PT,Y20-64,PC_EMP,T,IT,2005-01-01,12.6 
PT,Y20-64,PC_EMP,T,IT,2006-01-01,13.0 
PT,Y20-64,PC_EMP,T,IT,2007-01-01,13.4 
PT,Y20-64,PC_EMP,T,IT,2008-01-01,14.0 
PT,Y20-64,PC_EMP,T,IT,2009-01-01,14.0 
PT,Y20-64,PC_EMP,T,IT,2010-01-01,14.7 
PT,Y20-64,PC_EMP,T,IT,2011-01-01,15.2 
PT,Y20-64,PC_EMP,T,IT,2012-01-01,16.7 
PT,Y20-64,PC_EMP,T,IT,2013-01-01,17.6 
PT,Y20-64,PC_EMP,T,IT,2014-01-01,18.0 
PT,Y20-64,PC_EMP,T,IT,2015-01-01,18.2 
PT,Y20-64,PC_EMP,T,IT,2016-01-01,18.5 
PT,Y20-64,PC_EMP,T,IT,2017-01-01,18.5 
PT,Y20-64,PC_EMP,T,LT,2005-01-01,6.9 
PT,Y20-64,PC_EMP,T,LT,2006-01-01,9.9 
PT,Y20-64,PC_EMP,T,LT,2007-01-01,8.5 
PT,Y20-64,PC_EMP,T,LT,2008-01-01,6.4 
PT,Y20-64,PC_EMP,T,LT,2009-01-01,7.8 
PT,Y20-64,PC_EMP,T,LT,2010-01-01,7.7 
PT,Y20-64,PC_EMP,T,LT,2011-01-01,8.3 
PT,Y20-64,PC_EMP,T,LT,2012-01-01,8.8 
PT,Y20-64,PC_EMP,T,LT,2013-01-01,8.2 
PT,Y20-64,PC_EMP,T,LT,2014-01-01,8.5 
PT,Y20-64,PC_EMP,T,LT,2015-01-01,7.6 
PT,Y20-64,PC_EMP,T,LT,2016-01-01,7.1 
PT,Y20-64,PC_EMP,T,LT,2017-01-01,7.4 
PT,Y20-64,PC_EMP,T,LU,2005-01-01,17.4 
PT,Y20-64,PC_EMP,T,LU,2006-01-01,17.1 
PT,Y20-64,PC_EMP,T,LU,2007-01-01,17.8 b
PT,Y20-64,PC_EMP,T,LU,2008-01-01,18.0 
PT,Y20-64,PC_EMP,T,LU,2009-01-01,17.5 b
PT,Y20-64,PC_EMP,T,LU,2010-01-01,17.3 
PT,Y20-64,PC_EMP,T,LU,2011-01-01,17.9 
PT,Y20-64,PC_EMP,T,LU,2012-01-01,18.3 
PT,Y20-64,PC_EMP,T,LU,2013-01-01,18.4 
PT,Y20-64,PC_EMP,T,LU,2014-01-01,18.2 
PT,Y20-64,PC_EMP,T,LU,2015-01-01,17.8 b
PT,Y20-64,PC_EMP,T,LU,2016-01-01,18.9 
PT,Y20-64,PC_EMP,T,LU,2017-01-01,19.4 
PT,Y20-64,PC_EMP,T,LV,2005-01-01,7.3 
PT,Y20-64,PC_EMP,T,LV,2006-01-01,5.6 
PT,Y20-64,PC_EMP,T,LV,2007-01-01,5.1 
PT,Y20-64,PC_EMP,T,LV,2008-01-01,5.6 
PT,Y20-64,PC_EMP,T,LV,2009-01-01,7.9 
PT,Y20-64,PC_EMP,T,LV,2010-01-01,9.2 
PT,Y20-64,PC_EMP,T,LV,2011-01-01,8.6 
PT,Y20-64,PC_EMP,T,LV,2012-01-01,8.8 
PT,Y20-64,PC_EMP,T,LV,2013-01-01,7.4 
PT,Y20-64,PC_EMP,T,LV,2014-01-01,6.7 
PT,Y20-64,PC_EMP,T,LV,2015-01-01,7.1 
PT,Y20-64,PC_EMP,T,LV,2016-01-01,8.3 
PT,Y20-64,PC_EMP,T,LV,2017-01-01,7.5 
PT,Y20-64,PC_EMP,T,ME,2005-01-01,: 
PT,Y20-64,PC_EMP,T,ME,2006-01-01,: 
PT,Y20-64,PC_EMP,T,ME,2007-01-01,: 
PT,Y20-64,PC_EMP,T,ME,2008-01-01,: 
PT,Y20-64,PC_EMP,T,ME,2009-01-01,: 
PT,Y20-64,PC_EMP,T,ME,2010-01-01,: 
PT,Y20-64,PC_EMP,T,ME,2011-01-01,4.1 
PT,Y20-64,PC_EMP,T,ME,2012-01-01,4.1 
PT,Y20-64,PC_EMP,T,ME,2013-01-01,3.1 
PT,Y20-64,PC_EMP,T,ME,2014-01-01,5.5 
PT,Y20-64,PC_EMP,T,ME,2015-01-01,5.7 
PT,Y20-64,PC_EMP,T,ME,2016-01-01,4.5 
PT,Y20-64,PC_EMP,T,ME,2017-01-01,5.3 
PT,Y20-64,PC_EMP,T,MK,2005-01-01,: 
PT,Y20-64,PC_EMP,T,MK,2006-01-01,6.1 
PT,Y20-64,PC_EMP,T,MK,2007-01-01,6.1 
PT,Y20-64,PC_EMP,T,MK,2008-01-01,5.3 
PT,Y20-64,PC_EMP,T,MK,2009-01-01,5.0 
PT,Y20-64,PC_EMP,T,MK,2010-01-01,5.3 
PT,Y20-64,PC_EMP,T,MK,2011-01-01,5.7 
PT,Y20-64,PC_EMP,T,MK,2012-01-01,5.7 
PT,Y20-64,PC_EMP,T,MK,2013-01-01,4.2 
PT,Y20-64,PC_EMP,T,MK,2014-01-01,5.5 
PT,Y20-64,PC_EMP,T,MK,2015-01-01,4.0 
PT,Y20-64,PC_EMP,T,MK,2016-01-01,4.4 
PT,Y20-64,PC_EMP,T,MK,2017-01-01,4.0 
PT,Y20-64,PC_EMP,T,MT,2005-01-01,8.0 b
PT,Y20-64,PC_EMP,T,MT,2006-01-01,9.0 
PT,Y20-64,PC_EMP,T,MT,2007-01-01,9.6 
PT,Y20-64,PC_EMP,T,MT,2008-01-01,10.4 
PT,Y20-64,PC_EMP,T,MT,2009-01-01,10.2 
PT,Y20-64,PC_EMP,T,MT,2010-01-01,10.7 
PT,Y20-64,PC_EMP,T,MT,2011-01-01,11.5 
PT,Y20-64,PC_EMP,T,MT,2012-01-01,12.2 
PT,Y20-64,PC_EMP,T,MT,2013-01-01,13.1 
PT,Y20-64,PC_EMP,T,MT,2014-01-01,14.5 
PT,Y20-64,PC_EMP,T,MT,2015-01-01,13.5 
PT,Y20-64,PC_EMP,T,MT,2016-01-01,13.1 
PT,Y20-64,PC_EMP,T,MT,2017-01-01,12.8 
PT,Y20-64,PC_EMP,T,NL,2005-01-01,42.7 
PT,Y20-64,PC_EMP,T,NL,2006-01-01,42.6 
PT,Y20-64,PC_EMP,T,NL,2007-01-01,43.1 
PT,Y20-64,PC_EMP,T,NL,2008-01-01,43.5 
PT,Y20-64,PC_EMP,T,NL,2009-01-01,44.4 
PT,Y20-64,PC_EMP,T,NL,2010-01-01,45.2 b
PT,Y20-64,PC_EMP,T,NL,2011-01-01,45.4 b
PT,Y20-64,PC_EMP,T,NL,2012-01-01,46.1 
PT,Y20-64,PC_EMP,T,NL,2013-01-01,46.9 
PT,Y20-64,PC_EMP,T,NL,2014-01-01,46.6 
PT,Y20-64,PC_EMP,T,NL,2015-01-01,46.9 
PT,Y20-64,PC_EMP,T,NL,2016-01-01,46.6 
PT,Y20-64,PC_EMP,T,NL,2017-01-01,46.6 
PT,Y20-64,PC_EMP,T,NO,2005-01-01,25.6 
PT,Y20-64,PC_EMP,T,NO,2006-01-01,25.7 b
PT,Y20-64,PC_EMP,T,NO,2007-01-01,25.0 
PT,Y20-64,PC_EMP,T,NO,2008-01-01,24.8 
PT,Y20-64,PC_EMP,T,NO,2009-01-01,25.3 
PT,Y20-64,PC_EMP,T,NO,2010-01-01,25.3 
PT,Y20-64,PC_EMP,T,NO,2011-01-01,24.9 
PT,Y20-64,PC_EMP,T,NO,2012-01-01,24.7 
PT,Y20-64,PC_EMP,T,NO,2013-01-01,24.5 
PT,Y20-64,PC_EMP,T,NO,2014-01-01,23.4 
PT,Y20-64,PC_EMP,T,NO,2015-01-01,23.7 
PT,Y20-64,PC_EMP,T,NO,2016-01-01,23.8 
PT,Y20-64,PC_EMP,T,NO,2017-01-01,23.4 
PT,Y20-64,PC_EMP,T,PL,2005-01-01,9.2 
PT,Y20-64,PC_EMP,T,PL,2006-01-01,8.4 
PT,Y20-64,PC_EMP,T,PL,2007-01-01,8.0 
PT,Y20-64,PC_EMP,T,PL,2008-01-01,7.4 
PT,Y20-64,PC_EMP,T,PL,2009-01-01,7.3 
PT,Y20-64,PC_EMP,T,PL,2010-01-01,7.3 b
PT,Y20-64,PC_EMP,T,PL,2011-01-01,7.0 
PT,Y20-64,PC_EMP,T,PL,2012-01-01,6.9 
PT,Y20-64,PC_EMP,T,PL,2013-01-01,6.9 
PT,Y20-64,PC_EMP,T,PL,2014-01-01,6.8 
PT,Y20-64,PC_EMP,T,PL,2015-01-01,6.6 
PT,Y20-64,PC_EMP,T,PL,2016-01-01,6.2 
PT,Y20-64,PC_EMP,T,PL,2017-01-01,6.3 
PT,Y20-64,PC_EMP,T,PT,2005-01-01,8.2 
PT,Y20-64,PC_EMP,T,PT,2006-01-01,8.1 
PT,Y20-64,PC_EMP,T,PT,2007-01-01,8.8 
PT,Y20-64,PC_EMP,T,PT,2008-01-01,8.7 
PT,Y20-64,PC_EMP,T,PT,2009-01-01,8.4 
