indic_nrg,product,unit,geo\time,date,value
B_100900,0000,I00,AT,2000-01-01,100.0
B_100900,0000,I00,AT,2001-01-01,102.6
B_100900,0000,I00,AT,2002-01-01,103.5
B_100900,0000,I00,AT,2003-01-01,107.4
B_100900,0000,I00,AT,2004-01-01,105.1
B_100900,0000,I00,AT,2005-01-01,103.5
B_100900,0000,I00,AT,2006-01-01,97.8
B_100900,0000,I00,AT,2007-01-01,94.1
B_100900,0000,I00,AT,2008-01-01,93.0
B_100900,0000,I00,AT,2009-01-01,92.9
B_100900,0000,I00,AT,2010-01-01,91.9
B_100900,0000,I00,AT,2011-01-01,90.4
B_100900,0000,I00,AT,2012-01-01,87.3
B_100900,0000,I00,AT,2013-01-01,85.8
B_100900,0000,I00,AT,2014-01-01,82.7
B_100900,0000,I00,AT,2015-01-01,83.8
B_100900,0000,I00,AT,2016-01-01,84.2
B_100900,0000,I00,BE,2000-01-01,100.0
B_100900,0000,I00,BE,2001-01-01,101.5
B_100900,0000,I00,BE,2002-01-01,105.2
B_100900,0000,I00,BE,2003-01-01,102.0
B_100900,0000,I00,BE,2004-01-01,101.7
B_100900,0000,I00,BE,2005-01-01,100.0
B_100900,0000,I00,BE,2006-01-01,100.2
B_100900,0000,I00,BE,2007-01-01,100.0
B_100900,0000,I00,BE,2008-01-01,96.2
B_100900,0000,I00,BE,2009-01-01,93.6
B_100900,0000,I00,BE,2010-01-01,90.5
B_100900,0000,I00,BE,2011-01-01,87.4
B_100900,0000,I00,BE,2012-01-01,90.2
B_100900,0000,I00,BE,2013-01-01,87.0
B_100900,0000,I00,BE,2014-01-01,86.1
B_100900,0000,I00,BE,2015-01-01,88.8
B_100900,0000,I00,BE,2016-01-01,83.6
B_100900,0000,I00,BG,2000-01-01,100.0
B_100900,0000,I00,BG,2001-01-01,104.7
B_100900,0000,I00,BG,2002-01-01,103.0
B_100900,0000,I00,BG,2003-01-01,108.6
B_100900,0000,I00,BG,2004-01-01,107.6
B_100900,0000,I00,BG,2005-01-01,105.0
B_100900,0000,I00,BG,2006-01-01,104.1
B_100900,0000,I00,BG,2007-01-01,114.2
B_100900,0000,I00,BG,2008-01-01,113.4
B_100900,0000,I00,BG,2009-01-01,114.4
B_100900,0000,I00,BG,2010-01-01,117.7
B_100900,0000,I00,BG,2011-01-01,121.7
B_100900,0000,I00,BG,2012-01-01,115.5
B_100900,0000,I00,BG,2013-01-01,110.0
B_100900,0000,I00,BG,2014-01-01,110.0
B_100900,0000,I00,BG,2015-01-01,111.7
B_100900,0000,I00,BG,2016-01-01,106.2
B_100900,0000,I00,CY,2000-01-01,100.0
B_100900,0000,I00,CY,2001-01-01,97.2
B_100900,0000,I00,CY,2002-01-01,98.6
B_100900,0000,I00,CY,2003-01-01,96.7
B_100900,0000,I00,CY,2004-01-01,105.5
B_100900,0000,I00,CY,2005-01-01,106.7
B_100900,0000,I00,CY,2006-01-01,105.4
B_100900,0000,I00,CY,2007-01-01,105.3
B_100900,0000,I00,CY,2008-01-01,102.3
B_100900,0000,I00,CY,2009-01-01,104.2
B_100900,0000,I00,CY,2010-01-01,103.9
B_100900,0000,I00,CY,2011-01-01,101.7
B_100900,0000,I00,CY,2012-01-01,101.3
B_100900,0000,I00,CY,2013-01-01,100.6
B_100900,0000,I00,CY,2014-01-01,101.5
B_100900,0000,I00,CY,2015-01-01,101.6
B_100900,0000,I00,CY,2016-01-01,100.8
