indic_bt,nace_r2,unit,geotime,date,value
PROD,C,I2015_SCA,AT,2017-09-01,108
PROD,C,I2015_SCA,AT,2017-10-01,109
PROD,C,I2015_SCA,AT,2017-11-01,110
PROD,C,I2015_SCA,AT,2017-12-01,111
PROD,C,I2015_SCA,AT,2018-01-01,110
PROD,C,I2015_SCA,AT,2018-02-01,111
PROD,C,I2015_SCA,AT,2018-03-01,111
PROD,C,I2015_SCA,AT,2018-04-01,111
PROD,C,I2015_SCA,AT,2018-05-01,114
PROD,C,I2015_SCA,AT,2018-06-01,112
PROD,C,I2015_SCA,AT,2018-07-01,112
PROD,C,I2015_SCA,AT,2018-08-01,
PROD,C,I2015_SCA,BE,2017-09-01,105
PROD,C,I2015_SCA,BE,2017-10-01,105
PROD,C,I2015_SCA,BE,2017-11-01,107
PROD,C,I2015_SCA,BE,2017-12-01,106
PROD,C,I2015_SCA,BE,2018-01-01,109
PROD,C,I2015_SCA,BE,2018-02-01,104
PROD,C,I2015_SCA,BE,2018-03-01,107
PROD,C,I2015_SCA,BE,2018-04-01,107
PROD,C,I2015_SCA,BE,2018-05-01,109
PROD,C,I2015_SCA,BE,2018-06-01,106
PROD,C,I2015_SCA,BE,2018-07-01,109
PROD,C,I2015_SCA,BE,2018-08-01,
PROD,C,I2015_SCA,BG,2017-09-01,111
PROD,C,I2015_SCA,BG,2017-10-01,111
PROD,C,I2015_SCA,BG,2017-11-01,112
PROD,C,I2015_SCA,BG,2017-12-01,114
PROD,C,I2015_SCA,BG,2018-01-01,114
PROD,C,I2015_SCA,BG,2018-02-01,110
PROD,C,I2015_SCA,BG,2018-03-01,111
PROD,C,I2015_SCA,BG,2018-04-01,109
PROD,C,I2015_SCA,BG,2018-05-01,113
PROD,C,I2015_SCA,BG,2018-06-01,113
PROD,C,I2015_SCA,BG,2018-07-01,113
PROD,C,I2015_SCA,BG,2018-08-01,114
PROD,C,I2015_SCA,CY,2017-09-01,119
PROD,C,I2015_SCA,CY,2017-10-01,120
PROD,C,I2015_SCA,CY,2017-11-01,122
PROD,C,I2015_SCA,CY,2017-12-01,125
PROD,C,I2015_SCA,CY,2018-01-01,123
PROD,C,I2015_SCA,CY,2018-02-01,123
PROD,C,I2015_SCA,CY,2018-03-01,123
PROD,C,I2015_SCA,CY,2018-04-01,124
PROD,C,I2015_SCA,CY,2018-05-01,126
PROD,C,I2015_SCA,CY,2018-06-01,127
PROD,C,I2015_SCA,CY,2018-07-01,125
PROD,C,I2015_SCA,CY,2018-08-01,
PROD,C,I2015_SCA,CZ,2017-09-01,112
PROD,C,I2015_SCA,CZ,2017-10-01,110
PROD,C,I2015_SCA,CZ,2017-11-01,114
PROD,C,I2015_SCA,CZ,2017-12-01,115
PROD,C,I2015_SCA,CZ,2018-01-01,116
PROD,C,I2015_SCA,CZ,2018-02-01,113
PROD,C,I2015_SCA,CZ,2018-03-01,113
PROD,C,I2015_SCA,CZ,2018-04-01,113
PROD,C,I2015_SCA,CZ,2018-05-01,114
PROD,C,I2015_SCA,CZ,2018-06-01,116
PROD,C,I2015_SCA,CZ,2018-07-01,114
PROD,C,I2015_SCA,CZ,2018-08-01,115
PROD,C,I2015_SCA,DE,2017-09-01,105
PROD,C,I2015_SCA,DE,2017-10-01,104
PROD,C,I2015_SCA,DE,2017-11-01,108
PROD,C,I2015_SCA,DE,2017-12-01,107
PROD,C,I2015_SCA,DE,2018-01-01,107
PROD,C,I2015_SCA,DE,2018-02-01,105
PROD,C,I2015_SCA,DE,2018-03-01,107
PROD,C,I2015_SCA,DE,2018-04-01,106
PROD,C,I2015_SCA,DE,2018-05-01,108
PROD,C,I2015_SCA,DE,2018-06-01,107
PROD,C,I2015_SCA,DE,2018-07-01,105
PROD,C,I2015_SCA,DE,2018-08-01,105
PROD,C,I2015_SCA,DK,2017-09-01,105
PROD,C,I2015_SCA,DK,2017-10-01,107
PROD,C,I2015_SCA,DK,2017-11-01,108
PROD,C,I2015_SCA,DK,2017-12-01,109
PROD,C,I2015_SCA,DK,2018-01-01,110
