unit,deg_urb,geotime,date,value
PC,DEG3,NL,2013-01-01,24.7 
PC,DEG3,NL,2014-01-01,24.7 
PC,DEG3,NL,2015-01-01,23.0 
PC,DEG3,NL,2016-01-01,17.9 b
PC,DEG3,NL,2017-01-01,16.5 
PC,DEG3,NO,2006-01-01,
PC,DEG3,NO,2007-01-01,16.2 
PC,DEG3,NO,2008-01-01,17.0 
PC,DEG3,NO,2009-01-01,16.4 
PC,DEG3,NO,2010-01-01,14.7 
PC,DEG3,NO,2011-01-01,16.2 
PC,DEG3,NO,2012-01-01,15.9 b
PC,DEG3,NO,2013-01-01,15.7 
PC,DEG3,NO,2014-01-01,16.8 
PC,DEG3,NO,2015-01-01,17.9 
PC,DEG3,NO,2016-01-01,16.6 
PC,DEG3,NO,2017-01-01,17.1 
PC,DEG3,PL,2006-01-01,19.0 
PC,DEG3,PL,2007-01-01,18.0 
PC,DEG3,PL,2008-01-01,17.2 
PC,DEG3,PL,2009-01-01,16.8 
PC,DEG3,PL,2010-01-01,16.9 
PC,DEG3,PL,2011-01-01,17.2 
PC,DEG3,PL,2012-01-01,17.2 b
PC,DEG3,PL,2013-01-01,17.4 
PC,DEG3,PL,2014-01-01,17.2 
PC,DEG3,PL,2015-01-01,16.3 
PC,DEG3,PL,2016-01-01,14.8 
PC,DEG3,PL,2017-01-01,13.3 
PC,DEG3,PT,2006-01-01,10.9 
PC,DEG3,PT,2007-01-01,12.3 
PC,DEG3,PT,2008-01-01,10.7 
PC,DEG3,PT,2009-01-01,10.1 
PC,DEG3,PT,2010-01-01,9.6 
PC,DEG3,PT,2011-01-01,10.9 
PC,DEG3,PT,2012-01-01,12.0 b
PC,DEG3,PT,2013-01-01,11.7 
PC,DEG3,PT,2014-01-01,12.4 
PC,DEG3,PT,2015-01-01,12.3 
PC,DEG3,PT,2016-01-01,11.7 
PC,DEG3,PT,2017-01-01,11.5 
PC,DEG3,RO,2006-01-01,
PC,DEG3,RO,2007-01-01,21.3 
PC,DEG3,RO,2008-01-01,22.6 
PC,DEG3,RO,2009-01-01,20.6 
PC,DEG3,RO,2010-01-01,20.0 
PC,DEG3,RO,2011-01-01,7.1 
PC,DEG3,RO,2012-01-01,21.0 b
PC,DEG3,RO,2013-01-01,20.0 
PC,DEG3,RO,2014-01-01,19.7 
PC,DEG3,RO,2015-01-01,19.6 
PC,DEG3,RO,2016-01-01,17.6 
PC,DEG3,RO,2017-01-01,16.3 
PC,DEG3,RS,2006-01-01,
PC,DEG3,RS,2007-01-01,
PC,DEG3,RS,2008-01-01,
PC,DEG3,RS,2009-01-01,
PC,DEG3,RS,2010-01-01,
PC,DEG3,RS,2011-01-01,
PC,DEG3,RS,2012-01-01,
PC,DEG3,RS,2013-01-01,27.6 
PC,DEG3,RS,2014-01-01,31.2 
PC,DEG3,RS,2015-01-01,29.9 
PC,DEG3,RS,2016-01-01,26.0 
PC,DEG3,RS,2017-01-01,
PC,DEG3,SE,2006-01-01,16.2 
PC,DEG3,SE,2007-01-01,17.1 
PC,DEG3,SE,2008-01-01,19.1 b
PC,DEG3,SE,2009-01-01,18.7 
PC,DEG3,SE,2010-01-01,16.9 
PC,DEG3,SE,2011-01-01,16.8 
PC,DEG3,SE,2012-01-01,17.3 b
PC,DEG3,SE,2013-01-01,16.9 
PC,DEG3,SE,2014-01-01,16.4 
PC,DEG3,SE,2015-01-01,16.0 
PC,DEG3,SE,2016-01-01,15.3 
PC,DEG3,SE,2017-01-01,16.1 
PC,DEG3,SI,2006-01-01,9.4 
PC,DEG3,SI,2007-01-01,10.0 
PC,DEG3,SI,2008-01-01,10.7 
PC,DEG3,SI,2009-01-01,10.5 
PC,DEG3,SI,2010-01-01,11.4 
PC,DEG3,SI,2011-01-01,11.3 
PC,DEG3,SI,2012-01-01,11.6 b
PC,DEG3,SI,2013-01-01,11.7 
PC,DEG3,SI,2014-01-01,12.0 
PC,DEG3,SI,2015-01-01,10.9 
PC,DEG3,SI,2016-01-01,11.1 
PC,DEG3,SI,2017-01-01,10.9 
PC,DEG3,SK,2006-01-01,23.4 
PC,DEG3,SK,2007-01-01,22.3 
PC,DEG3,SK,2008-01-01,15.6 
PC,DEG3,SK,2009-01-01,18.6 
PC,DEG3,SK,2010-01-01,17.3 
PC,DEG3,SK,2011-01-01,17.2 
PC,DEG3,SK,2012-01-01,16.7 b
PC,DEG3,SK,2013-01-01,16.7 
PC,DEG3,SK,2014-01-01,17.3 
PC,DEG3,SK,2015-01-01,16.9 
PC,DEG3,SK,2016-01-01,16.6 
PC,DEG3,SK,2017-01-01,16.0 
PC,DEG3,UK,2006-01-01,20.4 
PC,DEG3,UK,2007-01-01,21.6 
PC,DEG3,UK,2008-01-01,21.8 
PC,DEG3,UK,2009-01-01,20.4 
PC,DEG3,UK,2010-01-01,20.1 
PC,DEG3,UK,2011-01-01,20.3 
PC,DEG3,UK,2012-01-01,10.7 b
PC,DEG3,UK,2013-01-01,11.2 
PC,DEG3,UK,2014-01-01,15.2 
PC,DEG3,UK,2015-01-01,15.2 
PC,DEG3,UK,2016-01-01,15.0 
PC,DEG3,UK,2017-01-01,
