unit,material,indic_env,geotime,date,value
T_HAB,TOTAL,DMC,IE,2014-01-01,20
T_HAB,TOTAL,DMC,IE,2015-01-01,20
T_HAB,TOTAL,DMC,IE,2016-01-01,22
T_HAB,TOTAL,DMC,IE,2017-01-01,24
T_HAB,TOTAL,DMC,IT,1990-01-01,
T_HAB,TOTAL,DMC,IT,1991-01-01,15
T_HAB,TOTAL,DMC,IT,1992-01-01,15
T_HAB,TOTAL,DMC,IT,1993-01-01,13
T_HAB,TOTAL,DMC,IT,1994-01-01,13
T_HAB,TOTAL,DMC,IT,1995-01-01,14
T_HAB,TOTAL,DMC,IT,1996-01-01,13
T_HAB,TOTAL,DMC,IT,1997-01-01,13
T_HAB,TOTAL,DMC,IT,1998-01-01,15
T_HAB,TOTAL,DMC,IT,1999-01-01,16
T_HAB,TOTAL,DMC,IT,2000-01-01,16
T_HAB,TOTAL,DMC,IT,2001-01-01,16
T_HAB,TOTAL,DMC,IT,2002-01-01,15
T_HAB,TOTAL,DMC,IT,2003-01-01,13
T_HAB,TOTAL,DMC,IT,2004-01-01,14
T_HAB,TOTAL,DMC,IT,2005-01-01,14
T_HAB,TOTAL,DMC,IT,2006-01-01,15
T_HAB,TOTAL,DMC,IT,2007-01-01,14
T_HAB,TOTAL,DMC,IT,2008-01-01,13
T_HAB,TOTAL,DMC,IT,2009-01-01,12
T_HAB,TOTAL,DMC,IT,2010-01-01,11
T_HAB,TOTAL,DMC,IT,2011-01-01,11
T_HAB,TOTAL,DMC,IT,2012-01-01,9
T_HAB,TOTAL,DMC,IT,2013-01-01,8
T_HAB,TOTAL,DMC,IT,2014-01-01,7
T_HAB,TOTAL,DMC,IT,2015-01-01,8
T_HAB,TOTAL,DMC,IT,2016-01-01,8
T_HAB,TOTAL,DMC,IT,2017-01-01,8
T_HAB,TOTAL,DMC,LT,1990-01-01,
T_HAB,TOTAL,DMC,LT,1991-01-01,
T_HAB,TOTAL,DMC,LT,1992-01-01,
T_HAB,TOTAL,DMC,LT,1993-01-01,
T_HAB,TOTAL,DMC,LT,1994-01-01,
T_HAB,TOTAL,DMC,LT,1995-01-01,
T_HAB,TOTAL,DMC,LT,1996-01-01,
T_HAB,TOTAL,DMC,LT,1997-01-01,
T_HAB,TOTAL,DMC,LT,1998-01-01,
T_HAB,TOTAL,DMC,LT,1999-01-01,
T_HAB,TOTAL,DMC,LT,2000-01-01,8
T_HAB,TOTAL,DMC,LT,2001-01-01,7
T_HAB,TOTAL,DMC,LT,2002-01-01,9
T_HAB,TOTAL,DMC,LT,2003-01-01,10
T_HAB,TOTAL,DMC,LT,2004-01-01,11
T_HAB,TOTAL,DMC,LT,2005-01-01,12
T_HAB,TOTAL,DMC,LT,2006-01-01,12
T_HAB,TOTAL,DMC,LT,2007-01-01,15
T_HAB,TOTAL,DMC,LT,2008-01-01,16
T_HAB,TOTAL,DMC,LT,2009-01-01,11
T_HAB,TOTAL,DMC,LT,2010-01-01,12
T_HAB,TOTAL,DMC,LT,2011-01-01,13
T_HAB,TOTAL,DMC,LT,2012-01-01,12
T_HAB,TOTAL,DMC,LT,2013-01-01,15
T_HAB,TOTAL,DMC,LT,2014-01-01,14
T_HAB,TOTAL,DMC,LT,2015-01-01,14
T_HAB,TOTAL,DMC,LT,2016-01-01,15
T_HAB,TOTAL,DMC,LT,2017-01-01,16
T_HAB,TOTAL,DMC,LU,1990-01-01,
T_HAB,TOTAL,DMC,LU,1991-01-01,
T_HAB,TOTAL,DMC,LU,1992-01-01,
T_HAB,TOTAL,DMC,LU,1993-01-01,
T_HAB,TOTAL,DMC,LU,1994-01-01,
T_HAB,TOTAL,DMC,LU,1995-01-01,
T_HAB,TOTAL,DMC,LU,1996-01-01,
T_HAB,TOTAL,DMC,LU,1997-01-01,
T_HAB,TOTAL,DMC,LU,1998-01-01,
T_HAB,TOTAL,DMC,LU,1999-01-01,
T_HAB,TOTAL,DMC,LU,2000-01-01,25
T_HAB,TOTAL,DMC,LU,2001-01-01,23
T_HAB,TOTAL,DMC,LU,2002-01-01,25
T_HAB,TOTAL,DMC,LU,2003-01-01,25
T_HAB,TOTAL,DMC,LU,2004-01-01,26
T_HAB,TOTAL,DMC,LU,2005-01-01,25
T_HAB,TOTAL,DMC,LU,2006-01-01,27
T_HAB,TOTAL,DMC,LU,2007-01-01,26
T_HAB,TOTAL,DMC,LU,2008-01-01,22
T_HAB,TOTAL,DMC,LU,2009-01-01,21
T_HAB,TOTAL,DMC,LU,2010-01-01,21
T_HAB,TOTAL,DMC,LU,2011-01-01,20
T_HAB,TOTAL,DMC,LU,2012-01-01,20
T_HAB,TOTAL,DMC,LU,2013-01-01,20
T_HAB,TOTAL,DMC,LU,2014-01-01,21
T_HAB,TOTAL,DMC,LU,2015-01-01,23
T_HAB,TOTAL,DMC,LU,2016-01-01,25
T_HAB,TOTAL,DMC,LU,2017-01-01,25
T_HAB,TOTAL,DMC,LV,1990-01-01,
T_HAB,TOTAL,DMC,LV,1991-01-01,
T_HAB,TOTAL,DMC,LV,1992-01-01,
T_HAB,TOTAL,DMC,LV,1993-01-01,
T_HAB,TOTAL,DMC,LV,1994-01-01,
T_HAB,TOTAL,DMC,LV,1995-01-01,12
T_HAB,TOTAL,DMC,LV,1996-01-01,13
T_HAB,TOTAL,DMC,LV,1997-01-01,13
T_HAB,TOTAL,DMC,LV,1998-01-01,14
T_HAB,TOTAL,DMC,LV,1999-01-01,14
T_HAB,TOTAL,DMC,LV,2000-01-01,14
T_HAB,TOTAL,DMC,LV,2001-01-01,14
T_HAB,TOTAL,DMC,LV,2002-01-01,15
T_HAB,TOTAL,DMC,LV,2003-01-01,15
T_HAB,TOTAL,DMC,LV,2004-01-01,16
T_HAB,TOTAL,DMC,LV,2005-01-01,19
T_HAB,TOTAL,DMC,LV,2006-01-01,20
T_HAB,TOTAL,DMC,LV,2007-01-01,22
T_HAB,TOTAL,DMC,LV,2008-01-01,19
T_HAB,TOTAL,DMC,LV,2009-01-01,14
T_HAB,TOTAL,DMC,LV,2010-01-01,17
T_HAB,TOTAL,DMC,LV,2011-01-01,19
T_HAB,TOTAL,DMC,LV,2012-01-01,19
T_HAB,TOTAL,DMC,LV,2013-01-01,20
T_HAB,TOTAL,DMC,LV,2014-01-01,20
T_HAB,TOTAL,DMC,LV,2015-01-01,21
T_HAB,TOTAL,DMC,LV,2016-01-01,20
T_HAB,TOTAL,DMC,LV,2017-01-01,22
T_HAB,TOTAL,DMC,MK,1990-01-01,
T_HAB,TOTAL,DMC,MK,1991-01-01,
T_HAB,TOTAL,DMC,MK,1992-01-01,
T_HAB,TOTAL,DMC,MK,1993-01-01,
T_HAB,TOTAL,DMC,MK,1994-01-01,
T_HAB,TOTAL,DMC,MK,1995-01-01,
T_HAB,TOTAL,DMC,MK,1996-01-01,
T_HAB,TOTAL,DMC,MK,1997-01-01,
T_HAB,TOTAL,DMC,MK,1998-01-01,
T_HAB,TOTAL,DMC,MK,1999-01-01,
T_HAB,TOTAL,DMC,MK,2000-01-01,
T_HAB,TOTAL,DMC,MK,2001-01-01,
T_HAB,TOTAL,DMC,MK,2002-01-01,
T_HAB,TOTAL,DMC,MK,2003-01-01,
T_HAB,TOTAL,DMC,MK,2004-01-01,
T_HAB,TOTAL,DMC,MK,2005-01-01,
T_HAB,TOTAL,DMC,MK,2006-01-01,
T_HAB,TOTAL,DMC,MK,2007-01-01,
T_HAB,TOTAL,DMC,MK,2008-01-01,
T_HAB,TOTAL,DMC,MK,2009-01-01,
T_HAB,TOTAL,DMC,MK,2010-01-01,8
T_HAB,TOTAL,DMC,MK,2011-01-01,9
T_HAB,TOTAL,DMC,MK,2012-01-01,9
T_HAB,TOTAL,DMC,MK,2013-01-01,9
T_HAB,TOTAL,DMC,MK,2014-01-01,9
T_HAB,TOTAL,DMC,MK,2015-01-01,9
T_HAB,TOTAL,DMC,MK,2016-01-01,8
T_HAB,TOTAL,DMC,MK,2017-01-01,
T_HAB,TOTAL,DMC,MT,1990-01-01,
T_HAB,TOTAL,DMC,MT,1991-01-01,
T_HAB,TOTAL,DMC,MT,1992-01-01,
T_HAB,TOTAL,DMC,MT,1993-01-01,
T_HAB,TOTAL,DMC,MT,1994-01-01,
T_HAB,TOTAL,DMC,MT,1995-01-01,
T_HAB,TOTAL,DMC,MT,1996-01-01,
T_HAB,TOTAL,DMC,MT,1997-01-01,
T_HAB,TOTAL,DMC,MT,1998-01-01,
T_HAB,TOTAL,DMC,MT,1999-01-01,
T_HAB,TOTAL,DMC,MT,2000-01-01,9
T_HAB,TOTAL,DMC,MT,2001-01-01,8
T_HAB,TOTAL,DMC,MT,2002-01-01,8
T_HAB,TOTAL,DMC,MT,2003-01-01,10
T_HAB,TOTAL,DMC,MT,2004-01-01,10
T_HAB,TOTAL,DMC,MT,2005-01-01,8
T_HAB,TOTAL,DMC,MT,2006-01-01,10
T_HAB,TOTAL,DMC,MT,2007-01-01,8
T_HAB,TOTAL,DMC,MT,2008-01-01,7
T_HAB,TOTAL,DMC,MT,2009-01-01,8
T_HAB,TOTAL,DMC,MT,2010-01-01,6
T_HAB,TOTAL,DMC,MT,2011-01-01,9
T_HAB,TOTAL,DMC,MT,2012-01-01,10
T_HAB,TOTAL,DMC,MT,2013-01-01,9
T_HAB,TOTAL,DMC,MT,2014-01-01,12
T_HAB,TOTAL,DMC,MT,2015-01-01,14
T_HAB,TOTAL,DMC,MT,2016-01-01,13
T_HAB,TOTAL,DMC,MT,2017-01-01,13
T_HAB,TOTAL,DMC,NL,1990-01-01,
T_HAB,TOTAL,DMC,NL,1991-01-01,
T_HAB,TOTAL,DMC,NL,1992-01-01,
T_HAB,TOTAL,DMC,NL,1993-01-01,
T_HAB,TOTAL,DMC,NL,1994-01-01,
T_HAB,TOTAL,DMC,NL,1995-01-01,
T_HAB,TOTAL,DMC,NL,1996-01-01,12
T_HAB,TOTAL,DMC,NL,1997-01-01,12
T_HAB,TOTAL,DMC,NL,1998-01-01,12
T_HAB,TOTAL,DMC,NL,1999-01-01,12
T_HAB,TOTAL,DMC,NL,2000-01-01,12
T_HAB,TOTAL,DMC,NL,2001-01-01,12
T_HAB,TOTAL,DMC,NL,2002-01-01,11
T_HAB,TOTAL,DMC,NL,2003-01-01,10
T_HAB,TOTAL,DMC,NL,2004-01-01,11
T_HAB,TOTAL,DMC,NL,2005-01-01,11
T_HAB,TOTAL,DMC,NL,2006-01-01,11
T_HAB,TOTAL,DMC,NL,2007-01-01,11
T_HAB,TOTAL,DMC,NL,2008-01-01,12
T_HAB,TOTAL,DMC,NL,2009-01-01,11
T_HAB,TOTAL,DMC,NL,2010-01-01,11
T_HAB,TOTAL,DMC,NL,2011-01-01,11
T_HAB,TOTAL,DMC,NL,2012-01-01,10
T_HAB,TOTAL,DMC,NL,2013-01-01,10
T_HAB,TOTAL,DMC,NL,2014-01-01,10
T_HAB,TOTAL,DMC,NL,2015-01-01,11
T_HAB,TOTAL,DMC,NL,2016-01-01,9
T_HAB,TOTAL,DMC,NL,2017-01-01,9
T_HAB,TOTAL,DMC,NO,1990-01-01,
T_HAB,TOTAL,DMC,NO,1991-01-01,
T_HAB,TOTAL,DMC,NO,1992-01-01,
T_HAB,TOTAL,DMC,NO,1993-01-01,
T_HAB,TOTAL,DMC,NO,1994-01-01,
T_HAB,TOTAL,DMC,NO,1995-01-01,
T_HAB,TOTAL,DMC,NO,1996-01-01,
T_HAB,TOTAL,DMC,NO,1997-01-01,
T_HAB,TOTAL,DMC,NO,1998-01-01,
T_HAB,TOTAL,DMC,NO,1999-01-01,
T_HAB,TOTAL,DMC,NO,2000-01-01,
T_HAB,TOTAL,DMC,NO,2001-01-01,
T_HAB,TOTAL,DMC,NO,2002-01-01,
T_HAB,TOTAL,DMC,NO,2003-01-01,
T_HAB,TOTAL,DMC,NO,2004-01-01,
T_HAB,TOTAL,DMC,NO,2005-01-01,
T_HAB,TOTAL,DMC,NO,2006-01-01,25
T_HAB,TOTAL,DMC,NO,2007-01-01,25
T_HAB,TOTAL,DMC,NO,2008-01-01,28
T_HAB,TOTAL,DMC,NO,2009-01-01,26
T_HAB,TOTAL,DMC,NO,2010-01-01,28
T_HAB,TOTAL,DMC,NO,2011-01-01,28
T_HAB,TOTAL,DMC,NO,2012-01-01,29
T_HAB,TOTAL,DMC,NO,2013-01-01,29
T_HAB,TOTAL,DMC,NO,2014-01-01,28
T_HAB,TOTAL,DMC,NO,2015-01-01,36
T_HAB,TOTAL,DMC,NO,2016-01-01,30
T_HAB,TOTAL,DMC,NO,2017-01-01,
T_HAB,TOTAL,DMC,PL,1990-01-01,
T_HAB,TOTAL,DMC,PL,1991-01-01,
T_HAB,TOTAL,DMC,PL,1992-01-01,
T_HAB,TOTAL,DMC,PL,1993-01-01,
T_HAB,TOTAL,DMC,PL,1994-01-01,
T_HAB,TOTAL,DMC,PL,1995-01-01,
T_HAB,TOTAL,DMC,PL,1996-01-01,
T_HAB,TOTAL,DMC,PL,1997-01-01,
T_HAB,TOTAL,DMC,PL,1998-01-01,
T_HAB,TOTAL,DMC,PL,1999-01-01,
T_HAB,TOTAL,DMC,PL,2000-01-01,14
T_HAB,TOTAL,DMC,PL,2001-01-01,13
T_HAB,TOTAL,DMC,PL,2002-01-01,12
T_HAB,TOTAL,DMC,PL,2003-01-01,13
T_HAB,TOTAL,DMC,PL,2004-01-01,14
T_HAB,TOTAL,DMC,PL,2005-01-01,14
T_HAB,TOTAL,DMC,PL,2006-01-01,14
T_HAB,TOTAL,DMC,PL,2007-01-01,16
T_HAB,TOTAL,DMC,PL,2008-01-01,16
T_HAB,TOTAL,DMC,PL,2009-01-01,16
T_HAB,TOTAL,DMC,PL,2010-01-01,16
T_HAB,TOTAL,DMC,PL,2011-01-01,20
T_HAB,TOTAL,DMC,PL,2012-01-01,18
T_HAB,TOTAL,DMC,PL,2013-01-01,17
T_HAB,TOTAL,DMC,PL,2014-01-01,17
T_HAB,TOTAL,DMC,PL,2015-01-01,16
T_HAB,TOTAL,DMC,PL,2016-01-01,17
T_HAB,TOTAL,DMC,PL,2017-01-01,18
T_HAB,TOTAL,DMC,PT,1990-01-01,
T_HAB,TOTAL,DMC,PT,1991-01-01,
T_HAB,TOTAL,DMC,PT,1992-01-01,
T_HAB,TOTAL,DMC,PT,1993-01-01,
T_HAB,TOTAL,DMC,PT,1994-01-01,
T_HAB,TOTAL,DMC,PT,1995-01-01,14
T_HAB,TOTAL,DMC,PT,1996-01-01,14
T_HAB,TOTAL,DMC,PT,1997-01-01,15
T_HAB,TOTAL,DMC,PT,1998-01-01,16
T_HAB,TOTAL,DMC,PT,1999-01-01,19
T_HAB,TOTAL,DMC,PT,2000-01-01,19
T_HAB,TOTAL,DMC,PT,2001-01-01,20
T_HAB,TOTAL,DMC,PT,2002-01-01,19
T_HAB,TOTAL,DMC,PT,2003-01-01,17
T_HAB,TOTAL,DMC,PT,2004-01-01,18
T_HAB,TOTAL,DMC,PT,2005-01-01,18
T_HAB,TOTAL,DMC,PT,2006-01-01,20
T_HAB,TOTAL,DMC,PT,2007-01-01,21
T_HAB,TOTAL,DMC,PT,2008-01-01,22
T_HAB,TOTAL,DMC,PT,2009-01-01,19
T_HAB,TOTAL,DMC,PT,2010-01-01,18
T_HAB,TOTAL,DMC,PT,2011-01-01,17
T_HAB,TOTAL,DMC,PT,2012-01-01,15
T_HAB,TOTAL,DMC,PT,2013-01-01,13
T_HAB,TOTAL,DMC,PT,2014-01-01,14
T_HAB,TOTAL,DMC,PT,2015-01-01,15
T_HAB,TOTAL,DMC,PT,2016-01-01,14
T_HAB,TOTAL,DMC,PT,2017-01-01,15
T_HAB,TOTAL,DMC,RO,1990-01-01,
T_HAB,TOTAL,DMC,RO,1991-01-01,
T_HAB,TOTAL,DMC,RO,1992-01-01,
T_HAB,TOTAL,DMC,RO,1993-01-01,
T_HAB,TOTAL,DMC,RO,1994-01-01,13
T_HAB,TOTAL,DMC,RO,1995-01-01,14
T_HAB,TOTAL,DMC,RO,1996-01-01,11
T_HAB,TOTAL,DMC,RO,1997-01-01,9
T_HAB,TOTAL,DMC,RO,1998-01-01,10
T_HAB,TOTAL,DMC,RO,1999-01-01,8
T_HAB,TOTAL,DMC,RO,2000-01-01,7
T_HAB,TOTAL,DMC,RO,2001-01-01,12
T_HAB,TOTAL,DMC,RO,2002-01-01,12
T_HAB,TOTAL,DMC,RO,2003-01-01,13
T_HAB,TOTAL,DMC,RO,2004-01-01,14
T_HAB,TOTAL,DMC,RO,2005-01-01,15
T_HAB,TOTAL,DMC,RO,2006-01-01,17
T_HAB,TOTAL,DMC,RO,2007-01-01,20
T_HAB,TOTAL,DMC,RO,2008-01-01,26
T_HAB,TOTAL,DMC,RO,2009-01-01,21
T_HAB,TOTAL,DMC,RO,2010-01-01,19
T_HAB,TOTAL,DMC,RO,2011-01-01,22
T_HAB,TOTAL,DMC,RO,2012-01-01,21
T_HAB,TOTAL,DMC,RO,2013-01-01,22
T_HAB,TOTAL,DMC,RO,2014-01-01,22
T_HAB,TOTAL,DMC,RO,2015-01-01,27
T_HAB,TOTAL,DMC,RO,2016-01-01,26
T_HAB,TOTAL,DMC,RO,2017-01-01,25
T_HAB,TOTAL,DMC,RS,1990-01-01,
T_HAB,TOTAL,DMC,RS,1991-01-01,
T_HAB,TOTAL,DMC,RS,1992-01-01,
T_HAB,TOTAL,DMC,RS,1993-01-01,
T_HAB,TOTAL,DMC,RS,1994-01-01,
T_HAB,TOTAL,DMC,RS,1995-01-01,
T_HAB,TOTAL,DMC,RS,1996-01-01,
T_HAB,TOTAL,DMC,RS,1997-01-01,
T_HAB,TOTAL,DMC,RS,1998-01-01,
T_HAB,TOTAL,DMC,RS,1999-01-01,
T_HAB,TOTAL,DMC,RS,2000-01-01,
T_HAB,TOTAL,DMC,RS,2001-01-01,12
T_HAB,TOTAL,DMC,RS,2002-01-01,13
T_HAB,TOTAL,DMC,RS,2003-01-01,12
T_HAB,TOTAL,DMC,RS,2004-01-01,14
T_HAB,TOTAL,DMC,RS,2005-01-01,14
T_HAB,TOTAL,DMC,RS,2006-01-01,15
T_HAB,TOTAL,DMC,RS,2007-01-01,14
T_HAB,TOTAL,DMC,RS,2008-01-01,15
T_HAB,TOTAL,DMC,RS,2009-01-01,14
T_HAB,TOTAL,DMC,RS,2010-01-01,15
T_HAB,TOTAL,DMC,RS,2011-01-01,15
T_HAB,TOTAL,DMC,RS,2012-01-01,14
T_HAB,TOTAL,DMC,RS,2013-01-01,15
T_HAB,TOTAL,DMC,RS,2014-01-01,14
T_HAB,TOTAL,DMC,RS,2015-01-01,15
T_HAB,TOTAL,DMC,RS,2016-01-01,16
T_HAB,TOTAL,DMC,RS,2017-01-01,
T_HAB,TOTAL,DMC,SE,1990-01-01,
T_HAB,TOTAL,DMC,SE,1991-01-01,
T_HAB,TOTAL,DMC,SE,1992-01-01,
T_HAB,TOTAL,DMC,SE,1993-01-01,
T_HAB,TOTAL,DMC,SE,1994-01-01,
T_HAB,TOTAL,DMC,SE,1995-01-01,
T_HAB,TOTAL,DMC,SE,1996-01-01,
T_HAB,TOTAL,DMC,SE,1997-01-01,
T_HAB,TOTAL,DMC,SE,1998-01-01,20
T_HAB,TOTAL,DMC,SE,1999-01-01,19
T_HAB,TOTAL,DMC,SE,2000-01-01,19
T_HAB,TOTAL,DMC,SE,2001-01-01,19
T_HAB,TOTAL,DMC,SE,2002-01-01,19
T_HAB,TOTAL,DMC,SE,2003-01-01,19
T_HAB,TOTAL,DMC,SE,2004-01-01,20
T_HAB,TOTAL,DMC,SE,2005-01-01,22
T_HAB,TOTAL,DMC,SE,2006-01-01,20
T_HAB,TOTAL,DMC,SE,2007-01-01,22
T_HAB,TOTAL,DMC,SE,2008-01-01,22
T_HAB,TOTAL,DMC,SE,2009-01-01,18
T_HAB,TOTAL,DMC,SE,2010-01-01,21
T_HAB,TOTAL,DMC,SE,2011-01-01,22
T_HAB,TOTAL,DMC,SE,2012-01-01,22
T_HAB,TOTAL,DMC,SE,2013-01-01,22
T_HAB,TOTAL,DMC,SE,2014-01-01,22
T_HAB,TOTAL,DMC,SE,2015-01-01,22
T_HAB,TOTAL,DMC,SE,2016-01-01,22
T_HAB,TOTAL,DMC,SE,2017-01-01,22
T_HAB,TOTAL,DMC,SI,1990-01-01,
T_HAB,TOTAL,DMC,SI,1991-01-01,
T_HAB,TOTAL,DMC,SI,1992-01-01,
T_HAB,TOTAL,DMC,SI,1993-01-01,
T_HAB,TOTAL,DMC,SI,1994-01-01,
T_HAB,TOTAL,DMC,SI,1995-01-01,
T_HAB,TOTAL,DMC,SI,1996-01-01,
T_HAB,TOTAL,DMC,SI,1997-01-01,
T_HAB,TOTAL,DMC,SI,1998-01-01,
T_HAB,TOTAL,DMC,SI,1999-01-01,
T_HAB,TOTAL,DMC,SI,2000-01-01,17
T_HAB,TOTAL,DMC,SI,2001-01-01,16
T_HAB,TOTAL,DMC,SI,2002-01-01,17
T_HAB,TOTAL,DMC,SI,2003-01-01,18
T_HAB,TOTAL,DMC,SI,2004-01-01,19
T_HAB,TOTAL,DMC,SI,2005-01-01,18
T_HAB,TOTAL,DMC,SI,2006-01-01,21
T_HAB,TOTAL,DMC,SI,2007-01-01,23
T_HAB,TOTAL,DMC,SI,2008-01-01,20
T_HAB,TOTAL,DMC,SI,2009-01-01,17
T_HAB,TOTAL,DMC,SI,2010-01-01,16
T_HAB,TOTAL,DMC,SI,2011-01-01,14
T_HAB,TOTAL,DMC,SI,2012-01-01,12
T_HAB,TOTAL,DMC,SI,2013-01-01,12
T_HAB,TOTAL,DMC,SI,2014-01-01,13
T_HAB,TOTAL,DMC,SI,2015-01-01,13
T_HAB,TOTAL,DMC,SI,2016-01-01,12
T_HAB,TOTAL,DMC,SI,2017-01-01,13
T_HAB,TOTAL,DMC,SK,1990-01-01,
T_HAB,TOTAL,DMC,SK,1991-01-01,
T_HAB,TOTAL,DMC,SK,1992-01-01,
T_HAB,TOTAL,DMC,SK,1993-01-01,
T_HAB,TOTAL,DMC,SK,1994-01-01,
T_HAB,TOTAL,DMC,SK,1995-01-01,
T_HAB,TOTAL,DMC,SK,1996-01-01,
T_HAB,TOTAL,DMC,SK,1997-01-01,
T_HAB,TOTAL,DMC,SK,1998-01-01,12
T_HAB,TOTAL,DMC,SK,1999-01-01,11
T_HAB,TOTAL,DMC,SK,2000-01-01,10
T_HAB,TOTAL,DMC,SK,2001-01-01,10
T_HAB,TOTAL,DMC,SK,2002-01-01,11
T_HAB,TOTAL,DMC,SK,2003-01-01,10
T_HAB,TOTAL,DMC,SK,2004-01-01,12
T_HAB,TOTAL,DMC,SK,2005-01-01,13
T_HAB,TOTAL,DMC,SK,2006-01-01,13
T_HAB,TOTAL,DMC,SK,2007-01-01,14
T_HAB,TOTAL,DMC,SK,2008-01-01,15
T_HAB,TOTAL,DMC,SK,2009-01-01,13
T_HAB,TOTAL,DMC,SK,2010-01-01,13
T_HAB,TOTAL,DMC,SK,2011-01-01,13
T_HAB,TOTAL,DMC,SK,2012-01-01,11
T_HAB,TOTAL,DMC,SK,2013-01-01,11
T_HAB,TOTAL,DMC,SK,2014-01-01,12
T_HAB,TOTAL,DMC,SK,2015-01-01,12
T_HAB,TOTAL,DMC,SK,2016-01-01,13
T_HAB,TOTAL,DMC,SK,2017-01-01,13
T_HAB,TOTAL,DMC,TR,1990-01-01,
T_HAB,TOTAL,DMC,TR,1991-01-01,
T_HAB,TOTAL,DMC,TR,1992-01-01,
T_HAB,TOTAL,DMC,TR,1993-01-01,
T_HAB,TOTAL,DMC,TR,1994-01-01,
T_HAB,TOTAL,DMC,TR,1995-01-01,
T_HAB,TOTAL,DMC,TR,1996-01-01,9
T_HAB,TOTAL,DMC,TR,1997-01-01,9
T_HAB,TOTAL,DMC,TR,1998-01-01,10
T_HAB,TOTAL,DMC,TR,1999-01-01,9
T_HAB,TOTAL,DMC,TR,2000-01-01,9
T_HAB,TOTAL,DMC,TR,2001-01-01,8
T_HAB,TOTAL,DMC,TR,2002-01-01,8
T_HAB,TOTAL,DMC,TR,2003-01-01,8
T_HAB,TOTAL,DMC,TR,2004-01-01,8
T_HAB,TOTAL,DMC,TR,2005-01-01,10
T_HAB,TOTAL,DMC,TR,2006-01-01,11
T_HAB,TOTAL,DMC,TR,2007-01-01,11
T_HAB,TOTAL,DMC,TR,2008-01-01,11
T_HAB,TOTAL,DMC,TR,2009-01-01,10
T_HAB,TOTAL,DMC,TR,2010-01-01,12
T_HAB,TOTAL,DMC,TR,2011-01-01,13
T_HAB,TOTAL,DMC,TR,2012-01-01,11
T_HAB,TOTAL,DMC,TR,2013-01-01,11
T_HAB,TOTAL,DMC,TR,2014-01-01,12
T_HAB,TOTAL,DMC,TR,2015-01-01,12
T_HAB,TOTAL,DMC,TR,2016-01-01,
T_HAB,TOTAL,DMC,TR,2017-01-01,
T_HAB,TOTAL,DMC,UK,1990-01-01,
T_HAB,TOTAL,DMC,UK,1991-01-01,
T_HAB,TOTAL,DMC,UK,1992-01-01,
T_HAB,TOTAL,DMC,UK,1993-01-01,
T_HAB,TOTAL,DMC,UK,1994-01-01,
T_HAB,TOTAL,DMC,UK,1995-01-01,
T_HAB,TOTAL,DMC,UK,1996-01-01,
T_HAB,TOTAL,DMC,UK,1997-01-01,
T_HAB,TOTAL,DMC,UK,1998-01-01,
T_HAB,TOTAL,DMC,UK,1999-01-01,
T_HAB,TOTAL,DMC,UK,2000-01-01,12
T_HAB,TOTAL,DMC,UK,2001-01-01,12
T_HAB,TOTAL,DMC,UK,2002-01-01,12
T_HAB,TOTAL,DMC,UK,2003-01-01,12
T_HAB,TOTAL,DMC,UK,2004-01-01,12
T_HAB,TOTAL,DMC,UK,2005-01-01,12
T_HAB,TOTAL,DMC,UK,2006-01-01,11
T_HAB,TOTAL,DMC,UK,2007-01-01,11
T_HAB,TOTAL,DMC,UK,2008-01-01,10
T_HAB,TOTAL,DMC,UK,2009-01-01,9
T_HAB,TOTAL,DMC,UK,2010-01-01,9
T_HAB,TOTAL,DMC,UK,2011-01-01,9
T_HAB,TOTAL,DMC,UK,2012-01-01,8
T_HAB,TOTAL,DMC,UK,2013-01-01,8
T_HAB,TOTAL,DMC,UK,2014-01-01,9
T_HAB,TOTAL,DMC,UK,2015-01-01,8
T_HAB,TOTAL,DMC,UK,2016-01-01,8
T_HAB,TOTAL,DMC,UK,2017-01-01,8
