coicop,unit,geotime,date,value
TOT_X_NRG_FOOD_S,I15,AT,2017-10-01,104.69
TOT_X_NRG_FOOD_S,I15,AT,2017-11-01,104.75
TOT_X_NRG_FOOD_S,I15,AT,2017-12-01,105.47
TOT_X_NRG_FOOD_S,I15,AT,2018-01-01,104.26
TOT_X_NRG_FOOD_S,I15,AT,2018-02-01,104.58
TOT_X_NRG_FOOD_S,I15,AT,2018-03-01,105.69
TOT_X_NRG_FOOD_S,I15,AT,2018-04-01,105.8
TOT_X_NRG_FOOD_S,I15,AT,2018-05-01,105.67
TOT_X_NRG_FOOD_S,I15,AT,2018-06-01,105.64
TOT_X_NRG_FOOD_S,I15,AT,2018-07-01,104.99
TOT_X_NRG_FOOD_S,I15,AT,2018-08-01,105.0
TOT_X_NRG_FOOD_S,I15,AT,2018-09-01,106.26
TOT_X_NRG_FOOD_S,I15,BE,2017-10-01,104.03
TOT_X_NRG_FOOD_S,I15,BE,2017-11-01,103.95
TOT_X_NRG_FOOD_S,I15,BE,2017-12-01,104.45
TOT_X_NRG_FOOD_S,I15,BE,2018-01-01,102.91
TOT_X_NRG_FOOD_S,I15,BE,2018-02-01,104.92
TOT_X_NRG_FOOD_S,I15,BE,2018-03-01,104.93
TOT_X_NRG_FOOD_S,I15,BE,2018-04-01,105.24
TOT_X_NRG_FOOD_S,I15,BE,2018-05-01,105.4
TOT_X_NRG_FOOD_S,I15,BE,2018-06-01,105.54
TOT_X_NRG_FOOD_S,I15,BE,2018-07-01,104.57
TOT_X_NRG_FOOD_S,I15,BE,2018-08-01,106.18
TOT_X_NRG_FOOD_S,I15,BE,2018-09-01,105.57
TOT_X_NRG_FOOD_S,I15,BG,2017-10-01,100.1
TOT_X_NRG_FOOD_S,I15,BG,2017-11-01,100.23
TOT_X_NRG_FOOD_S,I15,BG,2017-12-01,100.88
TOT_X_NRG_FOOD_S,I15,BG,2018-01-01,100.96
TOT_X_NRG_FOOD_S,I15,BG,2018-02-01,101.05
TOT_X_NRG_FOOD_S,I15,BG,2018-03-01,101.04
TOT_X_NRG_FOOD_S,I15,BG,2018-04-01,101.27
TOT_X_NRG_FOOD_S,I15,BG,2018-05-01,101.3
TOT_X_NRG_FOOD_S,I15,BG,2018-06-01,101.85
TOT_X_NRG_FOOD_S,I15,BG,2018-07-01,103.0
TOT_X_NRG_FOOD_S,I15,BG,2018-08-01,103.38
TOT_X_NRG_FOOD_S,I15,BG,2018-09-01,102.56
TOT_X_NRG_FOOD_S,I15,CH,2017-10-01,100.3
TOT_X_NRG_FOOD_S,I15,CH,2017-11-01,99.99
TOT_X_NRG_FOOD_S,I15,CH,2017-12-01,100.29
TOT_X_NRG_FOOD_S,I15,CH,2018-01-01,99.55
TOT_X_NRG_FOOD_S,I15,CH,2018-02-01,99.9
TOT_X_NRG_FOOD_S,I15,CH,2018-03-01,100.3
TOT_X_NRG_FOOD_S,I15,CH,2018-04-01,100.4
TOT_X_NRG_FOOD_S,I15,CH,2018-05-01,100.54
TOT_X_NRG_FOOD_S,I15,CH,2018-06-01,100.41
TOT_X_NRG_FOOD_S,I15,CH,2018-07-01,100.81
TOT_X_NRG_FOOD_S,I15,CH,2018-08-01,100.84
TOT_X_NRG_FOOD_S,I15,CH,2018-09-01,100.71
TOT_X_NRG_FOOD_S,I15,CY,2017-10-01,99.93
TOT_X_NRG_FOOD_S,I15,CY,2017-11-01,98.6
TOT_X_NRG_FOOD_S,I15,CY,2017-12-01,98.5
TOT_X_NRG_FOOD_S,I15,CY,2018-01-01,96.36
TOT_X_NRG_FOOD_S,I15,CY,2018-02-01,97.3
TOT_X_NRG_FOOD_S,I15,CY,2018-03-01,98.23
TOT_X_NRG_FOOD_S,I15,CY,2018-04-01,99.06
TOT_X_NRG_FOOD_S,I15,CY,2018-05-01,100.09
TOT_X_NRG_FOOD_S,I15,CY,2018-06-01,100.97
TOT_X_NRG_FOOD_S,I15,CY,2018-07-01,100.69
TOT_X_NRG_FOOD_S,I15,CY,2018-08-01,101.57
TOT_X_NRG_FOOD_S,I15,CY,2018-09-01,100.41
TOT_X_NRG_FOOD_S,I15,CZ,2017-10-01,104.6
TOT_X_NRG_FOOD_S,I15,CZ,2017-11-01,104.7
TOT_X_NRG_FOOD_S,I15,CZ,2017-12-01,104.5
TOT_X_NRG_FOOD_S,I15,CZ,2018-01-01,105.0
TOT_X_NRG_FOOD_S,I15,CZ,2018-02-01,105.0
TOT_X_NRG_FOOD_S,I15,CZ,2018-03-01,105.1
TOT_X_NRG_FOOD_S,I15,CZ,2018-04-01,105.5
TOT_X_NRG_FOOD_S,I15,CZ,2018-05-01,105.7
TOT_X_NRG_FOOD_S,I15,CZ,2018-06-01,105.9
TOT_X_NRG_FOOD_S,I15,CZ,2018-07-01,106.5
TOT_X_NRG_FOOD_S,I15,CZ,2018-08-01,106.5
TOT_X_NRG_FOOD_S,I15,CZ,2018-09-01,105.8
TOT_X_NRG_FOOD_S,I15,DE,2017-10-01,102.9
TOT_X_NRG_FOOD_S,I15,DE,2017-11-01,103.1
